
Predictions were generated on 13-Feb-2024 at 17:55:51 using HydroDyn Driver, compiled on Feb 13 2024 at 17:43:26 as a 64-bit application using double precision at commit v2.5.0-3856-g75eff1d1-dirty
 linked with  NWTC Subroutine Library

Description from the driver input file: Compatible with HydroDyn v4.00

Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi
(s)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)
   18.0000	   3.642205E+00	   4.582771E+04	   1.230139E+04	   9.448761E+06	   3.549017E+07	   3.063615E+07	  -2.313761E+05
   18.1000	   3.532809E+00	   4.604539E+04	   1.235906E+04	   9.446524E+06	   3.549155E+07	   3.060449E+07	  -2.323303E+05
   18.2000	   3.419926E+00	   4.608107E+04	   1.236820E+04	   9.444318E+06	   3.549336E+07	   3.057192E+07	  -2.323610E+05
   18.3000	   3.303669E+00	   4.593387E+04	   1.232798E+04	   9.442154E+06	   3.549558E+07	   3.053859E+07	  -2.314652E+05
   18.4000	   3.184151E+00	   4.560309E+04	   1.223869E+04	   9.440041E+06	   3.549820E+07	   3.050469E+07	  -2.296415E+05
   18.5000	   3.061491E+00	   4.508943E+04	   1.210027E+04	   9.437986E+06	   3.550119E+07	   3.047040E+07	  -2.268958E+05
   18.6000	   2.935810E+00	   4.439362E+04	   1.191297E+04	   9.435999E+06	   3.550452E+07	   3.043592E+07	  -2.232337E+05
   18.7000	   2.807230E+00	   4.351754E+04	   1.167739E+04	   9.434087E+06	   3.550816E+07	   3.040145E+07	  -2.186672E+05
   18.8000	   2.675881E+00	   4.246364E+04	   1.139408E+04	   9.432259E+06	   3.551209E+07	   3.036718E+07	  -2.132108E+05
   18.9000	   2.541892E+00	   4.123519E+04	   1.106380E+04	   9.430522E+06	   3.551627E+07	   3.033331E+07	  -2.068834E+05
   19.0000	   2.405393E+00	   3.983587E+04	   1.068781E+04	   9.428884E+06	   3.552067E+07	   3.030006E+07	  -1.997060E+05
   19.1000	   2.266520E+00	   3.827041E+04	   1.026738E+04	   9.427351E+06	   3.552525E+07	   3.026761E+07	  -1.917049E+05
   19.2000	   2.125411E+00	   3.654402E+04	   9.803680E+03	   9.425930E+06	   3.552998E+07	   3.023618E+07	  -1.829085E+05
   19.3000	   1.982204E+00	   3.466274E+04	   9.298493E+03	   9.424627E+06	   3.553482E+07	   3.020596E+07	  -1.733494E+05
   19.4000	   1.837041E+00	   3.263305E+04	   8.753469E+03	   9.423448E+06	   3.553972E+07	   3.017714E+07	  -1.630625E+05
   19.5000	   1.690066E+00	   3.046227E+04	   8.170686E+03	   9.422398E+06	   3.554466E+07	   3.014991E+07	  -1.520867E+05
   19.6000	   1.541422E+00	   2.815838E+04	   7.552246E+03	   9.421482E+06	   3.554958E+07	   3.012446E+07	  -1.404641E+05
   19.7000	   1.391257E+00	   2.572964E+04	   6.900368E+03	   9.420704E+06	   3.555446E+07	   3.010094E+07	  -1.282381E+05
   19.8000	   1.239719E+00	   2.318518E+04	   6.217560E+03	   9.420066E+06	   3.555926E+07	   3.007952E+07	  -1.154561E+05
   19.9000	   1.086958E+00	   2.053456E+04	   5.506330E+03	   9.419573E+06	   3.556394E+07	   3.006036E+07	  -1.021678E+05
