
These predictions were generated by MoorDyn (v2.a272022-07-20) on 06-Dec-2022 at 13:08:30.

 
 
 
      Time          CON1FX          CON1FY          CON1FZ          CON2FX          CON2FY          CON2FZ         L1N20PX         L1N20PY         L1N20PZ          L1N9PX         L1N10PY         L1N10PZ          L1N10T          L1N1PX          L1N1PY          L1N1PZ           L1N1T
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)             (N)             (m)             (m)             (m)             (N)
   15.2000   2.3696492E+06   0.0000000E+00  -3.0091162E+06  -2.3684037E+06   0.0000000E+00  -1.0998261E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9087083E+02   0.0000000E+00  -5.4424866E+02   2.5058711E+06   1.5098267E+03   0.0000000E+00  -6.0000377E+02   2.3684101E+06
   15.4000   2.3723694E+06   0.0000000E+00  -3.0119357E+06  -2.3726901E+06   0.0000000E+00  -1.0998279E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086385E+02   0.0000000E+00  -5.4426211E+02   2.5096276E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3726912E+06
   15.6000   2.3752078E+06   0.0000000E+00  -3.0147433E+06  -2.3769728E+06   0.0000000E+00  -1.0998297E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085631E+02   0.0000000E+00  -5.4427564E+02   2.5134082E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3769689E+06
   15.8000   2.3780383E+06   0.0000000E+00  -3.0174140E+06  -2.3810544E+06   0.0000000E+00  -1.0998314E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084860E+02   0.0000000E+00  -5.4428877E+02   2.5170420E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3810462E+06
   16.0000   2.3807333E+06   0.0000000E+00  -3.0198285E+06  -2.3847677E+06   0.0000000E+00  -1.0998329E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084113E+02   0.0000000E+00  -5.4430103E+02   2.5203730E+06   1.5098255E+03   0.0000000E+00  -6.0000377E+02   2.3847561E+06
   16.2000   2.3831719E+06   0.0000000E+00  -3.0218806E+06  -2.3879785E+06   0.0000000E+00  -1.0998342E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083428E+02   0.0000000E+00  -5.4431200E+02   2.5232670E+06   1.5098253E+03   0.0000000E+00  -6.0000377E+02   2.3879642E+06
   16.4000   2.3852502E+06   0.0000000E+00  -3.0234861E+06  -2.3905831E+06   0.0000000E+00  -1.0998353E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082841E+02   0.0000000E+00  -5.4432129E+02   2.5256171E+06   1.5098251E+03   0.0000000E+00  -6.0000377E+02   2.3905668E+06
   16.6000   2.3868892E+06   0.0000000E+00  -3.0245905E+06  -2.3925057E+06   0.0000000E+00  -1.0998361E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082381E+02   0.0000000E+00  -5.4432855E+02   2.5273456E+06   1.5098249E+03   0.0000000E+00  -6.0000377E+02   2.3924881E+06
   16.8000   2.3880397E+06   0.0000000E+00  -3.0251710E+06  -2.3936962E+06   0.0000000E+00  -1.0998366E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082072E+02   0.0000000E+00  -5.4433344E+02   2.5284068E+06   1.5098248E+03   0.0000000E+00  -6.0000377E+02   2.3936778E+06
   17.0000   2.3886818E+06   0.0000000E+00  -3.0252341E+06  -2.3941319E+06   0.0000000E+00  -1.0998368E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9081930E+02   0.0000000E+00  -5.4433571E+02   2.5287895E+06   1.5098248E+03   0.0000000E+00  -6.0000377E+02   2.3941136E+06
   17.2000   2.3888224E+06   0.0000000E+00  -3.0248110E+06  -2.3938225E+06   0.0000000E+00  -1.0998367E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9081959E+02   0.0000000E+00  -5.4433514E+02   2.5285224E+06   1.5098248E+03   0.0000000E+00  -6.0000377E+02   2.3938052E+06
   17.4000   2.3884933E+06   0.0000000E+00  -3.0239537E+06  -2.3928214E+06   0.0000000E+00  -1.0998363E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082154E+02   0.0000000E+00  -5.4433161E+02   2.5276651E+06   1.5098249E+03   0.0000000E+00  -6.0000377E+02   2.3928063E+06
   17.6000   2.3877496E+06   0.0000000E+00  -3.0227337E+06  -2.3912279E+06   0.0000000E+00  -1.0998356E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082498E+02   0.0000000E+00  -5.4432512E+02   2.5263011E+06   1.5098250E+03   0.0000000E+00  -6.0000377E+02   2.3912159E+06
   17.8000   2.3866644E+06   0.0000000E+00  -3.0212350E+06  -2.3891741E+06   0.0000000E+00  -1.0998347E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082963E+02   0.0000000E+00  -5.4431582E+02   2.5245336E+06   1.5098251E+03   0.0000000E+00  -6.0000377E+02   2.3891657E+06
   18.0000   2.3853215E+06   0.0000000E+00  -3.0195481E+06  -2.3868088E+06   0.0000000E+00  -1.0998338E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083517E+02   0.0000000E+00  -5.4430403E+02   2.5224831E+06   1.5098253E+03   0.0000000E+00  -6.0000377E+02   2.3868041E+06
   18.2000   2.3838125E+06   0.0000000E+00  -3.0177669E+06  -2.3842826E+06   0.0000000E+00  -1.0998327E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084125E+02   0.0000000E+00  -5.4429023E+02   2.5202776E+06   1.5098255E+03   0.0000000E+00  -6.0000377E+02   2.3842815E+06
   18.4000   2.3822324E+06   0.0000000E+00  -3.0159858E+06  -2.3817392E+06   0.0000000E+00  -1.0998316E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084748E+02   0.0000000E+00  -5.4427505E+02   2.5180426E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3817413E+06
   18.6000   2.3806746E+06   0.0000000E+00  -3.0142958E+06  -2.3793077E+06   0.0000000E+00  -1.0998306E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085353E+02   0.0000000E+00  -5.4425924E+02   2.5158945E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3793126E+06
   18.8000   2.3792239E+06   0.0000000E+00  -3.0127786E+06  -2.3770988E+06   0.0000000E+00  -1.0998297E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085908E+02   0.0000000E+00  -5.4424360E+02   2.5139370E+06   1.5098260E+03   0.0000000E+00  -6.0000377E+02   2.3771060E+06
   19.0000   2.3779510E+06   0.0000000E+00  -3.0115013E+06  -2.3752037E+06   0.0000000E+00  -1.0998289E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086386E+02   0.0000000E+00  -5.4422895E+02   2.5122587E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3752128E+06
   19.2000   2.3769100E+06   0.0000000E+00  -3.0105146E+06  -2.3736958E+06   0.0000000E+00  -1.0998283E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086768E+02   0.0000000E+00  -5.4421611E+02   2.5109295E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3737064E+06
   19.4000   2.3761370E+06   0.0000000E+00  -3.0098523E+06  -2.3726314E+06   0.0000000E+00  -1.0998278E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9087037E+02   0.0000000E+00  -5.4420576E+02   2.5099984E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3726430E+06
   19.6000   2.3756503E+06   0.0000000E+00  -3.0095307E+06  -2.3720481E+06   0.0000000E+00  -1.0998276E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9087186E+02   0.0000000E+00  -5.4419850E+02   2.5094941E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3720602E+06
   19.8000   2.3754521E+06   0.0000000E+00  -3.0095502E+06  -2.3719616E+06   0.0000000E+00  -1.0998276E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9087211E+02   0.0000000E+00  -5.4419474E+02   2.5094257E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3719737E+06
   20.0000   2.3755324E+06   0.0000000E+00  -3.0098991E+06  -2.3723645E+06   0.0000000E+00  -1.0998277E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9087116E+02   0.0000000E+00  -5.4419470E+02   2.5097795E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3723759E+06
   20.2000   2.3758713E+06   0.0000000E+00  -3.0105545E+06  -2.3732235E+06   0.0000000E+00  -1.0998281E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086910E+02   0.0000000E+00  -5.4419842E+02   2.5105168E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3732335E+06
   20.4000   2.3764363E+06   0.0000000E+00  -3.0114788E+06  -2.3744755E+06   0.0000000E+00  -1.0998286E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086608E+02   0.0000000E+00  -5.4420568E+02   2.5115829E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3744834E+06
   20.6000   2.3771829E+06   0.0000000E+00  -3.0126188E+06  -2.3760324E+06   0.0000000E+00  -1.0998293E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086229E+02   0.0000000E+00  -5.4421608E+02   2.5129128E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3760379E+06
   20.8000   2.3780605E+06   0.0000000E+00  -3.0139125E+06  -2.3777946E+06   0.0000000E+00  -1.0998300E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085797E+02   0.0000000E+00  -5.4422901E+02   2.5144295E+06   1.5098260E+03   0.0000000E+00  -6.0000377E+02   2.3777977E+06
   21.0000   2.3790158E+06   0.0000000E+00  -3.0152931E+06  -2.3796613E+06   0.0000000E+00  -1.0998308E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085333E+02   0.0000000E+00  -5.4424374E+02   2.5160465E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3796620E+06
   21.2000   2.3799924E+06   0.0000000E+00  -3.0166890E+06  -2.3815338E+06   0.0000000E+00  -1.0998316E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084863E+02   0.0000000E+00  -5.4425946E+02   2.5176745E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3815321E+06
   21.4000   2.3809323E+06   0.0000000E+00  -3.0180262E+06  -2.3833169E+06   0.0000000E+00  -1.0998323E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084408E+02   0.0000000E+00  -5.4427535E+02   2.5192277E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3833130E+06
   21.6000   2.3817806E+06   0.0000000E+00  -3.0192341E+06  -2.3849222E+06   0.0000000E+00  -1.0998330E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083988E+02   0.0000000E+00  -5.4429061E+02   2.5206258E+06   1.5098255E+03   0.0000000E+00  -6.0000377E+02   2.3849163E+06
   21.8000   2.3824890E+06   0.0000000E+00  -3.0202515E+06  -2.3862702E+06   0.0000000E+00  -1.0998335E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083622E+02   0.0000000E+00  -5.4430454E+02   2.5217959E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3862625E+06
   22.0000   2.3830177E+06   0.0000000E+00  -3.0210284E+06  -2.3872916E+06   0.0000000E+00  -1.0998340E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083325E+02   0.0000000E+00  -5.4431651E+02   2.5226746E+06   1.5098253E+03   0.0000000E+00  -6.0000377E+02   2.3872825E+06
   22.2000   2.3833354E+06   0.0000000E+00  -3.0215270E+06  -2.3879279E+06   0.0000000E+00  -1.0998342E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083110E+02   0.0000000E+00  -5.4432605E+02   2.5232118E+06   1.5098252E+03   0.0000000E+00  -6.0000377E+02   2.3879176E+06
   22.4000   2.3834193E+06   0.0000000E+00  -3.0217211E+06  -2.3881342E+06   0.0000000E+00  -1.0998343E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082987E+02   0.0000000E+00  -5.4433279E+02   2.5233720E+06   1.5098252E+03   0.0000000E+00  -6.0000377E+02   2.3881231E+06
   22.6000   2.3832555E+06   0.0000000E+00  -3.0215967E+06  -2.3878833E+06   0.0000000E+00  -1.0998342E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082960E+02   0.0000000E+00  -5.4433653E+02   2.5231353E+06   1.5098252E+03   0.0000000E+00  -6.0000377E+02   2.3878719E+06
   22.8000   2.3828396E+06   0.0000000E+00  -3.0211514E+06  -2.3871695E+06   0.0000000E+00  -1.0998339E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083032E+02   0.0000000E+00  -5.4433716E+02   2.5224986E+06   1.5098253E+03   0.0000000E+00  -6.0000377E+02   2.3871585E+06
   23.0000   2.3821775E+06   0.0000000E+00  -3.0203954E+06  -2.3860095E+06   0.0000000E+00  -1.0998334E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083201E+02   0.0000000E+00  -5.4433472E+02   2.5214782E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3859992E+06
   23.2000   2.3812864E+06   0.0000000E+00  -3.0193525E+06  -2.3844418E+06   0.0000000E+00  -1.0998328E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083459E+02   0.0000000E+00  -5.4432936E+02   2.5201098E+06   1.5098255E+03   0.0000000E+00  -6.0000377E+02   2.3844330E+06
   23.4000   2.3801986E+06   0.0000000E+00  -3.0180632E+06  -2.3825282E+06   0.0000000E+00  -1.0998320E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083797E+02   0.0000000E+00  -5.4432137E+02   2.5184481E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3825213E+06
   23.6000   2.3789616E+06   0.0000000E+00  -3.0165860E+06  -2.3803509E+06   0.0000000E+00  -1.0998311E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084200E+02   0.0000000E+00  -5.4431113E+02   2.5165647E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3803463E+06
   23.8000   2.3776354E+06   0.0000000E+00  -3.0149936E+06  -2.3780091E+06   0.0000000E+00  -1.0998301E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084650E+02   0.0000000E+00  -5.4429910E+02   2.5145452E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3780072E+06
   24.0000   2.3762862E+06   0.0000000E+00  -3.0133658E+06  -2.3756129E+06   0.0000000E+00  -1.0998291E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085127E+02   0.0000000E+00  -5.4428578E+02   2.5124852E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3756138E+06
   24.2000   2.3749806E+06   0.0000000E+00  -3.0117825E+06  -2.3732779E+06   0.0000000E+00  -1.0998281E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085607E+02   0.0000000E+00  -5.4427173E+02   2.5104835E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3732816E+06
   24.4000   2.3737795E+06   0.0000000E+00  -3.0103177E+06  -2.3711189E+06   0.0000000E+00  -1.0998272E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086070E+02   0.0000000E+00  -5.4425753E+02   2.5086328E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3711252E+06
   24.6000   2.3727336E+06   0.0000000E+00  -3.0090336E+06  -2.3692405E+06   0.0000000E+00  -1.0998264E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086493E+02   0.0000000E+00  -5.4424376E+02   2.5070181E+06   1.5098266E+03   0.0000000E+00  -6.0000377E+02   2.3692490E+06
   24.8000   2.3718852E+06   0.0000000E+00  -3.0079829E+06  -2.3677278E+06   0.0000000E+00  -1.0998258E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086858E+02   0.0000000E+00  -5.4423100E+02   2.5057118E+06   1.5098267E+03   0.0000000E+00  -6.0000377E+02   2.3677380E+06
   25.0000   2.3712687E+06   0.0000000E+00  -3.0072093E+06  -2.3666432E+06   0.0000000E+00  -1.0998254E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9087149E+02   0.0000000E+00  -5.4421980E+02   2.5047698E+06   1.5098268E+03   0.0000000E+00  -6.0000377E+02   2.3666544E+06
   25.2000   2.3709101E+06   0.0000000E+00  -3.0067465E+06  -2.3660251E+06   0.0000000E+00  -1.0998251E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9087355E+02   0.0000000E+00  -5.4421069E+02   2.5042290E+06   1.5098268E+03   0.0000000E+00  -6.0000377E+02   2.3660368E+06
   25.4000   2.3708253E+06   0.0000000E+00  -3.0066148E+06  -2.3658879E+06   0.0000000E+00  -1.0998250E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9087467E+02   0.0000000E+00  -5.4420413E+02   2.5041069E+06   1.5098269E+03   0.0000000E+00  -6.0000377E+02   2.3658996E+06
   25.6000   2.3710176E+06   0.0000000E+00  -3.0068171E+06  -2.3662255E+06   0.0000000E+00  -1.0998252E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9087482E+02   0.0000000E+00  -5.4420052E+02   2.5044017E+06   1.5098268E+03   0.0000000E+00  -6.0000377E+02   2.3662367E+06
   25.8000   2.3714772E+06   0.0000000E+00  -3.0073374E+06  -2.3670143E+06   0.0000000E+00  -1.0998255E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9087402E+02   0.0000000E+00  -5.4420015E+02   2.5050947E+06   1.5098268E+03   0.0000000E+00  -6.0000377E+02   2.3670246E+06
   26.0000   2.3721841E+06   0.0000000E+00  -3.0081438E+06  -2.3682158E+06   0.0000000E+00  -1.0998260E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9087230E+02   0.0000000E+00  -5.4420322E+02   2.5061484E+06   1.5098267E+03   0.0000000E+00  -6.0000377E+02   2.3682249E+06
   26.2000   2.3731106E+06   0.0000000E+00  -3.0091917E+06  -2.3697779E+06   0.0000000E+00  -1.0998267E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086976E+02   0.0000000E+00  -5.4420974E+02   2.5075085E+06   1.5098266E+03   0.0000000E+00  -6.0000377E+02   2.3697855E+06
   26.4000   2.3742215E+06   0.0000000E+00  -3.0104241E+06  -2.3716321E+06   0.0000000E+00  -1.0998274E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086650E+02   0.0000000E+00  -5.4421955E+02   2.5091099E+06   1.5098265E+03   0.0000000E+00  -6.0000377E+02   2.3716376E+06
   26.6000   2.3754760E+06   0.0000000E+00  -3.0117764E+06  -2.3736945E+06   0.0000000E+00  -1.0998283E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086267E+02   0.0000000E+00  -5.4423232E+02   2.5108816E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3736978E+06
   26.8000   2.3768324E+06   0.0000000E+00  -3.0131833E+06  -2.3758733E+06   0.0000000E+00  -1.0998292E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085843E+02   0.0000000E+00  -5.4424754E+02   2.5127485E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3758744E+06
   27.0000   2.3782503E+06   0.0000000E+00  -3.0145840E+06  -2.3780762E+06   0.0000000E+00  -1.0998301E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085393E+02   0.0000000E+00  -5.4426457E+02   2.5146342E+06   1.5098260E+03   0.0000000E+00  -6.0000377E+02   2.3780751E+06
   27.2000   2.3796882E+06   0.0000000E+00  -3.0159221E+06  -2.3802156E+06   0.0000000E+00  -1.0998310E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084936E+02   0.0000000E+00  -5.4428265E+02   2.5164664E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3802125E+06
   27.4000   2.3811037E+06   0.0000000E+00  -3.0171477E+06  -2.3822135E+06   0.0000000E+00  -1.0998318E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084487E+02   0.0000000E+00  -5.4430100E+02   2.5181811E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3822088E+06
   27.6000   2.3824537E+06   0.0000000E+00  -3.0182191E+06  -2.3840064E+06   0.0000000E+00  -1.0998326E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084061E+02   0.0000000E+00  -5.4431880E+02   2.5197247E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3840005E+06
   27.8000   2.3836965E+06   0.0000000E+00  -3.0191055E+06  -2.3855471E+06   0.0000000E+00  -1.0998332E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083670E+02   0.0000000E+00  -5.4433528E+02   2.5210547E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3855403E+06
   28.0000   2.3847931E+06   0.0000000E+00  -3.0197881E+06  -2.3868044E+06   0.0000000E+00  -1.0998338E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083327E+02   0.0000000E+00  -5.4434974E+02   2.5221409E+06   1.5098253E+03   0.0000000E+00  -6.0000377E+02   2.3867971E+06
   28.2000   2.3857087E+06   0.0000000E+00  -3.0202601E+06  -2.3877604E+06   0.0000000E+00  -1.0998342E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083041E+02   0.0000000E+00  -5.4436159E+02   2.5229653E+06   1.5098253E+03   0.0000000E+00  -6.0000377E+02   2.3877529E+06
   28.4000   2.3864148E+06   0.0000000E+00  -3.0205257E+06  -2.3884087E+06   0.0000000E+00  -1.0998344E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082820E+02   0.0000000E+00  -5.4437036E+02   2.5235214E+06   1.5098252E+03   0.0000000E+00  -6.0000377E+02   2.3884013E+06
   28.6000   2.3868899E+06   0.0000000E+00  -3.0205994E+06  -2.3887528E+06   0.0000000E+00  -1.0998346E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082669E+02   0.0000000E+00  -5.4437572E+02   2.5238125E+06   1.5098252E+03   0.0000000E+00  -6.0000377E+02   2.3887456E+06
   28.8000   2.3871216E+06   0.0000000E+00  -3.0205028E+06  -2.3888042E+06   0.0000000E+00  -1.0998346E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082592E+02   0.0000000E+00  -5.4437752E+02   2.5238501E+06   1.5098252E+03   0.0000000E+00  -6.0000377E+02   2.3887974E+06
   29.0000   2.3871055E+06   0.0000000E+00  -3.0202620E+06  -2.3885817E+06   0.0000000E+00  -1.0998345E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082591E+02   0.0000000E+00  -5.4437573E+02   2.5236531E+06   1.5098252E+03   0.0000000E+00  -6.0000377E+02   2.3885754E+06
   29.2000   2.3868461E+06   0.0000000E+00  -3.0199047E+06  -2.3881101E+06   0.0000000E+00  -1.0998343E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082666E+02   0.0000000E+00  -5.4437052E+02   2.5232489E+06   1.5098252E+03   0.0000000E+00  -6.0000377E+02   2.3881046E+06
   29.4000   2.3863565E+06   0.0000000E+00  -3.0194582E+06  -2.3874218E+06   0.0000000E+00  -1.0998340E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9082814E+02   0.0000000E+00  -5.4436218E+02   2.5226690E+06   1.5098253E+03   0.0000000E+00  -6.0000377E+02   2.3874172E+06
   29.6000   2.3856591E+06   0.0000000E+00  -3.0189481E+06  -2.3865561E+06   0.0000000E+00  -1.0998337E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083031E+02   0.0000000E+00  -5.4435117E+02   2.5219442E+06   1.5098253E+03   0.0000000E+00  -6.0000377E+02   2.3865526E+06
   29.8000   2.3847848E+06   0.0000000E+00  -3.0183968E+06  -2.3855539E+06   0.0000000E+00  -1.0998332E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083307E+02   0.0000000E+00  -5.4433804E+02   2.5211026E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3855513E+06
   30.0000   2.3837686E+06   0.0000000E+00  -3.0178198E+06  -2.3844518E+06   0.0000000E+00  -1.0998328E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083635E+02   0.0000000E+00  -5.4432339E+02   2.5201716E+06   1.5098255E+03   0.0000000E+00  -6.0000377E+02   2.3844500E+06
   30.2000   2.3826479E+06   0.0000000E+00  -3.0172257E+06  -2.3832801E+06   0.0000000E+00  -1.0998323E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084002E+02   0.0000000E+00  -5.4430784E+02   2.5191773E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3832789E+06
   30.4000   2.3814626E+06   0.0000000E+00  -3.0166202E+06  -2.3820641E+06   0.0000000E+00  -1.0998318E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084396E+02   0.0000000E+00  -5.4429199E+02   2.5181422E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3820635E+06
   30.6000   2.3802535E+06   0.0000000E+00  -3.0160077E+06  -2.3808259E+06   0.0000000E+00  -1.0998313E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084802E+02   0.0000000E+00  -5.4427640E+02   2.5170849E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3808258E+06
   30.8000   2.3790600E+06   0.0000000E+00  -3.0153916E+06  -2.3795850E+06   0.0000000E+00  -1.0998307E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085205E+02   0.0000000E+00  -5.4426155E+02   2.5160226E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3795853E+06
   31.0000   2.3779177E+06   0.0000000E+00  -3.0147748E+06  -2.3783595E+06   0.0000000E+00  -1.0998302E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085591E+02   0.0000000E+00  -5.4424787E+02   2.5149727E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3783602E+06
   31.2000   2.3768582E+06   0.0000000E+00  -3.0141616E+06  -2.3771690E+06   0.0000000E+00  -1.0998297E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085947E+02   0.0000000E+00  -5.4423568E+02   2.5139537E+06   1.5098260E+03   0.0000000E+00  -6.0000377E+02   2.3771703E+06
   31.4000   2.3759085E+06   0.0000000E+00  -3.0135591E+06  -2.3760364E+06   0.0000000E+00  -1.0998293E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086257E+02   0.0000000E+00  -5.4422524E+02   2.5129849E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3760383E+06
   31.6000   2.3750916E+06   0.0000000E+00  -3.0129778E+06  -2.3749877E+06   0.0000000E+00  -1.0998288E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086513E+02   0.0000000E+00  -5.4421674E+02   2.5120876E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3749903E+06
