
These predictions were generated by MoorDyn (v2.a272022-07-20) on 06-Dec-2022 at 13:08:30.

 
 
 
      Time          CON1FX          CON1FY          CON1FZ          CON2FX          CON2FY          CON2FZ         L1N20PX         L1N20PY         L1N20PZ          L1N9PX         L1N10PY         L1N10PZ          L1N10T          L1N1PX          L1N1PY          L1N1PZ           L1N1T
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)             (N)             (m)             (m)             (m)             (N)
   31.8000   2.3744250E+06   0.0000000E+00  -3.0124312E+06  -2.3740509E+06   0.0000000E+00  -1.0998284E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086704E+02   0.0000000E+00  -5.4421028E+02   2.5112849E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3740542E+06
   32.0000   2.3739222E+06   0.0000000E+00  -3.0119363E+06  -2.3732550E+06   0.0000000E+00  -1.0998281E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086825E+02   0.0000000E+00  -5.4420593E+02   2.5106003E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3732589E+06
   32.2000   2.3735925E+06   0.0000000E+00  -3.0115133E+06  -2.3726276E+06   0.0000000E+00  -1.0998278E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086873E+02   0.0000000E+00  -5.4420369E+02   2.5100565E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3726322E+06
   32.4000   2.3734405E+06   0.0000000E+00  -3.0111845E+06  -2.3721928E+06   0.0000000E+00  -1.0998277E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086850E+02   0.0000000E+00  -5.4420351E+02   2.5096747E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3721979E+06
   32.6000   2.3734652E+06   0.0000000E+00  -3.0109711E+06  -2.3719690E+06   0.0000000E+00  -1.0998276E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086759E+02   0.0000000E+00  -5.4420531E+02   2.5094728E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3719744E+06
   32.8000   2.3736592E+06   0.0000000E+00  -3.0108919E+06  -2.3719690E+06   0.0000000E+00  -1.0998276E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086608E+02   0.0000000E+00  -5.4420894E+02   2.5094633E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3719746E+06
   33.0000   2.3740086E+06   0.0000000E+00  -3.0109598E+06  -2.3721989E+06   0.0000000E+00  -1.0998277E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086408E+02   0.0000000E+00  -5.4421423E+02   2.5096528E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3722045E+06
   33.2000   2.3744924E+06   0.0000000E+00  -3.0111803E+06  -2.3726572E+06   0.0000000E+00  -1.0998279E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086169E+02   0.0000000E+00  -5.4422094E+02   2.5100402E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3726625E+06
   33.4000   2.3750849E+06   0.0000000E+00  -3.0115514E+06  -2.3733328E+06   0.0000000E+00  -1.0998281E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085903E+02   0.0000000E+00  -5.4422880E+02   2.5106150E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3733377E+06
   33.6000   2.3757569E+06   0.0000000E+00  -3.0120643E+06  -2.3742038E+06   0.0000000E+00  -1.0998285E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085625E+02   0.0000000E+00  -5.4423749E+02   2.5113566E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3742080E+06
   33.8000   2.3764769E+06   0.0000000E+00  -3.0127022E+06  -2.3752362E+06   0.0000000E+00  -1.0998289E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085347E+02   0.0000000E+00  -5.4424668E+02   2.5122352E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3752393E+06
   34.0000   2.3772118E+06   0.0000000E+00  -3.0134410E+06  -2.3763843E+06   0.0000000E+00  -1.0998294E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085081E+02   0.0000000E+00  -5.4425602E+02   2.5132133E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3763861E+06
   34.2000   2.3779289E+06   0.0000000E+00  -3.0142493E+06  -2.3775936E+06   0.0000000E+00  -1.0998299E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084837E+02   0.0000000E+00  -5.4426516E+02   2.5142475E+06   1.5098260E+03   0.0000000E+00  -6.0000377E+02   2.3775940E+06
   34.4000   2.3785966E+06   0.0000000E+00  -3.0150901E+06  -2.3788058E+06   0.0000000E+00  -1.0998304E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084626E+02   0.0000000E+00  -5.4427373E+02   2.5152891E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3788048E+06
   34.6000   2.3791858E+06   0.0000000E+00  -3.0159213E+06  -2.3799621E+06   0.0000000E+00  -1.0998309E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084453E+02   0.0000000E+00  -5.4428140E+02   2.5162862E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3799597E+06
   34.8000   2.3796701E+06   0.0000000E+00  -3.0166967E+06  -2.3810063E+06   0.0000000E+00  -1.0998313E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084324E+02   0.0000000E+00  -5.4428788E+02   2.5171869E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3810026E+06
   35.0000   2.3800281E+06   0.0000000E+00  -3.0173697E+06  -2.3818859E+06   0.0000000E+00  -1.0998317E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084241E+02   0.0000000E+00  -5.4429290E+02   2.5179433E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3818810E+06
   35.2000   2.3802466E+06   0.0000000E+00  -3.0178996E+06  -2.3825547E+06   0.0000000E+00  -1.0998320E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084206E+02   0.0000000E+00  -5.4429627E+02   2.5185164E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3825488E+06
   35.4000   2.3803223E+06   0.0000000E+00  -3.0182548E+06  -2.3829769E+06   0.0000000E+00  -1.0998322E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084218E+02   0.0000000E+00  -5.4429786E+02   2.5188764E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3829704E+06
   35.6000   2.3802603E+06   0.0000000E+00  -3.0184150E+06  -2.3831311E+06   0.0000000E+00  -1.0998322E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084272E+02   0.0000000E+00  -5.4429764E+02   2.5190048E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3831244E+06
   35.8000   2.3800726E+06   0.0000000E+00  -3.0183702E+06  -2.3830112E+06   0.0000000E+00  -1.0998322E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084364E+02   0.0000000E+00  -5.4429565E+02   2.5188970E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3830046E+06
   36.0000   2.3797765E+06   0.0000000E+00  -3.0181214E+06  -2.3826277E+06   0.0000000E+00  -1.0998320E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084487E+02   0.0000000E+00  -5.4429204E+02   2.5185630E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3826217E+06
   36.2000   2.3793941E+06   0.0000000E+00  -3.0176818E+06  -2.3820086E+06   0.0000000E+00  -1.0998318E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084636E+02   0.0000000E+00  -5.4428706E+02   2.5180257E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3820036E+06
   36.4000   2.3789526E+06   0.0000000E+00  -3.0170771E+06  -2.3811974E+06   0.0000000E+00  -1.0998314E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084801E+02   0.0000000E+00  -5.4428105E+02   2.5173195E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3811937E+06
   36.6000   2.3784830E+06   0.0000000E+00  -3.0163451E+06  -2.3802485E+06   0.0000000E+00  -1.0998310E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084974E+02   0.0000000E+00  -5.4427442E+02   2.5164898E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3802463E+06
   36.8000   2.3780187E+06   0.0000000E+00  -3.0155328E+06  -2.3792235E+06   0.0000000E+00  -1.0998306E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085147E+02   0.0000000E+00  -5.4426762E+02   2.5155911E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3792229E+06
   37.0000   2.3775944E+06   0.0000000E+00  -3.0146942E+06  -2.3781882E+06   0.0000000E+00  -1.0998302E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085311E+02   0.0000000E+00  -5.4426113E+02   2.5146837E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3781893E+06
   37.2000   2.3772441E+06   0.0000000E+00  -3.0138861E+06  -2.3772103E+06   0.0000000E+00  -1.0998298E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085460E+02   0.0000000E+00  -5.4425541E+02   2.5138292E+06   1.5098260E+03   0.0000000E+00  -6.0000377E+02   2.3772130E+06
   37.4000   2.3769993E+06   0.0000000E+00  -3.0131632E+06  -2.3763560E+06   0.0000000E+00  -1.0998294E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085584E+02   0.0000000E+00  -5.4425087E+02   2.5130874E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3763602E+06
   37.6000   2.3768861E+06   0.0000000E+00  -3.0125738E+06  -2.3756866E+06   0.0000000E+00  -1.0998291E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085678E+02   0.0000000E+00  -5.4424788E+02   2.5125123E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3756921E+06
   37.8000   2.3769239E+06   0.0000000E+00  -3.0121563E+06  -2.3752543E+06   0.0000000E+00  -1.0998289E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085735E+02   0.0000000E+00  -5.4424670E+02   2.5121487E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3752609E+06
   38.0000   2.3771242E+06   0.0000000E+00  -3.0119371E+06  -2.3750983E+06   0.0000000E+00  -1.0998289E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085751E+02   0.0000000E+00  -5.4424750E+02   2.5120283E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3751056E+06
   38.2000   2.3774900E+06   0.0000000E+00  -3.0119294E+06  -2.3752408E+06   0.0000000E+00  -1.0998289E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085723E+02   0.0000000E+00  -5.4425032E+02   2.5121664E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3752482E+06
   38.4000   2.3780152E+06   0.0000000E+00  -3.0121335E+06  -2.3756834E+06   0.0000000E+00  -1.0998291E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085649E+02   0.0000000E+00  -5.4425509E+02   2.5125610E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3756903E+06
   38.6000   2.3786845E+06   0.0000000E+00  -3.0125369E+06  -2.3764047E+06   0.0000000E+00  -1.0998294E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085532E+02   0.0000000E+00  -5.4426161E+02   2.5131947E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3764107E+06
   38.8000   2.3794743E+06   0.0000000E+00  -3.0131170E+06  -2.3773626E+06   0.0000000E+00  -1.0998298E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085375E+02   0.0000000E+00  -5.4426956E+02   2.5140361E+06   1.5098260E+03   0.0000000E+00  -6.0000377E+02   2.3773673E+06
   39.0000   2.3803535E+06   0.0000000E+00  -3.0138427E+06  -2.3785004E+06   0.0000000E+00  -1.0998303E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085184E+02   0.0000000E+00  -5.4427856E+02   2.5150402E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3785036E+06
   39.2000   2.3812827E+06   0.0000000E+00  -3.0146747E+06  -2.3797531E+06   0.0000000E+00  -1.0998308E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084967E+02   0.0000000E+00  -5.4428815E+02   2.5161510E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3797545E+06
   39.4000   2.3822149E+06   0.0000000E+00  -3.0155660E+06  -2.3810507E+06   0.0000000E+00  -1.0998314E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084733E+02   0.0000000E+00  -5.4429785E+02   2.5173066E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3810504E+06
   39.6000   2.3830973E+06   0.0000000E+00  -3.0164642E+06  -2.3823227E+06   0.0000000E+00  -1.0998319E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084494E+02   0.0000000E+00  -5.4430715E+02   2.5184426E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3823207E+06
   39.8000   2.3838753E+06   0.0000000E+00  -3.0173159E+06  -2.3835013E+06   0.0000000E+00  -1.0998324E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084260E+02   0.0000000E+00  -5.4431559E+02   2.5194954E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3834978E+06
   40.0000   2.3844975E+06   0.0000000E+00  -3.0180712E+06  -2.3845237E+06   0.0000000E+00  -1.0998328E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084044E+02   0.0000000E+00  -5.4432273E+02   2.5204045E+06   1.5098255E+03   0.0000000E+00  -6.0000377E+02   2.3845187E+06
   40.2000   2.3849200E+06   0.0000000E+00  -3.0186873E+06  -2.3853330E+06   0.0000000E+00  -1.0998331E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083856E+02   0.0000000E+00  -5.4432822E+02   2.5211160E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3853269E+06
   40.4000   2.3851097E+06   0.0000000E+00  -3.0191307E+06  -2.3858802E+06   0.0000000E+00  -1.0998334E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083707E+02   0.0000000E+00  -5.4433177E+02   2.5215865E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3858730E+06
   40.6000   2.3850476E+06   0.0000000E+00  -3.0193793E+06  -2.3861261E+06   0.0000000E+00  -1.0998335E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083605E+02   0.0000000E+00  -5.4433319E+02   2.5217847E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3861183E+06
   40.8000   2.3847289E+06   0.0000000E+00  -3.0194215E+06  -2.3860460E+06   0.0000000E+00  -1.0998334E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083559E+02   0.0000000E+00  -5.4433238E+02   2.5216935E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3860378E+06
   41.0000   2.3841627E+06   0.0000000E+00  -3.0192554E+06  -2.3856319E+06   0.0000000E+00  -1.0998333E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083573E+02   0.0000000E+00  -5.4432937E+02   2.5213112E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3856239E+06
   41.2000   2.3833699E+06   0.0000000E+00  -3.0188871E+06  -2.3848950E+06   0.0000000E+00  -1.0998330E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083649E+02   0.0000000E+00  -5.4432429E+02   2.5206500E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3848877E+06
   41.4000   2.3823823E+06   0.0000000E+00  -3.0183306E+06  -2.3838659E+06   0.0000000E+00  -1.0998325E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083786E+02   0.0000000E+00  -5.4431739E+02   2.5197352E+06   1.5098255E+03   0.0000000E+00  -6.0000377E+02   2.3838596E+06
   41.6000   2.3812395E+06   0.0000000E+00  -3.0176066E+06  -2.3825901E+06   0.0000000E+00  -1.0998320E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083981E+02   0.0000000E+00  -5.4430900E+02   2.5186039E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3825851E+06
   41.8000   2.3799878E+06   0.0000000E+00  -3.0167430E+06  -2.3811234E+06   0.0000000E+00  -1.0998314E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084226E+02   0.0000000E+00  -5.4429952E+02   2.5173035E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3811200E+06
   42.0000   2.3786785E+06   0.0000000E+00  -3.0157755E+06  -2.3795289E+06   0.0000000E+00  -1.0998307E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084512E+02   0.0000000E+00  -5.4428942E+02   2.5158883E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3795271E+06
   42.2000   2.3773654E+06   0.0000000E+00  -3.0147467E+06  -2.3778722E+06   0.0000000E+00  -1.0998300E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084827E+02   0.0000000E+00  -5.4427915E+02   2.5144163E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3778719E+06
   42.4000   2.3761016E+06   0.0000000E+00  -3.0137032E+06  -2.3762181E+06   0.0000000E+00  -1.0998293E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085159E+02   0.0000000E+00  -5.4426918E+02   2.5129474E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3762194E+06
   42.6000   2.3749355E+06   0.0000000E+00  -3.0126922E+06  -2.3746296E+06   0.0000000E+00  -1.0998287E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085494E+02   0.0000000E+00  -5.4425995E+02   2.5115408E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3746323E+06
   42.8000   2.3739086E+06   0.0000000E+00  -3.0117583E+06  -2.3731668E+06   0.0000000E+00  -1.0998281E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085815E+02   0.0000000E+00  -5.4425184E+02   2.5102529E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3731709E+06
   43.0000   2.3730537E+06   0.0000000E+00  -3.0109407E+06  -2.3718867E+06   0.0000000E+00  -1.0998275E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086109E+02   0.0000000E+00  -5.4424516E+02   2.5091338E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3718921E+06
   43.2000   2.3723945E+06   0.0000000E+00  -3.0102723E+06  -2.3708409E+06   0.0000000E+00  -1.0998271E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086362E+02   0.0000000E+00  -5.4424013E+02   2.5082264E+06   1.5098265E+03   0.0000000E+00  -6.0000377E+02   2.3708475E+06
   43.4000   2.3719464E+06   0.0000000E+00  -3.0097782E+06  -2.3700725E+06   0.0000000E+00  -1.0998268E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086561E+02   0.0000000E+00  -5.4423689E+02   2.5075647E+06   1.5098265E+03   0.0000000E+00  -6.0000377E+02   2.3700799E+06
   43.6000   2.3717174E+06   0.0000000E+00  -3.0094759E+06  -2.3696129E+06   0.0000000E+00  -1.0998266E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086697E+02   0.0000000E+00  -5.4423548E+02   2.5071734E+06   1.5098266E+03   0.0000000E+00  -6.0000377E+02   2.3696208E+06
   43.8000   2.3717091E+06   0.0000000E+00  -3.0093753E+06  -2.3694802E+06   0.0000000E+00  -1.0998265E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086763E+02   0.0000000E+00  -5.4423586E+02   2.5070656E+06   1.5098266E+03   0.0000000E+00  -6.0000377E+02   2.3694882E+06
   44.0000   2.3719179E+06   0.0000000E+00  -3.0094789E+06  -2.3696781E+06   0.0000000E+00  -1.0998266E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086754E+02   0.0000000E+00  -5.4423787E+02   2.5072426E+06   1.5098266E+03   0.0000000E+00  -6.0000377E+02   2.3696860E+06
   44.2000   2.3723349E+06   0.0000000E+00  -3.0097814E+06  -2.3701957E+06   0.0000000E+00  -1.0998268E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086669E+02   0.0000000E+00  -5.4424131E+02   2.5076952E+06   1.5098265E+03   0.0000000E+00  -6.0000377E+02   2.3702031E+06
   44.4000   2.3729459E+06   0.0000000E+00  -3.0102690E+06  -2.3710086E+06   0.0000000E+00  -1.0998272E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086513E+02   0.0000000E+00  -5.4424588E+02   2.5084050E+06   1.5098265E+03   0.0000000E+00  -6.0000377E+02   2.3710152E+06
   44.6000   2.3737312E+06   0.0000000E+00  -3.0109210E+06  -2.3720823E+06   0.0000000E+00  -1.0998276E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086291E+02   0.0000000E+00  -5.4425126E+02   2.5093442E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3720879E+06
   44.8000   2.3746663E+06   0.0000000E+00  -3.0117100E+06  -2.3733741E+06   0.0000000E+00  -1.0998282E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086015E+02   0.0000000E+00  -5.4425712E+02   2.5104764E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3733785E+06
   45.0000   2.3757209E+06   0.0000000E+00  -3.0126031E+06  -2.3748346E+06   0.0000000E+00  -1.0998288E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085698E+02   0.0000000E+00  -5.4426313E+02   2.5117587E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3748377E+06
   45.2000   2.3768602E+06   0.0000000E+00  -3.0135642E+06  -2.3764089E+06   0.0000000E+00  -1.0998294E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085356E+02   0.0000000E+00  -5.4426899E+02   2.5131432E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3764105E+06
   45.4000   2.3780458E+06   0.0000000E+00  -3.0145553E+06  -2.3780380E+06   0.0000000E+00  -1.0998301E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085005E+02   0.0000000E+00  -5.4427444E+02   2.5145787E+06   1.5098260E+03   0.0000000E+00  -6.0000377E+02   2.3780382E+06
   45.6000   2.3792373E+06   0.0000000E+00  -3.0155394E+06  -2.3796610E+06   0.0000000E+00  -1.0998308E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084665E+02   0.0000000E+00  -5.4427928E+02   2.5160122E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3796597E+06
   45.8000   2.3803927E+06   0.0000000E+00  -3.0164808E+06  -2.3812170E+06   0.0000000E+00  -1.0998314E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084351E+02   0.0000000E+00  -5.4428337E+02   2.5173907E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3812143E+06
   46.0000   2.3814702E+06   0.0000000E+00  -3.0173461E+06  -2.3826479E+06   0.0000000E+00  -1.0998320E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084081E+02   0.0000000E+00  -5.4428661E+02   2.5186637E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3826438E+06
   46.2000   2.3824298E+06   0.0000000E+00  -3.0181047E+06  -2.3839009E+06   0.0000000E+00  -1.0998325E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083867E+02   0.0000000E+00  -5.4428897E+02   2.5197848E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3838957E+06
   46.4000   2.3832346E+06   0.0000000E+00  -3.0187296E+06  -2.3849310E+06   0.0000000E+00  -1.0998330E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083720E+02   0.0000000E+00  -5.4429044E+02   2.5207129E+06   1.5098255E+03   0.0000000E+00  -6.0000377E+02   2.3849249E+06
   46.6000   2.3838536E+06   0.0000000E+00  -3.0191984E+06  -2.3857029E+06   0.0000000E+00  -1.0998333E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083647E+02   0.0000000E+00  -5.4429107E+02   2.5214155E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3856961E+06
   46.8000   2.3842631E+06   0.0000000E+00  -3.0194940E+06  -2.3861917E+06   0.0000000E+00  -1.0998335E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083649E+02   0.0000000E+00  -5.4429088E+02   2.5218701E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3861846E+06
   47.0000   2.3844498E+06   0.0000000E+00  -3.0196068E+06  -2.3863859E+06   0.0000000E+00  -1.0998336E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083724E+02   0.0000000E+00  -5.4428993E+02   2.5220637E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3863787E+06
   47.2000   2.3844116E+06   0.0000000E+00  -3.0195357E+06  -2.3862863E+06   0.0000000E+00  -1.0998335E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083865E+02   0.0000000E+00  -5.4428829E+02   2.5219940E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3862793E+06
   47.4000   2.3841581E+06   0.0000000E+00  -3.0192877E+06  -2.3859046E+06   0.0000000E+00  -1.0998334E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084062E+02   0.0000000E+00  -5.4428601E+02   2.5216693E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3858981E+06
   47.6000   2.3837082E+06   0.0000000E+00  -3.0188764E+06  -2.3852629E+06   0.0000000E+00  -1.0998331E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084300E+02   0.0000000E+00  -5.4428315E+02   2.5211093E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3852571E+06
   47.8000   2.3830892E+06   0.0000000E+00  -3.0183206E+06  -2.3843936E+06   0.0000000E+00  -1.0998327E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084564E+02   0.0000000E+00  -5.4427979E+02   2.5203433E+06   1.5098255E+03   0.0000000E+00  -6.0000377E+02   2.3843888E+06
   48.0000   2.3823348E+06   0.0000000E+00  -3.0176446E+06  -2.3833397E+06   0.0000000E+00  -1.0998323E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084837E+02   0.0000000E+00  -5.4427601E+02   2.5194089E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3833362E+06
   48.2000   2.3814839E+06   0.0000000E+00  -3.0168775E+06  -2.3821529E+06   0.0000000E+00  -1.0998318E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085102E+02   0.0000000E+00  -5.4427192E+02   2.5183511E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3821508E+06
