
These predictions were generated by SeaState on 15-Jul-2026 at 09:37:00.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FVel6xi         FVel7xi         FVel8xi         FVel9xi         FVel1yi         FVel2yi         FVel3yi         FVel4yi         FVel5yi         FVel6yi         FVel7yi         FVel8yi         FVel9yi
   (sec)             (m)             (m)             (m)             (m)             (m)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)
   82.0000  -0.2488826E+00   0.4669103E+00  -0.9405532E-01   0.4756109E+00   0.8937003E-01  -0.3204943E+01  -0.4193403E+01  -0.4553434E+01  -0.3555032E+01  -0.2165993E+01  -0.2000955E+01  -0.1407185E+01  -0.8951073E+00   0.1430463E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   82.2000  -0.2466013E+00   0.4019793E+00  -0.3980853E-01   0.4707735E+00   0.1248807E-01  -0.3213838E+01  -0.4191288E+01  -0.4589316E+01  -0.3536611E+01  -0.2155262E+01  -0.2001446E+01  -0.1407452E+01  -0.8958183E+00   0.7732163E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   82.4000  -0.2398363E+00   0.3284896E+00   0.1491210E-01   0.4527090E+00  -0.6476964E-01  -0.3219136E+01  -0.4185678E+01  -0.4629784E+01  -0.3517321E+01  -0.2144040E+01  -0.2001804E+01  -0.1407604E+01  -0.8965735E+00   0.7285280E-04   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   82.6000  -0.2286182E+00   0.2480594E+00   0.6902307E-01   0.4218710E+00  -0.1407138E+00  -0.3220506E+01  -0.4176590E+01  -0.4673960E+01  -0.3497546E+01  -0.2132543E+01  -0.2002026E+01  -0.1407638E+01  -0.8973606E+00  -0.6590473E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   82.8000  -0.2130599E+00   0.1624589E+00   0.1214664E+00   0.3790553E+00  -0.2136752E+00  -0.3217683E+01  -0.4164108E+01  -0.4720888E+01  -0.3477677E+01  -0.2120995E+01  -0.2002105E+01  -0.1407555E+01  -0.8981664E+00  -0.1410531E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   83.0000  -0.1933586E+00   0.7357036E-01   0.1712303E+00   0.3253790E+00  -0.2820424E+00  -0.3210483E+01  -0.4148377E+01  -0.4769553E+01  -0.3458112E+01  -0.2109622E+01  -0.2002036E+01  -0.1407356E+01  -0.8989780E+00  -0.2169469E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   83.2000  -0.1697950E+00  -0.1665405E-01   0.2173689E+00   0.2622519E+00  -0.3443000E+00  -0.3198811E+01  -0.4129616E+01  -0.4818904E+01  -0.3439241E+01  -0.2098651E+01  -0.2001814E+01  -0.1407045E+01  -0.8997825E+00  -0.2923749E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   83.4000  -0.1427317E+00  -0.1062365E+00   0.2590195E+00   0.1913398E+00  -0.3990625E+00  -0.3182675E+01  -0.4108103E+01  -0.4867879E+01  -0.3421447E+01  -0.2088301E+01  -0.2001435E+01  -0.1406626E+01  -0.9005674E+00  -0.3661466E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   83.6000  -0.1126097E+00  -0.1932176E+00   0.2954190E+00   0.1145213E+00  -0.4451079E+00  -0.3162189E+01  -0.4084183E+01  -0.4915426E+01  -0.3405088E+01  -0.2078780E+01  -0.2000897E+01  -0.1406106E+01  -0.9013200E+00  -0.4371111E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   83.8000  -0.7994218E-01  -0.2757004E+00   0.3259168E+00   0.3383909E-01  -0.4814062E+00  -0.3137575E+01  -0.4058258E+01  -0.4960526E+01  -0.3390498E+01  -0.2070284E+01  -0.2000197E+01  -0.1405492E+01  -0.9020292E+00  -0.5041749E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   84.0000  -0.4530761E-01  -0.3518930E+00   0.3499854E+00  -0.4855351E-01  -0.5071444E+00  -0.3109171E+01  -0.4030785E+01  -0.5002218E+01  -0.3377975E+01  -0.2062988E+01  -0.1999335E+01  -0.1404796E+01  -0.9026840E+00  -0.5663182E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   84.2000  -0.9339932E-02  -0.4201486E+00   0.3672290E+00  -0.1304485E+00  -0.5217454E+00  -0.3077420E+01  -0.4002263E+01  -0.5039616E+01  -0.3367777E+01  -0.2057045E+01  -0.1998313E+01  -0.1404025E+01  -0.9032748E+00  -0.6226109E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   84.4000   0.2728167E-01  -0.4790019E+00   0.3773886E+00  -0.2096406E+00  -0.5248839E+00  -0.3042871E+01  -0.3973233E+01  -0.5071934E+01  -0.3360117E+01  -0.2052582E+01  -0.1997134E+01  -0.1403194E+01  -0.9037928E+00  -0.6722258E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   84.6000   0.6384568E-01  -0.5272016E+00   0.3803446E+00  -0.2839851E+00  -0.5164936E+00  -0.3006168E+01  -0.3944261E+01  -0.5098496E+01  -0.3355157E+01  -0.2049698E+01  -0.1995805E+01  -0.1402313E+01  -0.9042307E+00  -0.7144513E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   84.8000   0.9962164E-01  -0.5637379E+00   0.3761158E+00  -0.3514543E+00  -0.4967709E+00  -0.2968040E+01  -0.3915931E+01  -0.5118758E+01  -0.3353006E+01  -0.2048462E+01  -0.1994334E+01  -0.1401397E+01  -0.9045825E+00  -0.7486999E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   85.0000   0.1338751E+00  -0.5878642E+00   0.3648582E+00  -0.4101905E+00  -0.4661707E+00  -0.2929283E+01  -0.3888830E+01  -0.5132313E+01  -0.3353717E+01  -0.2048909E+01  -0.1992733E+01  -0.1400460E+01  -0.9048435E+00  -0.7745186E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   85.2000   0.1658827E+00  -0.5991131E+00   0.3468570E+00  -0.4585549E+00  -0.4253969E+00  -0.2890748E+01  -0.3863539E+01  -0.5138903E+01  -0.3357288E+01  -0.2051043E+01  -0.1991016E+01  -0.1399515E+01  -0.9050109E+00  -0.7915923E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   85.4000   0.1949486E+00  -0.5973060E+00   0.3225211E+00  -0.4951717E+00  -0.3753867E+00  -0.2853318E+01  -0.3840618E+01  -0.5138422E+01  -0.3363657E+01  -0.2054833E+01  -0.1989200E+01  -0.1398577E+01  -0.9050828E+00  -0.7997487E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   85.6000   0.2204195E+00  -0.5825554E+00   0.2923713E+00  -0.5189645E+00  -0.3172901E+00  -0.2817888E+01  -0.3820592E+01  -0.5130923E+01  -0.3372708E+01  -0.2060214E+01  -0.1987306E+01  -0.1397661E+01  -0.9050592E+00  -0.7989587E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   85.8000   0.2417009E+00  -0.5552614E+00   0.2570296E+00  -0.5291857E+00  -0.2524430E+00  -0.2785346E+01  -0.3803943E+01  -0.5116607E+01  -0.3384272E+01  -0.2067092E+01  -0.1985356E+01  -0.1396781E+01  -0.9049418E+00  -0.7893357E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   86.0000   0.2582718E+00  -0.5161015E+00   0.2172047E+00  -0.5254372E+00  -0.1823366E+00  -0.2756542E+01  -0.3791091E+01  -0.5095826E+01  -0.3398129E+01  -0.2075342E+01  -0.1983377E+01  -0.1395950E+01  -0.9047334E+00  -0.7711328E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   86.2000   0.2696983E+00  -0.4660138E+00   0.1736780E+00  -0.5076827E+00  -0.1085831E+00  -0.2732273E+01  -0.3782390E+01  -0.5069071E+01  -0.3414012E+01  -0.2084809E+01  -0.1981395E+01  -0.1395182E+01  -0.9044383E+00  -0.7447363E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   86.4000   0.2756455E+00  -0.4061740E+00   0.1272872E+00  -0.4762498E+00  -0.3287764E-01  -0.2713257E+01  -0.3778111E+01  -0.5036959E+01  -0.3431615E+01  -0.2095315E+01  -0.1979440E+01  -0.1394487E+01  -0.9040623E+00  -0.7106586E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   86.6000   0.2758885E+00  -0.3379687E+00   0.7891030E-01  -0.4318236E+00   0.4304095E-01  -0.2700112E+01  -0.3778437E+01  -0.5000222E+01  -0.3450599E+01  -0.2106662E+01  -0.1977545E+01  -0.1393878E+01  -0.9036123E+00  -0.6695291E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   86.8000   0.2703206E+00  -0.2629617E+00   0.2944878E-01  -0.3754316E+00   0.1174309E+00  -0.2693336E+01  -0.3783457E+01  -0.4959690E+01  -0.3470594E+01  -0.2118631E+01  -0.1975742E+01  -0.1393365E+01  -0.9030964E+00  -0.6220825E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   87.0000   0.2589585E+00  -0.1828586E+00  -0.2018895E-01  -0.3084175E+00   0.1885892E+00  -0.2693290E+01  -0.3793158E+01  -0.4916267E+01  -0.3491211E+01  -0.2130993E+01  -0.1974062E+01  -0.1392955E+01  -0.9025233E+00  -0.5691463E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   87.2000   0.2419463E+00  -0.9946714E-01  -0.6910450E-01  -0.2324096E+00   0.2548910E+00  -0.2700187E+01  -0.3807423E+01  -0.4870917E+01  -0.3512049E+01  -0.2143507E+01  -0.1972540E+01  -0.1392656E+01  -0.9019032E+00  -0.5116271E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   87.4000   0.2195550E+00  -0.1465533E-01  -0.1164243E+00  -0.1492802E+00   0.3148287E+00  -0.2714075E+01  -0.3826034E+01  -0.4824638E+01  -0.3532702E+01  -0.2155932E+01  -0.1971206E+01  -0.1392472E+01  -0.9012462E+00  -0.4504947E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   87.6000   0.1921805E+00   0.6969082E-01  -0.1613159E+00  -0.6109893E-01   0.3670475E+00  -0.2734835E+01  -0.3848668E+01  -0.4778443E+01  -0.3552765E+01  -0.2168025E+01  -0.1970092E+01  -0.1392408E+01  -0.9005632E+00  -0.3867669E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   87.8000   0.1603375E+00   0.1517101E+00  -0.2030004E+00   0.2991922E-01   0.4103778E+00  -0.2762178E+01  -0.3874908E+01  -0.4733332E+01  -0.3571847E+01  -0.2179549E+01  -0.1969225E+01  -0.1392464E+01  -0.8998656E+00  -0.3214921E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   88.0000   0.1246516E+00   0.2296082E+00  -0.2407662E+00   0.1214691E+00   0.4438626E+00  -0.2795644E+01  -0.3904242E+01  -0.4690276E+01  -0.3589576E+01  -0.2190278E+01  -0.1968631E+01  -0.1392642E+01  -0.8991646E+00  -0.2557334E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   88.2000   0.8584688E-01   0.3016975E+00  -0.2739793E+00   0.2112142E+00   0.4667803E+00  -0.2834609E+01  -0.3936080E+01  -0.4650193E+01  -0.3605604E+01  -0.2200001E+01  -0.1968330E+01  -0.1392937E+01  -0.8984714E+00  -0.1905508E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   88.4000   0.4473298E-01   0.3664349E+00  -0.3020935E+00   0.2968452E+00   0.4786625E+00  -0.2878299E+01  -0.3969761E+01  -0.4613928E+01  -0.3619618E+01  -0.2208527E+01  -0.1968340E+01  -0.1393347E+01  -0.8977970E+00  -0.1269849E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   88.6000   0.2187653E-02   0.4224555E+00  -0.3246575E+00   0.3761397E+00   0.4793041E+00  -0.2925800E+01  -0.4004568E+01  -0.4582234E+01  -0.3631343E+01  -0.2215684E+01  -0.1968674E+01  -0.1393866E+01  -0.8971521E+00  -0.6604090E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   88.8000  -0.4086139E-01   0.4686020E+00  -0.3413216E+00   0.4470179E+00   0.4687687E+00  -0.2976079E+01  -0.4039740E+01  -0.4555757E+01  -0.3640550E+01  -0.2221333E+01  -0.1969338E+01  -0.1394486E+01  -0.8965467E+00  -0.8672345E-04   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   89.0000  -0.8345633E-01   0.5039495E+00  -0.3518415E+00   0.5075972E+00   0.4473861E+00  -0.3028005E+01  -0.4074495E+01  -0.4535023E+01  -0.3647060E+01  -0.2225358E+01  -0.1970335E+01  -0.1395198E+01  -0.8959901E+00   0.4423299E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   89.2000  -0.1246314E+00   0.5278244E+00  -0.3560810E+00   0.5562395E+00   0.4157448E+00  -0.3080379E+01  -0.4108041E+01  -0.4520428E+01  -0.3650743E+01  -0.2227679E+01  -0.1971658E+01  -0.1395991E+01  -0.8954908E+00   0.9186618E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   89.4000  -0.1634347E+00   0.5398172E+00  -0.3540125E+00   0.5915952E+00   0.3746763E+00  -0.3131956E+01  -0.4139597E+01  -0.4512225E+01  -0.3651528E+01  -0.2228246E+01  -0.1973297E+01  -0.1396853E+01  -0.8950561E+00   0.1335099E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   89.6000  -0.1989505E+00   0.5397902E+00  -0.3457158E+00   0.6126379E+00   0.3252358E+00  -0.3181480E+01  -0.4168414E+01  -0.4510527E+01  -0.3649398E+01  -0.2227047E+01  -0.1975234E+01  -0.1397771E+01  -0.8946925E+00   0.1685482E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   89.8000  -0.2303221E+00   0.5278772E+00  -0.3313755E+00   0.6186927E+00   0.2686752E+00  -0.3227713E+01  -0.4193789E+01  -0.4515303E+01  -0.3644395E+01  -0.2224101E+01  -0.1977446E+01  -0.1398730E+01  -0.8944051E+00   0.1964760E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   90.0000  -0.2567723E+00   0.5044790E+00  -0.3112764E+00   0.6094544E+00   0.2064132E+00  -0.3269466E+01  -0.4215083E+01  -0.4526376E+01  -0.3636615E+01  -0.2219464E+01  -0.1979903E+01  -0.1399715E+01  -0.8941978E+00   0.2169052E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   90.2000  -0.2776240E+00   0.4702506E+00  -0.2857979E+00   0.5849975E+00   0.1399991E+00  -0.3305632E+01  -0.4231742E+01  -0.4543434E+01  -0.3626209E+01  -0.2213222E+01  -0.1982569E+01  -0.1400711E+01  -0.8940734E+00   0.2295709E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   90.4000  -0.2923177E+00   0.4260845E+00  -0.2554065E+00   0.5457768E+00   0.7107581E-01  -0.3335214E+01  -0.4243307E+01  -0.4566035E+01  -0.3613379E+01  -0.2205497E+01  -0.1985403E+01  -0.1401701E+01  -0.8940328E+00   0.2343334E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   90.6000  -0.3004277E+00   0.3730881E+00  -0.2206477E+00   0.4926175E+00   0.1338959E-02  -0.3357356E+01  -0.4249430E+01  -0.4593620E+01  -0.3598373E+01  -0.2196436E+01  -0.1988360E+01  -0.1402669E+01  -0.8940763E+00   0.2311800E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   90.8000  -0.3016742E+00   0.3125555E+00  -0.1821363E+00   0.4266973E+00  -0.6750506E-01  -0.3371362E+01  -0.4249882E+01  -0.4625525E+01  -0.3581483E+01  -0.2186216E+01  -0.1991391E+01  -0.1403600E+01  -0.8942025E+00   0.2202241E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   91.0000  -0.2959333E+00   0.2459368E+00  -0.1405459E+00   0.3495182E+00  -0.1337809E+00  -0.3376724E+01  -0.4244564E+01  -0.4660998E+01  -0.3563037E+01  -0.2175032E+01  -0.1994442E+01  -0.1404477E+01  -0.8944084E+00   0.2017021E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   91.2000  -0.2832430E+00   0.1748028E+00  -0.9659793E-01   0.2628719E+00  -0.1958855E+00  -0.3373137E+01  -0.4233510E+01  -0.4699216E+01  -0.3543391E+01  -0.2163103E+01  -0.1997458E+01  -0.1405287E+01  -0.8946905E+00   0.1759691E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   91.4000  -0.2638052E+00   0.1008080E+00  -0.5104997E-01   0.1687959E+00  -0.2523281E+00  -0.3360505E+01  -0.4216889E+01  -0.4739304E+01  -0.3522926E+01  -0.2150659E+01  -0.2000385E+01  -0.1406016E+01  -0.8950433E+00   0.1434920E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   91.6000  -0.2379843E+00   0.2565190E-01  -0.4683401E-02   0.6952514E-01  -0.3017659E+00  -0.3338960E+01  -0.4195004E+01  -0.4780357E+01  -0.3502038E+01  -0.2137942E+01  -0.2003166E+01  -0.1406650E+01  -0.8954610E+00   0.1048416E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   91.8000  -0.2063015E+00  -0.4896055E-01   0.4170908E-01  -0.3256248E-01  -0.3430380E+00  -0.3308853E+01  -0.4168291E+01  -0.4821459E+01  -0.3481130E+01  -0.2125199E+01  -0.2005746E+01  -0.1407179E+01  -0.8959362E+00   0.6068277E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   92.0000  -0.1694250E+00  -0.1213580E+00   0.8733543E-01  -0.1350042E+00  -0.3751937E+00  -0.3270756E+01  -0.4137301E+01  -0.4861701E+01  -0.3460607E+01  -0.2112675E+01  -0.2008072E+01  -0.1407593E+01  -0.8964610E+00   0.1176300E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   92.2000  -0.1281573E+00  -0.1899406E+00   0.1314178E+00  -0.2353125E+00  -0.3975150E+00  -0.3225452E+01  -0.4102704E+01  -0.4900208E+01  -0.3440864E+01  -0.2100614E+01  -0.2010095E+01  -0.1407885E+01  -0.8970267E+00  -0.4109902E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   92.4000  -0.8341794E-01  -0.2532157E+00   0.1732036E+00  -0.3310359E+00  -0.4095349E+00  -0.3173915E+01  -0.4065262E+01  -0.4936154E+01  -0.3422280E+01  -0.2089250E+01  -0.2011769E+01  -0.1408049E+01  -0.8976238E+00  -0.9702787E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   92.6000  -0.3622368E-01  -0.3098314E+00   0.2119783E+00  -0.4198196E+00  -0.4110481E+00  -0.3117296E+01  -0.4025819E+01  -0.4968777E+01  -0.3405215E+01  -0.2078801E+01  -0.2013054E+01  -0.1408080E+01  -0.8982428E+00  -0.1551048E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   92.8000   0.1233406E-01  -0.3586049E+00   0.2470760E+00  -0.4994635E+00  -0.4021153E+00  -0.3056892E+01  -0.3985280E+01  -0.4997402E+01  -0.3389994E+01  -0.2069468E+01  -0.2013919E+01  -0.1407979E+01  -0.8988736E+00  -0.2143827E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   93.0000   0.6111450E-01  -0.3985484E+00   0.2778907E+00  -0.5679766E+00  -0.3830612E+00  -0.2994122E+01  -0.3944594E+01  -0.5021451E+01  -0.3376909E+01  -0.2061432E+01  -0.2014335E+01  -0.1407744E+01  -0.8995060E+00  -0.2739010E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   93.2000   0.1089537E+00  -0.4288893E+00   0.3038855E+00  -0.6236265E+00  -0.3544657E+00  -0.2930489E+01  -0.3904726E+01  -0.5040455E+01  -0.3366209E+01  -0.2054845E+01  -0.2014285E+01  -0.1407379E+01  -0.9001299E+00  -0.3327008E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   93.4000   0.1546927E+00  -0.4490846E+00   0.3246022E+00  -0.6649828E+00  -0.3171482E+00  -0.2867545E+01  -0.3866638E+01  -0.5054066E+01  -0.3358096E+01  -0.2049832E+01  -0.2013759E+01  -0.1406889E+01  -0.9007353E+00  -0.3898403E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
   93.6000   0.1972054E+00  -0.4588312E+00   0.3396685E+00  -0.6909527E+00  -0.2721469E+00  -0.2806855E+01  -0.3831268E+01  -0.5062057E+01  -0.3352724E+01  -0.2046486E+01  -0.2012756E+01  -0.1406281E+01  -0.9013128E+00  -0.4444087E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
