
These predictions were generated by SeaState on 15-Jul-2026 at 09:37:00.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FVel6xi         FVel7xi         FVel8xi         FVel9xi         FVel1yi         FVel2yi         FVel3yi         FVel4yi         FVel5yi         FVel6yi         FVel7yi         FVel8yi         FVel9yi
   (sec)             (m)             (m)             (m)             (m)             (m)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)
  149.8000   0.4443305E+00   0.2372238E+00  -0.2634909E+00   0.4227930E+00  -0.3024604E+00  -0.2395034E+01  -0.3636755E+01  -0.4694255E+01  -0.3606861E+01  -0.2200861E+01  -0.1960604E+01  -0.1392996E+01  -0.8984128E+00  -0.1614360E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  150.0000   0.4439758E+00   0.2483119E+00  -0.2489137E+00   0.4411892E+00  -0.2334060E+00  -0.2387174E+01  -0.3636098E+01  -0.4688560E+01  -0.3607654E+01  -0.2202778E+01  -0.1961641E+01  -0.1393413E+01  -0.8980759E+00  -0.1298173E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  150.2000   0.4328317E+00   0.2531517E+00  -0.2300510E+00   0.4503154E+00  -0.1596562E+00  -0.2394617E+01  -0.3644364E+01  -0.4685843E+01  -0.3606421E+01  -0.2203441E+01  -0.1963175E+01  -0.1393945E+01  -0.8977468E+00  -0.9922615E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  150.4000   0.4110661E+00   0.2517756E+00  -0.2074681E+00   0.4497864E+00  -0.8298489E-01  -0.2417296E+01  -0.3661432E+01  -0.4686076E+01  -0.3603225E+01  -0.2202857E+01  -0.1965182E+01  -0.1394586E+01  -0.8974310E+00  -0.7014502E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  150.6000   0.3791132E+00   0.2443699E+00  -0.1817841E+00   0.4394292E+00  -0.5211065E-02  -0.2454753E+01  -0.3686962E+01  -0.4689162E+01  -0.3598168E+01  -0.2201055E+01  -0.1967628E+01  -0.1395325E+01  -0.8971334E+00  -0.4304798E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  150.8000   0.3376649E+00   0.2312682E+00  -0.1536569E+00   0.4192904E+00   0.7184517E-01  -0.2506154E+01  -0.3720399E+01  -0.4694935E+01  -0.3591382E+01  -0.2198086E+01  -0.1970469E+01  -0.1396150E+01  -0.8968592E+00  -0.1839309E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  151.0000   0.2876560E+00   0.2129402E+00  -0.1237657E+00   0.3896402E+00   0.1464058E+00  -0.2570301E+01  -0.3760983E+01  -0.4703169E+01  -0.3583033E+01  -0.2194025E+01  -0.1973654E+01  -0.1397048E+01  -0.8966133E+00   0.3386189E-04   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  151.2000   0.2302418E+00   0.1899782E+00  -0.9279479E-01   0.3509697E+00   0.2167767E+00  -0.2645665E+01  -0.3807770E+01  -0.4713582E+01  -0.3573310E+01  -0.2188963E+01  -0.1977126E+01  -0.1398003E+01  -0.8964002E+00   0.2188808E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  151.4000   0.1667712E+00   0.1630788E+00  -0.6141843E-01   0.3039829E+00   0.2813865E+00  -0.2730425E+01  -0.3859654E+01  -0.4725844E+01  -0.3562427E+01  -0.2183010E+01  -0.1980821E+01  -0.1398999E+01  -0.8962241E+00   0.3675030E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  151.6000   0.9875447E-01   0.1330251E+00  -0.3028546E-01   0.2495852E+00   0.3388223E+00  -0.2822508E+01  -0.3915393E+01  -0.4739589E+01  -0.3550612E+01  -0.2176291E+01  -0.1984671E+01  -0.1400020E+01  -0.8960887E+00   0.4765728E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  151.8000   0.2782597E-01   0.1006636E+00  -0.6235759E-05   0.1888648E+00   0.3878601E+00  -0.2919641E+01  -0.3973638E+01  -0.4754425E+01  -0.3538108E+01  -0.2168942E+01  -0.1988605E+01  -0.1401048E+01  -0.8959972E+00   0.5434657E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  152.0000  -0.4429549E-01   0.6688218E-01   0.2885912E-01   0.1230711E+00   0.4274917E+00  -0.3019415E+01  -0.4032969E+01  -0.4769941E+01  -0.3525165E+01  -0.2161111E+01  -0.1992550E+01  -0.1402066E+01  -0.8959524E+00   0.5661468E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  152.2000  -0.1158492E+00   0.3258625E-01   0.5581096E-01   0.5358837E-01   0.4569441E+00  -0.3119335E+01  -0.4091928E+01  -0.4785723E+01  -0.3512033E+01  -0.2152951E+01  -0.1996431E+01  -0.1403055E+01  -0.8959559E+00   0.5432233E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  152.4000  -0.1850765E+00  -0.1325216E-02   0.8041805E-01  -0.1809417E-01   0.4756945E+00  -0.3216893E+01  -0.4149059E+01  -0.4801361E+01  -0.3498964E+01  -0.2144618E+01  -0.2000177E+01  -0.1403998E+01  -0.8960090E+00   0.4739846E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  152.6000  -0.2502647E+00  -0.3398294E-01   0.1023235E+00  -0.9041522E-01   0.4834781E+00  -0.3309623E+01  -0.4202939E+01  -0.4816462E+01  -0.3486198E+01  -0.2136268E+01  -0.2003716E+01  -0.1404879E+01  -0.8961122E+00   0.3584362E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  152.8000  -0.3097903E+00  -0.6456990E-01   0.1212487E+00  -0.1617760E+00   0.4802899E+00  -0.3395171E+01  -0.4252216E+01  -0.4830657E+01  -0.3473966E+01  -0.2128056E+01  -0.2006982E+01  -0.1405683E+01  -0.8962649E+00   0.1973158E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  153.0000  -0.3621598E+00  -0.9234136E-01   0.1369949E+00  -0.2305773E+00   0.4663799E+00  -0.3471354E+01  -0.4295650E+01  -0.4843615E+01  -0.3462481E+01  -0.2120131E+01  -0.2009913E+01  -0.1406394E+01  -0.8964659E+00  -0.7893841E-05   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  153.2000  -0.4060481E+00  -0.1166441E+00   0.1494430E+00  -0.2952552E+00   0.4422430E+00  -0.3536212E+01  -0.4332134E+01  -0.4855043E+01  -0.3451940E+01  -0.2112633E+01  -0.2012452E+01  -0.1407001E+01  -0.8967136E+00  -0.2549722E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  153.4000  -0.4403323E+00  -0.1369316E+00   0.1585511E+00  -0.3543189E+00   0.4086023E+00  -0.3588063E+01  -0.4360729E+01  -0.4864705E+01  -0.3442513E+01  -0.2105693E+01  -0.2014551E+01  -0.1407491E+01  -0.8970046E+00  -0.5409778E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  153.6000  -0.4641209E+00  -0.1527771E+00   0.1643507E+00  -0.4063848E+00   0.3663878E+00  -0.3625547E+01  -0.4380686E+01  -0.4872411E+01  -0.3434348E+01  -0.2099427E+01  -0.2016171E+01  -0.1407857E+01  -0.8973356E+00  -0.8622741E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  153.8000  -0.4767770E+00  -0.1638832E+00   0.1669407E+00  -0.4502106E+00   0.3167101E+00  -0.3647659E+01  -0.4391469E+01  -0.4878036E+01  -0.3427563E+01  -0.2093938E+01  -0.2017278E+01  -0.1408092E+01  -0.8977022E+00  -0.1214577E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  154.0000  -0.4779359E+00  -0.1700872E+00   0.1664806E+00  -0.4847252E+00   0.2608312E+00  -0.3653777E+01  -0.4392766E+01  -0.4881515E+01  -0.3422248E+01  -0.2089311E+01  -0.2017853E+01  -0.1408190E+01  -0.8980993E+00  -0.1593005E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  154.2000  -0.4675153E+00  -0.1713635E+00   0.1631826E+00  -0.5090557E+00   0.2001310E+00  -0.3643681E+01  -0.4384497E+01  -0.4882841E+01  -0.3418464E+01  -0.2085615E+01  -0.2017882E+01  -0.1408150E+01  -0.8985213E+00  -0.1992148E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  154.4000  -0.4457181E+00  -0.1678225E+00   0.1573024E+00  -0.5225491E+00   0.1360724E+00  -0.3617558E+01  -0.4366821E+01  -0.4882069E+01  -0.3416240E+01  -0.2082899E+01  -0.2017364E+01  -0.1407972E+01  -0.8989619E+00  -0.2406141E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  154.6000  -0.4130295E+00  -0.1597044E+00   0.1491297E+00  -0.5247906E+00   0.7016566E-01  -0.3576001E+01  -0.4340133E+01  -0.4879310E+01  -0.3415578E+01  -0.2081192E+01  -0.2016308E+01  -0.1407659E+01  -0.8994145E+00  -0.2828757E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  154.8000  -0.3702056E+00  -0.1473715E+00   0.1389794E+00  -0.5156154E+00   0.3930715E-02  -0.3519990E+01  -0.4305049E+01  -0.4874727E+01  -0.3416447E+01  -0.2080507E+01  -0.2014733E+01  -0.1407215E+01  -0.8998721E+00  -0.3253491E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  155.0000  -0.3182556E+00  -0.1312955E+00   0.1271810E+00  -0.4951151E+00  -0.6113778E-01  -0.3450878E+01  -0.4262399E+01  -0.4868531E+01  -0.3418792E+01  -0.2080834E+01  -0.2012667E+01  -0.1406648E+01  -0.9003274E+00  -0.3673674E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  155.2000  -0.2584181E+00  -0.1120432E+00   0.1140700E+00  -0.4636381E+00  -0.1236058E+00  -0.3370346E+01  -0.4213202E+01  -0.4860972E+01  -0.3422532E+01  -0.2082148E+01  -0.2010148E+01  -0.1405967E+01  -0.9007731E+00  -0.4082573E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  155.4000  -0.1921304E+00  -0.9025943E-01   0.9997898E-01  -0.4217841E+00  -0.1821319E+00  -0.3280373E+01  -0.4158644E+01  -0.4852331E+01  -0.3427560E+01  -0.2084402E+01  -0.2007223E+01  -0.1405184E+01  -0.9012018E+00  -0.4473500E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  155.6000  -0.1209945E+00  -0.6664722E-01   0.8522983E-01  -0.3703929E+00  -0.2354968E+00  -0.3183177E+01  -0.4100047E+01  -0.4842912E+01  -0.3433752E+01  -0.2087537E+01  -0.2003946E+01  -0.1404312E+01  -0.9016063E+00  -0.4839930E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  155.8000  -0.4673661E-01  -0.4194801E-01   0.7012686E-01  -0.3105271E+00  -0.2826285E+00  -0.3081167E+01  -0.4038839E+01  -0.4833035E+01  -0.3440965E+01  -0.2091477E+01  -0.2000377E+01  -0.1403366E+01  -0.9019796E+00  -0.5175611E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  156.0000   0.2883437E-01  -0.1691989E-01   0.5495089E-01  -0.2434495E+00  -0.3226247E+00  -0.2976879E+01  -0.3976515E+01  -0.4823020E+01  -0.3449039E+01  -0.2096134E+01  -0.1996583E+01  -0.1402362E+01  -0.9023152E+00  -0.5474669E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  156.2000   0.1038723E+00   0.7684367E-02   0.3995410E-01  -0.1705959E+00  -0.3547692E+00  -0.2872910E+01  -0.3914605E+01  -0.4813186E+01  -0.3457808E+01  -0.2101407E+01  -0.1992634E+01  -0.1401318E+01  -0.9026068E+00  -0.5731724E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  156.4000   0.1765390E+00   0.3113800E-01   0.2535750E-01  -0.9354362E-01  -0.3785434E+00  -0.2771860E+01  -0.3854630E+01  -0.4803835E+01  -0.3467095E+01  -0.2107188E+01  -0.1988603E+01  -0.1400251E+01  -0.9028493E+00  -0.5941975E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  156.6000   0.2450502E+00   0.5276087E-01   0.1134833E-01  -0.1397595E-01  -0.3936338E+00  -0.2676258E+01  -0.3798069E+01  -0.4795248E+01  -0.3476719E+01  -0.2113361E+01  -0.1984565E+01  -0.1399179E+01  -0.9030374E+00  -0.6101303E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  156.8000   0.3077202E+00   0.7193848E-01  -0.1920741E-02   0.6635527E-01  -0.3999338E+00  -0.2588502E+01  -0.3746319E+01  -0.4787671E+01  -0.3486500E+01  -0.2119805E+01  -0.1980595E+01  -0.1398120E+01  -0.9031675E+00  -0.6206350E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  157.0000   0.3630037E+00   0.8813865E-01  -0.1433122E-01   0.1456698E+00  -0.3975396E+00  -0.2510798E+01  -0.3700662E+01  -0.4781318E+01  -0.3496260E+01  -0.2126399E+01  -0.1976765E+01  -0.1397094E+01  -0.9032364E+00  -0.6254583E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  157.2000   0.4095341E+00   0.1009260E+00  -0.2579757E-01   0.2221995E+00  -0.3867429E+00  -0.2445104E+01  -0.3662230E+01  -0.4776356E+01  -0.3505826E+01  -0.2133021E+01  -0.1973147E+01  -0.1396117E+01  -0.9032421E+00  -0.6244358E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  157.4000   0.4461590E+00   0.1099734E+00  -0.3626452E-01   0.2942289E+00  -0.3680179E+00  -0.2393080E+01  -0.3631982E+01  -0.4772905E+01  -0.3515037E+01  -0.2139550E+01  -0.1969807E+01  -0.1395206E+01  -0.9031834E+00  -0.6174956E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  157.6000   0.4719678E+00   0.1150709E+00  -0.4570401E-01   0.3601351E+00  -0.3420044E+00  -0.2356043E+01  -0.3610672E+01  -0.4771033E+01  -0.3523739E+01  -0.2145873E+01  -0.1966805E+01  -0.1394377E+01  -0.9030603E+00  -0.6046618E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  157.8000   0.4863153E+00   0.1161295E+00  -0.5411157E-01   0.4184259E+00  -0.3094879E+00  -0.2334939E+01  -0.3598837E+01  -0.4770758E+01  -0.3531795E+01  -0.2151879E+01  -0.1964197E+01  -0.1393644E+01  -0.9028739E+00  -0.5860553E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  158.0000   0.4888385E+00   0.1131842E+00  -0.6150151E-01   0.4677738E+00  -0.2713769E+00  -0.2330312E+01  -0.3596778E+01  -0.4772044E+01  -0.3539083E+01  -0.2157470E+01  -0.1962030E+01  -0.1393018E+01  -0.9026260E+00  -0.5618930E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  158.2000   0.4794653E+00   0.1063910E+00  -0.6790296E-01   0.5070482E+00  -0.2286761E+00  -0.2342295E+01  -0.3604557E+01  -0.4774806E+01  -0.3545497E+01  -0.2162555E+01  -0.1960341E+01  -0.1392511E+01  -0.9023202E+00  -0.5324865E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  158.4000   0.4584170E+00   0.9602164E-01  -0.7335477E-01   0.5353419E+00  -0.1824614E+00  -0.2370603E+01  -0.3621991E+01  -0.4778912E+01  -0.3550952E+01  -0.2167055E+01  -0.1959162E+01  -0.1392131E+01  -0.9019603E+00  -0.4982373E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  158.6000   0.4262030E+00   0.8245497E-01  -0.7790135E-01   0.5519926E+00  -0.1338505E+00  -0.2414543E+01  -0.3648658E+01  -0.4784185E+01  -0.3555382E+01  -0.2170905E+01  -0.1958511E+01  -0.1391883E+01  -0.9015517E+00  -0.4596321E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  158.8000   0.3836083E+00   0.6616501E-01  -0.8158837E-01   0.5565997E+00  -0.8397596E-01  -0.2473026E+01  -0.3683909E+01  -0.4790415E+01  -0.3558741E+01  -0.2174051E+01  -0.1958399E+01  -0.1391773E+01  -0.9011001E+00  -0.4172358E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  159.0000   0.3316742E+00   0.4770640E-01  -0.8445886E-01   0.5490337E+00  -0.3395789E-01  -0.2544600E+01  -0.3726880E+01  -0.4797360E+01  -0.3561001E+01  -0.2176456E+01  -0.1958825E+01  -0.1391801E+01  -0.9006124E+00  -0.3716831E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  159.2000   0.2716728E+00   0.2769801E-01  -0.8655035E-01   0.5294408E+00   0.1512244E-01  -0.2627483E+01  -0.3776516E+01  -0.4804755E+01  -0.3562158E+01  -0.2178094E+01  -0.1959779E+01  -0.1391966E+01  -0.9000962E+00  -0.3236683E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  159.4000   0.2050756E+00   0.6803405E-02  -0.8789224E-01   0.4982392E+00   0.6224611E-01  -0.2719608E+01  -0.3831599E+01  -0.4812322E+01  -0.3562223E+01  -0.2178957E+01  -0.1961241E+01  -0.1392265E+01  -0.8995594E+00  -0.2739354E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  159.6000   0.1335161E+00  -0.1428775E-01  -0.8850437E-01   0.4561119E+00   0.1064787E+00  -0.2818677E+01  -0.3890773E+01  -0.4819777E+01  -0.3561228E+01  -0.2179047E+01  -0.1963182E+01  -0.1392692E+01  -0.8990108E+00  -0.2232655E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  159.8000   0.5875075E-01  -0.3488161E-01  -0.8839567E-01   0.4039895E+00   0.1469886E+00  -0.2922215E+01  -0.3952584E+01  -0.4826843E+01  -0.3559222E+01  -0.2178383E+01  -0.1965564E+01  -0.1393239E+01  -0.8984588E+00  -0.1724645E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  160.0000  -0.1738625E-01  -0.5429994E-01  -0.8756481E-01   0.3430309E+00   0.1830628E+00  -0.3027638E+01  -0.4015511E+01  -0.4833251E+01  -0.3556268E+01  -0.2176996E+01  -0.1968339E+01  -0.1393898E+01  -0.8979126E+00  -0.1223494E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  160.2000  -0.9302724E-01  -0.7190066E-01  -0.8600064E-01   0.2745960E+00   0.2141187E+00  -0.3132314E+01  -0.4078006E+01  -0.4838758E+01  -0.3552446E+01  -0.2174929E+01  -0.1971454E+01  -0.1394655E+01  -0.8973812E+00  -0.7373578E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  160.4000  -0.1663183E+00  -0.8709723E-01  -0.8368371E-01   0.2002153E+00   0.2397120E+00  -0.3233629E+01  -0.4138534E+01  -0.4843144E+01  -0.3547844E+01  -0.2172236E+01  -0.1974851E+01  -0.1395496E+01  -0.8968734E+00  -0.2742304E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  160.6000  -0.2354646E+00  -0.9937620E-01  -0.8058904E-01   0.1215540E+00   0.2595411E+00  -0.3329058E+01  -0.4195608E+01  -0.4846232E+01  -0.3542565E+01  -0.2168981E+01  -0.1978464E+01  -0.1396409E+01  -0.8963976E+00   0.1581887E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  160.8000  -0.2987758E+00  -0.1083127E+00  -0.7668837E-01   0.4037474E-01   0.2734483E+00  -0.3416222E+01  -0.4247828E+01  -0.4847881E+01  -0.3536715E+01  -0.2165234E+01  -0.1982226E+01  -0.1397376E+01  -0.8959619E+00   0.5526253E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  161.0000  -0.3547070E+00  -0.1135836E+00  -0.7195406E-01  -0.4150407E-01   0.2814159E+00  -0.3492953E+01  -0.4293918E+01  -0.4847999E+01  -0.3530410E+01  -0.2161075E+01  -0.1986066E+01  -0.1398381E+01  -0.8955741E+00   0.9023573E-03   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  161.2000  -0.4018975E+00  -0.1149775E+00  -0.6636231E-01  -0.1222494E+00   0.2835604E+00  -0.3557346E+01  -0.4332753E+01  -0.4846544E+01  -0.3523767E+01  -0.2156587E+01  -0.1989913E+01  -0.1399406E+01  -0.8952406E+00   0.1201334E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
  161.4000  -0.4392043E+00  -0.1124015E+00  -0.5989715E-01  -0.2000563E+00   0.2801222E+00  -0.3607809E+01  -0.4363387E+01  -0.4843524E+01  -0.3516908E+01  -0.2151859E+01  -0.1993696E+01  -0.1400434E+01  -0.8949676E+00   0.1444286E-02   0.2000000E+01   0.1499987E+01   0.9727048E+00  -0.4999762E+00  -0.1863887E+01  -0.1988009E+01  -0.1399990E+01  -0.8991867E+00  -0.2485321E-02
