





Time	B1WvsFxi	B1WvsFyi	B1WvsFzi	B1WvsMxi	B1WvsMyi	B1WvsMzi
    4.0000   3.093557E+06   2.609053E+06  -3.763476E+05   3.511006E+07  -5.632805E+07   3.723494E+07
    4.1000   3.098140E+06   2.580471E+06  -2.476137E+05   3.123046E+07  -5.526029E+07   3.579052E+07
    4.2000   3.084636E+06   2.535712E+06  -1.185963E+05   2.716438E+07  -5.387572E+07   3.414770E+07
    4.3000   3.053287E+06   2.475200E+06   9.919008E+03   2.293999E+07  -5.218680E+07   3.231750E+07
    4.4000   3.004439E+06   2.399455E+06   1.371553E+05   1.858638E+07  -5.020776E+07   3.031198E+07
    4.5000   2.938538E+06   2.309094E+06   2.623489E+05   1.413344E+07  -4.795445E+07   2.814418E+07
    4.6000   2.856131E+06   2.204822E+06   3.847543E+05   9.611589E+06  -4.544423E+07   2.582801E+07
    4.7000   2.757857E+06   2.087432E+06   5.036481E+05   5.051614E+06  -4.269588E+07   2.337816E+07
    4.8000   2.644445E+06   1.957796E+06   6.183338E+05   4.844564E+05  -3.972944E+07   2.081004E+07
    4.9000   2.516710E+06   1.816858E+06   7.281455E+05  -4.058990E+06  -3.656608E+07   1.813965E+07
    5.0000   2.375544E+06   1.665633E+06   8.324522E+05  -8.548078E+06  -3.322797E+07   1.538350E+07
    5.1000   2.221915E+06   1.505193E+06   9.306610E+05  -1.295261E+07  -2.973810E+07   1.255851E+07
    5.2000   2.056854E+06   1.336665E+06   1.022221E+06  -1.724301E+07  -2.612018E+07   9.681891E+06
    5.3000   1.881457E+06   1.161222E+06   1.106626E+06  -2.139058E+07  -2.239844E+07   6.771071E+06
    5.4000   1.696869E+06   9.800748E+05   1.183417E+06  -2.536759E+07  -1.859751E+07   3.843564E+06
    5.5000   1.504283E+06   7.944631E+05   1.252185E+06  -2.914753E+07  -1.474223E+07   9.168782E+05
    5.6000   1.304933E+06   6.056502E+05   1.312576E+06  -3.270527E+07  -1.085752E+07  -1.991588E+06
    5.7000   1.100079E+06   4.149124E+05   1.364288E+06  -3.601718E+07  -6.968222E+06  -4.864648E+06
    5.8000   8.910087E+05   2.235319E+05   1.407073E+06  -3.906132E+07  -3.098924E+06  -7.685431E+06
    5.9000   6.790233E+05   3.278772E+04   1.440745E+06  -4.181758E+07   7.261629E+05  -1.043747E+07
    6.0000   4.654318E+05  -1.560517E+05   1.465172E+06  -4.426780E+07   4.483371E+06  -1.310482E+07
    6.1000   2.515428E+05  -3.417374E+05   1.480281E+06  -4.639588E+07   8.149711E+06  -1.567212E+07
    6.2000   3.865687E+04  -5.230472E+05   1.486059E+06  -4.818790E+07   1.170301E+07  -1.812470E+07
    6.3000  -1.719416E+05  -6.987942E+05   1.482551E+06  -4.963219E+07   1.512206E+07  -2.044866E+07
    6.4000  -3.789920E+05  -8.678339E+05   1.469859E+06  -5.071944E+07   1.838672E+07  -2.263095E+07
    6.5000  -5.812647E+05  -1.029072E+06   1.448143E+06  -5.144273E+07   2.147804E+07  -2.465946E+07
    6.6000  -7.775686E+05  -1.181470E+06   1.417617E+06  -5.179759E+07   2.437840E+07  -2.652305E+07
    6.7000  -9.667584E+05  -1.324054E+06   1.378552E+06  -5.178204E+07   2.707158E+07  -2.821166E+07
    6.8000  -1.147741E+06  -1.455920E+06   1.331268E+06  -5.139659E+07   2.954286E+07  -2.971633E+07
    6.9000  -1.319481E+06  -1.576238E+06   1.276137E+06  -5.064426E+07   3.177912E+07  -3.102926E+07
    7.0000  -1.481010E+06  -1.684261E+06   1.213579E+06  -4.953052E+07   3.376889E+07  -3.214387E+07
    7.1000  -1.631428E+06  -1.779327E+06   1.144058E+06  -4.806335E+07   3.550244E+07  -3.305484E+07
    7.2000  -1.769913E+06  -1.860863E+06   1.068078E+06  -4.625308E+07   3.697182E+07  -3.375808E+07
    7.3000  -1.895720E+06  -1.928390E+06   9.861842E+05  -4.411241E+07   3.817090E+07  -3.425083E+07
    7.4000  -2.008191E+06  -1.981527E+06   8.989548E+05  -4.165630E+07   3.909538E+07  -3.453163E+07
    7.5000  -2.106759E+06  -2.019993E+06   8.069992E+05  -3.890189E+07   3.974286E+07  -3.460032E+07
    7.6000  -2.190943E+06  -2.043605E+06   7.109539E+05  -3.586838E+07   4.011279E+07  -3.445807E+07
    7.7000  -2.260362E+06  -2.052286E+06   6.114779E+05  -3.257689E+07   4.020651E+07  -3.410735E+07
    7.8000  -2.314728E+06  -2.046059E+06   5.092486E+05  -2.905039E+07   4.002718E+07  -3.355189E+07
    7.9000  -2.353852E+06  -2.025053E+06   4.049576E+05  -2.531347E+07   3.957980E+07  -3.279669E+07
    8.0000  -2.377644E+06  -1.989497E+06   2.993057E+05  -2.139224E+07   3.887114E+07  -3.184797E+07
    8.1000  -2.386112E+06  -1.939722E+06   1.929984E+05  -1.731412E+07   3.790969E+07  -3.071313E+07
    8.2000  -2.379364E+06  -1.876154E+06   8.674144E+04  -1.310771E+07   3.670559E+07  -2.940069E+07
    8.3000  -2.357605E+06  -1.799319E+06  -1.876401E+04  -8.802526E+06   3.527055E+07  -2.792024E+07
    8.4000  -2.321133E+06  -1.709833E+06  -1.228261E+05  -4.428862E+06   3.361780E+07  -2.628238E+07
    8.5000  -2.270344E+06  -1.608399E+06  -2.247667E+05  -1.756043E+04   3.176191E+07  -2.449863E+07
    8.6000  -2.205719E+06  -1.495803E+06  -3.239262E+05   4.400197E+06   2.971877E+07  -2.258138E+07
    8.7000  -2.127830E+06  -1.372910E+06  -4.196674E+05   8.793100E+06   2.750541E+07  -2.054377E+07
    8.8000  -2.037329E+06  -1.240656E+06  -5.113805E+05   1.312993E+07   2.513989E+07  -1.839966E+07
    8.9000  -1.934947E+06  -1.100041E+06  -5.984865E+05   1.737977E+07   2.264121E+07  -1.616345E+07
    9.0000  -1.821486E+06  -9.521243E+05  -6.804415E+05   2.151224E+07   2.002907E+07  -1.385006E+07
    9.1000  -1.697815E+06  -7.980139E+05  -7.567398E+05   2.549769E+07   1.732385E+07  -1.147481E+07
    9.2000  -1.564865E+06  -6.388622E+05  -8.269181E+05   2.930742E+07   1.454634E+07  -9.053264E+06
    9.3000  -1.423619E+06  -4.758550E+05  -8.905578E+05   3.291389E+07   1.171768E+07  -6.601208E+06
    9.4000  -1.275107E+06  -3.102045E+05  -9.472879E+05   3.629092E+07   8.859147E+06  -4.134483E+06
    9.5000  -1.120398E+06  -1.431397E+05  -9.967878E+05   3.941387E+07   5.992024E+06  -1.668898E+06
    9.6000  -9.605936E+05   2.410172E+04  -1.038789E+06   4.225982E+07   3.137433E+06   7.798772E+05
    9.7000  -7.968186E+05   1.902830E+05  -1.073076E+06   4.480776E+07   3.161845E+05   3.196417E+06
    9.8000  -6.302140E+05   3.541770E+05  -1.099490E+06   4.703872E+07  -2.451375E+06   5.565644E+06
    9.9000  -4.619285E+05   5.145749E+05  -1.117927E+06   4.893591E+07  -5.145514E+06   7.872929E+06
   10.0000  -2.931108E+05   6.702956E+05  -1.128339E+06   5.048488E+07  -7.747256E+06   1.010419E+07
   10.1000  -1.249011E+05   8.201937E+05  -1.130736E+06   5.167359E+07  -1.023852E+07   1.224597E+07
   10.2000   4.157614E+04   9.631683E+05  -1.125181E+06   5.249252E+07  -1.260224E+07   1.428554E+07
   10.3000   2.052207E+05   1.098171E+06  -1.111797E+06   5.293475E+07  -1.482250E+07   1.621098E+07
   10.4000   3.649638E+05   1.224213E+06  -1.090756E+06   5.299598E+07  -1.688463E+07   1.801125E+07
   10.5000   5.197750E+05   1.340373E+06  -1.062286E+06   5.267461E+07  -1.877533E+07   1.967622E+07
   10.6000   6.686696E+05   1.445805E+06  -1.026663E+06   5.197174E+07  -2.048273E+07   2.119681E+07
   10.7000   8.107150E+05   1.539739E+06  -9.842128E+05   5.089114E+07  -2.199647E+07   2.256497E+07
   10.8000   9.450365E+05   1.621495E+06  -9.353059E+05   4.943925E+07  -2.330780E+07   2.377374E+07
   10.9000   1.070823E+06   1.690481E+06  -8.803550E+05   4.762514E+07  -2.440959E+07   2.481731E+07
   11.0000   1.187333E+06   1.746199E+06  -8.198121E+05   4.546042E+07  -2.529637E+07   2.569101E+07
   11.1000   1.293895E+06   1.788250E+06  -7.541645E+05   4.295920E+07  -2.596441E+07   2.639135E+07
   11.2000   1.389920E+06   1.816336E+06  -6.839314E+05   4.013792E+07  -2.641164E+07   2.691604E+07
   11.3000   1.474893E+06   1.830258E+06  -6.096594E+05   3.701530E+07  -2.663773E+07   2.726395E+07
   11.4000   1.548385E+06   1.829925E+06  -5.319186E+05   3.361219E+07  -2.664402E+07   2.743514E+07
   11.5000   1.610053E+06   1.815346E+06  -4.512985E+05   2.995138E+07  -2.643351E+07   2.743080E+07
   11.6000   1.659637E+06   1.786636E+06  -3.684030E+05   2.605749E+07  -2.601084E+07   2.725328E+07
   11.7000   1.696966E+06   1.744009E+06  -2.838467E+05   2.195677E+07  -2.538218E+07   2.690600E+07
   11.8000   1.721953E+06   1.687783E+06  -1.982497E+05   1.767691E+07  -2.455520E+07   2.639347E+07
   11.9000   1.734601E+06   1.618369E+06  -1.122337E+05   1.324685E+07  -2.353903E+07   2.572118E+07
   12.0000   1.734994E+06   1.536276E+06  -2.641707E+04   8.696586E+06  -2.234407E+07   2.489559E+07
   12.1000   1.723301E+06   1.442100E+06   5.858893E+04   4.056950E+06  -2.098201E+07   2.392405E+07
   12.2000   1.699771E+06   1.336524E+06   1.421848E+05  -6.406021E+05  -1.946565E+07   2.281475E+07
   12.3000   1.664731E+06   1.220310E+06   2.237867E+05  -5.364201E+06  -1.780881E+07   2.157665E+07
   12.4000   1.618582E+06   1.094295E+06   3.028303E+05  -1.008179E+07  -1.602623E+07   2.021941E+07
   12.5000   1.561796E+06   9.593834E+05   3.787747E+05  -1.476132E+07  -1.413343E+07   1.875328E+07
   12.6000   1.494911E+06   8.165415E+05   4.511057E+05  -1.937101E+07  -1.214659E+07   1.718910E+07
   12.7000   1.418525E+06   6.667898E+05   5.193391E+05  -2.387949E+07  -1.008242E+07   1.553814E+07
   12.8000   1.333294E+06   5.111960E+05   5.830237E+05  -2.825608E+07  -7.958041E+06   1.381208E+07
   12.9000   1.239926E+06   3.508674E+05   6.417440E+05  -3.247093E+07  -5.790842E+06   1.202288E+07
   13.0000   1.139173E+06   1.869430E+05   6.951226E+05  -3.649526E+07  -3.598363E+06   1.018274E+07
   13.1000   1.031829E+06   2.058621E+04   7.428226E+05  -4.030149E+07  -1.398156E+06   8.304006E+06
   13.2000   9.187198E+05  -1.470238E+05   7.845488E+05  -4.386347E+07   7.923314E+05   6.399095E+06
   13.3000   8.007026E+05  -3.146996E+05   8.200500E+05  -4.715661E+07   2.955886E+06   4.480405E+06
   13.4000   6.786554E+05  -4.812533E+05   8.491194E+05  -5.015803E+07   5.075645E+06   2.560253E+06
   13.5000   5.534728E+05  -6.455047E+05   8.715964E+05  -5.284673E+07   7.135206E+06   6.507990E+05
   13.6000   4.260601E+05  -8.062887E+05   8.873666E+05  -5.520368E+07   9.118745E+06  -1.236027E+06
   13.7000   2.973272E+05  -9.624631E+05   8.963621E+05  -5.721196E+07   1.101111E+07  -3.088589E+06
   13.8000   1.681823E+05  -1.112915E+06   8.985618E+05  -5.885684E+07   1.279793E+07  -4.895613E+06
   13.9000   3.952720E+04  -1.256571E+06   8.939913E+05  -6.012589E+07   1.446569E+07  -6.646244E+06
   14.0000  -8.774942E+04  -1.392397E+06   8.827216E+05  -6.100904E+07   1.600183E+07  -8.330106E+06
   14.1000  -2.127767E+05  -1.519413E+06   8.648693E+05  -6.149864E+07   1.739482E+07  -9.937357E+06
   14.2000  -3.347071E+05  -1.636695E+06   8.405948E+05  -6.158950E+07   1.863421E+07  -1.145874E+07
   14.3000  -4.527214E+05  -1.743379E+06   8.101014E+05  -6.127895E+07   1.971072E+07  -1.288562E+07
   14.4000  -5.660335E+05  -1.838670E+06   7.736334E+05  -6.056680E+07   2.061628E+07  -1.421004E+07
   14.5000  -6.738950E+05  -1.921846E+06   7.314748E+05  -5.945541E+07   2.134408E+07  -1.542475E+07
   14.6000  -7.755995E+05  -1.992259E+06   6.839472E+05  -5.794963E+07   2.188861E+07  -1.652326E+07
   14.7000  -8.704867E+05  -2.049346E+06   6.314074E+05  -5.605681E+07   2.224566E+07  -1.749984E+07
   14.8000  -9.579461E+05  -2.092626E+06   5.742456E+05  -5.378673E+07   2.241242E+07  -1.834957E+07
   14.9000  -1.037421E+06  -2.121706E+06   5.128822E+05  -5.115159E+07   2.238742E+07  -1.906836E+07
   15.0000  -1.108409E+06  -2.136284E+06   4.477659E+05  -4.816590E+07   2.217057E+07  -1.965295E+07
   15.1000  -1.170471E+06  -2.136151E+06   3.793703E+05  -4.484646E+07   2.176316E+07  -2.010097E+07
   15.2000  -1.223225E+06  -2.121193E+06   3.081913E+05  -4.121224E+07   2.116785E+07  -2.041089E+07
   15.3000  -1.266358E+06  -2.091391E+06   2.347439E+05  -3.728428E+07   2.038867E+07  -2.058208E+07
   15.4000  -1.299620E+06  -2.046821E+06   1.595591E+05  -3.308561E+07   1.943097E+07  -2.061477E+07
   15.5000  -1.322828E+06  -1.987659E+06   8.318054E+04  -2.864107E+07   1.830143E+07  -2.051007E+07
   15.6000  -1.335871E+06  -1.914175E+06   6.161076E+03  -2.397726E+07   1.700797E+07  -2.026997E+07
   15.7000  -1.338704E+06  -1.826736E+06  -7.094046E+04  -1.912233E+07   1.555976E+07  -1.989730E+07
   15.8000  -1.331354E+06  -1.725803E+06  -1.475629E+05  -1.410588E+07   1.396715E+07  -1.939576E+07
   15.9000  -1.313918E+06  -1.611929E+06  -2.231465E+05  -8.958729E+06   1.224159E+07  -1.876983E+07
   16.0000  -1.286562E+06  -1.485758E+06  -2.971360E+05  -3.712834E+06   1.039562E+07  -1.802483E+07
   16.1000  -1.249522E+06  -1.348021E+06  -3.689849E+05   1.598959E+06   8.442719E+06  -1.716680E+07
   16.2000  -1.203101E+06  -1.199531E+06  -4.381587E+05   6.943074E+06   6.397297E+06  -1.620253E+07
   16.3000  -1.147669E+06  -1.041183E+06  -5.041386E+05   1.228540E+07   4.274574E+06  -1.513951E+07
   16.4000  -1.083660E+06  -8.739463E+05  -5.664252E+05   1.759151E+07   2.090492E+06  -1.398585E+07
   16.5000  -1.011570E+06  -6.988597E+05  -6.245417E+05   2.282684E+07  -1.383821E+05  -1.275027E+07
   16.6000  -9.319533E+05  -5.170266E+05  -6.780380E+05   2.795692E+07  -2.394960E+06  -1.144201E+07
   16.7000  -8.454212E+05  -3.296087E+05  -7.264934E+05   3.294760E+07  -4.661750E+06  -1.007082E+07
   16.8000  -7.526361E+05  -1.378188E+05  -7.695201E+05   3.776524E+07  -6.920965E+06  -8.646828E+06
   16.9000  -6.543085E+05   5.708562E+04  -8.067664E+05   4.237696E+07  -9.154654E+06  -7.180545E+06
   17.0000  -5.511921E+05   2.538107E+05  -8.379197E+05   4.675087E+07  -1.134482E+07  -5.682739E+06
   17.1000  -4.440791E+05   4.510339E+05  -8.627089E+05   5.085623E+07  -1.347356E+07  -4.164387E+06
   17.2000  -3.337945E+05   6.474125E+05  -8.809071E+05   5.466375E+07  -1.552317E+07  -2.636591E+06
   17.3000  -2.211905E+05   8.415923E+05  -8.923338E+05   5.814575E+07  -1.747634E+07  -1.110495E+06
   17.4000  -1.071408E+05   1.032217E+06  -8.968568E+05   6.127638E+07  -1.931622E+07   4.027910E+05
   17.5000   7.466264E+03   1.217938E+06  -8.943941E+05   6.403186E+07  -2.102660E+07   1.892277E+06
   17.6000   1.217338E+05   1.397421E+06  -8.849150E+05   6.639059E+07  -2.259203E+07   3.347179E+06
   17.7000   2.347634E+05   1.569362E+06  -8.684408E+05   6.833343E+07  -2.399795E+07   4.756997E+06
   17.8000   3.456620E+05   1.732489E+06  -8.450460E+05   6.984378E+07  -2.523084E+07   6.111603E+06
   17.9000   4.535486E+05   1.885578E+06  -8.148580E+05   7.090782E+07  -2.627832E+07   7.401318E+06
   18.0000   5.575620E+05   2.027461E+06  -7.780567E+05   7.151455E+07  -2.712928E+07   8.616992E+06
   18.1000   6.568670E+05   2.157031E+06  -7.348746E+05   7.165599E+07  -2.777400E+07   9.750080E+06
   18.2000   7.506619E+05   2.273259E+06  -6.855947E+05   7.132726E+07  -2.820424E+07   1.079271E+07
   18.3000   8.381852E+05   2.375196E+06  -6.305497E+05   7.052662E+07  -2.841332E+07   1.173775E+07
   18.4000   9.187218E+05   2.461985E+06  -5.701197E+05   6.925557E+07  -2.839625E+07   1.257886E+07
   18.5000   9.916099E+05   2.532866E+06  -5.047297E+05   6.751885E+07  -2.814974E+07   1.331057E+07
   18.6000   1.056246E+06   2.587185E+06  -4.348468E+05   6.532448E+07  -2.767231E+07   1.392830E+07
   18.7000   1.112092E+06   2.624400E+06  -3.609771E+05   6.268370E+07  -2.696428E+07   1.442840E+07
   18.8000   1.158676E+06   2.644088E+06  -2.836618E+05   5.961095E+07  -2.602783E+07   1.480820E+07
   18.9000   1.195604E+06   2.645945E+06  -2.034735E+05   5.612381E+07  -2.486702E+07   1.506600E+07
   19.0000   1.222557E+06   2.629795E+06  -1.210113E+05   5.224287E+07  -2.348773E+07   1.520112E+07
   19.1000   1.239295E+06   2.595590E+06  -3.689682E+04   4.799161E+07  -2.189770E+07   1.521388E+07
   19.2000   1.245664E+06   2.543411E+06   4.823123E+04   4.339630E+07  -2.010646E+07   1.510556E+07
   19.3000   1.241594E+06   2.473471E+06   1.337218E+05   3.848574E+07  -1.812525E+07   1.487847E+07
   19.4000   1.227097E+06   2.386115E+06   2.189170E+05   3.329115E+07  -1.596700E+07   1.453584E+07
   19.5000   1.202276E+06   2.281813E+06   3.031571E+05   2.784591E+07  -1.364619E+07   1.408182E+07
   19.6000   1.167315E+06   2.161163E+06   3.857867E+05   2.218532E+07  -1.117877E+07   1.352143E+07
   19.7000   1.122482E+06   2.024887E+06   4.661592E+05   1.634636E+07  -8.582023E+06   1.286053E+07
   19.8000   1.068128E+06   1.873822E+06   5.436429E+05   1.036740E+07  -5.874462E+06   1.210570E+07
   19.9000   1.004681E+06   1.708916E+06   6.176258E+05   4.287968E+06  -3.075647E+06   1.126424E+07
   20.0000   9.326438E+05   1.531225E+06   6.875212E+05  -1.851614E+06  -2.060473E+05   1.034408E+07
   20.1000   8.525883E+05   1.341898E+06   7.527719E+05  -8.010476E+06   2.713126E+06   9.353662E+06
   20.2000   7.651525E+05   1.142174E+06   8.128555E+05  -1.414753E+07   5.660097E+06   8.301901E+06
   20.3000   6.710334E+05   9.333721E+05   8.672880E+05  -2.022175E+07   8.612704E+06   7.198082E+06
   20.4000   5.709811E+05   7.168776E+05   9.156285E+05  -2.619251E+07   1.154858E+07   6.051774E+06
   20.5000   4.657925E+05   4.941355E+05   9.574821E+05  -3.201986E+07   1.444534E+07   4.872741E+06
   20.6000   3.563039E+05   2.666376E+05   9.925031E+05  -3.766483E+07   1.728076E+07   3.670852E+06
   20.7000   2.433839E+05   3.591154E+04   1.020398E+06  -4.308969E+07   2.003298E+07   2.455993E+06
   20.8000   1.279260E+05  -1.964911E+05   1.040928E+06  -4.825825E+07   2.268065E+07   1.237979E+06
   20.9000   1.084090E+04  -4.290064E+05   1.053908E+06  -5.313611E+07   2.520313E+07   2.647602E+04
   21.0000  -1.069512E+05  -6.600695E+05   1.059213E+06  -5.769088E+07   2.758065E+07  -1.169086E+06
   21.1000  -2.245282E+05  -8.881268E+05   1.056774E+06  -6.189240E+07   2.979445E+07  -2.339584E+06
   21.2000  -3.409738E+05  -1.111647E+06   1.046579E+06  -6.571297E+07   3.182695E+07  -3.476271E+06
   21.3000  -4.553845E+05  -1.329132E+06   1.028675E+06  -6.912750E+07   3.366187E+07  -4.570840E+06
   21.4000  -5.668772E+05  -1.539129E+06   1.003166E+06  -7.211366E+07   3.528436E+07  -5.615486E+06
   21.5000  -6.745954E+05  -1.740237E+06   9.702095E+05  -7.465204E+07   3.668108E+07  -6.602948E+06
   21.6000  -7.777162E+05  -1.931120E+06   9.300182E+05  -7.672621E+07   3.784034E+07  -7.526560E+06
   21.7000  -8.754559E+05  -2.110517E+06   8.828560E+05  -7.832287E+07   3.875215E+07  -8.380284E+06
   21.8000  -9.670755E+05  -2.277243E+06   8.290360E+05  -7.943182E+07   3.940826E+07  -9.158737E+06
   21.9000  -1.051886E+06  -2.430206E+06   7.689175E+05  -8.004608E+07   3.980225E+07  -9.857216E+06
   22.0000  -1.129253E+06  -2.568406E+06   7.029031E+05  -8.016184E+07   3.992955E+07  -1.047171E+07
   22.1000  -1.198599E+06  -2.690942E+06   6.314348E+05  -7.977846E+07   3.978743E+07  -1.099891E+07
   22.2000  -1.259409E+06  -2.797023E+06   5.549912E+05  -7.889845E+07   3.937503E+07  -1.143620E+07
   22.3000  -1.311233E+06  -2.885964E+06   4.740829E+05  -7.752742E+07   3.869333E+07  -1.178168E+07
   22.4000  -1.353687E+06  -2.957192E+06   3.892492E+05  -7.567397E+07   3.774513E+07  -1.203412E+07
   22.5000  -1.386454E+06  -3.010252E+06   3.010535E+05  -7.334963E+07   3.653503E+07  -1.219297E+07
   22.6000  -1.409288E+06  -3.044801E+06   2.100797E+05  -7.056873E+07   3.506932E+07  -1.225834E+07
   22.7000  -1.422011E+06  -3.060617E+06   1.169278E+05  -6.734828E+07   3.335599E+07  -1.223094E+07
   22.8000  -1.424517E+06  -3.057591E+06   2.220981E+04  -6.370787E+07   3.140462E+07  -1.211211E+07
   22.9000  -1.416768E+06  -3.035732E+06  -7.345424E+04  -5.966945E+07   2.922628E+07  -1.190375E+07
   23.0000  -1.398796E+06  -2.995164E+06  -1.694404E+05  -5.525723E+07   2.683351E+07  -1.160833E+07
   23.1000  -1.370698E+06  -2.936122E+06  -2.651246E+05  -5.049749E+07   2.424014E+07  -1.122878E+07
   23.2000  -1.332639E+06  -2.858948E+06  -3.598865E+05  -4.541842E+07   2.146127E+07  -1.076854E+07
   23.3000  -1.284846E+06  -2.764094E+06  -4.531133E+05  -4.004991E+07   1.851310E+07  -1.023150E+07
   23.4000  -1.227610E+06  -2.652113E+06  -5.442030E+05  -3.442341E+07   1.541286E+07  -9.621922E+06
   23.5000  -1.161132E+06  -2.523431E+06  -6.325535E+05  -2.856882E+07   1.217646E+07  -8.941132E+06
   23.6000  -1.085560E+06  -2.378433E+06  -7.175260E+05  -2.251737E+07   8.819682E+06  -8.188364E+06
   23.7000  -1.001791E+06  -2.218620E+06  -7.985889E+05  -1.631374E+07   5.369244E+06  -7.378794E+06
   23.8000  -9.103477E+05  -2.044922E+06  -8.752196E+05  -9.993738E+06   1.845539E+06  -6.518260E+06
   23.9000  -8.117963E+05  -1.858345E+06  -9.469224E+05  -3.593675E+06  -1.730617E+06  -5.612821E+06
   24.0000  -7.067472E+05  -1.659966E+06  -1.013231E+06   2.849788E+06  -5.338087E+06  -4.668720E+06
   24.1000  -5.958484E+05  -1.450923E+06  -1.073711E+06   9.299837E+06  -8.955533E+06  -3.692354E+06
