
Predictions were generated on 22-May-2026 at 16:29:15 using HydroDyn Driver, compiled on May 22 2026 at 16:27:45 as a 64-bit application using double precision at commit v5.0.0-133-g50658afd
 linked with  NWTC Subroutine Library

Description from the driver input file: Nonlinear Froude-Krylov and hydrostatic load example

Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	B1NFKFxi	B1NFKFyi	B1NFKFzi	B1NFKMxi	B1NFKMyi	B1NFKMzi
   23.5000	   2.281514E+00	   2.655175E+05	  -4.669283E-01	   9.223610E+06	  -3.351901E+00	  -2.574679E+05	   6.541792E+01	   2.023224E+05	  -1.389079E+00	   1.035001E+07	  -1.662979E+00	  -5.796250E+05	   2.229683E+01
   23.6000	   2.340322E+00	   1.651229E+05	  -2.943445E-01	   9.146997E+06	  -3.026383E+01	  -4.857484E+05	   6.489066E+01	   1.459571E+05	  -1.503183E+00	   1.034823E+07	  -2.869469E+01	  -5.921679E+05	   2.216611E+01
   23.7000	   2.396728E+00	   6.203822E+04	   2.407089E-01	   9.075791E+06	   9.665208E+03	  -6.909291E+05	   6.282692E+01	   8.683474E+04	  -1.256746E+00	   1.034847E+07	   9.666644E+03	  -5.812139E+05	   2.072368E+01
   23.8000	   2.449960E+00	  -4.150772E+04	   7.715303E-01	   8.998841E+06	   8.660817E+00	  -8.849089E+05	   5.927688E+01	   2.628594E+04	  -1.014565E+00	   1.033891E+07	   9.950685E+00	  -5.632234E+05	   1.801104E+01
   23.9000	   2.493965E+00	  -1.453518E+05	   9.855499E-01	   8.929299E+06	   1.236134E+01	  -1.042606E+06	   5.345893E+01	  -3.641289E+04	  -1.087141E+00	   1.033200E+07	   1.349309E+01	  -5.176618E+05	   1.323539E+01
   24.0000	   2.525194E+00	  -2.507060E+05	   9.885416E-01	   8.865861E+06	   1.568113E+01	  -1.158717E+06	   4.669301E+01	  -1.033257E+05	  -1.366483E+00	   1.032572E+07	   1.664424E+01	  -4.436365E+05	   7.703245E+00
   24.1000	   2.545213E+00	  -3.580388E+05	   1.811800E+00	   8.809919E+06	   2.422391E+01	  -1.225542E+06	   4.267802E+01	  -1.757134E+05	  -8.189586E-01	   1.032069E+07	   2.500968E+01	  -3.375939E+05	   5.098186E+00
   24.2000	   2.553197E+00	  -4.658262E+05	   3.500273E+00	   8.761147E+06	   8.455994E+00	  -1.248938E+06	   3.858959E+01	  -2.527625E+05	   6.027982E-01	   1.031581E+07	   9.057783E+00	  -2.091496E+05	   2.579108E+00
   24.3000	   2.543516E+00	  -5.713935E+05	   5.079525E+00	   8.716736E+06	   5.710662E+01	  -1.243367E+06	   3.322143E+01	  -3.324048E+05	   1.926798E+00	   1.030750E+07	   5.751997E+01	  -7.602179E+04	  -1.078062E+00
   24.4000	   2.513367E+00	  -6.731246E+05	   3.518606E+00	   8.675542E+06	   2.440851E+01	  -1.206769E+06	   3.196391E+01	  -4.135081E+05	   1.245056E-01	   1.029386E+07	   2.463122E+01	   6.120523E+04	  -5.013344E-01
   24.5000	   2.465335E+00	  -7.707290E+05	   3.568591E+00	   8.632646E+06	   2.414610E+01	  -1.137748E+06	   2.689938E+01	  -4.961267E+05	  -5.068419E-02	   1.026924E+07	   2.417822E+01	   2.019841E+05	  -3.626922E+00
   24.6000	   2.399958E+00	  -8.636991E+05	   3.636529E+00	   8.589508E+06	   3.614676E+00	  -1.046741E+06	   1.912179E+01	  -5.799471E+05	  -1.895658E-01	   1.023442E+07	   3.458493E+00	   3.347178E+05	  -9.379294E+00
   24.7000	   2.313284E+00	  -9.499636E+05	   6.683863E+00	   8.544176E+06	   6.548398E+00	  -9.529376E+05	   9.030799E+00	  -6.629322E+05	   2.671234E+00	   1.018682E+07	   6.208409E+00	   4.398802E+05	  -1.737672E+01
   24.8000	   2.204304E+00	  -1.026112E+06	   1.148105E+01	   8.493925E+06	   2.193810E+01	  -8.792982E+05	  -1.041736E+01	  -7.415434E+05	   7.303818E+00	   1.012317E+07	   2.142095E+01	   4.950349E+05	  -3.468021E+01
   24.9000	   2.077409E+00	  -1.089179E+06	   1.128066E+01	   8.435662E+06	  -3.695694E+01	  -8.490855E+05	  -2.977024E+01	  -8.125267E+05	   6.962088E+00	   1.003994E+07	  -3.764252E+01	   4.783041E+05	  -5.185358E+01
   25.0000	   1.935008E+00	  -1.138560E+06	   4.393284E+01	   8.367050E+06	   6.297322E+02	  -8.789612E+05	   1.633935E+02	  -8.748312E+05	   3.949713E+01	   9.934489E+06	   6.288889E+02	   3.752488E+05	   1.435092E+02
   25.1000	   1.775033E+00	  -1.175087E+06	   1.420290E+01	   8.286512E+06	   1.136141E+01	  -9.785185E+05	  -5.517107E+01	  -9.287000E+05	   9.674857E+00	   9.805049E+06	   1.037276E+01	   1.792835E+05	  -7.285070E+01
   25.2000	   1.598181E+00	  -1.199095E+06	   1.541331E+01	   8.193800E+06	   3.437682E+01	  -1.148720E+06	  -5.567881E+01	  -9.737520E+05	   1.081794E+01	   9.651361E+06	   3.325679E+01	  -1.068374E+05	  -7.116109E+01
   25.3000	   1.410288E+00	  -1.209262E+06	   7.860293E+00	   8.090269E+06	  -5.309512E+00	  -1.376299E+06	  -3.619502E+01	  -1.007838E+06	   3.222458E+00	   9.474932E+06	  -6.545908E+00	  -4.655247E+05	  -4.949882E+01
   25.4000	   1.215023E+00	  -1.205214E+06	   1.135527E+01	   7.978633E+06	  -1.337964E+01	  -1.640916E+06	  -4.391093E+01	  -1.029677E+06	   6.699358E+00	   9.278819E+06	  -1.471677E+01	  -8.716378E+05	  -5.506536E+01
   25.5000	   1.011384E+00	  -1.189167E+06	   1.482865E+02	   7.861618E+06	   1.753325E+03	  -1.918147E+06	  -5.094709E+02	  -1.040518E+06	   1.436362E+02	   9.066278E+06	   1.751903E+03	  -1.295621E+06	  -5.185142E+02
   25.6000	   8.007940E-01	  -1.164142E+06	   6.125121E+00	   7.740772E+06	  -2.335031E+01	  -2.183600E+06	  -3.705010E+01	  -1.042396E+06	   1.502904E+00	   8.839587E+06	  -2.484260E+01	  -1.707787E+06	  -4.402801E+01
   25.7000	   5.894505E-01	  -1.131150E+06	  -3.431981E+00	   7.618058E+06	   3.948731E+01	  -2.419121E+06	   3.391387E+01	  -1.035342E+06	  -8.004642E+00	   8.601631E+06	   3.793865E+01	  -2.084696E+06	   2.894879E+01
   25.8000	   3.811483E-01	  -1.089586E+06	   7.747852E+00	   7.494295E+06	   3.041044E+00	  -2.622120E+06	   5.749104E+00	  -1.017813E+06	   3.244800E+00	   8.354334E+06	   1.447764E+00	  -2.418668E+06	   2.738895E+00
   25.9000	   1.748093E-01	  -1.039587E+06	   6.630275E-01	   7.370338E+06	  -3.126241E+01	  -2.789807E+06	  -5.683139E+00	  -9.890872E+05	  -3.751804E+00	   8.099826E+06	  -3.289108E+01	  -2.702206E+06	  -6.800792E+00
   26.0000	  -2.850456E-02	  -9.830355E+05	   7.728925E-01	   7.246173E+06	  -4.484373E+01	  -2.913487E+06	   1.038130E+00	  -9.502934E+05	  -3.536604E+00	   7.839517E+06	  -4.650152E+01	  -2.922466E+06	   1.747254E+00
   26.1000	  -2.232288E-01	  -9.224259E+05	   4.697231E+00	   7.121626E+06	  -2.520549E+01	  -2.982679E+06	   1.080548E+01	  -9.033128E+05	   5.086749E-01	   7.574773E+06	  -2.688931E+01	  -3.065538E+06	   1.327297E+01
   26.2000	  -4.063216E-01	  -8.589714E+05	  -2.774917E+00	   6.997014E+06	  -1.717953E+01	  -2.994764E+06	  -3.420564E+00	  -8.489080E+05	  -6.828416E+00	   7.307546E+06	  -1.888946E+01	  -3.126242E+06	   7.348503E-01
   26.3000	  -5.796705E-01	  -7.923169E+05	   4.349527E+01	   6.872484E+06	  -3.361924E+02	  -2.952972E+06	   7.285575E+01	  -7.864559E+05	   3.958950E+01	   7.039663E+06	  -3.379315E+02	  -3.106220E+06	   7.862712E+01
   26.4000	  -7.431487E-01	  -7.229129E+05	  -2.740798E+00	   6.745396E+06	   3.895557E+01	  -2.841573E+06	   8.211456E+00	  -7.163359E+05	  -6.487534E+00	   6.770178E+06	   3.718179E+01	  -2.989213E+06	   1.552551E+01
   26.5000	  -8.922420E-01	  -6.522471E+05	  -6.401731E+00	   6.616656E+06	   6.329400E+01	  -2.662118E+06	   9.042847E-01	  -6.401652E+05	  -9.979417E+00	   6.501663E+06	   6.147814E+01	  -2.777333E+06	   9.686483E+00
   26.6000	  -1.024925E+00	  -5.821192E+05	  -3.880897E+00	   6.489930E+06	   5.906140E+01	  -2.435160E+06	   5.021686E+00	  -5.600736E+05	  -7.280696E+00	   6.239380E+06	   5.719500E+01	  -2.492782E+06	   1.519609E+01
   26.7000	  -1.144024E+00	  -5.131033E+05	   1.045555E+03	   6.369670E+06	  -5.995414E+03	  -2.183599E+06	   2.112814E+03	  -4.771535E+05	   1.042341E+03	   5.989261E+06	  -5.997339E+03	  -2.161142E+06	   2.124303E+03
   26.8000	  -1.250361E+00	  -4.458288E+05	  -4.052898E+01	   6.252043E+06	   2.543059E+02	  -1.909779E+06	   1.545537E+02	  -3.927231E+05	  -4.355065E+01	   5.748816E+06	   2.523133E+02	  -1.788384E+06	   1.672772E+02
   26.9000	  -1.340389E+00	  -3.826075E+05	   4.425884E+00	   6.144764E+06	   1.673116E+00	  -1.636539E+06	  -8.348252E+00	  -3.099273E+05	   1.602701E+00	   5.526926E+06	  -3.928921E-01	  -1.401777E+06	   5.527173E+00
   27.0000	  -1.412954E+00	  -3.242500E+05	   9.325994E+00	   6.050083E+06	  -2.017346E+01	  -1.389383E+06	   1.713139E+01	  -2.305221E+05	   6.706602E+00	   5.326806E+06	  -2.231703E+01	  -1.031889E+06	   3.207266E+01
   27.1000	  -1.471635E+00	  -2.709147E+05	   9.621503E+00	   5.968283E+06	  -2.601970E+01	  -1.176744E+06	  -5.012458E+00	  -1.556854E+05	   7.210639E+00	   5.149492E+06	  -2.824225E+01	  -6.926494E+05	   1.090464E+01
   27.2000	  -1.518000E+00	  -2.224046E+05	   6.150814E+00	   5.899011E+06	  -2.252541E+01	  -9.981945E+05	  -4.196920E+01	  -8.627358E+04	   3.952761E+00	   4.995160E+06	  -2.482533E+01	  -3.893407E+05	  -2.517071E+01
   27.3000	  -1.549258E+00	  -1.800730E+05	   2.564490E+00	   5.843744E+06	  -1.921517E+01	  -8.576534E+05	  -6.166914E+01	  -2.468382E+04	   5.831727E-01	   4.865592E+06	  -2.158776E+01	  -1.315752E+05	  -4.408847E+01
   27.4000	  -1.564935E+00	  -1.441057E+05	   4.502096E+00	   5.802687E+06	  -2.315162E+01	  -7.515179E+05	  -4.871449E+01	   2.790591E+04	   2.741156E+00	   4.761088E+06	  -2.558926E+01	   7.880522E+04	  -3.045570E+01
   27.5000	  -1.569181E+00	  -1.120528E+05	   5.959445E+00	   5.773042E+06	  -1.643703E+01	  -6.624578E+05	  -2.801033E+01	   7.304577E+04	   4.422298E+00	   4.678742E+06	  -1.892951E+01	   2.541537E+05	  -9.182264E+00
   27.6000	  -1.564145E+00	  -8.215920E+04	   3.228997E+00	   5.753136E+06	  -1.444528E+01	  -5.791668E+05	  -3.862859E+01	   1.117204E+05	   1.918849E+00	   4.616605E+06	  -1.698030E+01	   4.014686E+05	  -1.934451E+01
   27.7000	  -1.547641E+00	  -5.416198E+04	  -7.890052E-01	   5.743207E+06	  -4.983695E+00	  -4.980363E+05	  -4.531012E+01	   1.435832E+05	  -1.869167E+00	   4.574486E+06	  -7.547450E+00	   5.208921E+05	  -2.568704E+01
   27.8000	  -1.519709E+00	  -2.804104E+04	  -1.783587E+00	   5.743251E+06	  -2.684490E+00	  -4.172598E+05	  -3.819115E+01	   1.682307E+05	  -2.631044E+00	   4.551839E+06	  -5.262339E+00	   6.117441E+05	  -1.834898E+01
   27.9000	  -1.484904E+00	  -2.212444E+03	  -9.609867E-02	   5.751336E+06	  -3.949056E+00	  -3.284730E+05	  -2.331664E+01	   1.870266E+05	  -7.084802E-01	   4.546108E+06	  -6.526148E+00	   6.809776E+05	  -3.377046E+00
   28.0000	  -1.445746E+00	   2.516960E+04	  -8.212987E-01	   5.765806E+06	  -1.043223E+00	  -2.227824E+05	  -2.122929E+01	   2.018091E+05	  -1.196696E+00	   4.554968E+06	  -3.605104E+00	   7.372056E+05	  -1.314419E+00
   28.1000	  -1.400396E+00	   5.469150E+04	   6.961907E+01	   5.786816E+06	  -6.315799E+00	  -9.704853E+04	  -5.494441E+02	   2.133703E+05	   6.948196E+01	   4.577892E+06	  -8.848939E+00	   7.844214E+05	  -5.296750E+02
   28.2000	  -1.349093E+00	   8.557852E+04	  -5.058495E+00	   5.814178E+06	  -7.279882E+00	   4.395592E+04	  -3.482349E+01	   2.213465E+05	  -4.956764E+00	   4.614020E+06	  -9.772116E+00	   8.198058E+05	  -1.531875E+01
   28.3000	  -1.296411E+00	   1.181105E+05	  -2.305747E+00	   5.847676E+06	  -1.353982E+01	   2.014875E+05	  -2.373517E+01	   2.266182E+05	  -1.965560E+00	   4.662510E+06	  -1.598068E+01	   8.475849E+05	  -4.608949E+00
   28.4000	  -1.244787E+00	   1.528642E+05	   6.114650E-01	   5.886235E+06	  -1.466965E+01	   3.767768E+05	  -1.526986E+01	   2.305290E+05	   1.188620E+00	   4.721722E+06	  -1.705061E+01	   8.728562E+05	   3.369578E+00
   28.5000	  -1.192198E+00	   1.900605E+05	   8.765846E-01	   5.929704E+06	  -2.014343E+01	   5.699331E+05	  -1.759025E+01	   2.342030E+05	   1.687954E+00	   4.791016E+06	  -2.245804E+01	   9.003367E+05	   4.617238E-01
   28.6000	  -1.138505E+00	   2.290222E+05	  -1.343669E-01	   5.978144E+06	  -3.136531E+01	   7.769024E+05	  -2.493389E+01	   2.379672E+05	   9.070420E-01	   4.870047E+06	  -3.360926E+01	   9.311401E+05	  -7.560855E+00
   28.7000	  -1.087682E+00	   2.684397E+05	   2.552468E-02	   6.031590E+06	  -3.711967E+01	   9.902651E+05	  -2.779719E+01	   2.415791E+05	   1.291251E+00	   4.958528E+06	  -3.929080E+01	   9.633710E+05	  -1.118391E+01
   28.8000	  -1.041455E+00	   3.076341E+05	   7.899158E-01	   6.089652E+06	  -3.286448E+01	   1.205553E+06	  -3.075624E+01	   2.454478E+05	   2.272595E+00	   5.055822E+06	  -3.496270E+01	   9.982281E+05	  -1.497158E+01
   28.9000	  -9.970091E-01	   3.465607E+05	   7.086766E-01	   6.151496E+06	  -3.002570E+01	   1.421761E+06	  -3.692803E+01	   2.505963E+05	   2.399241E+00	   5.160923E+06	  -3.205284E+01	   1.040295E+06	  -2.202774E+01
   29.0000	  -9.532712E-01	   3.844059E+05	  -1.936208E+00	   6.216493E+06	  -2.381517E+01	   1.634243E+06	  -4.901105E+01	   2.572171E+05	  -4.855100E-02	   5.273074E+06	  -2.577481E+01	   1.090229E+06	  -3.503688E+01
   29.1000	  -9.131566E-01	   4.196069E+05	  -4.617620E+00	   6.284166E+06	  -1.444167E+01	   1.834625E+06	  -5.370741E+01	   2.646543E+05	  -2.545365E+00	   5.391707E+06	  -1.633885E+01	   1.144469E+06	  -4.068645E+01
   29.2000	  -8.773405E-01	   4.507475E+05	  -2.272584E+00	   6.354032E+06	  -1.569565E+01	   2.015057E+06	  -3.190034E+01	   2.722655E+05	  -2.986335E-02	   5.516256E+06	  -1.753658E+01	   1.199314E+06	  -1.984474E+01
   29.3000	  -8.420385E-01	   4.775616E+05	   4.849322E-01	   6.424689E+06	  -7.603348E+00	   2.174168E+06	   1.461869E+01	   2.803975E+05	   2.882457E+00	   5.645224E+06	  -9.394997E+00	   1.256731E+06	   2.571177E+01
   29.4000	  -8.052431E-01	   4.993347E+05	  -5.553191E+00	   6.495010E+06	   1.416099E+00	   2.308226E+06	  -6.500416E-01	   2.887664E+05	  -3.017906E+00	   5.777358E+06	  -3.335343E-01	   1.315399E+06	   9.497998E+00
   29.5000	  -7.690107E-01	   5.151200E+05	  -1.492441E+01	   6.564013E+06	   1.776473E+00	   2.412272E+06	  -5.070886E+01	   2.966609E+05	  -1.226961E+01	   5.911494E+06	   6.177406E-02	   1.371778E+06	  -4.147445E+01
   29.6000	  -7.333693E-01	   5.238337E+05	  -1.096817E+01	   6.631218E+06	   6.536989E+00	   2.479451E+06	  -1.541570E+01	   3.030321E+05	  -8.213089E+00	   6.046900E+06	   4.850862E+00	   1.419399E+06	  -7.050623E+00
   29.7000	  -6.941621E-01	   5.256914E+05	  -6.258651E+00	   6.695305E+06	   1.156434E+01	   2.511038E+06	   1.780050E+01	   3.079339E+05	  -3.423255E+00	   6.181930E+06	   9.901665E+00	   1.458915E+06	   2.535205E+01
   29.8000	  -6.492248E-01	   5.206931E+05	  -5.489159E+00	   6.755468E+06	   4.837838E+00	   2.507392E+06	   3.679042E+00	   3.110194E+05	  -2.593911E+00	   6.315358E+06	   3.195200E+00	   1.489104E+06	   1.048271E+01
   29.9000	  -6.006854E-01	   5.089414E+05	  -5.745599E+00	   6.811150E+06	  -5.341188E-01	   2.468744E+06	  -1.011842E+01	   3.118792E+05	  -2.811166E+00	   6.446128E+06	  -2.157990E+00	   1.507754E+06	  -3.989016E+00
   30.0000	  -5.489631E-01	   4.906337E+05	  -4.599638E+00	   6.861928E+06	   5.372588E+00	   2.393050E+06	   5.872931E+00	   3.100588E+05	  -1.646619E+00	   6.573232E+06	   3.768625E+00	   1.509649E+06	   1.140753E+01
   30.1000	  -4.906217E-01	   4.664561E+05	  -5.261175E+00	   6.906886E+06	   2.842573E+01	   2.280356E+06	   2.639797E+01	   3.054842E+05	  -2.309822E+00	   6.695098E+06	   2.684539E+01	   1.491081E+06	   3.142100E+01
   30.2000	  -4.244434E-01	   4.372512E+05	  -4.487894E+00	   6.945816E+06	   5.240414E+01	   2.136202E+06	   2.363766E+01	   2.981644E+05	  -1.557844E+00	   6.810817E+06	   5.085369E+01	   1.453437E+06	   2.823392E+01
   30.3000	  -3.536677E-01	   4.036840E+05	   2.405702E+00	   6.979449E+06	   3.770679E+01	   1.966424E+06	  -4.975617E+00	   2.878937E+05	   5.295679E+00	   6.920377E+06	   3.619484E+01	   1.398185E+06	  -7.217057E-01
   30.4000	  -2.800311E-01	   3.667960E+05	  -2.342030E+00	   7.008166E+06	   7.390559E+01	   1.778375E+06	   2.601234E+01	   2.748437E+05	   4.901997E-01	   7.023408E+06	   7.244280E+01	   1.328279E+06	   3.000601E+01
   30.5000	  -2.015666E-01	   3.272289E+05	   1.656045E+00	   7.032527E+06	   8.257511E+01	   1.575758E+06	  -5.460949E+00	   2.588211E+05	   4.414155E+00	   7.119734E+06	   8.117365E+01	   1.243170E+06	  -1.649288E+00
   30.6000	  -1.185257E-01	   2.858969E+05	   1.196976E+00	   7.052734E+06	   7.978932E+01	   1.366239E+06	  -1.398327E+01	   2.399727E+05	   3.866065E+00	   7.208852E+06	   7.846224E+01	   1.146588E+06	  -1.028051E+01
   30.7000	  -3.552409E-02	   2.434248E+05	  -4.016949E-01	   7.069394E+06	   7.840422E+01	   1.154186E+06	  -3.118368E+00	   2.182515E+05	   2.165079E+00	   7.290728E+06	   7.716487E+01	   1.039414E+06	   5.424811E-01
   30.8000	   4.441959E-02	   2.006024E+05	  -6.849146E-01	   7.082554E+06	   6.389654E+01	   9.435469E+05	   1.178226E+00	   1.938920E+05	   1.767961E+00	   7.364842E+06	   6.275784E+01	   9.226784E+05	   4.857485E+00
   30.9000	   1.221381E-01	   1.574531E+05	  -1.009819E+00	   7.092312E+06	   4.598929E+01	   7.319716E+05	  -1.099314E+01	   1.664952E+05	   1.319348E+00	   7.430816E+06	   4.496316E+01	   7.917568E+05	  -7.242040E+00
   31.0000	   1.965476E-01	   1.148555E+05	  -3.349924E+00	   7.097980E+06	   1.960015E+01	   5.251289E+05	  -2.825261E+01	   1.366591E+05	  -1.152470E+00	   7.487588E+06	   1.869695E+01	   6.507410E+05	  -2.438305E+01
   31.1000	   2.625722E-01	   7.313759E+04	  -3.439197E+00	   7.099886E+06	   1.357454E+01	   3.242840E+05	  -2.025167E+01	   1.045747E+05	  -1.379656E+00	   7.535218E+06	   1.280276E+01	   5.000299E+05	  -1.622351E+01
   31.2000	   3.170654E-01	   3.268052E+04	  -1.382053E+00	   7.098236E+06	  -4.053113E+00	   1.298095E+05	  -1.145095E+01	   7.062622E+04	   5.351489E-01	   7.573745E+06	  -4.687106E+00	   3.398246E+05	  -7.229946E+00
   31.3000	   3.610766E-01	  -6.913125E+03	   9.920032E-01	   7.093602E+06	  -4.508612E+01	  -6.455404E+04	  -3.350589E+01	   3.454897E+04	   2.764157E+00	   7.603673E+06	  -4.557809E+01	   1.643442E+05	  -2.906302E+01
   31.4000	   3.941619E-01	  -4.494343E+04	   4.684446E+01	   7.085644E+06	   5.520897E+02	  -2.536233E+05	  -2.998620E+02	  -2.709501E+03	   4.847050E+01	   7.624674E+06	   5.517419E+02	  -2.016770E+04	  -2.951727E+02
   31.5000	   4.123106E-01	  -8.104769E+04	  -7.316329E+01	   7.074554E+06	  -1.219860E+03	  -4.334922E+05	  -3.668719E+02	  -4.044280E+04	  -7.168288E+01	   7.637025E+06	  -1.220063E+03	  -2.082515E+05	  -3.619153E+02
   31.6000	   4.137498E-01	  -1.151622E+05	   8.177025E+00	   7.061020E+06	  -6.487044E+01	  -5.995607E+05	  -4.521937E+01	  -7.816962E+04	   9.513740E+00	   7.641542E+06	  -6.492906E+01	  -3.933625E+05	  -3.997777E+01
   31.7000	   4.011382E-01	  -1.475212E+05	  -9.753569E+00	   7.045162E+06	   5.784008E+01	  -7.508966E+05	   2.529091E+01	  -1.156564E+05	  -8.557283E+00	   7.638512E+06	   5.792428E+01	  -5.723439E+05	   3.083291E+01
   31.8000	   3.758907E-01	  -1.776205E+05	  -4.913035E+00	   7.026306E+06	   2.435463E+00	  -8.824066E+05	  -6.362526E+00	  -1.519049E+05	  -3.852691E+00	   7.627428E+06	   2.660921E+00	  -7.377141E+05	  -5.068713E-01
   31.9000	   3.360262E-01	  -2.051858E+05	   5.280569E+00	   7.005970E+06	  -6.976031E+01	  -1.003246E+06	  -3.736733E+01	  -1.861453E+05	   6.210567E+00	   7.609978E+06	  -6.939481E+01	  -8.961894E+05	  -3.118660E+01
   32.0000	   2.818059E-01	  -2.302679E+05	   5.031401E+00	   6.984351E+06	  -6.097274E+01	  -1.113394E+06	  -2.061826E+01	  -2.179541E+05	   5.837641E+00	   7.586499E+06	  -6.046762E+01	  -1.045365E+06	  -1.410283E+01
   32.1000	   2.178202E-01	  -2.529528E+05	   3.338799E+00	   6.959916E+06	  -5.564371E+01	  -1.202149E+06	  -2.457178E+01	  -2.469838E+05	   4.028757E+00	   7.555565E+06	  -5.499819E+01	  -1.172316E+06	  -1.771397E+01
   32.2000	   1.472860E-01	  -2.728271E+05	   1.003613E+00	   6.933129E+06	  -4.601314E+01	  -1.272855E+06	  -3.415728E+01	  -2.724474E+05	   1.585549E+00	   7.517706E+06	  -4.522499E+01	  -1.278400E+06	  -2.695166E+01
   32.3000	   6.982682E-02	  -2.900377E+05	  -1.212473E+00	   6.906357E+06	  -3.509071E+01	  -1.340310E+06	  -2.844691E+01	  -2.941908E+05	  -7.296020E-01	   7.475314E+06	  -3.415617E+01	  -1.376746E+06	  -2.089081E+01
   32.4000	  -1.304085E-02	  -3.046587E+05	  -2.037251E+00	   6.880124E+06	  -3.457380E+01	  -1.404037E+06	  -1.433709E+01	  -3.120705E+05	  -1.643876E+00	   7.428896E+06	  -3.348759E+01	  -1.465568E+06	  -6.431219E+00
   32.5000	  -9.589909E-02	  -3.164222E+05	  -2.709127E+00	   6.853264E+06	  -4.399413E+01	  -1.449719E+06	  -1.264927E+01	  -3.256897E+05	  -2.395144E+00	   7.377236E+06	  -4.274969E+01	  -1.529646E+06	  -4.398442E+00
   32.6000	  -1.750958E-01	  -3.250998E+05	  -3.492785E+00	   6.826796E+06	  -4.921058E+01	  -1.478781E+06	  -1.961794E+01	  -3.347815E+05	  -3.247620E+00	   7.321296E+06	  -4.780032E+01	  -1.569911E+06	  -1.103183E+01
   32.7000	  -2.509711E-01	  -3.309524E+05	  -3.730523E+00	   6.803524E+06	  -4.407717E+01	  -1.505508E+06	  -2.040048E+01	  -3.396555E+05	  -3.543192E+00	   7.263813E+06	  -4.249296E+01	  -1.600571E+06	  -1.149452E+01
   32.8000	  -3.224429E-01	  -3.339897E+05	  -2.895781E+00	   6.784229E+06	  -3.438396E+01	  -1.529204E+06	  -1.500568E+01	  -3.404509E+05	  -2.754951E+00	   7.205528E+06	  -3.261767E+01	  -1.621240E+06	  -5.801783E+00
   32.9000	  -3.849834E-01	  -3.336853E+05	   3.057558E+00	   6.767946E+06	  -5.164054E+01	  -1.536086E+06	  -8.440236E+00	  -3.368412E+05	   3.163509E+00	   7.145476E+06	  -4.968466E+01	  -1.618798E+06	   1.032345E+00
   33.0000	  -4.361694E-01	  -3.298496E+05	   2.309131E+00	   6.755212E+06	  -1.864245E+01	  -1.523973E+06	  -1.436582E+01	  -3.288930E+05	   2.392053E+00	   7.084260E+06	  -1.649072E+01	  -1.592029E+06	  -4.661750E+00
   33.1000	  -4.778271E-01	  -3.226544E+05	   3.974136E+00	   6.747968E+06	  -9.281141E+00	  -1.501608E+06	  -1.427317E+01	  -3.170765E+05	   4.046036E+00	   7.023972E+06	  -6.929249E+00	  -1.550878E+06	  -4.383263E+00
   33.2000	  -5.106063E-01	  -3.119259E+05	   4.102907E+00	   6.746419E+06	  -7.333934E-01	  -1.465490E+06	  -1.200945E+01	  -3.015406E+05	   4.175861E+00	   6.965068E+06	   1.820366E+00	  -1.493214E+06	  -1.988159E+00
   33.3000	  -5.318795E-01	  -2.973175E+05	   3.702734E+00	   6.749784E+06	  -1.228634E+00	  -1.403526E+06	  -1.568553E+01	  -2.822692E+05	   3.788791E+00	   6.907140E+06	   1.525474E+00	  -1.408411E+06	  -5.596182E+00
   33.4000	  -5.411201E-01	  -2.788498E+05	   3.592196E+00	   6.759155E+06	  -3.836219E+00	  -1.317654E+06	  -1.753775E+01	  -2.596042E+05	   3.703261E+00	   6.851777E+06	  -8.870499E-01	  -1.299891E+06	  -7.452339E+00
   33.5000	  -5.419363E-01	  -2.566677E+05	   3.876569E+00	   6.776202E+06	  -6.837216E+00	  -1.217094E+06	  -1.125353E+01	  -2.339868E+05	   4.024263E+00	   6.801274E+06	  -3.702489E+00	  -1.178313E+06	  -1.252224E+00
   33.6000	  -5.366203E-01	  -2.307413E+05	   4.372651E+00	   6.801135E+06	  -7.070107E+00	  -1.100710E+06	   3.075148E+00	  -2.056454E+05	   4.568163E+00	   6.756594E+06	  -3.763843E+00	  -1.043864E+06	   1.290481E+01
   33.7000	  -5.239741E-01	  -2.012782E+05	   5.133189E+00	   6.834168E+06	  -1.416896E+01	  -9.652952E+05	   1.083169E+01	  -1.749962E+05	   5.387104E+00	   6.718820E+06	  -1.070986E+01	  -8.944896E+05	   2.039595E+01
   33.8000	  -5.045527E-01	  -1.687181E+05	   4.894421E+00	   6.876182E+06	  -2.332169E+01	  -8.145001E+05	   4.461601E+00	  -1.426302E+05	   5.216537E+00	   6.689803E+06	  -1.973310E+01	  -7.347853E+05	   1.366189E+01
   33.9000	  -4.826333E-01	  -1.331007E+05	   5.697193E+00	   6.927256E+06	  -3.502790E+01	  -6.500851E+05	   4.723133E+00	  -1.086758E+05	   6.096339E+00	   6.670669E+06	  -3.133760E+01	  -5.672121E+05	   1.345776E+01
   34.0000	  -4.608012E-01	  -9.453130E+04	   5.536899E+00	   6.987088E+06	  -3.813622E+01	  -4.707202E+05	   6.986189E+00	  -7.326230E+04	   6.020746E+00	   6.662214E+06	  -3.437599E+01	  -3.908786E+05	   1.515226E+01
