
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 24-Apr-2025 at 17:56:06.

 
 
 
      Time        FAIRTEN1       LINE1NBFX         ROD1SUB      LINE1N15PX
       (s)             (N)             (N)          (frac)             (m)
    5.5460   2.0584209E+07   4.0796319E+06   5.2978368E-01   2.7723430E+01
    5.5470   2.0585397E+07   4.0800261E+06   5.2991061E-01   2.7724576E+01
    5.5480   2.0586583E+07   4.0804199E+06   5.3003754E-01   2.7725722E+01
    5.5490   2.0587767E+07   4.0808134E+06   5.3016447E-01   2.7726867E+01
    5.5500   2.0588950E+07   4.0812067E+06   5.3029140E-01   2.7728011E+01
    5.5510   2.0590132E+07   4.0815996E+06   5.3041833E-01   2.7729154E+01
    5.5520   2.0591312E+07   4.0819922E+06   5.3054526E-01   2.7730297E+01
    5.5530   2.0592490E+07   4.0823845E+06   5.3067218E-01   2.7731439E+01
    5.5540   2.0593668E+07   4.0827766E+06   5.3079911E-01   2.7732580E+01
    5.5550   2.0594844E+07   4.0831684E+06   5.3092604E-01   2.7733720E+01
    5.5560   2.0596018E+07   4.0835598E+06   5.3105297E-01   2.7734860E+01
    5.5570   2.0597191E+07   4.0839511E+06   5.3117990E-01   2.7735999E+01
    5.5580   2.0598363E+07   4.0843420E+06   5.3130683E-01   2.7737137E+01
    5.5590   2.0599534E+07   4.0847327E+06   5.3143376E-01   2.7738274E+01
    5.5600   2.0600703E+07   4.0851231E+06   5.3156069E-01   2.7739411E+01
    5.5610   2.0601871E+07   4.0855132E+06   5.3168762E-01   2.7740547E+01
    5.5620   2.0603038E+07   4.0859031E+06   5.3181455E-01   2.7741682E+01
    5.5630   2.0604204E+07   4.0862927E+06   5.3194148E-01   2.7742817E+01
    5.5640   2.0605369E+07   4.0866821E+06   5.3206841E-01   2.7743951E+01
    5.5650   2.0606532E+07   4.0870712E+06   5.3219534E-01   2.7745084E+01
    5.5660   2.0607694E+07   4.0874601E+06   5.3232226E-01   2.7746216E+01
    5.5670   2.0608855E+07   4.0878487E+06   5.3244919E-01   2.7747348E+01
    5.5680   2.0610015E+07   4.0882372E+06   5.3257612E-01   2.7748479E+01
    5.5690   2.0611174E+07   4.0886253E+06   5.3270305E-01   2.7749609E+01
    5.5700   2.0612332E+07   4.0890133E+06   5.3282998E-01   2.7750738E+01
    5.5710   2.0613489E+07   4.0894010E+06   5.3295691E-01   2.7751867E+01
    5.5720   2.0614645E+07   4.0897886E+06   5.3308384E-01   2.7752995E+01
    5.5730   2.0615800E+07   4.0901758E+06   5.3321077E-01   2.7754122E+01
    5.5740   2.0616954E+07   4.0905629E+06   5.3333770E-01   2.7755249E+01
    5.5750   2.0618107E+07   4.0909498E+06   5.3346463E-01   2.7756375E+01
    5.5760   2.0619259E+07   4.0913365E+06   5.3359156E-01   2.7757500E+01
    5.5770   2.0620410E+07   4.0917229E+06   5.3371848E-01   2.7758624E+01
    5.5780   2.0621560E+07   4.0921092E+06   5.3384541E-01   2.7759748E+01
    5.5790   2.0622709E+07   4.0924953E+06   5.3397234E-01   2.7760871E+01
    5.5800   2.0623858E+07   4.0928812E+06   5.3409927E-01   2.7761993E+01
    5.5810   2.0625005E+07   4.0932669E+06   5.3422620E-01   2.7763115E+01
    5.5820   2.0626152E+07   4.0936524E+06   5.3435313E-01   2.7764235E+01
    5.5830   2.0627298E+07   4.0940378E+06   5.3448006E-01   2.7765355E+01
    5.5840   2.0628443E+07   4.0944230E+06   5.3460699E-01   2.7766475E+01
    5.5850   2.0629588E+07   4.0948080E+06   5.3473392E-01   2.7767593E+01
    5.5860   2.0630732E+07   4.0951928E+06   5.3486085E-01   2.7768711E+01
    5.5870   2.0631875E+07   4.0955775E+06   5.3498778E-01   2.7769829E+01
    5.5880   2.0633017E+07   4.0959620E+06   5.3511471E-01   2.7770945E+01
    5.5890   2.0634159E+07   4.0963463E+06   5.3524164E-01   2.7772061E+01
    5.5900   2.0635300E+07   4.0967305E+06   5.3536856E-01   2.7773176E+01
    5.5910   2.0636440E+07   4.0971146E+06   5.3549549E-01   2.7774290E+01
    5.5920   2.0637580E+07   4.0974985E+06   5.3562242E-01   2.7775404E+01
    5.5930   2.0638719E+07   4.0978823E+06   5.3574935E-01   2.7776517E+01
    5.5940   2.0639858E+07   4.0982659E+06   5.3587628E-01   2.7777629E+01
    5.5950   2.0640996E+07   4.0986494E+06   5.3600321E-01   2.7778740E+01
    5.5960   2.0642133E+07   4.0990328E+06   5.3613014E-01   2.7779851E+01
    5.5970   2.0643270E+07   4.0994161E+06   5.3625707E-01   2.7780961E+01
    5.5980   2.0644407E+07   4.0997992E+06   5.3638400E-01   2.7782071E+01
    5.5990   2.0645543E+07   4.1001821E+06   5.3651093E-01   2.7783179E+01
    5.6000   2.0646679E+07   4.1005650E+06   5.3663786E-01   2.7784287E+01
    5.6010   2.0647815E+07   4.1009427E+06   5.3676077E-01   2.7785394E+01
    5.6020   2.0648951E+07   4.1013203E+06   5.3688369E-01   2.7786501E+01
    5.6030   2.0650086E+07   4.1016978E+06   5.3700660E-01   2.7787607E+01
    5.6040   2.0651221E+07   4.1020752E+06   5.3712952E-01   2.7788712E+01
    5.6050   2.0652356E+07   4.1024526E+06   5.3725244E-01   2.7789816E+01
    5.6060   2.0653491E+07   4.1028298E+06   5.3737535E-01   2.7790920E+01
    5.6070   2.0654625E+07   4.1032070E+06   5.3749826E-01   2.7792023E+01
    5.6080   2.0655759E+07   4.1035840E+06   5.3762118E-01   2.7793125E+01
    5.6090   2.0656893E+07   4.1039610E+06   5.3774409E-01   2.7794226E+01
    5.6100   2.0658027E+07   4.1043379E+06   5.3786701E-01   2.7795327E+01
    5.6110   2.0659160E+07   4.1047148E+06   5.3798992E-01   2.7796427E+01
    5.6120   2.0660293E+07   4.1050916E+06   5.3811284E-01   2.7797527E+01
    5.6130   2.0661426E+07   4.1054683E+06   5.3823575E-01   2.7798626E+01
    5.6140   2.0662559E+07   4.1058449E+06   5.3835867E-01   2.7799724E+01
    5.6150   2.0663692E+07   4.1062215E+06   5.3848159E-01   2.7800821E+01
    5.6160   2.0664825E+07   4.1065980E+06   5.3860450E-01   2.7801917E+01
    5.6170   2.0665957E+07   4.1069745E+06   5.3872741E-01   2.7803013E+01
    5.6180   2.0667089E+07   4.1073508E+06   5.3885033E-01   2.7804109E+01
    5.6190   2.0668222E+07   4.1077272E+06   5.3897324E-01   2.7805203E+01
    5.6200   2.0669354E+07   4.1081035E+06   5.3909616E-01   2.7806297E+01
    5.6210   2.0670486E+07   4.1084797E+06   5.3921907E-01   2.7807390E+01
    5.6220   2.0671618E+07   4.1088559E+06   5.3934199E-01   2.7808482E+01
    5.6230   2.0672750E+07   4.1092320E+06   5.3946490E-01   2.7809574E+01
    5.6240   2.0673882E+07   4.1096082E+06   5.3958782E-01   2.7810665E+01
    5.6250   2.0675014E+07   4.1099842E+06   5.3971073E-01   2.7811755E+01
    5.6260   2.0676146E+07   4.1103603E+06   5.3983365E-01   2.7812845E+01
    5.6270   2.0677277E+07   4.1107363E+06   5.3995656E-01   2.7813934E+01
    5.6280   2.0678410E+07   4.1111123E+06   5.4007948E-01   2.7815022E+01
    5.6290   2.0679542E+07   4.1114882E+06   5.4020239E-01   2.7816110E+01
    5.6300   2.0680674E+07   4.1118642E+06   5.4032531E-01   2.7817197E+01
    5.6310   2.0681806E+07   4.1122401E+06   5.4044822E-01   2.7818283E+01
    5.6320   2.0682938E+07   4.1126160E+06   5.4057114E-01   2.7819368E+01
    5.6330   2.0684071E+07   4.1129919E+06   5.4069405E-01   2.7820453E+01
    5.6340   2.0685203E+07   4.1133677E+06   5.4081697E-01   2.7821537E+01
    5.6350   2.0686336E+07   4.1137436E+06   5.4093988E-01   2.7822620E+01
    5.6360   2.0687469E+07   4.1141195E+06   5.4106280E-01   2.7823703E+01
    5.6370   2.0688602E+07   4.1144953E+06   5.4118571E-01   2.7824785E+01
    5.6380   2.0689735E+07   4.1148711E+06   5.4130863E-01   2.7825866E+01
    5.6390   2.0690869E+07   4.1152470E+06   5.4143154E-01   2.7826947E+01
    5.6400   2.0692002E+07   4.1156229E+06   5.4155446E-01   2.7828027E+01
    5.6410   2.0693136E+07   4.1159987E+06   5.4167737E-01   2.7829106E+01
    5.6420   2.0694270E+07   4.1163746E+06   5.4180029E-01   2.7830184E+01
    5.6430   2.0695405E+07   4.1167504E+06   5.4192320E-01   2.7831262E+01
    5.6440   2.0696539E+07   4.1171263E+06   5.4204612E-01   2.7832339E+01
    5.6450   2.0697674E+07   4.1175022E+06   5.4216903E-01   2.7833416E+01
    5.6460   2.0698809E+07   4.1178782E+06   5.4229195E-01   2.7834492E+01
    5.6470   2.0699945E+07   4.1182541E+06   5.4241486E-01   2.7835567E+01
    5.6480   2.0701081E+07   4.1186301E+06   5.4253778E-01   2.7836641E+01
    5.6490   2.0702217E+07   4.1190060E+06   5.4266070E-01   2.7837715E+01
    5.6500   2.0703353E+07   4.1193821E+06   5.4278361E-01   2.7838788E+01
    5.6510   2.0704490E+07   4.1197581E+06   5.4290652E-01   2.7839860E+01
    5.6520   2.0705628E+07   4.1201342E+06   5.4302944E-01   2.7840932E+01
    5.6530   2.0706765E+07   4.1205103E+06   5.4315235E-01   2.7842003E+01
    5.6540   2.0707903E+07   4.1208864E+06   5.4327527E-01   2.7843073E+01
    5.6550   2.0709042E+07   4.1212626E+06   5.4339818E-01   2.7844142E+01
    5.6560   2.0710181E+07   4.1216388E+06   5.4352110E-01   2.7845211E+01
    5.6570   2.0711320E+07   4.1220151E+06   5.4364401E-01   2.7846280E+01
    5.6580   2.0712460E+07   4.1223914E+06   5.4376693E-01   2.7847347E+01
    5.6590   2.0713600E+07   4.1227678E+06   5.4388984E-01   2.7848414E+01
    5.6600   2.0714740E+07   4.1231441E+06   5.4401276E-01   2.7849480E+01
    5.6610   2.0715882E+07   4.1235206E+06   5.4413567E-01   2.7850546E+01
    5.6620   2.0717023E+07   4.1238971E+06   5.4425859E-01   2.7851610E+01
    5.6630   2.0718165E+07   4.1242736E+06   5.4438151E-01   2.7852674E+01
    5.6640   2.0719308E+07   4.1246502E+06   5.4450442E-01   2.7853738E+01
    5.6650   2.0720451E+07   4.1250269E+06   5.4462733E-01   2.7854801E+01
    5.6660   2.0721595E+07   4.1254036E+06   5.4475025E-01   2.7855863E+01
    5.6670   2.0722739E+07   4.1257804E+06   5.4487317E-01   2.7856924E+01
    5.6680   2.0723884E+07   4.1261572E+06   5.4499608E-01   2.7857985E+01
    5.6690   2.0725029E+07   4.1265341E+06   5.4511900E-01   2.7859045E+01
    5.6700   2.0726175E+07   4.1269111E+06   5.4524191E-01   2.7860104E+01
    5.6710   2.0727321E+07   4.1272881E+06   5.4536483E-01   2.7861163E+01
    5.6720   2.0728468E+07   4.1276652E+06   5.4548774E-01   2.7862221E+01
    5.6730   2.0729616E+07   4.1280424E+06   5.4561065E-01   2.7863278E+01
    5.6740   2.0730764E+07   4.1284196E+06   5.4573357E-01   2.7864335E+01
    5.6750   2.0731913E+07   4.1287969E+06   5.4585648E-01   2.7865391E+01
    5.6760   2.0733062E+07   4.1291743E+06   5.4597940E-01   2.7866446E+01
    5.6770   2.0734212E+07   4.1295518E+06   5.4610232E-01   2.7867501E+01
    5.6780   2.0735363E+07   4.1299293E+06   5.4622523E-01   2.7868555E+01
    5.6790   2.0736514E+07   4.1303069E+06   5.4634814E-01   2.7869608E+01
    5.6800   2.0737666E+07   4.1306846E+06   5.4647106E-01   2.7870661E+01
    5.6810   2.0738818E+07   4.1310624E+06   5.4659398E-01   2.7871713E+01
    5.6820   2.0739972E+07   4.1314402E+06   5.4671689E-01   2.7872764E+01
    5.6830   2.0741126E+07   4.1318181E+06   5.4683981E-01   2.7873815E+01
    5.6840   2.0742280E+07   4.1321961E+06   5.4696272E-01   2.7874865E+01
    5.6850   2.0743435E+07   4.1325742E+06   5.4708564E-01   2.7875914E+01
    5.6860   2.0744591E+07   4.1329524E+06   5.4720855E-01   2.7876962E+01
    5.6870   2.0745748E+07   4.1333307E+06   5.4733146E-01   2.7878010E+01
    5.6880   2.0746905E+07   4.1337090E+06   5.4745438E-01   2.7879058E+01
    5.6890   2.0748063E+07   4.1340874E+06   5.4757729E-01   2.7880104E+01
    5.6900   2.0749222E+07   4.1344660E+06   5.4770021E-01   2.7881150E+01
    5.6910   2.0750381E+07   4.1348446E+06   5.4782312E-01   2.7882195E+01
    5.6920   2.0751541E+07   4.1352233E+06   5.4794604E-01   2.7883240E+01
    5.6930   2.0752702E+07   4.1356020E+06   5.4806896E-01   2.7884284E+01
    5.6940   2.0753864E+07   4.1359810E+06   5.4819187E-01   2.7885327E+01
    5.6950   2.0755026E+07   4.1363599E+06   5.4831478E-01   2.7886370E+01
    5.6960   2.0756189E+07   4.1367390E+06   5.4843770E-01   2.7887412E+01
    5.6970   2.0757353E+07   4.1371181E+06   5.4856062E-01   2.7888453E+01
    5.6980   2.0758517E+07   4.1374974E+06   5.4868353E-01   2.7889493E+01
    5.6990   2.0759682E+07   4.1378767E+06   5.4880644E-01   2.7890533E+01
    5.7000   2.0760848E+07   4.1382562E+06   5.4892936E-01   2.7891573E+01
    5.7010   2.0762015E+07   4.1386295E+06   5.4904691E-01   2.7892611E+01
    5.7020   2.0763183E+07   4.1390029E+06   5.4916447E-01   2.7893649E+01
    5.7030   2.0764352E+07   4.1393764E+06   5.4928202E-01   2.7894686E+01
    5.7040   2.0765522E+07   4.1397500E+06   5.4939958E-01   2.7895723E+01
    5.7050   2.0766692E+07   4.1401237E+06   5.4951713E-01   2.7896759E+01
    5.7060   2.0767864E+07   4.1404976E+06   5.4963469E-01   2.7897794E+01
    5.7070   2.0769036E+07   4.1408715E+06   5.4975224E-01   2.7898829E+01
    5.7080   2.0770209E+07   4.1412455E+06   5.4986979E-01   2.7899863E+01
    5.7090   2.0771382E+07   4.1416197E+06   5.4998735E-01   2.7900896E+01
    5.7100   2.0772557E+07   4.1419939E+06   5.5010490E-01   2.7901929E+01
    5.7110   2.0773732E+07   4.1423683E+06   5.5022246E-01   2.7902961E+01
    5.7120   2.0774908E+07   4.1427427E+06   5.5034001E-01   2.7903992E+01
    5.7130   2.0776085E+07   4.1431173E+06   5.5045757E-01   2.7905023E+01
    5.7140   2.0777263E+07   4.1434919E+06   5.5057512E-01   2.7906053E+01
    5.7150   2.0778441E+07   4.1438667E+06   5.5069268E-01   2.7907082E+01
    5.7160   2.0779621E+07   4.1442415E+06   5.5081023E-01   2.7908111E+01
    5.7170   2.0780801E+07   4.1446164E+06   5.5092778E-01   2.7909139E+01
    5.7180   2.0781982E+07   4.1449914E+06   5.5104533E-01   2.7910166E+01
    5.7190   2.0783163E+07   4.1453665E+06   5.5116289E-01   2.7911193E+01
    5.7200   2.0784346E+07   4.1457417E+06   5.5128044E-01   2.7912219E+01
    5.7210   2.0785529E+07   4.1461170E+06   5.5139800E-01   2.7913244E+01
    5.7220   2.0786713E+07   4.1464924E+06   5.5151555E-01   2.7914269E+01
    5.7230   2.0787897E+07   4.1468679E+06   5.5163311E-01   2.7915293E+01
    5.7240   2.0789083E+07   4.1472435E+06   5.5175066E-01   2.7916317E+01
    5.7250   2.0790269E+07   4.1476192E+06   5.5186822E-01   2.7917339E+01
    5.7260   2.0791456E+07   4.1479949E+06   5.5198577E-01   2.7918362E+01
    5.7270   2.0792644E+07   4.1483708E+06   5.5210333E-01   2.7919383E+01
    5.7280   2.0793832E+07   4.1487467E+06   5.5222088E-01   2.7920404E+01
    5.7290   2.0795021E+07   4.1491227E+06   5.5233843E-01   2.7921424E+01
    5.7300   2.0796211E+07   4.1494989E+06   5.5245599E-01   2.7922444E+01
    5.7310   2.0797402E+07   4.1498751E+06   5.5257354E-01   2.7923463E+01
    5.7320   2.0798593E+07   4.1502513E+06   5.5269110E-01   2.7924481E+01
    5.7330   2.0799785E+07   4.1506277E+06   5.5280865E-01   2.7925498E+01
    5.7340   2.0800978E+07   4.1510042E+06   5.5292620E-01   2.7926515E+01
    5.7350   2.0802172E+07   4.1513807E+06   5.5304376E-01   2.7927532E+01
    5.7360   2.0803366E+07   4.1517573E+06   5.5316131E-01   2.7928547E+01
    5.7370   2.0804561E+07   4.1521340E+06   5.5327886E-01   2.7929562E+01
    5.7380   2.0805757E+07   4.1525108E+06   5.5339642E-01   2.7930577E+01
    5.7390   2.0806953E+07   4.1528876E+06   5.5351397E-01   2.7931590E+01
    5.7400   2.0808150E+07   4.1532646E+06   5.5363153E-01   2.7932603E+01
    5.7410   2.0809348E+07   4.1536415E+06   5.5374908E-01   2.7933616E+01
    5.7420   2.0810547E+07   4.1540186E+06   5.5386664E-01   2.7934627E+01
    5.7430   2.0811746E+07   4.1543958E+06   5.5398419E-01   2.7935639E+01
    5.7440   2.0812946E+07   4.1547730E+06   5.5410175E-01   2.7936649E+01
    5.7450   2.0814146E+07   4.1551503E+06   5.5421930E-01   2.7937659E+01
    5.7460   2.0815347E+07   4.1555277E+06   5.5433686E-01   2.7938668E+01
    5.7470   2.0816549E+07   4.1559051E+06   5.5445441E-01   2.7939677E+01
    5.7480   2.0817752E+07   4.1562826E+06   5.5457196E-01   2.7940684E+01
    5.7490   2.0818955E+07   4.1566602E+06   5.5468951E-01   2.7941692E+01
    5.7500   2.0820159E+07   4.1570378E+06   5.5480707E-01   2.7942698E+01
    5.7510   2.0821363E+07   4.1574155E+06   5.5492463E-01   2.7943704E+01
    5.7520   2.0822568E+07   4.1577933E+06   5.5504218E-01   2.7944710E+01
    5.7530   2.0823774E+07   4.1581711E+06   5.5515973E-01   2.7945714E+01
    5.7540   2.0824980E+07   4.1585490E+06   5.5527729E-01   2.7946718E+01
    5.7550   2.0826187E+07   4.1589269E+06   5.5539484E-01   2.7947722E+01
    5.7560   2.0827395E+07   4.1593049E+06   5.5551240E-01   2.7948724E+01
    5.7570   2.0828603E+07   4.1596829E+06   5.5562995E-01   2.7949727E+01
    5.7580   2.0829812E+07   4.1600611E+06   5.5574750E-01   2.7950728E+01
    5.7590   2.0831021E+07   4.1604392E+06   5.5586506E-01   2.7951729E+01
    5.7600   2.0832231E+07   4.1608175E+06   5.5598261E-01   2.7952729E+01
    5.7610   2.0833441E+07   4.1611957E+06   5.5610017E-01   2.7953729E+01
    5.7620   2.0834652E+07   4.1615740E+06   5.5621772E-01   2.7954728E+01
    5.7630   2.0835864E+07   4.1619523E+06   5.5633528E-01   2.7955726E+01
    5.7640   2.0837076E+07   4.1623307E+06   5.5645283E-01   2.7956724E+01
    5.7650   2.0838288E+07   4.1627091E+06   5.5657039E-01   2.7957721E+01
    5.7660   2.0839502E+07   4.1630876E+06   5.5668794E-01   2.7958717E+01
    5.7670   2.0840715E+07   4.1634662E+06   5.5680549E-01   2.7959713E+01
    5.7680   2.0841929E+07   4.1638447E+06   5.5692304E-01   2.7960708E+01
    5.7690   2.0843144E+07   4.1642233E+06   5.5704060E-01   2.7961702E+01
    5.7700   2.0844359E+07   4.1646019E+06   5.5715816E-01   2.7962696E+01
    5.7710   2.0845575E+07   4.1649805E+06   5.5727571E-01   2.7963689E+01
    5.7720   2.0846791E+07   4.1653592E+06   5.5739326E-01   2.7964682E+01
    5.7730   2.0848007E+07   4.1657379E+06   5.5751082E-01   2.7965674E+01
    5.7740   2.0849224E+07   4.1661166E+06   5.5762837E-01   2.7966665E+01
    5.7750   2.0850441E+07   4.1664954E+06   5.5774593E-01   2.7967656E+01
    5.7760   2.0851659E+07   4.1668742E+06   5.5786348E-01   2.7968646E+01
    5.7770   2.0852877E+07   4.1672529E+06   5.5798103E-01   2.7969636E+01
    5.7780   2.0854096E+07   4.1676317E+06   5.5809859E-01   2.7970624E+01
    5.7790   2.0855315E+07   4.1680105E+06   5.5821614E-01   2.7971613E+01
    5.7800   2.0856534E+07   4.1683894E+06   5.5833369E-01   2.7972600E+01
    5.7810   2.0857754E+07   4.1687682E+06   5.5845125E-01   2.7973587E+01
    5.7820   2.0858974E+07   4.1691471E+06   5.5856881E-01   2.7974573E+01
    5.7830   2.0860194E+07   4.1695259E+06   5.5868636E-01   2.7975559E+01
    5.7840   2.0861415E+07   4.1699048E+06   5.5880392E-01   2.7976544E+01
    5.7850   2.0862636E+07   4.1702837E+06   5.5892147E-01   2.7977528E+01
    5.7860   2.0863858E+07   4.1706625E+06   5.5903903E-01   2.7978512E+01
    5.7870   2.0865079E+07   4.1710414E+06   5.5915658E-01   2.7979495E+01
    5.7880   2.0866301E+07   4.1714202E+06   5.5927413E-01   2.7980478E+01
    5.7890   2.0867523E+07   4.1717990E+06   5.5939168E-01   2.7981460E+01
    5.7900   2.0868746E+07   4.1721778E+06   5.5950924E-01   2.7982441E+01
    5.7910   2.0869969E+07   4.1725567E+06   5.5962679E-01   2.7983422E+01
    5.7920   2.0871192E+07   4.1729355E+06   5.5974435E-01   2.7984402E+01
    5.7930   2.0872415E+07   4.1733143E+06   5.5986190E-01   2.7985381E+01
    5.7940   2.0873638E+07   4.1736930E+06   5.5997946E-01   2.7986360E+01
    5.7950   2.0874862E+07   4.1740718E+06   5.6009701E-01   2.7987338E+01
    5.7960   2.0876086E+07   4.1744505E+06   5.6021457E-01   2.7988316E+01
    5.7970   2.0877310E+07   4.1748292E+06   5.6033213E-01   2.7989292E+01
    5.7980   2.0878534E+07   4.1752079E+06   5.6044968E-01   2.7990269E+01
    5.7990   2.0879758E+07   4.1755865E+06   5.6056723E-01   2.7991244E+01
    5.8000   2.0880983E+07   4.1759651E+06   5.6068478E-01   2.7992219E+01
    5.8010   2.0882208E+07   4.1763363E+06   5.6079569E-01   2.7993194E+01
    5.8020   2.0883432E+07   4.1767076E+06   5.6090659E-01   2.7994168E+01
    5.8030   2.0884657E+07   4.1770787E+06   5.6101750E-01   2.7995141E+01
    5.8040   2.0885883E+07   4.1774498E+06   5.6112841E-01   2.7996113E+01
    5.8050   2.0887108E+07   4.1778209E+06   5.6123931E-01   2.7997085E+01
    5.8060   2.0888333E+07   4.1781919E+06   5.6135021E-01   2.7998057E+01
    5.8070   2.0889559E+07   4.1785630E+06   5.6146112E-01   2.7999027E+01
    5.8080   2.0890784E+07   4.1789339E+06   5.6157202E-01   2.7999998E+01
    5.8090   2.0892010E+07   4.1793049E+06   5.6168293E-01   2.8000967E+01
    5.8100   2.0893236E+07   4.1796757E+06   5.6179383E-01   2.8001936E+01
    5.8110   2.0894461E+07   4.1800465E+06   5.6190474E-01   2.8002904E+01
    5.8120   2.0895687E+07   4.1804172E+06   5.6201565E-01   2.8003872E+01
    5.8130   2.0896913E+07   4.1807879E+06   5.6212655E-01   2.8004839E+01
    5.8140   2.0898138E+07   4.1811585E+06   5.6223746E-01   2.8005805E+01
    5.8150   2.0899364E+07   4.1815290E+06   5.6234837E-01   2.8006771E+01
    5.8160   2.0900590E+07   4.1818995E+06   5.6245927E-01   2.8007736E+01
    5.8170   2.0901815E+07   4.1822698E+06   5.6257018E-01   2.8008701E+01
    5.8180   2.0903040E+07   4.1826401E+06   5.6268108E-01   2.8009665E+01
    5.8190   2.0904266E+07   4.1830103E+06   5.6279199E-01   2.8010628E+01
    5.8200   2.0905491E+07   4.1833804E+06   5.6290289E-01   2.8011591E+01
    5.8210   2.0906716E+07   4.1837504E+06   5.6301380E-01   2.8012553E+01
    5.8220   2.0907941E+07   4.1841204E+06   5.6312470E-01   2.8013514E+01
    5.8230   2.0909165E+07   4.1844902E+06   5.6323560E-01   2.8014475E+01
    5.8240   2.0910390E+07   4.1848599E+06   5.6334652E-01   2.8015436E+01
    5.8250   2.0911614E+07   4.1852295E+06   5.6345742E-01   2.8016395E+01
    5.8260   2.0912838E+07   4.1855991E+06   5.6356832E-01   2.8017354E+01
    5.8270   2.0914062E+07   4.1859685E+06   5.6367923E-01   2.8018313E+01
    5.8280   2.0915285E+07   4.1863378E+06   5.6379014E-01   2.8019271E+01
    5.8290   2.0916509E+07   4.1867070E+06   5.6390104E-01   2.8020228E+01
    5.8300   2.0917732E+07   4.1870760E+06   5.6401195E-01   2.8021185E+01
    5.8310   2.0918954E+07   4.1874450E+06   5.6412286E-01   2.8022141E+01
    5.8320   2.0920177E+07   4.1878138E+06   5.6423376E-01   2.8023096E+01
    5.8330   2.0921399E+07   4.1881825E+06   5.6434466E-01   2.8024051E+01
    5.8340   2.0922621E+07   4.1885511E+06   5.6445557E-01   2.8025005E+01
    5.8350   2.0923842E+07   4.1889195E+06   5.6456648E-01   2.8025959E+01
    5.8360   2.0925063E+07   4.1892878E+06   5.6467738E-01   2.8026912E+01
    5.8370   2.0926283E+07   4.1896560E+06   5.6478828E-01   2.8027864E+01
    5.8380   2.0927504E+07   4.1900240E+06   5.6489919E-01   2.8028816E+01
    5.8390   2.0928723E+07   4.1903918E+06   5.6501009E-01   2.8029767E+01
    5.8400   2.0929943E+07   4.1907596E+06   5.6512101E-01   2.8030718E+01
    5.8410   2.0931161E+07   4.1911272E+06   5.6523191E-01   2.8031668E+01
    5.8420   2.0932380E+07   4.1914946E+06   5.6534281E-01   2.8032617E+01
    5.8430   2.0933598E+07   4.1918619E+06   5.6545372E-01   2.8033566E+01
    5.8440   2.0934815E+07   4.1922290E+06   5.6556463E-01   2.8034514E+01
    5.8450   2.0936032E+07   4.1925959E+06   5.6567553E-01   2.8035461E+01
    5.8460   2.0937248E+07   4.1929628E+06   5.6578644E-01   2.8036408E+01
    5.8470   2.0938464E+07   4.1933294E+06   5.6589734E-01   2.8037355E+01
    5.8480   2.0939680E+07   4.1936958E+06   5.6600825E-01   2.8038301E+01
    5.8490   2.0940894E+07   4.1940621E+06   5.6611915E-01   2.8039246E+01
    5.8500   2.0942108E+07   4.1944282E+06   5.6623006E-01   2.8040190E+01
    5.8510   2.0943322E+07   4.1947942E+06   5.6634097E-01   2.8041134E+01
    5.8520   2.0944535E+07   4.1951599E+06   5.6645187E-01   2.8042078E+01
    5.8530   2.0945747E+07   4.1955255E+06   5.6656277E-01   2.8043021E+01
    5.8540   2.0946959E+07   4.1958909E+06   5.6667368E-01   2.8043963E+01
    5.8550   2.0948169E+07   4.1962561E+06   5.6678458E-01   2.8044904E+01
    5.8560   2.0949380E+07   4.1966211E+06   5.6689549E-01   2.8045845E+01
    5.8570   2.0950589E+07   4.1969859E+06   5.6700640E-01   2.8046786E+01
    5.8580   2.0951798E+07   4.1973505E+06   5.6711730E-01   2.8047726E+01
    5.8590   2.0953007E+07   4.1977150E+06   5.6722821E-01   2.8048665E+01
    5.8600   2.0954214E+07   4.1980792E+06   5.6733912E-01   2.8049603E+01
    5.8610   2.0955421E+07   4.1984433E+06   5.6745002E-01   2.8050541E+01
    5.8620   2.0956627E+07   4.1988072E+06   5.6756092E-01   2.8051479E+01
    5.8630   2.0957833E+07   4.1991709E+06   5.6767183E-01   2.8052416E+01
    5.8640   2.0959038E+07   4.1995343E+06   5.6778274E-01   2.8053352E+01
    5.8650   2.0960242E+07   4.1998976E+06   5.6789364E-01   2.8054288E+01
    5.8660   2.0961445E+07   4.2002607E+06   5.6800454E-01   2.8055223E+01
    5.8670   2.0962648E+07   4.2006235E+06   5.6811545E-01   2.8056157E+01
    5.8680   2.0963850E+07   4.2009862E+06   5.6822636E-01   2.8057091E+01
    5.8690   2.0965051E+07   4.2013487E+06   5.6833726E-01   2.8058024E+01
    5.8700   2.0966251E+07   4.2017109E+06   5.6844817E-01   2.8058957E+01
    5.8710   2.0967450E+07   4.2020729E+06   5.6855907E-01   2.8059889E+01
    5.8720   2.0968649E+07   4.2024348E+06   5.6866999E-01   2.8060821E+01
    5.8730   2.0969847E+07   4.2027963E+06   5.6878089E-01   2.8061751E+01
    5.8740   2.0971043E+07   4.2031577E+06   5.6889179E-01   2.8062682E+01
    5.8750   2.0972239E+07   4.2035188E+06   5.6900269E-01   2.8063612E+01
