
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 24-Apr-2025 at 17:56:06.

 
 
 
      Time        FAIRTEN1       LINE1NBFX         ROD1SUB      LINE1N15PX
       (s)             (N)             (N)          (frac)             (m)
    1.5250   6.8636917E+06   1.3496498E+06   5.9200194E-01   7.7254230E+00
    1.5260   6.8707289E+06   1.3510031E+06   5.9191098E-01   7.7323749E+00
    1.5270   6.8776181E+06   1.3523307E+06   5.9182003E-01   7.7393279E+00
    1.5280   6.8843612E+06   1.3536330E+06   5.9172906E-01   7.7462820E+00
    1.5290   6.8909601E+06   1.3549101E+06   5.9163810E-01   7.7532370E+00
    1.5300   6.8974171E+06   1.3561625E+06   5.9154714E-01   7.7601931E+00
    1.5310   6.9037341E+06   1.3573905E+06   5.9145617E-01   7.7671502E+00
    1.5320   6.9099132E+06   1.3585943E+06   5.9136522E-01   7.7741083E+00
    1.5330   6.9159567E+06   1.3597745E+06   5.9127426E-01   7.7810675E+00
    1.5340   6.9218667E+06   1.3609312E+06   5.9118329E-01   7.7880276E+00
    1.5350   6.9276454E+06   1.3620649E+06   5.9109234E-01   7.7949888E+00
    1.5360   6.9332950E+06   1.3631759E+06   5.9100137E-01   7.8019511E+00
    1.5370   6.9388177E+06   1.3642646E+06   5.9091041E-01   7.8089143E+00
    1.5380   6.9442157E+06   1.3653313E+06   5.9081945E-01   7.8158785E+00
    1.5390   6.9494914E+06   1.3663764E+06   5.9072849E-01   7.8228438E+00
    1.5400   6.9546468E+06   1.3674002E+06   5.9063753E-01   7.8298101E+00
    1.5410   6.9596844E+06   1.3684031E+06   5.9054657E-01   7.8367774E+00
    1.5420   6.9646063E+06   1.3693855E+06   5.9045560E-01   7.8437457E+00
    1.5430   6.9694149E+06   1.3703478E+06   5.9036465E-01   7.8507151E+00
    1.5440   6.9741124E+06   1.3712903E+06   5.9027369E-01   7.8576854E+00
    1.5450   6.9787010E+06   1.3722134E+06   5.9018272E-01   7.8646568E+00
    1.5460   6.9831830E+06   1.3731175E+06   5.9009176E-01   7.8716291E+00
    1.5470   6.9875607E+06   1.3740028E+06   5.9000080E-01   7.8786025E+00
    1.5480   6.9918363E+06   1.3748699E+06   5.8990984E-01   7.8855769E+00
    1.5490   6.9960119E+06   1.3757190E+06   5.8981888E-01   7.8925523E+00
    1.5500   7.0000900E+06   1.3765505E+06   5.8972791E-01   7.8995287E+00
    1.5510   7.0040726E+06   1.3773649E+06   5.8963696E-01   7.9065061E+00
    1.5520   7.0079619E+06   1.3781623E+06   5.8954599E-01   7.9134845E+00
    1.5530   7.0117601E+06   1.3789433E+06   5.8945503E-01   7.9204640E+00
    1.5540   7.0154694E+06   1.3797082E+06   5.8936408E-01   7.9274444E+00
    1.5550   7.0190919E+06   1.3804573E+06   5.8927311E-01   7.9344258E+00
    1.5560   7.0226298E+06   1.3811909E+06   5.8918215E-01   7.9414082E+00
    1.5570   7.0260851E+06   1.3819095E+06   5.8909119E-01   7.9483917E+00
    1.5580   7.0294599E+06   1.3826133E+06   5.8900023E-01   7.9553761E+00
    1.5590   7.0327564E+06   1.3833028E+06   5.8890927E-01   7.9623615E+00
    1.5600   7.0359764E+06   1.3839782E+06   5.8881831E-01   7.9693479E+00
    1.5610   7.0391220E+06   1.3846399E+06   5.8872734E-01   7.9763354E+00
    1.5620   7.0421952E+06   1.3852882E+06   5.8863639E-01   7.9833238E+00
    1.5630   7.0451980E+06   1.3859235E+06   5.8854542E-01   7.9903132E+00
    1.5640   7.0481323E+06   1.3865460E+06   5.8845446E-01   7.9973036E+00
    1.5650   7.0510000E+06   1.3871561E+06   5.8836350E-01   8.0042950E+00
    1.5660   7.0538030E+06   1.3877541E+06   5.8827254E-01   8.0112874E+00
    1.5670   7.0565431E+06   1.3883404E+06   5.8818158E-01   8.0182808E+00
    1.5680   7.0592222E+06   1.3889152E+06   5.8809062E-01   8.0252751E+00
    1.5690   7.0618420E+06   1.3894788E+06   5.8799966E-01   8.0322705E+00
    1.5700   7.0644044E+06   1.3900316E+06   5.8790870E-01   8.0392668E+00
    1.5710   7.0669110E+06   1.3905737E+06   5.8781774E-01   8.0462642E+00
    1.5720   7.0693636E+06   1.3911056E+06   5.8772678E-01   8.0532625E+00
    1.5730   7.0717637E+06   1.3916275E+06   5.8763582E-01   8.0602618E+00
    1.5740   7.0741132E+06   1.3921397E+06   5.8754486E-01   8.0672621E+00
    1.5750   7.0764136E+06   1.3926424E+06   5.8745390E-01   8.0742634E+00
    1.5760   7.0786664E+06   1.3931359E+06   5.8736293E-01   8.0812656E+00
    1.5770   7.0808733E+06   1.3936205E+06   5.8727196E-01   8.0882688E+00
    1.5780   7.0830357E+06   1.3940965E+06   5.8718100E-01   8.0952730E+00
    1.5790   7.0851553E+06   1.3945641E+06   5.8709004E-01   8.1022782E+00
    1.5800   7.0872333E+06   1.3950235E+06   5.8699908E-01   8.1092844E+00
    1.5810   7.0892713E+06   1.3954751E+06   5.8690813E-01   8.1162915E+00
    1.5820   7.0912706E+06   1.3959190E+06   5.8681716E-01   8.1232997E+00
    1.5830   7.0932327E+06   1.3963555E+06   5.8672621E-01   8.1303088E+00
    1.5840   7.0951588E+06   1.3967848E+06   5.8663524E-01   8.1373188E+00
    1.5850   7.0970504E+06   1.3972072E+06   5.8654429E-01   8.1443299E+00
    1.5860   7.0989086E+06   1.3976227E+06   5.8645332E-01   8.1513419E+00
    1.5870   7.1007348E+06   1.3980318E+06   5.8636236E-01   8.1583548E+00
    1.5880   7.1025301E+06   1.3984346E+06   5.8627140E-01   8.1653688E+00
    1.5890   7.1042958E+06   1.3988313E+06   5.8618044E-01   8.1723837E+00
    1.5900   7.1060330E+06   1.3992221E+06   5.8608947E-01   8.1793996E+00
    1.5910   7.1077428E+06   1.3996072E+06   5.8599851E-01   8.1864164E+00
    1.5920   7.1094265E+06   1.3999868E+06   5.8590755E-01   8.1934342E+00
    1.5930   7.1110850E+06   1.4003611E+06   5.8581659E-01   8.2004530E+00
    1.5940   7.1127195E+06   1.4007303E+06   5.8572563E-01   8.2074727E+00
    1.5950   7.1143309E+06   1.4010945E+06   5.8563467E-01   8.2144934E+00
    1.5960   7.1159203E+06   1.4014540E+06   5.8554371E-01   8.2215151E+00
    1.5970   7.1174886E+06   1.4018089E+06   5.8545275E-01   8.2285377E+00
    1.5980   7.1190368E+06   1.4021594E+06   5.8536179E-01   8.2355613E+00
    1.5990   7.1205659E+06   1.4025056E+06   5.8527083E-01   8.2425858E+00
    1.6000   7.1220766E+06   1.4028477E+06   5.8517987E-01   8.2496113E+00
    1.6010   7.1235597E+06   1.4031785E+06   5.8507957E-01   8.2566377E+00
    1.6020   7.1250261E+06   1.4035054E+06   5.8497928E-01   8.2636651E+00
    1.6030   7.1264767E+06   1.4038288E+06   5.8487899E-01   8.2706935E+00
    1.6040   7.1279124E+06   1.4041486E+06   5.8477870E-01   8.2777228E+00
    1.6050   7.1293338E+06   1.4044650E+06   5.8467839E-01   8.2847530E+00
    1.6060   7.1307419E+06   1.4047783E+06   5.8457810E-01   8.2917842E+00
    1.6070   7.1321373E+06   1.4050884E+06   5.8447781E-01   8.2988163E+00
    1.6080   7.1335207E+06   1.4053956E+06   5.8437752E-01   8.3058494E+00
    1.6090   7.1348929E+06   1.4056999E+06   5.8427722E-01   8.3128834E+00
    1.6100   7.1362545E+06   1.4060015E+06   5.8417693E-01   8.3199184E+00
    1.6110   7.1376062E+06   1.4063006E+06   5.8407664E-01   8.3269543E+00
    1.6120   7.1389486E+06   1.4065972E+06   5.8397635E-01   8.3339912E+00
    1.6130   7.1402823E+06   1.4068914E+06   5.8387605E-01   8.3410290E+00
    1.6140   7.1416080E+06   1.4071834E+06   5.8377576E-01   8.3480677E+00
    1.6150   7.1429262E+06   1.4074732E+06   5.8367547E-01   8.3551074E+00
    1.6160   7.1442375E+06   1.4077610E+06   5.8357518E-01   8.3621480E+00
    1.6170   7.1455423E+06   1.4080469E+06   5.8347488E-01   8.3691895E+00
    1.6180   7.1468413E+06   1.4083309E+06   5.8337458E-01   8.3762320E+00
    1.6190   7.1481350E+06   1.4086131E+06   5.8327429E-01   8.3832754E+00
    1.6200   7.1494238E+06   1.4088938E+06   5.8317400E-01   8.3903197E+00
    1.6210   7.1507082E+06   1.4091728E+06   5.8307370E-01   8.3973650E+00
    1.6220   7.1519887E+06   1.4094503E+06   5.8297341E-01   8.4044112E+00
    1.6230   7.1532657E+06   1.4097265E+06   5.8287311E-01   8.4114583E+00
    1.6240   7.1545396E+06   1.4100014E+06   5.8277282E-01   8.4185064E+00
    1.6250   7.1558109E+06   1.4102750E+06   5.8267254E-01   8.4255554E+00
    1.6260   7.1570799E+06   1.4105475E+06   5.8257224E-01   8.4326053E+00
    1.6270   7.1583471E+06   1.4108189E+06   5.8247194E-01   8.4396561E+00
    1.6280   7.1596128E+06   1.4110893E+06   5.8237165E-01   8.4467078E+00
    1.6290   7.1608773E+06   1.4113587E+06   5.8227136E-01   8.4537605E+00
    1.6300   7.1621410E+06   1.4116273E+06   5.8217106E-01   8.4608141E+00
    1.6310   7.1634043E+06   1.4118950E+06   5.8207077E-01   8.4678686E+00
    1.6320   7.1646675E+06   1.4121621E+06   5.8197048E-01   8.4749240E+00
    1.6330   7.1659308E+06   1.4124284E+06   5.8187019E-01   8.4819804E+00
    1.6340   7.1671945E+06   1.4126941E+06   5.8176988E-01   8.4890376E+00
    1.6350   7.1684590E+06   1.4129592E+06   5.8166959E-01   8.4960958E+00
    1.6360   7.1697245E+06   1.4132239E+06   5.8156930E-01   8.5031548E+00
    1.6370   7.1709914E+06   1.4134880E+06   5.8146901E-01   8.5102148E+00
    1.6380   7.1722597E+06   1.4137518E+06   5.8136871E-01   8.5172757E+00
    1.6390   7.1735298E+06   1.4140152E+06   5.8126842E-01   8.5243375E+00
    1.6400   7.1748019E+06   1.4142783E+06   5.8116813E-01   8.5314002E+00
    1.6410   7.1760763E+06   1.4145412E+06   5.8106784E-01   8.5384639E+00
    1.6420   7.1773531E+06   1.4148038E+06   5.8096755E-01   8.5455284E+00
    1.6430   7.1786326E+06   1.4150662E+06   5.8086725E-01   8.5525938E+00
    1.6440   7.1799149E+06   1.4153286E+06   5.8076695E-01   8.5596601E+00
    1.6450   7.1812002E+06   1.4155908E+06   5.8066666E-01   8.5667273E+00
    1.6460   7.1824888E+06   1.4158530E+06   5.8056637E-01   8.5737955E+00
    1.6470   7.1837807E+06   1.4161152E+06   5.8046607E-01   8.5808645E+00
    1.6480   7.1850762E+06   1.4163774E+06   5.8036578E-01   8.5879344E+00
    1.6490   7.1863755E+06   1.4166396E+06   5.8026549E-01   8.5950052E+00
    1.6500   7.1876785E+06   1.4169020E+06   5.8016520E-01   8.6020769E+00
    1.6510   7.1889856E+06   1.4171645E+06   5.8006490E-01   8.6091495E+00
    1.6520   7.1902969E+06   1.4174272E+06   5.7996460E-01   8.6162230E+00
    1.6530   7.1916124E+06   1.4176900E+06   5.7986431E-01   8.6232974E+00
    1.6540   7.1929323E+06   1.4179531E+06   5.7976402E-01   8.6303727E+00
    1.6550   7.1942567E+06   1.4182164E+06   5.7966373E-01   8.6374488E+00
    1.6560   7.1955858E+06   1.4184800E+06   5.7956344E-01   8.6445259E+00
    1.6570   7.1969195E+06   1.4187439E+06   5.7946314E-01   8.6516038E+00
    1.6580   7.1982582E+06   1.4190081E+06   5.7936285E-01   8.6586826E+00
    1.6590   7.1996017E+06   1.4192727E+06   5.7926255E-01   8.6657624E+00
    1.6600   7.2009503E+06   1.4195377E+06   5.7916226E-01   8.6728429E+00
    1.6610   7.2023040E+06   1.4198031E+06   5.7906197E-01   8.6799244E+00
    1.6620   7.2036629E+06   1.4200689E+06   5.7896167E-01   8.6870068E+00
    1.6630   7.2050270E+06   1.4203351E+06   5.7886138E-01   8.6940900E+00
    1.6640   7.2063965E+06   1.4206018E+06   5.7876109E-01   8.7011741E+00
    1.6650   7.2077714E+06   1.4208690E+06   5.7866079E-01   8.7082591E+00
    1.6660   7.2091517E+06   1.4211367E+06   5.7856050E-01   8.7153449E+00
    1.6670   7.2105376E+06   1.4214049E+06   5.7846020E-01   8.7224316E+00
    1.6680   7.2119291E+06   1.4216737E+06   5.7835991E-01   8.7295192E+00
    1.6690   7.2133262E+06   1.4219430E+06   5.7825962E-01   8.7366077E+00
    1.6700   7.2147290E+06   1.4222129E+06   5.7815933E-01   8.7436971E+00
    1.6710   7.2161376E+06   1.4224834E+06   5.7805904E-01   8.7507873E+00
    1.6720   7.2175519E+06   1.4227545E+06   5.7795874E-01   8.7578783E+00
    1.6730   7.2189720E+06   1.4230262E+06   5.7785845E-01   8.7649703E+00
    1.6740   7.2203980E+06   1.4232985E+06   5.7775816E-01   8.7720631E+00
    1.6750   7.2218299E+06   1.4235715E+06   5.7765785E-01   8.7791568E+00
    1.6760   7.2232676E+06   1.4238451E+06   5.7755756E-01   8.7862513E+00
    1.6770   7.2247113E+06   1.4241194E+06   5.7745727E-01   8.7933467E+00
    1.6780   7.2261610E+06   1.4243944E+06   5.7735698E-01   8.8004430E+00
    1.6790   7.2276167E+06   1.4246702E+06   5.7725669E-01   8.8075401E+00
    1.6800   7.2290784E+06   1.4249466E+06   5.7715639E-01   8.8146381E+00
    1.6810   7.2305461E+06   1.4252237E+06   5.7705610E-01   8.8217369E+00
    1.6820   7.2320198E+06   1.4255015E+06   5.7695581E-01   8.8288366E+00
    1.6830   7.2334996E+06   1.4257801E+06   5.7685552E-01   8.8359372E+00
    1.6840   7.2349855E+06   1.4260595E+06   5.7675523E-01   8.8430386E+00
    1.6850   7.2364774E+06   1.4263396E+06   5.7665492E-01   8.8501408E+00
    1.6860   7.2379754E+06   1.4266204E+06   5.7655463E-01   8.8572439E+00
    1.6870   7.2394795E+06   1.4269020E+06   5.7645434E-01   8.8643479E+00
    1.6880   7.2409898E+06   1.4271844E+06   5.7635404E-01   8.8714527E+00
    1.6890   7.2425061E+06   1.4274676E+06   5.7625375E-01   8.8785584E+00
    1.6900   7.2440285E+06   1.4277516E+06   5.7615346E-01   8.8856649E+00
    1.6910   7.2455570E+06   1.4280364E+06   5.7605317E-01   8.8927722E+00
    1.6920   7.2470916E+06   1.4283220E+06   5.7595287E-01   8.8998804E+00
    1.6930   7.2486322E+06   1.4286084E+06   5.7585258E-01   8.9069894E+00
    1.6940   7.2501790E+06   1.4288957E+06   5.7575229E-01   8.9140993E+00
    1.6950   7.2517319E+06   1.4291837E+06   5.7565200E-01   8.9212100E+00
    1.6960   7.2532908E+06   1.4294726E+06   5.7555170E-01   8.9283216E+00
    1.6970   7.2548558E+06   1.4297623E+06   5.7545140E-01   8.9354340E+00
    1.6980   7.2564269E+06   1.4300529E+06   5.7535111E-01   8.9425473E+00
    1.6990   7.2580040E+06   1.4303443E+06   5.7525082E-01   8.9496613E+00
    1.7000   7.2595872E+06   1.4306366E+06   5.7515053E-01   8.9567763E+00
    1.7010   7.2611651E+06   1.4309233E+06   5.7504200E-01   8.9638920E+00
    1.7020   7.2627488E+06   1.4312108E+06   5.7493348E-01   8.9710086E+00
    1.7030   7.2643386E+06   1.4314992E+06   5.7482495E-01   8.9781260E+00
    1.7040   7.2659342E+06   1.4317884E+06   5.7471642E-01   8.9852443E+00
    1.7050   7.2675357E+06   1.4320785E+06   5.7460789E-01   8.9923633E+00
    1.7060   7.2691432E+06   1.4323695E+06   5.7449936E-01   8.9994832E+00
    1.7070   7.2707566E+06   1.4326614E+06   5.7439083E-01   9.0066040E+00
    1.7080   7.2723758E+06   1.4329540E+06   5.7428231E-01   9.0137255E+00
    1.7090   7.2740009E+06   1.4332477E+06   5.7417378E-01   9.0208479E+00
    1.7100   7.2756319E+06   1.4335422E+06   5.7406525E-01   9.0279712E+00
    1.7110   7.2772688E+06   1.4338376E+06   5.7395673E-01   9.0350952E+00
    1.7120   7.2789115E+06   1.4341339E+06   5.7384820E-01   9.0422201E+00
    1.7130   7.2805600E+06   1.4344311E+06   5.7373967E-01   9.0493457E+00
    1.7140   7.2822143E+06   1.4347292E+06   5.7363115E-01   9.0564723E+00
    1.7150   7.2838745E+06   1.4350283E+06   5.7352262E-01   9.0635996E+00
    1.7160   7.2855404E+06   1.4353282E+06   5.7341409E-01   9.0707277E+00
    1.7170   7.2872121E+06   1.4356290E+06   5.7330557E-01   9.0778567E+00
    1.7180   7.2888896E+06   1.4359308E+06   5.7319704E-01   9.0849865E+00
    1.7190   7.2905729E+06   1.4362335E+06   5.7308851E-01   9.0921171E+00
    1.7200   7.2922618E+06   1.4365371E+06   5.7297999E-01   9.0992485E+00
    1.7210   7.2939565E+06   1.4368416E+06   5.7287146E-01   9.1063807E+00
    1.7220   7.2956569E+06   1.4371471E+06   5.7276293E-01   9.1135138E+00
    1.7230   7.2973630E+06   1.4374536E+06   5.7265440E-01   9.1206476E+00
    1.7240   7.2990748E+06   1.4377609E+06   5.7254587E-01   9.1277823E+00
    1.7250   7.3007923E+06   1.4380693E+06   5.7243735E-01   9.1349178E+00
    1.7260   7.3025154E+06   1.4383785E+06   5.7232882E-01   9.1420540E+00
    1.7270   7.3042443E+06   1.4386888E+06   5.7222029E-01   9.1491911E+00
    1.7280   7.3059787E+06   1.4389999E+06   5.7211177E-01   9.1563290E+00
    1.7290   7.3077188E+06   1.4393121E+06   5.7200325E-01   9.1634677E+00
    1.7300   7.3094645E+06   1.4396251E+06   5.7189471E-01   9.1706072E+00
    1.7310   7.3112159E+06   1.4399392E+06   5.7178619E-01   9.1777475E+00
    1.7320   7.3129729E+06   1.4402542E+06   5.7167766E-01   9.1848887E+00
    1.7330   7.3147355E+06   1.4405702E+06   5.7156913E-01   9.1920306E+00
    1.7340   7.3165037E+06   1.4408872E+06   5.7146060E-01   9.1991733E+00
    1.7350   7.3182775E+06   1.4412052E+06   5.7135208E-01   9.2063168E+00
    1.7360   7.3200569E+06   1.4415242E+06   5.7124355E-01   9.2134611E+00
    1.7370   7.3218419E+06   1.4418441E+06   5.7113503E-01   9.2206062E+00
    1.7380   7.3236326E+06   1.4421651E+06   5.7102650E-01   9.2277521E+00
    1.7390   7.3254288E+06   1.4424871E+06   5.7091797E-01   9.2348988E+00
    1.7400   7.3272307E+06   1.4428101E+06   5.7080945E-01   9.2420463E+00
    1.7410   7.3290381E+06   1.4431341E+06   5.7070092E-01   9.2491946E+00
    1.7420   7.3308512E+06   1.4434591E+06   5.7059239E-01   9.2563437E+00
    1.7430   7.3326700E+06   1.4437851E+06   5.7048386E-01   9.2634936E+00
    1.7440   7.3344944E+06   1.4441122E+06   5.7037534E-01   9.2706442E+00
    1.7450   7.3363244E+06   1.4444403E+06   5.7026681E-01   9.2777957E+00
    1.7460   7.3381601E+06   1.4447695E+06   5.7015828E-01   9.2849479E+00
    1.7470   7.3400015E+06   1.4450997E+06   5.7004975E-01   9.2921010E+00
    1.7480   7.3418486E+06   1.4454310E+06   5.6994122E-01   9.2992548E+00
    1.7490   7.3437014E+06   1.4457634E+06   5.6983270E-01   9.3064094E+00
    1.7500   7.3455600E+06   1.4460968E+06   5.6972417E-01   9.3135648E+00
    1.7510   7.3474243E+06   1.4464314E+06   5.6961564E-01   9.3207209E+00
    1.7520   7.3492945E+06   1.4467670E+06   5.6950712E-01   9.3278779E+00
    1.7530   7.3511704E+06   1.4471037E+06   5.6939859E-01   9.3350356E+00
    1.7540   7.3530522E+06   1.4474416E+06   5.6929007E-01   9.3421941E+00
    1.7550   7.3549399E+06   1.4477806E+06   5.6918154E-01   9.3493534E+00
    1.7560   7.3568335E+06   1.4481207E+06   5.6907301E-01   9.3565135E+00
    1.7570   7.3587331E+06   1.4484619E+06   5.6896448E-01   9.3636743E+00
    1.7580   7.3606387E+06   1.4488043E+06   5.6885595E-01   9.3708360E+00
    1.7590   7.3625503E+06   1.4491479E+06   5.6874743E-01   9.3779984E+00
    1.7600   7.3644680E+06   1.4494927E+06   5.6863890E-01   9.3851615E+00
    1.7610   7.3663918E+06   1.4498386E+06   5.6853037E-01   9.3923255E+00
    1.7620   7.3683219E+06   1.4501858E+06   5.6842185E-01   9.3994902E+00
    1.7630   7.3702582E+06   1.4505342E+06   5.6831332E-01   9.4066557E+00
    1.7640   7.3722008E+06   1.4508838E+06   5.6820480E-01   9.4138220E+00
    1.7650   7.3741497E+06   1.4512346E+06   5.6809627E-01   9.4209890E+00
    1.7660   7.3761051E+06   1.4515868E+06   5.6798774E-01   9.4281568E+00
    1.7670   7.3780671E+06   1.4519402E+06   5.6787921E-01   9.4353254E+00
    1.7680   7.3800355E+06   1.4522949E+06   5.6777068E-01   9.4424947E+00
    1.7690   7.3820107E+06   1.4526509E+06   5.6766216E-01   9.4496648E+00
    1.7700   7.3839926E+06   1.4530082E+06   5.6755363E-01   9.4568357E+00
    1.7710   7.3859812E+06   1.4533669E+06   5.6744511E-01   9.4640073E+00
    1.7720   7.3879768E+06   1.4537270E+06   5.6733658E-01   9.4711797E+00
    1.7730   7.3899794E+06   1.4540884E+06   5.6722805E-01   9.4783528E+00
    1.7740   7.3919891E+06   1.4544512E+06   5.6711953E-01   9.4855267E+00
    1.7750   7.3940059E+06   1.4548155E+06   5.6701100E-01   9.4927014E+00
    1.7760   7.3960300E+06   1.4551812E+06   5.6690247E-01   9.4998768E+00
    1.7770   7.3980615E+06   1.4555484E+06   5.6679394E-01   9.5070530E+00
    1.7780   7.4001006E+06   1.4559170E+06   5.6668541E-01   9.5142300E+00
    1.7790   7.4021472E+06   1.4562872E+06   5.6657689E-01   9.5214077E+00
    1.7800   7.4042016E+06   1.4566589E+06   5.6646836E-01   9.5285861E+00
    1.7810   7.4062639E+06   1.4570322E+06   5.6635983E-01   9.5357653E+00
    1.7820   7.4083341E+06   1.4574070E+06   5.6625131E-01   9.5429453E+00
    1.7830   7.4104125E+06   1.4577835E+06   5.6614278E-01   9.5501260E+00
    1.7840   7.4124992E+06   1.4581616E+06   5.6603426E-01   9.5573075E+00
    1.7850   7.4145942E+06   1.4585414E+06   5.6592573E-01   9.5644897E+00
    1.7860   7.4166978E+06   1.4589228E+06   5.6581720E-01   9.5716726E+00
    1.7870   7.4188101E+06   1.4593060E+06   5.6570867E-01   9.5788563E+00
    1.7880   7.4209313E+06   1.4596910E+06   5.6560014E-01   9.5860408E+00
    1.7890   7.4230616E+06   1.4600777E+06   5.6549162E-01   9.5932260E+00
    1.7900   7.4252010E+06   1.4604662E+06   5.6538309E-01   9.6004119E+00
    1.7910   7.4273498E+06   1.4608566E+06   5.6527456E-01   9.6075986E+00
    1.7920   7.4295082E+06   1.4612489E+06   5.6516603E-01   9.6147860E+00
    1.7930   7.4316763E+06   1.4616431E+06   5.6505750E-01   9.6219742E+00
    1.7940   7.4338543E+06   1.4620392E+06   5.6494898E-01   9.6291631E+00
    1.7950   7.4360424E+06   1.4624374E+06   5.6484045E-01   9.6363528E+00
    1.7960   7.4382409E+06   1.4628376E+06   5.6473193E-01   9.6435432E+00
    1.7970   7.4404499E+06   1.4632398E+06   5.6462340E-01   9.6507343E+00
    1.7980   7.4426696E+06   1.4636442E+06   5.6451488E-01   9.6579261E+00
    1.7990   7.4449003E+06   1.4640506E+06   5.6440635E-01   9.6651187E+00
    1.8000   7.4471422E+06   1.4644593E+06   5.6429782E-01   9.6723121E+00
    1.8010   7.4493833E+06   1.4648647E+06   5.6418225E-01   9.6795061E+00
    1.8020   7.4516359E+06   1.4652723E+06   5.6406668E-01   9.6867009E+00
    1.8030   7.4539004E+06   1.4656823E+06   5.6395110E-01   9.6938965E+00
    1.8040   7.4561768E+06   1.4660946E+06   5.6383553E-01   9.7010927E+00
    1.8050   7.4584657E+06   1.4665093E+06   5.6371996E-01   9.7082897E+00
    1.8060   7.4607670E+06   1.4669264E+06   5.6360439E-01   9.7154874E+00
    1.8070   7.4630813E+06   1.4673460E+06   5.6348882E-01   9.7226859E+00
    1.8080   7.4654086E+06   1.4677682E+06   5.6337324E-01   9.7298850E+00
    1.8090   7.4677494E+06   1.4681929E+06   5.6325767E-01   9.7370849E+00
    1.8100   7.4701039E+06   1.4686203E+06   5.6314210E-01   9.7442856E+00
    1.8110   7.4724724E+06   1.4690505E+06   5.6302654E-01   9.7514869E+00
    1.8120   7.4748551E+06   1.4694833E+06   5.6291096E-01   9.7586890E+00
    1.8130   7.4772524E+06   1.4699190E+06   5.6279539E-01   9.7658918E+00
    1.8140   7.4796647E+06   1.4703575E+06   5.6267982E-01   9.7730953E+00
    1.8150   7.4820921E+06   1.4707989E+06   5.6256425E-01   9.7802995E+00
    1.8160   7.4845351E+06   1.4712433E+06   5.6244867E-01   9.7875044E+00
    1.8170   7.4869939E+06   1.4716907E+06   5.6233310E-01   9.7947101E+00
    1.8180   7.4894690E+06   1.4721413E+06   5.6221753E-01   9.8019165E+00
    1.8190   7.4919606E+06   1.4725950E+06   5.6210196E-01   9.8091236E+00
    1.8200   7.4944690E+06   1.4730519E+06   5.6198639E-01   9.8163314E+00
    1.8210   7.4969947E+06   1.4735120E+06   5.6187081E-01   9.8235399E+00
    1.8220   7.4995380E+06   1.4739755E+06   5.6175524E-01   9.8307492E+00
    1.8230   7.5020992E+06   1.4744425E+06   5.6163967E-01   9.8379591E+00
    1.8240   7.5046788E+06   1.4749129E+06   5.6152410E-01   9.8451698E+00
    1.8250   7.5072771E+06   1.4753868E+06   5.6140853E-01   9.8523812E+00
    1.8260   7.5098944E+06   1.4758644E+06   5.6129296E-01   9.8595932E+00
    1.8270   7.5125312E+06   1.4763456E+06   5.6117738E-01   9.8668060E+00
    1.8280   7.5151879E+06   1.4768305E+06   5.6106182E-01   9.8740195E+00
    1.8290   7.5178648E+06   1.4773193E+06   5.6094624E-01   9.8812337E+00
    1.8300   7.5205624E+06   1.4778120E+06   5.6083066E-01   9.8884486E+00
    1.8310   7.5232810E+06   1.4783086E+06   5.6071510E-01   9.8956642E+00
    1.8320   7.5260211E+06   1.4788092E+06   5.6059952E-01   9.9028806E+00
    1.8330   7.5287831E+06   1.4793140E+06   5.6048396E-01   9.9100976E+00
    1.8340   7.5315674E+06   1.4798228E+06   5.6036838E-01   9.9173153E+00
    1.8350   7.5343744E+06   1.4803360E+06   5.6025281E-01   9.9245337E+00
    1.8360   7.5372047E+06   1.4808536E+06   5.6013724E-01   9.9317528E+00
    1.8370   7.5400585E+06   1.4813754E+06   5.6002167E-01   9.9389727E+00
    1.8380   7.5429364E+06   1.4819018E+06   5.5990610E-01   9.9461932E+00
    1.8390   7.5458389E+06   1.4824328E+06   5.5979053E-01   9.9534144E+00
    1.8400   7.5487662E+06   1.4829685E+06   5.5967495E-01   9.9606363E+00
    1.8410   7.5517190E+06   1.4835088E+06   5.5955938E-01   9.9678589E+00
    1.8420   7.5546977E+06   1.4840539E+06   5.5944381E-01   9.9750822E+00
    1.8430   7.5577027E+06   1.4846039E+06   5.5932824E-01   9.9823062E+00
    1.8440   7.5607345E+06   1.4851589E+06   5.5921267E-01   9.9895309E+00
    1.8450   7.5637936E+06   1.4857190E+06   5.5909709E-01   9.9967562E+00
    1.8460   7.5668804E+06   1.4862842E+06   5.5898153E-01   1.0003982E+01
    1.8470   7.5699955E+06   1.4868545E+06   5.5886595E-01   1.0011209E+01
    1.8480   7.5731393E+06   1.4874302E+06   5.5875038E-01   1.0018436E+01
    1.8490   7.5763123E+06   1.4880113E+06   5.5863481E-01   1.0025665E+01
    1.8500   7.5795149E+06   1.4885979E+06   5.5851923E-01   1.0032893E+01
    1.8510   7.5827478E+06   1.4891900E+06   5.5840366E-01   1.0040123E+01
    1.8520   7.5860113E+06   1.4897878E+06   5.5828809E-01   1.0047353E+01
    1.8530   7.5893059E+06   1.4903913E+06   5.5817252E-01   1.0054584E+01
    1.8540   7.5926323E+06   1.4910007E+06   5.5805695E-01   1.0061816E+01
