
These predictions were generated by SubDyn on 08-Jun-2026 at 17:07:19.




    Time	  IntfRDYss	   M1N1FKze	   M1N2FKze	   M1N3FKze	   M2N1FKze	   M2N2FKze	   M2N3FKze	   M1N1FKye	   M1N2FKye	   M1N3FKye	   M2N1FKye	   M2N2FKye	   M2N3FKye	   M1N1MKxe	   M1N2MKxe	   M1N3MKxe	   M2N1MKxe	   M2N2MKxe	   M2N3MKxe
   63.9400	-1.1160E+00	-1.0835E+06	-8.1706E+05	-5.5058E+05	-5.5058E+05	-2.8410E+05	-1.7619E+04	 5.2989E+05	 3.9957E+05	 2.6925E+05	 2.6925E+05	 1.3893E+05	 8.6164E+03	-2.7011E+06	-1.5393E+06	-7.0328E+05	-7.0328E+05	-1.9305E+05	-8.6162E+03
   63.9500	-1.1161E+00	-1.0836E+06	-8.1713E+05	-5.5063E+05	-5.5063E+05	-2.8413E+05	-1.7621E+04	 5.2970E+05	 3.9943E+05	 2.6915E+05	 2.6916E+05	 1.3888E+05	 8.6132E+03	-2.7002E+06	-1.5388E+06	-7.0303E+05	-7.0303E+05	-1.9298E+05	-8.6127E+03
   63.9600	-1.1163E+00	-1.0837E+06	-8.1720E+05	-5.5068E+05	-5.5068E+05	-2.8415E+05	-1.7622E+04	 5.2951E+05	 3.9928E+05	 2.6906E+05	 2.6906E+05	 1.3883E+05	 8.6099E+03	-2.6992E+06	-1.5382E+06	-7.0278E+05	-7.0278E+05	-1.9292E+05	-8.6106E+03
   63.9700	-1.1165E+00	-1.0838E+06	-8.1727E+05	-5.5072E+05	-5.5072E+05	-2.8417E+05	-1.7624E+04	 5.2932E+05	 3.9914E+05	 2.6896E+05	 2.6896E+05	 1.3878E+05	 8.6073E+03	-2.6982E+06	-1.5377E+06	-7.0253E+05	-7.0253E+05	-1.9285E+05	-8.6070E+03
   63.9800	-1.1167E+00	-1.0839E+06	-8.1734E+05	-5.5077E+05	-5.5077E+05	-2.8420E+05	-1.7625E+04	 5.2913E+05	 3.9900E+05	 2.6887E+05	 2.6887E+05	 1.3874E+05	 8.6041E+03	-2.6973E+06	-1.5371E+06	-7.0228E+05	-7.0228E+05	-1.9278E+05	-8.6036E+03
   63.9900	-1.1168E+00	-1.0840E+06	-8.1741E+05	-5.5082E+05	-5.5082E+05	-2.8422E+05	-1.7627E+04	 5.2894E+05	 3.9886E+05	 2.6877E+05	 2.6877E+05	 1.3869E+05	 8.6012E+03	-2.6963E+06	-1.5366E+06	-7.0203E+05	-7.0203E+05	-1.9271E+05	-8.6010E+03
   64.0000	-1.1170E+00	-1.0841E+06	-8.1748E+05	-5.5086E+05	-5.5086E+05	-2.8425E+05	-1.7628E+04	 5.2875E+05	 3.9871E+05	 2.6867E+05	 2.6867E+05	 1.3864E+05	 8.5980E+03	-2.6953E+06	-1.5360E+06	-7.0178E+05	-7.0178E+05	-1.9264E+05	-8.5974E+03
   64.0100	-1.1172E+00	-1.0842E+06	-8.1755E+05	-5.5091E+05	-5.5091E+05	-2.8427E+05	-1.7630E+04	 5.2856E+05	 3.9857E+05	 2.6858E+05	 2.6858E+05	 1.3859E+05	 8.5951E+03	-2.6944E+06	-1.5355E+06	-7.0153E+05	-7.0153E+05	-1.9257E+05	-8.5938E+03
   64.0200	-1.1174E+00	-1.0843E+06	-8.1762E+05	-5.5096E+05	-5.5096E+05	-2.8429E+05	-1.7631E+04	 5.2837E+05	 3.9843E+05	 2.6848E+05	 2.6848E+05	 1.3854E+05	 8.5922E+03	-2.6934E+06	-1.5349E+06	-7.0128E+05	-7.0128E+05	-1.9250E+05	-8.5907E+03
   64.0300	-1.1175E+00	-1.0844E+06	-8.1769E+05	-5.5100E+05	-5.5100E+05	-2.8432E+05	-1.7633E+04	 5.2818E+05	 3.9828E+05	 2.6839E+05	 2.6839E+05	 1.3849E+05	 8.5887E+03	-2.6924E+06	-1.5344E+06	-7.0103E+05	-7.0102E+05	-1.9243E+05	-8.5890E+03
   64.0400	-1.1177E+00	-1.0845E+06	-8.1776E+05	-5.5105E+05	-5.5105E+05	-2.8434E+05	-1.7634E+04	 5.2799E+05	 3.9814E+05	 2.6829E+05	 2.6829E+05	 1.3844E+05	 8.5858E+03	-2.6915E+06	-1.5338E+06	-7.0077E+05	-7.0077E+05	-1.9236E+05	-8.5851E+03
   64.0500	-1.1179E+00	-1.0846E+06	-8.1783E+05	-5.5110E+05	-5.5110E+05	-2.8437E+05	-1.7636E+04	 5.2780E+05	 3.9800E+05	 2.6819E+05	 2.6819E+05	 1.3839E+05	 8.5828E+03	-2.6905E+06	-1.5333E+06	-7.0052E+05	-7.0052E+05	-1.9230E+05	-8.5823E+03
   64.0600	-1.1181E+00	-1.0847E+06	-8.1790E+05	-5.5114E+05	-5.5115E+05	-2.8439E+05	-1.7637E+04	 5.2762E+05	 3.9786E+05	 2.6810E+05	 2.6810E+05	 1.3834E+05	 8.5797E+03	-2.6896E+06	-1.5327E+06	-7.0027E+05	-7.0027E+05	-1.9223E+05	-8.5785E+03
   64.0700	-1.1182E+00	-1.0847E+06	-8.1797E+05	-5.5119E+05	-5.5119E+05	-2.8442E+05	-1.7639E+04	 5.2743E+05	 3.9771E+05	 2.6800E+05	 2.6800E+05	 1.3829E+05	 8.5766E+03	-2.6886E+06	-1.5322E+06	-7.0002E+05	-7.0002E+05	-1.9216E+05	-8.5760E+03
   64.0800	-1.1184E+00	-1.0848E+06	-8.1804E+05	-5.5124E+05	-5.5124E+05	-2.8444E+05	-1.7640E+04	 5.2724E+05	 3.9757E+05	 2.6791E+05	 2.6790E+05	 1.3824E+05	 8.5735E+03	-2.6876E+06	-1.5316E+06	-6.9977E+05	-6.9977E+05	-1.9209E+05	-8.5729E+03
   64.0900	-1.1186E+00	-1.0849E+06	-8.1811E+05	-5.5129E+05	-5.5129E+05	-2.8446E+05	-1.7642E+04	 5.2705E+05	 3.9743E+05	 2.6781E+05	 2.6781E+05	 1.3819E+05	 8.5706E+03	-2.6867E+06	-1.5311E+06	-6.9952E+05	-6.9952E+05	-1.9202E+05	-8.5696E+03
   64.1000	-1.1188E+00	-1.0850E+06	-8.1818E+05	-5.5133E+05	-5.5133E+05	-2.8449E+05	-1.7643E+04	 5.2686E+05	 3.9729E+05	 2.6771E+05	 2.6771E+05	 1.3814E+05	 8.5673E+03	-2.6857E+06	-1.5305E+06	-6.9927E+05	-6.9927E+05	-1.9195E+05	-8.5665E+03
   64.1100	-1.1189E+00	-1.0851E+06	-8.1825E+05	-5.5138E+05	-5.5138E+05	-2.8451E+05	-1.7645E+04	 5.2667E+05	 3.9714E+05	 2.6762E+05	 2.6762E+05	 1.3809E+05	 8.5644E+03	-2.6847E+06	-1.5300E+06	-6.9901E+05	-6.9901E+05	-1.9188E+05	-8.5628E+03
   64.1200	-1.1191E+00	-1.0852E+06	-8.1832E+05	-5.5143E+05	-5.5143E+05	-2.8454E+05	-1.7646E+04	 5.2648E+05	 3.9700E+05	 2.6752E+05	 2.6752E+05	 1.3804E+05	 8.5609E+03	-2.6838E+06	-1.5294E+06	-6.9876E+05	-6.9876E+05	-1.9181E+05	-8.5606E+03
   64.1300	-1.1193E+00	-1.0853E+06	-8.1838E+05	-5.5147E+05	-5.5147E+05	-2.8456E+05	-1.7648E+04	 5.2629E+05	 3.9686E+05	 2.6742E+05	 2.6742E+05	 1.3799E+05	 8.5579E+03	-2.6828E+06	-1.5289E+06	-6.9851E+05	-6.9851E+05	-1.9174E+05	-8.5579E+03
   64.1400	-1.1195E+00	-1.0854E+06	-8.1845E+05	-5.5152E+05	-5.5152E+05	-2.8458E+05	-1.7649E+04	 5.2610E+05	 3.9671E+05	 2.6733E+05	 2.6733E+05	 1.3794E+05	 8.5549E+03	-2.6818E+06	-1.5283E+06	-6.9826E+05	-6.9826E+05	-1.9167E+05	-8.5546E+03
   64.1500	-1.1196E+00	-1.0855E+06	-8.1852E+05	-5.5157E+05	-5.5157E+05	-2.8461E+05	-1.7651E+04	 5.2591E+05	 3.9657E+05	 2.6723E+05	 2.6723E+05	 1.3789E+05	 8.5517E+03	-2.6809E+06	-1.5278E+06	-6.9801E+05	-6.9801E+05	-1.9161E+05	-8.5518E+03
   64.1600	-1.1198E+00	-1.0856E+06	-8.1859E+05	-5.5161E+05	-5.5161E+05	-2.8463E+05	-1.7652E+04	 5.2572E+05	 3.9643E+05	 2.6714E+05	 2.6714E+05	 1.3784E+05	 8.5487E+03	-2.6799E+06	-1.5272E+06	-6.9776E+05	-6.9776E+05	-1.9154E+05	-8.5492E+03
   64.1700	-1.1200E+00	-1.0857E+06	-8.1866E+05	-5.5166E+05	-5.5166E+05	-2.8466E+05	-1.7654E+04	 5.2553E+05	 3.9629E+05	 2.6704E+05	 2.6704E+05	 1.3779E+05	 8.5454E+03	-2.6789E+06	-1.5267E+06	-6.9750E+05	-6.9751E+05	-1.9147E+05	-8.5457E+03
   64.1800	-1.1202E+00	-1.0858E+06	-8.1873E+05	-5.5171E+05	-5.5171E+05	-2.8468E+05	-1.7655E+04	 5.2534E+05	 3.9614E+05	 2.6694E+05	 2.6694E+05	 1.3774E+05	 8.5423E+03	-2.6780E+06	-1.5261E+06	-6.9725E+05	-6.9726E+05	-1.9140E+05	-8.5428E+03
   64.1900	-1.1203E+00	-1.0858E+06	-8.1880E+05	-5.5175E+05	-5.5175E+05	-2.8470E+05	-1.7656E+04	 5.2515E+05	 3.9600E+05	 2.6685E+05	 2.6685E+05	 1.3769E+05	 8.5392E+03	-2.6770E+06	-1.5256E+06	-6.9700E+05	-6.9700E+05	-1.9133E+05	-8.5389E+03
   64.2000	-1.1205E+00	-1.0859E+06	-8.1887E+05	-5.5180E+05	-5.5180E+05	-2.8473E+05	-1.7658E+04	 5.2496E+05	 3.9586E+05	 2.6675E+05	 2.6675E+05	 1.3764E+05	 8.5367E+03	-2.6760E+06	-1.5250E+06	-6.9675E+05	-6.9675E+05	-1.9126E+05	-8.5349E+03
   64.2100	-1.1207E+00	-1.0860E+06	-8.1894E+05	-5.5185E+05	-5.5184E+05	-2.8475E+05	-1.7660E+04	 5.2477E+05	 3.9571E+05	 2.6665E+05	 2.6665E+05	 1.3759E+05	 8.5337E+03	-2.6751E+06	-1.5245E+06	-6.9650E+05	-6.9650E+05	-1.9119E+05	-8.5327E+03
   64.2200	-1.1208E+00	-1.0861E+06	-8.1901E+05	-5.5189E+05	-5.5189E+05	-2.8478E+05	-1.7661E+04	 5.2458E+05	 3.9557E+05	 2.6656E+05	 2.6656E+05	 1.3754E+05	 8.5303E+03	-2.6741E+06	-1.5239E+06	-6.9625E+05	-6.9625E+05	-1.9112E+05	-8.5298E+03
   64.2300	-1.1210E+00	-1.0862E+06	-8.1908E+05	-5.5194E+05	-5.5194E+05	-2.8480E+05	-1.7663E+04	 5.2439E+05	 3.9543E+05	 2.6646E+05	 2.6646E+05	 1.3749E+05	 8.5274E+03	-2.6731E+06	-1.5234E+06	-6.9600E+05	-6.9600E+05	-1.9105E+05	-8.5267E+03
   64.2400	-1.1212E+00	-1.0863E+06	-8.1914E+05	-5.5198E+05	-5.5198E+05	-2.8482E+05	-1.7664E+04	 5.2420E+05	 3.9528E+05	 2.6636E+05	 2.6636E+05	 1.3744E+05	 8.5237E+03	-2.6722E+06	-1.5228E+06	-6.9574E+05	-6.9574E+05	-1.9098E+05	-8.5246E+03
   64.2500	-1.1214E+00	-1.0864E+06	-8.1921E+05	-5.5203E+05	-5.5203E+05	-2.8485E+05	-1.7666E+04	 5.2402E+05	 3.9514E+05	 2.6627E+05	 2.6627E+05	 1.3739E+05	 8.5207E+03	-2.6712E+06	-1.5223E+06	-6.9549E+05	-6.9549E+05	-1.9092E+05	-8.5216E+03
   64.2600	-1.1215E+00	-1.0865E+06	-8.1928E+05	-5.5208E+05	-5.5208E+05	-2.8487E+05	-1.7667E+04	 5.2383E+05	 3.9500E+05	 2.6617E+05	 2.6617E+05	 1.3734E+05	 8.5178E+03	-2.6702E+06	-1.5217E+06	-6.9524E+05	-6.9524E+05	-1.9085E+05	-8.5174E+03
   64.2700	-1.1217E+00	-1.0866E+06	-8.1935E+05	-5.5212E+05	-5.5212E+05	-2.8490E+05	-1.7669E+04	 5.2364E+05	 3.9486E+05	 2.6608E+05	 2.6608E+05	 1.3730E+05	 8.5149E+03	-2.6693E+06	-1.5212E+06	-6.9499E+05	-6.9499E+05	-1.9078E+05	-8.5149E+03
   64.2800	-1.1219E+00	-1.0867E+06	-8.1942E+05	-5.5217E+05	-5.5217E+05	-2.8492E+05	-1.7670E+04	 5.2345E+05	 3.9471E+05	 2.6598E+05	 2.6598E+05	 1.3725E+05	 8.5115E+03	-2.6683E+06	-1.5206E+06	-6.9474E+05	-6.9474E+05	-1.9071E+05	-8.5116E+03
   64.2900	-1.1221E+00	-1.0868E+06	-8.1949E+05	-5.5222E+05	-5.5222E+05	-2.8494E+05	-1.7672E+04	 5.2326E+05	 3.9457E+05	 2.6588E+05	 2.6588E+05	 1.3720E+05	 8.5083E+03	-2.6673E+06	-1.5201E+06	-6.9449E+05	-6.9449E+05	-1.9064E+05	-8.5088E+03
   64.3000	-1.1222E+00	-1.0869E+06	-8.1956E+05	-5.5226E+05	-5.5226E+05	-2.8497E+05	-1.7673E+04	 5.2307E+05	 3.9443E+05	 2.6579E+05	 2.6579E+05	 1.3715E+05	 8.5059E+03	-2.6664E+06	-1.5195E+06	-6.9423E+05	-6.9423E+05	-1.9057E+05	-8.5048E+03
   64.3100	-1.1224E+00	-1.0869E+06	-8.1963E+05	-5.5231E+05	-5.5231E+05	-2.8499E+05	-1.7675E+04	 5.2288E+05	 3.9428E+05	 2.6569E+05	 2.6569E+05	 1.3710E+05	 8.5024E+03	-2.6654E+06	-1.5190E+06	-6.9398E+05	-6.9398E+05	-1.9050E+05	-8.5024E+03
   64.3200	-1.1226E+00	-1.0870E+06	-8.1970E+05	-5.5236E+05	-5.5236E+05	-2.8502E+05	-1.7676E+04	 5.2269E+05	 3.9414E+05	 2.6559E+05	 2.6559E+05	 1.3705E+05	 8.4997E+03	-2.6644E+06	-1.5184E+06	-6.9373E+05	-6.9373E+05	-1.9043E+05	-8.4993E+03
   64.3300	-1.1228E+00	-1.0871E+06	-8.1976E+05	-5.5240E+05	-5.5240E+05	-2.8504E+05	-1.7678E+04	 5.2250E+05	 3.9400E+05	 2.6550E+05	 2.6550E+05	 1.3700E+05	 8.4959E+03	-2.6635E+06	-1.5178E+06	-6.9348E+05	-6.9348E+05	-1.9036E+05	-8.4964E+03
   64.3400	-1.1229E+00	-1.0872E+06	-8.1983E+05	-5.5245E+05	-5.5245E+05	-2.8506E+05	-1.7679E+04	 5.2231E+05	 3.9385E+05	 2.6540E+05	 2.6540E+05	 1.3695E+05	 8.4933E+03	-2.6625E+06	-1.5173E+06	-6.9323E+05	-6.9323E+05	-1.9029E+05	-8.4930E+03
   64.3500	-1.1231E+00	-1.0873E+06	-8.1990E+05	-5.5249E+05	-5.5250E+05	-2.8509E+05	-1.7681E+04	 5.2212E+05	 3.9371E+05	 2.6530E+05	 2.6530E+05	 1.3690E+05	 8.4899E+03	-2.6615E+06	-1.5167E+06	-6.9298E+05	-6.9298E+05	-1.9022E+05	-8.4903E+03
   64.3600	-1.1233E+00	-1.0874E+06	-8.1997E+05	-5.5254E+05	-5.5254E+05	-2.8511E+05	-1.7682E+04	 5.2193E+05	 3.9357E+05	 2.6521E+05	 2.6521E+05	 1.3685E+05	 8.4869E+03	-2.6606E+06	-1.5162E+06	-6.9272E+05	-6.9272E+05	-1.9015E+05	-8.4869E+03
   64.3700	-1.1235E+00	-1.0875E+06	-8.2004E+05	-5.5259E+05	-5.5259E+05	-2.8514E+05	-1.7684E+04	 5.2174E+05	 3.9343E+05	 2.6511E+05	 2.6511E+05	 1.3680E+05	 8.4842E+03	-2.6596E+06	-1.5156E+06	-6.9247E+05	-6.9247E+05	-1.9009E+05	-8.4834E+03
   64.3800	-1.1236E+00	-1.0876E+06	-8.2011E+05	-5.5263E+05	-5.5263E+05	-2.8516E+05	-1.7685E+04	 5.2155E+05	 3.9328E+05	 2.6502E+05	 2.6501E+05	 1.3675E+05	 8.4806E+03	-2.6586E+06	-1.5151E+06	-6.9222E+05	-6.9222E+05	-1.9002E+05	-8.4810E+03
   64.3900	-1.1238E+00	-1.0877E+06	-8.2018E+05	-5.5268E+05	-5.5268E+05	-2.8518E+05	-1.7687E+04	 5.2136E+05	 3.9314E+05	 2.6492E+05	 2.6492E+05	 1.3670E+05	 8.4776E+03	-2.6577E+06	-1.5145E+06	-6.9197E+05	-6.9197E+05	-1.8995E+05	-8.4777E+03
   64.4000	-1.1240E+00	-1.0878E+06	-8.2025E+05	-5.5273E+05	-5.5273E+05	-2.8521E+05	-1.7688E+04	 5.2117E+05	 3.9300E+05	 2.6482E+05	 2.6482E+05	 1.3665E+05	 8.4747E+03	-2.6567E+06	-1.5140E+06	-6.9172E+05	-6.9172E+05	-1.8988E+05	-8.4749E+03
   64.4100	-1.1242E+00	-1.0879E+06	-8.2031E+05	-5.5277E+05	-5.5277E+05	-2.8523E+05	-1.7690E+04	 5.2098E+05	 3.9285E+05	 2.6473E+05	 2.6473E+05	 1.3660E+05	 8.4716E+03	-2.6557E+06	-1.5134E+06	-6.9146E+05	-6.9146E+05	-1.8981E+05	-8.4717E+03
   64.4200	-1.1243E+00	-1.0879E+06	-8.2038E+05	-5.5282E+05	-5.5282E+05	-2.8525E+05	-1.7691E+04	 5.2079E+05	 3.9271E+05	 2.6463E+05	 2.6463E+05	 1.3655E+05	 8.4687E+03	-2.6548E+06	-1.5129E+06	-6.9121E+05	-6.9121E+05	-1.8974E+05	-8.4679E+03
   64.4300	-1.1245E+00	-1.0880E+06	-8.2045E+05	-5.5286E+05	-5.5286E+05	-2.8528E+05	-1.7692E+04	 5.2060E+05	 3.9257E+05	 2.6453E+05	 2.6453E+05	 1.3650E+05	 8.4652E+03	-2.6538E+06	-1.5123E+06	-6.9096E+05	-6.9096E+05	-1.8967E+05	-8.4653E+03
   64.4400	-1.1247E+00	-1.0881E+06	-8.2052E+05	-5.5291E+05	-5.5291E+05	-2.8530E+05	-1.7694E+04	 5.2041E+05	 3.9242E+05	 2.6444E+05	 2.6444E+05	 1.3645E+05	 8.4625E+03	-2.6528E+06	-1.5118E+06	-6.9071E+05	-6.9071E+05	-1.8960E+05	-8.4617E+03
   64.4500	-1.1249E+00	-1.0882E+06	-8.2059E+05	-5.5296E+05	-5.5296E+05	-2.8533E+05	-1.7695E+04	 5.2022E+05	 3.9228E+05	 2.6434E+05	 2.6434E+05	 1.3640E+05	 8.4592E+03	-2.6519E+06	-1.5112E+06	-6.9046E+05	-6.9046E+05	-1.8953E+05	-8.4588E+03
   64.4600	-1.1250E+00	-1.0883E+06	-8.2066E+05	-5.5300E+05	-5.5300E+05	-2.8535E+05	-1.7697E+04	 5.2003E+05	 3.9214E+05	 2.6424E+05	 2.6424E+05	 1.3635E+05	 8.4562E+03	-2.6509E+06	-1.5107E+06	-6.9020E+05	-6.9020E+05	-1.8946E+05	-8.4555E+03
   64.4700	-1.1252E+00	-1.0884E+06	-8.2072E+05	-5.5305E+05	-5.5305E+05	-2.8537E+05	-1.7698E+04	 5.1984E+05	 3.9199E+05	 2.6415E+05	 2.6415E+05	 1.3630E+05	 8.4528E+03	-2.6499E+06	-1.5101E+06	-6.8995E+05	-6.8995E+05	-1.8939E+05	-8.4534E+03
   64.4800	-1.1254E+00	-1.0885E+06	-8.2079E+05	-5.5310E+05	-5.5310E+05	-2.8540E+05	-1.7700E+04	 5.1965E+05	 3.9185E+05	 2.6405E+05	 2.6405E+05	 1.3625E+05	 8.4501E+03	-2.6490E+06	-1.5096E+06	-6.8970E+05	-6.8970E+05	-1.8932E+05	-8.4499E+03
   64.4900	-1.1256E+00	-1.0886E+06	-8.2086E+05	-5.5314E+05	-5.5314E+05	-2.8542E+05	-1.7701E+04	 5.1946E+05	 3.9171E+05	 2.6395E+05	 2.6395E+05	 1.3620E+05	 8.4466E+03	-2.6480E+06	-1.5090E+06	-6.8945E+05	-6.8945E+05	-1.8926E+05	-8.4473E+03
   64.5000	-1.1257E+00	-1.0887E+06	-8.2093E+05	-5.5319E+05	-5.5319E+05	-2.8544E+05	-1.7703E+04	 5.1927E+05	 3.9156E+05	 2.6386E+05	 2.6386E+05	 1.3615E+05	 8.4441E+03	-2.6470E+06	-1.5085E+06	-6.8920E+05	-6.8920E+05	-1.8919E+05	-8.4434E+03
   64.5100	-1.1259E+00	-1.0888E+06	-8.2100E+05	-5.5323E+05	-5.5323E+05	-2.8547E+05	-1.7704E+04	 5.1908E+05	 3.9142E+05	 2.6376E+05	 2.6376E+05	 1.3610E+05	 8.4409E+03	-2.6460E+06	-1.5079E+06	-6.8894E+05	-6.8894E+05	-1.8912E+05	-8.4407E+03
   64.5200	-1.1261E+00	-1.0889E+06	-8.2107E+05	-5.5328E+05	-5.5328E+05	-2.8549E+05	-1.7706E+04	 5.1889E+05	 3.9128E+05	 2.6366E+05	 2.6366E+05	 1.3605E+05	 8.4382E+03	-2.6451E+06	-1.5074E+06	-6.8869E+05	-6.8869E+05	-1.8905E+05	-8.4367E+03
   64.5300	-1.1263E+00	-1.0889E+06	-8.2114E+05	-5.5333E+05	-5.5333E+05	-2.8552E+05	-1.7707E+04	 5.1870E+05	 3.9113E+05	 2.6357E+05	 2.6357E+05	 1.3600E+05	 8.4348E+03	-2.6441E+06	-1.5068E+06	-6.8844E+05	-6.8844E+05	-1.8898E+05	-8.4343E+03
   64.5400	-1.1264E+00	-1.0890E+06	-8.2120E+05	-5.5337E+05	-5.5337E+05	-2.8554E+05	-1.7708E+04	 5.1851E+05	 3.9099E+05	 2.6347E+05	 2.6347E+05	 1.3595E+05	 8.4318E+03	-2.6431E+06	-1.5063E+06	-6.8819E+05	-6.8819E+05	-1.8891E+05	-8.4312E+03
   64.5500	-1.1266E+00	-1.0891E+06	-8.2127E+05	-5.5342E+05	-5.5342E+05	-2.8556E+05	-1.7710E+04	 5.1832E+05	 3.9085E+05	 2.6337E+05	 2.6337E+05	 1.3590E+05	 8.4281E+03	-2.6422E+06	-1.5057E+06	-6.8793E+05	-6.8793E+05	-1.8884E+05	-8.4286E+03
   64.5600	-1.1268E+00	-1.0892E+06	-8.2134E+05	-5.5346E+05	-5.5346E+05	-2.8559E+05	-1.7711E+04	 5.1813E+05	 3.9070E+05	 2.6328E+05	 2.6328E+05	 1.3585E+05	 8.4257E+03	-2.6412E+06	-1.5052E+06	-6.8768E+05	-6.8768E+05	-1.8877E+05	-8.4244E+03
   64.5700	-1.1270E+00	-1.0893E+06	-8.2141E+05	-5.5351E+05	-5.5351E+05	-2.8561E+05	-1.7713E+04	 5.1794E+05	 3.9056E+05	 2.6318E+05	 2.6318E+05	 1.3580E+05	 8.4219E+03	-2.6402E+06	-1.5046E+06	-6.8743E+05	-6.8743E+05	-1.8870E+05	-8.4223E+03
   64.5800	-1.1271E+00	-1.0894E+06	-8.2148E+05	-5.5356E+05	-5.5356E+05	-2.8564E+05	-1.7715E+04	 5.1775E+05	 3.9042E+05	 2.6308E+05	 2.6308E+05	 1.3575E+05	 8.4191E+03	-2.6393E+06	-1.5041E+06	-6.8718E+05	-6.8718E+05	-1.8863E+05	-8.4192E+03
   64.5900	-1.1273E+00	-1.0895E+06	-8.2154E+05	-5.5360E+05	-5.5360E+05	-2.8566E+05	-1.7716E+04	 5.1756E+05	 3.9027E+05	 2.6299E+05	 2.6299E+05	 1.3570E+05	 8.4161E+03	-2.6383E+06	-1.5035E+06	-6.8692E+05	-6.8693E+05	-1.8856E+05	-8.4157E+03
   64.6000	-1.1275E+00	-1.0896E+06	-8.2161E+05	-5.5365E+05	-5.5365E+05	-2.8568E+05	-1.7717E+04	 5.1737E+05	 3.9013E+05	 2.6289E+05	 2.6289E+05	 1.3565E+05	 8.4129E+03	-2.6373E+06	-1.5029E+06	-6.8667E+05	-6.8667E+05	-1.8849E+05	-8.4130E+03
   64.6100	-1.1277E+00	-1.0897E+06	-8.2168E+05	-5.5369E+05	-5.5369E+05	-2.8571E+05	-1.7719E+04	 5.1718E+05	 3.8999E+05	 2.6279E+05	 2.6279E+05	 1.3560E+05	 8.4100E+03	-2.6364E+06	-1.5024E+06	-6.8642E+05	-6.8642E+05	-1.8842E+05	-8.4099E+03
   64.6200	-1.1278E+00	-1.0898E+06	-8.2175E+05	-5.5374E+05	-5.5374E+05	-2.8573E+05	-1.7720E+04	 5.1699E+05	 3.8984E+05	 2.6270E+05	 2.6270E+05	 1.3555E+05	 8.4070E+03	-2.6354E+06	-1.5018E+06	-6.8617E+05	-6.8617E+05	-1.8836E+05	-8.4063E+03
   64.6300	-1.1280E+00	-1.0898E+06	-8.2182E+05	-5.5378E+05	-5.5378E+05	-2.8575E+05	-1.7722E+04	 5.1680E+05	 3.8970E+05	 2.6260E+05	 2.6260E+05	 1.3550E+05	 8.4037E+03	-2.6344E+06	-1.5013E+06	-6.8592E+05	-6.8591E+05	-1.8829E+05	-8.4037E+03
   64.6400	-1.1282E+00	-1.0899E+06	-8.2188E+05	-5.5383E+05	-5.5383E+05	-2.8578E+05	-1.7723E+04	 5.1661E+05	 3.8956E+05	 2.6250E+05	 2.6250E+05	 1.3545E+05	 8.4008E+03	-2.6334E+06	-1.5007E+06	-6.8566E+05	-6.8566E+05	-1.8822E+05	-8.4000E+03
   64.6500	-1.1284E+00	-1.0900E+06	-8.2195E+05	-5.5388E+05	-5.5388E+05	-2.8580E+05	-1.7725E+04	 5.1642E+05	 3.8941E+05	 2.6241E+05	 2.6241E+05	 1.3540E+05	 8.3976E+03	-2.6325E+06	-1.5002E+06	-6.8541E+05	-6.8541E+05	-1.8815E+05	-8.3973E+03
   64.6600	-1.1285E+00	-1.0901E+06	-8.2202E+05	-5.5392E+05	-5.5392E+05	-2.8582E+05	-1.7726E+04	 5.1623E+05	 3.8927E+05	 2.6231E+05	 2.6231E+05	 1.3535E+05	 8.3943E+03	-2.6315E+06	-1.4996E+06	-6.8516E+05	-6.8516E+05	-1.8808E+05	-8.3937E+03
   64.6700	-1.1287E+00	-1.0902E+06	-8.2209E+05	-5.5397E+05	-5.5397E+05	-2.8585E+05	-1.7727E+04	 5.1604E+05	 3.8913E+05	 2.6221E+05	 2.6221E+05	 1.3530E+05	 8.3910E+03	-2.6305E+06	-1.4991E+06	-6.8491E+05	-6.8491E+05	-1.8801E+05	-8.3908E+03
   64.6800	-1.1289E+00	-1.0903E+06	-8.2216E+05	-5.5401E+05	-5.5401E+05	-2.8587E+05	-1.7729E+04	 5.1585E+05	 3.8898E+05	 2.6212E+05	 2.6212E+05	 1.3525E+05	 8.3884E+03	-2.6296E+06	-1.4985E+06	-6.8465E+05	-6.8465E+05	-1.8794E+05	-8.3876E+03
   64.6900	-1.1291E+00	-1.0904E+06	-8.2222E+05	-5.5406E+05	-5.5406E+05	-2.8590E+05	-1.7731E+04	 5.1566E+05	 3.8884E+05	 2.6202E+05	 2.6202E+05	 1.3520E+05	 8.3851E+03	-2.6286E+06	-1.4980E+06	-6.8440E+05	-6.8440E+05	-1.8787E+05	-8.3852E+03
   64.7000	-1.1292E+00	-1.0905E+06	-8.2229E+05	-5.5411E+05	-5.5411E+05	-2.8592E+05	-1.7732E+04	 5.1547E+05	 3.8870E+05	 2.6192E+05	 2.6192E+05	 1.3515E+05	 8.3818E+03	-2.6276E+06	-1.4974E+06	-6.8415E+05	-6.8415E+05	-1.8780E+05	-8.3825E+03
