
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 25-Jun-2024 at 17:32:21.

 
 
 
      Time          ROD1PX          ROD1PY          ROD1PZ          ROD1RX          ROD1RY
       (s)             (m)             (m)             (m)           (deg)           (deg)
    6.7000  -5.0000000E+00   0.0000000E+00  -5.9849575E+00  -0.0000000E+00   9.0000000E+01
    6.8000  -5.0000000E+00   0.0000000E+00  -6.0136625E+00  -0.0000000E+00   9.0000000E+01
    6.9000  -5.0000000E+00   0.0000000E+00  -6.0427410E+00  -0.0000000E+00   9.0000000E+01
    7.0000  -5.0000000E+00   0.0000000E+00  -6.0721906E+00  -0.0000000E+00   9.0000000E+01
    7.1000  -5.0000000E+00   0.0000000E+00  -6.1020096E+00  -0.0000000E+00   9.0000000E+01
    7.2000  -5.0000000E+00   0.0000000E+00  -6.1321956E+00  -0.0000000E+00   9.0000000E+01
    7.3000  -5.0000000E+00   0.0000000E+00  -6.1627467E+00  -0.0000000E+00   9.0000000E+01
    7.4000  -5.0000000E+00   0.0000000E+00  -6.1936607E+00  -0.0000000E+00   9.0000000E+01
    7.5000  -5.0000000E+00   0.0000000E+00  -6.2249355E+00  -0.0000000E+00   9.0000000E+01
    7.6000  -5.0000000E+00   0.0000000E+00  -6.2565689E+00  -0.0000000E+00   9.0000000E+01
    7.7000  -5.0000000E+00   0.0000000E+00  -6.2885588E+00  -0.0000000E+00   9.0000000E+01
    7.8000  -5.0000000E+00   0.0000000E+00  -6.3209031E+00  -0.0000000E+00   9.0000000E+01
    7.9000  -5.0000000E+00   0.0000000E+00  -6.3535996E+00  -0.0000000E+00   9.0000000E+01
    8.0000  -5.0000000E+00   0.0000000E+00  -6.3866460E+00  -0.0000000E+00   9.0000000E+01
    8.1000  -5.0000000E+00   0.0000000E+00  -6.4200402E+00  -0.0000000E+00   9.0000000E+01
    8.2000  -5.0000000E+00   0.0000000E+00  -6.4537801E+00  -0.0000000E+00   9.0000000E+01
    8.3000  -5.0000000E+00   0.0000000E+00  -6.4878633E+00  -0.0000000E+00   9.0000000E+01
    8.4000  -5.0000000E+00   0.0000000E+00  -6.5222876E+00  -0.0000000E+00   9.0000000E+01
    8.5000  -5.0000000E+00   0.0000000E+00  -6.5570510E+00  -0.0000000E+00   9.0000000E+01
    8.6000  -5.0000000E+00   0.0000000E+00  -6.5921510E+00  -0.0000000E+00   9.0000000E+01
    8.7000  -5.0000000E+00   0.0000000E+00  -6.6275855E+00  -0.0000000E+00   9.0000000E+01
    8.8000  -5.0000000E+00   0.0000000E+00  -6.6633522E+00  -0.0000000E+00   9.0000000E+01
    8.9000  -5.0000000E+00   0.0000000E+00  -6.6994489E+00  -0.0000000E+00   9.0000000E+01
    9.0000  -5.0000000E+00   0.0000000E+00  -6.7358733E+00  -0.0000000E+00   9.0000000E+01
    9.1000  -5.0000000E+00   0.0000000E+00  -6.7726231E+00  -0.0000000E+00   9.0000000E+01
    9.2000  -5.0000000E+00   0.0000000E+00  -6.8096962E+00  -0.0000000E+00   9.0000000E+01
    9.3000  -5.0000000E+00   0.0000000E+00  -6.8470902E+00  -0.0000000E+00   9.0000000E+01
    9.4000  -5.0000000E+00   0.0000000E+00  -6.8848028E+00  -0.0000000E+00   9.0000000E+01
    9.5000  -5.0000000E+00   0.0000000E+00  -6.9228318E+00  -0.0000000E+00   9.0000000E+01
    9.6000  -5.0000000E+00   0.0000000E+00  -6.9611748E+00  -0.0000000E+00   9.0000000E+01
