
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 25-Jun-2024 at 17:35:26.

 
 
 
      Time        FAIRTEN1         BODY1PZ         BODY1RY         BODY1RX
       (s)             (N)             (m)           (deg)           (deg)
   12.8440   1.8564196E+02  -1.0789875E+01  -9.0000000E+01   0.0000000E+00
   12.8460   1.8563386E+02  -1.0789824E+01  -9.0000000E+01   0.0000000E+00
   12.8480   1.8562575E+02  -1.0789774E+01  -9.0000000E+01   0.0000000E+00
   12.8500   1.8561764E+02  -1.0789723E+01  -9.0000000E+01   0.0000000E+00
   12.8520   1.8560952E+02  -1.0789672E+01  -9.0000000E+01   0.0000000E+00
   12.8540   1.8560140E+02  -1.0789621E+01  -9.0000000E+01   0.0000000E+00
   12.8560   1.8559328E+02  -1.0789570E+01  -9.0000000E+01   0.0000000E+00
   12.8580   1.8558515E+02  -1.0789518E+01  -9.0000000E+01   0.0000000E+00
   12.8600   1.8557701E+02  -1.0789467E+01  -9.0000000E+01   0.0000000E+00
   12.8620   1.8556887E+02  -1.0789415E+01  -9.0000000E+01   0.0000000E+00
   12.8640   1.8556073E+02  -1.0789363E+01  -9.0000000E+01   0.0000000E+00
   12.8660   1.8555258E+02  -1.0789311E+01  -9.0000000E+01   0.0000000E+00
   12.8680   1.8554443E+02  -1.0789259E+01  -9.0000000E+01   0.0000000E+00
   12.8700   1.8553628E+02  -1.0789206E+01  -9.0000000E+01   0.0000000E+00
   12.8720   1.8552812E+02  -1.0789153E+01  -9.0000000E+01   0.0000000E+00
   12.8740   1.8551996E+02  -1.0789101E+01  -9.0000000E+01   0.0000000E+00
   12.8760   1.8551179E+02  -1.0789048E+01  -9.0000000E+01   0.0000000E+00
   12.8780   1.8550362E+02  -1.0788995E+01  -9.0000000E+01   0.0000000E+00
   12.8800   1.8549545E+02  -1.0788941E+01  -9.0000000E+01   0.0000000E+00
   12.8820   1.8548727E+02  -1.0788888E+01  -9.0000000E+01   0.0000000E+00
   12.8840   1.8547910E+02  -1.0788834E+01  -9.0000000E+01   0.0000000E+00
   12.8860   1.8547092E+02  -1.0788781E+01  -9.0000000E+01   0.0000000E+00
   12.8880   1.8546273E+02  -1.0788727E+01  -9.0000000E+01   0.0000000E+00
   12.8900   1.8545455E+02  -1.0788673E+01  -9.0000000E+01   0.0000000E+00
   12.8920   1.8544636E+02  -1.0788619E+01  -9.0000000E+01   0.0000000E+00
   12.8940   1.8543817E+02  -1.0788564E+01  -9.0000000E+01   0.0000000E+00
   12.8960   1.8542997E+02  -1.0788510E+01  -9.0000000E+01   0.0000000E+00
   12.8980   1.8542178E+02  -1.0788455E+01  -9.0000000E+01   0.0000000E+00
   12.9000   1.8541358E+02  -1.0788400E+01  -9.0000000E+01   0.0000000E+00
   12.9020   1.8540538E+02  -1.0788345E+01  -9.0000000E+01   0.0000000E+00
   12.9040   1.8539718E+02  -1.0788290E+01  -9.0000000E+01   0.0000000E+00
   12.9060   1.8538898E+02  -1.0788235E+01  -9.0000000E+01   0.0000000E+00
   12.9080   1.8538078E+02  -1.0788180E+01  -9.0000000E+01   0.0000000E+00
   12.9100   1.8537257E+02  -1.0788124E+01  -9.0000000E+01   0.0000000E+00
   12.9120   1.8536437E+02  -1.0788068E+01  -9.0000000E+01   0.0000000E+00
   12.9140   1.8535616E+02  -1.0788013E+01  -9.0000000E+01   0.0000000E+00
   12.9160   1.8534795E+02  -1.0787957E+01  -9.0000000E+01   0.0000000E+00
   12.9180   1.8533974E+02  -1.0787900E+01  -9.0000000E+01   0.0000000E+00
   12.9200   1.8533153E+02  -1.0787844E+01  -9.0000000E+01   0.0000000E+00
   12.9220   1.8532332E+02  -1.0787788E+01  -9.0000000E+01   0.0000000E+00
   12.9240   1.8531511E+02  -1.0787731E+01  -9.0000000E+01   0.0000000E+00
   12.9260   1.8530689E+02  -1.0787675E+01  -9.0000000E+01   0.0000000E+00
   12.9280   1.8529868E+02  -1.0787618E+01  -9.0000000E+01   0.0000000E+00
   12.9300   1.8529047E+02  -1.0787561E+01  -9.0000000E+01   0.0000000E+00
   12.9320   1.8528225E+02  -1.0787504E+01  -9.0000000E+01   0.0000000E+00
   12.9340   1.8527404E+02  -1.0787447E+01  -9.0000000E+01   0.0000000E+00
   12.9360   1.8526583E+02  -1.0787389E+01  -9.0000000E+01   0.0000000E+00
   12.9380   1.8525762E+02  -1.0787332E+01  -9.0000000E+01   0.0000000E+00
   12.9400   1.8524940E+02  -1.0787274E+01  -9.0000000E+01   0.0000000E+00
   12.9420   1.8524119E+02  -1.0787217E+01  -9.0000000E+01   0.0000000E+00
   12.9440   1.8523298E+02  -1.0787159E+01  -9.0000000E+01   0.0000000E+00
   12.9460   1.8522477E+02  -1.0787101E+01  -9.0000000E+01   0.0000000E+00
   12.9480   1.8521656E+02  -1.0787043E+01  -9.0000000E+01   0.0000000E+00
   12.9500   1.8520835E+02  -1.0786985E+01  -9.0000000E+01   0.0000000E+00
   12.9520   1.8520014E+02  -1.0786926E+01  -9.0000000E+01   0.0000000E+00
   12.9540   1.8519193E+02  -1.0786868E+01  -9.0000000E+01   0.0000000E+00
   12.9560   1.8518373E+02  -1.0786809E+01  -9.0000000E+01   0.0000000E+00
   12.9580   1.8517552E+02  -1.0786751E+01  -9.0000000E+01   0.0000000E+00
   12.9600   1.8516732E+02  -1.0786692E+01  -9.0000000E+01   0.0000000E+00
   12.9620   1.8515912E+02  -1.0786633E+01  -9.0000000E+01   0.0000000E+00
   12.9640   1.8515092E+02  -1.0786574E+01  -9.0000000E+01   0.0000000E+00
   12.9660   1.8514272E+02  -1.0786515E+01  -9.0000000E+01   0.0000000E+00
   12.9680   1.8513452E+02  -1.0786455E+01  -9.0000000E+01   0.0000000E+00
   12.9700   1.8512633E+02  -1.0786396E+01  -9.0000000E+01   0.0000000E+00
   12.9720   1.8511813E+02  -1.0786336E+01  -9.0000000E+01   0.0000000E+00
   12.9740   1.8510994E+02  -1.0786277E+01  -9.0000000E+01   0.0000000E+00
   12.9760   1.8510176E+02  -1.0786217E+01  -9.0000000E+01   0.0000000E+00
   12.9780   1.8509357E+02  -1.0786157E+01  -9.0000000E+01   0.0000000E+00
   12.9800   1.8508539E+02  -1.0786097E+01  -9.0000000E+01   0.0000000E+00
   12.9820   1.8507721E+02  -1.0786037E+01  -9.0000000E+01   0.0000000E+00
   12.9840   1.8506903E+02  -1.0785977E+01  -9.0000000E+01   0.0000000E+00
   12.9860   1.8506085E+02  -1.0785917E+01  -9.0000000E+01   0.0000000E+00
   12.9880   1.8505268E+02  -1.0785857E+01  -9.0000000E+01   0.0000000E+00
   12.9900   1.8504451E+02  -1.0785796E+01  -9.0000000E+01   0.0000000E+00
   12.9920   1.8503635E+02  -1.0785736E+01  -9.0000000E+01   0.0000000E+00
   12.9940   1.8502818E+02  -1.0785675E+01  -9.0000000E+01   0.0000000E+00
   12.9960   1.8502003E+02  -1.0785614E+01  -9.0000000E+01   0.0000000E+00
   12.9980   1.8501187E+02  -1.0785553E+01  -9.0000000E+01   0.0000000E+00
   13.0000   1.8500372E+02  -1.0785492E+01  -9.0000000E+01   0.0000000E+00
   13.0020   1.8499557E+02  -1.0785431E+01  -9.0000000E+01   0.0000000E+00
   13.0040   1.8498742E+02  -1.0785370E+01  -9.0000000E+01   0.0000000E+00
   13.0060   1.8497928E+02  -1.0785309E+01  -9.0000000E+01   0.0000000E+00
   13.0080   1.8497115E+02  -1.0785247E+01  -9.0000000E+01   0.0000000E+00
   13.0100   1.8496301E+02  -1.0785186E+01  -9.0000000E+01   0.0000000E+00
   13.0120   1.8495488E+02  -1.0785125E+01  -9.0000000E+01   0.0000000E+00
   13.0140   1.8494676E+02  -1.0785063E+01  -9.0000000E+01   0.0000000E+00
   13.0160   1.8493864E+02  -1.0785001E+01  -9.0000000E+01   0.0000000E+00
   13.0180   1.8493053E+02  -1.0784939E+01  -9.0000000E+01   0.0000000E+00
   13.0200   1.8492241E+02  -1.0784877E+01  -9.0000000E+01   0.0000000E+00
   13.0220   1.8491431E+02  -1.0784816E+01  -9.0000000E+01   0.0000000E+00
   13.0240   1.8490621E+02  -1.0784753E+01  -9.0000000E+01   0.0000000E+00
   13.0260   1.8489811E+02  -1.0784691E+01  -9.0000000E+01   0.0000000E+00
   13.0280   1.8489002E+02  -1.0784629E+01  -9.0000000E+01   0.0000000E+00
   13.0300   1.8488193E+02  -1.0784567E+01  -9.0000000E+01   0.0000000E+00
   13.0320   1.8487385E+02  -1.0784504E+01  -9.0000000E+01   0.0000000E+00
   13.0340   1.8486578E+02  -1.0784442E+01  -9.0000000E+01   0.0000000E+00
   13.0360   1.8485771E+02  -1.0784379E+01  -9.0000000E+01   0.0000000E+00
   13.0380   1.8484964E+02  -1.0784317E+01  -9.0000000E+01   0.0000000E+00
   13.0400   1.8484158E+02  -1.0784254E+01  -9.0000000E+01   0.0000000E+00
   13.0420   1.8483353E+02  -1.0784191E+01  -9.0000000E+01   0.0000000E+00
   13.0440   1.8482548E+02  -1.0784128E+01  -9.0000000E+01   0.0000000E+00
   13.0460   1.8481744E+02  -1.0784065E+01  -9.0000000E+01   0.0000000E+00
   13.0480   1.8480940E+02  -1.0784002E+01  -9.0000000E+01   0.0000000E+00
   13.0500   1.8480137E+02  -1.0783939E+01  -9.0000000E+01   0.0000000E+00
   13.0520   1.8479335E+02  -1.0783876E+01  -9.0000000E+01   0.0000000E+00
   13.0540   1.8478533E+02  -1.0783813E+01  -9.0000000E+01   0.0000000E+00
   13.0560   1.8477732E+02  -1.0783750E+01  -9.0000000E+01   0.0000000E+00
   13.0580   1.8476932E+02  -1.0783686E+01  -9.0000000E+01   0.0000000E+00
   13.0600   1.8476132E+02  -1.0783623E+01  -9.0000000E+01   0.0000000E+00
   13.0620   1.8475333E+02  -1.0783559E+01  -9.0000000E+01   0.0000000E+00
   13.0640   1.8474535E+02  -1.0783496E+01  -9.0000000E+01   0.0000000E+00
   13.0660   1.8473737E+02  -1.0783432E+01  -9.0000000E+01   0.0000000E+00
   13.0680   1.8472940E+02  -1.0783369E+01  -9.0000000E+01   0.0000000E+00
   13.0700   1.8472144E+02  -1.0783305E+01  -9.0000000E+01   0.0000000E+00
   13.0720   1.8471348E+02  -1.0783241E+01  -9.0000000E+01   0.0000000E+00
   13.0740   1.8470553E+02  -1.0783177E+01  -9.0000000E+01   0.0000000E+00
   13.0760   1.8469759E+02  -1.0783113E+01  -9.0000000E+01   0.0000000E+00
   13.0780   1.8468966E+02  -1.0783049E+01  -9.0000000E+01   0.0000000E+00
   13.0800   1.8468173E+02  -1.0782985E+01  -9.0000000E+01   0.0000000E+00
   13.0820   1.8467381E+02  -1.0782921E+01  -9.0000000E+01   0.0000000E+00
   13.0840   1.8466590E+02  -1.0782857E+01  -9.0000000E+01   0.0000000E+00
   13.0860   1.8465800E+02  -1.0782793E+01  -9.0000000E+01   0.0000000E+00
   13.0880   1.8465010E+02  -1.0782728E+01  -9.0000000E+01   0.0000000E+00
   13.0900   1.8464222E+02  -1.0782664E+01  -9.0000000E+01   0.0000000E+00
   13.0920   1.8463434E+02  -1.0782600E+01  -9.0000000E+01   0.0000000E+00
   13.0940   1.8462647E+02  -1.0782535E+01  -9.0000000E+01   0.0000000E+00
   13.0960   1.8461860E+02  -1.0782471E+01  -9.0000000E+01   0.0000000E+00
   13.0980   1.8461075E+02  -1.0782406E+01  -9.0000000E+01   0.0000000E+00
   13.1000   1.8460290E+02  -1.0782342E+01  -9.0000000E+01   0.0000000E+00
   13.1020   1.8459507E+02  -1.0782277E+01  -9.0000000E+01   0.0000000E+00
   13.1040   1.8458724E+02  -1.0782212E+01  -9.0000000E+01   0.0000000E+00
   13.1060   1.8457942E+02  -1.0782148E+01  -9.0000000E+01   0.0000000E+00
   13.1080   1.8457161E+02  -1.0782083E+01  -9.0000000E+01   0.0000000E+00
   13.1100   1.8456381E+02  -1.0782018E+01  -9.0000000E+01   0.0000000E+00
   13.1120   1.8455601E+02  -1.0781953E+01  -9.0000000E+01   0.0000000E+00
   13.1140   1.8454823E+02  -1.0781888E+01  -9.0000000E+01   0.0000000E+00
   13.1160   1.8454046E+02  -1.0781823E+01  -9.0000000E+01   0.0000000E+00
   13.1180   1.8453269E+02  -1.0781758E+01  -9.0000000E+01   0.0000000E+00
   13.1200   1.8452493E+02  -1.0781693E+01  -9.0000000E+01   0.0000000E+00
   13.1220   1.8451719E+02  -1.0781628E+01  -9.0000000E+01   0.0000000E+00
   13.1240   1.8450945E+02  -1.0781563E+01  -9.0000000E+01   0.0000000E+00
   13.1260   1.8450172E+02  -1.0781498E+01  -9.0000000E+01   0.0000000E+00
   13.1280   1.8449401E+02  -1.0781433E+01  -9.0000000E+01   0.0000000E+00
   13.1300   1.8448630E+02  -1.0781368E+01  -9.0000000E+01   0.0000000E+00
   13.1320   1.8447860E+02  -1.0781303E+01  -9.0000000E+01   0.0000000E+00
   13.1340   1.8447091E+02  -1.0781237E+01  -9.0000000E+01   0.0000000E+00
   13.1360   1.8446324E+02  -1.0781172E+01  -9.0000000E+01   0.0000000E+00
   13.1380   1.8445557E+02  -1.0781107E+01  -9.0000000E+01   0.0000000E+00
   13.1400   1.8444791E+02  -1.0781042E+01  -9.0000000E+01   0.0000000E+00
   13.1420   1.8444026E+02  -1.0780976E+01  -9.0000000E+01   0.0000000E+00
   13.1440   1.8443263E+02  -1.0780911E+01  -9.0000000E+01   0.0000000E+00
   13.1460   1.8442500E+02  -1.0780845E+01  -9.0000000E+01   0.0000000E+00
   13.1480   1.8441739E+02  -1.0780780E+01  -9.0000000E+01   0.0000000E+00
   13.1500   1.8440978E+02  -1.0780714E+01  -9.0000000E+01   0.0000000E+00
   13.1520   1.8440219E+02  -1.0780649E+01  -9.0000000E+01   0.0000000E+00
   13.1540   1.8439460E+02  -1.0780584E+01  -9.0000000E+01   0.0000000E+00
   13.1560   1.8438703E+02  -1.0780518E+01  -9.0000000E+01   0.0000000E+00
   13.1580   1.8437947E+02  -1.0780452E+01  -9.0000000E+01   0.0000000E+00
   13.1600   1.8437192E+02  -1.0780387E+01  -9.0000000E+01   0.0000000E+00
   13.1620   1.8436438E+02  -1.0780321E+01  -9.0000000E+01   0.0000000E+00
   13.1640   1.8435685E+02  -1.0780256E+01  -9.0000000E+01   0.0000000E+00
   13.1660   1.8434933E+02  -1.0780190E+01  -9.0000000E+01   0.0000000E+00
   13.1680   1.8434183E+02  -1.0780124E+01  -9.0000000E+01   0.0000000E+00
   13.1700   1.8433434E+02  -1.0780059E+01  -9.0000000E+01   0.0000000E+00
   13.1720   1.8432685E+02  -1.0779993E+01  -9.0000000E+01   0.0000000E+00
   13.1740   1.8431938E+02  -1.0779927E+01  -9.0000000E+01   0.0000000E+00
   13.1760   1.8431192E+02  -1.0779862E+01  -9.0000000E+01   0.0000000E+00
   13.1780   1.8430448E+02  -1.0779796E+01  -9.0000000E+01   0.0000000E+00
   13.1800   1.8429704E+02  -1.0779730E+01  -9.0000000E+01   0.0000000E+00
   13.1820   1.8428962E+02  -1.0779665E+01  -9.0000000E+01   0.0000000E+00
   13.1840   1.8428221E+02  -1.0779599E+01  -9.0000000E+01   0.0000000E+00
   13.1860   1.8427481E+02  -1.0779533E+01  -9.0000000E+01   0.0000000E+00
   13.1880   1.8426742E+02  -1.0779467E+01  -9.0000000E+01   0.0000000E+00
   13.1900   1.8426005E+02  -1.0779402E+01  -9.0000000E+01   0.0000000E+00
   13.1920   1.8425268E+02  -1.0779336E+01  -9.0000000E+01   0.0000000E+00
   13.1940   1.8424533E+02  -1.0779270E+01  -9.0000000E+01   0.0000000E+00
   13.1960   1.8423800E+02  -1.0779204E+01  -9.0000000E+01   0.0000000E+00
   13.1980   1.8423067E+02  -1.0779139E+01  -9.0000000E+01   0.0000000E+00
   13.2000   1.8422336E+02  -1.0779073E+01  -9.0000000E+01   0.0000000E+00
   13.2020   1.8421606E+02  -1.0779007E+01  -9.0000000E+01   0.0000000E+00
   13.2040   1.8420877E+02  -1.0778941E+01  -9.0000000E+01   0.0000000E+00
   13.2060   1.8420150E+02  -1.0778876E+01  -9.0000000E+01   0.0000000E+00
   13.2080   1.8419424E+02  -1.0778810E+01  -9.0000000E+01   0.0000000E+00
   13.2100   1.8418699E+02  -1.0778744E+01  -9.0000000E+01   0.0000000E+00
   13.2120   1.8417976E+02  -1.0778678E+01  -9.0000000E+01   0.0000000E+00
   13.2140   1.8417253E+02  -1.0778613E+01  -9.0000000E+01   0.0000000E+00
   13.2160   1.8416533E+02  -1.0778547E+01  -9.0000000E+01   0.0000000E+00
   13.2180   1.8415813E+02  -1.0778481E+01  -9.0000000E+01   0.0000000E+00
   13.2200   1.8415095E+02  -1.0778416E+01  -9.0000000E+01   0.0000000E+00
   13.2220   1.8414378E+02  -1.0778350E+01  -9.0000000E+01   0.0000000E+00
   13.2240   1.8413663E+02  -1.0778284E+01  -9.0000000E+01   0.0000000E+00
   13.2260   1.8412948E+02  -1.0778218E+01  -9.0000000E+01   0.0000000E+00
   13.2280   1.8412236E+02  -1.0778153E+01  -9.0000000E+01   0.0000000E+00
   13.2300   1.8411524E+02  -1.0778087E+01  -9.0000000E+01   0.0000000E+00
   13.2320   1.8410814E+02  -1.0778021E+01  -9.0000000E+01   0.0000000E+00
   13.2340   1.8410106E+02  -1.0777956E+01  -9.0000000E+01   0.0000000E+00
   13.2360   1.8409399E+02  -1.0777890E+01  -9.0000000E+01   0.0000000E+00
   13.2380   1.8408693E+02  -1.0777825E+01  -9.0000000E+01   0.0000000E+00
   13.2400   1.8407988E+02  -1.0777759E+01  -9.0000000E+01   0.0000000E+00
   13.2420   1.8407285E+02  -1.0777693E+01  -9.0000000E+01   0.0000000E+00
   13.2440   1.8406584E+02  -1.0777628E+01  -9.0000000E+01   0.0000000E+00
   13.2460   1.8405884E+02  -1.0777562E+01  -9.0000000E+01   0.0000000E+00
   13.2480   1.8405185E+02  -1.0777497E+01  -9.0000000E+01   0.0000000E+00
   13.2500   1.8404488E+02  -1.0777431E+01  -9.0000000E+01   0.0000000E+00
   13.2520   1.8403792E+02  -1.0777366E+01  -9.0000000E+01   0.0000000E+00
   13.2540   1.8403098E+02  -1.0777300E+01  -9.0000000E+01   0.0000000E+00
   13.2560   1.8402405E+02  -1.0777235E+01  -9.0000000E+01   0.0000000E+00
   13.2580   1.8401713E+02  -1.0777170E+01  -9.0000000E+01   0.0000000E+00
   13.2600   1.8401023E+02  -1.0777104E+01  -9.0000000E+01   0.0000000E+00
   13.2620   1.8400335E+02  -1.0777039E+01  -9.0000000E+01   0.0000000E+00
   13.2640   1.8399648E+02  -1.0776974E+01  -9.0000000E+01   0.0000000E+00
   13.2660   1.8398962E+02  -1.0776908E+01  -9.0000000E+01   0.0000000E+00
   13.2680   1.8398278E+02  -1.0776843E+01  -9.0000000E+01   0.0000000E+00
   13.2700   1.8397596E+02  -1.0776778E+01  -9.0000000E+01   0.0000000E+00
   13.2720   1.8396915E+02  -1.0776713E+01  -9.0000000E+01   0.0000000E+00
   13.2740   1.8396236E+02  -1.0776647E+01  -9.0000000E+01   0.0000000E+00
   13.2760   1.8395558E+02  -1.0776582E+01  -9.0000000E+01   0.0000000E+00
   13.2780   1.8394881E+02  -1.0776517E+01  -9.0000000E+01   0.0000000E+00
   13.2800   1.8394207E+02  -1.0776452E+01  -9.0000000E+01   0.0000000E+00
   13.2820   1.8393533E+02  -1.0776387E+01  -9.0000000E+01   0.0000000E+00
   13.2840   1.8392862E+02  -1.0776322E+01  -9.0000000E+01   0.0000000E+00
   13.2860   1.8392191E+02  -1.0776257E+01  -9.0000000E+01   0.0000000E+00
   13.2880   1.8391523E+02  -1.0776192E+01  -9.0000000E+01   0.0000000E+00
   13.2900   1.8390856E+02  -1.0776127E+01  -9.0000000E+01   0.0000000E+00
   13.2920   1.8390190E+02  -1.0776062E+01  -9.0000000E+01   0.0000000E+00
   13.2940   1.8389526E+02  -1.0775998E+01  -9.0000000E+01   0.0000000E+00
   13.2960   1.8388864E+02  -1.0775933E+01  -9.0000000E+01   0.0000000E+00
   13.2980   1.8388204E+02  -1.0775868E+01  -9.0000000E+01   0.0000000E+00
   13.3000   1.8387544E+02  -1.0775803E+01  -9.0000000E+01   0.0000000E+00
   13.3020   1.8386887E+02  -1.0775739E+01  -9.0000000E+01   0.0000000E+00
   13.3040   1.8386231E+02  -1.0775674E+01  -9.0000000E+01   0.0000000E+00
   13.3060   1.8385577E+02  -1.0775610E+01  -9.0000000E+01   0.0000000E+00
   13.3080   1.8384924E+02  -1.0775545E+01  -9.0000000E+01   0.0000000E+00
   13.3100   1.8384273E+02  -1.0775481E+01  -9.0000000E+01   0.0000000E+00
   13.3120   1.8383624E+02  -1.0775416E+01  -9.0000000E+01   0.0000000E+00
   13.3140   1.8382976E+02  -1.0775352E+01  -9.0000000E+01   0.0000000E+00
   13.3160   1.8382330E+02  -1.0775288E+01  -9.0000000E+01   0.0000000E+00
   13.3180   1.8381686E+02  -1.0775223E+01  -9.0000000E+01   0.0000000E+00
   13.3200   1.8381043E+02  -1.0775159E+01  -9.0000000E+01   0.0000000E+00
   13.3220   1.8380402E+02  -1.0775095E+01  -9.0000000E+01   0.0000000E+00
   13.3240   1.8379762E+02  -1.0775031E+01  -9.0000000E+01   0.0000000E+00
   13.3260   1.8379125E+02  -1.0774967E+01  -9.0000000E+01   0.0000000E+00
   13.3280   1.8378489E+02  -1.0774903E+01  -9.0000000E+01   0.0000000E+00
   13.3300   1.8377854E+02  -1.0774839E+01  -9.0000000E+01   0.0000000E+00
   13.3320   1.8377222E+02  -1.0774775E+01  -9.0000000E+01   0.0000000E+00
   13.3340   1.8376591E+02  -1.0774711E+01  -9.0000000E+01   0.0000000E+00
   13.3360   1.8375961E+02  -1.0774647E+01  -9.0000000E+01   0.0000000E+00
   13.3380   1.8375334E+02  -1.0774583E+01  -9.0000000E+01   0.0000000E+00
   13.3400   1.8374708E+02  -1.0774520E+01  -9.0000000E+01   0.0000000E+00
   13.3420   1.8374084E+02  -1.0774456E+01  -9.0000000E+01   0.0000000E+00
   13.3440   1.8373461E+02  -1.0774392E+01  -9.0000000E+01   0.0000000E+00
   13.3460   1.8372841E+02  -1.0774329E+01  -9.0000000E+01   0.0000000E+00
   13.3480   1.8372222E+02  -1.0774265E+01  -9.0000000E+01   0.0000000E+00
   13.3500   1.8371605E+02  -1.0774202E+01  -9.0000000E+01   0.0000000E+00
   13.3520   1.8370989E+02  -1.0774139E+01  -9.0000000E+01   0.0000000E+00
   13.3540   1.8370375E+02  -1.0774076E+01  -9.0000000E+01   0.0000000E+00
   13.3560   1.8369763E+02  -1.0774012E+01  -9.0000000E+01   0.0000000E+00
   13.3580   1.8369153E+02  -1.0773949E+01  -9.0000000E+01   0.0000000E+00
   13.3600   1.8368545E+02  -1.0773886E+01  -9.0000000E+01   0.0000000E+00
   13.3620   1.8367938E+02  -1.0773823E+01  -9.0000000E+01   0.0000000E+00
   13.3640   1.8367333E+02  -1.0773760E+01  -9.0000000E+01   0.0000000E+00
   13.3660   1.8366730E+02  -1.0773697E+01  -9.0000000E+01   0.0000000E+00
   13.3680   1.8366129E+02  -1.0773634E+01  -9.0000000E+01   0.0000000E+00
   13.3700   1.8365529E+02  -1.0773572E+01  -9.0000000E+01   0.0000000E+00
   13.3720   1.8364931E+02  -1.0773509E+01  -9.0000000E+01   0.0000000E+00
   13.3740   1.8364335E+02  -1.0773446E+01  -9.0000000E+01   0.0000000E+00
   13.3760   1.8363741E+02  -1.0773384E+01  -9.0000000E+01   0.0000000E+00
   13.3780   1.8363149E+02  -1.0773321E+01  -9.0000000E+01   0.0000000E+00
   13.3800   1.8362558E+02  -1.0773259E+01  -9.0000000E+01   0.0000000E+00
   13.3820   1.8361970E+02  -1.0773197E+01  -9.0000000E+01   0.0000000E+00
   13.3840   1.8361383E+02  -1.0773135E+01  -9.0000000E+01   0.0000000E+00
   13.3860   1.8360798E+02  -1.0773072E+01  -9.0000000E+01   0.0000000E+00
   13.3880   1.8360214E+02  -1.0773010E+01  -9.0000000E+01   0.0000000E+00
   13.3900   1.8359633E+02  -1.0772948E+01  -9.0000000E+01   0.0000000E+00
   13.3920   1.8359053E+02  -1.0772886E+01  -9.0000000E+01   0.0000000E+00
   13.3940   1.8358476E+02  -1.0772824E+01  -9.0000000E+01   0.0000000E+00
   13.3960   1.8357900E+02  -1.0772763E+01  -9.0000000E+01   0.0000000E+00
   13.3980   1.8357326E+02  -1.0772701E+01  -9.0000000E+01   0.0000000E+00
   13.4000   1.8356753E+02  -1.0772639E+01  -9.0000000E+01   0.0000000E+00
   13.4020   1.8356183E+02  -1.0772578E+01  -9.0000000E+01   0.0000000E+00
   13.4040   1.8355615E+02  -1.0772516E+01  -9.0000000E+01   0.0000000E+00
   13.4060   1.8355048E+02  -1.0772455E+01  -9.0000000E+01   0.0000000E+00
   13.4080   1.8354483E+02  -1.0772394E+01  -9.0000000E+01   0.0000000E+00
   13.4100   1.8353920E+02  -1.0772332E+01  -9.0000000E+01   0.0000000E+00
   13.4120   1.8353360E+02  -1.0772271E+01  -9.0000000E+01   0.0000000E+00
   13.4140   1.8352800E+02  -1.0772210E+01  -9.0000000E+01   0.0000000E+00
   13.4160   1.8352243E+02  -1.0772149E+01  -9.0000000E+01   0.0000000E+00
   13.4180   1.8351688E+02  -1.0772088E+01  -9.0000000E+01   0.0000000E+00
   13.4200   1.8351135E+02  -1.0772028E+01  -9.0000000E+01   0.0000000E+00
   13.4220   1.8350583E+02  -1.0771967E+01  -9.0000000E+01   0.0000000E+00
   13.4240   1.8350033E+02  -1.0771906E+01  -9.0000000E+01   0.0000000E+00
   13.4260   1.8349486E+02  -1.0771846E+01  -9.0000000E+01   0.0000000E+00
   13.4280   1.8348940E+02  -1.0771785E+01  -9.0000000E+01   0.0000000E+00
   13.4300   1.8348396E+02  -1.0771725E+01  -9.0000000E+01   0.0000000E+00
   13.4320   1.8347854E+02  -1.0771665E+01  -9.0000000E+01   0.0000000E+00
   13.4340   1.8347314E+02  -1.0771605E+01  -9.0000000E+01   0.0000000E+00
   13.4360   1.8346776E+02  -1.0771545E+01  -9.0000000E+01   0.0000000E+00
   13.4380   1.8346240E+02  -1.0771485E+01  -9.0000000E+01   0.0000000E+00
   13.4400   1.8345706E+02  -1.0771425E+01  -9.0000000E+01   0.0000000E+00
   13.4420   1.8345173E+02  -1.0771365E+01  -9.0000000E+01   0.0000000E+00
   13.4440   1.8344643E+02  -1.0771305E+01  -9.0000000E+01   0.0000000E+00
   13.4460   1.8344115E+02  -1.0771245E+01  -9.0000000E+01   0.0000000E+00
   13.4480   1.8343588E+02  -1.0771186E+01  -9.0000000E+01   0.0000000E+00
   13.4500   1.8343064E+02  -1.0771127E+01  -9.0000000E+01   0.0000000E+00
   13.4520   1.8342541E+02  -1.0771067E+01  -9.0000000E+01   0.0000000E+00
   13.4540   1.8342021E+02  -1.0771008E+01  -9.0000000E+01   0.0000000E+00
   13.4560   1.8341502E+02  -1.0770949E+01  -9.0000000E+01   0.0000000E+00
   13.4580   1.8340985E+02  -1.0770890E+01  -9.0000000E+01   0.0000000E+00
   13.4600   1.8340471E+02  -1.0770831E+01  -9.0000000E+01   0.0000000E+00
   13.4620   1.8339958E+02  -1.0770772E+01  -9.0000000E+01   0.0000000E+00
   13.4640   1.8339447E+02  -1.0770713E+01  -9.0000000E+01   0.0000000E+00
   13.4660   1.8338939E+02  -1.0770655E+01  -9.0000000E+01   0.0000000E+00
   13.4680   1.8338432E+02  -1.0770596E+01  -9.0000000E+01   0.0000000E+00
   13.4700   1.8337927E+02  -1.0770538E+01  -9.0000000E+01   0.0000000E+00
   13.4720   1.8337424E+02  -1.0770479E+01  -9.0000000E+01   0.0000000E+00
