
These predictions were generated by SubDyn on 27-Nov-2023 at 17:39:51.




    Time	  M1N1TDxss	  M1N2TDxss
       s	        (m)	        (m)
    2.5100	 1.1223E-01	 3.5524E-01
    2.5150	 1.1221E-01	 3.5520E-01
    2.5200	 1.1220E-01	 3.5516E-01
    2.5250	 1.1218E-01	 3.5511E-01
    2.5300	 1.1217E-01	 3.5506E-01
    2.5350	 1.1215E-01	 3.5502E-01
    2.5400	 1.1214E-01	 3.5499E-01
    2.5450	 1.1214E-01	 3.5497E-01
    2.5500	 1.1213E-01	 3.5497E-01
    2.5550	 1.1214E-01	 3.5497E-01
    2.5600	 1.1214E-01	 3.5499E-01
    2.5650	 1.1215E-01	 3.5502E-01
    2.5700	 1.1217E-01	 3.5506E-01
    2.5750	 1.1218E-01	 3.5510E-01
    2.5800	 1.1219E-01	 3.5514E-01
    2.5850	 1.1220E-01	 3.5517E-01
    2.5900	 1.1221E-01	 3.5520E-01
    2.5950	 1.1222E-01	 3.5522E-01
    2.6000	 1.1222E-01	 3.5523E-01
    2.6050	 1.1222E-01	 3.5522E-01
    2.6100	 1.1222E-01	 3.5521E-01
    2.6150	 1.1221E-01	 3.5519E-01
    2.6200	 1.1220E-01	 3.5516E-01
    2.6250	 1.1219E-01	 3.5512E-01
    2.6300	 1.1218E-01	 3.5509E-01
    2.6350	 1.1216E-01	 3.5506E-01
    2.6400	 1.1216E-01	 3.5503E-01
    2.6450	 1.1215E-01	 3.5501E-01
    2.6500	 1.1215E-01	 3.5501E-01
    2.6550	 1.1215E-01	 3.5501E-01
    2.6600	 1.1215E-01	 3.5502E-01
    2.6650	 1.1216E-01	 3.5504E-01
    2.6700	 1.1217E-01	 3.5506E-01
    2.6750	 1.1218E-01	 3.5509E-01
    2.6800	 1.1219E-01	 3.5512E-01
    2.6850	 1.1220E-01	 3.5515E-01
    2.6900	 1.1220E-01	 3.5517E-01
    2.6950	 1.1221E-01	 3.5519E-01
    2.7000	 1.1221E-01	 3.5519E-01
    2.7050	 1.1221E-01	 3.5520E-01
    2.7100	 1.1221E-01	 3.5519E-01
    2.7150	 1.1220E-01	 3.5517E-01
    2.7200	 1.1220E-01	 3.5515E-01
    2.7250	 1.1219E-01	 3.5513E-01
    2.7300	 1.1218E-01	 3.5510E-01
    2.7350	 1.1217E-01	 3.5508E-01
    2.7400	 1.1217E-01	 3.5506E-01
    2.7450	 1.1216E-01	 3.5504E-01
    2.7500	 1.1216E-01	 3.5504E-01
    2.7550	 1.1216E-01	 3.5503E-01
    2.7600	 1.1216E-01	 3.5504E-01
    2.7650	 1.1216E-01	 3.5505E-01
    2.7700	 1.1217E-01	 3.5507E-01
    2.7750	 1.1217E-01	 3.5509E-01
    2.7800	 1.1218E-01	 3.5511E-01
    2.7850	 1.1219E-01	 3.5513E-01
    2.7900	 1.1220E-01	 3.5515E-01
    2.7950	 1.1220E-01	 3.5516E-01
    2.8000	 1.1220E-01	 3.5517E-01
    2.8050	 1.1220E-01	 3.5517E-01
    2.8100	 1.1220E-01	 3.5517E-01
    2.8150	 1.1220E-01	 3.5516E-01
    2.8200	 1.1220E-01	 3.5515E-01
    2.8250	 1.1219E-01	 3.5513E-01
    2.8300	 1.1218E-01	 3.5511E-01
    2.8350	 1.1218E-01	 3.5509E-01
