





Time	B1WvsFxi	B1WvsFyi	B1WvsFzi	B1WvsMxi	B1WvsMyi	B1WvsMzi
(s)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)
   84.9000  -2.253937E+06  -3.847610E+06  -7.630128E+05  -8.243726E+07   7.259825E+07   1.446704E+07
   85.0000  -2.003900E+06  -3.859084E+06  -8.826117E+05  -8.152679E+07   6.600362E+07   1.917257E+07
   85.1000  -1.745482E+06  -3.851902E+06  -9.968528E+05  -8.020187E+07   5.908194E+07   2.377705E+07
   85.2000  -1.480091E+06  -3.826185E+06  -1.105229E+06  -7.847030E+07   5.187032E+07   2.825631E+07
   85.3000  -1.209185E+06  -3.782068E+06  -1.207017E+06  -7.634272E+07   4.440489E+07   3.258524E+07
   85.4000  -9.346463E+05  -3.719670E+06  -1.300758E+06  -7.383716E+07   3.672366E+07   3.672917E+07
   85.5000  -6.580472E+05  -3.639816E+06  -1.387304E+06  -7.096531E+07   2.888429E+07   4.067038E+07
   85.6000  -3.808559E+05  -3.542959E+06  -1.466304E+06  -6.774257E+07   2.092830E+07   4.438776E+07
   85.7000  -1.045358E+05  -3.429626E+06  -1.537443E+06  -6.418598E+07   1.289769E+07   4.786121E+07
   85.8000   1.694605E+05  -3.300419E+06  -1.600444E+06  -6.031414E+07   4.834794E+06   5.107174E+07
   85.9000   4.396969E+05  -3.156003E+06  -1.655073E+06  -5.614711E+07  -3.217884E+06   5.400152E+07
   86.0000   7.047609E+05  -2.997110E+06  -1.701133E+06  -5.170627E+07  -1.121789E+07   5.663397E+07
   86.1000   9.632687E+05  -2.824534E+06  -1.738471E+06  -4.701426E+07  -1.912297E+07   5.895382E+07
   86.2000   1.213872E+06  -2.639124E+06  -1.766975E+06  -4.209482E+07  -2.689127E+07   6.094721E+07
   86.3000   1.455266E+06  -2.441783E+06  -1.786574E+06  -3.697274E+07  -3.448155E+07   6.260174E+07
   86.4000   1.686191E+06  -2.233465E+06  -1.797242E+06  -3.167367E+07  -4.185330E+07   6.390656E+07
   86.5000   1.905442E+06  -2.015168E+06  -1.798991E+06  -2.622410E+07  -4.896699E+07   6.485244E+07
   86.6000   2.111877E+06  -1.787932E+06  -1.791876E+06  -2.065118E+07  -5.578423E+07   6.543183E+07
   86.7000   2.304418E+06  -1.552836E+06  -1.775996E+06  -1.498262E+07  -6.226797E+07   6.563894E+07
   86.8000   2.482058E+06  -1.310991E+06  -1.751486E+06  -9.246639E+06  -6.838268E+07   6.546981E+07
   86.9000   2.643869E+06  -1.063540E+06  -1.718525E+06  -3.471782E+06  -7.409453E+07   6.492236E+07
   87.0000   2.789007E+06  -8.116484E+05  -1.677327E+06   2.313137E+06  -7.937158E+07   6.399646E+07
   87.1000   2.916716E+06  -5.565065E+05  -1.628146E+06   8.079158E+06  -8.418395E+07   6.269400E+07
   87.2000   3.026332E+06  -2.993209E+05  -1.571273E+06   1.379728E+07  -8.850402E+07   6.101888E+07
   87.3000   3.117290E+06  -4.131208E+04  -1.507032E+06   1.943856E+07  -9.230657E+07   5.897711E+07
   87.4000   3.189128E+06   2.162901E+05  -1.435783E+06   2.497424E+07  -9.556898E+07   5.657683E+07
   87.5000   3.241489E+06   4.722504E+05  -1.357915E+06   3.037581E+07  -9.827137E+07   5.382830E+07
   87.6000   3.274125E+06   7.253325E+05  -1.273849E+06   3.561518E+07  -1.003967E+08   5.074392E+07
   87.7000   3.286899E+06   9.743034E+05  -1.184035E+06   4.066474E+07  -1.019311E+08   4.733825E+07
   87.8000   3.279791E+06   1.217938E+06  -1.088946E+06   4.549750E+07  -1.028636E+08   4.362798E+07
   87.9000   3.252894E+06   1.455023E+06  -9.890816E+05   5.008720E+07  -1.031869E+08   3.963189E+07
   88.0000   3.206418E+06   1.684364E+06  -8.849622E+05   5.440842E+07  -1.028967E+08   3.537081E+07
   88.1000   3.140691E+06   1.904786E+06  -7.771276E+05   5.843672E+07  -1.019923E+08   3.086754E+07
   88.2000   3.056154E+06   2.115143E+06  -6.661344E+05   6.214878E+07  -1.004767E+08   2.614682E+07
   88.3000   2.953366E+06   2.314321E+06  -5.525539E+05   6.552249E+07  -9.835624E+07   2.123517E+07
   88.4000   2.832996E+06   2.501242E+06  -4.369692E+05   6.853711E+07  -9.564107E+07   1.616080E+07
   88.5000   2.695824E+06   2.674875E+06  -3.199728E+05   7.117340E+07  -9.234487E+07   1.095348E+07
   88.6000   2.542735E+06   2.834235E+06  -2.021636E+05   7.341376E+07  -8.848497E+07   5.644391E+06
   88.7000   2.374714E+06   2.978391E+06  -8.414482E+04   7.524237E+07  -8.408230E+07   2.659203E+05
   88.8000   2.191046E+06   3.105185E+06   3.201340E+04   7.663017E+07  -7.909712E+07  -5.166911E+06
   88.9000   1.994397E+06   3.214512E+06   1.461132E+05   7.757810E+07  -7.359983E+07  -1.059779E+07
   89.0000   1.787384E+06   3.306529E+06   2.584720E+05   7.808799E+07  -6.766775E+07  -1.597615E+07
   89.1000   1.571373E+06   3.380613E+06   3.685392E+05   7.815281E+07  -6.133684E+07  -2.126631E+07
   89.2000   1.347786E+06   3.436222E+06   4.757759E+05   7.776784E+07  -5.464578E+07  -2.643267E+07
   89.3000   1.118084E+06   3.472902E+06   5.796569E+05   7.693077E+07  -4.763573E+07  -3.144005E+07
   89.4000   8.837671E+05   3.490291E+06   6.796736E+05   7.564185E+07  -4.035013E+07  -3.625389E+07
   89.5000   6.463555E+05   3.488125E+06   7.753357E+05   7.390395E+07  -3.283439E+07  -4.084057E+07
   89.6000   4.073845E+05   3.466238E+06   8.661736E+05   7.172260E+07  -2.513568E+07  -4.516765E+07
   89.7000   1.683915E+05   3.424575E+06   9.517402E+05   6.910610E+07  -1.730254E+07  -4.920418E+07
   89.8000  -6.909358E+04   3.363188E+06   1.031614E+06   6.606551E+07  -9.384637E+06  -5.292089E+07
   89.9000  -3.035596E+05   3.282242E+06   1.105398E+06   6.261471E+07  -1.432422E+06  -5.629054E+07
   90.0000  -5.335244E+05   3.182018E+06   1.172727E+06   5.877038E+07   6.503232E+06  -5.928808E+07
   90.1000  -7.575447E+05   3.062916E+06   1.233265E+06   5.455196E+07   1.437136E+07  -6.189092E+07
   90.2000  -9.742267E+05   2.925451E+06   1.286706E+06   4.998163E+07   2.212127E+07  -6.407914E+07
   90.3000  -1.182235E+06   2.770260E+06   1.332782E+06   4.508421E+07   2.970289E+07  -6.583566E+07
   90.4000  -1.380302E+06   2.598096E+06   1.371256E+06   3.988707E+07   3.706714E+07  -6.714643E+07
   90.5000  -1.567235E+06   2.409830E+06   1.401930E+06   3.442004E+07   4.416626E+07  -6.800056E+07
   90.6000  -1.741928E+06   2.206443E+06   1.424644E+06   2.871519E+07   5.095418E+07  -6.839044E+07
   90.7000  -1.903362E+06   1.989031E+06   1.439276E+06   2.280671E+07   5.738684E+07  -6.831181E+07
   90.8000  -2.050618E+06   1.758791E+06   1.445744E+06   1.673072E+07   6.342253E+07  -6.776386E+07
   90.9000  -2.182877E+06   1.517021E+06   1.444008E+06   1.052498E+07   6.902218E+07  -6.674922E+07
   91.0000  -2.299430E+06   1.265113E+06   1.434068E+06   4.228721E+06   7.414963E+07  -6.527396E+07
   91.1000  -2.399675E+06   1.004543E+06   1.415966E+06  -2.117661E+06   7.877193E+07  -6.334757E+07
   91.2000  -2.483127E+06   7.368626E+05   1.389786E+06  -8.472873E+06   8.285956E+07  -6.098289E+07
   91.3000  -2.549372E+06   4.637059E+05   1.355655E+06  -1.479465E+07   8.638554E+07  -5.819526E+07
   91.4000  -2.592321E+06   1.887762E+05   1.313770E+06  -2.098795E+07   8.917396E+07  -5.490268E+07
   91.5000  -2.618062E+06  -8.819125E+04   1.264603E+06  -2.706622E+07   9.136618E+07  -5.123846E+07
   91.6000  -2.626658E+06  -3.654742E+05   1.208389E+06  -3.298843E+07   9.295081E+07  -4.722909E+07
   91.7000  -2.618279E+06  -6.413283E+05   1.145401E+06  -3.871418E+07   9.392047E+07  -4.290342E+07
   91.8000  -2.593194E+06  -9.139991E+05   1.075948E+06  -4.420399E+07   9.427180E+07  -3.829247E+07
   91.9000  -2.551771E+06  -1.181735E+06   1.000373E+06  -4.941965E+07   9.400548E+07  -3.342913E+07
   92.0000  -2.494470E+06  -1.442799E+06   9.190563E+05  -5.432449E+07   9.312616E+07  -2.834790E+07
   92.1000  -2.421838E+06  -1.695483E+06   8.324082E+05  -5.888371E+07   9.164239E+07  -2.308460E+07
   92.2000  -2.334504E+06  -1.938121E+06   7.408715E+05  -6.306467E+07   8.956658E+07  -1.767610E+07
   92.3000  -2.233173E+06  -2.169097E+06   6.449179E+05  -6.683710E+07   8.691480E+07  -1.216002E+07
   92.4000  -2.117885E+06  -2.384791E+06   5.432063E+05  -7.008023E+07   8.364755E+07  -6.590715E+06
   92.5000  -1.989848E+06  -2.584399E+06   4.377189E+05  -7.282009E+07   7.982925E+07  -1.001244E+06
   92.6000  -1.850148E+06  -2.767045E+06   3.295531E+05  -7.506043E+07   7.550319E+07   4.574300E+06
   92.7000  -1.699750E+06  -2.931510E+06   2.193170E+05  -7.678554E+07   7.070001E+07   1.009876E+07
   92.8000  -1.539665E+06  -3.076699E+06   1.076332E+05  -7.798340E+07   6.545312E+07   1.553576E+07
   92.9000  -1.370943E+06  -3.201644E+06  -4.864995E+03  -7.864570E+07   5.979844E+07   2.084996E+07
   93.0000  -1.194667E+06  -3.305517E+06  -1.175370E+05  -7.876793E+07   5.377409E+07   2.600730E+07
   93.1000  -1.011948E+06  -3.387629E+06  -2.297388E+05  -7.834939E+07   4.742019E+07   3.097518E+07
   93.2000  -8.239136E+05  -3.447441E+06  -3.408266E+05  -7.739314E+07   4.077848E+07   3.572269E+07
   93.3000  -6.317075E+05  -3.484561E+06  -4.501611E+05  -7.590602E+07   3.389212E+07   4.022078E+07
   93.4000  -4.364793E+05  -3.498750E+06  -5.571106E+05  -7.389852E+07   2.680535E+07   4.444240E+07
   93.5000  -2.393798E+05  -3.489924E+06  -6.610554E+05  -7.138468E+07   1.956321E+07   4.836266E+07
   93.6000  -4.155510E+04  -3.458149E+06  -7.613913E+05  -6.838202E+07   1.221128E+07   5.195893E+07
   93.7000   1.558588E+05  -3.403644E+06  -8.575330E+05  -6.491131E+07   4.795356E+06   5.521091E+07
   93.8000   3.517417E+05  -3.326773E+06  -9.489179E+05  -6.099645E+07  -2.638767E+06   5.810077E+07
   93.9000   5.449936E+05  -3.228049E+06  -1.035010E+06  -5.666422E+07  -1.004561E+07   6.061312E+07
   94.0000   7.345402E+05  -3.108124E+06  -1.115301E+06  -5.194413E+07  -1.738022E+07   6.273513E+07
   94.1000   9.193368E+05  -2.967783E+06  -1.189315E+06  -4.686814E+07  -2.459846E+07   6.445646E+07
   94.2000   1.098373E+06  -2.807940E+06  -1.256614E+06  -4.147042E+07  -3.165721E+07   6.576933E+07
   94.3000   1.270676E+06  -2.629632E+06  -1.316794E+06  -3.578713E+07  -3.851460E+07   6.666849E+07
   94.4000   1.435316E+06  -2.434007E+06  -1.369492E+06  -2.985611E+07  -4.513022E+07   6.715116E+07
   94.5000   1.591409E+06  -2.222319E+06  -1.414388E+06  -2.371663E+07  -5.146532E+07   6.721702E+07
   94.6000   1.738118E+06  -1.995918E+06  -1.451205E+06  -1.740914E+07  -5.748298E+07   6.686816E+07
   94.7000   1.874660E+06  -1.756241E+06  -1.479712E+06  -1.097495E+07  -6.314829E+07   6.610899E+07
   94.8000   2.000306E+06  -1.504799E+06  -1.499724E+06  -4.456007E+06  -6.842852E+07   6.494621E+07
   94.9000   2.114387E+06  -1.243175E+06  -1.511105E+06   2.105425E+06  -7.329325E+07   6.338871E+07
   95.0000   2.216292E+06  -9.730056E+05  -1.513765E+06   8.667002E+06  -7.771452E+07   6.144748E+07
   95.1000   2.305476E+06  -6.959740E+05  -1.507666E+06   1.518657E+07  -8.166692E+07   5.913554E+07
   95.2000   2.381455E+06  -4.138010E+05  -1.492818E+06   2.162243E+07  -8.512773E+07   5.646783E+07
   95.3000   2.443818E+06  -1.282333E+05  -1.469278E+06   2.793354E+07  -8.807701E+07   5.346114E+07
   95.4000   2.492218E+06   1.589664E+05  -1.437156E+06   3.407982E+07  -9.049766E+07   5.013398E+07
   95.5000   2.526383E+06   4.460294E+05  -1.396606E+06   4.002232E+07  -9.237554E+07   4.650652E+07
   95.6000   2.546111E+06   7.311904E+05  -1.347831E+06   4.572345E+07  -9.369948E+07   4.260043E+07
   95.7000   2.551275E+06   1.012698E+06  -1.291080E+06   5.114718E+07  -9.446138E+07   3.843882E+07
   95.8000   2.541823E+06   1.288822E+06  -1.226646E+06   5.625926E+07  -9.465620E+07   3.404614E+07
   95.9000   2.517777E+06   1.557866E+06  -1.154867E+06   6.102733E+07  -9.428203E+07   2.944802E+07
   96.0000   2.479238E+06   1.818171E+06  -1.076120E+06   6.542114E+07  -9.334010E+07   2.467121E+07
   96.1000   2.426379E+06   2.068131E+06  -9.908239E+05   6.941270E+07  -9.183473E+07   1.974343E+07
   96.2000   2.359453E+06   2.306193E+06  -8.994339E+05   7.297637E+07  -8.977342E+07   1.469329E+07
   96.3000   2.278788E+06   2.530870E+06  -8.024405E+05   7.608905E+07  -8.716676E+07   9.550139E+06
   96.4000   2.184785E+06   2.740747E+06  -7.003672E+05   7.873022E+07  -8.402840E+07   4.343942E+06
   96.5000   2.077923E+06   2.934490E+06  -5.937677E+05   8.088212E+07  -8.037505E+07  -8.948213E+05
   96.6000   1.958749E+06   3.110848E+06  -4.832234E+05   8.252979E+07  -7.622639E+07  -6.135312E+06
   96.7000   1.827884E+06   3.268664E+06  -3.693406E+05   8.366114E+07  -7.160500E+07  -1.134646E+07
   96.8000   1.685898E+06   3.406702E+06  -2.528774E+05   8.426508E+07  -6.653116E+07  -1.649657E+07
   96.9000   1.533292E+06   3.523307E+06  -1.350808E+05   8.432934E+07  -6.101757E+07  -2.154691E+07
   97.0000   1.371681E+06   3.618586E+06  -1.597286E+04   8.386310E+07  -5.512685E+07  -2.646517E+07
   97.1000   1.201966E+06   3.691831E+06   1.037812E+05   8.286675E+07  -4.889315E+07  -3.122064E+07
   97.2000   1.025096E+06   3.742453E+06   2.235079E+05   8.134380E+07  -4.235287E+07  -3.578320E+07
   97.3000   8.420702E+05   3.769985E+06   3.425289E+05   7.930079E+07  -3.554445E+07  -4.012362E+07
   97.4000   6.533790E+05   3.772319E+06   4.604063E+05   7.670264E+07  -2.849108E+07  -4.420121E+07
   97.5000   4.601636E+05   3.749358E+06   5.762806E+05   7.356901E+07  -2.124014E+07  -4.798915E+07
   97.6000   2.639976E+05   3.702519E+06   6.892189E+05   6.995471E+07  -1.385096E+07  -5.147200E+07
   97.7000   6.602270E+04   3.631912E+06   7.985431E+05   6.587977E+07  -6.368817E+06  -5.462593E+07
   97.8000  -1.326015E+05   3.537788E+06   9.035878E+05   6.136717E+07   1.160049E+06  -5.742886E+07
   97.9000  -3.307041E+05   3.420541E+06   1.003703E+06   5.644284E+07   8.688680E+06  -5.986068E+07
   98.0000  -5.271094E+05   3.280711E+06   1.098260E+06   5.113549E+07   1.616968E+07  -6.190339E+07
   98.1000  -7.206445E+05   3.118981E+06   1.186651E+06   4.547656E+07   2.355551E+07  -6.354131E+07
   98.2000  -9.101456E+05   2.936179E+06   1.268296E+06   3.950005E+07   3.079877E+07  -6.476119E+07
   98.3000  -1.094466E+06   2.733276E+06   1.342647E+06   3.324240E+07   3.785251E+07  -6.555242E+07
   98.4000  -1.272483E+06   2.511383E+06   1.409189E+06   2.674230E+07   4.467054E+07  -6.590708E+07
   98.5000  -1.443104E+06   2.271747E+06   1.467445E+06   2.004051E+07   5.120776E+07  -6.582016E+07
   98.6000  -1.605276E+06   2.015748E+06   1.516980E+06   1.317965E+07   5.742045E+07  -6.528957E+07
   98.7000  -1.757991E+06   1.744893E+06   1.557405E+06   6.203966E+06   6.326660E+07  -6.431628E+07
   98.8000  -1.900293E+06   1.460809E+06   1.588377E+06  -8.409245E+05   6.870623E+07  -6.290434E+07
   98.9000  -2.031284E+06   1.165238E+06   1.609608E+06  -7.908298E+06   7.370169E+07  -6.106097E+07
   99.0000  -2.150133E+06   8.600226E+05   1.620861E+06  -1.495062E+07   7.821795E+07  -5.879650E+07
   99.1000  -2.256078E+06   5.471020E+05   1.621959E+06  -2.191985E+07   8.222291E+07  -5.612442E+07
   99.2000  -2.348434E+06   2.284974E+05   1.612784E+06  -2.876776E+07   8.568764E+07  -5.306129E+07
   99.3000  -2.426598E+06  -9.369876E+04   1.593280E+06  -3.544629E+07   8.858666E+07  -4.962670E+07
   99.4000  -2.490054E+06  -4.173363E+05   1.563456E+06  -4.190786E+07   9.089815E+07  -4.584315E+07
   99.5000  -2.538374E+06  -7.402214E+05   1.523385E+06  -4.810578E+07   9.260419E+07  -4.173594E+07
   99.6000  -2.571226E+06  -1.060131E+06   1.473208E+06  -5.399455E+07   9.369090E+07  -3.733300E+07
   99.7000  -2.588373E+06  -1.374831E+06   1.413133E+06  -5.953025E+07   9.414862E+07  -3.266469E+07
   99.8000  -2.589676E+06  -1.682087E+06   1.343435E+06  -6.467092E+07   9.397201E+07  -2.776363E+07
   99.9000  -2.575097E+06  -1.979688E+06   1.264454E+06  -6.937689E+07   9.316014E+07  -2.266444E+07
  100.0000  -2.544696E+06  -2.265459E+06   1.176600E+06  -7.361110E+07   9.171657E+07  -1.740347E+07
  100.1000  -2.498637E+06  -2.537278E+06   1.080345E+06  -7.733951E+07   8.964931E+07  -1.201851E+07
  100.2000  -2.437179E+06  -2.793099E+06   9.762235E+05  -8.053133E+07   8.697082E+07  -6.548546E+06
  100.3000  -2.360682E+06  -3.030961E+06   8.648307E+05  -8.315937E+07   8.369796E+07  -1.033369E+06
  100.4000  -2.269599E+06  -3.249011E+06   7.468188E+05  -8.520029E+07   7.985186E+07   4.486697E+06
  100.5000  -2.164476E+06  -3.445517E+06   6.228931E+05  -8.663482E+07   7.545779E+07   9.971154E+06
  100.6000  -2.045947E+06  -3.618887E+06   4.938082E+05  -8.744802E+07   7.054498E+07   1.537967E+07
  100.7000  -1.914628E+06  -3.767435E+06   3.605013E+05  -8.762689E+07   6.514161E+07   2.067020E+07
  100.8000  -1.771175E+06  -3.888918E+06   2.244522E+05  -8.715810E+07   5.927225E+07   2.578765E+07
  100.9000  -1.617222E+06  -3.983623E+06   8.580824E+04  -8.605643E+07   5.300897E+07   3.070188E+07
  101.0000  -1.453682E+06  -4.050664E+06  -5.455068E+04  -8.432549E+07   4.639404E+07   3.537763E+07
  101.1000  -1.281521E+06  -4.089348E+06  -1.957232E+05  -8.197356E+07   3.947205E+07   3.978160E+07
  101.2000  -1.101750E+06  -4.099185E+06  -3.367923E+05  -7.901359E+07   3.228961E+07   4.388270E+07
  101.3000  -9.131891E+05  -4.073403E+06  -4.774095E+05  -7.531454E+07   2.483848E+07   4.760724E+07
  101.4000  -7.176693E+05  -4.013686E+06  -6.159268E+05  -7.095275E+07   1.719821E+07   5.093885E+07
  101.5000  -5.179182E+05  -3.924764E+06  -7.508627E+05  -6.606333E+07   9.463075E+06   5.388568E+07
  101.6000  -3.151374E+05  -3.807202E+06  -8.812884E+05  -6.068154E+07   1.685798E+06   5.642928E+07
  101.7000  -1.105388E+05  -3.661782E+06  -1.006303E+06  -5.484638E+07  -6.080982E+06   5.855445E+07
  101.8000   9.466286E+04  -3.489494E+06  -1.125041E+06  -4.860021E+07  -1.378510E+07   6.024935E+07
  101.9000   2.992577E+05  -3.291526E+06  -1.236675E+06  -4.198849E+07  -2.137525E+07   6.150554E+07
  102.0000   5.020483E+05  -3.069256E+06  -1.340430E+06  -3.505932E+07  -2.880135E+07   6.231798E+07
  102.1000   7.018568E+05  -2.824242E+06  -1.435580E+06  -2.786312E+07  -3.601490E+07   6.268504E+07
  102.2000   8.975319E+05  -2.558205E+06  -1.521458E+06  -2.045217E+07  -4.296930E+07   6.260842E+07
  102.3000   1.087956E+06  -2.273020E+06  -1.597463E+06  -1.288019E+07  -4.962017E+07   6.209313E+07
  102.4000   1.272049E+06  -1.970694E+06  -1.663060E+06  -5.201954E+06  -5.592564E+07   6.114730E+07
  102.5000   1.448779E+06  -1.653357E+06  -1.717784E+06   2.527206E+06  -6.184657E+07   5.978213E+07
  102.6000   1.617163E+06  -1.323238E+06  -1.761248E+06   1.025179E+07  -6.734684E+07   5.801168E+07
  102.7000   1.776273E+06  -9.826515E+05  -1.793139E+06   1.791657E+07  -7.239347E+07   5.585273E+07
  102.8000   1.925242E+06  -6.339786E+05  -1.813226E+06   2.546702E+07  -7.695686E+07   5.332455E+07
  102.9000   2.063267E+06  -2.796472E+05  -1.821355E+06   3.284971E+07  -8.101089E+07   5.044873E+07
  103.0000   2.189612E+06   7.788584E+04  -1.817457E+06   4.001272E+07  -8.453307E+07   4.724893E+07
  103.1000   2.303614E+06   4.361527E+05  -1.801541E+06   4.690599E+07  -8.750455E+07   4.375066E+07
  103.2000   2.404681E+06   7.926935E+05  -1.773697E+06   5.348166E+07  -8.991024E+07   3.998103E+07
  103.3000   2.492297E+06   1.145073E+06  -1.734096E+06   5.969444E+07  -9.173883E+07   3.596855E+07
  103.4000   2.566023E+06   1.490901E+06  -1.682986E+06   6.550190E+07  -9.298273E+07   3.174283E+07
  103.5000   2.625501E+06   1.827842E+06  -1.620688E+06   7.086469E+07  -9.363812E+07   2.733439E+07
  103.6000   2.670451E+06   2.153639E+06  -1.547599E+06   7.574686E+07  -9.370486E+07   2.277439E+07
  103.7000   2.698686E+06   2.463247E+06  -1.460888E+06   7.997757E+07  -9.308182E+07   1.809726E+07
  103.8000   2.711029E+06   2.755272E+06  -1.363530E+06   8.360146E+07  -9.184343E+07   1.334271E+07
  103.9000   2.708098E+06   3.028650E+06  -1.257311E+06   8.664078E+07  -9.003683E+07   8.542563E+06
  104.0000   2.689995E+06   3.281685E+06  -1.142943E+06   8.907903E+07  -8.767822E+07   3.727829E+06
  104.1000   2.656904E+06   3.512837E+06  -1.021187E+06   9.090391E+07  -8.478691E+07  -1.071015E+06
  104.2000   2.609090E+06   3.720720E+06  -8.928422E+05   9.210737E+07  -8.138514E+07  -5.824171E+06
  104.3000   2.546893E+06   3.904115E+06  -7.587453E+05   9.268554E+07  -7.749786E+07  -1.050267E+07
  104.4000   2.470731E+06   4.061972E+06  -6.197616E+05   9.263869E+07  -7.315260E+07  -1.507853E+07
  104.5000   2.381095E+06   4.193410E+06  -4.767808E+05   9.197118E+07  -6.837922E+07  -1.952485E+07
  104.6000   2.278545E+06   4.297729E+06  -3.307110E+05   9.069133E+07  -6.320976E+07  -2.381595E+07
  104.7000   2.163707E+06   4.374400E+06  -1.824726E+05   8.881131E+07  -5.767818E+07  -2.792745E+07
  104.8000   2.037271E+06   4.423072E+06  -3.299341E+04   8.634702E+07  -5.182019E+07  -3.183637E+07
  104.9000   1.899984E+06   4.443571E+06   1.167976E+05   8.331790E+07  -4.567303E+07  -3.552119E+07
  105.0000   1.752652E+06   4.435896E+06   2.659752E+05   7.974676E+07  -3.927528E+07  -3.896196E+07
  105.1000   1.596127E+06   4.400216E+06   4.136233E+05   7.565959E+07  -3.266659E+07  -4.214029E+07
  105.2000   1.431312E+06   4.336869E+06   5.588403E+05   7.108540E+07  -2.588755E+07  -4.503947E+07
  105.3000   1.259151E+06   4.246355E+06   7.007437E+05   6.605595E+07  -1.897941E+07  -4.764445E+07
  105.4000   1.080623E+06   4.129334E+06   8.384750E+05   6.060553E+07  -1.198390E+07  -4.994193E+07
  105.5000   8.967426E+05   3.986618E+06   9.712042E+05   5.477079E+07  -4.943027E+06  -5.192036E+07
  105.6000   7.085501E+05   3.819165E+06   1.098134E+06   4.859045E+07   2.101151E+06  -5.356998E+07
  105.7000   5.171079E+05   3.628074E+06   1.218505E+06   4.210505E+07   9.106722E+06  -5.488281E+07
  105.8000   3.234954E+05   3.414576E+06   1.331596E+06   3.535675E+07   1.603214E+07  -5.585274E+07
  105.9000   1.288029E+05   3.180025E+06   1.436733E+06   2.838906E+07   2.283640E+07  -5.647544E+07
  106.0000  -6.587353E+04   2.925895E+06   1.533288E+06   2.124658E+07   2.947929E+07  -5.674849E+07
  106.1000  -2.594382E+05   2.653767E+06   1.620684E+06   1.397477E+07   3.592153E+07  -5.667128E+07
  106.2000  -4.508014E+05   2.365320E+06   1.698398E+06   6.619673E+06   4.212505E+07  -5.624508E+07
  106.3000  -6.388851E+05   2.062326E+06   1.765963E+06  -7.723097E+05   4.805309E+07  -5.547303E+07
  106.4000  -8.226289E+05   1.746637E+06   1.822970E+06  -8.154679E+06   5.367048E+07  -5.436011E+07
  106.5000  -1.000996E+06   1.420176E+06   1.869071E+06  -1.548108E+07   5.894377E+07  -5.291317E+07
  106.6000  -1.172979E+06   1.084927E+06   1.903982E+06  -2.270556E+07   6.384145E+07  -5.114089E+07
  106.7000  -1.337605E+06   7.429289E+05   1.927479E+06  -2.978279E+07   6.833411E+07  -4.905377E+07
  106.8000  -1.493942E+06   3.962577E+05   1.939406E+06  -3.666832E+07   7.239461E+07  -4.666410E+07
  106.9000  -1.641104E+06   4.702225E+04   1.939673E+06  -4.331880E+07   7.599826E+07  -4.398595E+07
  107.0000  -1.778256E+06  -3.026491E+05   1.928255E+06  -4.969224E+07   7.912296E+07  -4.103509E+07
  107.1000  -1.904621E+06  -6.506188E+05   1.905197E+06  -5.574819E+07   8.174936E+07  -3.782897E+07
  107.2000  -2.019482E+06  -9.947514E+05   1.870609E+06  -6.144801E+07   8.386100E+07  -3.438667E+07
  107.3000  -2.121144E+06  -1.331942E+06   1.822184E+06  -6.667492E+07   8.537617E+07  -3.072162E+07
  107.4000  -2.209708E+06  -1.660190E+06   1.762631E+06  -7.145675E+07   8.634557E+07  -2.686858E+07
  107.5000  -2.284703E+06  -1.977462E+06   1.692359E+06  -7.576444E+07   8.676466E+07  -2.285134E+07
  107.6000  -2.345716E+06  -2.281763E+06   1.611781E+06  -7.956997E+07   8.663070E+07  -1.869471E+07
  107.7000  -2.392421E+06  -2.571165E+06   1.521376E+06  -8.284827E+07   8.594440E+07  -1.442460E+07
  107.8000  -2.424575E+06  -2.843819E+06   1.421683E+06  -8.557737E+07   8.470992E+07  -1.006790E+07
  107.9000  -2.442025E+06  -3.097961E+06   1.313300E+06  -8.773860E+07   8.293490E+07  -5.652313E+06
  108.0000  -2.444709E+06  -3.331933E+06   1.196885E+06  -8.931671E+07   8.063048E+07  -1.206245E+06
  108.1000  -2.432656E+06  -3.544186E+06   1.073146E+06  -9.030004E+07   7.781129E+07   3.241407E+06
  108.2000  -2.405986E+06  -3.733294E+06   9.428455E+05  -9.068062E+07   7.449535E+07   7.661422E+06
  108.3000  -2.364913E+06  -3.897969E+06   8.067893E+05  -9.045430E+07   7.070407E+07   1.202444E+07
  108.4000  -2.309743E+06  -4.037063E+06   6.658275E+05  -8.962080E+07   6.646214E+07   1.630118E+07
  108.5000  -2.240870E+06  -4.149587E+06   5.208476E+05  -8.818382E+07   6.179737E+07   2.046263E+07
  108.6000  -2.158780E+06  -4.234711E+06   3.727702E+05  -8.615104E+07   5.674058E+07   2.448025E+07
  108.7000  -2.064043E+06  -4.291782E+06   2.225432E+05  -8.353415E+07   5.132544E+07   2.832624E+07
  108.8000  -1.957312E+06  -4.320322E+06   7.113664E+04  -8.034884E+07   4.558823E+07   3.197371E+07
  108.9000  -1.839321E+06  -4.320040E+06  -8.046384E+04  -7.661476E+07   3.956765E+07   3.539691E+07
  109.0000  -1.710877E+06  -4.290835E+06  -2.312630E+05  -7.235544E+07   3.330455E+07   3.857146E+07
  109.1000  -1.572856E+06  -4.232803E+06  -3.802625E+05  -6.759819E+07   2.684168E+07   4.147457E+07
  109.2000  -1.426200E+06  -4.146234E+06  -5.264679E+05  -6.237400E+07   2.022339E+07   4.408521E+07
