                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.202283       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00  5.33136707401433e-04
 9.76743080978007e-01  2.71690087521273e-03
 9.52798325605868e-01  4.40509300245624e-03
 9.28827182383041e-01  5.47646977011977e-03
 9.04893391778897e-01  6.00967173235253e-03
 8.81098668622505e-01  5.86796478357926e-03
 8.57451790434199e-01  4.92295542670716e-03
 8.33985806877884e-01  3.31292861361175e-03
 8.10739321742285e-01  1.07443559390751e-03
 7.87746703907226e-01 -1.73437877079050e-03
 7.65039896962357e-01 -5.07809803819372e-03
 7.42634637935047e-01 -8.87733519027811e-03
 7.20554151949040e-01 -1.30812739029384e-02
 6.98837715957818e-01 -1.71510623850923e-02
 6.77499844155729e-01 -2.15263118716097e-02
 6.56512565968415e-01 -2.61736424184872e-02
 6.35881694461701e-01 -3.09479306423133e-02
 6.15612860101198e-01 -3.57942867425817e-02
 5.95706283027881e-01 -4.06486726095600e-02
 5.76156376872089e-01 -4.54442979013539e-02
 5.56953585943049e-01 -5.01097895000664e-02
 5.38098537263110e-01 -5.46042982242248e-02
 5.19591817558673e-01 -5.88990530036370e-02
 5.01432084271695e-01 -6.29550513475851e-02
 4.83608238690787e-01 -6.66920557476263e-02
 4.66119682683699e-01 -7.00674778233950e-02
 4.48974910546532e-01 -7.30621607773021e-02
 4.32181513737006e-01 -7.56626311116290e-02
 4.15752102935896e-01 -7.78879068647499e-02
 3.99695784601583e-01 -7.97370781859082e-02
 3.84024497350196e-01 -8.12568455233528e-02
 3.68745271685026e-01 -8.24680064521105e-02
 3.53861290298007e-01 -8.33446703091369e-02
 3.39378747786627e-01 -8.39409599121698e-02
 3.25300373397714e-01 -8.42781082288400e-02
 3.11627818536928e-01 -8.43164454222752e-02
 2.98360644120386e-01 -8.42374705759638e-02
 2.85497649781795e-01 -8.39070350926120e-02
 2.73036530012191e-01 -8.33928049042900e-02
 2.60972822244579e-01 -8.27329882007382e-02
 2.49301370367135e-01 -8.19503266016498e-02
 2.38018679804086e-01 -8.10351867668499e-02
 2.27118166649933e-01 -7.99993286110457e-02
 2.16592379017240e-01 -7.88692193179949e-02
 2.06434561688169e-01 -7.76565529062546e-02
 1.96637823984547e-01 -7.63665741346900e-02
 1.87195669797714e-01 -7.49998266276436e-02
 1.78099221821540e-01 -7.35702852938202e-02
 1.69338786423303e-01 -7.20964083333673e-02
 1.60907587903767e-01 -7.05785285014667e-02
 1.52796689805345e-01 -6.90246827351334e-02
 1.44995134690949e-01 -6.74525512136833e-02
 1.37494445631142e-01 -6.58645122463104e-02
 1.30288243327831e-01 -6.42567024557495e-02
 1.23366720981018e-01 -6.26379952297528e-02
 1.16720852760183e-01 -6.10145959687889e-02
 1.10343922131365e-01 -5.93833675925507e-02
 1.04226419723777e-01 -5.77533169316659e-02
 9.83602559100428e-02 -5.61253040161928e-02
 9.27373537209491e-02 -5.45003491205893e-02
 8.73500497300102e-02 -5.28785161029294e-02
 8.21910060843117e-02 -5.12631443472252e-02
 7.72514455503704e-02 -4.96593319104265e-02
