                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.207190       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00  7.49464894287444e-04
 9.76771017717408e-01  2.68309803814107e-03
 9.52790316820391e-01  4.24242503083230e-03
 9.28810245461273e-01  5.34862718982858e-03
 9.04866848659251e-01  6.01628160145880e-03
 8.81021548979319e-01  5.93078891093592e-03
 8.57316042168672e-01  5.06238859050874e-03
 8.33793567431539e-01  3.48553935408984e-03
 8.10492502379513e-01  1.25660497887506e-03
 7.87450401034656e-01 -1.58069921417927e-03
 7.64700457792377e-01 -4.98857676783895e-03
 7.42259088707587e-01 -8.85856852723379e-03
 7.20150137238071e-01 -1.31256080180693e-02
 6.98404749902685e-01 -1.75224731810043e-02
 6.77037131037205e-01 -2.22304876437069e-02
 6.56030246746705e-01 -2.71812095821304e-02
 6.35387410890005e-01 -3.22761777853340e-02
 6.15110574055752e-01 -3.74499133762531e-02
 5.95197703764961e-01 -4.26339463555725e-02
 5.75641395880441e-01 -4.77549914460320e-02
 5.56430230354230e-01 -5.27329180520479e-02
 5.37564286955047e-01 -5.75270270206983e-02
 5.19043046772649e-01 -6.21019702943552e-02
 5.00865253537119e-01 -6.64183646270004e-02
 4.83019440814522e-01 -7.03926591664237e-02
 4.65503883541909e-01 -7.39743254671159e-02
 4.48327850184695e-01 -7.71495531357607e-02
 4.31499276872572e-01 -7.99045279289523e-02
 4.15031039521620e-01 -8.22549399142110e-02
 3.98933689637039e-01 -8.42104443504730e-02
 3.83219443134570e-01 -8.58115646278257e-02
 3.67895933806536e-01 -8.70786492677478e-02
 3.52967692882620e-01 -8.80020693318946e-02
 3.38441481364160e-01 -8.86351870564290e-02
 3.24320061891040e-01 -8.89896592240296e-02
 3.10605543315735e-01 -8.90213408015542e-02
 2.97298093126071e-01 -8.89253026201427e-02
 2.84396854274606e-01 -8.85681063179982e-02
 2.71899726454583e-01 -8.80145848918006e-02
 2.59802590665769e-01 -8.73019783735803e-02
 2.48100540055272e-01 -8.64514718592697e-02
 2.36790196217989e-01 -8.54572463503629e-02
 2.25864764235818e-01 -8.43413452619571e-02
 2.15316956084818e-01 -8.31254308723684e-02
 2.05140256324607e-01 -8.18184473146198e-02
 1.95328090272642e-01 -8.04245680586347e-02
 1.85873628545916e-01 -7.89484984244625e-02
 1.76767712067464e-01 -7.74086509543287e-02
 1.68000677894226e-01 -7.58217584359129e-02
 1.59565943176072e-01 -7.41867764166756e-02
 1.51454611418852e-01 -7.25112605107840e-02
 1.43655332752004e-01 -7.08149034514948e-02
 1.36159352983656e-01 -6.91026703059297e-02
 1.28960347935373e-01 -6.73703808637182e-02
 1.22048324015438e-01 -6.56271958815477e-02
 1.15414143803137e-01 -6.38794916272275e-02
 1.09051282427561e-01 -6.21233130934834e-02
 1.02950031230979e-01 -6.03679638578586e-02
 9.71018138678888e-02 -5.86165001596873e-02
 9.14982443845165e-02 -5.68713934337344e-02
 8.61312840818990e-02 -5.51342903858914e-02
 8.09937447053334e-02 -5.34067200181224e-02
 7.60769892625227e-02 -5.16929511113918e-02
 7.13727696547341e-02 -4.99960690057031e-02
 6.68733931342444e-02 -4.83179161339068e-02
 6.25712643371356e-02 -4.66610577319464e-02
 5.84604681757457e-02 -4.50234405306522e-02
 5.45350201523168e-02 -4.34034370582108e-02
 5.07896815276513e-02 -4.17986577508575e-02
 4.72177182848024e-02 -4.02115652741416e-02
 4.38118617019851e-02 -3.86445331393572e-02
 4.05657504197628e-02 -3.70984314167141e-02
 3.74750781423662e-02 -3.55707910686299e-02
 3.45334506560343e-02 -3.40637753665305e-02
 3.17356213423539e-02 -3.25770155638334e-02
 2.90762235998385e-02 -3.11104923973065e-02
 2.65537938371881e-02 -2.96591129619389e-02
 2.41588813983894e-02 -2.82304640728056e-02
 2.18888548986460e-02 -2.68213264551020e-02
 1.97427818516983e-02 -2.54253050231009e-02
 1.77195947874300e-02 -2.40396294131500e-02
 1.58021082388667e-02 -2.26817646057962e-02
 1.39914352383682e-02 -2.13459174586945e-02
 1.22967565252610e-02 -2.00141299761724e-02
 1.07286354745295e-02 -1.86724882183474e-02
 9.26022528611511e-03 -1.73502284283499e-02
 7.86096588919062e-03 -1.60768313636096e-02
 6.54864566113473e-03 -1.48305286126212e-02
 5.37954780159890e-03 -1.35519708248284e-02
 4.36616104774100e-03 -1.22389610831989e-02
 3.48912228298532e-03 -1.09167888791115e-02
 2.77531923823173e-03 -9.58013006255355e-03
 2.21841939957130e-03 -8.24476561697206e-03
 1.80143324583723e-03 -6.92196826243171e-03
 1.43883461242008e-03 -5.64397921658830e-03
 1.11520321259468e-03 -4.41599408252942e-03
 8.14131571240293e-04 -3.23868645284427e-03
 5.30864488447956e-04 -2.11095313508818e-03
 2.59937365438339e-04 -1.03212676807079e-03
 0.00000000000000e+00  0.00000000000000e+00
 2.42823579796597e-04  1.03686300399886e-03
 4.71248446875266e-04  2.12778047604188e-03
 6.97961813760691e-04  3.27010444237408e-03
 9.28059453485424e-04  4.46417042251700e-03
 1.16822147450541e-03  5.71218770856335e-03
 1.43098167992041e-03  7.01313426133021e-03
 1.73643708190854e-03  8.36797633647870e-03
 2.10340991721902e-03  9.76874094763508e-03
 2.60343588760498e-03  1.11937169225933e-02
 3.22180301407763e-03  1.26495006923403e-02
 3.93603551568972e-03  1.41377875772553e-02
 4.77870975659961e-03  1.56420096533458e-02
 5.74583670517515e-03  1.71613247562951e-02
 6.80718127204313e-03  1.87158763428791e-02
 7.91610316337762e-03  2.03379013245210e-02
 9.12814487523484e-03  2.19928285135698e-02
 1.04524893835360e-02  2.36752584262099e-02
 1.18927703313266e-02  2.53860952200704e-02
 1.34374448121992e-02  2.71377622708854e-02
 1.50893167112720e-02  2.89302840029775e-02
 1.68591806869256e-02  3.07572525699442e-02
 1.87576874006197e-02  3.26132398684865e-02
 2.07796409701709e-02  3.45066820246710e-02
 2.29323324839936e-02  3.64344175084603e-02
 2.52221056323608e-02  3.83947752369647e-02
 2.76549737072425e-02  4.03833011338381e-02
 3.02282269401408e-02  4.23900618042599e-02
 3.29514850273366e-02  4.44306604346023e-02
 3.58317569633385e-02  4.65037201081650e-02
 3.88728533636122e-02  4.86111228857071e-02
 4.20825570373432e-02  5.07500354708007e-02
 4.54670383183529e-02  5.29208963096371e-02
 4.90333652872057e-02  5.51213781287853e-02
 5.27881516821196e-02  5.73468513255322e-02
 5.67340598613617e-02  5.96015669007278e-02
 6.08801432260514e-02  6.18833855834906e-02
 6.52347717218971e-02  6.41902701030019e-02
 6.98059880328569e-02  6.65211870846419e-02
 7.46019497033567e-02  6.88727589535420e-02
 7.96308661542998e-02  7.12413127960526e-02
 8.49009849313291e-02  7.36224314118706e-02
 9.04206209670941e-02  7.60109528324180e-02
 9.61996269406137e-02  7.83982436385171e-02
 1.02242539776135e-01  8.07934900333281e-02
 1.08556966821520e-01  8.31996053757227e-02
 1.15153584502254e-01  8.56068749637799e-02
 1.22045888209599e-01  8.79971561939107e-02
 1.29239449349219e-01  9.03707635823926e-02
 1.36748053109728e-01  9.27047954159221e-02
 1.44574633532056e-01  9.50096206834394e-02
 1.52722912219963e-01  9.72953235136793e-02
 1.61205232837931e-01  9.95438935711948e-02
 1.70052125740711e-01  1.01669494078748e-01
 1.79235522488578e-01  1.03793422126370e-01
 1.88783600581358e-01  1.05825396488844e-01
 1.98705957141574e-01  1.07745262023041e-01
 2.09007327925920e-01  1.09553278989633e-01
 2.19689988269803e-01  1.11264704815748e-01
 2.30757485602287e-01  1.12877778119550e-01
 2.42228575763397e-01  1.14297571851271e-01
 2.54104812760947e-01  1.15518890419912e-01
 2.66385810267542e-01  1.16565067942307e-01
 2.79073215266400e-01  1.17431841511659e-01
 2.92167946530722e-01  1.18135402568812e-01
 3.05673144543234e-01  1.18484489696138e-01
 3.19588902970327e-01  1.18489539181632e-01
 3.33911450544492e-01  1.18243712036450e-01
 3.48639061497322e-01  1.17656060416282e-01
 3.63772014473024e-01  1.16853744938796e-01
 3.79305263060463e-01  1.15759590715203e-01
 3.95235852388437e-01  1.14383429304513e-01
 4.11561156269501e-01  1.12730798301951e-01
 4.28286519880076e-01  1.10877270285066e-01
 4.45390374176805e-01  1.08679194150198e-01
 4.62886055057210e-01  1.06284851007207e-01
 4.80770525290869e-01  1.03574172693777e-01
 4.99053901959388e-01  1.00646115712136e-01
 5.17712431604174e-01  9.75580019806456e-02
 5.36719793413595e-01  9.41911957432242e-02
 5.56078207881107e-01  9.06181541039961e-02
 5.75775153342757e-01  8.68482175394994e-02
 5.95801978002147e-01  8.28687686575411e-02
 6.16149265063727e-01  7.86925767245585e-02
 6.36804270291555e-01  7.43225009665966e-02
 6.57769108361399e-01  6.98326421792847e-02
 6.79030329864113e-01  6.52271621778337e-02
 7.00572302692008e-01  6.05070690757872e-02
 7.22393710494081e-01  5.57400364282122e-02
 7.44470168078207e-01  5.08956864073796e-02
 7.66800193677385e-01  4.60504555907766e-02
 7.89366176452285e-01  4.12135207940226e-02
 8.12153216354633e-01  3.64102652033259e-02
 8.35145288409530e-01  3.16677564893904e-02
 8.58316643066761e-01  2.69712609999900e-02
 8.81647962138398e-01  2.23401198808880e-02
 9.05120888332865e-01  1.78016032631923e-02
 9.28714577564106e-01  1.33726437205623e-02
 9.52407559456887e-01  9.07109377734925e-03
 9.76176869466340e-01  4.85151926486564e-03
 1.00000000000000e+00  7.49464894287445e-04
