                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250330       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00  5.11733054672763e-03
 9.84112090627917e-01  4.34473457836976e-03
 9.59437105143440e-01  3.82838366497846e-03
 9.34722026375913e-01  3.75441370900352e-03
 9.10008598766637e-01  5.05368620699984e-03
 8.85369057558142e-01  5.15010933544972e-03
 8.60881121494609e-01  4.17508851525264e-03
 8.36605827683902e-01  2.22884077090172e-03
 8.12597938182522e-01 -6.19067900420059e-04
 7.88912021123762e-01 -4.35942805644419e-03
 7.65605662887253e-01 -8.98898751203818e-03
 7.42709693403830e-01 -1.43995662024634e-02
 7.20232111085679e-01 -2.04051137190101e-02
 6.98181930850172e-01 -2.68578591469729e-02
 6.76561205515313e-01 -3.36562985103960e-02
 6.55345535390848e-01 -4.06746504746911e-02
 6.34516403967164e-01 -4.77919158504927e-02
 6.14049514434358e-01 -5.48878489540582e-02
 5.93924765315647e-01 -6.18637240646498e-02
 5.74126944463366e-01 -6.86379583069773e-02
 5.54642791750981e-01 -7.51358398572755e-02
 5.35465189631969e-01 -8.12983889755118e-02
 5.16589582815812e-01 -8.70722769988284e-02
 4.98019832169796e-01 -9.24286969973618e-02
 4.79760897074211e-01 -9.73376507806373e-02
 4.61817870385311e-01 -1.01770138728733e-01
 4.44201365020242e-01 -1.05716568072493e-01
 4.26926653283063e-01 -1.09191168874821e-01
 4.10007202034336e-01 -1.12202545027509e-01
 3.93454511955651e-01 -1.14761305731967e-01
 3.77282106584000e-01 -1.16893490989683e-01
 3.61497683109379e-01 -1.18599236229641e-01
 3.46111678061759e-01 -1.19908570567741e-01
 3.31131762151031e-01 -1.20843910599235e-01
 3.16564291286939e-01 -1.21437223248749e-01
 3.02412917623883e-01 -1.21697396308741e-01
 2.88681008566449e-01 -1.21637239640908e-01
 2.75370471595500e-01 -1.21306924966453e-01
 2.62480368616155e-01 -1.20710549065176e-01
 2.50010400237524e-01 -1.19871551476961e-01
 2.37958096849568e-01 -1.18805452378378e-01
 2.26319521144024e-01 -1.17539338238696e-01
 2.15091450267972e-01 -1.16082365097174e-01
 2.04269961806606e-01 -1.14443221715774e-01
 1.93847052067761e-01 -1.12654735702723e-01
 1.83819645082285e-01 -1.10715452535022e-01
 1.74177484168323e-01 -1.08656927715683e-01
 1.64914836624097e-01 -1.06484921310612e-01
 1.56023537091226e-01 -1.04212750393930e-01
 1.47494513827702e-01 -1.01855662041155e-01
 1.39318682412738e-01 -9.94264421515830e-02
 1.31485095825065e-01 -9.69426995670404e-02
 1.23986340191006e-01 -9.44094994660572e-02
 1.16813190650797e-01 -9.18356571971142e-02
 1.09954486586671e-01 -8.92337745915106e-02
 1.03399710990708e-01 -8.66142615545907e-02
 9.71410380477283e-02 -8.39796033982579e-02
 9.11661515000618e-02 -8.13440716448830e-02
 8.54642312794741e-02 -7.87159895036729e-02
 8.00278499821838e-02 -7.60963971067691e-02
 7.48487402242624e-02 -7.34874701317909e-02
 6.99138867055383e-02 -7.09015907231694e-02
 6.52159233270698e-02 -6.83399725817540e-02
 6.07482417572832e-02 -6.58020322028511e-02
 5.65018618119781e-02 -6.32910925172784e-02
 5.24654841287716e-02 -6.08149787676006e-02
 4.86303875814211e-02 -5.83773868912476e-02
 4.49903593827508e-02 -5.59775312465554e-02
 4.15379251797653e-02 -5.36164067643830e-02
 3.82654641988201e-02 -5.12954507259666e-02
 3.51697389737735e-02 -4.90113976015670e-02
 3.22419209011049e-02 -4.67679596090156e-02
 2.94772558899861e-02 -4.45637104867340e-02
 2.68715317252080e-02 -4.23961254260883e-02
 2.44137933673746e-02 -4.02723696526996e-02
 2.21040871074280e-02 -3.81865014396942e-02
 1.99338994886000e-02 -3.61414981403604e-02
 1.78935619107187e-02 -3.41420996179199e-02
 1.59782372245352e-02 -3.21875201047627e-02
 1.42006083909672e-02 -3.02624857589341e-02
 1.25536191126491e-02 -2.83685497216999e-02
 1.10274252527050e-02 -2.65111845142137e-02
 9.61323540021542e-03 -2.46947235867461e-02
 8.32136982516896e-03 -2.29101513849831e-02
 7.14738368035140e-03 -2.11580649587238e-02
 6.07376105153489e-03 -1.94476316438136e-02
 5.02296276186742e-03 -1.78273917952700e-02
 4.07223421940788e-03 -1.62408267459864e-02
 3.26816599900504e-03 -1.46662948047147e-02
 2.60201714420869e-03 -1.31089142933742e-02
 2.04752219678943e-03 -1.15830665030928e-02
 1.61814888858831e-03 -1.00925727064267e-02
 1.28488673707303e-03 -8.64519923637732e-03
 1.03944585188054e-03 -7.24616010307708e-03
 8.32629663825511e-04 -5.90166924634235e-03
 6.46156965639448e-04 -4.61485261869855e-03
 4.72737983023706e-04 -3.38314578567689e-03
 3.09696215383867e-04 -2.20465462002729e-03
 1.53097009110445e-04 -1.07760105219995e-03
 0.00000000000000e+00  0.00000000000000e+00
 1.41828498727654e-04  1.07873598516028e-03
 2.77380929376225e-04  2.20754174154376e-03
 4.09645235197709e-04  3.38810745951884e-03
 5.45447344390398e-04  4.62186370858020e-03
 6.84381238667287e-04  5.91134379468428e-03
