                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.435685       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -6.50833237824221e-03
 9.73050152190774e-01 -7.23782857063363e-03
 9.46427399704287e-01 -1.03119125438541e-02
 9.20345549281633e-01 -1.59746632810757e-02
 8.94806802200552e-01 -2.18137556390059e-02
 8.69814507132550e-01 -2.91594539543378e-02
 8.45306051243977e-01 -3.76747599126239e-02
 8.20918273855541e-01 -4.71298492990598e-02
 7.96806854495830e-01 -5.71895996552935e-02
 7.73143293864775e-01 -6.77971402642585e-02
 7.49861998352919e-01 -7.86111959635687e-02
 7.26984202673726e-01 -8.96224672649546e-02
 7.04451548810085e-01 -1.00612958452985e-01
 6.82214225150661e-01 -1.11385902445334e-01
 6.60275869762594e-01 -1.21935042589852e-01
 6.38579571970646e-01 -1.32054676832118e-01
 6.17123127294494e-01 -1.41717792959977e-01
 5.95897727109349e-01 -1.50862909749719e-01
 5.74526083134203e-01 -1.59466982463941e-01
 5.53204749737116e-01 -1.67528689352760e-01
 5.32086431454685e-01 -1.74937320313313e-01
 5.11201052367873e-01 -1.81692330927137e-01
 4.90610976059635e-01 -1.87884028311217e-01
 4.70275676954411e-01 -1.93333888764723e-01
 4.50283007223680e-01 -1.98228850952653e-01
 4.30597821190663e-01 -2.02373193877753e-01
 4.11273784042022e-01 -2.05866849285438e-01
 3.92335452110872e-01 -2.08753956522535e-01
 3.73796296848178e-01 -2.10996260532695e-01
 3.55676539580113e-01 -2.12585375443444e-01
 3.38002703809040e-01 -2.13724412052995e-01
 3.20786299658478e-01 -2.14211360447193e-01
 3.04042029454047e-01 -2.14229971790115e-01
 2.87778222316125e-01 -2.13806361233716e-01
 2.72014253994992e-01 -2.12909010065727e-01
 2.56755617196020e-01 -2.11573646507260e-01
 2.42014666978298e-01 -2.09809421937251e-01
 2.27770510396045e-01 -2.07735517470271e-01
 2.14054663295108e-01 -2.05288610283187e-01
 2.00861501138084e-01 -2.02516096246320e-01
 1.88179608512657e-01 -1.99479045351660e-01
 1.76033542704535e-01 -1.96136797075967e-01
 1.64384339710459e-01 -1.92602418061975e-01
 1.53265050084037e-01 -1.88815022481526e-01
 1.42640974042065e-01 -1.84862020473212e-01
 1.32526628275359e-01 -1.80716126755774e-01
 1.22929269764515e-01 -1.76387202025795e-01
 1.13790526794194e-01 -1.71959583547235e-01
 1.05175092613982e-01 -1.67362391624522e-01
 9.70123056294144e-02 -1.62688319528412e-01
 8.93360416959995e-02 -1.57909972839714e-01
 8.21224061252579e-02 -1.53054096583068e-01
 7.53369196722487e-02 -1.48157834108753e-01
 6.90189937127676e-02 -1.43191874576631e-01
 6.30951261776976e-02 -1.38218908647871e-01
 5.75569873945544e-02 -1.33247862636725e-01
 5.24067380324640e-02 -1.28279519062782e-01
 4.75996953985367e-02 -1.23346401648281e-01
 4.32139271564353e-02 -1.18409387289941e-01
 3.91491988025415e-02 -1.13529222078438e-01
 3.53456025700752e-02 -1.08735232772993e-01
 3.19114913290070e-02 -1.03984440466929e-01
 2.87717529764894e-02 -9.93092924741513e-02
 2.58966951279903e-02 -9.47228182549356e-02
 2.32577602646342e-02 -9.02337070897245e-02
 2.08099060084047e-02 -8.58564248014600e-02
 1.86132714343373e-02 -8.15715532550584e-02
 1.66113058252491e-02 -7.73959820534116e-02
 1.47773154612321e-02 -7.33353746390178e-02
 1.30950228656400e-02 -6.93959794720191e-02
 1.15926256149128e-02 -6.55737870890235e-02
 1.02364163787571e-02 -6.18733490283546e-02
 9.01471827647596e-03 -5.82941710343828e-02
 7.93024205833268e-03 -5.48347485590565e-02
 6.96399883650542e-03 -5.14960967813465e-02
 6.10536355905845e-03 -4.82725566028205e-02
 5.36164534245088e-03 -4.51579713533695e-02
 4.71320270850468e-03 -4.21555696251855e-02
 4.12461551853950e-03 -3.92650006555781e-02
 3.58721996734746e-03 -3.64832176961706e-02
 3.14098699940924e-03 -3.38054686860119e-02
 2.77392329701653e-03 -3.12277038390929e-02
 2.44690560220932e-03 -2.87540577380731e-02
 2.13408041364708e-03 -2.63838258403143e-02
 1.83615188916919e-03 -2.41150408609675e-02
 1.56746228817000e-03 -2.19437295967348e-02
 1.33499599587688e-03 -1.98631659448088e-02
 1.12992527308456e-03 -1.78695562823926e-02
 9.40859003974077e-04 -1.59646102143202e-02
 7.68201029089943e-04 -1.41428734282992e-02
 6.28166231893155e-04 -1.23995266660398e-02
 5.21289375037350e-04 -1.07314461332241e-02
 4.32491610084733e-04 -9.13658772938083e-03
 3.44775142799328e-04 -7.61103624694792e-03
 2.32019805227231e-04 -6.15362677620515e-03
 1.45342599967365e-04 -4.76188955106731e-03
 1.02589086703972e-04 -3.43364335477617e-03
 6.59134203890905e-05 -2.17238957740585e-03
 3.23594121270602e-05 -9.98905018614044e-04
 0.00000000000000e+00  0.00000000000000e+00
 2.64335516748074e-05  1.17766677556091e-03
 7.01911041622392e-05  2.40776129079529e-03
 1.37230385719199e-04  3.69265512735135e-03
 2.30756720711925e-04  5.03361837905837e-03
 3.37857251921965e-04  6.43444863315915e-03
 4.29427284299792e-04  7.89906047542016e-03
 5.19244577642593e-04  9.42929437108311e-03
 6.18491493740959e-04  1.10271052135833e-02
 7.42520574044970e-04  1.26938926453195e-02
 9.08414950718256e-04  1.44319303791088e-02
 1.09602106899545e-03  1.62459839858000e-02
 1.28699031660773e-03  1.81401374610606e-02
 1.49784268137661e-03  2.01163411488154e-02
 1.74047007091680e-03  2.21776669332874e-02
 2.01591612986704e-03  2.43309221525102e-02
 2.30251996075582e-03  2.65780280213690e-02
 2.58310052896246e-03  2.89225900667844e-02
 2.87430039821930e-03  3.13682890088476e-02
 3.20390589272991e-03  3.39166257922055e-02
 3.61096875000936e-03  3.65655186198742e-02
 4.09113846719922e-03  3.93204966703969e-02
 4.60205875661448e-03  4.21874019086251e-02
 5.15553859134615e-03  4.51694243909669e-02
 5.80161513901298e-03  4.82597033350227e-02
 6.57408457131854e-03  5.14592631168919e-02
 7.45478336734628e-03  5.47697367980277e-02
 8.43896409397870e-03  5.82046525904437e-02
 9.55028838102068e-03  6.17609049665950e-02
 1.08081316638701e-02  6.54367624530415e-02
 1.22042455783988e-02  6.92386730804105e-02
 1.37534011584625e-02  7.31650626034767e-02
 1.54558672790039e-02  7.72178840293924e-02
 1.72983441029339e-02  8.14001316724687e-02
 1.93305713677291e-02  8.57001316373441e-02
 2.15702964731678e-02  9.01147199775360e-02
 2.40086788375889e-02  9.46485175502694e-02
 2.66216529388482e-02  9.93099393121480e-02
 2.94996831623728e-02  1.04069580432806e-01
 3.26633058074724e-02  1.08917736597120e-01
 3.61081438931481e-02  1.13856765587397e-01
 3.98483250186613e-02  1.18875791840359e-01
 4.38902279002971e-02  1.23969786874148e-01
 4.82502353135465e-02  1.29129090274439e-01
 5.29909362813804e-02  1.34316977234418e-01
 5.81123119446955e-02  1.39523774147948e-01
 6.35943733686333e-02  1.44757238887816e-01
 6.94818915808679e-02  1.49986309735409e-01
 7.57921367187033e-02  1.55195520115794e-01
 8.25577553276913e-02  1.60345339687881e-01
 8.97884867077247e-02  1.65416923515271e-01
 9.75090622586764e-02  1.70379685564429e-01
 1.05703594740775e-01  1.75242413027296e-01
 1.14382545450884e-01  1.79976190288232e-01
 1.23580334033227e-01  1.84538831601558e-01
 1.33267713329703e-01  1.88938308733980e-01
 1.43475985126112e-01  1.93123593011214e-01
 1.54209598884433e-01  1.97065532862579e-01
 1.65457414254865e-01  2.00766963256968e-01
 1.77221454831625e-01  2.04204889049779e-01
 1.89513137241814e-01  2.07332216670229e-01
 2.02334870923954e-01  2.10116538990654e-01
 2.15687368230520e-01  2.12526474750363e-01
 2.29548906054326e-01  2.14590780448869e-01
 2.43914778122993e-01  2.16292149075789e-01
 2.58783365957622e-01  2.17614505830693e-01
 2.74141420512460e-01  2.18556177919626e-01
 2.89992178251563e-01  2.19034440849806e-01
 3.06313338295151e-01  2.19165792736499e-01
 3.23105631278876e-01  2.18800080532340e-01
 3.40354975050281e-01  2.18003923750963e-01
 3.58056639414687e-01  2.16811908180080e-01
 3.76187650719490e-01  2.15114025565413e-01
 3.94752642219039e-01  2.13006909969436e-01
 4.13733857655195e-01  2.10454032115924e-01
 4.33121967542687e-01  2.07461791969478e-01
 4.52895643396591e-01  2.03979079223948e-01
 4.73059135171391e-01  2.00092391012399e-01
 4.93585691508693e-01  1.95746140504612e-01
 5.14470194830073e-01  1.90973735739562e-01
 5.35684763880668e-01  1.85741139193192e-01
 5.57231372451850e-01  1.80111255379334e-01
 5.78776632186799e-01  1.74165540079663e-01
 6.00444737159507e-01  1.67777314549335e-01
 6.22430460815165e-01  1.61117683857642e-01
 6.44685336621927e-01  1.54026728555161e-01
 6.67227921696479e-01  1.46676948170878e-01
 6.90011793198343e-01  1.38949038125359e-01
 7.13027526619698e-01  1.30890943829501e-01
 7.36276143052707e-01  1.22595236639420e-01
 7.59714205222276e-01  1.13974353328512e-01
 7.83326804935975e-01  1.05062280532949e-01
 8.07101889076348e-01  9.58978598234316e-02
 8.31021462714591e-01  8.65075793658487e-02
 8.55029899778132e-01  7.67904091149055e-02
 8.79139245847830e-01  6.68654998334269e-02
 9.03349068632000e-01  5.68145092558520e-02
 9.27598045687467e-01  4.65229911207990e-02
 9.51865732809030e-01  3.60118544239787e-02
 9.76017275579024e-01  2.46855766174435e-02
 1.00000000000000e+00  1.27585802974450e-02
