## This file was generated by SeaState called from Python on Sep-29-2025 at 22:24:05
## This file contains outputs from calls to SeaState routines (not the CalcOutput) at the 20 points specified in the file Points.Results.dat
# 
# 
# 
# 
          T             x             y             z            V_x           V_y           V_z           A_x           A_Y           A_Z       nodeInWater      elev          norm_x        norm_y        norm_z
       43.846       -50.000       100.000       -50.000        -0.781         0.000        -0.548        -0.334         0.000         0.527             1        -3.416         0.010        -0.000         1.000
       43.846       -50.000       100.000      -100.000        -0.781         0.000        -0.548        -0.334         0.000         0.527             1        -3.416         0.010        -0.000         1.000
       43.846       -50.000       100.000      -150.000        -0.781         0.000        -0.548        -0.334         0.000         0.527             1        -3.416         0.010        -0.000         1.000
       43.846       -50.000       100.000      -190.000        -0.781         0.000        -0.548        -0.334         0.000         0.527             1        -3.416         0.010        -0.000         1.000
       43.846         0.000       -50.000         1.000         2.012         0.000        -3.754        -2.839         0.000        -1.701             1         2.587        -0.277        -0.000         0.961
       43.846         0.000       -50.000        -1.000         1.858         0.000        -3.535        -2.668         0.000        -1.539             1         2.587        -0.277        -0.000         0.961
       43.846         0.000       -50.000       -10.000         1.024         0.000        -2.092        -1.525         0.000        -0.759             1         2.587        -0.277        -0.000         0.961
       43.846         0.000       -50.000       -50.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277        -0.000         0.961
       43.846         0.000       -50.000      -100.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277        -0.000         0.961
       43.846         0.000       -50.000      -150.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277        -0.000         0.961
       43.846         0.000       -50.000      -190.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277        -0.000         0.961
       43.846         0.000         0.000         1.000         2.012         0.000        -3.754        -2.839         0.000        -1.701             1         2.587        -0.277         0.000         0.961
       43.846         0.000         0.000        -1.000         1.858         0.000        -3.535        -2.668         0.000        -1.539             1         2.587        -0.277         0.000         0.961
       43.846         0.000         0.000       -10.000         1.024         0.000        -2.092        -1.525         0.000        -0.759             1         2.587        -0.277         0.000         0.961
       43.846         0.000         0.000       -50.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277         0.000         0.961
       43.846         0.000         0.000      -100.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277         0.000         0.961
       43.846         0.000         0.000      -150.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277         0.000         0.961
       43.846         0.000         0.000      -190.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277         0.000         0.961
       43.846         0.000        50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0         2.587        -0.277         0.000         0.961
       43.846         0.000        50.000        -1.000         1.858         0.000        -3.535        -2.668         0.000        -1.539             1         2.587        -0.277         0.000         0.961
       43.846         0.000        50.000       -10.000         1.024         0.000        -2.092        -1.525         0.000        -0.759             1         2.587        -0.277         0.000         0.961
       43.846         0.000        50.000       -50.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277         0.000         0.961
       43.846         0.000        50.000      -100.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277         0.000         0.961
       43.846         0.000        50.000      -150.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277         0.000         0.961
       43.846         0.000        50.000      -190.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277         0.000         0.961
       43.846         0.000       100.000         1.000         2.012         0.000        -3.754        -2.839         0.000        -1.701             1         2.587        -0.277         0.000         0.961
       43.846         0.000       100.000        -1.000         1.858         0.000        -3.535        -2.668         0.000        -1.539             1         2.587        -0.277         0.000         0.961
       43.846         0.000       100.000       -10.000         1.024         0.000        -2.092        -1.525         0.000        -0.759             1         2.587        -0.277         0.000         0.961
       43.846         0.000       100.000       -50.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277         0.000         0.961
       43.846         0.000       100.000      -100.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277         0.000         0.961
       43.846         0.000       100.000      -150.000         0.455         0.000        -0.948        -0.648         0.000        -0.319             1         2.587        -0.277         0.000         0.961
       43.846        50.000       100.000      -190.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000       -50.000         1.000         2.547         0.000         2.552         2.468         0.000        -1.786             1         3.808         0.253        -0.000         0.967
       43.846        50.000       -50.000        -1.000         2.413         0.000         2.312         2.212         0.000        -1.672             1         3.808         0.253        -0.000         0.967
       43.846        50.000       -50.000       -10.000         1.569         0.000         1.033         0.932         0.000        -1.035             1         3.808         0.253        -0.000         0.967
       43.846        50.000       -50.000       -50.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253        -0.000         0.967
       43.846        50.000       -50.000      -100.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253        -0.000         0.967
       43.846        50.000       -50.000      -150.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253        -0.000         0.967
       43.846        50.000       -50.000      -190.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253        -0.000         0.967
       43.846        50.000         0.000         1.000         2.547         0.000         2.552         2.468         0.000        -1.786             1         3.808         0.253         0.000         0.967
       43.846        50.000         0.000        -1.000         2.413         0.000         2.312         2.212         0.000        -1.672             1         3.808         0.253         0.000         0.967
       43.846        50.000         0.000       -10.000         1.569         0.000         1.033         0.932         0.000        -1.035             1         3.808         0.253         0.000         0.967
       43.846        50.000         0.000       -50.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000         0.000      -100.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000         0.000      -150.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000         0.000      -190.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000        50.000         1.000         2.547         0.000         2.552         2.468         0.000        -1.786             1         3.808         0.253         0.000         0.967
       43.846        50.000        50.000        -1.000         2.413         0.000         2.312         2.212         0.000        -1.672             1         3.808         0.253         0.000         0.967
       43.846        50.000        50.000       -10.000         1.569         0.000         1.033         0.932         0.000        -1.035             1         3.808         0.253         0.000         0.967
       43.846        50.000        50.000       -50.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000        50.000      -100.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000        50.000      -150.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000        50.000      -190.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000       100.000         1.000         2.547         0.000         2.552         2.468         0.000        -1.786             1         3.808         0.253         0.000         0.967
       43.846        50.000       100.000        -1.000         2.413         0.000         2.312         2.212         0.000        -1.672             1         3.808         0.253         0.000         0.967
       43.846        50.000       100.000       -10.000         1.569         0.000         1.033         0.932         0.000        -1.035             1         3.808         0.253         0.000         0.967
       43.846        50.000       100.000       -50.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000       100.000      -100.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000       100.000      -150.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       43.846        50.000       100.000      -190.000         0.810         0.000         0.306         0.276         0.000        -0.523             1         3.808         0.253         0.000         0.967
       45.231       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.558         0.001         0.000         1.000
       45.231       -50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.558         0.001         0.000         1.000
       45.231       -50.000       -50.000       -10.000        -1.586         0.000         0.525         0.329         0.000         0.960             1        -3.558         0.001         0.000         1.000
       45.231       -50.000       -50.000       -50.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001         0.000         1.000
       45.231       -50.000       -50.000      -100.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001         0.000         1.000
       45.231       -50.000       -50.000      -150.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001         0.000         1.000
       45.231       -50.000       -50.000      -190.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001         0.000         1.000
       45.231       -50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.558         0.001        -0.000         1.000
       45.231       -50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.558         0.001        -0.000         1.000
       45.231       -50.000         0.000       -10.000        -1.586         0.000         0.525         0.329         0.000         0.960             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000         0.000       -50.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000         0.000      -100.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000         0.000      -150.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000         0.000      -190.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.558         0.001        -0.000         1.000
       45.231       -50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.558         0.001        -0.000         1.000
       45.231       -50.000        50.000       -10.000        -1.586         0.000         0.525         0.329         0.000         0.960             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000        50.000       -50.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000        50.000      -100.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000        50.000      -150.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000        50.000      -190.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.558         0.001        -0.000         1.000
       45.231       -50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.558         0.001        -0.000         1.000
       45.231       -50.000       100.000       -10.000        -1.586         0.000         0.525         0.329         0.000         0.960             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000       100.000       -50.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000       100.000      -100.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000       100.000      -150.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231       -50.000       100.000      -190.000        -0.876         0.000         0.264         0.198         0.000         0.566             1        -3.558         0.001        -0.000         1.000
       45.231         0.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.084        -0.268        -0.000         0.963
       45.231         0.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.084        -0.268        -0.000         0.963
       45.231         0.000       -50.000       -10.000        -1.211         0.000        -1.943        -1.380         0.000         0.942             1        -3.084        -0.268        -0.000         0.963
       45.231         0.000       -50.000       -50.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268        -0.000         0.963
       45.231         0.000       -50.000      -100.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268        -0.000         0.963
       45.231         0.000       -50.000      -150.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268        -0.000         0.963
       45.231         0.000       -50.000      -190.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268        -0.000         0.963
       45.231         0.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.084        -0.268        -0.000         0.963
       45.231         0.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.084        -0.268        -0.000         0.963
       45.231         0.000         0.000       -10.000        -1.211         0.000        -1.943        -1.380         0.000         0.942             1        -3.084        -0.268        -0.000         0.963
       45.231         0.000         0.000       -50.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268        -0.000         0.963
       45.231         0.000         0.000      -100.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268        -0.000         0.963
       45.231         0.000         0.000      -150.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268        -0.000         0.963
       45.231         0.000         0.000      -190.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268        -0.000         0.963
       45.231         0.000        50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.084        -0.268         0.000         0.963
       45.231         0.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.084        -0.268         0.000         0.963
       45.231         0.000        50.000       -10.000        -1.211         0.000        -1.943        -1.380         0.000         0.942             1        -3.084        -0.268         0.000         0.963
       45.231         0.000        50.000       -50.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268         0.000         0.963
       45.231         0.000        50.000      -100.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268         0.000         0.963
       45.231         0.000        50.000      -150.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268         0.000         0.963
       45.231         0.000        50.000      -190.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268         0.000         0.963
       45.231         0.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.084        -0.268         0.000         0.963
       45.231         0.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.084        -0.268         0.000         0.963
       45.231         0.000       100.000       -10.000        -1.211         0.000        -1.943        -1.380         0.000         0.942             1        -3.084        -0.268         0.000         0.963
       45.231         0.000       100.000       -50.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268         0.000         0.963
       45.231         0.000       100.000      -100.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268         0.000         0.963
       45.231         0.000       100.000      -150.000        -0.502         0.000        -0.919        -0.619         0.000         0.355             1        -3.084        -0.268         0.000         0.963
       45.231        50.000       100.000      -190.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       -50.000         1.000         3.791         0.000        -1.424        -1.005         0.000        -3.144             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       -50.000        -1.000         3.521         0.000        -1.341        -0.915         0.000        -2.892             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       -50.000       -10.000         1.923         0.000        -0.903        -0.539         0.000        -1.481             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       -50.000       -50.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       -50.000      -100.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       -50.000      -150.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       -50.000      -190.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000         0.000         1.000         3.791         0.000        -1.424        -1.005         0.000        -3.144             1         4.813        -0.112         0.000         0.994
       45.231        50.000         0.000        -1.000         3.521         0.000        -1.341        -0.915         0.000        -2.892             1         4.813        -0.112         0.000         0.994
       45.231        50.000         0.000       -10.000         1.923         0.000        -0.903        -0.539         0.000        -1.481             1         4.813        -0.112         0.000         0.994
       45.231        50.000         0.000       -50.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112         0.000         0.994
       45.231        50.000         0.000      -100.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112         0.000         0.994
       45.231        50.000         0.000      -150.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112         0.000         0.994
       45.231        50.000         0.000      -190.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112         0.000         0.994
       45.231        50.000        50.000         1.000         3.791         0.000        -1.424        -1.005         0.000        -3.144             1         4.813        -0.112        -0.000         0.994
       45.231        50.000        50.000        -1.000         3.521         0.000        -1.341        -0.915         0.000        -2.892             1         4.813        -0.112        -0.000         0.994
       45.231        50.000        50.000       -10.000         1.923         0.000        -0.903        -0.539         0.000        -1.481             1         4.813        -0.112        -0.000         0.994
       45.231        50.000        50.000       -50.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000        50.000      -100.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000        50.000      -150.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000        50.000      -190.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       100.000         1.000         3.791         0.000        -1.424        -1.005         0.000        -3.144             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       100.000        -1.000         3.521         0.000        -1.341        -0.915         0.000        -2.892             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       100.000       -10.000         1.923         0.000        -0.903        -0.539         0.000        -1.481             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       100.000       -50.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       100.000      -100.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       100.000      -150.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       45.231        50.000       100.000      -190.000         0.800         0.000        -0.526        -0.312         0.000        -0.579             1         4.813        -0.112        -0.000         0.994
       46.615       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.777         0.110        -0.000         0.994
       46.615       -50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.777         0.110        -0.000         0.994
       46.615       -50.000       -50.000       -10.000        -0.638         0.000         1.579         1.008         0.000         0.460             1        -1.777         0.110        -0.000         0.994
       46.615       -50.000       -50.000       -50.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110        -0.000         0.994
       46.615       -50.000       -50.000      -100.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110        -0.000         0.994
       46.615       -50.000       -50.000      -150.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110        -0.000         0.994
       46.615       -50.000       -50.000      -190.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110        -0.000         0.994
       46.615       -50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.777         0.110         0.000         0.994
       46.615       -50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.777         0.110         0.000         0.994
       46.615       -50.000         0.000       -10.000        -0.638         0.000         1.579         1.008         0.000         0.460             1        -1.777         0.110         0.000         0.994
       46.615       -50.000         0.000       -50.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615       -50.000         0.000      -100.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615       -50.000         0.000      -150.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615       -50.000         0.000      -190.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615       -50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.777         0.110         0.000         0.994
       46.615       -50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.777         0.110         0.000         0.994
       46.615       -50.000        50.000       -10.000        -0.638         0.000         1.579         1.008         0.000         0.460             1        -1.777         0.110         0.000         0.994
       46.615       -50.000        50.000       -50.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615       -50.000        50.000      -100.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615       -50.000        50.000      -150.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615       -50.000        50.000      -190.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615       -50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.777         0.110         0.000         0.994
       46.615       -50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.777         0.110         0.000         0.994
       46.615       -50.000       100.000       -10.000        -0.638         0.000         1.579         1.008         0.000         0.460             1        -1.777         0.110         0.000         0.994
       46.615       -50.000       100.000       -50.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615       -50.000       100.000      -100.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615       -50.000       100.000      -150.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615       -50.000       100.000      -190.000        -0.315         0.000         0.822         0.556         0.000         0.187             1        -1.777         0.110         0.000         0.994
       46.615         0.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -5.286         0.089         0.000         0.996
       46.615         0.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -5.286         0.089         0.000         0.996
       46.615         0.000       -50.000       -10.000        -2.137         0.000        -0.030         0.125         0.000         1.522             1        -5.286         0.089         0.000         0.996
       46.615         0.000       -50.000       -50.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089         0.000         0.996
       46.615         0.000       -50.000      -100.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089         0.000         0.996
       46.615         0.000       -50.000      -150.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089         0.000         0.996
       46.615         0.000       -50.000      -190.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089         0.000         0.996
       46.615         0.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -5.286         0.089        -0.000         0.996
       46.615         0.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -5.286         0.089        -0.000         0.996
       46.615         0.000         0.000       -10.000        -2.137         0.000        -0.030         0.125         0.000         1.522             1        -5.286         0.089        -0.000         0.996
       46.615         0.000         0.000       -50.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089        -0.000         0.996
       46.615         0.000         0.000      -100.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089        -0.000         0.996
       46.615         0.000         0.000      -150.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089        -0.000         0.996
       46.615         0.000         0.000      -190.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089        -0.000         0.996
       46.615         0.000        50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -5.286         0.089        -0.000         0.996
       46.615         0.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -5.286         0.089        -0.000         0.996
       46.615         0.000        50.000       -10.000        -2.137         0.000        -0.030         0.125         0.000         1.522             1        -5.286         0.089        -0.000         0.996
       46.615         0.000        50.000       -50.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089        -0.000         0.996
       46.615         0.000        50.000      -100.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089        -0.000         0.996
       46.615         0.000        50.000      -150.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089        -0.000         0.996
       46.615         0.000        50.000      -190.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089        -0.000         0.996
       46.615         0.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -5.286         0.089        -0.000         0.996
       46.615         0.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -5.286         0.089        -0.000         0.996
       46.615         0.000       100.000       -10.000        -2.137         0.000        -0.030         0.125         0.000         1.522             1        -5.286         0.089        -0.000         0.996
       46.615         0.000       100.000       -50.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089        -0.000         0.996
       46.615         0.000       100.000      -100.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089        -0.000         0.996
       46.615         0.000       100.000      -150.000        -1.005         0.000        -0.133        -0.058         0.000         0.682             1        -5.286         0.089        -0.000         0.996
       46.615        50.000       100.000      -190.000         0.040         0.000        -1.021        -0.701         0.000        -0.063             1         0.534        -0.305        -0.000         0.952
       46.615        50.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.534        -0.305         0.000         0.952
       46.615        50.000       -50.000        -1.000         0.467         0.000        -3.833        -2.923         0.000        -0.341             1         0.534        -0.305         0.000         0.952
       46.615        50.000       -50.000       -10.000         0.255         0.000        -2.255        -1.644         0.000        -0.255             1         0.534        -0.305         0.000         0.952
       46.615        50.000       -50.000       -50.000         0.040         0.000        -1.021        -0.701         0.000        -0.063             1         0.534        -0.305         0.000         0.952
       46.615        50.000       -50.000      -100.000         0.040         0.000        -1.021        -0.701         0.000        -0.063             1         0.534        -0.305         0.000         0.952
       46.615        50.000       -50.000      -150.000         0.040         0.000        -1.021        -0.701         0.000        -0.063             1         0.534        -0.305         0.000         0.952
       46.615        50.000       -50.000      -190.000         0.040         0.000        -1.021        -0.701         0.000        -0.063             1         0.534        -0.305         0.000         0.952
       46.615        50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.534        -0.305         0.000         0.952
       46.615        50.000         0.000        -1.000         0.467         0.000        -3.833        -2.923         0.000        -0.341             1         0.534        -0.305         0.000         0.952
       46.615        50.000         0.000       -10.000         0.255         0.000        -2.255        -1.644         0.000        -0.255             1         0.534        -0.305         0.000         0.952
       46.615        50.000         0.000       -50.000         0.040         0.000        -1.021        -0.701         0.000        -0.063             1         0.534        -0.305         0.000         0.952
       46.615        50.000         0.000      -100.000         0.040         0.000        -1.021        -0.701         0.000        -0.063             1         0.534        -0.305         0.000         0.952
       46.615        50.000         0.000      -150.000         0.040         0.000        -1.021        -0.701         0.000        -0.063             1         0.534        -0.305         0.000         0.952
       46.615        50.000         0.000      -190.000         0.040         0.000        -1.021        -0.701         0.000        -0.063             1         0.534        -0.305         0.000         0.952
       46.615        50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.534        -0.305        -0.000         0.952
