
These predictions were generated by a reference MATLAB script.




    Time      Wave1Elev       Wave2Elev       Wave3Elev        FVel1xi         FVel1yi         FVel1zi         FAcc1xi         FAcc1yi         FAcc1zi         FDynP1          FVel2xi         FVel2yi         FVel2zi         FAcc2xi         FAcc2yi         FAcc2zi         FDynP2          FVel3xi         FVel3yi         FVel3zi         FAcc3xi         FAcc3yi         FAcc3zi         FDynP3
    (sec)        (m)             (m)             (m)            (m/s)           (m/s)           (m/s)          (m/s^2)         (m/s^2)         (m/s^2)          (Pa)            (m/s)           (m/s)           (m/s)          (m/s^2)         (m/s^2)         (m/s^2)          (Pa)            (m/s)           (m/s)           (m/s)          (m/s^2)         (m/s^2)         (m/s^2)          (Pa)
    134.3  -1.9300111e+00  -2.6781037e+00  -2.7187423e+00   3.4038036e-01   4.3998653e-01   1.0658148e+00  -6.1878760e-01  -5.4129312e-01  -3.5071430e-02  -1.9795239e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    134.4  -1.8078237e+00  -2.5632512e+00  -2.5807854e+00   2.7918725e-01   3.8765835e-01   1.0597319e+00  -6.0447617e-01  -5.0504691e-01  -8.5687802e-02  -1.8726386e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    134.5  -1.6885031e+00  -2.4421576e+00  -2.4343819e+00   2.1960041e-01   3.3901270e-01   1.0488587e+00  -5.8670671e-01  -4.6773362e-01  -1.3086422e-01  -1.7666103e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    134.6  -1.5724959e+00  -2.3153456e+00  -2.2803977e+00   1.6195199e-01   2.9412931e-01   1.0337418e+00  -5.6575503e-01  -4.2988905e-01  -1.7055998e-01  -1.6618932e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    134.7  -1.4601710e+00  -2.1833633e+00  -2.1197522e+00   1.0654585e-01   2.5303555e-01   1.0149287e+00  -5.4191047e-01  -3.9202350e-01  -2.0479796e-01  -1.5588862e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    134.8  -1.3518212e+00  -2.0467831e+00  -1.9534127e+00   5.3656340e-02   2.1570929e-01   9.9296143e-01  -5.1547294e-01  -3.5461643e-01  -2.3366094e-01  -1.4579336e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    134.9  -1.2476662e+00  -1.9062004e+00  -1.7823862e+00   3.5274423e-03   1.8208215e-01   9.6837109e-01  -4.8675006e-01  -3.1811169e-01  -2.5728734e-01  -1.3593257e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    135.0  -1.1478553e+00  -1.7622320e+00  -1.6077125e+00  -4.3627909e-02   1.5204335e-01   9.4167226e-01  -4.5605436e-01  -2.8291335e-01  -2.7586640e-01  -1.2633001e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    135.1  -1.0524718e+00  -1.6155136e+00  -1.4304553e+00  -8.7628160e-02   1.2544385e-01   9.1335827e-01  -4.2370057e-01  -2.4938229e-01  -2.8963301e-01  -1.1700439e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    135.2  -9.6153749e-01  -1.4666979e+00  -1.2516936e+00  -1.2832323e-01   1.0210076e-01   8.8389694e-01  -3.9000299e-01  -2.1783349e-01  -2.9886210e-01  -1.0796956e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    135.3  -8.7501743e-01  -1.3164509e+00  -1.0725128e+00  -1.6559435e-01   8.1802117e-02   8.5372683e-01  -3.5527307e-01  -1.8853402e-01  -3.0386283e-01  -9.9234823e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    135.4  -7.9282557e-01  -1.1654493e+00  -8.9399509e-01  -1.9935365e-01   6.4311663e-02   8.2325410e-01  -3.1981707e-01  -1.6170181e-01  -3.0497257e-01  -9.0805246e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    135.5  -7.1483040e-01  -1.0143764e+00  -7.1721023e-01  -2.2954354e-01   4.9373849e-02   7.9285005e-01  -2.8393388e-01  -1.3750513e-01  -3.0255085e-01  -8.2681972e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    135.6  -6.4086082e-01  -8.6391824e-01  -5.4320579e-01  -2.5613585e-01   3.6718771e-02   7.6284914e-01  -2.4791310e-01  -1.1606280e-01  -2.9697326e-01  -7.4862599e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    135.7  -5.7071219e-01  -7.1475909e-01  -3.7299784e-01  -2.7913087e-01   2.6067083e-02   7.3354774e-01  -2.1203321e-01  -9.7445087e-02  -2.8862548e-01  -6.7341554e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    135.8  -5.0415233e-01  -5.6757687e-01  -2.0756152e-01  -2.9855607e-01   1.7134774e-02   7.0520338e-01  -1.7655994e-01  -8.1675292e-02  -2.7789747e-01  -6.0110482e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    135.9  -4.4092753e-01  -4.2303824e-01  -4.7822097e-02  -3.1446481e-01   9.6377641e-03   6.7803462e-01  -1.4174490e-01  -6.8731908e-02  -2.6517790e-01  -5.3158631e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    136.0  -3.8076836e-01  -2.8179347e-01   1.0535378e-01  -3.2693488e-01   3.2962533e-03   6.5222144e-01  -1.0782430e-01  -5.8551391e-02  -2.5084892e-01  -4.6473249e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    136.1  -3.2339524e-01  -1.4447123e-01   2.5116622e-01  -3.3606683e-01  -2.1612381e-03   6.2790611e-01  -7.5017942e-02  -5.1031425e-02  -2.3528129e-01  -4.0039965e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    136.2  -2.6852376e-01  -1.1673257e-02   3.8888966e-01  -3.4198238e-01  -6.9941719e-03   6.0519461e-01  -4.3528365e-02  -4.6034632e-02  -2.1882996e-01  -3.3843161e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    136.3  -2.1586966e-01   1.1603094e-01   5.1787984e-01  -3.4482257e-01  -1.1446689e-02   5.8415838e-01  -1.3540155e-02  -4.3392675e-02  -2.0183012e-01  -2.7866329e+03  -4.7699614e-01  -3.3063700e-01   1.2497164e+00  -2.2324967e-01  -6.4909008e-01  -5.6286318e-01   1.1663217e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    136.4  -1.6515332e-01   2.3810936e-01   6.3757992e-01  -3.4474601e-01  -1.5744729e-02   5.6483644e-01   1.4780541e-02  -4.2910655e-02  -1.8459379e-01  -2.2092408e+03  -4.9695484e-01  -3.9388013e-01   1.1909436e+00  -1.7584211e-01  -6.1500991e-01  -6.1184173e-01   2.3934315e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    136.5  -1.1610392e-01   3.5407262e-01   7.4752577e-01  -3.4192698e-01  -2.0093609e-02   5.4723794e-01   4.1286348e-02  -4.4371749e-02  -1.6740694e-01  -1.6504096e+03  -5.1215406e-01  -4.5348977e-01   1.1275067e+00  -1.2811968e-01  -5.7645558e-01  -6.5606405e-01   3.5590729e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    136.6  -6.8462964e-02   4.6347890e-01   8.4735037e-01  -3.3655354e-01  -2.4676064e-02   5.3134479e-01   6.5848842e-02  -4.7541999e-02  -1.5052721e-01  -1.1084140e+03  -5.2258032e-01  -5.0903009e-01   1.0599048e+00  -8.0443653e-02  -5.3366880e-01  -6.9506608e-01   4.6588047e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    136.7  -2.1987462e-02   5.6593853e-01   9.3678717e-01  -3.2882566e-01  -2.9650781e-02   5.1711464e-01   8.8358579e-02  -5.2175179e-02  -1.3418222e-01  -5.8155921e+02  -5.2825648e-01  -5.6009249e-01   9.8868180e-01  -3.3178429e-02  -4.8695270e-01  -7.2841921e-01   5.6887101e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    136.8   2.3547563e-02   6.6111829e-01   1.0156725e+00  -3.1895329e-01  -3.5151413e-02   5.0448393e-01   1.0872499e-01  -5.8017659e-02  -1.1856839e-01  -6.8203799e+01  -5.2924187e-01  -6.0630168e-01   9.1442220e-01   1.3311034e-02  -4.3666984e-01  -7.5573741e-01   6.6454396e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    136.9   6.8347021e-02   7.4874530e-01   1.0839468e+00  -3.0715452e-01  -4.1286080e-02   4.9337106e-01   1.2687617e-01  -6.4813201e-02  -1.0385045e-01   4.3322029e+02  -5.2563223e-01  -6.4732147e-01   8.3774677e-01   5.8661938e-02  -3.8323912e-01  -7.7668394e-01   7.5262502e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    137.0   1.1259426e-01   8.2861033e-01   1.1416548e+00  -2.9365371e-01  -4.8137341e-02   4.8367951e-01   1.4275851e-01  -7.2307592e-02  -9.0161439e-02   9.2419138e+02  -5.1755937e-01  -6.8286023e-01   7.5930723e-01   1.0251644e-01  -3.2713196e-01  -7.9097778e-01   8.3290388e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    137.1   1.5645009e-01   9.0057063e-01   1.1889446e+00  -2.7867966e-01  -5.5762623e-02   4.7530104e-01   1.5633627e-01  -8.0253074e-02  -7.7603248e-02   1.4060847e+03  -5.0519050e-01  -7.1267590e-01   6.7978037e-01   1.4452455e-01  -2.6886745e-01  -7.9839935e-01   9.0523705e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    137.2   2.0005232e-01   9.6455211e-01   1.2260656e+00  -2.6246390e-01  -6.4195071e-02   4.6811874e-01   1.6759107e-01  -8.8412485e-02  -6.6247702e-02   1.8801619e+03  -4.8872733e-01  -7.3658048e-01   5.9986161e-01   1.8434704e-01  -2.0900682e-01  -7.9879574e-01   9.6955006e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    137.3   2.4351577e-01   1.0205509e+00   1.2533652e+00  -2.4523895e-01  -7.3444805e-02   4.6200994e-01   1.7652129e-01  -9.6563054e-02  -5.6138083e-02   2.3475642e+03  -4.6840481e-01  -7.5444393e-01   5.2025820e-01   2.2165842e-01  -1.4814702e-01  -7.9208511e-01   1.0258390e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    137.4   2.8693268e-01   1.0686341e+00   1.2712848e+00  -2.2723667e-01  -8.3500531e-02   4.5684901e-01   1.8314137e-01  -1.0449981e-01  -4.7291082e-02   2.8093077e+03  -4.4448966e-01  -7.6619741e-01   4.4168182e-01   2.5614993e-01  -8.6913774e-02  -7.7826028e-01   1.0741714e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    137.5   3.3037363e-01   1.1089399e+00   1.2803543e+00  -2.0868670e-01  -9.4331475e-02   4.5250987e-01   1.8748112e-01  -1.1203856e-01  -3.9699121e-02   3.2662819e+03  -4.1727849e-01  -7.7183578e-01   3.6484103e-01   2.8753242e-01  -2.5953945e-02  -7.5739148e-01   1.1146861e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    137.6   3.7388871e-01   1.1416770e+00   1.2811856e+00  -1.8981499e-01  -1.0588958e-01   4.4886830e-01   1.8958497e-01  -1.1901835e-01  -3.3332993e-02   3.7192502e+03  -3.8709573e-01  -7.7141931e-01   2.9043343e-01   3.1553923e-01   3.4072514e-02  -7.2962812e-01   1.1475927e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    137.7   4.1750902e-01   1.1671227e+00   1.2744657e+00  -1.7084231e-01  -1.1811196e-01   4.4580399e-01   1.8951111e-01  -1.2530350e-01  -2.8144759e-02   4.1688529e+03  -3.5429124e-01  -7.6507455e-01   2.1913767e-01   3.3992897e-01   9.2501003e-02  -6.9519948e-01   1.1731702e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    137.8   4.6124851e-01   1.1856210e+00   1.2609483e+00  -1.5198300e-01  -1.3092347e-01   4.4320220e-01   1.8733074e-01  -1.3078502e-01  -2.4070835e-02   4.6156124e+03  -3.1923765e-01  -7.5299441e-01   1.5160550e-01   3.6048814e-01   1.4867096e-01  -6.5441449e-01   1.1917645e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    137.9   5.0510588e-01   1.1975797e+00   1.2414452e+00  -1.3344362e-01  -1.4423943e-01   4.4095520e-01   1.8312716e-01  -1.3538153e-01  -2.1035215e-02   5.0599388e+03  -2.8232744e-01  -7.3543726e-01   8.8453831e-02   3.7703361e-01   2.0193470e-01  -6.0766032e-01   1.2037851e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    138.0   5.4906674e-01   1.2034657e+00   1.2168164e+00  -1.1542186e-01  -1.5796846e-01   4.3896337e-01   1.7699494e-01  -1.3903969e-01  -1.8952761e-02   5.5021380e+03  -2.4396978e-01  -7.1272524e-01   3.0257054e-02   3.8941484e-01   2.5166622e-01  -5.5539999e-01   1.2097016e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    138.1   5.9310580e-01   1.2038013e+00   1.1879602e+00  -9.8105430e-02  -1.7201521e-01   4.3713591e-01   1.6903904e-01  -1.4173397e-01  -1.7732496e-02   5.9424204e+03  -2.0458718e-01  -6.8524165e-01  -2.2460397e-02   3.9751598e-01   2.9726996e-01  -4.9816883e-01   1.2100390e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    138.2   6.3718908e-01   1.1991584e+00   1.1558022e+00  -8.1671039e-02  -1.8628315e-01   4.3539125e-01   1.5937392e-01  -1.4346601e-01  -1.7280840e-02   6.3809095e+03  -1.6461194e-01  -6.5342745e-01  -6.9231054e-02   4.0125759e-01   3.3818926e-01  -4.3657000e-01   1.2053719e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    138.3   6.8127613e-01   1.1901523e+00   1.1212850e+00  -6.6283525e-02  -2.0067723e-01   4.3365722e-01   1.4812269e-01  -1.4426341e-01  -1.7504727e-02   6.8176517e+03  -1.2448241e-01  -6.1777699e-01  -1.0965093e-01   4.0059813e-01   3.7391446e-01  -3.7126889e-01   1.1963192e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    138.4   7.2532210e-01   1.1774355e+00   1.0853562e+00  -5.2095017e-02  -2.1510639e-01   4.3187078e-01   1.3541620e-01  -1.4417810e-01  -1.8314556e-02   7.2526252e+03  -8.4639145e-02  -5.7883293e-01  -1.4338541e-01   3.9553515e-01   4.0399059e-01  -3.0298668e-01   1.1835365e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    138.5   7.6927979e-01   1.1616902e+00   1.0489577e+00  -3.9244209e-02  -2.2948588e-01   4.2997757e-01   1.2139218e-01  -1.4328420e-01  -1.9626903e-02   7.6857497e+03  -4.5520964e-02  -5.3718036e-01  -1.7017450e-01   3.8610602e-01   4.2802439e-01  -2.3249291e-01   1.1677096e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    138.6   8.1310139e-01   1.1436206e+00   1.0130144e+00  -2.7855712e-02  -2.4373938e-01   4.2793116e-01   1.0619438e-01  -1.4167555e-01  -2.1366975e-02   8.1168939e+03  -7.5609330e-03  -4.9344038e-01  -1.8983723e-01   3.7238847e-01   4.4569063e-01  -1.6059737e-01   1.1495464e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    138.7   8.5674011e-01   1.1239452e+00   9.7842287e-01  -1.8039502e-02  -2.5780084e-01   4.2569207e-01   8.9971652e-02  -1.3946289e-01  -2.3470737e-02   8.5458837e+03   2.8817675e-02  -4.4826296e-01  -2.0227526e-01   3.5450059e-01   4.5673772e-01  -8.8141158e-02   1.1297690e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    138.8   9.0015151e-01   1.1033876e+00   9.4604062e-01  -9.8904448e-03  -2.7161597e-01   4.2322662e-01   7.2877147e-02  -1.3677070e-01  -2.5886704e-02   8.9725081e+03   6.3205401e-02  -4.0231935e-01  -2.0747552e-01   3.3260050e-01   4.6099232e-01  -1.5987202e-02   1.1091049e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    138.9   9.4329454e-01   1.0826688e+00   9.1667588e-01  -3.4879165e-03  -2.8514348e-01   4.2050559e-01   5.5067405e-02  -1.3373388e-01  -2.8577338e-02   9.3965250e+03   9.5210574e-02  -3.5629405e-01  -2.0551193e-01   3.0688566e-01   4.5836305e-01   5.4989708e-02   1.0882788e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    139.0   9.8613233e-01   1.0624978e+00   8.9107765e-01   1.1044960e-03  -2.9835597e-01   4.1750277e-01   3.6701511e-02  -1.3049417e-01  -3.1520061e-02   9.8176641e+03   1.2446319e-01  -3.1087652e-01  -1.9654604e-01   2.7759165e-01   4.4884321e-01   1.2391328e-01   1.0680033e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    139.1   1.0286326e+00   1.0435632e+00   8.6992661e-01   3.8392053e-03  -3.1124039e-01   4.1419343e-01   1.7940230e-02  -1.2719658e-01  -3.4707845e-02   1.0235630e+04   1.5061863e-01  -2.6675254e-01  -1.8082665e-01   2.4499067e-01   4.3251233e-01   1.8991633e-01   1.0489705e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    139.2   1.0707677e+00   1.0265243e+00   8.5382664e-01   4.6847487e-03  -3.2379818e-01   4.1055276e-01  -1.0548508e-03  -1.2398563e-01  -3.8149389e-02   1.0650102e+04   1.7336128e-01  -2.2459564e-01  -1.5868840e-01   2.0938952e-01   4.0953670e-01   2.5215141e-01   1.0318433e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    139.3   1.1125147e+00   1.0120027e+00   8.4329735e-01   3.6258277e-03  -3.3604509e-01   4.0655430e-01  -2.0122184e-02  -1.2100177e-01  -4.1868864e-02   1.1060735e+04   1.9240780e-01  -1.8505837e-01  -1.3054924e-01   1.7112730e-01   3.8016870e-01   3.0980156e-01   1.0172465e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    139.4   1.1538545e+00   1.0005745e+00   8.3876752e-01   6.6326046e-04  -3.4801054e-01   4.0216843e-01  -3.9101121e-02  -1.1837775e-01  -4.5905265e-02   1.1467154e+04   2.0751029e-01  -1.4876384e-01  -9.6906850e-02   1.3057262e-01   3.4474506e-01   3.6209070e-01   1.0057591e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    139.5   1.1947710e+00   9.9276178e-01   8.4056956e-01  -4.1861509e-03  -3.5973671e-01   3.9736094e-01  -5.7832778e-02  -1.1623526e-01  -5.0311350e-02   1.1868954e+04   2.1845905e-01  -1.1629736e-01  -5.8334038e-02   8.8120516e-02   3.0368395e-01   4.0829385e-01   9.9790590e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    139.6   1.2352502e+00   9.8902618e-01   8.4893507e-01  -1.0889840e-02  -3.7127724e-01   3.9209168e-01  -7.6160892e-02  -1.1468164e-01  -5.5152218e-02   1.2265691e+04   2.2508506e-01  -8.8198530e-02  -1.5473163e-02   4.4189033e-02   2.5748094e-01   4.4774684e-01   9.9415095e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    139.7   1.2752790e+00   9.8976174e-01   8.6399169e-01  -1.9399780e-02  -3.8269569e-01   3.8631349e-01  -9.3932687e-02  -1.1380701e-01  -6.0503537e-02   1.2656878e+04   2.2726211e-01  -6.4953714e-02   3.0970428e-02  -7.8454556e-04   2.0670398e-01   4.7985541e-01   9.9489031e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    139.8   1.3148428e+00   9.9528912e-01   8.8576096e-01  -2.9652880e-02  -3.9406364e-01   3.7997116e-01  -1.1099973e-01  -1.1368161e-01  -6.6449459e-02   1.3041977e+04   2.2490849e-01  -4.6989125e-02   8.0235814e-02  -4.6347699e-02   1.5198728e-01   5.0410370e-01   1.0004463e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    139.9   1.3539245e+00   1.0058505e+00   9.1415760e-01  -4.1571454e-02  -4.0545862e-01   3.7300077e-01  -1.2721879e-01  -1.1435352e-01  -7.3080277e-02   1.3420389e+04   2.1798836e-01  -3.4664524e-02   1.3151472e-01  -9.2036915e-02   9.4024336e-02   5.2006175e-01   1.0110624e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    140.0   1.3925023e+00   1.0216051e+00   9.4898995e-01  -5.5063792e-02  -4.1696176e-01   3.6532915e-01  -1.4245269e-01  -1.1584685e-01  -8.0489842e-02   1.3791448e+04   2.0651257e-01  -2.8267684e-02   1.8396047e-01  -1.3738214e-01   3.3560052e-02   5.2739223e-01   1.0268987e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
    140.1   1.4305472e+00   1.0426262e+00   9.8996169e-01  -7.0024802e-02  -4.2865535e-01   3.5687369e-01  -1.5657113e-01  -1.1816024e-01  -8.8772821e-02   1.4154408e+04   1.9053913e-01  -2.8009674e-02   2.3669750e-01  -1.8191136e-01  -2.8617911e-02   5.2585604e-01   1.0480287e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
