      Time   FAIRTEN1   FAIRTEN2   FAIRTEN3     L1N10T     L2N10T     L3N10T     CON4FX     CON4FY     CON4FZ     CON5FX     CON5FY     CON5FZ     CON6FX     CON6FY     CON6FZ    L1N19PX    L1N19PY    L1N19PZ    L2N19PX    L2N19PY    L2N19PZ    L3N19PX    L3N19PY    L3N19PZ
       (s)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (m)        (m)        (m)        (m)        (m)        (m)        (m)        (m)        (m)
   45.3250 0.986646E+06 0.141151E+07 0.988744E+06 0.799859E+06 0.124023E+07 0.802163E+06 0.392060E+06 0.685244E+06 -.591777E+06 -.121366E+07 -.183629E+03 -.720682E+06 0.393239E+06 -.687171E+06 -.592262E+06 0.426365E+02 0.648505E+02 -.387987E+02 -.718163E+02 0.133143E+00 -.333334E+02 0.425070E+02 -.648338E+02 -.388990E+02
   45.3375 0.986587E+06 0.141148E+07 0.988656E+06 0.799816E+06 0.124015E+07 0.802085E+06 0.392041E+06 0.685206E+06 -.591735E+06 -.121361E+07 -.183666E+03 -.720722E+06 0.393208E+06 -.687114E+06 -.592202E+06 0.426341E+02 0.648507E+02 -.387985E+02 -.718180E+02 0.133114E+00 -.333349E+02 0.425046E+02 -.648340E+02 -.388985E+02
   45.3500 0.986527E+06 0.141146E+07 0.988569E+06 0.799773E+06 0.124007E+07 0.802008E+06 0.392021E+06 0.685168E+06 -.591693E+06 -.121356E+07 -.183705E+03 -.720762E+06 0.393178E+06 -.687057E+06 -.592142E+06 0.426316E+02 0.648508E+02 -.387983E+02 -.718197E+02 0.133085E+00 -.333363E+02 0.425023E+02 -.648341E+02 -.388980E+02
   45.3625 0.986466E+06 0.141143E+07 0.988481E+06 0.799729E+06 0.123999E+07 0.801930E+06 0.392001E+06 0.685129E+06 -.591650E+06 -.121350E+07 -.183746E+03 -.720801E+06 0.393147E+06 -.687000E+06 -.592082E+06 0.426292E+02 0.648510E+02 -.387981E+02 -.718214E+02 0.133055E+00 -.333378E+02 0.424999E+02 -.648343E+02 -.388976E+02
   45.3750 0.986404E+06 0.141141E+07 0.988393E+06 0.799684E+06 0.123991E+07 0.801852E+06 0.391980E+06 0.685089E+06 -.591606E+06 -.121345E+07 -.183791E+03 -.720839E+06 0.393116E+06 -.686942E+06 -.592022E+06 0.426267E+02 0.648511E+02 -.387979E+02 -.718231E+02 0.133026E+00 -.333392E+02 0.424975E+02 -.648345E+02 -.388971E+02
   45.3875 0.986341E+06 0.141138E+07 0.988305E+06 0.799638E+06 0.123983E+07 0.801773E+06 0.391958E+06 0.685048E+06 -.591562E+06 -.121339E+07 -.183838E+03 -.720876E+06 0.393085E+06 -.686885E+06 -.591963E+06 0.426242E+02 0.648513E+02 -.387978E+02 -.718248E+02 0.132997E+00 -.333407E+02 0.424950E+02 -.648347E+02 -.388967E+02
   45.4000 0.986276E+06 0.141135E+07 0.988218E+06 0.799591E+06 0.123975E+07 0.801695E+06 0.391936E+06 0.685007E+06 -.591518E+06 -.121334E+07 -.183888E+03 -.720912E+06 0.393054E+06 -.686828E+06 -.591903E+06 0.426217E+02 0.648515E+02 -.387976E+02 -.718266E+02 0.132967E+00 -.333421E+02 0.424926E+02 -.648349E+02 -.388962E+02
   45.4125 0.986211E+06 0.141131E+07 0.988130E+06 0.799543E+06 0.123967E+07 0.801617E+06 0.391913E+06 0.684964E+06 -.591473E+06 -.121328E+07 -.183941E+03 -.720946E+06 0.393022E+06 -.686771E+06 -.591844E+06 0.426193E+02 0.648516E+02 -.387975E+02 -.718283E+02 0.132938E+00 -.333435E+02 0.424902E+02 -.648351E+02 -.388958E+02
   45.4250 0.986145E+06 0.141128E+07 0.988043E+06 0.799495E+06 0.123959E+07 0.801539E+06 0.391890E+06 0.684922E+06 -.591427E+06 -.121322E+07 -.183996E+03 -.720977E+06 0.392991E+06 -.686715E+06 -.591785E+06 0.426168E+02 0.648518E+02 -.387974E+02 -.718300E+02 0.132908E+00 -.333448E+02 0.424878E+02 -.648353E+02 -.388954E+02
   45.4375 0.986078E+06 0.141124E+07 0.987956E+06 0.799445E+06 0.123952E+07 0.801461E+06 0.391866E+06 0.684879E+06 -.591381E+06 -.121315E+07 -.184053E+03 -.721007E+06 0.392959E+06 -.686658E+06 -.591726E+06 0.426142E+02 0.648520E+02 -.387973E+02 -.718318E+02 0.132878E+00 -.333462E+02 0.424853E+02 -.648354E+02 -.388950E+02
   45.4500 0.986010E+06 0.141120E+07 0.987869E+06 0.799395E+06 0.123944E+07 0.801384E+06 0.391842E+06 0.684835E+06 -.591335E+06 -.121309E+07 -.184113E+03 -.721035E+06 0.392927E+06 -.686602E+06 -.591668E+06 0.426117E+02 0.648521E+02 -.387972E+02 -.718335E+02 0.132848E+00 -.333475E+02 0.424828E+02 -.648356E+02 -.388946E+02
   45.4625 0.985941E+06 0.141115E+07 0.987782E+06 0.799343E+06 0.123936E+07 0.801306E+06 0.391817E+06 0.684790E+06 -.591288E+06 -.121302E+07 -.184175E+03 -.721060E+06 0.392895E+06 -.686546E+06 -.591609E+06 0.426092E+02 0.648523E+02 -.387971E+02 -.718353E+02 0.132819E+00 -.333488E+02 0.424804E+02 -.648358E+02 -.388943E+02
   45.4750 0.985872E+06 0.141110E+07 0.987696E+06 0.799291E+06 0.123929E+07 0.801229E+06 0.391791E+06 0.684745E+06 -.591241E+06 -.121295E+07 -.184239E+03 -.721083E+06 0.392863E+06 -.686490E+06 -.591551E+06 0.426067E+02 0.648525E+02 -.387970E+02 -.718371E+02 0.132789E+00 -.333501E+02 0.424779E+02 -.648360E+02 -.388939E+02
   45.4875 0.985801E+06 0.141105E+07 0.987610E+06 0.799238E+06 0.123922E+07 0.801152E+06 0.391765E+06 0.684700E+06 -.591194E+06 -.121288E+07 -.184305E+03 -.721104E+06 0.392831E+06 -.686435E+06 -.591494E+06 0.426041E+02 0.648527E+02 -.387970E+02 -.718389E+02 0.132758E+00 -.333514E+02 0.424754E+02 -.648362E+02 -.388936E+02
   45.5000 0.985730E+06 0.141099E+07 0.987524E+06 0.799184E+06 0.123914E+07 0.801075E+06 0.391738E+06 0.684654E+06 -.591146E+06 -.121280E+07 -.184373E+03 -.721123E+06 0.392799E+06 -.686379E+06 -.591436E+06 0.426016E+02 0.648529E+02 -.387970E+02 -.718407E+02 0.132728E+00 -.333527E+02 0.424729E+02 -.648364E+02 -.388932E+02
   45.5125 0.985658E+06 0.141093E+07 0.987439E+06 0.799128E+06 0.123907E+07 0.800998E+06 0.391711E+06 0.684607E+06 -.591098E+06 -.121272E+07 -.184443E+03 -.721139E+06 0.392767E+06 -.686324E+06 -.591379E+06 0.425990E+02 0.648530E+02 -.387969E+02 -.718425E+02 0.132698E+00 -.333539E+02 0.424704E+02 -.648366E+02 -.388929E+02
   45.5250 0.985585E+06 0.141087E+07 0.987354E+06 0.799072E+06 0.123900E+07 0.800922E+06 0.391684E+06 0.684560E+06 -.591049E+06 -.121264E+07 -.184515E+03 -.721154E+06 0.392735E+06 -.686269E+06 -.591322E+06 0.425964E+02 0.648532E+02 -.387969E+02 -.718443E+02 0.132668E+00 -.333551E+02 0.424679E+02 -.648368E+02 -.388926E+02
   45.5375 0.985511E+06 0.141081E+07 0.987270E+06 0.799015E+06 0.123893E+07 0.800846E+06 0.391655E+06 0.684513E+06 -.591000E+06 -.121256E+07 -.184589E+03 -.721166E+06 0.392703E+06 -.686215E+06 -.591266E+06 0.425939E+02 0.648534E+02 -.387969E+02 -.718461E+02 0.132637E+00 -.333563E+02 0.424654E+02 -.648370E+02 -.388923E+02
   45.5500 0.985437E+06 0.141074E+07 0.987185E+06 0.798957E+06 0.123886E+07 0.800770E+06 0.391627E+06 0.684464E+06 -.590950E+06 -.121247E+07 -.184665E+03 -.721176E+06 0.392670E+06 -.686160E+06 -.591210E+06 0.425913E+02 0.648536E+02 -.387969E+02 -.718479E+02 0.132607E+00 -.333575E+02 0.424629E+02 -.648372E+02 -.388921E+02
   45.5625 0.985361E+06 0.141067E+07 0.987101E+06 0.798897E+06 0.123879E+07 0.800695E+06 0.391598E+06 0.684416E+06 -.590901E+06 -.121238E+07 -.184743E+03 -.721185E+06 0.392638E+06 -.686106E+06 -.591154E+06 0.425887E+02 0.648538E+02 -.387969E+02 -.718497E+02 0.132577E+00 -.333587E+02 0.424604E+02 -.648374E+02 -.388918E+02
   45.5750 0.985285E+06 0.141059E+07 0.987018E+06 0.798837E+06 0.123873E+07 0.800620E+06 0.391568E+06 0.684367E+06 -.590850E+06 -.121229E+07 -.184823E+03 -.721192E+06 0.392605E+06 -.686052E+06 -.591098E+06 0.425861E+02 0.648540E+02 -.387970E+02 -.718516E+02 0.132546E+00 -.333598E+02 0.424579E+02 -.648376E+02 -.388916E+02
   45.5875 0.985209E+06 0.141052E+07 0.986934E+06 0.798776E+06 0.123866E+07 0.800546E+06 0.391538E+06 0.684317E+06 -.590800E+06 -.121220E+07 -.184905E+03 -.721198E+06 0.392573E+06 -.685999E+06 -.591043E+06 0.425835E+02 0.648541E+02 -.387970E+02 -.718534E+02 0.132516E+00 -.333609E+02 0.424553E+02 -.648378E+02 -.388913E+02
   45.6000 0.985131E+06 0.141044E+07 0.986852E+06 0.798714E+06 0.123859E+07 0.800472E+06 0.391507E+06 0.684267E+06 -.590749E+06 -.121211E+07 -.184989E+03 -.721202E+06 0.392540E+06 -.685946E+06 -.590988E+06 0.425809E+02 0.648543E+02 -.387971E+02 -.718553E+02 0.132485E+00 -.333620E+02 0.424528E+02 -.648380E+02 -.388911E+02
   45.6125 0.985053E+06 0.141037E+07 0.986769E+06 0.798651E+06 0.123853E+07 0.800398E+06 0.391476E+06 0.684216E+06 -.590698E+06 -.121202E+07 -.185074E+03 -.721206E+06 0.392508E+06 -.685893E+06 -.590933E+06 0.425783E+02 0.648545E+02 -.387972E+02 -.718571E+02 0.132454E+00 -.333631E+02 0.424502E+02 -.648382E+02 -.388909E+02
   45.6250 0.984975E+06 0.141029E+07 0.986688E+06 0.798587E+06 0.123846E+07 0.800326E+06 0.391445E+06 0.684166E+06 -.590647E+06 -.121193E+07 -.185162E+03 -.721207E+06 0.392476E+06 -.685841E+06 -.590879E+06 0.425756E+02 0.648547E+02 -.387972E+02 -.718590E+02 0.132424E+00 -.333642E+02 0.424477E+02 -.648384E+02 -.388907E+02
   45.6375 0.984896E+06 0.141021E+07 0.986607E+06 0.798522E+06 0.123840E+07 0.800254E+06 0.391413E+06 0.684114E+06 -.590595E+06 -.121184E+07 -.185251E+03 -.721209E+06 0.392444E+06 -.685789E+06 -.590825E+06 0.425730E+02 0.648549E+02 -.387973E+02 -.718609E+02 0.132393E+00 -.333652E+02 0.424451E+02 -.648386E+02 -.388905E+02
   45.6500 0.984816E+06 0.141013E+07 0.986527E+06 0.798456E+06 0.123833E+07 0.800182E+06 0.391381E+06 0.684063E+06 -.590544E+06 -.121175E+07 -.185343E+03 -.721210E+06 0.392412E+06 -.685738E+06 -.590772E+06 0.425704E+02 0.648551E+02 -.387975E+02 -.718628E+02 0.132362E+00 -.333663E+02 0.424425E+02 -.648388E+02 -.388903E+02
   45.6625 0.984737E+06 0.141005E+07 0.986448E+06 0.798389E+06 0.123827E+07 0.800111E+06 0.391349E+06 0.684012E+06 -.590492E+06 -.121165E+07 -.185436E+03 -.721210E+06 0.392380E+06 -.685687E+06 -.590720E+06 0.425678E+02 0.648553E+02 -.387976E+02 -.718647E+02 0.132331E+00 -.333673E+02 0.424400E+02 -.648390E+02 -.388902E+02
   45.6750 0.984657E+06 0.140998E+07 0.986369E+06 0.798322E+06 0.123821E+07 0.800041E+06 0.391316E+06 0.683960E+06 -.590440E+06 -.121156E+07 -.185531E+03 -.721210E+06 0.392348E+06 -.685637E+06 -.590668E+06 0.425651E+02 0.648555E+02 -.387977E+02 -.718666E+02 0.132301E+00 -.333683E+02 0.424374E+02 -.648392E+02 -.388900E+02
   45.6875 0.984576E+06 0.140990E+07 0.986292E+06 0.798253E+06 0.123815E+07 0.799971E+06 0.391283E+06 0.683908E+06 -.590388E+06 -.121147E+07 -.185628E+03 -.721209E+06 0.392317E+06 -.685588E+06 -.590617E+06 0.425625E+02 0.648557E+02 -.387979E+02 -.718685E+02 0.132270E+00 -.333692E+02 0.424348E+02 -.648394E+02 -.388899E+02
   45.7000 0.984495E+06 0.140982E+07 0.986215E+06 0.798184E+06 0.123808E+07 0.799902E+06 0.391250E+06 0.683856E+06 -.590335E+06 -.121139E+07 -.185727E+03 -.721209E+06 0.392285E+06 -.685539E+06 -.590566E+06 0.425598E+02 0.648559E+02 -.387980E+02 -.718704E+02 0.132239E+00 -.333702E+02 0.424322E+02 -.648396E+02 -.388898E+02
   45.7125 0.984414E+06 0.140975E+07 0.986139E+06 0.798114E+06 0.123802E+07 0.799834E+06 0.391216E+06 0.683803E+06 -.590283E+06 -.121130E+07 -.185828E+03 -.721210E+06 0.392254E+06 -.685491E+06 -.590516E+06 0.425572E+02 0.648561E+02 -.387982E+02 -.718723E+02 0.132208E+00 -.333711E+02 0.424296E+02 -.648398E+02 -.388896E+02
   45.7250 0.984333E+06 0.140968E+07 0.986065E+06 0.798042E+06 0.123796E+07 0.799766E+06 0.391183E+06 0.683751E+06 -.590230E+06 -.121122E+07 -.185930E+03 -.721210E+06 0.392223E+06 -.685444E+06 -.590467E+06 0.425545E+02 0.648563E+02 -.387984E+02 -.718742E+02 0.132177E+00 -.333721E+02 0.424270E+02 -.648400E+02 -.388895E+02
   45.7375 0.984251E+06 0.140961E+07 0.985991E+06 0.797970E+06 0.123790E+07 0.799699E+06 0.391148E+06 0.683698E+06 -.590178E+06 -.121113E+07 -.186034E+03 -.721212E+06 0.392193E+06 -.685397E+06 -.590418E+06 0.425518E+02 0.648565E+02 -.387986E+02 -.718762E+02 0.132147E+00 -.333730E+02 0.424244E+02 -.648402E+02 -.388895E+02
   45.7500 0.984169E+06 0.140954E+07 0.985918E+06 0.797898E+06 0.123784E+07 0.799633E+06 0.391114E+06 0.683645E+06 -.590125E+06 -.121105E+07 -.186140E+03 -.721214E+06 0.392162E+06 -.685351E+06 -.590370E+06 0.425492E+02 0.648567E+02 -.387988E+02 -.718781E+02 0.132116E+00 -.333738E+02 0.424218E+02 -.648404E+02 -.388894E+02
   45.7625 0.984086E+06 0.140947E+07 0.985846E+06 0.797824E+06 0.123778E+07 0.799568E+06 0.391080E+06 0.683592E+06 -.590072E+06 -.121098E+07 -.186247E+03 -.721216E+06 0.392132E+06 -.685306E+06 -.590322E+06 0.425465E+02 0.648569E+02 -.387990E+02 -.718801E+02 0.132085E+00 -.333747E+02 0.424192E+02 -.648406E+02 -.388893E+02
   45.7750 0.984004E+06 0.140941E+07 0.985775E+06 0.797750E+06 0.123772E+07 0.799503E+06 0.391045E+06 0.683539E+06 -.590019E+06 -.121090E+07 -.186356E+03 -.721220E+06 0.392102E+06 -.685262E+06 -.590275E+06 0.425438E+02 0.648572E+02 -.387993E+02 -.718820E+02 0.132054E+00 -.333756E+02 0.424166E+02 -.648409E+02 -.388893E+02
   45.7875 0.983921E+06 0.140935E+07 0.985705E+06 0.797675E+06 0.123765E+07 0.799439E+06 0.391010E+06 0.683485E+06 -.589966E+06 -.121083E+07 -.186466E+03 -.721225E+06 0.392073E+06 -.685218E+06 -.590229E+06 0.425411E+02 0.648574E+02 -.387995E+02 -.718840E+02 0.132024E+00 -.333764E+02 0.424140E+02 -.648411E+02 -.388892E+02
   45.8000 0.983837E+06 0.140930E+07 0.985636E+06 0.797599E+06 0.123759E+07 0.799376E+06 0.390974E+06 0.683431E+06 -.589912E+06 -.121076E+07 -.186577E+03 -.721230E+06 0.392044E+06 -.685175E+06 -.590183E+06 0.425385E+02 0.648576E+02 -.387998E+02 -.718859E+02 0.131993E+00 -.333772E+02 0.424114E+02 -.648413E+02 -.388892E+02
   45.8125 0.983754E+06 0.140924E+07 0.985568E+06 0.797522E+06 0.123753E+07 0.799314E+06 0.390938E+06 0.683378E+06 -.589859E+06 -.121070E+07 -.186689E+03 -.721236E+06 0.392015E+06 -.685132E+06 -.590138E+06 0.425358E+02 0.648578E+02 -.388000E+02 -.718879E+02 0.131962E+00 -.333780E+02 0.424088E+02 -.648415E+02 -.388892E+02
   45.8250 0.983671E+06 0.140919E+07 0.985502E+06 0.797445E+06 0.123747E+07 0.799253E+06 0.390903E+06 0.683324E+06 -.589806E+06 -.121063E+07 -.186802E+03 -.721243E+06 0.391986E+06 -.685092E+06 -.590094E+06 0.425331E+02 0.648580E+02 -.388003E+02 -.718899E+02 0.131932E+00 -.333788E+02 0.424062E+02 -.648417E+02 -.388892E+02
   45.8375 0.983588E+06 0.140914E+07 0.985438E+06 0.797368E+06 0.123741E+07 0.799193E+06 0.390867E+06 0.683271E+06 -.589753E+06 -.121057E+07 -.186916E+03 -.721250E+06 0.391958E+06 -.685051E+06 -.590051E+06 0.425304E+02 0.648582E+02 -.388006E+02 -.718919E+02 0.131901E+00 -.333795E+02 0.424035E+02 -.648419E+02 -.388892E+02
   45.8500 0.983505E+06 0.140910E+07 0.985374E+06 0.797290E+06 0.123735E+07 0.799134E+06 0.390832E+06 0.683217E+06 -.589700E+06 -.121051E+07 -.187030E+03 -.721258E+06 0.391931E+06 -.685012E+06 -.590009E+06 0.425277E+02 0.648585E+02 -.388009E+02 -.718939E+02 0.131871E+00 -.333803E+02 0.424009E+02 -.648421E+02 -.388892E+02
   45.8625 0.983422E+06 0.140905E+07 0.985312E+06 0.797211E+06 0.123728E+07 0.799076E+06 0.390796E+06 0.683164E+06 -.589647E+06 -.121045E+07 -.187144E+03 -.721266E+06 0.391904E+06 -.684974E+06 -.589968E+06 0.425250E+02 0.648587E+02 -.388012E+02 -.718959E+02 0.131840E+00 -.333810E+02 0.423983E+02 -.648424E+02 -.388892E+02
   45.8750 0.983339E+06 0.140901E+07 0.985252E+06 0.797132E+06 0.123722E+07 0.799019E+06 0.390760E+06 0.683111E+06 -.589594E+06 -.121040E+07 -.187259E+03 -.721274E+06 0.391877E+06 -.684938E+06 -.589928E+06 0.425223E+02 0.648589E+02 -.388015E+02 -.718979E+02 0.131810E+00 -.333817E+02 0.423957E+02 -.648426E+02 -.388893E+02
   45.8875 0.983256E+06 0.140896E+07 0.985193E+06 0.797052E+06 0.123716E+07 0.798962E+06 0.390724E+06 0.683058E+06 -.589541E+06 -.121034E+07 -.187373E+03 -.721282E+06 0.391851E+06 -.684902E+06 -.589888E+06 0.425196E+02 0.648591E+02 -.388019E+02 -.718999E+02 0.131779E+00 -.333824E+02 0.423930E+02 -.648428E+02 -.388893E+02
   45.9000 0.983174E+06 0.140892E+07 0.985136E+06 0.796972E+06 0.123710E+07 0.798907E+06 0.390688E+06 0.683005E+06 -.589489E+06 -.121029E+07 -.187487E+03 -.721290E+06 0.391825E+06 -.684867E+06 -.589850E+06 0.425169E+02 0.648594E+02 -.388022E+02 -.719019E+02 0.131749E+00 -.333831E+02 0.423904E+02 -.648430E+02 -.388894E+02
   45.9125 0.983091E+06 0.140888E+07 0.985080E+06 0.796891E+06 0.123703E+07 0.798853E+06 0.390652E+06 0.682953E+06 -.589436E+06 -.121024E+07 -.187601E+03 -.721299E+06 0.391800E+06 -.684833E+06 -.589812E+06 0.425142E+02 0.648596E+02 -.388026E+02 -.719040E+02 0.131719E+00 -.333838E+02 0.423877E+02 -.648433E+02 -.388895E+02
   45.9250 0.983009E+06 0.140884E+07 0.985025E+06 0.796810E+06 0.123697E+07 0.798800E+06 0.390616E+06 0.682900E+06 -.589384E+06 -.121018E+07 -.187713E+03 -.721307E+06 0.391776E+06 -.684800E+06 -.589775E+06 0.425115E+02 0.648598E+02 -.388030E+02 -.719060E+02 0.131689E+00 -.333844E+02 0.423851E+02 -.648435E+02 -.388895E+02
   45.9375 0.982927E+06 0.140880E+07 0.984972E+06 0.796729E+06 0.123690E+07 0.798747E+06 0.390580E+06 0.682848E+06 -.589332E+06 -.121013E+07 -.187825E+03 -.721314E+06 0.391752E+06 -.684769E+06 -.589739E+06 0.425088E+02 0.648601E+02 -.388033E+02 -.719080E+02 0.131659E+00 -.333851E+02 0.423825E+02 -.648437E+02 -.388896E+02
   45.9500 0.982845E+06 0.140876E+07 0.984920E+06 0.796648E+06 0.123684E+07 0.798696E+06 0.390544E+06 0.682795E+06 -.589279E+06 -.121008E+07 -.187936E+03 -.721322E+06 0.391728E+06 -.684738E+06 -.589704E+06 0.425061E+02 0.648603E+02 -.388037E+02 -.719101E+02 0.131629E+00 -.333857E+02 0.423798E+02 -.648439E+02 -.388897E+02
   45.9625 0.982763E+06 0.140872E+07 0.984870E+06 0.796566E+06 0.123678E+07 0.798646E+06 0.390508E+06 0.682743E+06 -.589227E+06 -.121003E+07 -.188045E+03 -.721328E+06 0.391705E+06 -.684708E+06 -.589670E+06 0.425034E+02 0.648605E+02 -.388041E+02 -.719121E+02 0.131599E+00 -.333863E+02 0.423772E+02 -.648442E+02 -.388899E+02
   45.9750 0.982682E+06 0.140868E+07 0.984821E+06 0.796484E+06 0.123671E+07 0.798597E+06 0.390472E+06 0.682692E+06 -.589176E+06 -.120998E+07 -.188152E+03 -.721334E+06 0.391682E+06 -.684680E+06 -.589636E+06 0.425007E+02 0.648608E+02 -.388045E+02 -.719142E+02 0.131569E+00 -.333869E+02 0.423746E+02 -.648444E+02 -.388900E+02
   45.9875 0.982601E+06 0.140864E+07 0.984773E+06 0.796402E+06 0.123664E+07 0.798550E+06 0.390436E+06 0.682640E+06 -.589124E+06 -.120993E+07 -.188258E+03 -.721338E+06 0.391660E+06 -.684652E+06 -.589604E+06 0.424980E+02 0.648610E+02 -.388050E+02 -.719162E+02 0.131540E+00 -.333875E+02 0.423719E+02 -.648446E+02 -.388901E+02
   46.0000 0.982520E+06 0.140859E+07 0.984727E+06 0.796320E+06 0.123658E+07 0.798503E+06 0.390400E+06 0.682588E+06 -.589072E+06 -.120988E+07 -.188361E+03 -.721342E+06 0.391638E+06 -.684625E+06 -.589572E+06 0.424953E+02 0.648613E+02 -.388054E+02 -.719183E+02 0.131510E+00 -.333880E+02 0.423693E+02 -.648448E+02 -.388903E+02
   46.0125 0.982439E+06 0.140855E+07 0.984682E+06 0.796239E+06 0.123651E+07 0.798458E+06 0.390364E+06 0.682537E+06 -.589021E+06 -.120982E+07 -.188462E+03 -.721344E+06 0.391617E+06 -.684599E+06 -.589541E+06 0.424926E+02 0.648615E+02 -.388058E+02 -.719204E+02 0.131480E+00 -.333886E+02 0.423666E+02 -.648451E+02 -.388904E+02
   46.0250 0.982360E+06 0.140850E+07 0.984640E+06 0.796157E+06 0.123644E+07 0.798414E+06 0.390329E+06 0.682487E+06 -.588970E+06 -.120976E+07 -.188561E+03 -.721343E+06 0.391596E+06 -.684575E+06 -.589512E+06 0.424899E+02 0.648618E+02 -.388063E+02 -.719224E+02 0.131451E+00 -.333891E+02 0.423640E+02 -.648453E+02 -.388906E+02
   46.0375 0.982282E+06 0.140845E+07 0.984598E+06 0.796076E+06 0.123638E+07 0.798371E+06 0.390294E+06 0.682438E+06 -.588920E+06 -.120971E+07 -.188656E+03 -.721341E+06 0.391576E+06 -.684552E+06 -.589483E+06 0.424872E+02 0.648620E+02 -.388067E+02 -.719245E+02 0.131422E+00 -.333896E+02 0.423614E+02 -.648455E+02 -.388907E+02
   46.0500 0.982204E+06 0.140839E+07 0.984559E+06 0.795994E+06 0.123631E+07 0.798330E+06 0.390259E+06 0.682389E+06 -.588871E+06 -.120964E+07 -.188748E+03 -.721337E+06 0.391557E+06 -.684531E+06 -.589455E+06 0.424845E+02 0.648623E+02 -.388072E+02 -.719266E+02 0.131393E+00 -.333901E+02 0.423587E+02 -.648458E+02 -.388909E+02
   46.0625 0.982128E+06 0.140833E+07 0.984521E+06 0.795914E+06 0.123624E+07 0.798289E+06 0.390224E+06 0.682341E+06 -.588822E+06 -.120958E+07 -.188837E+03 -.721331E+06 0.391539E+06 -.684510E+06 -.589428E+06 0.424818E+02 0.648625E+02 -.388077E+02 -.719287E+02 0.131364E+00 -.333906E+02 0.423561E+02 -.648460E+02 -.388911E+02
   46.0750 0.982052E+06 0.140827E+07 0.984486E+06 0.795833E+06 0.123617E+07 0.798250E+06 0.390190E+06 0.682293E+06 -.588773E+06 -.120951E+07 -.188922E+03 -.721322E+06 0.391521E+06 -.684491E+06 -.589403E+06 0.424791E+02 0.648628E+02 -.388082E+02 -.719308E+02 0.131335E+00 -.333911E+02 0.423534E+02 -.648463E+02 -.388913E+02
   46.0875 0.981977E+06 0.140821E+07 0.984451E+06 0.795753E+06 0.123610E+07 0.798213E+06 0.390156E+06 0.682246E+06 -.588725E+06 -.120944E+07 -.189003E+03 -.721312E+06 0.391503E+06 -.684473E+06 -.589378E+06 0.424764E+02 0.648630E+02 -.388087E+02 -.719329E+02 0.131306E+00 -.333916E+02 0.423508E+02 -.648465E+02 -.388915E+02
   46.1000 0.981904E+06 0.140814E+07 0.984419E+06 0.795673E+06 0.123602E+07 0.798176E+06 0.390123E+06 0.682200E+06 -.588678E+06 -.120937E+07 -.189079E+03 -.721298E+06 0.391487E+06 -.684456E+06 -.589354E+06 0.424737E+02 0.648633E+02 -.388092E+02 -.719350E+02 0.131277E+00 -.333920E+02 0.423482E+02 -.648467E+02 -.388917E+02
   46.1125 0.981831E+06 0.140806E+07 0.984388E+06 0.795594E+06 0.123595E+07 0.798141E+06 0.390090E+06 0.682155E+06 -.588631E+06 -.120929E+07 -.189152E+03 -.721283E+06 0.391470E+06 -.684440E+06 -.589332E+06 0.424710E+02 0.648635E+02 -.388097E+02 -.719371E+02 0.131249E+00 -.333925E+02 0.423455E+02 -.648470E+02 -.388920E+02
   46.1250 0.981760E+06 0.140799E+07 0.984358E+06 0.795515E+06 0.123588E+07 0.798108E+06 0.390057E+06 0.682111E+06 -.588585E+06 -.120922E+07 -.189219E+03 -.721265E+06 0.391455E+06 -.684426E+06 -.589310E+06 0.424683E+02 0.648638E+02 -.388102E+02 -.719392E+02 0.131220E+00 -.333929E+02 0.423429E+02 -.648472E+02 -.388922E+02
   46.1375 0.981690E+06 0.140790E+07 0.984330E+06 0.795437E+06 0.123580E+07 0.798075E+06 0.390025E+06 0.682068E+06 -.588540E+06 -.120913E+07 -.189281E+03 -.721244E+06 0.391440E+06 -.684412E+06 -.589289E+06 0.424656E+02 0.648640E+02 -.388107E+02 -.719413E+02 0.131192E+00 -.333934E+02 0.423403E+02 -.648475E+02 -.388924E+02
   46.1500 0.981621E+06 0.140782E+07 0.984304E+06 0.795360E+06 0.123573E+07 0.798044E+06 0.389994E+06 0.682025E+06 -.588495E+06 -.120905E+07 -.189339E+03 -.721221E+06 0.391426E+06 -.684400E+06 -.589268E+06 0.424629E+02 0.648643E+02 -.388113E+02 -.719434E+02 0.131164E+00 -.333938E+02 0.423377E+02 -.648477E+02 -.388927E+02
   46.1625 0.981553E+06 0.140773E+07 0.984279E+06 0.795284E+06 0.123565E+07 0.798014E+06 0.389963E+06 0.681984E+06 -.588451E+06 -.120896E+07 -.189391E+03 -.721196E+06 0.391412E+06 -.684388E+06 -.589249E+06 0.424602E+02 0.648646E+02 -.388118E+02 -.719455E+02 0.131136E+00 -.333942E+02 0.423350E+02 -.648479E+02 -.388930E+02
   46.1750 0.981487E+06 0.140764E+07 0.984256E+06 0.795208E+06 0.123557E+07 0.797986E+06 0.389932E+06 0.681943E+06 -.588408E+06 -.120887E+07 -.189437E+03 -.721169E+06 0.391399E+06 -.684378E+06 -.589231E+06 0.424575E+02 0.648648E+02 -.388124E+02 -.719477E+02 0.131108E+00 -.333946E+02 0.423324E+02 -.648482E+02 -.388932E+02
