      Time   FAIRTEN1   FAIRTEN2   FAIRTEN3     L1N10T     L2N10T     L3N10T     CON4FX     CON4FY     CON4FZ     CON5FX     CON5FY     CON5FZ     CON6FX     CON6FY     CON6FZ    L1N19PX    L1N19PY    L1N19PZ    L2N19PX    L2N19PY    L2N19PZ    L3N19PX    L3N19PY    L3N19PZ
       (s)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (m)        (m)        (m)        (m)        (m)        (m)        (m)        (m)        (m)
   16.9250 0.951144E+06 0.157330E+07 0.950556E+06 0.764194E+06 0.140011E+07 0.763807E+06 0.373170E+06 0.655053E+06 -.579935E+06 -.136914E+07 -.108650E+03 -.775078E+06 0.372999E+06 -.654600E+06 -.579593E+06 0.437090E+02 0.646054E+02 -.395668E+02 -.709128E+02 0.611370E-01 -.328063E+02 0.436312E+02 -.646036E+02 -.397515E+02
   16.9375 0.951221E+06 0.157335E+07 0.950558E+06 0.764274E+06 0.140019E+07 0.763803E+06 0.373186E+06 0.655109E+06 -.579988E+06 -.136920E+07 -.108562E+03 -.775070E+06 0.372985E+06 -.654603E+06 -.579601E+06 0.437084E+02 0.646054E+02 -.395672E+02 -.709132E+02 0.611789E-01 -.328054E+02 0.436306E+02 -.646037E+02 -.397516E+02
   16.9500 0.951297E+06 0.157339E+07 0.950558E+06 0.764353E+06 0.140025E+07 0.763798E+06 0.373201E+06 0.655164E+06 -.580040E+06 -.136925E+07 -.108479E+03 -.775059E+06 0.372970E+06 -.654606E+06 -.579608E+06 0.437079E+02 0.646055E+02 -.395676E+02 -.709136E+02 0.612207E-01 -.328044E+02 0.436300E+02 -.646039E+02 -.397518E+02
   16.9625 0.951372E+06 0.157343E+07 0.950557E+06 0.764432E+06 0.140032E+07 0.763792E+06 0.373216E+06 0.655219E+06 -.580091E+06 -.136930E+07 -.108401E+03 -.775046E+06 0.372955E+06 -.654608E+06 -.579614E+06 0.437074E+02 0.646056E+02 -.395680E+02 -.709139E+02 0.612623E-01 -.328035E+02 0.436295E+02 -.646040E+02 -.397519E+02
   16.9750 0.951446E+06 0.157346E+07 0.950555E+06 0.764508E+06 0.140038E+07 0.763786E+06 0.373231E+06 0.655273E+06 -.580142E+06 -.136935E+07 -.108329E+03 -.775031E+06 0.372939E+06 -.654608E+06 -.579620E+06 0.437070E+02 0.646057E+02 -.395683E+02 -.709142E+02 0.613037E-01 -.328025E+02 0.436289E+02 -.646041E+02 -.397520E+02
   16.9875 0.951518E+06 0.157349E+07 0.950552E+06 0.764584E+06 0.140043E+07 0.763778E+06 0.373246E+06 0.655326E+06 -.580192E+06 -.136939E+07 -.108262E+03 -.775014E+06 0.372923E+06 -.654609E+06 -.579624E+06 0.437065E+02 0.646058E+02 -.395687E+02 -.709145E+02 0.613449E-01 -.328016E+02 0.436284E+02 -.646043E+02 -.397521E+02
   17.0000 0.951590E+06 0.157351E+07 0.950547E+06 0.764658E+06 0.140048E+07 0.763770E+06 0.373260E+06 0.655379E+06 -.580241E+06 -.136943E+07 -.108203E+03 -.774994E+06 0.372906E+06 -.654608E+06 -.579628E+06 0.437061E+02 0.646059E+02 -.395690E+02 -.709148E+02 0.613859E-01 -.328007E+02 0.436279E+02 -.646044E+02 -.397523E+02
   17.0125 0.951660E+06 0.157353E+07 0.950542E+06 0.764731E+06 0.140052E+07 0.763761E+06 0.373273E+06 0.655431E+06 -.580289E+06 -.136946E+07 -.108150E+03 -.774972E+06 0.372889E+06 -.654607E+06 -.579631E+06 0.437057E+02 0.646060E+02 -.395694E+02 -.709150E+02 0.614268E-01 -.327998E+02 0.436274E+02 -.646045E+02 -.397523E+02
   17.0250 0.951730E+06 0.157354E+07 0.950536E+06 0.764803E+06 0.140056E+07 0.763752E+06 0.373287E+06 0.655482E+06 -.580337E+06 -.136948E+07 -.108103E+03 -.774948E+06 0.372872E+06 -.654606E+06 -.579634E+06 0.437053E+02 0.646061E+02 -.395697E+02 -.709152E+02 0.614675E-01 -.327989E+02 0.436270E+02 -.646047E+02 -.397524E+02
   17.0375 0.951799E+06 0.157355E+07 0.950529E+06 0.764873E+06 0.140060E+07 0.763742E+06 0.373300E+06 0.655533E+06 -.580384E+06 -.136951E+07 -.108064E+03 -.774921E+06 0.372855E+06 -.654604E+06 -.579636E+06 0.437049E+02 0.646063E+02 -.395700E+02 -.709154E+02 0.615081E-01 -.327980E+02 0.436266E+02 -.646048E+02 -.397525E+02
   17.0500 0.951867E+06 0.157355E+07 0.950521E+06 0.764942E+06 0.140063E+07 0.763731E+06 0.373313E+06 0.655583E+06 -.580430E+06 -.136952E+07 -.108030E+03 -.774892E+06 0.372838E+06 -.654601E+06 -.579638E+06 0.437046E+02 0.646064E+02 -.395703E+02 -.709156E+02 0.615484E-01 -.327971E+02 0.436262E+02 -.646050E+02 -.397525E+02
   17.0625 0.951933E+06 0.157354E+07 0.950514E+06 0.765009E+06 0.140065E+07 0.763719E+06 0.373325E+06 0.655632E+06 -.580475E+06 -.136953E+07 -.108002E+03 -.774860E+06 0.372820E+06 -.654599E+06 -.579639E+06 0.437043E+02 0.646065E+02 -.395706E+02 -.709158E+02 0.615887E-01 -.327962E+02 0.436258E+02 -.646051E+02 -.397526E+02
   17.0750 0.951999E+06 0.157353E+07 0.950505E+06 0.765074E+06 0.140067E+07 0.763707E+06 0.373338E+06 0.655681E+06 -.580520E+06 -.136954E+07 -.107980E+03 -.774826E+06 0.372803E+06 -.654596E+06 -.579640E+06 0.437040E+02 0.646066E+02 -.395708E+02 -.709159E+02 0.616287E-01 -.327954E+02 0.436254E+02 -.646053E+02 -.397526E+02
   17.0875 0.952064E+06 0.157351E+07 0.950497E+06 0.765138E+06 0.140068E+07 0.763695E+06 0.373350E+06 0.655730E+06 -.580564E+06 -.136954E+07 -.107964E+03 -.774789E+06 0.372786E+06 -.654593E+06 -.579640E+06 0.437037E+02 0.646068E+02 -.395711E+02 -.709160E+02 0.616687E-01 -.327945E+02 0.436251E+02 -.646054E+02 -.397526E+02
   17.1000 0.952127E+06 0.157349E+07 0.950488E+06 0.765201E+06 0.140069E+07 0.763682E+06 0.373361E+06 0.655777E+06 -.580606E+06 -.136954E+07 -.107953E+03 -.774750E+06 0.372768E+06 -.654590E+06 -.579640E+06 0.437035E+02 0.646069E+02 -.395713E+02 -.709161E+02 0.617085E-01 -.327937E+02 0.436248E+02 -.646056E+02 -.397526E+02
   17.1125 0.952190E+06 0.157346E+07 0.950480E+06 0.765261E+06 0.140070E+07 0.763668E+06 0.373373E+06 0.655824E+06 -.580648E+06 -.136953E+07 -.107949E+03 -.774707E+06 0.372751E+06 -.654588E+06 -.579640E+06 0.437033E+02 0.646070E+02 -.395715E+02 -.709162E+02 0.617481E-01 -.327929E+02 0.436245E+02 -.646058E+02 -.397526E+02
   17.1250 0.952251E+06 0.157342E+07 0.950471E+06 0.765320E+06 0.140070E+07 0.763654E+06 0.373384E+06 0.655870E+06 -.580690E+06 -.136951E+07 -.107950E+03 -.774663E+06 0.372734E+06 -.654585E+06 -.579640E+06 0.437031E+02 0.646072E+02 -.395717E+02 -.709162E+02 0.617876E-01 -.327921E+02 0.436242E+02 -.646059E+02 -.397526E+02
   17.1375 0.952311E+06 0.157338E+07 0.950463E+06 0.765377E+06 0.140069E+07 0.763640E+06 0.373394E+06 0.655916E+06 -.580730E+06 -.136949E+07 -.107957E+03 -.774616E+06 0.372717E+06 -.654583E+06 -.579640E+06 0.437029E+02 0.646073E+02 -.395719E+02 -.709163E+02 0.618270E-01 -.327913E+02 0.436239E+02 -.646061E+02 -.397526E+02
   17.1500 0.952370E+06 0.157334E+07 0.950454E+06 0.765432E+06 0.140068E+07 0.763625E+06 0.373405E+06 0.655961E+06 -.580769E+06 -.136946E+07 -.107969E+03 -.774566E+06 0.372700E+06 -.654581E+06 -.579640E+06 0.437027E+02 0.646075E+02 -.395721E+02 -.709163E+02 0.618663E-01 -.327905E+02 0.436237E+02 -.646063E+02 -.397525E+02
   17.1625 0.952428E+06 0.157328E+07 0.950447E+06 0.765485E+06 0.140066E+07 0.763610E+06 0.373415E+06 0.656005E+06 -.580808E+06 -.136943E+07 -.107987E+03 -.774513E+06 0.372684E+06 -.654579E+06 -.579640E+06 0.437026E+02 0.646077E+02 -.395723E+02 -.709162E+02 0.619054E-01 -.327898E+02 0.436235E+02 -.646065E+02 -.397524E+02
   17.1750 0.952484E+06 0.157322E+07 0.950439E+06 0.765537E+06 0.140063E+07 0.763595E+06 0.373424E+06 0.656049E+06 -.580845E+06 -.136939E+07 -.108010E+03 -.774458E+06 0.372667E+06 -.654578E+06 -.579639E+06 0.437025E+02 0.646078E+02 -.395724E+02 -.709162E+02 0.619444E-01 -.327890E+02 0.436233E+02 -.646067E+02 -.397523E+02
   17.1875 0.952539E+06 0.157316E+07 0.950433E+06 0.765586E+06 0.140060E+07 0.763579E+06 0.373434E+06 0.656091E+06 -.580881E+06 -.136935E+07 -.108039E+03 -.774400E+06 0.372652E+06 -.654577E+06 -.579639E+06 0.437024E+02 0.646080E+02 -.395725E+02 -.709161E+02 0.619834E-01 -.327883E+02 0.436232E+02 -.646069E+02 -.397522E+02
   17.2000 0.952593E+06 0.157308E+07 0.950426E+06 0.765634E+06 0.140057E+07 0.763564E+06 0.373442E+06 0.656133E+06 -.580916E+06 -.136930E+07 -.108073E+03 -.774339E+06 0.372636E+06 -.654577E+06 -.579639E+06 0.437024E+02 0.646082E+02 -.395726E+02 -.709160E+02 0.620222E-01 -.327876E+02 0.436231E+02 -.646071E+02 -.397521E+02
   17.2125 0.952645E+06 0.157300E+07 0.950421E+06 0.765680E+06 0.140053E+07 0.763548E+06 0.373451E+06 0.656174E+06 -.580950E+06 -.136925E+07 -.108113E+03 -.774276E+06 0.372621E+06 -.654577E+06 -.579640E+06 0.437023E+02 0.646083E+02 -.395727E+02 -.709159E+02 0.620609E-01 -.327869E+02 0.436230E+02 -.646073E+02 -.397519E+02
   17.2250 0.952696E+06 0.157292E+07 0.950417E+06 0.765724E+06 0.140048E+07 0.763533E+06 0.373459E+06 0.656214E+06 -.580983E+06 -.136919E+07 -.108157E+03 -.774210E+06 0.372607E+06 -.654579E+06 -.579640E+06 0.437023E+02 0.646085E+02 -.395728E+02 -.709158E+02 0.620996E-01 -.327862E+02 0.436229E+02 -.646075E+02 -.397518E+02
   17.2375 0.952746E+06 0.157283E+07 0.950413E+06 0.765766E+06 0.140043E+07 0.763517E+06 0.373467E+06 0.656253E+06 -.581015E+06 -.136912E+07 -.108206E+03 -.774141E+06 0.372593E+06 -.654581E+06 -.579641E+06 0.437023E+02 0.646087E+02 -.395728E+02 -.709157E+02 0.621381E-01 -.327855E+02 0.436228E+02 -.646077E+02 -.397516E+02
   17.2500 0.952794E+06 0.157273E+07 0.950411E+06 0.765807E+06 0.140037E+07 0.763502E+06 0.373474E+06 0.656291E+06 -.581046E+06 -.136905E+07 -.108260E+03 -.774069E+06 0.372580E+06 -.654584E+06 -.579642E+06 0.437024E+02 0.646089E+02 -.395729E+02 -.709155E+02 0.621766E-01 -.327849E+02 0.436228E+02 -.646079E+02 -.397514E+02
   17.2625 0.952840E+06 0.157262E+07 0.950410E+06 0.765846E+06 0.140030E+07 0.763487E+06 0.373480E+06 0.656329E+06 -.581075E+06 -.136897E+07 -.108319E+03 -.773995E+06 0.372568E+06 -.654588E+06 -.579644E+06 0.437024E+02 0.646091E+02 -.395729E+02 -.709153E+02 0.622150E-01 -.327842E+02 0.436228E+02 -.646082E+02 -.397512E+02
   17.2750 0.952884E+06 0.157251E+07 0.950410E+06 0.765882E+06 0.140023E+07 0.763472E+06 0.373487E+06 0.656365E+06 -.581103E+06 -.136888E+07 -.108383E+03 -.773917E+06 0.372556E+06 -.654593E+06 -.579646E+06 0.437025E+02 0.646094E+02 -.395729E+02 -.709151E+02 0.622534E-01 -.327836E+02 0.436228E+02 -.646084E+02 -.397509E+02
   17.2875 0.952927E+06 0.157239E+07 0.950411E+06 0.765917E+06 0.140015E+07 0.763458E+06 0.373492E+06 0.656400E+06 -.581130E+06 -.136879E+07 -.108451E+03 -.773838E+06 0.372544E+06 -.654599E+06 -.579648E+06 0.437026E+02 0.646096E+02 -.395729E+02 -.709148E+02 0.622917E-01 -.327830E+02 0.436228E+02 -.646086E+02 -.397507E+02
   17.3000 0.952969E+06 0.157227E+07 0.950413E+06 0.765950E+06 0.140006E+07 0.763444E+06 0.373498E+06 0.656435E+06 -.581156E+06 -.136869E+07 -.108523E+03 -.773755E+06 0.372534E+06 -.654606E+06 -.579651E+06 0.437028E+02 0.646098E+02 -.395728E+02 -.709146E+02 0.623299E-01 -.327824E+02 0.436229E+02 -.646089E+02 -.397504E+02
   17.3125 0.953008E+06 0.157213E+07 0.950417E+06 0.765982E+06 0.139997E+07 0.763430E+06 0.373502E+06 0.656468E+06 -.581180E+06 -.136859E+07 -.108600E+03 -.773670E+06 0.372524E+06 -.654614E+06 -.579654E+06 0.437029E+02 0.646101E+02 -.395728E+02 -.709143E+02 0.623681E-01 -.327819E+02 0.436230E+02 -.646092E+02 -.397501E+02
   17.3250 0.953046E+06 0.157200E+07 0.950422E+06 0.766011E+06 0.139987E+07 0.763417E+06 0.373506E+06 0.656500E+06 -.581202E+06 -.136848E+07 -.108680E+03 -.773582E+06 0.372515E+06 -.654623E+06 -.579658E+06 0.437031E+02 0.646103E+02 -.395727E+02 -.709140E+02 0.624063E-01 -.327813E+02 0.436231E+02 -.646094E+02 -.397498E+02
   17.3375 0.953081E+06 0.157185E+07 0.950428E+06 0.766039E+06 0.139977E+07 0.763404E+06 0.373510E+06 0.656531E+06 -.581224E+06 -.136837E+07 -.108765E+03 -.773491E+06 0.372506E+06 -.654633E+06 -.579662E+06 0.437033E+02 0.646106E+02 -.395726E+02 -.709137E+02 0.624444E-01 -.327808E+02 0.436232E+02 -.646097E+02 -.397494E+02
   17.3500 0.953115E+06 0.157170E+07 0.950435E+06 0.766065E+06 0.139966E+07 0.763393E+06 0.373513E+06 0.656561E+06 -.581244E+06 -.136825E+07 -.108853E+03 -.773398E+06 0.372498E+06 -.654644E+06 -.579666E+06 0.437036E+02 0.646108E+02 -.395724E+02 -.709133E+02 0.624825E-01 -.327803E+02 0.436234E+02 -.646100E+02 -.397491E+02
   17.3625 0.953147E+06 0.157154E+07 0.950444E+06 0.766089E+06 0.139954E+07 0.763382E+06 0.373516E+06 0.656590E+06 -.581262E+06 -.136812E+07 -.108945E+03 -.773302E+06 0.372491E+06 -.654657E+06 -.579671E+06 0.437038E+02 0.646111E+02 -.395723E+02 -.709129E+02 0.625206E-01 -.327798E+02 0.436236E+02 -.646103E+02 -.397487E+02
   17.3750 0.953177E+06 0.157138E+07 0.950454E+06 0.766111E+06 0.139942E+07 0.763371E+06 0.373518E+06 0.656617E+06 -.581279E+06 -.136799E+07 -.109041E+03 -.773203E+06 0.372485E+06 -.654670E+06 -.579676E+06 0.437041E+02 0.646114E+02 -.395721E+02 -.709125E+02 0.625586E-01 -.327793E+02 0.436238E+02 -.646106E+02 -.397483E+02
   17.3875 0.953206E+06 0.157121E+07 0.950466E+06 0.766131E+06 0.139929E+07 0.763362E+06 0.373519E+06 0.656644E+06 -.581294E+06 -.136785E+07 -.109139E+03 -.773102E+06 0.372479E+06 -.654685E+06 -.579682E+06 0.437044E+02 0.646116E+02 -.395719E+02 -.709121E+02 0.625967E-01 -.327789E+02 0.436240E+02 -.646109E+02 -.397478E+02
   17.4000 0.953232E+06 0.157103E+07 0.950479E+06 0.766150E+06 0.139915E+07 0.763353E+06 0.373520E+06 0.656670E+06 -.581308E+06 -.136770E+07 -.109242E+03 -.772998E+06 0.372475E+06 -.654701E+06 -.579689E+06 0.437047E+02 0.646119E+02 -.395717E+02 -.709117E+02 0.626347E-01 -.327784E+02 0.436243E+02 -.646112E+02 -.397474E+02
   17.4125 0.953257E+06 0.157085E+07 0.950493E+06 0.766166E+06 0.139901E+07 0.763346E+06 0.373521E+06 0.656694E+06 -.581321E+06 -.136755E+07 -.109347E+03 -.772891E+06 0.372471E+06 -.654718E+06 -.579696E+06 0.437051E+02 0.646123E+02 -.395715E+02 -.709112E+02 0.626728E-01 -.327780E+02 0.436246E+02 -.646115E+02 -.397469E+02
   17.4250 0.953280E+06 0.157066E+07 0.950509E+06 0.766181E+06 0.139886E+07 0.763340E+06 0.373520E+06 0.656717E+06 -.581332E+06 -.136740E+07 -.109455E+03 -.772782E+06 0.372467E+06 -.654737E+06 -.579703E+06 0.437054E+02 0.646126E+02 -.395713E+02 -.709108E+02 0.627108E-01 -.327776E+02 0.436249E+02 -.646119E+02 -.397464E+02
   17.4375 0.953301E+06 0.157046E+07 0.950526E+06 0.766195E+06 0.139870E+07 0.763334E+06 0.373520E+06 0.656740E+06 -.581342E+06 -.136724E+07 -.109566E+03 -.772670E+06 0.372465E+06 -.654756E+06 -.579711E+06 0.437058E+02 0.646129E+02 -.395710E+02 -.709103E+02 0.627489E-01 -.327773E+02 0.436252E+02 -.646122E+02 -.397459E+02
   17.4500 0.953320E+06 0.157026E+07 0.950545E+06 0.766206E+06 0.139854E+07 0.763330E+06 0.373519E+06 0.656761E+06 -.581350E+06 -.136707E+07 -.109680E+03 -.772556E+06 0.372464E+06 -.654777E+06 -.579719E+06 0.437063E+02 0.646132E+02 -.395707E+02 -.709097E+02 0.627870E-01 -.327769E+02 0.436255E+02 -.646126E+02 -.397453E+02
   17.4625 0.953338E+06 0.157005E+07 0.950566E+06 0.766216E+06 0.139837E+07 0.763327E+06 0.373517E+06 0.656781E+06 -.581357E+06 -.136689E+07 -.109797E+03 -.772439E+06 0.372463E+06 -.654799E+06 -.579728E+06 0.437067E+02 0.646135E+02 -.395704E+02 -.709092E+02 0.628251E-01 -.327766E+02 0.436259E+02 -.646129E+02 -.397448E+02
   17.4750 0.953354E+06 0.156984E+07 0.950588E+06 0.766224E+06 0.139820E+07 0.763326E+06 0.373515E+06 0.656800E+06 -.581363E+06 -.136671E+07 -.109916E+03 -.772320E+06 0.372463E+06 -.654823E+06 -.579737E+06 0.437072E+02 0.646139E+02 -.395701E+02 -.709086E+02 0.628633E-01 -.327763E+02 0.436263E+02 -.646133E+02 -.397442E+02
   17.4875 0.953368E+06 0.156961E+07 0.950611E+06 0.766230E+06 0.139802E+07 0.763325E+06 0.373513E+06 0.656819E+06 -.581367E+06 -.136653E+07 -.110037E+03 -.772198E+06 0.372464E+06 -.654847E+06 -.579747E+06 0.437077E+02 0.646143E+02 -.395697E+02 -.709080E+02 0.629014E-01 -.327760E+02 0.436268E+02 -.646137E+02 -.397435E+02
   17.5000 0.953381E+06 0.156939E+07 0.950636E+06 0.766234E+06 0.139783E+07 0.763326E+06 0.373510E+06 0.656836E+06 -.581370E+06 -.136634E+07 -.110161E+03 -.772073E+06 0.372466E+06 -.654874E+06 -.579758E+06 0.437082E+02 0.646146E+02 -.395693E+02 -.709074E+02 0.629396E-01 -.327757E+02 0.436272E+02 -.646141E+02 -.397429E+02
   17.5125 0.953392E+06 0.156915E+07 0.950662E+06 0.766237E+06 0.139764E+07 0.763329E+06 0.373507E+06 0.656853E+06 -.581372E+06 -.136614E+07 -.110288E+03 -.771946E+06 0.372468E+06 -.654901E+06 -.579768E+06 0.437087E+02 0.646150E+02 -.395689E+02 -.709068E+02 0.629779E-01 -.327754E+02 0.436277E+02 -.646145E+02 -.397422E+02
   17.5250 0.953401E+06 0.156891E+07 0.950690E+06 0.766238E+06 0.139744E+07 0.763333E+06 0.373503E+06 0.656868E+06 -.581372E+06 -.136594E+07 -.110416E+03 -.771817E+06 0.372472E+06 -.654929E+06 -.579780E+06 0.437093E+02 0.646154E+02 -.395685E+02 -.709062E+02 0.630162E-01 -.327752E+02 0.436282E+02 -.646149E+02 -.397415E+02
   17.5375 0.953410E+06 0.156867E+07 0.950720E+06 0.766238E+06 0.139723E+07 0.763339E+06 0.373499E+06 0.656883E+06 -.581371E+06 -.136573E+07 -.110547E+03 -.771685E+06 0.372476E+06 -.654959E+06 -.579792E+06 0.437099E+02 0.646158E+02 -.395680E+02 -.709055E+02 0.630545E-01 -.327750E+02 0.436287E+02 -.646153E+02 -.397408E+02
   17.5500 0.953416E+06 0.156841E+07 0.950751E+06 0.766236E+06 0.139702E+07 0.763346E+06 0.373495E+06 0.656898E+06 -.581369E+06 -.136552E+07 -.110680E+03 -.771550E+06 0.372481E+06 -.654990E+06 -.579804E+06 0.437105E+02 0.646162E+02 -.395676E+02 -.709048E+02 0.630929E-01 -.327748E+02 0.436293E+02 -.646158E+02 -.397400E+02
   17.5625 0.953422E+06 0.156816E+07 0.950784E+06 0.766233E+06 0.139680E+07 0.763355E+06 0.373490E+06 0.656911E+06 -.581366E+06 -.136530E+07 -.110814E+03 -.771414E+06 0.372487E+06 -.655023E+06 -.579817E+06 0.437111E+02 0.646166E+02 -.395671E+02 -.709041E+02 0.631313E-01 -.327746E+02 0.436298E+02 -.646162E+02 -.397393E+02
   17.5750 0.953426E+06 0.156789E+07 0.950818E+06 0.766228E+06 0.139658E+07 0.763366E+06 0.373485E+06 0.656924E+06 -.581361E+06 -.136507E+07 -.110951E+03 -.771275E+06 0.372494E+06 -.655056E+06 -.579830E+06 0.437118E+02 0.646170E+02 -.395666E+02 -.709034E+02 0.631698E-01 -.327745E+02 0.436304E+02 -.646166E+02 -.397385E+02
   17.5875 0.953429E+06 0.156762E+07 0.950853E+06 0.766222E+06 0.139635E+07 0.763378E+06 0.373480E+06 0.656936E+06 -.581356E+06 -.136484E+07 -.111090E+03 -.771134E+06 0.372502E+06 -.655091E+06 -.579844E+06 0.437124E+02 0.646174E+02 -.395660E+02 -.709026E+02 0.632084E-01 -.327743E+02 0.436311E+02 -.646171E+02 -.397376E+02
   17.6000 0.953431E+06 0.156735E+07 0.950890E+06 0.766215E+06 0.139611E+07 0.763392E+06 0.373475E+06 0.656948E+06 -.581349E+06 -.136461E+07 -.111230E+03 -.770990E+06 0.372510E+06 -.655128E+06 -.579858E+06 0.437131E+02 0.646179E+02 -.395655E+02 -.709018E+02 0.632470E-01 -.327742E+02 0.436317E+02 -.646176E+02 -.397368E+02
   17.6125 0.953432E+06 0.156707E+07 0.950928E+06 0.766206E+06 0.139587E+07 0.763409E+06 0.373469E+06 0.656959E+06 -.581342E+06 -.136437E+07 -.111371E+03 -.770844E+06 0.372520E+06 -.655165E+06 -.579873E+06 0.437139E+02 0.646183E+02 -.395649E+02 -.709011E+02 0.632856E-01 -.327741E+02 0.436324E+02 -.646181E+02 -.397359E+02
   17.6250 0.953432E+06 0.156678E+07 0.950968E+06 0.766196E+06 0.139563E+07 0.763427E+06 0.373464E+06 0.656969E+06 -.581333E+06 -.136412E+07 -.111514E+03 -.770696E+06 0.372530E+06 -.655204E+06 -.579888E+06 0.437146E+02 0.646188E+02 -.395643E+02 -.709003E+02 0.633244E-01 -.327741E+02 0.436330E+02 -.646186E+02 -.397350E+02
   17.6375 0.953431E+06 0.156649E+07 0.951009E+06 0.766185E+06 0.139537E+07 0.763447E+06 0.373458E+06 0.656979E+06 -.581324E+06 -.136387E+07 -.111658E+03 -.770546E+06 0.372541E+06 -.655244E+06 -.579904E+06 0.437154E+02 0.646192E+02 -.395637E+02 -.708994E+02 0.633631E-01 -.327740E+02 0.436338E+02 -.646190E+02 -.397341E+02
   17.6500 0.953429E+06 0.156619E+07 0.951052E+06 0.766173E+06 0.139512E+07 0.763469E+06 0.373452E+06 0.656989E+06 -.581313E+06 -.136361E+07 -.111803E+03 -.770393E+06 0.372552E+06 -.655285E+06 -.579920E+06 0.437162E+02 0.646197E+02 -.395630E+02 -.708986E+02 0.634020E-01 -.327740E+02 0.436345E+02 -.646196E+02 -.397331E+02
   17.6625 0.953426E+06 0.156589E+07 0.951096E+06 0.766160E+06 0.139485E+07 0.763494E+06 0.373446E+06 0.656999E+06 -.581302E+06 -.136335E+07 -.111950E+03 -.770239E+06 0.372565E+06 -.655327E+06 -.579936E+06 0.437170E+02 0.646202E+02 -.395623E+02 -.708977E+02 0.634409E-01 -.327740E+02 0.436353E+02 -.646201E+02 -.397321E+02
   17.6750 0.953423E+06 0.156558E+07 0.951141E+06 0.766146E+06 0.139458E+07 0.763520E+06 0.373440E+06 0.657008E+06 -.581290E+06 -.136309E+07 -.112097E+03 -.770082E+06 0.372578E+06 -.655370E+06 -.579953E+06 0.437178E+02 0.646207E+02 -.395617E+02 -.708968E+02 0.634798E-01 -.327740E+02 0.436360E+02 -.646206E+02 -.397311E+02
   17.6875 0.953419E+06 0.156527E+07 0.951188E+06 0.766131E+06 0.139431E+07 0.763549E+06 0.373434E+06 0.657017E+06 -.581278E+06 -.136282E+07 -.112245E+03 -.769924E+06 0.372592E+06 -.655415E+06 -.579970E+06 0.437186E+02 0.646212E+02 -.395609E+02 -.708959E+02 0.635188E-01 -.327740E+02 0.436368E+02 -.646211E+02 -.397301E+02
   17.7000 0.953415E+06 0.156495E+07 0.951236E+06 0.766115E+06 0.139403E+07 0.763580E+06 0.373428E+06 0.657026E+06 -.581265E+06 -.136254E+07 -.112393E+03 -.769763E+06 0.372607E+06 -.655461E+06 -.579988E+06 0.437195E+02 0.646217E+02 -.395602E+02 -.708950E+02 0.635579E-01 -.327740E+02 0.436377E+02 -.646217E+02 -.397290E+02
   17.7125 0.953410E+06 0.156462E+07 0.951286E+06 0.766098E+06 0.139375E+07 0.763613E+06 0.373422E+06 0.657035E+06 -.581251E+06 -.136226E+07 -.112542E+03 -.769601E+06 0.372622E+06 -.655508E+06 -.580006E+06 0.437204E+02 0.646222E+02 -.395595E+02 -.708941E+02 0.635971E-01 -.327741E+02 0.436385E+02 -.646222E+02 -.397279E+02
   17.7250 0.953405E+06 0.156430E+07 0.951336E+06 0.766080E+06 0.139346E+07 0.763649E+06 0.373416E+06 0.657044E+06 -.581236E+06 -.136198E+07 -.112691E+03 -.769436E+06 0.372639E+06 -.655556E+06 -.580024E+06 0.437213E+02 0.646227E+02 -.395587E+02 -.708931E+02 0.636363E-01 -.327742E+02 0.436394E+02 -.646228E+02 -.397268E+02
   17.7375 0.953400E+06 0.156396E+07 0.951388E+06 0.766062E+06 0.139316E+07 0.763686E+06 0.373410E+06 0.657052E+06 -.581221E+06 -.136169E+07 -.112840E+03 -.769270E+06 0.372656E+06 -.655605E+06 -.580043E+06 0.437223E+02 0.646233E+02 -.395579E+02 -.708922E+02 0.636755E-01 -.327743E+02 0.436403E+02 -.646234E+02 -.397257E+02
   17.7500 0.953394E+06 0.156363E+07 0.951442E+06 0.766042E+06 0.139287E+07 0.763726E+06 0.373404E+06 0.657061E+06 -.581206E+06 -.136140E+07 -.112990E+03 -.769103E+06 0.372673E+06 -.655656E+06 -.580062E+06 0.437232E+02 0.646238E+02 -.395571E+02 -.708912E+02 0.637149E-01 -.327744E+02 0.436412E+02 -.646240E+02 -.397246E+02
   17.7625 0.953388E+06 0.156329E+07 0.951497E+06 0.766023E+06 0.139256E+07 0.763768E+06 0.373398E+06 0.657070E+06 -.581190E+06 -.136110E+07 -.113140E+03 -.768933E+06 0.372692E+06 -.655707E+06 -.580082E+06 0.437242E+02 0.646244E+02 -.395562E+02 -.708902E+02 0.637543E-01 -.327746E+02 0.436421E+02 -.646246E+02 -.397234E+02
   17.7750 0.953382E+06 0.156294E+07 0.951552E+06 0.766002E+06 0.139226E+07 0.763812E+06 0.373393E+06 0.657078E+06 -.581173E+06 -.136081E+07 -.113290E+03 -.768763E+06 0.372711E+06 -.655760E+06 -.580102E+06 0.437252E+02 0.646249E+02 -.395554E+02 -.708891E+02 0.637937E-01 -.327747E+02 0.436431E+02 -.646252E+02 -.397222E+02
