## This file was generated by InflowWind_Driver on 19-May-2021 at 13:54:50.
## This file contains the wind velocity at the 1000 points specified in the file ./Points.inp.
# 
#        T                X                Y                Z                U                V                W
#       (s)              (m)              (m)              (m)             (m/s)            (m/s)            (m/s)
    30.2000000        1.5000000        0.5000000      145.5000000       15.8373106       -0.9095223       -0.2126238
    30.2000000        1.5000000        1.5000000      145.5000000       15.3516457       -0.9728298       -0.4525973
    30.2000000        1.5000000        2.5000000      145.5000000       14.8659809       -1.0361374       -0.6925709
    30.2000000        1.5000000        3.5000000      145.5000000       14.3803160       -1.0994449       -0.9325444
    30.2000000        1.5000000        4.5000000      145.5000000       13.8946511       -1.1627524       -1.1725180
    30.2000000        1.5000000       -4.5000000      146.5000000       16.0101960        0.4628381        1.3355782
    30.2000000        1.5000000       -3.5000000      146.5000000       15.9585743        0.2042817        1.0289753
    30.2000000        1.5000000       -2.5000000      146.5000000       15.9069526       -0.0542747        0.7223724
    30.2000000        1.5000000       -1.5000000      146.5000000       15.8553310       -0.3128311        0.4157696
    30.2000000        1.5000000       -0.5000000      146.5000000       15.8037093       -0.5713875        0.1091667
    30.2000000        1.5000000        0.5000000      146.5000000       15.5396675       -0.7173674       -0.1416922
    30.2000000        1.5000000        1.5000000      146.5000000       15.0632056       -0.7507710       -0.3368072
    30.2000000        1.5000000        2.5000000      146.5000000       14.5867437       -0.7841745       -0.5319221
    30.2000000        1.5000000        3.5000000      146.5000000       14.1102818       -0.8175781       -0.7270371
    30.2000000        1.5000000        4.5000000      146.5000000       13.6338198       -0.8509816       -0.9221520
    30.2000000        1.5000000       -4.5000000      147.5000000       15.8965095        0.6865797        1.9040782
    30.2000000        1.5000000       -3.5000000      147.5000000       15.8029861        0.4176813        1.4819203
    30.2000000        1.5000000       -2.5000000      147.5000000       15.7094626        0.1487830        1.0597624
    30.2000000        1.5000000       -1.5000000      147.5000000       15.6159391       -0.1201153        0.6376044
    30.2000000        1.5000000       -0.5000000      147.5000000       15.5224156       -0.3890136        0.2154465
    30.2000000        1.5000000        0.5000000      147.5000000       15.2420244       -0.5252125       -0.0707606
    30.2000000        1.5000000        1.5000000      147.5000000       14.7747654       -0.5287121       -0.2210170
    30.2000000        1.5000000        2.5000000      147.5000000       14.3075065       -0.5322117       -0.3712734
    30.2000000        1.5000000        3.5000000      147.5000000       13.8402475       -0.5357113       -0.5215297
    30.2000000        1.5000000        4.5000000      147.5000000       13.3729886       -0.5392109       -0.6717861
    30.2000000        1.5000000       -4.5000000      148.5000000       15.7653216        0.6945066        1.9801076
    30.2000000        1.5000000       -3.5000000      148.5000000       15.6478122        0.4507642        1.5426219
    30.2000000        1.5000000       -2.5000000      148.5000000       15.5303028        0.2070218        1.1051361
    30.2000000        1.5000000       -1.5000000      148.5000000       15.4127935       -0.0367206        0.6676504
    30.2000000        1.5000000       -0.5000000      148.5000000       15.2952841       -0.2804630        0.2301646
    30.2000000        1.5000000        0.5000000      148.5000000       15.0112885       -0.3995392       -0.0411697
    30.2000000        1.5000000        1.5000000      148.5000000       14.5608067       -0.3939492       -0.1463526
    30.2000000        1.5000000        2.5000000      148.5000000       14.1103248       -0.3883592       -0.2515355
    30.2000000        1.5000000        3.5000000      148.5000000       13.6598429       -0.3827692       -0.3567185
    30.2000000        1.5000000        4.5000000      148.5000000       13.2093610       -0.3771792       -0.4619014
    30.2000000        1.5000000       -4.5000000      149.5000000       15.6166318        0.4866153        1.5636579
    30.2000000        1.5000000       -3.5000000      149.5000000       15.4930528        0.3035272        1.2110733
    30.2000000        1.5000000       -2.5000000      149.5000000       15.3694738        0.1204391        0.8584887
    30.2000000        1.5000000       -1.5000000      149.5000000       15.2458948       -0.0626490        0.5059041
    30.2000000        1.5000000       -0.5000000      149.5000000       15.1223158       -0.2457371        0.1533194
    30.2000000        1.5000000        0.5000000      149.5000000       14.8474610       -0.3403487       -0.0529202
    30.2000000        1.5000000        1.5000000      149.5000000       14.4213305       -0.3464838       -0.1128148
    30.2000000        1.5000000        2.5000000      149.5000000       13.9952000       -0.3526189       -0.1727094
    30.2000000        1.5000000        3.5000000      149.5000000       13.5690695       -0.3587541       -0.2326040
    30.2000000        1.5000000        4.5000000      149.5000000       13.1429390       -0.3648892       -0.2924986
    30.2000000        1.5000000       -4.5000000      150.5000000       15.4679420        0.2787240        1.1472083
    30.2000000        1.5000000       -3.5000000      150.5000000       15.3382933        0.1562902        0.8795248
    30.2000000        1.5000000       -2.5000000      150.5000000       15.2086447        0.0338565        0.6118413
    30.2000000        1.5000000       -1.5000000      150.5000000       15.0789961       -0.0885773        0.3441578
    30.2000000        1.5000000       -0.5000000      150.5000000       14.9493474       -0.2110111        0.0764743
    30.2000000        1.5000000        0.5000000      150.5000000       14.6836335       -0.2811581       -0.0646706
    30.2000000        1.5000000        1.5000000      150.5000000       14.2818544       -0.2990184       -0.0792769
    30.2000000        1.5000000        2.5000000      150.5000000       13.8800752       -0.3168786       -0.0938832
    30.2000000        1.5000000        3.5000000      150.5000000       13.4782961       -0.3347389       -0.1084895
    30.2000000        1.5000000        4.5000000      150.5000000       13.0765169       -0.3525992       -0.1230957
    30.2000000        1.5000000       -4.5000000      151.5000000       15.3192522        0.0708327        0.7307586
    30.2000000        1.5000000       -3.5000000      151.5000000       15.1835339        0.0090533        0.5479762
    30.2000000        1.5000000       -2.5000000      151.5000000       15.0478156       -0.0527262        0.3651938
    30.2000000        1.5000000       -1.5000000      151.5000000       14.9120973       -0.1145056        0.1824115
    30.2000000        1.5000000       -0.5000000      151.5000000       14.7763791       -0.1762851       -0.0003709
    30.2000000        1.5000000        0.5000000      151.5000000       14.5198060       -0.2219675       -0.0764211
    30.2000000        1.5000000        1.5000000      151.5000000       14.1423782       -0.2515529       -0.0457390
    30.2000000        1.5000000        2.5000000      151.5000000       13.7649504       -0.2811383       -0.0150570
    30.2000000        1.5000000        3.5000000      151.5000000       13.3875226       -0.3107237        0.0156250
    30.2000000        1.5000000        4.5000000      151.5000000       13.0100948       -0.3403091        0.0463071
    30.2000000        1.5000000       -4.5000000      152.5000000       15.1705624       -0.1370586        0.3143089
    30.2000000        1.5000000       -3.5000000      152.5000000       15.0287745       -0.1381837        0.2164277
    30.2000000        1.5000000       -2.5000000      152.5000000       14.8869866       -0.1393089        0.1185464
    30.2000000        1.5000000       -1.5000000      152.5000000       14.7451986       -0.1404340        0.0206652
    30.2000000        1.5000000       -0.5000000      152.5000000       14.6034107       -0.1415591       -0.0772161
    30.2000000        1.5000000        0.5000000      152.5000000       14.3559785       -0.1627769       -0.0881715
    30.2000000        1.5000000        1.5000000      152.5000000       14.0029021       -0.2040875       -0.0122012
    30.2000000        1.5000000        2.5000000      152.5000000       13.6498256       -0.2453980        0.0637692
    30.2000000        1.5000000        3.5000000      152.5000000       13.2967492       -0.2867086        0.1397395
    30.2000000        1.5000000        4.5000000      152.5000000       12.9436728       -0.3280191        0.2157099
    30.2000000        1.5000000       -4.5000000      153.5000000       15.3055075       -0.0294684        0.2348090
    30.2000000        1.5000000       -3.5000000      153.5000000       15.1695295       -0.0183825        0.1409829
    30.2000000        1.5000000       -2.5000000      153.5000000       15.0335516       -0.0072965        0.0471568
    30.2000000        1.5000000       -1.5000000      153.5000000       14.8975736        0.0037894       -0.0466692
    30.2000000        1.5000000       -0.5000000      153.5000000       14.7615956        0.0148753       -0.1404953
    30.2000000        1.5000000        0.5000000      153.5000000       14.5261938       -0.0276551       -0.1530979
    30.2000000        1.5000000        1.5000000      153.5000000       14.1913682       -0.1238020       -0.0844771
    30.2000000        1.5000000        2.5000000      153.5000000       13.8565425       -0.2199488       -0.0158563
    30.2000000        1.5000000        3.5000000      153.5000000       13.5217169       -0.3160957        0.0527645
    30.2000000        1.5000000        4.5000000      153.5000000       13.1868913       -0.4122426        0.1213853
    30.2000000        1.5000000       -4.5000000      154.5000000       15.5822729        0.2358657        0.3237873
    30.2000000        1.5000000       -3.5000000      154.5000000       15.4580448        0.2349406        0.1935926
    30.2000000        1.5000000       -2.5000000      154.5000000       15.3338167        0.2340155        0.0633979
    30.2000000        1.5000000       -1.5000000      154.5000000       15.2095885        0.2330903       -0.0667967
    30.2000000        1.5000000       -0.5000000      154.5000000       15.0853604        0.2321652       -0.1969914
    30.2000000        1.5000000        0.5000000      154.5000000       14.8634338        0.1454331       -0.2446128
    30.2000000        1.5000000        1.5000000      154.5000000       14.5438087       -0.0271061       -0.2096611
    30.2000000        1.5000000        2.5000000      154.5000000       14.2241835       -0.1996453       -0.1747093
    30.2000000        1.5000000        3.5000000      154.5000000       13.9045584       -0.3721846       -0.1397575
    30.2000000        1.5000000        4.5000000      154.5000000       13.5849333       -0.5447238       -0.1048058
    30.2000000        2.5000000       -4.5000000      145.5000000       15.7496821        0.3096300        0.8385463
    30.2000000        2.5000000       -3.5000000      145.5000000       15.8054603        0.0884310        0.5803490
    30.2000000        2.5000000       -2.5000000      145.5000000       15.8612385       -0.1327680        0.3221517
    30.2000000        2.5000000       -1.5000000      145.5000000       15.9170167       -0.3539669        0.0639544
    30.2000000        2.5000000       -0.5000000      145.5000000       15.9727949       -0.5751659       -0.1942429
    30.2000000        2.5000000        0.5000000      145.5000000       15.7726772       -0.7368400       -0.4231020
    30.2000000        2.5000000        1.5000000      145.5000000       15.3166635       -0.8389891       -0.6226227
    30.2000000        2.5000000        2.5000000      145.5000000       14.8606498       -0.9411382       -0.8221434
    30.2000000        2.5000000        3.5000000      145.5000000       14.4046361       -1.0432873       -1.0216642
    30.2000000        2.5000000        4.5000000      145.5000000       13.9486224       -1.1454364       -1.2211849
    30.2000000        2.5000000       -4.5000000      146.5000000       15.6032982        0.3492759        1.3408444
    30.2000000        2.5000000       -3.5000000      146.5000000       15.6333633        0.1234332        0.9675255
    30.2000000        2.5000000       -2.5000000      146.5000000       15.6634283       -0.1024094        0.5942066
    30.2000000        2.5000000       -1.5000000      146.5000000       15.6934933       -0.3282521        0.2208877
    30.2000000        2.5000000       -0.5000000      146.5000000       15.7235583       -0.5540948       -0.1524312
    30.2000000        2.5000000        0.5000000      146.5000000       15.5110380       -0.7053281       -0.4168802
    30.2000000        2.5000000        1.5000000      146.5000000       15.0559323       -0.7819521       -0.5724592
    30.2000000        2.5000000        2.5000000      146.5000000       14.6008266       -0.8585761       -0.7280383
    30.2000000        2.5000000        3.5000000      146.5000000       14.1457209       -0.9352001       -0.8836173
    30.2000000        2.5000000        4.5000000      146.5000000       13.6906152       -1.0118242       -1.0391963
    30.2000000        2.5000000       -4.5000000      147.5000000       15.4569143        0.3889218        1.8431424
    30.2000000        2.5000000       -3.5000000      147.5000000       15.4612662        0.1584355        1.3547019
    30.2000000        2.5000000       -2.5000000      147.5000000       15.4656180       -0.0720509        0.8662614
    30.2000000        2.5000000       -1.5000000      147.5000000       15.4699699       -0.3025372        0.3778209
    30.2000000        2.5000000       -0.5000000      147.5000000       15.4743217       -0.5330236       -0.1106196
    30.2000000        2.5000000        0.5000000      147.5000000       15.2493988       -0.6738162       -0.4106585
    30.2000000        2.5000000        1.5000000      147.5000000       14.7952011       -0.7249151       -0.5222958
    30.2000000        2.5000000        2.5000000      147.5000000       14.3410034       -0.7760141       -0.6339331
    30.2000000        2.5000000        3.5000000      147.5000000       13.8868057       -0.8271130       -0.7455704
    30.2000000        2.5000000        4.5000000      147.5000000       13.4326081       -0.8782119       -0.8572078
    30.2000000        2.5000000       -4.5000000      148.5000000       15.3533019        0.3775301        1.8563297
    30.2000000        2.5000000       -3.5000000      148.5000000       15.3548577        0.1577291        1.3689091
    30.2000000        2.5000000       -2.5000000      148.5000000       15.3564136       -0.0620719        0.8814884
    30.2000000        2.5000000       -1.5000000      148.5000000       15.3579694       -0.2818729        0.3940677
    30.2000000        2.5000000       -0.5000000      148.5000000       15.3595252       -0.5016740       -0.0933529
    30.2000000        2.5000000        0.5000000      148.5000000       15.1242012       -0.6233686       -0.3694816
    30.2000000        2.5000000        1.5000000      148.5000000       14.6519973       -0.6469569       -0.4343184
    30.2000000        2.5000000        2.5000000      148.5000000       14.1797934       -0.6705452       -0.4991552
    30.2000000        2.5000000        3.5000000      148.5000000       13.7075895       -0.6941335       -0.5639919
    30.2000000        2.5000000        4.5000000      148.5000000       13.2353856       -0.7177218       -0.6288287
    30.2000000        2.5000000       -4.5000000      149.5000000       15.2924617        0.3151000        1.3803980
    30.2000000        2.5000000       -3.5000000      149.5000000       15.3141390        0.1213136        1.0101406
    30.2000000        2.5000000       -2.5000000      149.5000000       15.3358164       -0.0724729        0.6398831
    30.2000000        2.5000000       -1.5000000      149.5000000       15.3574938       -0.2662593        0.2696257
    30.2000000        2.5000000       -0.5000000      149.5000000       15.3791712       -0.4600457       -0.1006317
    30.2000000        2.5000000        0.5000000      149.5000000       15.1354475       -0.5539850       -0.2933491
    30.2000000        2.5000000        1.5000000      149.5000000       14.6263228       -0.5480771       -0.3085264
    30.2000000        2.5000000        2.5000000      149.5000000       14.1171981       -0.5421693       -0.3237037
    30.2000000        2.5000000        3.5000000      149.5000000       13.6080735       -0.5362614       -0.3388810
    30.2000000        2.5000000        4.5000000      149.5000000       13.0989488       -0.5303536       -0.3540582
    30.2000000        2.5000000       -4.5000000      150.5000000       15.2316214        0.2526698        0.9044663
    30.2000000        2.5000000       -3.5000000      150.5000000       15.2734203        0.0848980        0.6513721
    30.2000000        2.5000000       -2.5000000      150.5000000       15.3152193       -0.0828738        0.3982779
    30.2000000        2.5000000       -1.5000000      150.5000000       15.3570182       -0.2506456        0.1451837
    30.2000000        2.5000000       -0.5000000      150.5000000       15.3988171       -0.4184174       -0.1079106
    30.2000000        2.5000000        0.5000000      150.5000000       15.1466939       -0.4846013       -0.2172166
    30.2000000        2.5000000        1.5000000      150.5000000       14.6006484       -0.4491973       -0.1827344
    30.2000000        2.5000000        2.5000000      150.5000000       14.0546029       -0.4137933       -0.1482522
    30.2000000        2.5000000        3.5000000      150.5000000       13.5085575       -0.3783893       -0.1137700
    30.2000000        2.5000000        4.5000000      150.5000000       12.9625120       -0.3429853       -0.0792878
    30.2000000        2.5000000       -4.5000000      151.5000000       15.1707812        0.1902397        0.4285346
    30.2000000        2.5000000       -3.5000000      151.5000000       15.2327016        0.0484824        0.2926036
    30.2000000        2.5000000       -2.5000000      151.5000000       15.2946221       -0.0932748        0.1566726
    30.2000000        2.5000000       -1.5000000      151.5000000       15.3565426       -0.2350320        0.0207416
    30.2000000        2.5000000       -0.5000000      151.5000000       15.4184631       -0.3767892       -0.1151894
    30.2000000        2.5000000        0.5000000      151.5000000       15.1579402       -0.4152177       -0.1410841
    30.2000000        2.5000000        1.5000000      151.5000000       14.5749739       -0.3503175       -0.0569424
    30.2000000        2.5000000        2.5000000      151.5000000       13.9920077       -0.2854174        0.0271993
    30.2000000        2.5000000        3.5000000      151.5000000       13.4090415       -0.2205172        0.1113410
    30.2000000        2.5000000        4.5000000      151.5000000       12.8260752       -0.1556171        0.1954826
    30.2000000        2.5000000       -4.5000000      152.5000000       15.1099409        0.1278095       -0.0473971
    30.2000000        2.5000000       -3.5000000      152.5000000       15.1919829        0.0120669       -0.0661649
    30.2000000        2.5000000       -2.5000000      152.5000000       15.2740250       -0.1036757       -0.0849326
    30.2000000        2.5000000       -1.5000000      152.5000000       15.3560670       -0.2194183       -0.1037004
    30.2000000        2.5000000       -0.5000000      152.5000000       15.4381090       -0.3351609       -0.1224682
    30.2000000        2.5000000        0.5000000      152.5000000       15.1691865       -0.3458340       -0.0649515
    30.2000000        2.5000000        1.5000000      152.5000000       14.5492995       -0.2514377        0.0688496
    30.2000000        2.5000000        2.5000000      152.5000000       13.9294125       -0.1570414        0.2026508
    30.2000000        2.5000000        3.5000000      152.5000000       13.3095255       -0.0626451        0.3364519
    30.2000000        2.5000000        4.5000000      152.5000000       12.6896384        0.0317512        0.4702531
    30.2000000        2.5000000       -4.5000000      153.5000000       15.2508714        0.2390389       -0.1458409
    30.2000000        2.5000000       -3.5000000      153.5000000       15.3059822        0.1423961       -0.1765347
    30.2000000        2.5000000       -2.5000000      153.5000000       15.3610930        0.0457532       -0.2072286
    30.2000000        2.5000000       -1.5000000      153.5000000       15.4162038       -0.0508897       -0.2379224
    30.2000000        2.5000000       -0.5000000      153.5000000       15.4713146       -0.1475326       -0.2686163
    30.2000000        2.5000000        0.5000000      153.5000000       15.2134936       -0.1725671       -0.2042110
    30.2000000        2.5000000        1.5000000      153.5000000       14.6427410       -0.1259932       -0.0447065
    30.2000000        2.5000000        2.5000000      153.5000000       14.0719883       -0.0794193        0.1147980
    30.2000000        2.5000000        3.5000000      153.5000000       13.5012357       -0.0328455        0.2743026
    30.2000000        2.5000000        4.5000000      153.5000000       12.9304831        0.0137284        0.4338071
    30.2000000        2.5000000       -4.5000000      154.5000000       15.4926893        0.4370999       -0.0555369
    30.2000000        2.5000000       -3.5000000      154.5000000       15.4973420        0.3560992       -0.1627028
    30.2000000        2.5000000       -2.5000000      154.5000000       15.5019947        0.2750986       -0.2698687
    30.2000000        2.5000000       -1.5000000      154.5000000       15.5066473        0.1940979       -0.3770345
    30.2000000        2.5000000       -0.5000000      154.5000000       15.5113000        0.1130973       -0.4842004
    30.2000000        2.5000000        0.5000000      154.5000000       15.2743315        0.0526426       -0.4511686
    30.2000000        2.5000000        1.5000000      154.5000000       14.7957416        0.0127340       -0.2779390
    30.2000000        2.5000000        2.5000000      154.5000000       14.3171518       -0.0271747       -0.1047094
    30.2000000        2.5000000        3.5000000      154.5000000       13.8385620       -0.0670833        0.0685201
    30.2000000        2.5000000        4.5000000      154.5000000       13.3599722       -0.1069920        0.2417497
    30.2000000        3.5000000       -4.5000000      145.5000000       15.6513627        0.9031178        0.7159085
    30.2000000        3.5000000       -3.5000000      145.5000000       15.6734687        0.5693597        0.3747636
    30.2000000        3.5000000       -2.5000000      145.5000000       15.6955747        0.2356015        0.0336188
    30.2000000        3.5000000       -1.5000000      145.5000000       15.7176806       -0.0981566       -0.3075260
    30.2000000        3.5000000       -0.5000000      145.5000000       15.7397866       -0.4319148       -0.6486708
    30.2000000        3.5000000        0.5000000      145.5000000       15.5778206       -0.6448634       -0.8936354
    30.2000000        3.5000000        1.5000000      145.5000000       15.2317826       -0.7370027       -1.0424195
    30.2000000        3.5000000        2.5000000      145.5000000       14.8857446       -0.8291419       -1.1912037
    30.2000000        3.5000000        3.5000000      145.5000000       14.5397066       -0.9212811       -1.3399879
    30.2000000        3.5000000        4.5000000      145.5000000       14.1936686       -1.0134203       -1.4887721
    30.2000000        3.5000000       -4.5000000      146.5000000       15.5157586        0.9134667        1.1726556
    30.2000000        3.5000000       -3.5000000      146.5000000       15.5340083        0.6175576        0.7220291
    30.2000000        3.5000000       -2.5000000      146.5000000       15.5522580        0.3216484        0.2714027
    30.2000000        3.5000000       -1.5000000      146.5000000       15.5705077        0.0257393       -0.1792238
    30.2000000        3.5000000       -0.5000000      146.5000000       15.5887574       -0.2701698       -0.6298502
    30.2000000        3.5000000        0.5000000      146.5000000       15.4340764       -0.4533673       -0.9000770
    30.2000000        3.5000000        1.5000000      146.5000000       15.1064646       -0.5238532       -0.9899040
    30.2000000        3.5000000        2.5000000      146.5000000       14.7788529       -0.5943392       -1.0797310
    30.2000000        3.5000000        3.5000000      146.5000000       14.4512411       -0.6648251       -1.1695580
    30.2000000        3.5000000        4.5000000      146.5000000       14.1236293       -0.7353110       -1.2593850
    30.2000000        3.5000000       -4.5000000      147.5000000       15.3801545        0.9238155        1.6294026
    30.2000000        3.5000000       -3.5000000      147.5000000       15.3945479        0.6657554        1.0692946
    30.2000000        3.5000000       -2.5000000      147.5000000       15.4089414        0.4076953        0.5091865
    30.2000000        3.5000000       -1.5000000      147.5000000       15.4233348        0.1496353       -0.0509216
    30.2000000        3.5000000       -0.5000000      147.5000000       15.4377283       -0.1084248       -0.6110296
    30.2000000        3.5000000        0.5000000      147.5000000       15.2903322       -0.2618712       -0.9065186
    30.2000000        3.5000000        1.5000000      147.5000000       14.9811467       -0.3107038       -0.9373884
    30.2000000        3.5000000        2.5000000      147.5000000       14.6719612       -0.3595365       -0.9682583
    30.2000000        3.5000000        3.5000000      147.5000000       14.3627756       -0.4083691       -0.9991281
    30.2000000        3.5000000        4.5000000      147.5000000       14.0535901       -0.4572018       -1.0299980
    30.2000000        3.5000000       -4.5000000      148.5000000       15.3034717        0.8120917        1.6693348
    30.2000000        3.5000000       -3.5000000      148.5000000       15.3208356        0.5896114        1.1275087
    30.2000000        3.5000000       -2.5000000      148.5000000       15.3381996        0.3671312        0.5856826
    30.2000000        3.5000000       -1.5000000      148.5000000       15.3555635        0.1446510        0.0438565
    30.2000000        3.5000000       -0.5000000      148.5000000       15.3729274       -0.0778293       -0.4979697
    30.2000000        3.5000000        0.5000000      148.5000000       15.2151675       -0.2030264       -0.7623232
    30.2000000        3.5000000        1.5000000      148.5000000       14.8822838       -0.2309405       -0.7492043
    30.2000000        3.5000000        2.5000000      148.5000000       14.5494001       -0.2588546       -0.7360853
    30.2000000        3.5000000        3.5000000      148.5000000       14.2165164       -0.2867687       -0.7229663
    30.2000000        3.5000000        4.5000000      148.5000000       13.8836327       -0.3146828       -0.7098473
    30.2000000        3.5000000       -4.5000000      149.5000000       15.2857113        0.5782931        1.2924451
    30.2000000        3.5000000       -3.5000000      149.5000000       15.3128726        0.3891235        0.8966666
    30.2000000        3.5000000       -2.5000000      149.5000000       15.3400338        0.1999539        0.5008882
    30.2000000        3.5000000       -1.5000000      149.5000000       15.3671951        0.0107842        0.1051097
    30.2000000        3.5000000       -0.5000000      149.5000000       15.3943564       -0.1783854       -0.2906687
    30.2000000        3.5000000        0.5000000      149.5000000       15.2085835       -0.2768354       -0.4674883
    30.2000000        3.5000000        1.5000000      149.5000000       14.8098764       -0.2845657       -0.4253491
    30.2000000        3.5000000        2.5000000      149.5000000       14.4111694       -0.2922960       -0.3832099
    30.2000000        3.5000000        3.5000000      149.5000000       14.0124624       -0.3000263       -0.3410707
    30.2000000        3.5000000        4.5000000      149.5000000       13.6137554       -0.3077566       -0.2989315
    30.2000000        3.5000000       -4.5000000      150.5000000       15.2679509        0.3444945        0.9155553
    30.2000000        3.5000000       -3.5000000      150.5000000       15.3049095        0.1886355        0.6658245
    30.2000000        3.5000000       -2.5000000      150.5000000       15.3418681        0.0327765        0.4160938
    30.2000000        3.5000000       -1.5000000      150.5000000       15.3788267       -0.1230825        0.1663630
    30.2000000        3.5000000       -0.5000000      150.5000000       15.4157853       -0.2789415       -0.0833678
    30.2000000        3.5000000        0.5000000      150.5000000       15.2019994       -0.3506443       -0.1726534
    30.2000000        3.5000000        1.5000000      150.5000000       14.7374691       -0.3381908       -0.1014940
    30.2000000        3.5000000        2.5000000      150.5000000       14.2729387       -0.3257373       -0.0303346
    30.2000000        3.5000000        3.5000000      150.5000000       13.8084084       -0.3132838        0.0408248
    30.2000000        3.5000000        4.5000000      150.5000000       13.3438780       -0.3008303        0.1119842
    30.2000000        3.5000000       -4.5000000      151.5000000       15.2501905        0.1106960        0.5386655
    30.2000000        3.5000000       -3.5000000      151.5000000       15.2969465       -0.0118524        0.4349824
    30.2000000        3.5000000       -2.5000000      151.5000000       15.3437024       -0.1344008        0.3312994
    30.2000000        3.5000000       -1.5000000      151.5000000       15.3904583       -0.2569492        0.2276163
    30.2000000        3.5000000       -0.5000000      151.5000000       15.4372142       -0.3794977        0.1239332
    30.2000000        3.5000000        0.5000000      151.5000000       15.1954153       -0.4244532        0.1221815
    30.2000000        3.5000000        1.5000000      151.5000000       14.6650617       -0.3918159        0.2223611
    30.2000000        3.5000000        2.5000000      151.5000000       14.1347080       -0.3591786        0.3225408
    30.2000000        3.5000000        3.5000000      151.5000000       13.6043544       -0.3265413        0.4227204
    30.2000000        3.5000000        4.5000000      151.5000000       13.0740007       -0.2939040        0.5229000
    30.2000000        3.5000000       -4.5000000      152.5000000       15.2324302       -0.1231026        0.1617757
    30.2000000        3.5000000       -3.5000000      152.5000000       15.2889834       -0.2123404        0.2041403
    30.2000000        3.5000000       -2.5000000      152.5000000       15.3455366       -0.3015782        0.2465049
    30.2000000        3.5000000       -1.5000000      152.5000000       15.4020899       -0.3908160        0.2888696
    30.2000000        3.5000000       -0.5000000      152.5000000       15.4586431       -0.4800538        0.3312342
    30.2000000        3.5000000        0.5000000      152.5000000       15.1888313       -0.4982621        0.4170164
    30.2000000        3.5000000        1.5000000      152.5000000       14.5926543       -0.4454410        0.5462163
    30.2000000        3.5000000        2.5000000      152.5000000       13.9964773       -0.3926199        0.6754161
    30.2000000        3.5000000        3.5000000      152.5000000       13.4003004       -0.3397989        0.8046160
    30.2000000        3.5000000        4.5000000      152.5000000       12.8041234       -0.2869778        0.9338158
    30.2000000        3.5000000       -4.5000000      153.5000000       15.4414468       -0.0824137        0.0203268
    30.2000000        3.5000000       -3.5000000      153.5000000       15.4494465       -0.1497504        0.0644982
    30.2000000        3.5000000       -2.5000000      153.5000000       15.4574462       -0.2170871        0.1086695
    30.2000000        3.5000000       -1.5000000      153.5000000       15.4654458       -0.2844238        0.1528409
    30.2000000        3.5000000       -0.5000000      153.5000000       15.4734455       -0.3517605        0.1970122
    30.2000000        3.5000000        0.5000000      153.5000000       15.2013819       -0.3804892        0.2871901
    30.2000000        3.5000000        1.5000000      153.5000000       14.6492549       -0.3706097        0.4233746
    30.2000000        3.5000000        2.5000000      153.5000000       14.0971280       -0.3607302        0.5595591
    30.2000000        3.5000000        3.5000000      153.5000000       13.5450010       -0.3508507        0.6957436
    30.2000000        3.5000000        4.5000000      153.5000000       12.9928740       -0.3409712        0.8319282
    30.2000000        3.5000000       -4.5000000      154.5000000       15.7638542        0.0955218       -0.0033992
    30.2000000        3.5000000       -3.5000000      154.5000000       15.6941243        0.0443813       -0.0295431
    30.2000000        3.5000000       -2.5000000      154.5000000       15.6243944       -0.0067592       -0.0556869
    30.2000000        3.5000000       -1.5000000      154.5000000       15.5546645       -0.0578998       -0.0818308
    30.2000000        3.5000000       -0.5000000      154.5000000       15.4849346       -0.1090403       -0.1079746
    30.2000000        3.5000000        0.5000000      154.5000000       15.2235001       -0.1669233       -0.0549710
    30.2000000        3.5000000        1.5000000      154.5000000       14.7703609       -0.2315488        0.0771802
    30.2000000        3.5000000        2.5000000      154.5000000       14.3172217       -0.2961743        0.2093313
    30.2000000        3.5000000        3.5000000      154.5000000       13.8640825       -0.3607997        0.3414825
    30.2000000        3.5000000        4.5000000      154.5000000       13.4109433       -0.4254252        0.4736336
    30.2000000        4.5000000       -4.5000000      145.5000000       15.4326087        0.6100280        0.4512486
    30.2000000        4.5000000       -3.5000000      145.5000000       15.4544712        0.3757497        0.2159553
    30.2000000        4.5000000       -2.5000000      145.5000000       15.4763336        0.1414713       -0.0193380
    30.2000000        4.5000000       -1.5000000      145.5000000       15.4981960       -0.0928071       -0.2546312
    30.2000000        4.5000000       -0.5000000      145.5000000       15.5200584       -0.3270854       -0.4899245
    30.2000000        4.5000000        0.5000000      145.5000000       15.4107899       -0.4852271       -0.7590437
    30.2000000        4.5000000        1.5000000      145.5000000       15.1703903       -0.5672322       -1.0619888
    30.2000000        4.5000000        2.5000000      145.5000000       14.9299907       -0.6492373       -1.3649339
    30.2000000        4.5000000        3.5000000      145.5000000       14.6895912       -0.7312423       -1.6678790
    30.2000000        4.5000000        4.5000000      145.5000000       14.4491916       -0.8132474       -1.9708241
    30.2000000        4.5000000       -4.5000000      146.5000000       15.2004918        0.6917253        0.9001333
    30.2000000        4.5000000       -3.5000000      146.5000000       15.2441307        0.4781412        0.5507731
    30.2000000        4.5000000       -2.5000000      146.5000000       15.2877696        0.2645570        0.2014130
    30.2000000        4.5000000       -1.5000000      146.5000000       15.3314084        0.0509729       -0.1479472
    30.2000000        4.5000000       -0.5000000      146.5000000       15.3750473       -0.1626112       -0.4973074
