
These predictions were generated by SubDyn on 25-Apr-2025 at 11:51:38.




    Time	  M1N1TDxss	  M1N2TDxss
       s	        (m)	        (m)
   20.1700	 3.6432E-07	 3.1206E-01
   20.1800	 3.6461E-07	 3.1229E-01
   20.1900	 3.6489E-07	 3.1253E-01
   20.2000	 3.6518E-07	 3.1276E-01
   20.2100	 3.6548E-07	 3.1300E-01
   20.2200	 3.6577E-07	 3.1324E-01
   20.2300	 3.6607E-07	 3.1348E-01
   20.2400	 3.6637E-07	 3.1372E-01
   20.2500	 3.6667E-07	 3.1397E-01
   20.2600	 3.6697E-07	 3.1422E-01
   20.2700	 3.6728E-07	 3.1446E-01
   20.2800	 3.6759E-07	 3.1471E-01
   20.2900	 3.6790E-07	 3.1497E-01
   20.3000	 3.6822E-07	 3.1522E-01
   20.3100	 3.6854E-07	 3.1547E-01
   20.3200	 3.6885E-07	 3.1573E-01
   20.3300	 3.6918E-07	 3.1599E-01
   20.3400	 3.6950E-07	 3.1625E-01
   20.3500	 3.6983E-07	 3.1651E-01
   20.3600	 3.7015E-07	 3.1678E-01
   20.3700	 3.7049E-07	 3.1704E-01
   20.3800	 3.7082E-07	 3.1731E-01
   20.3900	 3.7115E-07	 3.1758E-01
   20.4000	 3.7149E-07	 3.1785E-01
   20.4100	 3.7183E-07	 3.1812E-01
   20.4200	 3.7217E-07	 3.1839E-01
   20.4300	 3.7251E-07	 3.1867E-01
   20.4400	 3.7286E-07	 3.1895E-01
   20.4500	 3.7321E-07	 3.1922E-01
   20.4600	 3.7355E-07	 3.1950E-01
   20.4700	 3.7391E-07	 3.1978E-01
   20.4800	 3.7426E-07	 3.2006E-01
   20.4900	 3.7461E-07	 3.2035E-01
   20.5000	 3.7497E-07	 3.2063E-01
   20.5100	 3.7533E-07	 3.2092E-01
   20.5200	 3.7569E-07	 3.2121E-01
   20.5300	 3.7605E-07	 3.2150E-01
   20.5400	 3.7642E-07	 3.2179E-01
   20.5500	 3.7678E-07	 3.2208E-01
   20.5600	 3.7715E-07	 3.2237E-01
   20.5700	 3.7752E-07	 3.2266E-01
   20.5800	 3.7789E-07	 3.2296E-01
   20.5900	 3.7826E-07	 3.2325E-01
   20.6000	 3.7863E-07	 3.2355E-01
   20.6100	 3.7901E-07	 3.2385E-01
   20.6200	 3.7938E-07	 3.2415E-01
   20.6300	 3.7976E-07	 3.2445E-01
   20.6400	 3.8014E-07	 3.2475E-01
   20.6500	 3.8052E-07	 3.2505E-01
   20.6600	 3.8090E-07	 3.2536E-01
   20.6700	 3.8129E-07	 3.2566E-01
   20.6800	 3.8167E-07	 3.2597E-01
   20.6900	 3.8206E-07	 3.2627E-01
   20.7000	 3.8244E-07	 3.2658E-01
   20.7100	 3.8283E-07	 3.2689E-01
   20.7200	 3.8322E-07	 3.2719E-01
   20.7300	 3.8361E-07	 3.2750E-01
   20.7400	 3.8400E-07	 3.2781E-01
   20.7500	 3.8439E-07	 3.2812E-01
   20.7600	 3.8478E-07	 3.2844E-01
   20.7700	 3.8518E-07	 3.2875E-01
   20.7800	 3.8557E-07	 3.2906E-01
   20.7900	 3.8597E-07	 3.2938E-01
   20.8000	 3.8637E-07	 3.2969E-01
   20.8100	 3.8676E-07	 3.3000E-01
   20.8200	 3.8716E-07	 3.3032E-01
   20.8300	 3.8756E-07	 3.3063E-01
   20.8400	 3.8796E-07	 3.3095E-01
   20.8500	 3.8836E-07	 3.3127E-01
   20.8600	 3.8876E-07	 3.3158E-01
   20.8700	 3.8916E-07	 3.3190E-01
   20.8800	 3.8956E-07	 3.3222E-01
   20.8900	 3.8996E-07	 3.3254E-01
   20.9000	 3.9036E-07	 3.3286E-01
   20.9100	 3.9077E-07	 3.3318E-01
   20.9200	 3.9117E-07	 3.3349E-01
   20.9300	 3.9157E-07	 3.3381E-01
   20.9400	 3.9198E-07	 3.3413E-01
   20.9500	 3.9238E-07	 3.3445E-01
   20.9600	 3.9279E-07	 3.3477E-01
   20.9700	 3.9319E-07	 3.3509E-01
   20.9800	 3.9359E-07	 3.3541E-01
   20.9900	 3.9400E-07	 3.3573E-01
   21.0000	 3.9440E-07	 3.3605E-01
   21.0100	 3.9481E-07	 3.3637E-01
   21.0200	 3.9521E-07	 3.3669E-01
   21.0300	 3.9561E-07	 3.3701E-01
   21.0400	 3.9602E-07	 3.3733E-01
   21.0500	 3.9642E-07	 3.3765E-01
   21.0600	 3.9683E-07	 3.3797E-01
   21.0700	 3.9723E-07	 3.3829E-01
   21.0800	 3.9763E-07	 3.3861E-01
   21.0900	 3.9804E-07	 3.3893E-01
   21.1000	 3.9844E-07	 3.3925E-01
   21.1100	 3.9884E-07	 3.3957E-01
   21.1200	 3.9924E-07	 3.3988E-01
   21.1300	 3.9964E-07	 3.4020E-01
   21.1400	 4.0004E-07	 3.4052E-01
   21.1500	 4.0044E-07	 3.4084E-01
   21.1600	 4.0084E-07	 3.4115E-01
   21.1700	 4.0124E-07	 3.4147E-01
   21.1800	 4.0164E-07	 3.4178E-01
   21.1900	 4.0204E-07	 3.4210E-01
   21.2000	 4.0243E-07	 3.4241E-01
   21.2100	 4.0283E-07	 3.4273E-01
   21.2200	 4.0323E-07	 3.4304E-01
   21.2300	 4.0362E-07	 3.4335E-01
   21.2400	 4.0401E-07	 3.4366E-01
   21.2500	 4.0441E-07	 3.4397E-01
   21.2600	 4.0480E-07	 3.4429E-01
   21.2700	 4.0519E-07	 3.4460E-01
   21.2800	 4.0558E-07	 3.4490E-01
   21.2900	 4.0597E-07	 3.4521E-01
   21.3000	 4.0635E-07	 3.4552E-01
   21.3100	 4.0674E-07	 3.4583E-01
   21.3200	 4.0712E-07	 3.4613E-01
   21.3300	 4.0751E-07	 3.4644E-01
   21.3400	 4.0789E-07	 3.4674E-01
   21.3500	 4.0827E-07	 3.4704E-01
   21.3600	 4.0865E-07	 3.4734E-01
   21.3700	 4.0903E-07	 3.4765E-01
   21.3800	 4.0940E-07	 3.4794E-01
   21.3900	 4.0978E-07	 3.4824E-01
   21.4000	 4.1015E-07	 3.4854E-01
   21.4100	 4.1053E-07	 3.4884E-01
   21.4200	 4.1090E-07	 3.4913E-01
   21.4300	 4.1127E-07	 3.4943E-01
   21.4400	 4.1163E-07	 3.4972E-01
   21.4500	 4.1200E-07	 3.5001E-01
   21.4600	 4.1237E-07	 3.5030E-01
   21.4700	 4.1273E-07	 3.5059E-01
   21.4800	 4.1309E-07	 3.5088E-01
   21.4900	 4.1345E-07	 3.5117E-01
   21.5000	 4.1381E-07	 3.5145E-01
   21.5100	 4.1416E-07	 3.5174E-01
   21.5200	 4.1452E-07	 3.5202E-01
   21.5300	 4.1487E-07	 3.5230E-01
   21.5400	 4.1522E-07	 3.5258E-01
   21.5500	 4.1557E-07	 3.5286E-01
   21.5600	 4.1591E-07	 3.5313E-01
   21.5700	 4.1626E-07	 3.5341E-01
   21.5800	 4.1660E-07	 3.5368E-01
   21.5900	 4.1694E-07	 3.5396E-01
   21.6000	 4.1728E-07	 3.5423E-01
   21.6100	 4.1761E-07	 3.5450E-01
   21.6200	 4.1794E-07	 3.5476E-01
   21.6300	 4.1828E-07	 3.5503E-01
   21.6400	 4.1861E-07	 3.5530E-01
   21.6500	 4.1893E-07	 3.5556E-01
   21.6600	 4.1926E-07	 3.5582E-01
   21.6700	 4.1958E-07	 3.5608E-01
   21.6800	 4.1990E-07	 3.5634E-01
   21.6900	 4.2022E-07	 3.5659E-01
   21.7000	 4.2053E-07	 3.5685E-01
   21.7100	 4.2085E-07	 3.5710E-01
   21.7200	 4.2116E-07	 3.5735E-01
   21.7300	 4.2147E-07	 3.5760E-01
   21.7400	 4.2177E-07	 3.5785E-01
   21.7500	 4.2208E-07	 3.5809E-01
   21.7600	 4.2238E-07	 3.5834E-01
   21.7700	 4.2267E-07	 3.5858E-01
   21.7800	 4.2297E-07	 3.5882E-01
   21.7900	 4.2326E-07	 3.5906E-01
   21.8000	 4.2356E-07	 3.5929E-01
   21.8100	 4.2384E-07	 3.5953E-01
   21.8200	 4.2413E-07	 3.5976E-01
   21.8300	 4.2441E-07	 3.5999E-01
   21.8400	 4.2469E-07	 3.6022E-01
   21.8500	 4.2497E-07	 3.6044E-01
   21.8600	 4.2525E-07	 3.6067E-01
   21.8700	 4.2552E-07	 3.6089E-01
   21.8800	 4.2579E-07	 3.6111E-01
   21.8900	 4.2606E-07	 3.6133E-01
   21.9000	 4.2632E-07	 3.6155E-01
   21.9100	 4.2658E-07	 3.6176E-01
   21.9200	 4.2684E-07	 3.6197E-01
   21.9300	 4.2710E-07	 3.6219E-01
   21.9400	 4.2735E-07	 3.6239E-01
   21.9500	 4.2760E-07	 3.6260E-01
   21.9600	 4.2785E-07	 3.6280E-01
   21.9700	 4.2809E-07	 3.6301E-01
   21.9800	 4.2834E-07	 3.6321E-01
   21.9900	 4.2857E-07	 3.6341E-01
   22.0000	 4.2881E-07	 3.6360E-01
   22.0100	 4.2905E-07	 3.6379E-01
   22.0200	 4.2928E-07	 3.6399E-01
   22.0300	 4.2950E-07	 3.6418E-01
   22.0400	 4.2973E-07	 3.6436E-01
   22.0500	 4.2995E-07	 3.6455E-01
   22.0600	 4.3017E-07	 3.6473E-01
   22.0700	 4.3039E-07	 3.6491E-01
   22.0800	 4.3060E-07	 3.6509E-01
   22.0900	 4.3081E-07	 3.6527E-01
   22.1000	 4.3102E-07	 3.6544E-01
   22.1100	 4.3122E-07	 3.6562E-01
   22.1200	 4.3143E-07	 3.6579E-01
   22.1300	 4.3162E-07	 3.6596E-01
   22.1400	 4.3182E-07	 3.6612E-01
   22.1500	 4.3201E-07	 3.6629E-01
   22.1600	 4.3220E-07	 3.6645E-01
   22.1700	 4.3239E-07	 3.6661E-01
   22.1800	 4.3258E-07	 3.6677E-01
   22.1900	 4.3276E-07	 3.6692E-01
   22.2000	 4.3294E-07	 3.6707E-01
   22.2100	 4.3311E-07	 3.6723E-01
   22.2200	 4.3328E-07	 3.6737E-01
   22.2300	 4.3345E-07	 3.6752E-01
   22.2400	 4.3362E-07	 3.6767E-01
   22.2500	 4.3379E-07	 3.6781E-01
   22.2600	 4.3395E-07	 3.6795E-01
   22.2700	 4.3411E-07	 3.6809E-01
   22.2800	 4.3426E-07	 3.6822E-01
   22.2900	 4.3441E-07	 3.6836E-01
   22.3000	 4.3456E-07	 3.6849E-01
   22.3100	 4.3471E-07	 3.6862E-01
   22.3200	 4.3485E-07	 3.6875E-01
   22.3300	 4.3499E-07	 3.6887E-01
   22.3400	 4.3513E-07	 3.6899E-01
   22.3500	 4.3527E-07	 3.6912E-01
   22.3600	 4.3540E-07	 3.6924E-01
   22.3700	 4.3553E-07	 3.6935E-01
   22.3800	 4.3566E-07	 3.6947E-01
   22.3900	 4.3578E-07	 3.6958E-01
   22.4000	 4.3590E-07	 3.6969E-01
   22.4100	 4.3602E-07	 3.6980E-01
   22.4200	 4.3614E-07	 3.6991E-01
   22.4300	 4.3625E-07	 3.7001E-01
   22.4400	 4.3636E-07	 3.7011E-01
   22.4500	 4.3647E-07	 3.7022E-01
   22.4600	 4.3657E-07	 3.7031E-01
   22.4700	 4.3668E-07	 3.7041E-01
   22.4800	 4.3678E-07	 3.7051E-01
   22.4900	 4.3687E-07	 3.7060E-01
   22.5000	 4.3697E-07	 3.7069E-01
   22.5100	 4.3706E-07	 3.7078E-01
   22.5200	 4.3715E-07	 3.7087E-01
   22.5300	 4.3723E-07	 3.7095E-01
   22.5400	 4.3732E-07	 3.7103E-01
   22.5500	 4.3740E-07	 3.7112E-01
   22.5600	 4.3748E-07	 3.7120E-01
   22.5700	 4.3755E-07	 3.7127E-01
   22.5800	 4.3763E-07	 3.7135E-01
   22.5900	 4.3770E-07	 3.7142E-01
   22.6000	 4.3777E-07	 3.7149E-01
   22.6100	 4.3784E-07	 3.7157E-01
   22.6200	 4.3790E-07	 3.7163E-01
   22.6300	 4.3796E-07	 3.7170E-01
   22.6400	 4.3802E-07	 3.7177E-01
   22.6500	 4.3808E-07	 3.7183E-01
   22.6600	 4.3813E-07	 3.7189E-01
   22.6700	 4.3818E-07	 3.7195E-01
   22.6800	 4.3823E-07	 3.7201E-01
   22.6900	 4.3828E-07	 3.7207E-01
   22.7000	 4.3833E-07	 3.7212E-01
   22.7100	 4.3837E-07	 3.7217E-01
   22.7200	 4.3841E-07	 3.7223E-01
   22.7300	 4.3845E-07	 3.7228E-01
   22.7400	 4.3849E-07	 3.7233E-01
   22.7500	 4.3852E-07	 3.7237E-01
   22.7600	 4.3856E-07	 3.7242E-01
   22.7700	 4.3859E-07	 3.7246E-01
   22.7800	 4.3862E-07	 3.7250E-01
   22.7900	 4.3864E-07	 3.7255E-01
   22.8000	 4.3867E-07	 3.7259E-01
   22.8100	 4.3869E-07	 3.7262E-01
   22.8200	 4.3871E-07	 3.7266E-01
   22.8300	 4.3873E-07	 3.7270E-01
   22.8400	 4.3875E-07	 3.7273E-01
   22.8500	 4.3877E-07	 3.7276E-01
   22.8600	 4.3878E-07	 3.7280E-01
   22.8700	 4.3879E-07	 3.7283E-01
   22.8800	 4.3880E-07	 3.7285E-01
   22.8900	 4.3881E-07	 3.7288E-01
   22.9000	 4.3882E-07	 3.7291E-01
   22.9100	 4.3883E-07	 3.7294E-01
   22.9200	 4.3883E-07	 3.7296E-01
   22.9300	 4.3883E-07	 3.7298E-01
   22.9400	 4.3883E-07	 3.7300E-01
   22.9500	 4.3883E-07	 3.7303E-01
   22.9600	 4.3883E-07	 3.7305E-01
   22.9700	 4.3883E-07	 3.7306E-01
   22.9800	 4.3882E-07	 3.7308E-01
   22.9900	 4.3882E-07	 3.7310E-01
   23.0000	 4.3881E-07	 3.7312E-01
   23.0100	 4.3880E-07	 3.7313E-01
   23.0200	 4.3879E-07	 3.7314E-01
   23.0300	 4.3878E-07	 3.7316E-01
   23.0400	 4.3877E-07	 3.7317E-01
   23.0500	 4.3876E-07	 3.7318E-01
   23.0600	 4.3874E-07	 3.7319E-01
   23.0700	 4.3873E-07	 3.7320E-01
   23.0800	 4.3871E-07	 3.7321E-01
   23.0900	 4.3869E-07	 3.7322E-01
   23.1000	 4.3868E-07	 3.7323E-01
   23.1100	 4.3866E-07	 3.7324E-01
   23.1200	 4.3864E-07	 3.7324E-01
   23.1300	 4.3862E-07	 3.7325E-01
   23.1400	 4.3860E-07	 3.7325E-01
   23.1500	 4.3857E-07	 3.7326E-01
   23.1600	 4.3855E-07	 3.7326E-01
   23.1700	 4.3853E-07	 3.7327E-01
   23.1800	 4.3850E-07	 3.7327E-01
   23.1900	 4.3848E-07	 3.7327E-01
   23.2000	 4.3845E-07	 3.7328E-01
   23.2100	 4.3843E-07	 3.7328E-01
   23.2200	 4.3840E-07	 3.7328E-01
   23.2300	 4.3837E-07	 3.7328E-01
   23.2400	 4.3835E-07	 3.7328E-01
   23.2500	 4.3832E-07	 3.7329E-01
   23.2600	 4.3829E-07	 3.7329E-01
   23.2700	 4.3826E-07	 3.7329E-01
   23.2800	 4.3824E-07	 3.7329E-01
   23.2900	 4.3821E-07	 3.7329E-01
   23.3000	 4.3818E-07	 3.7329E-01
   23.3100	 4.3815E-07	 3.7329E-01
   23.3200	 4.3812E-07	 3.7329E-01
   23.3300	 4.3809E-07	 3.7329E-01
   23.3400	 4.3806E-07	 3.7329E-01
   23.3500	 4.3804E-07	 3.7329E-01
   23.3600	 4.3801E-07	 3.7329E-01
   23.3700	 4.3798E-07	 3.7329E-01
   23.3800	 4.3795E-07	 3.7329E-01
   23.3900	 4.3792E-07	 3.7329E-01
   23.4000	 4.3789E-07	 3.7329E-01
   23.4100	 4.3787E-07	 3.7329E-01
   23.4200	 4.3784E-07	 3.7329E-01
   23.4300	 4.3781E-07	 3.7329E-01
   23.4400	 4.3779E-07	 3.7329E-01
   23.4500	 4.3776E-07	 3.7330E-01
   23.4600	 4.3773E-07	 3.7330E-01
   23.4700	 4.3771E-07	 3.7330E-01
   23.4800	 4.3768E-07	 3.7330E-01
   23.4900	 4.3766E-07	 3.7331E-01
   23.5000	 4.3764E-07	 3.7331E-01
   23.5100	 4.3761E-07	 3.7332E-01
   23.5200	 4.3759E-07	 3.7332E-01
   23.5300	 4.3757E-07	 3.7333E-01
   23.5400	 4.3755E-07	 3.7333E-01
   23.5500	 4.3753E-07	 3.7334E-01
   23.5600	 4.3751E-07	 3.7335E-01
   23.5700	 4.3749E-07	 3.7335E-01
   23.5800	 4.3748E-07	 3.7336E-01
   23.5900	 4.3746E-07	 3.7337E-01
   23.6000	 4.3744E-07	 3.7338E-01
   23.6100	 4.3743E-07	 3.7339E-01
   23.6200	 4.3742E-07	 3.7340E-01
   23.6300	 4.3740E-07	 3.7342E-01
   23.6400	 4.3739E-07	 3.7343E-01
   23.6500	 4.3738E-07	 3.7344E-01
   23.6600	 4.3738E-07	 3.7346E-01
   23.6700	 4.3737E-07	 3.7348E-01
   23.6800	 4.3736E-07	 3.7349E-01
   23.6900	 4.3736E-07	 3.7351E-01
   23.7000	 4.3736E-07	 3.7353E-01
   23.7100	 4.3735E-07	 3.7355E-01
   23.7200	 4.3735E-07	 3.7357E-01
   23.7300	 4.3735E-07	 3.7359E-01
   23.7400	 4.3736E-07	 3.7362E-01
   23.7500	 4.3736E-07	 3.7364E-01
   23.7600	 4.3737E-07	 3.7367E-01
   23.7700	 4.3737E-07	 3.7369E-01
   23.7800	 4.3738E-07	 3.7372E-01
   23.7900	 4.3739E-07	 3.7375E-01
   23.8000	 4.3741E-07	 3.7378E-01
   23.8100	 4.3742E-07	 3.7381E-01
   23.8200	 4.3744E-07	 3.7384E-01
   23.8300	 4.3745E-07	 3.7388E-01
   23.8400	 4.3747E-07	 3.7391E-01
   23.8500	 4.3749E-07	 3.7395E-01
   23.8600	 4.3752E-07	 3.7399E-01
   23.8700	 4.3754E-07	 3.7403E-01
   23.8800	 4.3757E-07	 3.7407E-01
   23.8900	 4.3760E-07	 3.7411E-01
   23.9000	 4.3763E-07	 3.7416E-01
   23.9100	 4.3766E-07	 3.7420E-01
   23.9200	 4.3770E-07	 3.7425E-01
   23.9300	 4.3773E-07	 3.7430E-01
   23.9400	 4.3777E-07	 3.7435E-01
   23.9500	 4.3781E-07	 3.7440E-01
   23.9600	 4.3786E-07	 3.7445E-01
   23.9700	 4.3790E-07	 3.7451E-01
   23.9800	 4.3795E-07	 3.7457E-01
   23.9900	 4.3800E-07	 3.7462E-01
   24.0000	 4.3805E-07	 3.7468E-01
   24.0100	 4.3811E-07	 3.7475E-01
   24.0200	 4.3817E-07	 3.7481E-01
   24.0300	 4.3822E-07	 3.7487E-01
   24.0400	 4.3829E-07	 3.7494E-01
   24.0500	 4.3835E-07	 3.7501E-01
   24.0600	 4.3842E-07	 3.7508E-01
   24.0700	 4.3849E-07	 3.7515E-01
   24.0800	 4.3856E-07	 3.7523E-01
   24.0900	 4.3863E-07	 3.7530E-01
   24.1000	 4.3871E-07	 3.7538E-01
   24.1100	 4.3879E-07	 3.7546E-01
   24.1200	 4.3887E-07	 3.7554E-01
   24.1300	 4.3895E-07	 3.7562E-01
   24.1400	 4.3904E-07	 3.7571E-01
   24.1500	 4.3913E-07	 3.7580E-01
   24.1600	 4.3922E-07	 3.7588E-01
   24.1700	 4.3931E-07	 3.7598E-01
   24.1800	 4.3941E-07	 3.7607E-01
   24.1900	 4.3951E-07	 3.7616E-01
   24.2000	 4.3961E-07	 3.7626E-01
   24.2100	 4.3972E-07	 3.7636E-01
   24.2200	 4.3982E-07	 3.7646E-01
   24.2300	 4.3993E-07	 3.7656E-01
   24.2400	 4.4005E-07	 3.7667E-01
   24.2500	 4.4016E-07	 3.7677E-01
   24.2600	 4.4028E-07	 3.7688E-01
   24.2700	 4.4040E-07	 3.7699E-01
   24.2800	 4.4053E-07	 3.7711E-01
   24.2900	 4.4065E-07	 3.7722E-01
   24.3000	 4.4078E-07	 3.7734E-01
   24.3100	 4.4092E-07	 3.7746E-01
   24.3200	 4.4105E-07	 3.7758E-01
   24.3300	 4.4119E-07	 3.7770E-01
   24.3400	 4.4133E-07	 3.7783E-01
   24.3500	 4.4147E-07	 3.7796E-01
   24.3600	 4.4162E-07	 3.7809E-01
   24.3700	 4.4177E-07	 3.7822E-01
   24.3800	 4.4192E-07	 3.7835E-01
   24.3900	 4.4208E-07	 3.7849E-01
   24.4000	 4.4224E-07	 3.7862E-01
   24.4100	 4.4240E-07	 3.7877E-01
   24.4200	 4.4256E-07	 3.7891E-01
   24.4300	 4.4273E-07	 3.7905E-01
   24.4400	 4.4290E-07	 3.7920E-01
   24.4500	 4.4307E-07	 3.7935E-01
   24.4600	 4.4325E-07	 3.7950E-01
   24.4700	 4.4343E-07	 3.7965E-01
   24.4800	 4.4361E-07	 3.7981E-01
   24.4900	 4.4379E-07	 3.7997E-01
   24.5000	 4.4398E-07	 3.8012E-01
   24.5100	 4.4417E-07	 3.8029E-01
   24.5200	 4.4436E-07	 3.8045E-01
   24.5300	 4.4456E-07	 3.8062E-01
   24.5400	 4.4476E-07	 3.8078E-01
   24.5500	 4.4496E-07	 3.8096E-01
   24.5600	 4.4516E-07	 3.8113E-01
   24.5700	 4.4537E-07	 3.8130E-01
   24.5800	 4.4558E-07	 3.8148E-01
   24.5900	 4.4580E-07	 3.8166E-01
   24.6000	 4.4601E-07	 3.8184E-01
   24.6100	 4.4623E-07	 3.8202E-01
   24.6200	 4.4645E-07	 3.8221E-01
   24.6300	 4.4668E-07	 3.8240E-01
   24.6400	 4.4691E-07	 3.8259E-01
   24.6500	 4.4714E-07	 3.8278E-01
   24.6600	 4.4737E-07	 3.8297E-01
   24.6700	 4.4761E-07	 3.8317E-01
   24.6800	 4.4785E-07	 3.8337E-01
   24.6900	 4.4809E-07	 3.8357E-01
   24.7000	 4.4833E-07	 3.8377E-01
   24.7100	 4.4858E-07	 3.8397E-01
   24.7200	 4.4883E-07	 3.8418E-01
   24.7300	 4.4909E-07	 3.8439E-01
   24.7400	 4.4934E-07	 3.8460E-01
   24.7500	 4.4960E-07	 3.8481E-01
   24.7600	 4.4986E-07	 3.8502E-01
   24.7700	 4.5013E-07	 3.8524E-01
   24.7800	 4.5039E-07	 3.8546E-01
   24.7900	 4.5066E-07	 3.8568E-01
   24.8000	 4.5094E-07	 3.8590E-01
   24.8100	 4.5121E-07	 3.8613E-01
   24.8200	 4.5149E-07	 3.8635E-01
   24.8300	 4.5177E-07	 3.8658E-01
   24.8400	 4.5205E-07	 3.8681E-01
   24.8500	 4.5234E-07	 3.8705E-01
   24.8600	 4.5263E-07	 3.8728E-01
   24.8700	 4.5292E-07	 3.8752E-01
   24.8800	 4.5321E-07	 3.8775E-01
   24.8900	 4.5351E-07	 3.8799E-01
   24.9000	 4.5381E-07	 3.8824E-01
   24.9100	 4.5411E-07	 3.8848E-01
   24.9200	 4.5441E-07	 3.8872E-01
   24.9300	 4.5472E-07	 3.8897E-01
   24.9400	 4.5502E-07	 3.8922E-01
   24.9500	 4.5533E-07	 3.8947E-01
   24.9600	 4.5565E-07	 3.8972E-01
   24.9700	 4.5596E-07	 3.8998E-01
   24.9800	 4.5628E-07	 3.9023E-01
   24.9900	 4.5660E-07	 3.9049E-01
   25.0000	 4.5692E-07	 3.9075E-01
   25.0100	 4.5728E-07	 3.9101E-01
   25.0200	 4.5763E-07	 3.9128E-01
   25.0300	 4.5799E-07	 3.9154E-01
   25.0400	 4.5835E-07	 3.9181E-01
   25.0500	 4.5871E-07	 3.9207E-01
   25.0600	 4.5908E-07	 3.9234E-01
   25.0700	 4.5944E-07	 3.9261E-01
   25.0800	 4.5981E-07	 3.9288E-01
   25.0900	 4.6018E-07	 3.9316E-01
   25.1000	 4.6055E-07	 3.9343E-01
   25.1100	 4.6092E-07	 3.9371E-01
   25.1200	 4.6130E-07	 3.9398E-01
   25.1300	 4.6167E-07	 3.9426E-01
   25.1400	 4.6205E-07	 3.9454E-01
   25.1500	 4.6243E-07	 3.9482E-01
   25.1600	 4.6281E-07	 3.9510E-01
   25.1700	 4.6319E-07	 3.9538E-01
   25.1800	 4.6357E-07	 3.9566E-01
   25.1900	 4.6395E-07	 3.9595E-01
   25.2000	 4.6434E-07	 3.9623E-01
   25.2100	 4.6472E-07	 3.9651E-01
   25.2200	 4.6511E-07	 3.9680E-01
   25.2300	 4.6550E-07	 3.9709E-01
   25.2400	 4.6588E-07	 3.9737E-01
   25.2500	 4.6627E-07	 3.9766E-01
   25.2600	 4.6666E-07	 3.9795E-01
   25.2700	 4.6705E-07	 3.9823E-01
   25.2800	 4.6744E-07	 3.9852E-01
   25.2900	 4.6783E-07	 3.9881E-01
   25.3000	 4.6822E-07	 3.9910E-01
   25.3100	 4.6861E-07	 3.9939E-01
   25.3200	 4.6900E-07	 3.9967E-01
   25.3300	 4.6939E-07	 3.9996E-01
   25.3400	 4.6978E-07	 4.0025E-01
   25.3500	 4.7017E-07	 4.0054E-01
   25.3600	 4.7056E-07	 4.0083E-01
   25.3700	 4.7095E-07	 4.0112E-01
   25.3800	 4.7134E-07	 4.0140E-01
   25.3900	 4.7173E-07	 4.0169E-01
   25.4000	 4.7212E-07	 4.0198E-01
   25.4100	 4.7251E-07	 4.0227E-01
   25.4200	 4.7290E-07	 4.0255E-01
   25.4300	 4.7329E-07	 4.0284E-01
   25.4400	 4.7367E-07	 4.0313E-01
   25.4500	 4.7406E-07	 4.0341E-01
   25.4600	 4.7444E-07	 4.0370E-01
   25.4700	 4.7483E-07	 4.0398E-01
   25.4800	 4.7521E-07	 4.0426E-01
   25.4900	 4.7559E-07	 4.0455E-01
   25.5000	 4.7598E-07	 4.0483E-01
   25.5100	 4.7636E-07	 4.0511E-01
   25.5200	 4.7674E-07	 4.0539E-01
   25.5300	 4.7711E-07	 4.0567E-01
   25.5400	 4.7749E-07	 4.0595E-01
   25.5500	 4.7786E-07	 4.0622E-01
   25.5600	 4.7824E-07	 4.0650E-01
   25.5700	 4.7861E-07	 4.0677E-01
   25.5800	 4.7898E-07	 4.0705E-01
   25.5900	 4.7935E-07	 4.0732E-01
   25.6000	 4.7971E-07	 4.0759E-01
   25.6100	 4.8008E-07	 4.0786E-01
   25.6200	 4.8044E-07	 4.0813E-01
   25.6300	 4.8080E-07	 4.0839E-01
   25.6400	 4.8116E-07	 4.0866E-01
   25.6500	 4.8152E-07	 4.0892E-01
   25.6600	 4.8187E-07	 4.0918E-01
   25.6700	 4.8222E-07	 4.0944E-01
   25.6800	 4.8257E-07	 4.0970E-01
   25.6900	 4.8292E-07	 4.0996E-01
   25.7000	 4.8326E-07	 4.1021E-01
   25.7100	 4.8361E-07	 4.1046E-01
   25.7200	 4.8394E-07	 4.1071E-01
   25.7300	 4.8428E-07	 4.1096E-01
   25.7400	 4.8462E-07	 4.1121E-01
   25.7500	 4.8495E-07	 4.1146E-01
   25.7600	 4.8528E-07	 4.1170E-01
   25.7700	 4.8560E-07	 4.1194E-01
   25.7800	 4.8593E-07	 4.1218E-01
   25.7900	 4.8625E-07	 4.1242E-01
   25.8000	 4.8656E-07	 4.1265E-01
   25.8100	 4.8688E-07	 4.1288E-01
   25.8200	 4.8719E-07	 4.1311E-01
   25.8300	 4.8750E-07	 4.1334E-01
   25.8400	 4.8780E-07	 4.1356E-01
   25.8500	 4.8810E-07	 4.1379E-01
   25.8600	 4.8840E-07	 4.1401E-01
   25.8700	 4.8869E-07	 4.1422E-01
   25.8800	 4.8898E-07	 4.1444E-01
   25.8900	 4.8927E-07	 4.1465E-01
   25.9000	 4.8955E-07	 4.1486E-01
   25.9100	 4.8983E-07	 4.1507E-01
   25.9200	 4.9011E-07	 4.1527E-01
   25.9300	 4.9038E-07	 4.1547E-01
   25.9400	 4.9065E-07	 4.1567E-01
   25.9500	 4.9092E-07	 4.1586E-01
   25.9600	 4.9118E-07	 4.1606E-01
