      Time     FAIRTEN1     FAIRTEN2     FAIRTEN3       CON4FX       CON4FY       CON4FZ       CON5FX       CON5FY       CON5FZ       CON6FX       CON6FY       CON6FZ      L1N19PX      L1N19PY      L1N19PZ      L2N19PX      L2N19PY      L2N19PZ      L3N19PX      L3N19PY      L3N19PZ
   55.9125  0.10103E+07  0.14155E+07  0.95780E+06  0.40335E+06  0.70404E+06 -0.60189E+06 -0.12186E+07  0.10720E+04 -0.72017E+06  0.37862E+06 -0.65888E+06 -0.58300E+06  0.42811E+02  0.64268E+02 -0.39259E+02 -0.71657E+02 -0.64668E+00 -0.33311E+02  0.42675E+02 -0.65221E+02 -0.40108E+02
   55.9250  0.10102E+07  0.14160E+07  0.95771E+06  0.40332E+06  0.70398E+06 -0.60185E+06 -0.12190E+07  0.10724E+04 -0.72041E+06  0.37859E+06 -0.65881E+06 -0.58297E+06  0.42809E+02  0.64268E+02 -0.39259E+02 -0.71658E+02 -0.64703E+00 -0.33311E+02  0.42674E+02 -0.65221E+02 -0.40108E+02
   55.9375  0.10101E+07  0.14165E+07  0.95763E+06  0.40328E+06  0.70393E+06 -0.60182E+06 -0.12195E+07  0.10727E+04 -0.72065E+06  0.37855E+06 -0.65874E+06 -0.58293E+06  0.42808E+02  0.64267E+02 -0.39259E+02 -0.71660E+02 -0.64737E+00 -0.33311E+02  0.42672E+02 -0.65221E+02 -0.40108E+02
   55.9500  0.10100E+07  0.14170E+07  0.95755E+06  0.40325E+06  0.70387E+06 -0.60178E+06 -0.12200E+07  0.10731E+04 -0.72090E+06  0.37851E+06 -0.65868E+06 -0.58289E+06  0.42806E+02  0.64267E+02 -0.39258E+02 -0.71662E+02 -0.64772E+00 -0.33310E+02  0.42671E+02 -0.65221E+02 -0.40108E+02
   55.9625  0.10100E+07  0.14176E+07  0.95746E+06  0.40321E+06  0.70382E+06 -0.60174E+06 -0.12204E+07  0.10735E+04 -0.72114E+06  0.37848E+06 -0.65861E+06 -0.58286E+06  0.42805E+02  0.64266E+02 -0.39258E+02 -0.71663E+02 -0.64806E+00 -0.33310E+02  0.42670E+02 -0.65221E+02 -0.40108E+02
   55.9750  0.10099E+07  0.14181E+07  0.95738E+06  0.40318E+06  0.70376E+06 -0.60171E+06 -0.12209E+07  0.10740E+04 -0.72139E+06  0.37844E+06 -0.65854E+06 -0.58282E+06  0.42803E+02  0.64266E+02 -0.39258E+02 -0.71665E+02 -0.64841E+00 -0.33310E+02  0.42668E+02 -0.65221E+02 -0.40108E+02
   55.9875  0.10098E+07  0.14186E+07  0.95729E+06  0.40314E+06  0.70371E+06 -0.60167E+06 -0.12214E+07  0.10744E+04 -0.72164E+06  0.37841E+06 -0.65847E+06 -0.58279E+06  0.42802E+02  0.64266E+02 -0.39257E+02 -0.71666E+02 -0.64875E+00 -0.33309E+02  0.42667E+02 -0.65221E+02 -0.40108E+02
   56.0000  0.10097E+07  0.14192E+07  0.95721E+06  0.40310E+06  0.70365E+06 -0.60164E+06 -0.12219E+07  0.10749E+04 -0.72190E+06  0.37837E+06 -0.65840E+06 -0.58275E+06  0.42800E+02  0.64265E+02 -0.39257E+02 -0.71668E+02 -0.64909E+00 -0.33309E+02  0.42665E+02 -0.65221E+02 -0.40108E+02
   56.0125  0.10097E+07  0.14197E+07  0.95713E+06  0.40307E+06  0.70360E+06 -0.60160E+06 -0.12223E+07  0.10753E+04 -0.72215E+06  0.37833E+06 -0.65834E+06 -0.58271E+06  0.42799E+02  0.64265E+02 -0.39256E+02 -0.71670E+02 -0.64943E+00 -0.33308E+02  0.42664E+02 -0.65221E+02 -0.40108E+02
   56.0250  0.10096E+07  0.14203E+07  0.95704E+06  0.40303E+06  0.70354E+06 -0.60156E+06 -0.12228E+07  0.10758E+04 -0.72241E+06  0.37829E+06 -0.65827E+06 -0.58268E+06  0.42797E+02  0.64264E+02 -0.39256E+02 -0.71671E+02 -0.64978E+00 -0.33308E+02  0.42662E+02 -0.65221E+02 -0.40108E+02
   56.0375  0.10095E+07  0.14208E+07  0.95696E+06  0.40299E+06  0.70349E+06 -0.60153E+06 -0.12233E+07  0.10763E+04 -0.72266E+06  0.37826E+06 -0.65820E+06 -0.58264E+06  0.42796E+02  0.64264E+02 -0.39256E+02 -0.71673E+02 -0.65012E+00 -0.33308E+02  0.42661E+02 -0.65221E+02 -0.40108E+02
   56.0500  0.10094E+07  0.14214E+07  0.95688E+06  0.40296E+06  0.70344E+06 -0.60149E+06 -0.12238E+07  0.10769E+04 -0.72292E+06  0.37822E+06 -0.65813E+06 -0.58260E+06  0.42794E+02  0.64263E+02 -0.39255E+02 -0.71675E+02 -0.65046E+00 -0.33307E+02  0.42660E+02 -0.65221E+02 -0.40108E+02
   56.0625  0.10094E+07  0.14220E+07  0.95679E+06  0.40292E+06  0.70338E+06 -0.60145E+06 -0.12243E+07  0.10774E+04 -0.72318E+06  0.37818E+06 -0.65806E+06 -0.58257E+06  0.42792E+02  0.64263E+02 -0.39255E+02 -0.71676E+02 -0.65080E+00 -0.33307E+02  0.42658E+02 -0.65221E+02 -0.40108E+02
   56.0750  0.10093E+07  0.14225E+07  0.95671E+06  0.40288E+06  0.70333E+06 -0.60141E+06 -0.12248E+07  0.10780E+04 -0.72344E+06  0.37814E+06 -0.65800E+06 -0.58253E+06  0.42791E+02  0.64263E+02 -0.39254E+02 -0.71678E+02 -0.65114E+00 -0.33306E+02  0.42657E+02 -0.65221E+02 -0.40108E+02
   56.0875  0.10092E+07  0.14231E+07  0.95662E+06  0.40284E+06  0.70328E+06 -0.60138E+06 -0.12253E+07  0.10786E+04 -0.72370E+06  0.37810E+06 -0.65793E+06 -0.58249E+06  0.42789E+02  0.64262E+02 -0.39254E+02 -0.71680E+02 -0.65148E+00 -0.33306E+02  0.42655E+02 -0.65221E+02 -0.40108E+02
   56.1000  0.10092E+07  0.14236E+07  0.95654E+06  0.40281E+06  0.70322E+06 -0.60134E+06 -0.12258E+07  0.10792E+04 -0.72396E+06  0.37806E+06 -0.65786E+06 -0.58245E+06  0.42788E+02  0.64262E+02 -0.39253E+02 -0.71681E+02 -0.65182E+00 -0.33305E+02  0.42653E+02 -0.65221E+02 -0.40108E+02
   56.1125  0.10091E+07  0.14242E+07  0.95646E+06  0.40277E+06  0.70317E+06 -0.60130E+06 -0.12263E+07  0.10798E+04 -0.72422E+06  0.37803E+06 -0.65780E+06 -0.58242E+06  0.42786E+02  0.64262E+02 -0.39253E+02 -0.71683E+02 -0.65216E+00 -0.33304E+02  0.42652E+02 -0.65221E+02 -0.40108E+02
   56.1250  0.10090E+07  0.14248E+07  0.95637E+06  0.40273E+06  0.70312E+06 -0.60126E+06 -0.12268E+07  0.10804E+04 -0.72448E+06  0.37799E+06 -0.65773E+06 -0.58238E+06  0.42784E+02  0.64261E+02 -0.39252E+02 -0.71685E+02 -0.65250E+00 -0.33304E+02  0.42650E+02 -0.65221E+02 -0.40107E+02
   56.1375  0.10089E+07  0.14254E+07  0.95629E+06  0.40269E+06  0.70307E+06 -0.60123E+06 -0.12274E+07  0.10811E+04 -0.72474E+06  0.37795E+06 -0.65767E+06 -0.58234E+06  0.42783E+02  0.64261E+02 -0.39252E+02 -0.71687E+02 -0.65284E+00 -0.33303E+02  0.42649E+02 -0.65221E+02 -0.40107E+02
   56.1500  0.10089E+07  0.14259E+07  0.95621E+06  0.40266E+06  0.70302E+06 -0.60119E+06 -0.12279E+07  0.10818E+04 -0.72501E+06  0.37791E+06 -0.65760E+06 -0.58231E+06  0.42781E+02  0.64261E+02 -0.39251E+02 -0.71688E+02 -0.65318E+00 -0.33303E+02  0.42647E+02 -0.65221E+02 -0.40107E+02
   56.1625  0.10088E+07  0.14265E+07  0.95613E+06  0.40262E+06  0.70297E+06 -0.60115E+06 -0.12284E+07  0.10825E+04 -0.72527E+06  0.37787E+06 -0.65754E+06 -0.58227E+06  0.42779E+02  0.64260E+02 -0.39250E+02 -0.71690E+02 -0.65351E+00 -0.33302E+02  0.42646E+02 -0.65221E+02 -0.40107E+02
   56.1750  0.10087E+07  0.14271E+07  0.95605E+06  0.40258E+06  0.70292E+06 -0.60112E+06 -0.12289E+07  0.10832E+04 -0.72553E+06  0.37783E+06 -0.65747E+06 -0.58223E+06  0.42778E+02  0.64260E+02 -0.39250E+02 -0.71692E+02 -0.65385E+00 -0.33301E+02  0.42644E+02 -0.65221E+02 -0.40107E+02
   56.1875  0.10086E+07  0.14277E+07  0.95597E+06  0.40255E+06  0.70287E+06 -0.60108E+06 -0.12294E+07  0.10839E+04 -0.72580E+06  0.37779E+06 -0.65741E+06 -0.58220E+06  0.42776E+02  0.64260E+02 -0.39249E+02 -0.71694E+02 -0.65419E+00 -0.33301E+02  0.42642E+02 -0.65221E+02 -0.40107E+02
   56.2000  0.10086E+07  0.14282E+07  0.95589E+06  0.40251E+06  0.70283E+06 -0.60104E+06 -0.12299E+07  0.10846E+04 -0.72606E+06  0.37775E+06 -0.65735E+06 -0.58216E+06  0.42774E+02  0.64259E+02 -0.39249E+02 -0.71696E+02 -0.65452E+00 -0.33300E+02  0.42641E+02 -0.65221E+02 -0.40107E+02
   56.2125  0.10085E+07  0.14288E+07  0.95581E+06  0.40247E+06  0.70278E+06 -0.60101E+06 -0.12304E+07  0.10854E+04 -0.72633E+06  0.37772E+06 -0.65728E+06 -0.58213E+06  0.42772E+02  0.64259E+02 -0.39248E+02 -0.71697E+02 -0.65486E+00 -0.33299E+02  0.42639E+02 -0.65221E+02 -0.40107E+02
   56.2250  0.10084E+07  0.14294E+07  0.95573E+06  0.40244E+06  0.70273E+06 -0.60097E+06 -0.12309E+07  0.10862E+04 -0.72659E+06  0.37768E+06 -0.65722E+06 -0.58209E+06  0.42771E+02  0.64259E+02 -0.39247E+02 -0.71699E+02 -0.65519E+00 -0.33299E+02  0.42637E+02 -0.65221E+02 -0.40106E+02
   56.2375  0.10084E+07  0.14300E+07  0.95565E+06  0.40240E+06  0.70269E+06 -0.60093E+06 -0.12315E+07  0.10870E+04 -0.72686E+06  0.37764E+06 -0.65716E+06 -0.58206E+06  0.42769E+02  0.64259E+02 -0.39247E+02 -0.71701E+02 -0.65553E+00 -0.33298E+02  0.42636E+02 -0.65221E+02 -0.40106E+02
   56.2500  0.10083E+07  0.14306E+07  0.95557E+06  0.40236E+06  0.70264E+06 -0.60090E+06 -0.12320E+07  0.10878E+04 -0.72712E+06  0.37760E+06 -0.65710E+06 -0.58202E+06  0.42767E+02  0.64258E+02 -0.39246E+02 -0.71703E+02 -0.65586E+00 -0.33297E+02  0.42634E+02 -0.65221E+02 -0.40106E+02
   56.2625  0.10082E+07  0.14312E+07  0.95549E+06  0.40233E+06  0.70260E+06 -0.60086E+06 -0.12325E+07  0.10887E+04 -0.72739E+06  0.37756E+06 -0.65704E+06 -0.58198E+06  0.42765E+02  0.64258E+02 -0.39245E+02 -0.71705E+02 -0.65620E+00 -0.33297E+02  0.42632E+02 -0.65221E+02 -0.40106E+02
   56.2750  0.10082E+07  0.14317E+07  0.95541E+06  0.40229E+06  0.70256E+06 -0.60083E+06 -0.12330E+07  0.10895E+04 -0.72766E+06  0.37752E+06 -0.65698E+06 -0.58195E+06  0.42764E+02  0.64258E+02 -0.39245E+02 -0.71707E+02 -0.65653E+00 -0.33296E+02  0.42631E+02 -0.65221E+02 -0.40106E+02
   56.2875  0.10081E+07  0.14323E+07  0.95533E+06  0.40225E+06  0.70251E+06 -0.60079E+06 -0.12336E+07  0.10904E+04 -0.72793E+06  0.37748E+06 -0.65691E+06 -0.58191E+06  0.42762E+02  0.64258E+02 -0.39244E+02 -0.71708E+02 -0.65686E+00 -0.33295E+02  0.42629E+02 -0.65222E+02 -0.40105E+02
   56.3000  0.10080E+07  0.14329E+07  0.95524E+06  0.40222E+06  0.70247E+06 -0.60075E+06 -0.12341E+07  0.10913E+04 -0.72820E+06  0.37744E+06 -0.65685E+06 -0.58187E+06  0.42760E+02  0.64257E+02 -0.39243E+02 -0.71710E+02 -0.65719E+00 -0.33294E+02  0.42627E+02 -0.65222E+02 -0.40105E+02
   56.3125  0.10080E+07  0.14335E+07  0.95516E+06  0.40218E+06  0.70242E+06 -0.60071E+06 -0.12346E+07  0.10923E+04 -0.72848E+06  0.37740E+06 -0.65679E+06 -0.58184E+06  0.42758E+02  0.64257E+02 -0.39242E+02 -0.71712E+02 -0.65753E+00 -0.33294E+02  0.42625E+02 -0.65222E+02 -0.40105E+02
   56.3250  0.10079E+07  0.14341E+07  0.95508E+06  0.40214E+06  0.70238E+06 -0.60068E+06 -0.12352E+07  0.10932E+04 -0.72875E+06  0.37736E+06 -0.65673E+06 -0.58180E+06  0.42757E+02  0.64257E+02 -0.39242E+02 -0.71714E+02 -0.65786E+00 -0.33293E+02  0.42624E+02 -0.65222E+02 -0.40105E+02
   56.3375  0.10078E+07  0.14347E+07  0.95499E+06  0.40210E+06  0.70234E+06 -0.60064E+06 -0.12357E+07  0.10942E+04 -0.72903E+06  0.37731E+06 -0.65666E+06 -0.58176E+06  0.42755E+02  0.64257E+02 -0.39241E+02 -0.71716E+02 -0.65819E+00 -0.33292E+02  0.42622E+02 -0.65222E+02 -0.40104E+02
   56.3500  0.10078E+07  0.14353E+07  0.95491E+06  0.40207E+06  0.70229E+06 -0.60060E+06 -0.12363E+07  0.10952E+04 -0.72930E+06  0.37727E+06 -0.65660E+06 -0.58172E+06  0.42753E+02  0.64257E+02 -0.39240E+02 -0.71718E+02 -0.65852E+00 -0.33291E+02  0.42620E+02 -0.65222E+02 -0.40104E+02
   56.3625  0.10077E+07  0.14360E+07  0.95482E+06  0.40203E+06  0.70225E+06 -0.60056E+06 -0.12368E+07  0.10962E+04 -0.72958E+06  0.37723E+06 -0.65653E+06 -0.58168E+06  0.42751E+02  0.64257E+02 -0.39239E+02 -0.71720E+02 -0.65885E+00 -0.33290E+02  0.42618E+02 -0.65222E+02 -0.40104E+02
   56.3750  0.10076E+07  0.14366E+07  0.95474E+06  0.40199E+06  0.70220E+06 -0.60052E+06 -0.12374E+07  0.10972E+04 -0.72987E+06  0.37719E+06 -0.65647E+06 -0.58164E+06  0.42749E+02  0.64256E+02 -0.39239E+02 -0.71722E+02 -0.65918E+00 -0.33290E+02  0.42616E+02 -0.65223E+02 -0.40104E+02
   56.3875  0.10076E+07  0.14372E+07  0.95465E+06  0.40195E+06  0.70216E+06 -0.60048E+06 -0.12379E+07  0.10983E+04 -0.73015E+06  0.37714E+06 -0.65641E+06 -0.58159E+06  0.42747E+02  0.64256E+02 -0.39238E+02 -0.71723E+02 -0.65951E+00 -0.33289E+02  0.42615E+02 -0.65223E+02 -0.40103E+02
   56.4000  0.10075E+07  0.14378E+07  0.95456E+06  0.40191E+06  0.70212E+06 -0.60044E+06 -0.12385E+07  0.10993E+04 -0.73043E+06  0.37710E+06 -0.65634E+06 -0.58155E+06  0.42746E+02  0.64256E+02 -0.39237E+02 -0.71725E+02 -0.65983E+00 -0.33288E+02  0.42613E+02 -0.65223E+02 -0.40103E+02
   56.4125  0.10074E+07  0.14384E+07  0.95447E+06  0.40187E+06  0.70207E+06 -0.60040E+06 -0.12390E+07  0.11004E+04 -0.73072E+06  0.37705E+06 -0.65628E+06 -0.58151E+06  0.42744E+02  0.64256E+02 -0.39236E+02 -0.71727E+02 -0.66016E+00 -0.33287E+02  0.42611E+02 -0.65223E+02 -0.40103E+02
   56.4250  0.10073E+07  0.14391E+07  0.95438E+06  0.40183E+06  0.70203E+06 -0.60036E+06 -0.12396E+07  0.11015E+04 -0.73101E+06  0.37701E+06 -0.65621E+06 -0.58146E+06  0.42742E+02  0.64256E+02 -0.39235E+02 -0.71729E+02 -0.66049E+00 -0.33286E+02  0.42609E+02 -0.65223E+02 -0.40102E+02
   56.4375  0.10073E+07  0.14397E+07  0.95429E+06  0.40180E+06  0.70199E+06 -0.60032E+06 -0.12401E+07  0.11027E+04 -0.73130E+06  0.37696E+06 -0.65614E+06 -0.58142E+06  0.42740E+02  0.64256E+02 -0.39234E+02 -0.71731E+02 -0.66082E+00 -0.33285E+02  0.42607E+02 -0.65224E+02 -0.40102E+02
   56.4500  0.10072E+07  0.14403E+07  0.95420E+06  0.40176E+06  0.70195E+06 -0.60027E+06 -0.12407E+07  0.11038E+04 -0.73159E+06  0.37691E+06 -0.65608E+06 -0.58137E+06  0.42738E+02  0.64256E+02 -0.39233E+02 -0.71733E+02 -0.66114E+00 -0.33285E+02  0.42605E+02 -0.65224E+02 -0.40102E+02
   56.4625  0.10071E+07  0.14410E+07  0.95411E+06  0.40172E+06  0.70191E+06 -0.60023E+06 -0.12413E+07  0.11050E+04 -0.73188E+06  0.37687E+06 -0.65601E+06 -0.58133E+06  0.42736E+02  0.64256E+02 -0.39232E+02 -0.71735E+02 -0.66147E+00 -0.33284E+02  0.42604E+02 -0.65224E+02 -0.40101E+02
   56.4750  0.10071E+07  0.14416E+07  0.95402E+06  0.40168E+06  0.70186E+06 -0.60019E+06 -0.12418E+07  0.11062E+04 -0.73217E+06  0.37682E+06 -0.65594E+06 -0.58128E+06  0.42734E+02  0.64256E+02 -0.39231E+02 -0.71737E+02 -0.66180E+00 -0.33283E+02  0.42602E+02 -0.65225E+02 -0.40101E+02
   56.4875  0.10070E+07  0.14423E+07  0.95392E+06  0.40164E+06  0.70182E+06 -0.60015E+06 -0.12424E+07  0.11074E+04 -0.73246E+06  0.37677E+06 -0.65588E+06 -0.58124E+06  0.42733E+02  0.64256E+02 -0.39230E+02 -0.71739E+02 -0.66212E+00 -0.33282E+02  0.42600E+02 -0.65225E+02 -0.40100E+02
   56.5000  0.10069E+07  0.14429E+07  0.95383E+06  0.40160E+06  0.70178E+06 -0.60011E+06 -0.12430E+07  0.11086E+04 -0.73275E+06  0.37673E+06 -0.65581E+06 -0.58119E+06  0.42731E+02  0.64256E+02 -0.39230E+02 -0.71740E+02 -0.66245E+00 -0.33281E+02  0.42598E+02 -0.65225E+02 -0.40100E+02
   56.5125  0.10069E+07  0.14435E+07  0.95373E+06  0.40156E+06  0.70175E+06 -0.60007E+06 -0.12436E+07  0.11099E+04 -0.73305E+06  0.37668E+06 -0.65574E+06 -0.58114E+06  0.42729E+02  0.64256E+02 -0.39229E+02 -0.71742E+02 -0.66277E+00 -0.33280E+02  0.42596E+02 -0.65225E+02 -0.40100E+02
   56.5250  0.10068E+07  0.14442E+07  0.95364E+06  0.40153E+06  0.70171E+06 -0.60003E+06 -0.12441E+07  0.11111E+04 -0.73334E+06  0.37663E+06 -0.65567E+06 -0.58109E+06  0.42727E+02  0.64256E+02 -0.39228E+02 -0.71744E+02 -0.66310E+00 -0.33279E+02  0.42594E+02 -0.65226E+02 -0.40099E+02
   56.5375  0.10067E+07  0.14448E+07  0.95354E+06  0.40149E+06  0.70167E+06 -0.59999E+06 -0.12447E+07  0.11124E+04 -0.73364E+06  0.37658E+06 -0.65560E+06 -0.58104E+06  0.42725E+02  0.64256E+02 -0.39227E+02 -0.71746E+02 -0.66342E+00 -0.33278E+02  0.42592E+02 -0.65226E+02 -0.40099E+02
   56.5500  0.10067E+07  0.14455E+07  0.95344E+06  0.40145E+06  0.70163E+06 -0.59994E+06 -0.12453E+07  0.11137E+04 -0.73393E+06  0.37653E+06 -0.65554E+06 -0.58099E+06  0.42723E+02  0.64256E+02 -0.39226E+02 -0.71748E+02 -0.66375E+00 -0.33277E+02  0.42590E+02 -0.65226E+02 -0.40098E+02
   56.5625  0.10066E+07  0.14461E+07  0.95334E+06  0.40141E+06  0.70159E+06 -0.59990E+06 -0.12459E+07  0.11150E+04 -0.73423E+06  0.37648E+06 -0.65547E+06 -0.58094E+06  0.42721E+02  0.64256E+02 -0.39224E+02 -0.71750E+02 -0.66407E+00 -0.33276E+02  0.42588E+02 -0.65227E+02 -0.40098E+02
   56.5750  0.10065E+07  0.14468E+07  0.95325E+06  0.40137E+06  0.70156E+06 -0.59986E+06 -0.12464E+07  0.11163E+04 -0.73453E+06  0.37643E+06 -0.65540E+06 -0.58089E+06  0.42719E+02  0.64256E+02 -0.39223E+02 -0.71752E+02 -0.66439E+00 -0.33276E+02  0.42586E+02 -0.65227E+02 -0.40097E+02
   56.5875  0.10065E+07  0.14474E+07  0.95315E+06  0.40133E+06  0.70152E+06 -0.59982E+06 -0.12470E+07  0.11177E+04 -0.73482E+06  0.37638E+06 -0.65533E+06 -0.58084E+06  0.42717E+02  0.64256E+02 -0.39222E+02 -0.71754E+02 -0.66472E+00 -0.33275E+02  0.42585E+02 -0.65227E+02 -0.40097E+02
   56.6000  0.10064E+07  0.14481E+07  0.95304E+06  0.40130E+06  0.70148E+06 -0.59978E+06 -0.12476E+07  0.11190E+04 -0.73512E+06  0.37633E+06 -0.65526E+06 -0.58078E+06  0.42715E+02  0.64256E+02 -0.39221E+02 -0.71756E+02 -0.66504E+00 -0.33274E+02  0.42583E+02 -0.65228E+02 -0.40096E+02
   56.6125  0.10063E+07  0.14487E+07  0.95294E+06  0.40126E+06  0.70145E+06 -0.59974E+06 -0.12482E+07  0.11204E+04 -0.73542E+06  0.37627E+06 -0.65519E+06 -0.58073E+06  0.42713E+02  0.64256E+02 -0.39220E+02 -0.71757E+02 -0.66536E+00 -0.33273E+02  0.42581E+02 -0.65228E+02 -0.40096E+02
   56.6250  0.10063E+07  0.14493E+07  0.95284E+06  0.40122E+06  0.70141E+06 -0.59969E+06 -0.12487E+07  0.11218E+04 -0.73571E+06  0.37622E+06 -0.65512E+06 -0.58068E+06  0.42711E+02  0.64256E+02 -0.39219E+02 -0.71759E+02 -0.66568E+00 -0.33272E+02  0.42579E+02 -0.65229E+02 -0.40095E+02
   56.6375  0.10062E+07  0.14500E+07  0.95274E+06  0.40118E+06  0.70138E+06 -0.59965E+06 -0.12493E+07  0.11232E+04 -0.73601E+06  0.37617E+06 -0.65505E+06 -0.58062E+06  0.42710E+02  0.64256E+02 -0.39218E+02 -0.71761E+02 -0.66601E+00 -0.33271E+02  0.42577E+02 -0.65229E+02 -0.40095E+02
   56.6500  0.10061E+07  0.14506E+07  0.95264E+06  0.40114E+06  0.70135E+06 -0.59961E+06 -0.12499E+07  0.11246E+04 -0.73631E+06  0.37612E+06 -0.65498E+06 -0.58057E+06  0.42708E+02  0.64256E+02 -0.39217E+02 -0.71763E+02 -0.66633E+00 -0.33270E+02  0.42575E+02 -0.65229E+02 -0.40094E+02
   56.6625  0.10061E+07  0.14513E+07  0.95253E+06  0.40110E+06  0.70131E+06 -0.59957E+06 -0.12504E+07  0.11260E+04 -0.73660E+06  0.37606E+06 -0.65490E+06 -0.58051E+06  0.42706E+02  0.64256E+02 -0.39216E+02 -0.71765E+02 -0.66665E+00 -0.33269E+02  0.42573E+02 -0.65230E+02 -0.40094E+02
   56.6750  0.10060E+07  0.14519E+07  0.95243E+06  0.40107E+06  0.70128E+06 -0.59953E+06 -0.12510E+07  0.11274E+04 -0.73690E+06  0.37601E+06 -0.65483E+06 -0.58046E+06  0.42704E+02  0.64256E+02 -0.39215E+02 -0.71767E+02 -0.66697E+00 -0.33268E+02  0.42571E+02 -0.65230E+02 -0.40093E+02
   56.6875  0.10060E+07  0.14525E+07  0.95233E+06  0.40103E+06  0.70125E+06 -0.59949E+06 -0.12516E+07  0.11289E+04 -0.73719E+06  0.37596E+06 -0.65476E+06 -0.58040E+06  0.42702E+02  0.64257E+02 -0.39213E+02 -0.71769E+02 -0.66729E+00 -0.33267E+02  0.42569E+02 -0.65231E+02 -0.40093E+02
   56.7000  0.10059E+07  0.14532E+07  0.95222E+06  0.40099E+06  0.70122E+06 -0.59945E+06 -0.12521E+07  0.11303E+04 -0.73748E+06  0.37590E+06 -0.65469E+06 -0.58035E+06  0.42700E+02  0.64257E+02 -0.39212E+02 -0.71770E+02 -0.66761E+00 -0.33266E+02  0.42567E+02 -0.65231E+02 -0.40092E+02
   56.7125  0.10058E+07  0.14538E+07  0.95212E+06  0.40096E+06  0.70119E+06 -0.59941E+06 -0.12527E+07  0.11318E+04 -0.73777E+06  0.37585E+06 -0.65462E+06 -0.58029E+06  0.42698E+02  0.64257E+02 -0.39211E+02 -0.71772E+02 -0.66793E+00 -0.33265E+02  0.42565E+02 -0.65232E+02 -0.40091E+02
   56.7250  0.10058E+07  0.14544E+07  0.95202E+06  0.40092E+06  0.70116E+06 -0.59937E+06 -0.12533E+07  0.11332E+04 -0.73806E+06  0.37580E+06 -0.65455E+06 -0.58023E+06  0.42696E+02  0.64257E+02 -0.39210E+02 -0.71774E+02 -0.66825E+00 -0.33264E+02  0.42563E+02 -0.65232E+02 -0.40091E+02
   56.7375  0.10057E+07  0.14551E+07  0.95191E+06  0.40088E+06  0.70113E+06 -0.59933E+06 -0.12538E+07  0.11347E+04 -0.73835E+06  0.37574E+06 -0.65449E+06 -0.58018E+06  0.42694E+02  0.64257E+02 -0.39209E+02 -0.71776E+02 -0.66857E+00 -0.33263E+02  0.42561E+02 -0.65232E+02 -0.40090E+02
   56.7500  0.10057E+07  0.14557E+07  0.95181E+06  0.40085E+06  0.70110E+06 -0.59929E+06 -0.12544E+07  0.11362E+04 -0.73864E+06  0.37569E+06 -0.65442E+06 -0.58012E+06  0.42692E+02  0.64257E+02 -0.39207E+02 -0.71778E+02 -0.66889E+00 -0.33262E+02  0.42559E+02 -0.65233E+02 -0.40089E+02
   56.7625  0.10056E+07  0.14563E+07  0.95171E+06  0.40081E+06  0.70108E+06 -0.59925E+06 -0.12549E+07  0.11376E+04 -0.73892E+06  0.37564E+06 -0.65435E+06 -0.58006E+06  0.42690E+02  0.64257E+02 -0.39206E+02 -0.71780E+02 -0.66921E+00 -0.33261E+02  0.42557E+02 -0.65233E+02 -0.40089E+02
   56.7750  0.10056E+07  0.14569E+07  0.95161E+06  0.40078E+06  0.70105E+06 -0.59921E+06 -0.12554E+07  0.11391E+04 -0.73921E+06  0.37558E+06 -0.65428E+06 -0.58001E+06  0.42688E+02  0.64258E+02 -0.39205E+02 -0.71781E+02 -0.66953E+00 -0.33260E+02  0.42555E+02 -0.65234E+02 -0.40088E+02
   56.7875  0.10055E+07  0.14575E+07  0.95151E+06  0.40074E+06  0.70103E+06 -0.59917E+06 -0.12560E+07  0.11406E+04 -0.73949E+06  0.37553E+06 -0.65421E+06 -0.57995E+06  0.42686E+02  0.64258E+02 -0.39204E+02 -0.71783E+02 -0.66985E+00 -0.33259E+02  0.42553E+02 -0.65235E+02 -0.40088E+02
   56.8000  0.10055E+07  0.14581E+07  0.95140E+06  0.40071E+06  0.70100E+06 -0.59913E+06 -0.12565E+07  0.11421E+04 -0.73977E+06  0.37548E+06 -0.65415E+06 -0.57990E+06  0.42684E+02  0.64258E+02 -0.39202E+02 -0.71785E+02 -0.67017E+00 -0.33258E+02  0.42551E+02 -0.65235E+02 -0.40087E+02
   56.8125  0.10054E+07  0.14587E+07  0.95130E+06  0.40067E+06  0.70098E+06 -0.59909E+06 -0.12571E+07  0.11436E+04 -0.74005E+06  0.37542E+06 -0.65408E+06 -0.57984E+06  0.42682E+02  0.64258E+02 -0.39201E+02 -0.71787E+02 -0.67049E+00 -0.33257E+02  0.42549E+02 -0.65236E+02 -0.40086E+02
   56.8250  0.10053E+07  0.14593E+07  0.95120E+06  0.40064E+06  0.70096E+06 -0.59906E+06 -0.12576E+07  0.11451E+04 -0.74033E+06  0.37537E+06 -0.65401E+06 -0.57978E+06  0.42680E+02  0.64259E+02 -0.39200E+02 -0.71788E+02 -0.67081E+00 -0.33256E+02  0.42547E+02 -0.65236E+02 -0.40085E+02
