
These predictions were generated by SeaState on 05-Feb-2026 at 20:08:24.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
   (sec)             (m)             (m)             (m)             (m)             (m)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)            (Pa)            (Pa)            (Pa)            (Pa)            (Pa)
   59.2000   0.3354541E+00  -0.4552142E-02  -0.3388321E-01  -0.7073814E-01  -0.6091703E+00   0.1663642E+01   0.9232729E+00   0.1040007E+01   0.8828720E+00   0.3619727E+00   0.2006110E+00  -0.8274935E+00  -0.3245362E+00  -0.2530264E+00   0.9458225E+00   0.3061516E+04   0.7616934E+02  -0.3474821E+03  -0.6801965E+03  -0.5970510E+04
   59.4000   0.3274583E+00  -0.1126133E+00  -0.5197961E-01  -0.1278729E+00  -0.4251407E+00   0.1615513E+01   0.7995579E+00   0.9648194E+00   0.8146439E+00   0.6082758E+00  -0.5192381E+00  -0.3518601E+00  -0.2702798E+00  -0.3105004E+00   0.1103466E+01   0.3015257E+04  -0.9988545E+03  -0.5057723E+03  -0.1227152E+04  -0.4218724E+04
   59.6000   0.2386379E+00  -0.1820111E+00  -0.6376835E-01  -0.1704230E+00  -0.2291055E+00   0.1413403E+01   0.7605723E+00   0.9098368E+00   0.7615964E+00   0.8472309E+00  -0.1072242E+01  -0.1143535E+00  -0.2453700E+00  -0.6126441E-01   0.1013157E+01   0.2233661E+04  -0.1745789E+04  -0.6192079E+03  -0.1614382E+04  -0.2301644E+04
   59.8000   0.1009552E+00  -0.2258744E+00  -0.7636011E-01  -0.1772422E+00  -0.3029644E-01   0.1120188E+01   0.7711885E+00   0.8327906E+00   0.7894078E+00   0.1083793E+01  -0.1236384E+01  -0.2752871E-02  -0.2716462E+00   0.2164338E+00   0.1082856E+01   0.1003017E+04  -0.2261654E+04  -0.6868517E+03  -0.1714869E+04  -0.3540793E+03
   60.0000  -0.4195658E-01  -0.2670504E+00  -0.6639994E-01  -0.1633840E+00   0.1545012E+00   0.8256166E+00   0.7631450E+00   0.7983876E+00   0.8570326E+00   0.1298340E+01  -0.1106450E+01  -0.1742603E+00   0.8949527E-01   0.2072734E+00   0.7421695E+00  -0.2798674E+03  -0.2720075E+04  -0.5363688E+03  -0.1626625E+04   0.1465907E+04
   60.2000  -0.1456589E+00  -0.3169312E+00  -0.1866703E-01  -0.1543109E+00   0.3033025E+00   0.6171247E+00   0.7073963E+00   0.8463262E+00   0.8854544E+00   0.1430275E+01  -0.5145880E+00  -0.3466903E+00   0.3381929E+00   0.1707916E+00   0.7071726E+00  -0.1217418E+04  -0.3214047E+04  -0.4733922E+02  -0.1518040E+04   0.2997347E+04
   60.4000  -0.1726336E+00  -0.3755287E+00   0.6563850E-01  -0.1261043E+00   0.4459887E+00   0.5856312E+00   0.5943103E+00   0.9694676E+00   0.9723843E+00   0.1612056E+01   0.1495137E+00  -0.5049515E+00   0.8038775E+00   0.4554944E+00   0.7298366E+00  -0.1511075E+04  -0.3726241E+04   0.7739512E+03  -0.1296886E+04   0.4367343E+04
   60.6000  -0.1333675E+00  -0.4190641E+00   0.1914806E+00  -0.9813578E-01   0.5499852E+00   0.6906431E+00   0.4817984E+00   0.1216081E+01   0.1069614E+01   0.1743590E+01   0.5623109E+00  -0.2782068E+00   0.1044694E+01   0.1139415E+00   0.3984352E+00  -0.1215179E+04  -0.4063350E+04   0.1888351E+04  -0.1125771E+04   0.5353115E+04
   60.8000  -0.6288000E-01  -0.4140805E+00   0.3072333E+00  -0.1159623E+00   0.5980415E+00   0.8399945E+00   0.4566743E+00   0.1451592E+01   0.1041736E+01   0.1799493E+01   0.5974914E+00   0.1577817E+00   0.7544582E+00  -0.3307924E+00   0.2066015E-01  -0.5882139E+03  -0.3970545E+04   0.2887793E+04  -0.1310319E+04   0.5807988E+04
   61.0000   0.1764172E-01  -0.3467909E+00   0.3633223E+00  -0.1751719E+00   0.5781081E+00   0.9902718E+00   0.5560458E+00   0.1566673E+01   0.9097213E+00   0.1741056E+01   0.6998184E+00   0.6424537E+00   0.5872767E-01  -0.7257287E+00  -0.4261876E+00   0.1649994E+03  -0.3344919E+04   0.3366401E+04  -0.1830179E+04   0.5648246E+04
   61.2000   0.1017586E+00  -0.2334305E+00   0.3245038E+00  -0.2565176E+00   0.5074951E+00   0.1158708E+01   0.7441644E+00   0.1463133E+01   0.7038236E+00   0.1617890E+01   0.5434926E+00   0.8071334E+00  -0.7717140E+00  -0.7828158E+00  -0.5710676E+00   0.9214064E+03  -0.2317808E+04   0.3082025E+04  -0.2503001E+04   0.4993652E+04
   61.4000   0.1512393E+00  -0.1142889E+00   0.2211898E+00  -0.3130651E+00   0.4045603E+00   0.1235817E+01   0.9197756E+00   0.1213988E+01   0.5398371E+00   0.1470845E+01   0.1848160E+00   0.6298836E+00  -0.8755285E+00  -0.4173879E+00  -0.7347295E+00   0.1402371E+04  -0.1193735E+04   0.2279800E+04  -0.2951372E+04   0.3996923E+04
   61.6000   0.1707129E+00  -0.1211348E-01   0.1451958E+00  -0.3075036E+00   0.2742163E+00   0.1261208E+01   0.1033921E+01   0.1078634E+01   0.5067524E+00   0.1286389E+01   0.1654622E-01   0.4676036E+00  -0.1755057E+00   0.1716351E+00  -0.7839918E+00   0.1589074E+04  -0.1708238E+03   0.1598604E+04  -0.2867075E+04   0.2744856E+04
   61.8000   0.1563606E+00   0.8006307E-01   0.1208137E+00  -0.2382663E+00   0.1449579E+00   0.1224252E+01   0.1131361E+01   0.1111279E+01   0.5976046E+00   0.1139313E+01  -0.3674746E+00   0.3856660E+00   0.1353386E+00   0.5937002E+00  -0.5978017E+00   0.1453500E+04   0.7500660E+03   0.1244192E+04  -0.2200811E+04   0.1441085E+04
   62.0000   0.1007541E+00   0.1536518E+00   0.9841052E-01  -0.1129268E+00   0.1009428E-01   0.1088297E+01   0.1187587E+01   0.1153949E+01   0.7992271E+00   0.9922338E+00  -0.6249192E+00   0.2118848E+00   0.2588712E-01   0.1102025E+01  -0.8762555E+00   0.9897581E+03   0.1513930E+04   0.9138100E+03  -0.1030692E+04   0.8547826E+02
   62.2000   0.3816675E-01   0.2169609E+00   0.4632344E-01   0.5020015E-01  -0.1442439E+00   0.9411413E+00   0.1234063E+01   0.1128143E+01   0.1095034E+01   0.7626899E+00  -0.4484328E+00   0.3098739E+00  -0.3691841E+00   0.1135870E+01  -0.8027032E+00   0.4575620E+03   0.2169244E+04   0.3693371E+03   0.4353264E+03  -0.1349549E+04
   62.4000   0.5420003E-02   0.2828556E+00  -0.4132507E-01   0.1891650E+00  -0.2526920E+00   0.8810517E+00   0.1321692E+01   0.1005328E+01   0.1322824E+01   0.6589385E+00  -0.1475092E+00   0.3427271E+00  -0.5112651E+00   0.7380696E+00  -0.3193668E+00   0.1309376E+03   0.2778844E+04  -0.4390828E+03   0.1718570E+04  -0.2457039E+04
   62.6000  -0.9313232E-02   0.3248151E+00  -0.1244221E+00   0.2733039E+00  -0.3366720E+00   0.8501902E+00   0.1371938E+01   0.9121603E+00   0.1432268E+01   0.5805195E+00  -0.1219576E+00   0.4067320E-01  -0.3950122E+00   0.1659680E+00  -0.4719011E+00  -0.1415392E+02   0.3175941E+04  -0.1269667E+04   0.2539004E+04  -0.3319362E+04
   62.8000  -0.2658122E-02   0.3315118E+00  -0.2091133E+00   0.2886102E+00  -0.4074572E+00   0.8538920E+00   0.1350093E+01   0.8096347E+00   0.1383887E+01   0.4836729E+00   0.2232806E+00  -0.5865356E-01  -0.5935826E+00  -0.3228246E+00  -0.2408607E+00   0.4596618E+02   0.3284489E+04  -0.2123148E+04   0.2795693E+04  -0.3983029E+04
   63.0000   0.3550952E-01   0.3295869E+00  -0.3071336E+00   0.2723337E+00  -0.4360577E+00   0.9399711E+00   0.1350414E+01   0.6428938E+00   0.1288584E+01   0.4613608E+00   0.2516700E+00  -0.3286846E-01  -0.7050367E+00  -0.2487768E+00  -0.3972068E-01   0.3421749E+03   0.3251587E+04  -0.3021931E+04   0.2747295E+04  -0.4273458E+04
   63.2000   0.6091601E-01   0.3056159E+00  -0.3829266E+00   0.2646745E+00  -0.4312245E+00   0.9602457E+00   0.1319146E+01   0.5035846E+00   0.1257734E+01   0.4704119E+00   0.2703163E-01  -0.2503086E+00  -0.3518020E+00  -0.2641531E-01   0.1579855E+00   0.6012559E+03   0.3012970E+04  -0.3708905E+04   0.2687337E+04  -0.4225432E+04
   63.4000   0.8285547E-01   0.2573837E+00  -0.4063776E+00   0.2635310E+00  -0.3910640E+00   0.9621850E+00   0.1247057E+01   0.4727763E+00   0.1270226E+01   0.5279585E+00   0.5687497E-01  -0.3078003E+00  -0.5278719E-01   0.7693982E-01   0.3031756E+00   0.8619383E+03   0.2568502E+04  -0.3963594E+04   0.2634915E+04  -0.3832494E+04
   63.6000   0.1120912E+00   0.2069589E+00  -0.3978756E+00   0.2604946E+00  -0.3234281E+00   0.9678235E+00   0.1194601E+01   0.4666456E+00   0.1310491E+01   0.6075948E+00   0.1592214E+00  -0.1481472E+00   0.5961294E-01   0.5763786E-01   0.4973158E+00   0.1207078E+04   0.2051347E+04  -0.3871753E+04   0.2516700E+04  -0.3147825E+04
   63.8000   0.1662790E+00   0.1586235E+00  -0.3507669E+00   0.2213659E+00  -0.2196995E+00   0.1037825E+01   0.1182209E+01   0.5135350E+00   0.1275753E+01   0.7575302E+00   0.4605925E+00  -0.3050280E+00   0.3837334E+00  -0.4613005E+00   0.7352892E+00   0.1758709E+04   0.1475807E+04  -0.3396386E+04   0.2105774E+04  -0.2150196E+04
   64.0000   0.2421164E+00   0.6334294E-01  -0.2630165E+00   0.1379288E+00  -0.9954932E-01   0.1161220E+01   0.1035771E+01   0.6248679E+00   0.1128713E+01   0.9281076E+00   0.6600051E+00  -0.8590171E+00   0.5633314E+00  -0.5723719E+00   0.7346061E+00   0.2497627E+04   0.5691863E+03  -0.2536980E+04   0.1357816E+04  -0.9919344E+03
   64.2000   0.3391758E+00  -0.5491976E-01  -0.1448700E+00   0.5378336E-01   0.2416756E-01   0.1363766E+01   0.8232126E+00   0.7754043E+00   0.1005926E+01   0.1105018E+01   0.9258382E+00  -0.7846712E+00   0.8197293E+00  -0.5680975E+00   0.7815811E+00   0.3369803E+04  -0.4936820E+03  -0.1380084E+04   0.5599078E+03   0.1906272E+03
   64.4000   0.4229504E+00  -0.1506808E+00   0.5484497E-02  -0.3161613E-01   0.1390019E+00   0.1565618E+01   0.6542788E+00   0.1003837E+01   0.8618619E+00   0.1279268E+01   0.6076614E+00  -0.5692144E+00   0.9760300E+00  -0.4598733E+00   0.5755329E+00   0.4090496E+04  -0.1369164E+04   0.1882411E+02  -0.2173683E+03   0.1250754E+04
   64.6000   0.4539914E+00  -0.1994133E+00   0.1434304E+00  -0.7926245E-01   0.2074959E+00   0.1672797E+01   0.5774389E+00   0.1193662E+01   0.8205507E+00   0.1353334E+01   0.2563319E+00  -0.8189771E-01   0.5827072E+00  -0.2441640E-01   0.3918888E-01   0.4336554E+04  -0.1837468E+04   0.1331675E+04  -0.7122992E+03   0.1918698E+04
   64.8000   0.4184743E+00  -0.1974461E+00   0.2406916E+00  -0.1022813E+00   0.2170075E+00   0.1674296E+01   0.5945525E+00   0.1277969E+01   0.8250952E+00   0.1290436E+01  -0.3961299E+00   0.1509763E+00   0.3410215E+00  -0.5129891E-01  -0.3083813E+00   0.3960812E+04  -0.1841671E+04   0.2341213E+04  -0.9825453E+03   0.2115285E+04
   65.0000   0.2963687E+00  -0.1564731E+00   0.3168784E+00  -0.1188451E+00   0.2104629E+00   0.1491627E+01   0.6647738E+00   0.1337036E+01   0.8195820E+00   0.1220233E+01  -0.9231825E+00   0.4951488E+00   0.2573987E+00   0.5111692E-01  -0.1459465E+00   0.2860666E+04  -0.1453345E+04   0.3139673E+04  -0.1138878E+04   0.2121684E+04
   65.2000   0.1446191E+00  -0.7555339E-01   0.3785043E+00  -0.1166433E+00   0.2121881E+00   0.1290289E+01   0.8135315E+00   0.1387072E+01   0.8509620E+00   0.1204490E+01  -0.7002151E+00   0.6509937E+00   0.2792353E+00   0.1886959E+00  -0.6032855E-01   0.1410400E+04  -0.7081584E+03   0.3775659E+04  -0.1129101E+04   0.2122616E+04
   65.4000  -0.3283691E-02   0.1527515E-01   0.4319423E+00  -0.9870858E-01   0.2082139E+00   0.1162491E+01   0.9585642E+00   0.1457994E+01   0.9135689E+00   0.1190127E+01  -0.8280429E+00   0.6259251E+00   0.2862087E+00   0.2727869E+00  -0.1152054E+00  -0.1475635E+03   0.1780625E+03   0.4284276E+04  -0.9913486E+03   0.2060061E+04
   65.6000  -0.2016671E+00   0.1083286E+00   0.4659209E+00  -0.7890637E-01   0.1885485E+00   0.8935409E+00   0.1100037E+01   0.1518781E+01   0.9771446E+00   0.1144679E+01  -0.1385085E+01   0.6868381E+00   0.1910049E+00   0.1776626E+00  -0.2557957E+00  -0.2063292E+04   0.1114365E+04   0.4580882E+04  -0.8382366E+03   0.1882398E+04
   65.8000  -0.4119745E+00   0.2136850E+00   0.4679517E+00  -0.7568217E-01   0.1613509E+00   0.5866088E+00   0.1290517E+01   0.1544805E+01   0.9935500E+00   0.1083369E+01  -0.1114966E+01   0.9325044E+00  -0.8647754E-01  -0.3929326E-01  -0.1605643E+00  -0.4056821E+04   0.2099890E+04   0.4559830E+04  -0.8037372E+03   0.1650432E+04
   66.0000  -0.5844838E+00   0.3172005E+00   0.4227041E+00  -0.8452378E-01   0.1477626E+00   0.3620967E+00   0.1525623E+01   0.1485721E+01   0.9762210E+00   0.1070941E+01  -0.9698273E+00   0.7074354E+00  -0.3901742E+00   0.7713699E-03  -0.2846349E-01  -0.5758346E+04   0.2960446E+04   0.4113122E+04  -0.8796060E+03   0.1498868E+04
   66.2000  -0.7248803E+00   0.3444776E+00   0.3389394E+00  -0.8615106E-01   0.1358441E+00   0.1536687E+00   0.1595312E+01   0.1371595E+01   0.1001518E+01   0.1061730E+01  -0.7500661E+00  -0.1992729E+00  -0.6590680E+00  -0.6637444E-01  -0.8525752E-01  -0.7109593E+04   0.3181874E+04   0.3294080E+04  -0.9784609E+03   0.1372291E+04
   66.4000  -0.8068106E+00   0.2784519E+00   0.2166768E+00  -0.1254060E+00   0.1180326E+00   0.2658022E-01   0.1456781E+01   0.1176095E+01   0.9124956E+00   0.1030883E+01  -0.3405216E+00  -0.7124933E+00  -0.9015006E+00  -0.6620139E+00  -0.9173622E-01  -0.7902622E+04   0.2630437E+04   0.2151284E+04  -0.1354116E+04   0.1238941E+04
   66.6000  -0.8218687E+00   0.1713607E+00   0.8457438E-01  -0.1969796E+00   0.1134326E+00  -0.1006776E-01   0.1267845E+01   0.9687103E+00   0.7198301E+00   0.1033659E+01  -0.3511361E-01  -0.8703012E+00  -0.8002297E+00  -0.7643978E+00   0.2206273E+00  -0.8042356E+04   0.1646445E+04   0.9257024E+03  -0.1936593E+04   0.1218945E+04
   66.8000  -0.7819442E+00   0.4142192E-01  -0.2980127E-01  -0.2588655E+00   0.1404488E+00  -0.1443631E-01   0.1039283E+01   0.7989466E+00   0.5201356E+00   0.1139008E+01   0.2803182E+00  -0.9518002E+00  -0.5285200E+00  -0.6353316E+00   0.4635022E+00  -0.7548980E+04   0.4372169E+03  -0.1307408E+03  -0.2378274E+04   0.1400386E+04
   67.0000  -0.6450241E+00  -0.8128051E-01  -0.9171586E-01  -0.2518290E+00   0.1636269E+00   0.1511911E+00   0.8403171E+00   0.7546248E+00   0.4568542E+00   0.1244088E+01   0.1302686E+01  -0.7499968E+00   0.1201331E+00   0.3764138E+00   0.2645752E+00  -0.6169172E+04  -0.7250088E+03  -0.7619243E+03  -0.2224164E+04   0.1528213E+04
   67.2000  -0.4008553E+00  -0.1834265E+00  -0.9512650E-01  -0.1368481E+00   0.1521134E+00   0.5480790E+00   0.6720872E+00   0.8590738E+00   0.6614007E+00   0.1279742E+01   0.1822364E+01  -0.5670006E+00   0.4024805E+00   0.9828202E+00  -0.1175990E+00  -0.3898376E+04  -0.1668474E+04  -0.9524336E+03  -0.1219618E+04   0.1352723E+04
   67.4000  -0.1211137E+00  -0.2332890E+00  -0.9882870E-01   0.1011230E-01   0.8250472E-01   0.9933470E+00   0.6135399E+00   0.9424338E+00   0.8930738E+00   0.1176805E+01   0.1865670E+01   0.9953059E-01   0.3464220E-01   0.1001372E+01  -0.7000855E+00  -0.1279833E+04  -0.2151277E+04  -0.1110996E+04   0.1566277E+03   0.7135302E+03
   67.6000   0.1392905E+00  -0.2207613E+00  -0.1460723E+00   0.1689932E+00  -0.2590991E-01   0.1392553E+01   0.6962519E+00   0.8832222E+00   0.1142964E+01   0.9791951E+00   0.1416463E+01   0.3731760E+00  -0.4488772E+00   0.1107018E+01  -0.7345481E+00   0.1184763E+04  -0.2104486E+04  -0.1546941E+04   0.1675638E+04  -0.2369338E+03
   67.8000   0.3358021E+00  -0.1856147E+00  -0.2145078E+00   0.3254862E+00  -0.1186191E+00   0.1655359E+01   0.7959378E+00   0.7521821E+00   0.1399030E+01   0.8371195E+00   0.8948897E+00   0.4988372E+00  -0.5053852E+00   0.1014571E+01  -0.4672446E+00   0.3079906E+04  -0.1780252E+04  -0.2128383E+04   0.3140410E+04  -0.1112122E+04
   68.0000   0.4520518E+00  -0.1283984E+00  -0.2705052E+00   0.4478197E+00  -0.1809072E+00   0.1781334E+01   0.9380221E+00   0.6319231E+00   0.1605437E+01   0.7700055E+00   0.8795721E-01   0.7154239E+00  -0.3801605E+00   0.5632663E+00  -0.2184556E+00   0.4208508E+04  -0.1243467E+04  -0.2592708E+04   0.4262647E+04  -0.1768215E+04
   68.2000   0.4592915E+00  -0.4673291E-01  -0.2869044E+00   0.4906285E+00  -0.2275353E+00   0.1673978E+01   0.1156394E+01   0.5839286E+00   0.1638770E+01   0.7262283E+00  -0.6880412E+00   0.9435458E+00   0.9390341E-01  -0.1510870E+00  -0.3168461E+00   0.4403126E+04  -0.5734591E+03  -0.2706881E+04   0.4719742E+04  -0.2272717E+04
   68.4000   0.4037853E+00   0.1573909E-01  -0.2470984E+00   0.4667672E+00  -0.2755713E+00   0.1467168E+01   0.1361114E+01   0.6584794E+00   0.1548561E+01   0.6373471E+00  -0.8002692E+00   0.3285039E+00   0.4504735E+00  -0.4041911E+00  -0.3178791E+00   0.3997665E+04  -0.1453700E+03  -0.2341274E+04   0.4583250E+04  -0.2715236E+04
   68.6000   0.3372093E+00  -0.2540674E-01  -0.1684535E+00   0.4135401E+00  -0.3024335E+00   0.1287137E+01   0.1303785E+01   0.7981730E+00   0.1437626E+01   0.5777141E+00  -0.7015792E+00  -0.7384107E+00   0.7769350E+00  -0.4583241E+00  -0.2292878E+00   0.3401562E+04  -0.5282779E+03  -0.1613581E+04   0.4121583E+04  -0.2947330E+04
   68.8000   0.2667767E+00  -0.1523416E+00  -0.5694918E-01   0.3480263E+00  -0.3087637E+00   0.1114873E+01   0.1042231E+01   0.1025554E+01   0.1336303E+01   0.5146775E+00  -0.6813380E+00  -0.1152262E+01   0.8670138E+00  -0.3782380E+00  -0.4201592E-01   0.2772417E+04  -0.1614796E+04  -0.6410859E+03   0.3502497E+04  -0.2918399E+04
   69.0000   0.2153345E+00  -0.2900493E+00   0.2622616E-01   0.2807643E+00  -0.2547247E+00   0.9907197E+00   0.7793877E+00   0.1167312E+01   0.1263222E+01   0.5778147E+00  -0.2106762E+00  -0.9940881E+00   0.3176018E+00  -0.2857624E+00   0.6094387E+00   0.2325562E+04  -0.2873606E+04   0.1439924E+03   0.2830500E+04  -0.2367668E+04
   69.2000   0.2153197E+00  -0.4118305E+00   0.6591121E-01   0.2155111E+00  -0.1403848E+00   0.1008689E+01   0.5498084E+00   0.1197845E+01   0.1221833E+01   0.7666969E+00   0.2083119E+00  -0.9526682E+00   0.1741586E+00  -0.1801121E+00   0.9281836E+00   0.2286283E+04  -0.4010971E+04   0.5987935E+03   0.2137618E+04  -0.1302343E+04
   69.4000   0.2435415E+00  -0.5006459E+00   0.9751570E-01   0.1406442E+00   0.7662761E-02   0.1085022E+01   0.3601934E+00   0.1243837E+01   0.1178800E+01   0.1026620E+01   0.4003701E+00  -0.4531173E+00   0.1841050E+00  -0.3956003E+00   0.1154009E+01   0.2523388E+04  -0.4814203E+04   0.9025704E+03   0.1348399E+04   0.4932030E+02
   69.6000   0.2883170E+00  -0.5148001E+00   0.1103364E+00   0.3436757E-01   0.1499494E+00   0.1202432E+01   0.3340578E+00   0.1270467E+01   0.1048841E+01   0.1278540E+01   0.5550603E+00   0.2518809E-01  -0.5776770E-01  -0.5741907E+00   0.7885526E+00   0.2923497E+04  -0.4986039E+04   0.9931875E+03   0.3444830E+03   0.1341227E+04
   69.8000   0.3433486E+00  -0.4801435E+00   0.7978589E-01  -0.6492334E-01   0.2373802E+00   0.1362816E+01   0.3582727E+00   0.1201725E+01   0.9546099E+00   0.1397942E+01   0.6834600E+00   0.2900207E+00  -0.4558683E+00  -0.3126265E+00   0.2847609E+00   0.3375205E+04  -0.4647124E+04   0.7423433E+03  -0.6461573E+03   0.2190331E+04
   70.0000   0.3783738E+00  -0.3842097E+00   0.2070093E-01  -0.1559395E+00   0.2671984E+00   0.1506620E+01   0.4958192E+00   0.1068489E+01   0.8858497E+00   0.1400853E+01   0.2613652E+00   0.7606625E+00  -0.3905912E+00  -0.4764235E+00  -0.1689405E+00   0.3618543E+04  -0.3763049E+04   0.2798275E+03  -0.1600053E+04   0.2529968E+04
   70.2000   0.3440862E+00  -0.2559791E+00  -0.9158772E-02  -0.2590647E+00   0.2520880E+00   0.1488701E+01   0.6691174E+00   0.1040558E+01   0.7644202E+00   0.1318954E+01  -0.2715890E+00   0.6037467E+00   0.1396971E+00  -0.5530005E+00  -0.3677072E+00   0.3318678E+04  -0.2551409E+04  -0.2016355E+02  -0.2623083E+04   0.2449981E+04
   70.4000   0.2668928E+00  -0.1320391E+00  -0.5924479E-02  -0.3627211E+00   0.2162122E+00   0.1405463E+01   0.7750911E+00   0.1129266E+01   0.6252826E+00   0.1218097E+01  -0.3309965E+00   0.5679899E+00   0.2356642E+00  -0.7176617E+00  -0.4576577E+00   0.2613715E+04  -0.1262313E+04  -0.1412883E+03  -0.3631846E+04   0.2141542E+04
   70.6000   0.1784660E+00   0.1801229E-01  -0.3273433E-01  -0.4660171E+00   0.1653346E+00   0.1349436E+01   0.9332349E+00   0.1145118E+01   0.4385046E+00   0.1091675E+01  -0.2900022E+00   0.9144886E+00  -0.3085939E+00  -0.6854891E+00  -0.5105496E+00   0.1701760E+04   0.2428899E+03  -0.4964181E+03  -0.4557036E+04   0.1713387E+04
   70.8000   0.6203111E-01   0.1950197E+00  -0.1198343E+00  -0.5337839E+00   0.1211406E+00   0.1261602E+01   0.1166694E+01   0.9999959E+00   0.2961807E+00   0.9811836E+00  -0.6663841E+00   0.9549457E+00  -0.8097252E+00  -0.3762489E+00  -0.2024980E+00   0.5014477E+03   0.1936435E+04  -0.1291615E+04  -0.5105688E+04   0.1365813E+04
   71.0000  -0.9709064E-01   0.3536324E+00  -0.2315458E+00  -0.5272354E+00   0.1283340E+00   0.1079954E+01   0.1346360E+01   0.7880080E+00   0.2787413E+00   0.1020206E+01  -0.8325880E+00   0.7518569E+00  -0.7873601E+00   0.5422526E+00   0.4243191E+00  -0.1061901E+04   0.3519321E+04  -0.2285042E+04  -0.4970420E+04   0.1390226E+04
   71.2000  -0.2726675E+00   0.4999785E+00  -0.3203222E+00  -0.3979559E+00   0.1666820E+00   0.8883244E+00   0.1526393E+01   0.6334571E+00   0.5661587E+00   0.1148592E+01  -0.1065212E+01   0.8733697E+00  -0.5702382E+00   0.1421779E+01   0.3859033E+00  -0.2821241E+04   0.4970410E+04  -0.3120395E+04  -0.3897603E+04   0.1651850E+04
   71.4000  -0.4787686E+00   0.6315793E+00  -0.3817701E+00  -0.2398862E+00   0.1880697E+00   0.5932729E+00   0.1721349E+01   0.5113219E+00   0.8858485E+00   0.1225658E+01  -0.1315312E+01   0.7277332E+00  -0.3682642E+00   0.9445901E+00   0.2810812E+00  -0.4791314E+04   0.6222448E+04  -0.3685360E+04  -0.2534029E+04   0.1811509E+04
   71.6000  -0.6702855E+00   0.7201887E+00  -0.3945245E+00  -0.1344454E+00   0.1908377E+00   0.3182965E+00   0.1865496E+01   0.4819589E+00   0.1029236E+01   0.1281637E+01  -0.1089016E+01   0.4662141E+00   0.6880871E-01   0.4409413E+00   0.5932114E-02  -0.6638155E+04   0.7056620E+04  -0.3813108E+04  -0.1484694E+04   0.1784622E+04
   71.8000  -0.8283117E+00   0.7480488E+00  -0.3632777E+00  -0.6387785E-01   0.1474551E+00   0.7339237E-01   0.1926290E+01   0.5174531E+00   0.1088456E+01   0.1223302E+01  -0.9905488E+00   0.3877363E-01   0.2428320E+00   0.2053950E+00  -0.3985177E+00  -0.8153354E+04   0.7315882E+04  -0.3513112E+04  -0.7288242E+03   0.1394105E+04
   72.0000  -0.9338374E+00   0.7139018E+00  -0.2889551E+00  -0.1457300E-01   0.7512100E-01  -0.1164910E+00   0.1909269E+01   0.6222045E+00   0.1105622E+01   0.1107092E+01  -0.5470424E+00  -0.2079046E+00   0.6463433E+00   0.5867001E-01  -0.4728062E+00  -0.9135796E+04   0.6954559E+04  -0.2810260E+04  -0.1812331E+03   0.7625829E+03
   72.2000  -0.9581487E+00   0.6178038E+00  -0.1832620E+00   0.2209652E-01   0.4281275E-02  -0.1862040E+00   0.1823732E+01   0.7811240E+00   0.1101738E+01   0.1006099E+01  -0.3063312E-01  -0.7533872E+00   0.5755457E+00   0.8161426E-01  -0.2603433E+00  -0.9353941E+04   0.5953274E+04  -0.1814498E+04   0.2470272E+03   0.1233160E+03
   72.4000  -0.8950124E+00   0.4369313E+00  -0.7879748E-01   0.6743839E-01  -0.3761565E-01  -0.1300445E+00   0.1574385E+01   0.8978044E+00   0.1142146E+01   0.9986131E+00   0.5068639E+00  -0.1322865E+01   0.6281064E+00   0.3142539E+00   0.7945189E-01  -0.8739270E+04   0.4205139E+04  -0.7512953E+03   0.7027413E+03  -0.3289367E+03
   72.6000  -0.7526636E+00   0.2000587E+00   0.4390332E-01   0.1269918E+00  -0.6239941E-01   0.3153012E-01   0.1231155E+01   0.1067056E+01   0.1249564E+01   0.1046693E+01   0.8942788E+00  -0.1597435E+01   0.7872490E+00   0.4480815E+00   0.1122863E+00  -0.7350584E+04   0.1942892E+04   0.4390775E+03   0.1200813E+04  -0.6739625E+03
   72.8000  -0.5426030E+00  -0.6015564E-01   0.1703599E+00   0.1638008E+00  -0.1032414E+00   0.2802133E+00   0.8407084E+00   0.1256819E+01   0.1328618E+01   0.1059861E+01   0.1301733E+01  -0.1627059E+01   0.7683747E+00  -0.3598643E-01  -0.1880862E+00  -0.5305907E+04  -0.5169190E+03   0.1618542E+04   0.1483008E+04  -0.1150902E+04
   73.0000  -0.2782174E+00  -0.2957883E+00   0.2711040E+00   0.1327349E+00  -0.1808669E+00   0.6141225E+00   0.4983008E+00   0.1408139E+01   0.1228968E+01   0.9755824E+00   0.1459477E+01  -0.1195744E+01   0.3772240E+00  -0.5004446E+00  -0.5135480E+00  -0.2770485E+04  -0.2752623E+04   0.2543999E+04   0.1275278E+04  -0.1917451E+04
