## This file was generated by InflowWind_Driver on 20-Apr-2023 at 21:01:51.
## This file contains the wind velocity at the 2205 points specified in the file ./Points.inp.
# 
# 
# 
# 
               T                  X                  Y                  Z                  U                  V                  W
             (s)                (m)                (m)                (m)              (m/s)              (m/s)              (m/s)
     30.00000000        -4.00000000       -70.00000000        20.00000000         9.54630159         0.02441362         1.74220508
     30.00000000        -4.00000000       -70.00000000        27.00000000         9.58444406        -0.01725996         1.75383968
     30.00000000        -4.00000000       -70.00000000        34.00000000         9.64437321         0.05822078         1.55474301
     30.00000000        -4.00000000       -70.00000000        41.00000000        10.02542479        -0.09973994         1.60226542
     30.00000000        -4.00000000       -70.00000000        48.00000000        10.32643284        -0.35545964         1.62872022
     30.00000000        -4.00000000       -70.00000000        55.00000000        10.59960253        -0.48869903         1.55649392
     30.00000000        -4.00000000       -70.00000000        62.00000000        10.88976838        -0.87616975         1.47392596
     30.00000000        -4.00000000       -70.00000000        69.00000000        11.15500243        -0.61021202         1.54872880
     30.00000000        -4.00000000       -70.00000000        76.00000000        11.47792803        -0.40220739         1.65899037
     30.00000000        -4.00000000       -70.00000000        83.00000000        11.94702498        -0.35630472         1.43750115
     30.00000000        -4.00000000       -70.00000000        90.00000000        12.23594766        -0.39522077         1.43667295
     30.00000000        -4.00000000       -70.00000000        97.00000000        11.96991734        -0.60007902         1.15362764
     30.00000000        -4.00000000       -70.00000000       104.00000000        11.78298768        -0.87922433         1.12515870
     30.00000000        -4.00000000       -70.00000000       111.00000000        11.64571596        -0.99202417         0.99144435
     30.00000000        -4.00000000       -70.00000000       118.00000000        11.32255804        -1.24343496         1.03911426
     30.00000000        -4.00000000       -70.00000000       125.00000000        11.19016637        -1.29037677         1.09556628
     30.00000000        -4.00000000       -70.00000000       132.00000000        11.17419234        -1.28584990         1.14453203
     30.00000000        -4.00000000       -70.00000000       139.00000000        11.13735012        -1.10837394         1.11234101
     30.00000000        -4.00000000       -70.00000000       146.00000000        10.99572362        -1.03657631         0.97249812
     30.00000000        -4.00000000       -70.00000000       153.00000000        10.91395896        -1.10684162         1.29714969
     30.00000000        -4.00000000       -70.00000000       160.00000000        10.69762887        -1.02343011         1.43472052
     30.00000000        -2.00000000       -70.00000000        20.00000000         9.31005297         0.19180560         1.60147897
     30.00000000        -2.00000000       -70.00000000        27.00000000         9.58257357         0.13312843         1.55017914
     30.00000000        -2.00000000       -70.00000000        34.00000000         9.87510889        -0.02080117         1.64239356
     30.00000000        -2.00000000       -70.00000000        41.00000000        10.08971682        -0.15181799         1.61189105
