
These predictions were generated by HydroDyn on 10-Jul-2022 at 11:37:13.




    Time                       HydroFxi                       HydroFyi                       HydroFzi                       HydroMxi                       HydroMyi                       HydroMzi                        M1N1Vxi                        M1N1Vzi                        M1N1Axi                        M1N1Azi                       M1N1FDxi                       M1N1FDzi                       M1N1FIxi                       M1N1FIzi
   (sec)                            (N)                            (N)                            (N)                          (N-m)                          (N-m)                          (N-m)                          (m/s)                          (m/s)                        (m/s^2)                        (m/s^2)                          (N/m)                          (N/m)                          (N/m)                          (N/m)
    9.2500                      1.81717992E+06                      7.68428290E-10                      9.04231327E+06                      3.35657936E-08                     -3.29657530E+07                     -3.81144769E-08                      1.25498235E+00                     -5.05969375E-02                     -4.03172374E-02                     -6.21770918E-01                      1.27064418E+03                     -8.01788030E+02                      2.48317871E+03                     -1.56690835E+03
    9.2750                      1.78203133E+06                      6.78873190E-10                      9.04193163E+06                      2.76113553E-08                     -3.22411431E+07                     -3.81517734E-08                      1.25243351E+00                     -6.60148429E-02                     -5.26027250E-02                     -6.20508112E-01                      1.28486222E+03                     -8.10759743E+02                      2.39089639E+03                     -1.50867736E+03
    9.3000                      1.74695454E+06                      6.77030047E-10                      9.04154369E+06                      4.12670985E-08                     -3.15179909E+07                     -3.86175467E-08                      1.24988456E+00                     -8.14333363E-02                     -6.48886813E-02                     -6.19245257E-01                      1.29915991E+03                     -8.19781717E+02                      2.29861055E+03                     -1.45044416E+03
    9.3250                      1.71195229E+06                      9.75971691E-10                      9.04114936E+06                      3.74394312E-08                     -3.07963518E+07                     -3.85212695E-08                      1.24733572E+00                     -9.68512417E-02                     -7.71741690E-02                     -6.17982451E-01                      1.31353616E+03                     -8.28853264E+02                      2.20632823E+03                     -1.39221318E+03
    9.3500                      1.67702197E+06                      7.08282174E-10                      9.04074849E+06                      2.53518780E-08                     -3.00761713E+07                     -3.85871890E-08                      1.24478677E+00                     -1.12269735E-01                     -8.94601253E-02                     -6.16719596E-01                      1.32799208E+03                     -8.37975076E+02                      2.11404239E+03                     -1.33397997E+03
    9.3750                      1.64216630E+06                      8.82486358E-10                      9.04034095E+06                      3.87344022E-08                     -2.93575046E+07                     -3.86400981E-08                      1.24223793E+00                     -1.27687640E-01                     -1.01745613E-01                     -6.15456790E-01                      1.34252654E+03                     -8.47146457E+02                      2.02176007E+03                     -1.27574899E+03
    9.4000                      1.60738404E+06                      9.72908819E-10                      9.03992653E+06                      4.21483380E-08                     -2.86403245E+07                     -4.09819748E-08                      1.23968908E+00                     -1.43105546E-01                     -1.14031101E-01                     -6.14193983E-01                      1.35714012E+03                     -8.56367754E+02                      1.92947775E+03                     -1.21751801E+03
    9.4250                      1.57267390E+06                      8.25023643E-10                      9.03950511E+06                      3.04918636E-08                     -2.79246041E+07                     -3.66425640E-08                      1.23714014E+00                     -1.58524039E-01                     -1.26317057E-01                     -6.12931129E-01                      1.37183336E+03                     -8.65639323E+02                      1.83719191E+03                     -1.15928480E+03
    9.4500                      1.53803858E+06                      9.07694059E-10                      9.03907660E+06                      3.28805779E-08                     -2.72103981E+07                     -3.76278869E-08                      1.23459129E+00                     -1.73941945E-01                     -1.38602545E-01                     -6.11668322E-01                      1.38660514E+03                     -8.74960455E+02                      1.74490960E+03                     -1.10105382E+03
    9.4750                      1.50347549E+06                      7.70813535E-10                      9.03864089E+06                      3.81680150E-08                     -2.64976525E+07                     -3.79748316E-08                      1.23204235E+00                     -1.89360438E-01                     -1.50888501E-01                     -6.10405468E-01                      1.40145660E+03                     -8.84331861E+02                      1.65262376E+03                     -1.04282062E+03
    9.5000                      1.46898729E+06                      8.33372000E-10                      9.03819789E+06                      2.46415087E-08                     -2.57864216E+07                     -3.79991177E-08                      1.22949350E+00                     -2.04778343E-01                     -1.63173988E-01                     -6.09142661E-01                      1.41638660E+03                     -8.93752827E+02                      1.56034144E+03                     -9.84589635E+02
    9.5250                      1.42963724E+06                      7.53845771E-10                      9.03725456E+06                      4.03685118E-08                     -2.49933105E+07                     -3.83425930E-08                      1.22391728E+00                     -2.19692021E-01                     -1.75057687E-01                     -6.06379974E-01                      1.42439232E+03                     -8.98804509E+02                      1.46421718E+03                     -9.23934354E+02
    9.5500                      1.39033262E+06                      1.02961259E-09                      9.03630829E+06                      2.91066869E-08                     -2.42012271E+07                     -3.92281693E-08                      1.21834086E+00                     -2.34606267E-01                     -1.86941840E-01                     -6.03617182E-01                      1.43242091E+03                     -9.03870621E+02                      1.36808925E+03                     -8.63276760E+02
    9.5750                      1.35107647E+06                      6.43528199E-10                      9.03535904E+06                      3.08804417E-08                     -2.34102318E+07                     -4.00356831E-08                      1.21276464E+00                     -2.49519944E-01                     -1.98825538E-01                     -6.00854495E-01                      1.44047176E+03                     -9.08950776E+02                      1.27196500E+03                     -8.02621479E+02
    9.6000                      1.31186582E+06                      7.60730454E-10                      9.03440665E+06                      3.19438272E-08                     -2.26202645E+07                     -3.80320775E-08                      1.20718821E+00                     -2.64434190E-01                     -2.10709691E-01                     -5.98091703E-01                      1.44854547E+03                     -9.14045362E+02                      1.17583707E+03                     -7.41963885E+02
    9.6250                      1.27270370E+06                      6.62393317E-10                      9.03345107E+06                      3.01856850E-08                     -2.18313856E+07                     -3.71950192E-08                      1.20161200E+00                     -2.79347867E-01                     -2.22593389E-01                     -5.95329016E-01                      1.45664143E+03                     -9.19153991E+02                      1.07971282E+03                     -6.81308604E+02
    9.6500                      1.23358865E+06                      7.00015133E-10                      9.03249219E+06                      3.35588548E-08                     -2.10435649E+07                     -3.85143306E-08                      1.19603578E+00                     -2.94261544E-01                     -2.34477088E-01                     -5.92566330E-01                      1.46475996E+03                     -9.24276856E+02                      9.83588558E+02                     -6.20653324E+02
    9.6750                      1.19451919E+06                      1.03698517E-09                      9.03152986E+06                      3.09706473E-08                     -2.02567726E+07                     -4.04875786E-08                      1.19045935E+00                     -3.09175790E-01                     -2.46361241E-01                     -5.89803538E-01                      1.47290136E+03                     -9.29414153E+02                      8.87460633E+02                     -5.59995729E+02
    9.7000                      1.15549834E+06                      7.88919711E-10                      9.03056406E+06                      3.80595948E-08                     -1.94710687E+07                     -3.81847332E-08                      1.18488314E+00                     -3.24089467E-01                     -2.58244939E-01                     -5.87040851E-01                      1.48106501E+03                     -9.34565491E+02                      7.91336376E+02                     -4.99340449E+02
    9.7250                      1.11652315E+06                      8.12663738E-10                      9.02959462E+06                      4.09938796E-08                     -1.86863933E+07                     -3.87242322E-08                      1.17930671E+00                     -3.39003713E-01                     -2.70129092E-01                     -5.84278059E-01                      1.48925154E+03                     -9.39731263E+02                      6.95208451E+02                     -4.38682854E+02
    9.7500                      1.07759661E+06                      6.89932052E-10                      9.02862151E+06                      4.26158460E-08                     -1.79028063E+07                     -3.91249533E-08                      1.17373049E+00                     -3.53917390E-01                     -2.82012790E-01                     -5.81515372E-01                      1.49746031E+03                     -9.44911075E+02                      5.99084194E+02                     -3.78027574E+02
    9.7750                      1.03464378E+06                      7.11507676E-10                      9.02720104E+06                      3.35337013E-08                     -1.70545997E+07                     -3.94111284E-08                      1.16526419E+00                     -3.67959607E-01                     -2.93202080E-01                     -5.77320819E-01                      1.49830605E+03                     -9.45444745E+02                      5.01484868E+02                     -3.16441512E+02
    9.8000                      9.91720869E+05                      8.26595736E-10                      9.02578205E+06                      3.70881497E-08                     -1.62071394E+07                     -3.96939426E-08                      1.15679756E+00                     -3.82002359E-01                     -3.04391797E-01                     -5.73126105E-01                      1.49915207E+03                     -9.45978586E+02                      4.03881818E+02                     -2.54853100E+02
    9.8250                      9.48831170E+05                      8.37166707E-10                      9.02436456E+06                      3.11484565E-08                     -1.53604901E+07                     -3.74058423E-08                      1.14833125E+00                     -3.96044576E-01                     -3.15581087E-01                     -5.68931552E-01                      1.49999829E+03                     -9.46512557E+02                      3.06282492E+02                     -1.93267038E+02
    9.8500                      9.05971430E+05                      6.25909914E-10                      9.02294836E+06                      2.74543628E-08                     -1.45145871E+07                     -3.87537225E-08                      1.13986463E+00                     -4.10087329E-01                     -3.26770804E-01                     -5.64736839E-01                      1.50084477E+03                     -9.47046700E+02                      2.08679443E+02                     -1.31678626E+02
    9.8750                      8.63144937E+05                      1.14123121E-09                      9.02153346E+06                      2.33673543E-08                     -1.36694949E+07                     -3.93730187E-08                      1.13139832E+00                     -4.24129546E-01                     -3.37960094E-01                     -5.60542285E-01                      1.50169147E+03                     -9.47580973E+02                      1.11080117E+02                     -7.00925640E+01
    9.9000                      8.20350072E+05                      9.61145226E-10                      9.02011971E+06                      2.26647913E-08                     -1.28251812E+07                     -3.78377885E-08                      1.12293201E+00                     -4.38171763E-01                     -3.49149384E-01                     -5.56347732E-01                      1.50253840E+03                     -9.48115396E+02                      1.34807911E+01                     -8.50650177E+00
    9.9250                      7.77585221E+05                      1.01779479E-09                      9.01870695E+06                      3.63682394E-08                     -1.19816137E+07                     -3.77961551E-08                      1.11446539E+00                     -4.52214515E-01                     -3.60339101E-01                     -5.52153019E-01                      1.50338561E+03                     -9.48649991E+02                     -8.41222581E+01                      5.30819098E+01
    9.9500                      7.34853658E+05                      7.02779848E-10                      9.01729520E+06                      3.32769622E-08                     -1.11388567E+07                     -3.79713622E-08                      1.10599908E+00                     -4.66256732E-01                     -3.71528391E-01                     -5.47958466E-01                      1.50423302E+03                     -9.49184715E+02                     -1.81721584E+02                      1.14667972E+02
    9.9750                      6.92152138E+05                      9.06935117E-10                      9.01588425E+06                      3.13887157E-08                     -1.02968457E+07                     -3.81864679E-08                      1.09753245E+00                     -4.80299484E-01                     -3.82718108E-01                     -5.43763752E-01                      1.50508071E+03                     -9.49719611E+02                     -2.79324633E+02                      1.76256384E+02
   10.0000                      6.49483926E+05                      7.27174397E-10                      9.01447410E+06                      4.38067337E-08                     -9.45564486E+06                     -3.91162797E-08                      1.08906615E+00                     -4.94341701E-01                     -3.93907398E-01                     -5.39569199E-01                      1.50592860E+03                     -9.50254637E+02                     -3.76923959E+02                      2.37842446E+02
   10.0250                      6.03786918E+05                      6.49111841E-10                      9.01268427E+06                      2.21782014E-08                     -8.56946476E+06                     -3.83495319E-08                      1.07791828E+00                     -5.07166717E-01                     -4.04126780E-01                     -5.34046067E-01                      1.49936778E+03                     -9.46114704E+02                     -4.73595250E+02                      2.98842909E+02
   10.0500                      5.58116800E+05                      1.01329535E-09                      9.01090034E+06                      4.67939275E-08                     -7.68392661E+06                     -3.67501168E-08                      1.06676998E+00                     -5.19992223E-01                     -4.14346552E-01                     -5.28522723E-01                      1.49282104E+03                     -9.41983652E+02                     -5.70270229E+02                      3.59845700E+02
   10.0750                      5.12477062E+05                      8.82106888E-10                      9.00912235E+06                      3.05838040E-08                     -6.79909778E+06                     -4.01501749E-08                      1.05562211E+00                     -5.32817239E-01                     -4.24565935E-01                     -5.22999591E-01                      1.48628887E+03                     -9.37861795E+02                     -6.66941519E+02                      4.20846163E+02
   10.1000                      4.66864230E+05                      8.53375530E-10                      9.00735006E+06                      9.68732500E-09                     -5.91491059E+06                     -3.81136095E-08                      1.04447381E+00                     -5.45642744E-01                     -4.34785707E-01                     -5.17476248E-01                      1.47977078E+03                     -9.33748819E+02                     -7.63616498E+02                      4.81848954E+02
   10.1250                      4.21281788E+05                      9.33498071E-10                      9.00558351E+06                      4.16487377E-08                     -5.03143229E+06                     -3.79973830E-08                      1.03332594E+00                     -5.58467761E-01                     -4.45005089E-01                     -5.11953115E-01                      1.47326726E+03                     -9.29645038E+02                     -8.60287788E+02                      5.42849417E+02
   10.1500                      3.75728001E+05                      7.19801822E-10                      9.00382251E+06                      1.75768474E-08                     -4.14862892E+06                     -3.82350401E-08                      1.02217807E+00                     -5.71292777E-01                     -4.55224471E-01                     -5.06429983E-01                      1.46677806E+03                     -9.25550295E+02                     -9.56959079E+02                      6.03849881E+02
   10.1750                      3.30201135E+05                      6.74536382E-10                      9.00206690E+06                      2.68593527E-08                     -3.26646660E+06                     -3.98691768E-08                      1.01102977E+00                     -5.84118282E-01                     -4.65444243E-01                     -5.00906640E-01                      1.46030294E+03                     -9.21464434E+02                     -1.05363406E+03                      6.64852671E+02
   10.2000                      2.84704664E+05                      7.57152587E-10                      9.00031669E+06                      4.09175517E-08                     -2.38501238E+06                     -3.95378175E-08                      9.99881901E-01                     -5.96943298E-01                     -4.75663626E-01                     -4.95383507E-01                      1.45384239E+03                     -9.17387767E+02                     -1.15030535E+03                      7.25853135E+02
   10.2250                      2.39235116E+05                      7.70108803E-10                      8.99857165E+06                      3.22734247E-08                     -1.50419875E+06                     -3.83131027E-08                      9.88733604E-01                     -6.09768804E-01                     -4.85883398E-01                     -4.89860164E-01                      1.44739591E+03                     -9.13319983E+02                     -1.24698033E+03                      7.86855925E+02
   10.2500                      1.93795964E+05                      6.34366691E-10                      8.99683179E+06                      3.26854215E-08                     -6.24092685E+05                     -3.96610370E-08                      9.77585733E-01                     -6.22593820E-01                     -4.96102780E-01                     -4.84337032E-01                      1.44096401E+03                     -9.09261392E+02                     -1.34365162E+03                      8.47856389E+02
   10.2750                      1.46470521E+05                      7.36823796E-10                      8.99478907E+06                      4.27927878E-08                      2.79297880E+05                     -3.97356030E-08                      9.64030729E-01                     -6.33885813E-01                     -5.05100617E-01                     -4.77621321E-01                      1.42747475E+03                     -9.00749546E+02                     -1.43701447E+03                      9.06769198E+02
   10.3000                      9.91816405E+04                      8.65572804E-10                      8.99275666E+06                      3.40124849E-08                      1.18196380E+06                     -4.00166011E-08                      9.50475208E-01                     -6.45178237E-01                     -5.14098796E-01                     -4.70905354E-01                      1.41404841E+03                     -8.92277406E+02                     -1.53038089E+03                      9.65684255E+02
   10.3250                      5.19328847E+04                      8.76035355E-10                      8.99073454E+06                      3.43802463E-08                      2.08383654E+06                     -3.95812127E-08                      9.36920204E-01                     -6.56470230E-01                     -5.23096633E-01                     -4.64189643E-01                      1.40068603E+03                     -8.83845618E+02                     -1.62374374E+03                      1.02459706E+03
   10.3500                      4.72063999E+03                      9.01459896E-10                      8.98872243E+06                      3.68825849E-08                      2.98498528E+06                     -4.02959187E-08                      9.23364683E-01                     -6.67762654E-01                     -5.32094813E-01                     -4.57473676E-01                      1.38738657E+03                     -8.75453540E+02                     -1.71711015E+03                      1.08351212E+03
   10.3750                     -4.24515020E+04                      8.83678981E-10                      8.98672037E+06                      2.57950998E-08                      3.88534164E+06                     -3.77683995E-08                      9.09809679E-01                     -6.79054648E-01                     -5.41092649E-01                     -4.50757965E-01                      1.37415105E+03                     -8.67101811E+02                     -1.81047301E+03                      1.14242493E+03
   10.4000                     -8.95853552E+04                      8.74083791E-10                      8.98472814E+06                      2.80363626E-08                      4.78494040E+06                     -3.82939936E-08                      8.96254675E-01                     -6.90346641E-01                     -5.50090486E-01                     -4.44042255E-01                      1.36097898E+03                     -8.58790110E+02                     -1.90383586E+03                      1.20133774E+03
   10.4250                     -1.36682730E+05                      6.56918096E-10                      8.98274555E+06                      2.75627831E-08                      5.68381628E+06                     -3.83460624E-08                      8.82699154E-01                     -7.01639065E-01                     -5.59088665E-01                     -4.37326288E-01                      1.34786984E+03                     -8.50518123E+02                     -1.99720228E+03                      1.26025280E+03
   10.4500                     -1.83740050E+05                      6.69820102E-10                      8.98077261E+06                      3.26264409E-08                      6.58190113E+06                     -3.81674130E-08                      8.69144150E-01                     -7.12931058E-01                     -5.68086502E-01                     -4.30610577E-01                      1.33482463E+03                     -8.42286481E+02                     -2.09056513E+03                      1.31916561E+03
   10.4750                     -2.30760923E+05                      8.72565908E-10                      8.97880903E+06                      3.94083423E-08                      7.47926395E+06                     -3.63146877E-08                      8.55588629E-01                     -7.24223482E-01                     -5.77084682E-01                     -4.23894610E-01                      1.32184237E+03                     -8.34094555E+02                     -2.18393155E+03                      1.37808066E+03
   10.5000                     -2.77741785E+05                      8.91485236E-10                      8.97685483E+06                      3.72754998E-08                      8.37583676E+06                     -3.65558278E-08                      8.42033625E-01                     -7.35515475E-01                     -5.86082518E-01                     -4.17178899E-01                      1.30892404E+03                     -8.25942971E+02                     -2.27729440E+03                      1.43699347E+03
   10.5250                     -3.25352503E+05                      8.46002955E-10                      8.97467779E+06                      4.03693791E-08                      9.27247350E+06                     -3.81778078E-08                      8.26405305E-01                     -7.44996445E-01                     -5.93637244E-01                     -4.09435969E-01                      1.28966298E+03                     -8.13789065E+02                     -2.36504987E+03                      1.49236797E+03
   10.5500                     -3.72905127E+05                      5.60695154E-10                      8.97251470E+06                      3.34061991E-08                      1.01681243E+07                     -3.63910223E-08                      8.10776389E-01                     -7.54477776E-01                     -6.01192258E-01                     -4.01692743E-01                      1.27054395E+03                     -8.01724788E+02                     -2.45280869E+03                      1.54774459E+03
   10.5750                     -4.20396057E+05                      9.83371370E-10                      8.97036557E+06                      2.90589821E-08                      1.10627215E+07                     -3.86288291E-08                      7.95148069E-01                     -7.63958745E-01                     -6.08746984E-01                     -3.93949812E-01                      1.25156843E+03                     -7.89751060E+02                     -2.54056417E+03                      1.60311909E+03
   10.6000                     -4.67828952E+05                      7.01207755E-10                      8.96823008E+06                      4.12350061E-08                      1.19563338E+07                     -3.61082556E-08                      7.79519153E-01                     -7.73440077E-01                     -6.16301998E-01                     -3.86206586E-01                      1.23273496E+03                     -7.77866969E+02                     -2.62832299E+03                      1.65849571E+03
   10.6250                     -5.15200230E+05                      1.00131492E-09                      8.96610824E+06                      2.01954125E-08                      1.28488939E+07                     -3.66182779E-08                      7.63890833E-01                     -7.82921046E-01                     -6.23856723E-01                     -3.78463656E-01                      1.21404498E+03                     -7.66073420E+02                     -2.71607846E+03                      1.71387021E+03
   10.6500                     -5.62511742E+05                      8.30986755E-10                      8.96399978E+06                      2.63623544E-08                      1.37404364E+07                     -3.99975056E-08                      7.48262513E-01                     -7.92402015E-01                     -6.31411449E-01                     -3.70720725E-01                      1.19549776E+03                     -7.54369958E+02                     -2.80383394E+03                      1.76924471E+03
   10.6750                     -6.09765336E+05                      8.87582109E-10                      8.96190446E+06                      3.54349582E-08                      1.46309962E+07                     -3.99125220E-08                      7.32633597E-01                     -8.01883347E-01                     -6.38966463E-01                     -3.62977499E-01                      1.17709261E+03                     -7.42756143E+02                     -2.89159276E+03                      1.82462132E+03
   10.7000                     -6.56957457E+05                      8.02580658E-10                      8.95982226E+06                      3.17200479E-08                      1.55205060E+07                     -3.83582038E-08                      7.17005277E-01                     -8.11364316E-01                     -6.46521189E-01                     -3.55234569E-01                      1.15883094E+03                     -7.31232860E+02                     -2.97934823E+03                      1.87999583E+03
   10.7250                     -7.04091763E+05                      1.17185992E-09                      8.95775282E+06                      3.01613988E-08                      1.64090346E+07                     -3.63736988E-08                      7.01376361E-01                     -8.20845647E-01                     -6.54076203E-01                     -3.47491343E-01                      1.14071134E+03                     -7.19799230E+02                     -3.06710705E+03                      1.93537244E+03
   10.7500                     -7.51164727E+05                      9.11759817E-10                      8.95569611E+06                      5.23710635E-08                      1.72965155E+07                     -3.82974902E-08                      6.85748041E-01                     -8.30326617E-01                     -6.61630929E-01                     -3.39748412E-01                      1.12273521E+03                     -7.08456126E+02                     -3.15486253E+03                      1.99074694E+03
   10.7750                     -7.97540964E+05                      9.49435842E-10                      8.95349408E+06                      3.43681033E-08                      1.81600349E+07                     -3.99749610E-08                      6.68431195E-01                     -8.37763047E-01                     -6.67556517E-01                     -3.31168920E-01                      1.09942367E+03                     -6.93746331E+02                     -3.23484976E+03                      2.04121961E+03
   10.8000                     -8.43828355E+05                      8.61778097E-10                      8.95130806E+06                      3.20028078E-08                      1.90221674E+07                     -3.83321846E-08                      6.51113688E-01                     -8.45199761E-01                     -6.73482332E-01                     -3.22589100E-01                      1.07635581E+03                     -6.79190302E+02                     -3.31484004E+03                      2.09169421E+03
   10.8250                     -8.90023454E+05                      7.83661330E-10                      8.94913799E+06                      3.18163250E-08                      1.98828488E+07                     -3.82315707E-08                      6.33796842E-01                     -8.52636191E-01                     -6.79407921E-01                     -3.14009607E-01                      1.05353339E+03                     -6.64789148E+02                     -3.39482728E+03                      2.14216688E+03
   10.8500                     -9.36131301E+05                      9.63747311E-10                      8.94698333E+06                      3.12603461E-08                      2.07422041E+07                     -3.82697346E-08                      6.16479335E-01                     -8.60072905E-01                     -6.85333736E-01                     -3.05429787E-01                      1.03095467E+03                     -6.50541770E+02                     -3.47481756E+03                      2.19264148E+03
   10.8750                     -9.82157059E+05                      7.25602304E-10                      8.94484364E+06                      3.05890082E-08                      2.16005124E+07                     -3.81604606E-08                      5.99162489E-01                     -8.67509335E-01                     -6.91259325E-01                     -2.96850294E-01                      1.00862137E+03                     -6.36449256E+02                     -3.55480479E+03                      2.24311415E+03
   10.9000                     -1.02810403E+06                      6.10568453E-10                      8.94271858E+06                      3.85539910E-08                      2.24578652E+07                     -3.81517734E-08                      5.81845643E-01                     -8.74945766E-01                     -6.97184913E-01                     -2.88270801E-01                      9.86532630E+02                     -6.22511060E+02                     -3.63479202E+03                      2.29358682E+03
   10.9250                     -1.07397410E+06                      9.55886845E-10                      8.94060781E+06                      3.16211686E-08                      2.33142974E+07                     -3.81708554E-08                      5.64528136E-01                     -8.82382479E-01                     -7.03110728E-01                     -2.79690981E-01                      9.64687616E+02                     -6.08726658E+02                     -3.71478231E+03                      2.34406141E+03
   10.9500                     -1.11976388E+06                      8.31312016E-10                      8.93851124E+06                      3.17590791E-08                      2.41697459E+07                     -3.81118748E-08                      5.47211290E-01                     -8.89818910E-01                     -7.09036317E-01                     -2.71111488E-01                      9.43087997E+02                     -5.95097102E+02                     -3.79476954E+03                      2.39453409E+03
   10.9750                     -1.16547702E+06                      8.27083627E-10                      8.93642844E+06                      3.87760356E-08                      2.50242785E+07                     -3.83946347E-08                      5.29893784E-01                     -8.97255624E-01                     -7.14962132E-01                     -2.62531668E-01                      9.21732124E+02                     -5.81621351E+02                     -3.87475982E+03                      2.44500868E+03
   11.0000                     -1.21111019E+06                      7.34763812E-10                      8.93435928E+06                      2.98699653E-08                      2.58778330E+07                     -3.81587123E-08                      5.12576938E-01                     -9.04692054E-01                     -7.20887721E-01                     -2.53952175E-01                      9.00621626E+02                     -5.68300436E+02                     -3.95474706E+03                      2.49548135E+03
   11.0250                     -1.25471425E+06                      6.21139425E-10                      8.93221436E+06                      2.99740487E-08                      2.66838608E+07                     -3.98777962E-08                      4.93997980E-01                     -9.09900872E-01                     -7.25038286E-01                     -2.44747375E-01                      8.75377645E+02                     -5.52371254E+02                     -4.02499665E+03                      2.53980949E+03
   11.0500                     -1.29820337E+06                      9.84347152E-10                      8.93008500E+06                      3.29959370E-08                      2.74884320E+07                     -3.81691206E-08                      4.75418313E-01                     -9.15109889E-01                     -7.29189010E-01                     -2.35542224E-01                      8.50491557E+02                     -5.36667906E+02                     -4.09524893E+03                      2.58413931E+03
   11.0750                     -1.34157444E+06                      9.01893577E-10                      8.92797108E+06                      3.36308458E-08                      2.82914889E+07                     -3.81743248E-08                      4.56839355E-01                     -9.20318707E-01                     -7.33339576E-01                     -2.26337424E-01                      8.25965259E+02                     -5.21191589E+02                     -4.16549852E+03                      2.62846744E+03
   11.1000                     -1.38483111E+06                      7.92605998E-10                      8.92587218E+06                      2.99315480E-08                      2.90931042E+07                     -3.66755237E-08                      4.38259688E-01                     -9.25527724E-01                     -7.37490300E-01                     -2.17132273E-01                      8.01796882E+02                     -5.05941123E+02                     -4.23575079E+03                      2.67279727E+03
   11.1250                     -1.42797039E+06                      7.27933339E-10                      8.92378819E+06                      2.92298523E-08                      2.98932256E+07                     -3.80389893E-08                      4.19680730E-01                     -9.30736542E-01                     -7.41640866E-01                     -2.07927473E-01                      7.77988268E+02                     -4.90917672E+02                     -4.30600039E+03                      2.71712540E+03
   11.1500                     -1.47099423E+06                      9.52146348E-10                      8.92171871E+06                      4.21882367E-08                      3.06918908E+07                     -3.83425930E-08                      4.01101771E-01                     -9.35945360E-01                     -7.45791432E-01                     -1.98722673E-01                      7.54538490E+02                     -4.76120648E+02                     -4.37624998E+03                      2.76145353E+03
   11.1750                     -1.51390488E+06                      9.01947787E-10                      8.91966353E+06                      3.63274734E-08                      3.14891539E+07                     -3.82628228E-08                      3.82522104E-01                     -9.41154377E-01                     -7.49942156E-01                     -1.89517522E-01                      7.31446672E+02                     -4.61549501E+02                     -4.44650226E+03                      2.80578336E+03
   11.2000                     -1.55669942E+06                      1.05075454E-09                      8.91762245E+06                      3.33654331E-08                      3.22849625E+07                     -4.00408873E-08                      3.63943146E-01                     -9.46363195E-01                     -7.54092721E-01                     -1.80312722E-01                      7.08714577E+02                     -4.47205343E+02                     -4.51675185E+03                      2.85011149E+03
   11.2250                     -1.59938158E+06                      1.05715133E-09                      8.91559504E+06                      3.36386520E-08                      3.30793915E+07                     -4.01068068E-08                      3.45363479E-01                     -9.51572212E-01                     -7.58243445E-01                     -1.71107570E-01                      6.86340471E+02                     -4.33087078E+02                     -4.58700413E+03                      2.89444131E+03
   11.2500                     -1.64194874E+06                      8.24318912E-10                      8.91358122E+06                      2.85541775E-08                      3.38724017E+07                     -4.01536443E-08                      3.26784521E-01                     -9.56781030E-01                     -7.62394011E-01                     -1.61902770E-01                      6.64326060E+02                     -4.19195785E+02                     -4.65725372E+03                      2.93876945E+03
   11.2750                     -1.68118407E+06                      1.03194363E-09                      8.91155170E+06                      3.45181568E-08                      3.45947310E+07                     -3.83686138E-08                      3.07400916E-01                     -9.59633980E-01                     -7.64667327E-01                     -1.52299319E-01                      6.39456740E+02                     -4.03503018E+02                     -4.71603571E+03                      2.97586141E+03
   11.3000                     -1.72026626E+06                      8.65193334E-10                      8.90953615E+06                      3.87534842E-08                      3.53150962E+07                     -4.03566069E-08                      2.88016571E-01                     -9.62487040E-01                     -7.66940730E-01                     -1.42695501E-01                      6.15060918E+02                     -3.88109032E+02                     -4.77481993E+03                      3.01295480E+03
   11.3250                     -1.75919317E+06                      6.14580001E-10                      8.90753404E+06                      4.26670204E-08                      3.60334563E+07                     -4.01623179E-08                      2.68632965E-01                     -9.65339991E-01                     -7.69214047E-01                     -1.33092050E-01                      5.91140455E+02                     -3.73015002E+02                     -4.83360192E+03                      3.05004676E+03
   11.3500                     -1.79796839E+06                      8.56465506E-10                      8.90554469E+06                      2.40039978E-08                      3.67498791E+07                     -3.83252458E-08                      2.49248620E-01                     -9.68193050E-01                     -7.71487450E-01                     -1.23488232E-01                      5.67693525E+02                     -3.58219776E+02                     -4.89238614E+03                      3.08714014E+03
   11.3750                     -1.83658980E+06                      7.27770708E-10                      8.90356796E+06                      2.22666723E-08                      3.74643355E+07                     -4.01501749E-08                      2.29865015E-01                     -9.71046001E-01                     -7.73760766E-01                     -1.13884781E-01                      5.44721918E+02                     -3.43724483E+02                     -4.95116813E+03                      3.12423211E+03
   11.4000                     -1.87505944E+06                      7.09447692E-10                      8.90160322E+06                      3.83293443E-08                      3.81768615E+07                     -3.79279941E-08                      2.10481409E-01                     -9.73898951E-01                     -7.76034082E-01                     -1.04281329E-01                      5.22224730E+02                     -3.29528553E+02                     -5.00995011E+03                      3.16132408E+03
   11.4250                     -1.91337968E+06                      9.04549873E-10                      8.89965000E+06                      2.72175731E-08                      3.88875093E+07                     -3.96349620E-08                      1.91097064E-01                     -9.76752011E-01                     -7.78307485E-01                     -9.46775113E-02                      5.00201129E+02                     -3.15631461E+02                     -5.06873434E+03                      3.19841746E+03
