
These predictions were generated by HydroDyn on 10-Jul-2022 at 11:37:13.




    Time                       HydroFxi                       HydroFyi                       HydroFzi                       HydroMxi                       HydroMyi                       HydroMzi                        M1N1Vxi                        M1N1Vzi                        M1N1Axi                        M1N1Azi                       M1N1FDxi                       M1N1FDzi                       M1N1FIxi                       M1N1FIzi
   (sec)                            (N)                            (N)                            (N)                          (N-m)                          (N-m)                          (N-m)                          (m/s)                          (m/s)                        (m/s^2)                        (m/s^2)                          (N/m)                          (N/m)                          (N/m)                          (N/m)
    3.3750                     -2.64744931E+06                      1.11248630E-09                      8.73878962E+06                      3.03071156E-08                      5.11401484E+07                     -3.75632685E-08                     -1.10017353E+00                     -4.72451776E-01                     -3.76464844E-01                      5.45072138E-01                     -4.93552303E+02                      3.11435991E+02                     -5.08175035E+03                      3.20663068E+03
    3.4000                     -2.63213862E+06                      9.38566716E-10                      8.73673736E+06                      2.85220851E-08                      5.07824601E+07                     -3.76239838E-08                     -1.10960459E+00                     -4.58796831E-01                     -3.65584129E-01                      5.49744672E-01                     -5.16013620E+02                      3.25609286E+02                     -5.02579615E+03                      3.17132307E+03
    3.4250                     -2.61704474E+06                      8.96553881E-10                      8.73468521E+06                      1.11488295E-08                      5.04282664E+07                     -3.95837876E-08                     -1.11903555E+00                     -4.45142015E-01                     -3.54703519E-01                      5.54417160E-01                     -5.38974508E+02                      3.40097816E+02                     -4.96984248E+03                      3.13601579E+03
    3.4500                     -2.60216923E+06                      9.47253886E-10                      8.73263412E+06                      2.20984041E-08                      5.00776154E+07                     -4.03295019E-08                     -1.12846660E+00                     -4.31487069E-01                     -3.43822804E-01                      5.59089693E-01                     -5.62435405E+02                      3.54901855E+02                     -4.91388827E+03                      3.10070818E+03
    3.4750                     -2.58751379E+06                      8.61893293E-10                      8.73058513E+06                      3.71722838E-08                      4.97305531E+07                     -4.11042728E-08                     -1.13789756E+00                     -4.17832254E-01                     -3.32942194E-01                      5.63762182E-01                     -5.86395863E+02                      3.70021122E+02                     -4.85793460E+03                      3.06540091E+03
    3.5000                     -2.57307923E+06                      7.73368186E-10                      8.72853907E+06                      2.68827715E-08                      4.93871007E+07                     -3.97353591E-08                     -1.14732862E+00                     -4.04177308E-01                     -3.22061479E-01                      5.68434715E-01                     -6.10856340E+02                      3.85455905E+02                     -4.80198040E+03                      3.03009330E+03
    3.5250                     -2.55196332E+06                      8.92291612E-10                      8.72694889E+06                      2.76443151E-08                      4.89169239E+07                     -3.74679671E-08                     -1.15393456E+00                     -3.89527137E-01                     -3.10387756E-01                      5.71707583E-01                     -6.32751211E+02                      3.99271768E+02                     -4.73420226E+03                      2.98732468E+03
    3.5500                     -2.53103156E+06                      8.55875971E-10                      8.72536490E+06                      2.36665941E-08                      4.84498654E+07                     -3.90497096E-08                     -1.16054045E+00                     -3.74877105E-01                     -2.98714144E-01                      5.74980420E-01                     -6.55031377E+02                      4.13330755E+02                     -4.66642477E+03                      2.94455646E+03
    3.5750                     -2.51028414E+06                      8.52508168E-10                      8.72378770E+06                      3.05924776E-08                      4.79859298E+07                     -3.75323687E-08                     -1.16714640E+00                     -3.60226934E-01                     -2.87040421E-01                      5.78253287E-01                     -6.77697264E+02                      4.27633136E+02                     -4.59864664E+03                      2.90178785E+03
    3.6000                     -2.48972197E+06                      8.02914389E-10                      8.72221775E+06                      2.90581147E-08                      4.75251349E+07                     -3.66447324E-08                     -1.17375228E+00                     -3.45576902E-01                     -2.75366810E-01                      5.81526124E-01                     -7.00748438E+02                      4.42178636E+02                     -4.53086915E+03                      2.85901963E+03
    3.6250                     -2.46934506E+06                      6.46515685E-10                      8.72065544E+06                      2.47880929E-08                      4.70674795E+07                     -3.82738546E-08                     -1.18035823E+00                     -3.30926731E-01                     -2.63693087E-01                      5.84798992E-01                     -7.24185340E+02                      4.56967534E+02                     -4.46309102E+03                      2.81625101E+03
    3.6500                     -2.44915406E+06                      7.97108296E-10                      8.71910127E+06                      3.90770101E-08                      4.66129766E+07                     -3.95919192E-08                     -1.18696418E+00                     -3.16276560E-01                     -2.52019364E-01                      5.88071859E-01                     -7.48007751E+02                      4.71999693E+02                     -4.39531288E+03                      2.77348240E+03
    3.6750                     -2.42914946E+06                      6.00593793E-10                      8.71755559E+06                      3.33498206E-08                      4.61616356E+07                     -3.91685382E-08                     -1.19357006E+00                     -3.01626528E-01                     -2.40345752E-01                      5.91344696E-01                     -7.72215439E+02                      4.87274964E+02                     -4.32753539E+03                      2.73071418E+03
    3.7000                     -2.40933122E+06                      1.04740028E-09                      8.71601867E+06                      3.20054099E-08                      4.57134528E+07                     -4.00170348E-08                     -1.20017601E+00                     -2.86976357E-01                     -2.28672029E-01                      5.94617564E-01                     -7.96808866E+02                      5.02793640E+02                     -4.25975726E+03                      2.68794556E+03
    3.7250                     -2.38970001E+06                      7.88198039E-10                      8.71449097E+06                      3.28658327E-08                      4.52684429E+07                     -3.89715387E-08                     -1.20678190E+00                     -2.72326326E-01                     -2.16998418E-01                      5.97890400E-01                     -8.21787562E+02                      5.18555424E+02                     -4.19197977E+03                      2.64517735E+03
    3.7500                     -2.37025573E+06                      9.38227902E-10                      8.71297273E+06                      2.89592355E-08                      4.48266013E+07                     -3.90052574E-08                     -1.21338785E+00                     -2.57676154E-01                     -2.05324695E-01                      6.01163268E-01                     -8.47152004E+02                      5.34560617E+02                     -4.12420164E+03                      2.60240873E+03
    3.7750                     -2.34439097E+06                      7.48844888E-10                      8.71196020E+06                      2.85446365E-08                      4.42659246E+07                     -3.81041769E-08                     -1.21700599E+00                     -2.42391513E-01                     -1.93145398E-01                      6.02955861E-01                     -8.68672146E+02                      5.48140023E+02                     -4.04626832E+03                      2.55323210E+03
    3.8000                     -2.31867263E+06                      8.30071960E-10                      8.71095825E+06                      2.51142209E-08                      4.37078409E+07                     -3.82549895E-08                     -1.22062411E+00                     -2.27107018E-01                     -1.80966217E-01                      6.04748436E-01                     -8.90461998E+02                      5.61889618E+02                     -3.96833575E+03                      2.50405594E+03
    3.8250                     -2.29310042E+06                      9.52864632E-10                      8.70996710E+06                      3.68834523E-08                      4.31523425E+07                     -3.91249533E-08                     -1.22424225E+00                     -2.11822376E-01                     -1.68786920E-01                      6.06541029E-01                     -9.12521977E+02                      5.75809665E+02                     -3.89040244E+03                      2.45487932E+03
    3.8500                     -2.26767501E+06                      1.19877524E-09                      8.70898698E+06                      3.14268796E-08                      4.25994423E+07                     -3.93630441E-08                     -1.22786037E+00                     -1.96537881E-01                     -1.56607740E-01                      6.08333605E-01                     -9.34851662E+02                      5.89899899E+02                     -3.81246987E+03                      2.40570316E+03
    3.8750                     -2.24239614E+06                      7.45131496E-10                      8.70801823E+06                      2.99246091E-08                      4.20491338E+07                     -4.01473559E-08                     -1.23147851E+00                     -1.81253240E-01                     -1.44428443E-01                      6.10126197E-01                     -9.57451478E+02                      6.04160589E+02                     -3.73453656E+03                      2.35652653E+03
    3.9000                     -2.21726421E+06                      9.00348589E-10                      8.70706107E+06                      3.00252230E-08                      4.15014248E+07                     -3.61141238E-08                     -1.23509666E+00                     -1.65968598E-01                     -1.32249146E-01                      6.11918790E-01                     -9.80321213E+02                      6.18591600E+02                     -3.65660325E+03                      2.30734990E+03
    3.9250                     -2.19227963E+06                      8.46463741E-10                      8.70611571E+06                      3.51487288E-08                      4.09563221E+07                     -3.93231454E-08                     -1.23871477E+00                     -1.50684103E-01                     -1.20069966E-01                      6.13711366E-01                     -1.00346065E+03                      6.33192792E+02                     -3.57867068E+03                      2.25817374E+03
    3.9500                     -2.16744209E+06                      1.00470305E-09                      8.70518244E+06                      2.31088805E-08                      4.04138187E+07                     -3.86001994E-08                     -1.24233292E+00                     -1.35399461E-01                     -1.07890669E-01                      6.15503958E-01                     -1.02687022E+03                      6.47964445E+02                     -3.50073736E+03                      2.20899711E+03
    3.9750                     -2.14275222E+06                      9.03384355E-10                      8.70426151E+06                      3.79182148E-08                      3.98739271E+07                     -3.90086184E-08                     -1.24595103E+00                     -1.20114966E-01                     -9.57114885E-02                      6.17296534E-01                     -1.05054948E+03                      6.62906277E+02                     -3.42280479E+03                      2.15982095E+03
    4.0000                     -2.11820967E+06                      5.95945277E-10                      8.70335305E+06                      2.03498028E-08                      3.93366383E+07                     -3.77254651E-08                     -1.24956918E+00                     -1.04830325E-01                     -8.35321918E-02                      6.19089127E-01                     -1.07449889E+03                      6.78018572E+02                     -3.34487148E+03                      2.11064432E+03
    4.0250                     -2.08762149E+06                      9.70510022E-10                      8.70297449E+06                      2.61524529E-08                      3.86904610E+07                     -3.68038933E-08                     -1.25011049E+00                     -8.92875377E-02                     -7.11472054E-02                      6.19357313E-01                     -1.09337394E+03                      6.89928895E+02                     -3.25870193E+03                      2.05627055E+03
    4.0500                     -2.05714087E+06                      8.54649468E-10                      8.70260767E+06                      3.30644586E-08                      3.80463006E+07                     -3.71911703E-08                     -1.25065179E+00                     -7.37447507E-02                     -5.87622189E-02                      6.19625499E-01                     -1.11241332E+03                      7.01942921E+02                     -3.17253237E+03                      2.00189678E+03
    4.0750                     -2.02676848E+06                      7.59754672E-10                      8.70225273E+06                      3.84603159E-08                      3.74041704E+07                     -3.74648229E-08                     -1.25119309E+00                     -5.82022601E-02                     -4.63774687E-02                      6.19893680E-01                     -1.13161668E+03                      7.14060416E+02                     -3.08636447E+03                      1.94752404E+03
    4.1000                     -1.99650327E+06                      9.31682032E-10                      8.70190981E+06                      2.24332057E-08                      3.67640467E+07                     -3.85568313E-08                     -1.25173440E+00                     -4.26594731E-02                     -3.39924823E-02                      6.20161866E-01                     -1.15098475E+03                      7.26281842E+02                     -3.00019491E+03                      1.89315027E+03
    4.1250                     -1.96634589E+06                      8.34401992E-10                      8.70157904E+06                      2.92159745E-08                      3.61259426E+07                     -3.88552038E-08                     -1.25227571E+00                     -2.71166861E-02                     -2.16074958E-02                      6.20430052E-01                     -1.17051716E+03                      7.38606971E+02                     -2.91402536E+03                      1.83877650E+03
    4.1500                     -1.93629643E+06                      1.08558453E-09                      8.70126056E+06                      3.49327557E-08                      3.54898589E+07                     -3.82437138E-08                     -1.25281701E+00                     -1.15738991E-02                     -9.22250941E-03                      6.20698238E-01                     -1.19021391E+03                      7.51035801E+02                     -2.82785581E+03                      1.78440273E+03
    4.1750                     -1.90635497E+06                      6.30490668E-10                      8.70095450E+06                      3.24859283E-08                      3.48557963E+07                     -3.85568313E-08                     -1.25335832E+00                      3.96888789E-03                      3.16247703E-03                      6.20966425E-01                     -1.21007501E+03                      7.63568333E+02                     -2.74168625E+03                      1.73002896E+03
    4.2000                     -1.87652216E+06                      1.02573657E-09                      8.70066100E+06                      2.67188401E-08                      3.42237673E+07                     -3.85733112E-08                     -1.25389962E+00                      1.95113784E-02                      1.55472272E-02                      6.21234606E-01                     -1.23010006E+03                      7.76204325E+02                     -2.65551834E+03                      1.67565622E+03
    4.2250                     -1.84679692E+06                      6.89417056E-10                      8.70038016E+06                      3.44513700E-08                      3.35937486E+07                     -3.85715765E-08                     -1.25444093E+00                      3.50541654E-02                      2.79322137E-02                      6.21502792E-01                     -1.25028984E+03                      7.88944258E+02                     -2.56934879E+03                      1.62128245E+03
    4.2500                     -1.81717989E+06                      5.27572777E-10                      8.70011210E+06                      2.16326309E-08                      3.29657527E+07                     -3.98058322E-08                     -1.25498223E+00                      5.05969450E-02                      4.03172038E-02                      6.21770978E-01                     -1.27064395E+03                      8.01787887E+02                     -2.48317921E+03                      1.56690866E+03
    4.2750                     -1.78203066E+06                      7.07414812E-10                      8.70037144E+06                      4.01369262E-08                      3.22411296E+07                     -3.93140381E-08                     -1.25243335E+00                      6.60151340E-02                      5.26029184E-02                      6.20508153E-01                     -1.28486227E+03                      8.10759777E+02                     -2.39089521E+03                      1.50867662E+03
    4.3000                     -1.74695457E+06                      5.48416564E-10                      8.70064103E+06                      3.56700132E-08                      3.15179917E+07                     -4.02178291E-08                     -1.24988447E+00                      8.14333229E-02                      6.48886329E-02                      6.19245329E-01                     -1.29915970E+03                      8.19781586E+02                     -2.29861121E+03                      1.45044458E+03
    4.3250                     -1.71195235E+06                      6.62203582E-10                      8.70092099E+06                      3.59831308E-08                      3.07963532E+07                     -3.90642380E-08                     -1.24733563E+00                      9.68512178E-02                      7.71741131E-02                      6.17982528E-01                     -1.31353597E+03                      8.28853139E+02                     -2.20632897E+03                      1.39221364E+03
    4.3500                     -1.67702272E+06                      1.03188942E-09                      8.70121144E+06                      1.83644118E-08                      3.00761869E+07                     -3.88092336E-08                     -1.24478675E+00                      1.12269407E-01                      8.94598276E-02                      6.16719704E-01                     -1.32799161E+03                      8.37974783E+02                     -2.11404497E+03                      1.33398160E+03
    4.3750                     -1.64216642E+06                      1.14128542E-09                      8.70151255E+06                      2.24748391E-08                      2.93575070E+07                     -3.86002536E-08                     -1.24223787E+00                      1.27687596E-01                      1.01745542E-01                      6.15456879E-01                     -1.34252637E+03                      8.47146344E+02                     -2.02176097E+03                      1.27574956E+03
    4.4000                     -1.60738352E+06                      8.19141846E-10                      8.70182451E+06                      2.29883172E-08                      2.86403138E+07                     -3.64560812E-08                     -1.23968898E+00                      1.43105785E-01                      1.14031257E-01                      6.14194055E-01                     -1.35714023E+03                      8.56367825E+02                     -1.92947697E+03                      1.21751751E+03
    4.4250                     -1.57267407E+06                      9.91746832E-10                      8.70214743E+06                      3.22378628E-08                      2.79246076E+07                     -4.00530303E-08                     -1.23714010E+00                      1.58523974E-01                      1.26316971E-01                      6.12931230E-01                     -1.37183320E+03                      8.65639223E+02                     -1.83719297E+03                      1.15928547E+03
    4.4500                     -1.53803878E+06                      7.48045289E-10                      8.70248141E+06                      2.92359238E-08                      2.72104022E+07                     -4.08796261E-08                     -1.23459127E+00                      1.73941869E-01                      1.38602451E-01                      6.11668429E-01                     -1.38660500E+03                      8.74960361E+02                     -1.74491073E+03                      1.10105454E+03
    4.4750                     -1.50347637E+06                      8.08706400E-10                      8.70282656E+06                      4.31857027E-08                      2.64976706E+07                     -3.89740323E-08                     -1.23204238E+00                      1.89360058E-01                      1.50888166E-01                      6.10405605E-01                     -1.40145618E+03                      8.84331595E+02                     -1.65262673E+03                      1.04282249E+03
    4.5000                     -1.46898754E+06                      5.78963960E-10                      8.70318298E+06                      3.30974183E-08                      2.57864267E+07                     -3.59434704E-08                     -1.22949350E+00                      2.04778239E-01                      1.63173884E-01                      6.09142780E-01                     -1.41638647E+03                      8.93752740E+02                     -1.56034270E+03                      9.84590434E+02
    4.5250                     -1.42963674E+06                      6.76975836E-10                      8.70403947E+06                      2.29770415E-08                      2.49933005E+07                     -3.81959546E-08                     -1.22391718E+00                      2.19692208E-01                      1.75057811E-01                      6.06380035E-01                     -1.42439235E+03                      8.98804525E+02                     -1.46421657E+03                      9.23933973E+02
    4.5500                     -1.39033288E+06                      1.07970273E-09                      8.70490328E+06                      2.43344627E-08                      2.42012321E+07                     -4.00738470E-08                     -1.21834086E+00                      2.34606177E-01                      1.86941738E-01                      6.03617289E-01                     -1.43242079E+03                      9.03870546E+02                     -1.36809045E+03                      8.63277512E+02
    4.5750                     -1.35107673E+06                      7.57911529E-10                      8.70577448E+06                      2.90173487E-08                      2.34102368E+07                     -3.80520268E-08                     -1.21276464E+00                      2.49519862E-01                      1.98825439E-01                      6.00854597E-01                     -1.44047165E+03                      9.08950707E+02                     -1.27196615E+03                      8.02622208E+02
    4.6000                     -1.31186683E+06                      7.59700462E-10                      8.70665320E+06                      3.06948263E-08                      2.26202845E+07                     -4.05353377E-08                     -1.20718832E+00                      2.64433831E-01                      2.10709366E-01                      5.98091851E-01                     -1.44854521E+03                      9.14045202E+02                     -1.17584002E+03                      7.41965747E+02
    4.6250                     -1.27270396E+06                      1.02375790E-09                      8.70753954E+06                      2.81421807E-08                      2.18313905E+07                     -3.88725510E-08                     -1.20161200E+00                      2.79347800E-01                      2.22593293E-01                      5.95329106E-01                     -1.45664135E+03                      9.19153934E+02                     -1.07971390E+03                      6.81309286E+02
    4.6500                     -1.23358816E+06                      9.10079304E-10                      8.70843358E+06                      1.90765158E-08                      2.10435548E+07                     -3.85308105E-08                     -1.19603567E+00                      2.94261769E-01                      2.34477220E-01                      5.92566360E-01                     -1.46476004E+03                      9.24276903E+02                     -9.83587768E+02                      6.20652826E+02
    4.6750                     -1.19451945E+06                      8.50014503E-10                      8.70933543E+06                      2.12197667E-08                      2.02567774E+07                     -3.80008525E-08                     -1.19045935E+00                      3.09175738E-01                      2.46361147E-01                      5.89803615E-01                     -1.47290129E+03                      9.29414109E+02                     -8.87461640E+02                      5.59996365E+02
    4.7000                     -1.15549860E+06                      9.27372328E-10                      8.71024516E+06                      3.98090634E-08                      1.94710735E+07                     -3.75498244E-08                     -1.18488314E+00                      3.24089422E-01                      2.58244847E-01                      5.87040922E-01                     -1.48106495E+03                      9.34565453E+02                     -7.91337346E+02                      4.99341061E+02
    4.7250                     -1.11652415E+06                      6.72259557E-10                      8.71116291E+06                      2.93616913E-08                      1.86864130E+07                     -4.09264636E-08                     -1.17930681E+00                      3.39003391E-01                      2.70128774E-01                      5.84278177E-01                     -1.48925133E+03                      9.39731133E+02                     -6.95211218E+02                      4.38684600E+02
    4.7500                     -1.07759687E+06                      7.05652984E-10                      8.71208876E+06                      3.39231467E-08                      1.79028111E+07                     -4.01952777E-08                     -1.17373049E+00                      3.53917360E-01                      2.82012701E-01                      5.81515431E-01                     -1.49746027E+03                      9.44911049E+02                     -5.99085090E+02                      3.78028139E+02
    4.7750                     -1.03464320E+06                      8.98044659E-10                      8.71346536E+06                      4.01907026E-08                      1.70545878E+07                     -3.77059495E-08                     -1.16526404E+00                      3.67959848E-01                      2.93202210E-01                      5.77320792E-01                     -1.49830606E+03                      9.45444748E+02                     -5.01483834E+02                      3.16440859E+02
    4.8000                     -9.91721079E+05                      6.72964288E-10                      8.71484503E+06                      3.96243154E-08                      1.62071432E+07                     -4.04069139E-08                     -1.15679758E+00                      3.82002336E-01                      3.04391720E-01                      5.73126153E-01                     -1.49915209E+03                      9.45978598E+02                     -4.03882577E+02                      2.54853579E+02
    4.8250                     -9.48831356E+05                      8.65410174E-10                      8.71622786E+06                      1.73400576E-08                      1.53604935E+07                     -3.82593263E-08                     -1.14833129E+00                      3.96044555E-01                      3.15581016E-01                      5.68931594E-01                     -1.49999833E+03                      9.46512588E+02                     -3.06283183E+02                      1.93267473E+02
    4.8500                     -9.05972409E+05                      6.29433571E-10                      8.71761400E+06                      3.13340719E-08                      1.45146062E+07                     -3.79643691E-08                     -1.13986483E+00                      4.10087043E-01                      3.26770525E-01                      5.64736954E-01                     -1.50084484E+03                      9.47046739E+02                     -2.08681926E+02                      1.31680193E+02
    4.8750                     -8.63145075E+05                      9.74697753E-10                      8.71900351E+06                      3.59787940E-08                      1.36694974E+07                     -3.88369892E-08                     -1.13139838E+00                      4.24129531E-01                      3.37960035E-01                      5.60542315E-01                     -1.50169158E+03                      9.47581041E+02                     -1.11080670E+02                      7.00929130E+01
    4.9000                     -8.20349370E+05                      8.58688121E-10                      8.72039649E+06                      3.28762411E-08                      1.28251672E+07                     -3.70415504E-08                     -1.12293192E+00                      4.38172018E-01                      3.49149544E-01                      5.56347676E-01                     -1.50253856E+03                      9.48115493E+02                     -1.34794140E+01                      8.50563283E+00
    4.9250                     -7.77585310E+05                      8.91756287E-10                      8.72179304E+06                      5.04750107E-08                      1.19816153E+07                     -3.79540149E-08                     -1.11446547E+00                      4.52214506E-01                      3.60339053E-01                      5.52153037E-01                     -1.50338578E+03                      9.48650096E+02                      8.41218422E+01                     -5.30816473E+01
    4.9500                     -7.34853724E+05                      7.88214979E-10                      8.72319324E+06                      2.59841847E-08                      1.11388579E+07                     -3.86861224E-08                     -1.10599918E+00                      4.66256726E-01                      3.71528349E-01                      5.47958478E-01                     -1.50423322E+03                      9.49184840E+02                      1.81721237E+02                     -1.14667753E+02
    4.9750                     -6.92152994E+05                      6.46563966E-10                      8.72459723E+06                      4.48640476E-08                      1.02968625E+07                     -3.82437138E-08                     -1.09753272E+00                      4.80299214E-01                      3.82717859E-01                      5.43763838E-01                     -1.50508092E+03                      9.49719744E+02                      2.79322493E+02                     -1.76255033E+02
    5.0000                     -6.49483946E+05                      9.88141860E-10                      8.72600509E+06                      4.29124837E-08                      9.45564517E+06                     -3.82957555E-08                     -1.08906627E+00                      4.94341701E-01                      3.93907368E-01                      5.39569199E-01                     -1.50592885E+03                      9.50254799E+02                      3.76923749E+02                     -2.37842313E+02
    5.0250                     -6.03786064E+05                      7.35305913E-10                      8.72779727E+06                      4.08819899E-08                      8.56944821E+06                     -3.79609538E-08                     -1.07791817E+00                      5.07166962E-01                      4.04126954E-01                      5.34045961E-01                     -1.49936789E+03                      9.46114771E+02                      4.73596947E+02                     -2.98843980E+02
    5.0500                     -5.58116814E+05                      8.52399748E-10                      8.72958810E+06                      3.19438272E-08                      7.68392699E+06                     -3.98587413E-08                     -1.06677008E+00                      5.19992223E-01                      4.14346540E-01                      5.28522723E-01                     -1.49282125E+03                      9.41983781E+02                      5.70270145E+02                     -3.59845647E+02
    5.0750                     -5.12477074E+05                      5.36409025E-10                      8.73137764E+06                      2.62001578E-08                      6.79909821E+06                     -4.03704847E-08                     -1.05562219E+00                      5.32817239E-01                      4.24565932E-01                      5.22999591E-01                     -1.48628905E+03                      9.37861907E+02                      6.66941498E+02                     -4.20846150E+02
    5.1000                     -4.66865109E+05                      8.30661494E-10                      8.73316607E+06                      3.61947671E-08                      5.91492791E+06                     -3.83009596E-08                     -1.04447410E+00                      5.45642500E-01                      4.34785518E-01                      5.17476353E-01                     -1.47977106E+03                      9.33748994E+02                      7.63614696E+02                     -4.81847817E+02
    5.1250                     -4.21281796E+05                      6.91287305E-10                      8.73495346E+06                      3.73318783E-08                      5.03143279E+06                     -3.93348548E-08                     -1.03332600E+00                      5.58467761E-01                      4.45005104E-01                      5.11953115E-01                     -1.47326739E+03                      9.29645118E+02                      8.60287894E+02                     -5.42849484E+02
    5.1500                     -3.75727138E+05                      9.09374572E-10                      8.73673991E+06                      2.94501622E-08                      4.14861263E+06                     -3.97373107E-08                     -1.02217790E+00                      5.71293021E-01                      4.55224690E-01                      5.06429878E-01                     -1.46677804E+03                      9.25550281E+02                      9.56961091E+02                     -6.03851150E+02
    5.1750                     -3.30201137E+05                      7.68265659E-10                      8.73852553E+06                      4.42499555E-08                      3.26646718E+06                     -3.83911381E-08                     -1.01102981E+00                      5.84118282E-01                      4.65444276E-01                      5.00906640E-01                     -1.46030302E+03                      9.21464482E+02                      1.05363429E+03                     -6.64852817E+02
    5.2000                     -2.84704664E+05                      9.34528063E-10                      8.74031040E+06                      3.19776543E-08                      2.38501300E+06                     -3.84934868E-08                     -9.99881925E-01                      5.96943298E-01                      4.75663667E-01                      4.95383507E-01                     -1.45384244E+03                      9.17387799E+02                      1.15030564E+03                     -7.25853320E+02
    5.2250                     -2.39235981E+05                      4.47450237E-10                      8.74209469E+06                      1.69601532E-08                      1.50421621E+06                     -3.83737909E-08                     -9.88733829E-01                      6.09768559E-01                      4.85883254E-01                      4.89860270E-01                     -1.44739606E+03                      9.13320076E+02                      1.24697884E+03                     -7.86854987E+02
    5.2500                     -1.93795957E+05                      9.51224776E-10                      8.74387849E+06                      2.72782884E-08                      6.24093346E+05                     -3.66859592E-08                     -9.77585733E-01                      6.22593820E-01                      4.96102840E-01                      4.84337032E-01                     -1.44096401E+03                      9.09261392E+02                      1.34365204E+03                     -8.47856654E+02
    5.2750                     -1.46469577E+05                      6.45696604E-10                      8.74596853E+06                      3.32656865E-08                     -2.79315096E+05                     -3.83512666E-08                     -9.64030464E-01                      6.33886053E-01                      5.05100842E-01                      4.77621184E-01                     -1.42747451E+03                      9.00749396E+02                      1.43701667E+03                     -9.06770586E+02
    5.3000                     -9.91815655E+04                      6.17778398E-10                      8.74805257E+06                      4.39108171E-08                     -1.18196444E+06                     -4.02820138E-08                     -9.50475196E-01                      6.45178285E-01                      5.14098844E-01                      4.70905336E-01                     -1.41404845E+03                      8.92277430E+02                      1.53038130E+03                     -9.65684517E+02
    5.3250                     -5.19327757E+04                      7.11236625E-10                      8.75013076E+06                      3.25839402E-08                     -2.08383784E+06                     -4.02230061E-08                     -9.36920186E-01                      6.56470302E-01                      5.23096675E-01                      4.64189616E-01                     -1.40068608E+03                      8.83845654E+02                      1.62374415E+03                     -1.02459733E+03
    5.3500                     -4.72139714E+03                      9.69764633E-10                      8.75220330E+06                      2.70484375E-08                     -2.98497005E+06                     -3.81205484E-08                     -9.23364917E-01                      6.67762534E-01                      5.32094677E-01                      4.57473769E-01                     -1.38738690E+03                      8.75453747E+02                      1.71710879E+03                     -1.08351126E+03
    5.3750                      4.24516789E+04                      9.21463426E-10                      8.75427027E+06                      2.82133044E-08                     -3.88534423E+06                     -3.97078204E-08                     -9.09809649E-01                      6.79054767E-01                      5.41092679E-01                      4.50757921E-01                     -1.37415115E+03                      8.67101870E+02                      1.81047342E+03                     -1.14242519E+03
    5.4000                      8.95864646E+04                      6.33607750E-10                      8.75633180E+06                      2.69833854E-08                     -4.78496080E+06                     -3.82575915E-08                     -8.96254380E-01                      6.90346999E-01                      5.50090681E-01                      4.44042073E-01                     -1.36097884E+03                      8.58790022E+02                      1.90383805E+03                     -1.20133912E+03
    5.4250                      1.36682974E+05                      7.75367184E-10                      8.75838801E+06                      1.80651720E-08                     -5.68382018E+06                     -4.00079140E-08                     -8.82699112E-01                      7.01639232E-01                      5.59088683E-01                      4.37326225E-01                     -1.34786997E+03                      8.50518205E+02                      1.99720268E+03                     -1.26025305E+03
    5.4500                      1.83740328E+05                      8.80046903E-10                      8.76043901E+06                      1.78682809E-08                     -6.58190568E+06                     -3.65003302E-08                     -8.69144102E-01                      7.12931249E-01                      5.68086514E-01                      4.30610505E-01                     -1.33482478E+03                      8.42286574E+02                      2.09056553E+03                     -1.31916586E+03
    5.4750                      2.30760339E+05                      8.00520674E-10                      8.76248500E+06                      2.51280987E-08                     -7.47925204E+06                     -3.85924067E-08                     -8.55588834E-01                      7.24223481E-01                      5.77084516E-01                      4.23894657E-01                     -1.32184278E+03                      8.34094815E+02                      2.18393016E+03                     -1.37807979E+03
    5.5000                      2.77742130E+05                      7.22187067E-10                      8.76452609E+06                      2.84344816E-08                     -8.37584260E+06                     -3.64517715E-08                     -8.42033565E-01                      7.35515714E-01                      5.86082518E-01                      4.17178810E-01                     -1.30892422E+03                      8.25943086E+02                      2.27729480E+03                     -1.43699372E+03
    5.5250                      3.25353750E+05                      7.70542484E-10                      8.76678975E+06                      3.94950785E-08                     -9.27249633E+06                     -3.64309277E-08                     -8.26404953E-01                      7.44996840E-01                      5.93637394E-01                      4.09435731E-01                     -1.28966277E+03                      8.13788937E+02                      2.36505199E+03                     -1.49236931E+03
    5.5500                      3.72905460E+05                      8.99454122E-10                      8.76904335E+06                      2.39814464E-08                     -1.01681300E+07                     -3.85611681E-08                     -8.10776341E-01                      7.54477967E-01                      6.01192270E-01                      4.01692653E-01                     -1.27054410E+03                      8.01724879E+02                      2.45280918E+03                     -1.54774489E+03
