## This file was generated by InflowWind_Driver on 26-Jun-2023 at 16:38:16.
## This file contains the wind velocity and acceleration at the 300 points specified in the file /Users/aplatt/software-development/GitHub/openfast-5/build/reg_tests/modules/inflowwind/ifw_BoxExceed/Points.inp.
# 
# 
# 
# 
               T                  X                  Y                  Z                  U                  V                  W                 UA                 VA                 WA
             (s)                (m)                (m)                (m)              (m/s)              (m/s)              (m/s)            (m/s/s)            (m/s/s)            (m/s/s)
      0.50000000         0.00000000        48.75000000        28.25000000         6.38389599        -0.61150365         0.22425018        -2.80217896         0.36480093         1.21894333
      0.50000000         0.00000000        51.25000000       182.00000000        13.26710353        -0.09938070         0.46565514         0.85580658        -0.31377476         1.16805338
      0.50000000         0.00000000        51.25000000       197.00000000        13.41013017        -0.10927355         0.31240923         0.57473478        -0.46779173         0.82687177
      0.50000000         0.00000000        52.50000000        28.25000000         6.54290511        -0.13722691         0.51655501         0.69395049         1.24234081        -0.98266385
      0.50000000         0.00000000        52.50000000       257.00000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000        53.75000000        69.50000000        11.11712832         1.00573584        -0.26192815         1.08489781        -1.03611009         0.76009483
      0.50000000         0.00000000        55.00000000        54.50000000        11.57804176        -0.49411178        -0.85793535        -0.28546290        -1.70726738         0.16632304
      0.50000000         0.00000000        58.75000000       219.50000000        13.71162393        -0.34540000        -0.19110339        -0.02235182        -0.71369023         0.43732143
      0.50000000         0.00000000        60.00000000        22.00000000         4.79800515         0.38758912         0.59046408        -0.42119415        -0.28469200         1.13869279
      0.50000000         0.00000000        60.00000000       235.75000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000        61.25000000       115.75000000        12.01751792        -1.74493609        -0.17634410        -2.09505549         0.64735458        -3.73322197
      0.50000000         0.00000000        62.50000000       104.50000000        11.68167767        -1.48620121         0.05053545         1.68341463        -1.09901480        -2.10072022
      0.50000000         0.00000000        62.50000000        98.25000000        11.99314812        -0.30820459         0.74795234         3.82969165         3.47399365        -7.96765795
      0.50000000         0.00000000        65.00000000        45.75000000        10.07624143         0.64340035        -0.22711323         0.61304057        -3.97282446         0.56551548
      0.50000000         0.00000000        68.75000000       259.50000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000        68.75000000        93.25000000        11.93227425         0.39405081        -0.09234245         3.74596579         1.04588680         0.24364506
      0.50000000         0.00000000        68.75000000       138.25000000        13.81643333        -0.63346102         0.37838395        -1.56732466         0.38056482         0.52236883
      0.50000000         0.00000000        70.00000000        59.50000000        11.67908102        -1.19582032        -0.19579414        -1.20250956        -3.01866838         3.56203892
      0.50000000         0.00000000        70.00000000       150.75000000        12.90173030        -0.09035450        -0.41106014         1.39049156         1.29677377        -1.96298102
      0.50000000         0.00000000        71.25000000       213.25000000        13.33503738        -0.31680331         0.21726992         0.05846301         0.57072498        -0.35480018
      0.50000000         0.00000000        72.50000000       137.00000000        13.46962683        -0.25943790        -0.01683330        -0.15103014        -0.36328454         1.54870719
      0.50000000         0.00000000        73.75000000        45.75000000        10.12483290         0.58226893        -0.19523539         0.42143558        -3.42335543         0.42245817
      0.50000000         0.00000000        75.00000000       109.50000000        12.84936885        -0.29320258        -0.20454674         0.87934621         2.38907860        -0.02686983
      0.50000000         0.00000000        76.25000000        39.50000000         8.75364566         0.48764395        -0.16070019         0.31659686        -2.82013965         0.32945560
      0.50000000         0.00000000        78.75000000       122.00000000        12.15054041        -1.05532941         0.04824360        -1.11595027         0.21933262        -0.12529297
      0.50000000         0.00000000        78.75000000       149.50000000        13.12146077         0.02064051        -0.71318637        -0.07497880         0.09752105        -0.60509936
      0.50000000         0.00000000        81.25000000       113.25000000        12.69156700        -1.44278903        -0.38267947        -1.83289685         0.60686089        -2.49145520
      0.50000000         0.00000000        82.50000000       223.25000000        13.58561370        -0.21227811         0.04937944        -0.05368600        -0.24768979        -0.17301154
      0.50000000         0.00000000        85.00000000       223.25000000        13.59660491        -0.20769324         0.04201514        -0.05860527        -0.28358851        -0.16503762
      0.50000000         0.00000000        85.00000000        94.50000000        12.06195905         0.09044534         0.10173720         2.61336038         1.10371954        -1.39783269
      0.50000000         0.00000000        85.00000000       163.25000000        12.59407575        -0.46034996         0.06816566         0.41816238         1.05733890         0.08631319
      0.50000000         0.00000000        90.00000000       173.25000000        12.96379149        -0.47166451         0.46601111         0.22461939         1.78326219        -0.62413241
      0.50000000         0.00000000        91.25000000        94.50000000        12.11805782         0.04373995         0.10531004         2.17331949         0.95843222        -1.20386727
      0.50000000         0.00000000        92.50000000        57.00000000        11.14540308        -0.28130835        -0.58327613        -1.44473302        -2.90766076         2.12135629
      0.50000000         0.00000000        92.50000000        33.25000000         7.43416035         0.32797438        -0.09224657         0.00788804        -1.63228196         0.08423826
      0.50000000         0.00000000        93.75000000        78.25000000        11.99903060        -0.34510989        -0.26424509         0.49959860         2.35706874         0.98320238
      0.50000000         0.00000000        96.25000000       218.25000000        13.59227855        -0.20949794         0.04491387        -0.05666895        -0.26945809        -0.16817631
      0.50000000         0.00000000       100.00000000        60.75000000        11.58424125        -0.33048478        -0.03436385        -0.30366168        -1.04413514         1.74159299
      0.50000000         0.00000000       101.25000000       115.75000000        12.51638008        -0.87895353        -0.04140559        -1.27433960         0.61510806        -1.92452306
      0.50000000         0.00000000       103.75000000        63.25000000        11.74768800         0.30237480         0.07205925        -1.16086381        -0.27102383         1.37966078
      0.50000000         0.00000000       105.00000000        14.50000000         3.26396549         0.11534787        -0.02579446        -0.08331334        -0.46303842        -0.02803676
      0.50000000         0.00000000       105.00000000        45.75000000        10.29837386         0.36394241        -0.08138596        -0.26286794        -1.46096603        -0.08846081
      0.50000000         0.00000000       105.00000000        24.50000000         5.51497617         0.19489812        -0.04358374        -0.14077081        -0.78237525        -0.04737246
      0.50000000         0.00000000       106.25000000        63.25000000        11.71023061         0.27264557         0.05614952        -1.02952841        -0.20376802         1.26951476
      0.50000000         0.00000000       107.50000000       218.25000000        13.66278601        -0.18008651        -0.00232735        -0.08822557        -0.49974460        -0.11702441
      0.50000000         0.00000000       108.75000000       147.00000000        13.22272371         0.09191753        -0.49673337        -0.64367073        -0.42738598         0.27854468
      0.50000000         0.00000000       110.00000000       253.25000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       111.25000000       219.50000000        13.69271953        -0.16760007        -0.02238333        -0.10162274        -0.59751135        -0.09530818
      0.50000000         0.00000000       112.50000000       107.00000000        12.42552186        -0.19318461        -0.21291071         0.05099222        -0.70658981         0.32089652
      0.50000000         0.00000000       113.75000000        70.75000000        11.42468368        -0.04367361         0.04301181         0.28417335        -0.46075307         1.21771415
      0.50000000         0.00000000       113.75000000       234.50000000        13.77035958        -0.13521336        -0.07440351        -0.13637165        -0.85109384        -0.03898171
      0.50000000         0.00000000       115.00000000       214.50000000        13.69575965        -0.16633192        -0.02442027        -0.10298339        -0.60744078        -0.09310263
      0.50000000         0.00000000       117.50000000       184.50000000        13.63074782        -0.19345090         0.01913879        -0.07388642        -0.39510370        -0.14026755
      0.50000000         0.00000000       117.50000000        12.00000000         2.71942039         0.07255391        -0.00940228        -0.14074475        -0.17731417        -0.07680745
      0.50000000         0.00000000       118.75000000        54.50000000        11.01610414         0.06004275        -0.29496777         0.02939650        -0.97102553         0.40425931
      0.50000000         0.00000000       120.00000000       265.75000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       126.25000000        39.50000000         8.98738540         0.19358321        -0.00735809        -0.60508137        -0.17702658        -0.35869357
      0.50000000         0.00000000       127.50000000       105.75000000        12.62414109         0.19574936        -0.11678975        -0.41528843        -0.61092160         0.40457877
      0.50000000         0.00000000       131.25000000       132.00000000        13.13274582        -0.31771889         0.02828093         0.22520516         1.04395392        -0.33957624
      0.50000000         0.00000000       131.25000000       150.75000000        13.19668562         0.16266101        -0.19554495         0.27906865        -0.32223982         0.46055303
      0.50000000         0.00000000       132.50000000       144.50000000        13.08104886        -0.03960253        -0.08391903         0.40062168         0.09614771         0.12283713
      0.50000000         0.00000000       132.50000000        52.00000000        10.90253559         0.01580322        -0.29731916         0.11968189        -0.83726204        -0.03047385
      0.50000000         0.00000000       135.00000000       210.75000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       140.00000000         2.00000000         0.45505749         0.00980168        -0.00037256        -0.03063703        -0.00896337        -0.01816170
      0.50000000         0.00000000       141.25000000       274.50000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       143.75000000       234.50000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       145.00000000       164.50000000        13.19311075         0.03970442         0.42011758         0.56535952        -0.08244043         0.37585378
      0.50000000         0.00000000       148.75000000       168.25000000        13.67500983        -0.05048967         0.09318847         0.69935524         0.75008148         0.08000376
      0.50000000         0.00000000       153.75000000        44.50000000        10.12502912         0.21808741        -0.00828950        -0.68167395        -0.19943501        -0.40409782
      0.50000000         0.00000000       153.75000000       100.75000000        12.88524977        -0.25164470         0.02181981        -0.43769238        -0.32729809        -0.13419699
      0.50000000         0.00000000       155.00000000       162.00000000        13.06642802         0.13732431         0.30890780         0.19433305        -0.25964951         0.37058927
      0.50000000         0.00000000       155.00000000       140.75000000        13.10532646        -0.18522906         0.00369654         0.15852595        -0.25233381         0.39751450
      0.50000000         0.00000000       155.00000000       193.25000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       157.50000000       150.75000000        13.19668562         0.16266101        -0.19554495         0.27906865        -0.32223982         0.46055303
      0.50000000         0.00000000       157.50000000       105.75000000        12.62414109         0.19574936        -0.11678975        -0.41528843        -0.61092160         0.40457877
      0.50000000         0.00000000       160.00000000       228.25000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       161.25000000       135.75000000        13.08467681         0.07074346         0.10391276         0.58208591        -0.18350323         0.72790479
      0.50000000         0.00000000       161.25000000       152.00000000        13.18839417         0.15684735        -0.17186638         0.33826680        -0.42304048         0.61205226
      0.50000000         0.00000000       162.50000000        44.50000000        10.12502912         0.21808741        -0.00828950        -0.68167395        -0.19943501        -0.40409782
      0.50000000         0.00000000       166.25000000        17.00000000         3.86798865         0.08331429        -0.00316677        -0.26041477        -0.07618866        -0.15437445
      0.50000000         0.00000000       166.25000000       193.25000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       166.25000000        82.00000000        11.91162522        -0.03563302         0.19115693         0.49091061         0.09383687         0.72363156
      0.50000000         0.00000000       170.00000000       264.50000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       170.00000000       148.25000000        13.16054787         0.10864742        -0.17139437        -0.01743992        -0.10615157        -0.10467974
      0.50000000         0.00000000       171.25000000        10.75000000         2.44593400         0.05268404        -0.00200252        -0.16467404        -0.04817812        -0.09761914
      0.50000000         0.00000000       171.25000000       148.25000000        13.16054787         0.10864742        -0.17139437        -0.01743992        -0.10615157        -0.10467974
      0.50000000         0.00000000       173.75000000       232.00000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       175.00000000       134.50000000        13.08319535         0.06339455         0.10331478         0.64933688         0.07872778         0.59694736
      0.50000000         0.00000000       176.25000000       183.25000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       176.25000000       134.50000000        13.08319535         0.06339455         0.10331478         0.64933688         0.07872778         0.59694736
      0.50000000         0.00000000       176.25000000        53.25000000        10.96011939         0.02243780        -0.26442867         0.23058499        -0.61908518         0.09157261
      0.50000000         0.00000000       176.25000000        60.75000000        11.32683945         0.11204885        -0.07944982         0.57089269         0.01614556         0.33246439
      0.50000000         0.00000000       176.25000000        70.75000000        11.38210241        -0.16489387         0.00794219         0.14555063        -0.36677655         0.52521569
      0.50000000         0.00000000       177.50000000       100.75000000        12.88524977        -0.25164470         0.02181981        -0.43769238        -0.32729809        -0.13419699
      0.50000000         0.00000000       180.00000000       250.75000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       182.50000000       270.75000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       183.75000000        80.75000000        11.93690540        -0.01562207         0.23237052         0.29212000        -0.13264397         0.95032439
      0.50000000         0.00000000       183.75000000        83.25000000        11.88267026        -0.05926366         0.14326713         0.69242003         0.35377798         0.44332692
      0.50000000         0.00000000       186.25000000       194.50000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       187.50000000       263.25000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       187.50000000       264.50000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       190.00000000       145.75000000        13.10965624         0.01541662        -0.11734830         0.18936532         0.03886744        -0.04261623
      0.50000000         0.00000000       193.75000000       242.00000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       195.00000000         7.00000000         1.59270121         0.03430589        -0.00130397        -0.10722961        -0.03137180        -0.06356595
      0.50000000         0.00000000       197.50000000       185.75000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
      0.50000000         0.00000000       198.75000000       274.50000000        13.77246425        -0.13433542        -0.07581368        -0.13731363        -0.85796796        -0.03745481
