
These predictions were generated by SeaState on 29-Sep-2025 at 15:43:51.




      Time       Wave1Elev       Wave1Elv1       Wave1Elv2       Wave2Elev       Wave2Elv1       Wave2Elv2         FVel1xi         FVel1yi         FVel1zi         FAcc1xi         FAcc1yi         FAcc1zi          FDynP1         FVel2xi         FVel2yi         FVel2zi         FAcc2xi         FAcc2yi         FAcc2zi          FDynP2
    0.1125  -0.1808000E+00  -0.1808000E+00   0.0000000E+00  -0.3964599E+00  -0.3964599E+00   0.0000000E+00  -0.4654755E-01   0.0000000E+00  -0.4964523E-01   0.1486608E-01   0.0000000E+00   0.3291100E-01  -0.7467969E+03  -0.9584086E-01   0.0000000E+00  -0.8295391E-01  -0.5232805E-01   0.0000000E+00   0.5989033E-01  -0.1831169E+04
    0.1250  -0.1784000E+00  -0.1784000E+00   0.0000000E+00  -0.4012554E+00  -0.4012554E+00   0.0000000E+00  -0.4635745E-01   0.0000000E+00  -0.4923631E-01   0.1519266E-01   0.0000000E+00   0.3233630E-01  -0.7530346E+03  -0.9649316E-01   0.0000000E+00  -0.8220046E-01  -0.5174941E-01   0.0000000E+00   0.6043697E-01  -0.1841607E+04
    0.1375  -0.1759787E+00  -0.1759787E+00   0.0000000E+00  -0.4060138E+00  -0.4060138E+00   0.0000000E+00  -0.4616381E-01   0.0000000E+00  -0.4883465E-01   0.1550945E-01   0.0000000E+00   0.3175856E-01  -0.7592257E+03  -0.9713787E-01   0.0000000E+00  -0.8144066E-01  -0.5116421E-01   0.0000000E+00   0.6097668E-01  -0.1851946E+04
    0.1500  -0.1735388E+00  -0.1735388E+00   0.0000000E+00  -0.4107317E+00  -0.4107317E+00   0.0000000E+00  -0.4596706E-01   0.0000000E+00  -0.4844038E-01   0.1581625E-01   0.0000000E+00   0.3117820E-01  -0.7653718E+03  -0.9777477E-01   0.0000000E+00  -0.8067471E-01  -0.5057271E-01   0.0000000E+00   0.6150927E-01  -0.1862185E+04
    0.1625  -0.1710827E+00  -0.1710827E+00   0.0000000E+00  -0.4154070E+00  -0.4154070E+00   0.0000000E+00  -0.4576759E-01   0.0000000E+00  -0.4805373E-01   0.1611289E-01   0.0000000E+00   0.3059561E-01  -0.7714764E+03  -0.9840360E-01   0.0000000E+00  -0.7990278E-01  -0.4997514E-01   0.0000000E+00   0.6203443E-01  -0.1872321E+04
    0.1750  -0.1686128E+00  -0.1686128E+00   0.0000000E+00  -0.4200363E+00  -0.4200363E+00   0.0000000E+00  -0.4556561E-01   0.0000000E+00  -0.4767483E-01   0.1639925E-01   0.0000000E+00   0.3001124E-01  -0.7775421E+03  -0.9902406E-01   0.0000000E+00  -0.7912522E-01  -0.4937173E-01   0.0000000E+00   0.6255181E-01  -0.1882350E+04
    0.1875  -0.1661318E+00  -0.1661318E+00   0.0000000E+00  -0.4246172E+00  -0.4246172E+00   0.0000000E+00  -0.4536162E-01   0.0000000E+00  -0.4730376E-01   0.1667513E-01   0.0000000E+00   0.2942550E-01  -0.7835715E+03  -0.9963591E-01   0.0000000E+00  -0.7834221E-01  -0.4876268E-01   0.0000000E+00   0.6306119E-01  -0.1892272E+04
    0.2000  -0.1636420E+00  -0.1636420E+00   0.0000000E+00  -0.4291466E+00  -0.4291466E+00   0.0000000E+00  -0.4515589E-01   0.0000000E+00  -0.4694068E-01   0.1694043E-01   0.0000000E+00   0.2883884E-01  -0.7895670E+03  -0.1002389E+00   0.0000000E+00  -0.7755395E-01  -0.4814829E-01   0.0000000E+00   0.6356221E-01  -0.1902083E+04
    0.2125  -0.1611321E+00  -0.1611321E+00   0.0000000E+00  -0.4336362E+00  -0.4336362E+00   0.0000000E+00  -0.4494685E-01   0.0000000E+00  -0.4658521E-01   0.1719554E-01   0.0000000E+00   0.2824930E-01  -0.7955167E+03  -0.1008340E+00   0.0000000E+00  -0.7675936E-01  -0.4752734E-01   0.0000000E+00   0.6405602E-01  -0.1911793E+04
    0.2250  -0.1585910E+00  -0.1585910E+00   0.0000000E+00  -0.4380985E+00  -0.4380985E+00   0.0000000E+00  -0.4473292E-01   0.0000000E+00  -0.4623688E-01   0.1744096E-01   0.0000000E+00   0.2765506E-01  -0.8014091E+03  -0.1014223E+00   0.0000000E+00  -0.7595728E-01  -0.4689872E-01   0.0000000E+00   0.6454383E-01  -0.1921412E+04
    0.2375  -0.1560214E+00  -0.1560214E+00   0.0000000E+00  -0.4425302E+00  -0.4425302E+00   0.0000000E+00  -0.4451447E-01   0.0000000E+00  -0.4589571E-01   0.1767665E-01   0.0000000E+00   0.2705656E-01  -0.8072465E+03  -0.1020035E+00   0.0000000E+00  -0.7514799E-01  -0.4626272E-01   0.0000000E+00   0.6502538E-01  -0.1930939E+04
    0.2500  -0.1534260E+00  -0.1534260E+00   0.0000000E+00  -0.4469290E+00  -0.4469290E+00   0.0000000E+00  -0.4429187E-01   0.0000000E+00  -0.4556176E-01   0.1790253E-01   0.0000000E+00   0.2645420E-01  -0.8130314E+03  -0.1025775E+00   0.0000000E+00  -0.7433176E-01  -0.4561965E-01   0.0000000E+00   0.6550036E-01  -0.1940369E+04
    0.2625  -0.1508074E+00  -0.1508074E+00   0.0000000E+00  -0.4512923E+00  -0.4512923E+00   0.0000000E+00  -0.4406551E-01   0.0000000E+00  -0.4523516E-01   0.1811857E-01   0.0000000E+00   0.2584849E-01  -0.8187679E+03  -0.1031440E+00   0.0000000E+00  -0.7350897E-01  -0.4496979E-01   0.0000000E+00   0.6596866E-01  -0.1949703E+04
    0.2750  -0.1481685E+00  -0.1481685E+00   0.0000000E+00  -0.4556172E+00  -0.4556172E+00   0.0000000E+00  -0.4383574E-01   0.0000000E+00  -0.4491590E-01   0.1832470E-01   0.0000000E+00   0.2523984E-01  -0.8244584E+03  -0.1037029E+00   0.0000000E+00  -0.7267986E-01  -0.4431346E-01   0.0000000E+00   0.6643001E-01  -0.1958938E+04
    0.2875  -0.1455117E+00  -0.1455117E+00   0.0000000E+00  -0.4599012E+00  -0.4599012E+00   0.0000000E+00  -0.4360301E-01   0.0000000E+00  -0.4460402E-01   0.1852086E-01   0.0000000E+00   0.2462873E-01  -0.8301053E+03  -0.1042539E+00   0.0000000E+00  -0.7184461E-01  -0.4365094E-01   0.0000000E+00   0.6688412E-01  -0.1968073E+04
    0.3000  -0.1428400E+00  -0.1428400E+00   0.0000000E+00  -0.4641416E+00  -0.4641416E+00   0.0000000E+00  -0.4336757E-01   0.0000000E+00  -0.4429964E-01   0.1870698E-01   0.0000000E+00   0.2401557E-01  -0.8357120E+03  -0.1047968E+00   0.0000000E+00  -0.7100369E-01  -0.4298250E-01   0.0000000E+00   0.6733076E-01  -0.1977104E+04
    0.3125  -0.1401559E+00  -0.1401559E+00   0.0000000E+00  -0.4683357E+00  -0.4683357E+00   0.0000000E+00  -0.4312998E-01   0.0000000E+00  -0.4400279E-01   0.1888304E-01   0.0000000E+00   0.2340086E-01  -0.8412803E+03  -0.1053314E+00   0.0000000E+00  -0.7015728E-01  -0.4230849E-01   0.0000000E+00   0.6776968E-01  -0.1986030E+04
    0.3250  -0.1374623E+00  -0.1374623E+00   0.0000000E+00  -0.4724809E+00  -0.4724809E+00   0.0000000E+00  -0.4289046E-01   0.0000000E+00  -0.4371354E-01   0.1904894E-01   0.0000000E+00   0.2278500E-01  -0.8468149E+03  -0.1058575E+00   0.0000000E+00  -0.6930573E-01  -0.4162917E-01   0.0000000E+00   0.6820071E-01  -0.1994847E+04
    0.3375  -0.1347616E+00  -0.1347616E+00   0.0000000E+00  -0.4765745E+00  -0.4765745E+00   0.0000000E+00  -0.4264948E-01   0.0000000E+00  -0.4343196E-01   0.1920467E-01   0.0000000E+00   0.2216848E-01  -0.8523165E+03  -0.1063749E+00   0.0000000E+00  -0.6844928E-01  -0.4094485E-01   0.0000000E+00   0.6862350E-01  -0.2003556E+04
    0.3500  -0.1320568E+00  -0.1320568E+00   0.0000000E+00  -0.4806139E+00  -0.4806139E+00   0.0000000E+00  -0.4240739E-01   0.0000000E+00  -0.4315807E-01   0.1935014E-01   0.0000000E+00   0.2155172E-01  -0.8577895E+03  -0.1068834E+00   0.0000000E+00  -0.6758822E-01  -0.4025582E-01   0.0000000E+00   0.6903795E-01  -0.2012155E+04
    0.3625  -0.1293505E+00  -0.1293505E+00   0.0000000E+00  -0.4845962E+00  -0.4845962E+00   0.0000000E+00  -0.4216460E-01   0.0000000E+00  -0.4289195E-01   0.1948528E-01   0.0000000E+00   0.2093519E-01  -0.8632364E+03  -0.1073827E+00   0.0000000E+00  -0.6672288E-01  -0.3956237E-01   0.0000000E+00   0.6944373E-01  -0.2020638E+04
    0.3750  -0.1266454E+00  -0.1266454E+00   0.0000000E+00  -0.4885190E+00  -0.4885190E+00   0.0000000E+00  -0.4192144E-01   0.0000000E+00  -0.4263367E-01   0.1961006E-01   0.0000000E+00   0.2031933E-01  -0.8686601E+03  -0.1078727E+00   0.0000000E+00  -0.6585356E-01  -0.3886480E-01   0.0000000E+00   0.6984063E-01  -0.2029007E+04
    0.3875  -0.1239441E+00  -0.1239441E+00   0.0000000E+00  -0.4923796E+00  -0.4923796E+00   0.0000000E+00  -0.4167830E-01   0.0000000E+00  -0.4238330E-01   0.1972443E-01   0.0000000E+00   0.1970457E-01  -0.8740632E+03  -0.1083530E+00   0.0000000E+00  -0.6498047E-01  -0.3816343E-01   0.0000000E+00   0.7022836E-01  -0.2037257E+04
    0.4000  -0.1212494E+00  -0.1212494E+00   0.0000000E+00  -0.4961753E+00  -0.4961753E+00   0.0000000E+00  -0.4143558E-01   0.0000000E+00  -0.4214085E-01   0.1982832E-01   0.0000000E+00   0.1909140E-01  -0.8794484E+03  -0.1088237E+00   0.0000000E+00  -0.6410395E-01  -0.3745852E-01   0.0000000E+00   0.7060674E-01  -0.2045389E+04
    0.4125  -0.1185496E+00  -0.1185496E+00   0.0000000E+00  -0.4999164E+00  -0.4999164E+00   0.0000000E+00  -0.4119160E-01   0.0000000E+00  -0.4190634E-01   0.1992169E-01   0.0000000E+00   0.1847784E-01  -0.8848037E+03  -0.1092853E+00   0.0000000E+00  -0.6322265E-01  -0.3674868E-01   0.0000000E+00   0.7097659E-01  -0.2053407E+04
    0.4250  -0.1158328E+00  -0.1158328E+00   0.0000000E+00  -0.5036145E+00  -0.5036145E+00   0.0000000E+00  -0.4094480E-01   0.0000000E+00  -0.4167965E-01   0.2000463E-01   0.0000000E+00   0.1786194E-01  -0.8901163E+03  -0.1097386E+00   0.0000000E+00  -0.6233524E-01  -0.3603254E-01   0.0000000E+00   0.7133886E-01  -0.2061323E+04
    0.4375  -0.1131019E+00  -0.1131019E+00   0.0000000E+00  -0.5072670E+00  -0.5072670E+00   0.0000000E+00  -0.4069545E-01   0.0000000E+00  -0.4146076E-01   0.2007719E-01   0.0000000E+00   0.1724415E-01  -0.8953896E+03  -0.1101836E+00   0.0000000E+00  -0.6144200E-01  -0.3531043E-01   0.0000000E+00   0.7169337E-01  -0.2069130E+04
    0.4500  -0.1103595E+00  -0.1103595E+00   0.0000000E+00  -0.5108714E+00  -0.5108714E+00   0.0000000E+00  -0.4044398E-01   0.0000000E+00  -0.4124964E-01   0.2013937E-01   0.0000000E+00   0.1662493E-01  -0.9006255E+03  -0.1106201E+00   0.0000000E+00  -0.6054332E-01  -0.3458269E-01   0.0000000E+00   0.7203994E-01  -0.2076832E+04
    0.4625  -0.1076083E+00  -0.1076083E+00   0.0000000E+00  -0.5144255E+00  -0.5144255E+00   0.0000000E+00  -0.4019077E-01   0.0000000E+00  -0.4104624E-01   0.2019128E-01   0.0000000E+00   0.1600472E-01  -0.9058283E+03  -0.1110479E+00   0.0000000E+00  -0.5963952E-01  -0.3384975E-01   0.0000000E+00   0.7237836E-01  -0.2084423E+04
    0.4750  -0.1048511E+00  -0.1048511E+00   0.0000000E+00  -0.5179270E+00  -0.5179270E+00   0.0000000E+00  -0.3993620E-01   0.0000000E+00  -0.4085058E-01   0.2023294E-01   0.0000000E+00   0.1538399E-01  -0.9110002E+03  -0.1114669E+00   0.0000000E+00  -0.5873092E-01  -0.3311181E-01   0.0000000E+00   0.7270855E-01  -0.2091906E+04
    0.4875  -0.1020906E+00  -0.1020906E+00   0.0000000E+00  -0.5213736E+00  -0.5213736E+00   0.0000000E+00  -0.3968067E-01   0.0000000E+00  -0.4066255E-01   0.2026439E-01   0.0000000E+00   0.1476318E-01  -0.9161431E+03  -0.1118770E+00   0.0000000E+00  -0.5781784E-01  -0.3236933E-01   0.0000000E+00   0.7303026E-01  -0.2099277E+04
    0.5000  -0.9932951E-01  -0.9932951E-01   0.0000000E+00  -0.5247628E+00  -0.5247628E+00   0.0000000E+00  -0.3942453E-01   0.0000000E+00  -0.4048217E-01   0.2028568E-01   0.0000000E+00   0.1414275E-01  -0.9212621E+03  -0.1122779E+00   0.0000000E+00  -0.5690064E-01  -0.3162260E-01   0.0000000E+00   0.7334340E-01  -0.2106533E+04
    0.5125  -0.9657060E-01  -0.9657060E-01   0.0000000E+00  -0.5280929E+00  -0.5280929E+00   0.0000000E+00  -0.3916818E-01   0.0000000E+00  -0.4030943E-01   0.2029689E-01   0.0000000E+00   0.1352315E-01  -0.9263576E+03  -0.1126696E+00   0.0000000E+00  -0.5597961E-01  -0.3087201E-01   0.0000000E+00   0.7364772E-01  -0.2113677E+04
    0.5250  -0.9381651E-01  -0.9381651E-01   0.0000000E+00  -0.5313607E+00  -0.5313607E+00   0.0000000E+00  -0.3891199E-01   0.0000000E+00  -0.4014426E-01   0.2029801E-01   0.0000000E+00   0.1290482E-01  -0.9314339E+03  -0.1130519E+00   0.0000000E+00  -0.5505513E-01  -0.3011786E-01   0.0000000E+00   0.7394315E-01  -0.2120702E+04
    0.5375  -0.9107006E-01  -0.9107006E-01   0.0000000E+00  -0.5345647E+00  -0.5345647E+00   0.0000000E+00  -0.3865636E-01   0.0000000E+00  -0.3998663E-01   0.2028914E-01   0.0000000E+00   0.1228822E-01  -0.9364936E+03  -0.1134247E+00   0.0000000E+00  -0.5412749E-01  -0.2936051E-01   0.0000000E+00   0.7422939E-01  -0.2127611E+04
    0.5500  -0.8833390E-01  -0.8833390E-01   0.0000000E+00  -0.5377020E+00  -0.5377020E+00   0.0000000E+00  -0.3840162E-01   0.0000000E+00  -0.3983650E-01   0.2027029E-01   0.0000000E+00   0.1167380E-01  -0.9415403E+03  -0.1137877E+00   0.0000000E+00  -0.5319704E-01  -0.2860034E-01   0.0000000E+00   0.7450630E-01  -0.2134402E+04
    0.5625  -0.8561078E-01  -0.8561078E-01   0.0000000E+00  -0.5407706E+00  -0.5407706E+00   0.0000000E+00  -0.3814818E-01   0.0000000E+00  -0.3969389E-01   0.2024154E-01   0.0000000E+00   0.1106201E-01  -0.9465753E+03  -0.1141409E+00   0.0000000E+00  -0.5226410E-01  -0.2783765E-01   0.0000000E+00   0.7477383E-01  -0.2141070E+04
    0.5750  -0.8290344E-01  -0.8290344E-01   0.0000000E+00  -0.5437684E+00  -0.5437684E+00   0.0000000E+00  -0.3789643E-01   0.0000000E+00  -0.3955870E-01   0.2020291E-01   0.0000000E+00   0.1045332E-01  -0.9516019E+03  -0.1144842E+00   0.0000000E+00  -0.5132899E-01  -0.2707280E-01   0.0000000E+00   0.7503171E-01  -0.2147619E+04
    0.5875  -0.8021457E-01  -0.8021457E-01   0.0000000E+00  -0.5466926E+00  -0.5466926E+00   0.0000000E+00  -0.3764679E-01   0.0000000E+00  -0.3943093E-01   0.2015448E-01   0.0000000E+00   0.9848165E-02  -0.9566246E+03  -0.1148173E+00   0.0000000E+00  -0.5039209E-01  -0.2630614E-01   0.0000000E+00   0.7527973E-01  -0.2154044E+04
    0.6000  -0.7754692E-01  -0.7754692E-01   0.0000000E+00  -0.5495412E+00  -0.5495412E+00   0.0000000E+00  -0.3739955E-01   0.0000000E+00  -0.3931057E-01   0.2009626E-01   0.0000000E+00   0.9246994E-02  -0.9616454E+03  -0.1151401E+00   0.0000000E+00  -0.4945370E-01  -0.2553802E-01   0.0000000E+00   0.7551780E-01  -0.2160344E+04
    0.6125  -0.7488909E-01  -0.7488909E-01   0.0000000E+00  -0.5523227E+00  -0.5523227E+00   0.0000000E+00  -0.3715318E-01   0.0000000E+00  -0.3919796E-01   0.2002780E-01   0.0000000E+00   0.8647917E-02  -0.9666511E+03  -0.1154531E+00   0.0000000E+00  -0.4851231E-01  -0.2476684E-01   0.0000000E+00   0.7574645E-01  -0.2166524E+04
    0.6250  -0.7222957E-01  -0.7222957E-01   0.0000000E+00  -0.5550464E+00  -0.5550464E+00   0.0000000E+00  -0.3690605E-01   0.0000000E+00  -0.3909341E-01   0.1994872E-01   0.0000000E+00   0.8049009E-02  -0.9716306E+03  -0.1157568E+00   0.0000000E+00  -0.4756641E-01  -0.2399108E-01   0.0000000E+00   0.7596625E-01  -0.2172588E+04
    0.6375  -0.6957093E-01  -0.6957093E-01   0.0000000E+00  -0.5577101E+00  -0.5577101E+00   0.0000000E+00  -0.3665849E-01   0.0000000E+00  -0.3899678E-01   0.1985914E-01   0.0000000E+00   0.7450697E-02  -0.9765865E+03  -0.1160510E+00   0.0000000E+00  -0.4661646E-01  -0.2321108E-01   0.0000000E+00   0.7617713E-01  -0.2178538E+04
    0.6500  -0.6691575E-01  -0.6691575E-01   0.0000000E+00  -0.5603126E+00  -0.5603126E+00   0.0000000E+00  -0.3641092E-01   0.0000000E+00  -0.3890793E-01   0.1975925E-01   0.0000000E+00   0.6853414E-02  -0.9815217E+03  -0.1163359E+00   0.0000000E+00  -0.4566271E-01  -0.2242724E-01   0.0000000E+00   0.7637893E-01  -0.2184367E+04
    0.6625  -0.6426652E-01  -0.6426652E-01   0.0000000E+00  -0.5628517E+00  -0.5628517E+00   0.0000000E+00  -0.3616365E-01   0.0000000E+00  -0.3882680E-01   0.1964917E-01   0.0000000E+00   0.6257593E-02  -0.9864375E+03  -0.1166111E+00   0.0000000E+00  -0.4470561E-01  -0.2163992E-01   0.0000000E+00   0.7657167E-01  -0.2190082E+04
    0.6750  -0.6162589E-01  -0.6162589E-01   0.0000000E+00  -0.5653254E+00  -0.5653254E+00   0.0000000E+00  -0.3591703E-01   0.0000000E+00  -0.3875323E-01   0.1952905E-01   0.0000000E+00   0.5663661E-02  -0.9913387E+03  -0.1168767E+00   0.0000000E+00  -0.4374541E-01  -0.2084953E-01   0.0000000E+00   0.7675516E-01  -0.2195679E+04
    0.6875  -0.5899638E-01  -0.5899638E-01   0.0000000E+00  -0.5677328E+00  -0.5677328E+00   0.0000000E+00  -0.3567147E-01   0.0000000E+00  -0.3868709E-01   0.1939907E-01   0.0000000E+00   0.5072045E-02  -0.9962267E+03  -0.1171327E+00   0.0000000E+00  -0.4278255E-01  -0.2005641E-01   0.0000000E+00   0.7692932E-01  -0.2201156E+04
    0.7000  -0.5638053E-01  -0.5638053E-01   0.0000000E+00  -0.5700711E+00  -0.5700711E+00   0.0000000E+00  -0.3542732E-01   0.0000000E+00  -0.3862831E-01   0.1925935E-01   0.0000000E+00   0.4483175E-02  -0.1001105E+04  -0.1173790E+00   0.0000000E+00  -0.4181735E-01  -0.1926097E-01   0.0000000E+00   0.7709417E-01  -0.2206515E+04
    0.7125  -0.5378089E-01  -0.5378089E-01   0.0000000E+00  -0.5723392E+00  -0.5723392E+00   0.0000000E+00  -0.3518491E-01   0.0000000E+00  -0.3857671E-01   0.1911005E-01   0.0000000E+00   0.3897484E-02  -0.1005975E+04  -0.1176153E+00   0.0000000E+00  -0.4085019E-01  -0.1846357E-01   0.0000000E+00   0.7724950E-01  -0.2211750E+04
    0.7250  -0.5120005E-01  -0.5120005E-01   0.0000000E+00  -0.5745351E+00  -0.5745351E+00   0.0000000E+00  -0.3494464E-01   0.0000000E+00  -0.3853222E-01   0.1895134E-01   0.0000000E+00   0.3315398E-02  -0.1010841E+04  -0.1178418E+00   0.0000000E+00  -0.3988142E-01  -0.1766459E-01   0.0000000E+00   0.7739528E-01  -0.2216867E+04
    0.7375  -0.4864057E-01  -0.4864057E-01   0.0000000E+00  -0.5766571E+00  -0.5766571E+00   0.0000000E+00  -0.3470684E-01   0.0000000E+00  -0.3849467E-01   0.1878335E-01   0.0000000E+00   0.2737351E-02  -0.1015706E+04  -0.1180583E+00   0.0000000E+00  -0.3891136E-01  -0.1686443E-01   0.0000000E+00   0.7753146E-01  -0.2221861E+04
    0.7500  -0.4610496E-01  -0.4610496E-01   0.0000000E+00  -0.5787033E+00  -0.5787033E+00   0.0000000E+00  -0.3447189E-01   0.0000000E+00  -0.3846398E-01   0.1860624E-01   0.0000000E+00   0.2163769E-02  -0.1020570E+04  -0.1182647E+00   0.0000000E+00  -0.3794042E-01  -0.1606343E-01   0.0000000E+00   0.7765779E-01  -0.2226731E+04
    0.7625  -0.4359582E-01  -0.4359582E-01   0.0000000E+00  -0.5806721E+00  -0.5806721E+00   0.0000000E+00  -0.3424012E-01   0.0000000E+00  -0.3844003E-01   0.1842016E-01   0.0000000E+00   0.1595082E-02  -0.1025438E+04  -0.1184609E+00   0.0000000E+00  -0.3696894E-01  -0.1526200E-01   0.0000000E+00   0.7777436E-01  -0.2231480E+04
    0.7750  -0.4111570E-01  -0.4111570E-01   0.0000000E+00  -0.5825614E+00  -0.5825614E+00   0.0000000E+00  -0.3401195E-01   0.0000000E+00  -0.3842267E-01   0.1822525E-01   0.0000000E+00   0.1031722E-02  -0.1030313E+04  -0.1186471E+00   0.0000000E+00  -0.3599723E-01  -0.1446050E-01   0.0000000E+00   0.7788106E-01  -0.2236106E+04
    0.7875  -0.3866715E-01  -0.3866715E-01   0.0000000E+00  -0.5843701E+00  -0.5843701E+00   0.0000000E+00  -0.3378766E-01   0.0000000E+00  -0.3841182E-01   0.1802169E-01   0.0000000E+00   0.4741158E-03  -0.1035197E+04  -0.1188228E+00   0.0000000E+00  -0.3502572E-01  -0.1365933E-01   0.0000000E+00   0.7797767E-01  -0.2240603E+04
    0.8000  -0.3625274E-01  -0.3625274E-01   0.0000000E+00  -0.5860961E+00  -0.5860961E+00   0.0000000E+00  -0.3356770E-01   0.0000000E+00  -0.3840733E-01   0.1780960E-01   0.0000000E+00  -0.7730674E-04  -0.1040092E+04  -0.1189882E+00   0.0000000E+00  -0.3405472E-01  -0.1285885E-01   0.0000000E+00   0.7806421E-01  -0.2244976E+04
    0.8125  -0.3386222E-01  -0.3386222E-01   0.0000000E+00  -0.5877451E+00  -0.5877451E+00   0.0000000E+00  -0.3335051E-01   0.0000000E+00  -0.3840991E-01   0.1758811E-01   0.0000000E+00  -0.6242911E-03  -0.1044989E+04  -0.1191434E+00   0.0000000E+00  -0.3308268E-01  -0.1205740E-01   0.0000000E+00   0.7814083E-01  -0.2249225E+04
    0.8250  -0.3148512E-01  -0.3148512E-01   0.0000000E+00  -0.5893235E+00  -0.5893235E+00   0.0000000E+00  -0.3313469E-01   0.0000000E+00  -0.3842029E-01   0.1735636E-01   0.0000000E+00  -0.1168615E-02  -0.1049873E+04  -0.1192886E+00   0.0000000E+00  -0.3210805E-01  -0.1125329E-01   0.0000000E+00   0.7820775E-01  -0.2253352E+04
    0.8375  -0.2912367E-01  -0.2912367E-01   0.0000000E+00  -0.5908305E+00  -0.5908305E+00   0.0000000E+00  -0.3292055E-01   0.0000000E+00  -0.3843821E-01   0.1711462E-01   0.0000000E+00  -0.1709893E-02  -0.1054752E+04  -0.1194237E+00   0.0000000E+00  -0.3113113E-01  -0.1044695E-01   0.0000000E+00   0.7826491E-01  -0.2257355E+04
