
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 07-Aug-2025 at 15:31:45.

 
 
 
      Time        FAIRTEN1       LINE1NBFX         ROD1SUB
       (s)             (N)             (N)          (frac)
    3.2820   2.6029431E+07   5.2641211E+06   4.0708253E-01
    3.2830   2.6027177E+07   5.2635085E+06   4.0701671E-01
    3.2840   2.6024924E+07   5.2628961E+06   4.0695088E-01
    3.2850   2.6022671E+07   5.2622838E+06   4.0688506E-01
    3.2860   2.6020418E+07   5.2616717E+06   4.0681924E-01
    3.2870   2.6018166E+07   5.2610597E+06   4.0675341E-01
    3.2880   2.6015913E+07   5.2604479E+06   4.0668758E-01
    3.2890   2.6013661E+07   5.2598364E+06   4.0662176E-01
    3.2900   2.6011410E+07   5.2592249E+06   4.0655594E-01
    3.2910   2.6009159E+07   5.2586137E+06   4.0649012E-01
    3.2920   2.6006908E+07   5.2580026E+06   4.0642429E-01
    3.2930   2.6004657E+07   5.2573917E+06   4.0635846E-01
    3.2940   2.6002407E+07   5.2567810E+06   4.0629264E-01
    3.2950   2.6000157E+07   5.2561705E+06   4.0622682E-01
    3.2960   2.5997908E+07   5.2555601E+06   4.0616099E-01
    3.2970   2.5995658E+07   5.2549500E+06   4.0609516E-01
    3.2980   2.5993410E+07   5.2543400E+06   4.0602934E-01
    3.2990   2.5991161E+07   5.2537302E+06   4.0596352E-01
    3.3000   2.5988913E+07   5.2531206E+06   4.0589769E-01
    3.3010   2.5986663E+07   5.2525170E+06   4.0584217E-01
    3.3020   2.5984413E+07   5.2519136E+06   4.0578666E-01
    3.3030   2.5982163E+07   5.2513104E+06   4.0573115E-01
    3.3040   2.5979914E+07   5.2507073E+06   4.0567563E-01
    3.3050   2.5977665E+07   5.2501044E+06   4.0562012E-01
    3.3060   2.5975416E+07   5.2495017E+06   4.0556460E-01
    3.3070   2.5973167E+07   5.2488992E+06   4.0550909E-01
    3.3080   2.5970919E+07   5.2482968E+06   4.0545358E-01
    3.3090   2.5968672E+07   5.2476947E+06   4.0539806E-01
    3.3100   2.5966424E+07   5.2470927E+06   4.0534255E-01
    3.3110   2.5964177E+07   5.2464909E+06   4.0528703E-01
    3.3120   2.5961931E+07   5.2458893E+06   4.0523152E-01
    3.3130   2.5959684E+07   5.2452879E+06   4.0517600E-01
    3.3140   2.5957439E+07   5.2446867E+06   4.0512049E-01
    3.3150   2.5955194E+07   5.2440857E+06   4.0506498E-01
    3.3160   2.5952949E+07   5.2434849E+06   4.0500946E-01
    3.3170   2.5950704E+07   5.2428842E+06   4.0495395E-01
    3.3180   2.5948460E+07   5.2422838E+06   4.0489843E-01
    3.3190   2.5946217E+07   5.2416837E+06   4.0484292E-01
    3.3200   2.5943974E+07   5.2410837E+06   4.0478741E-01
    3.3210   2.5941732E+07   5.2404839E+06   4.0473189E-01
    3.3220   2.5939490E+07   5.2398844E+06   4.0467638E-01
    3.3230   2.5937249E+07   5.2392850E+06   4.0462086E-01
    3.3240   2.5935008E+07   5.2386859E+06   4.0456535E-01
    3.3250   2.5932767E+07   5.2380870E+06   4.0450983E-01
    3.3260   2.5930528E+07   5.2374883E+06   4.0445432E-01
    3.3270   2.5928289E+07   5.2368899E+06   4.0439881E-01
    3.3280   2.5926050E+07   5.2362917E+06   4.0434329E-01
    3.3290   2.5923812E+07   5.2356937E+06   4.0428778E-01
    3.3300   2.5921575E+07   5.2350959E+06   4.0423226E-01
    3.3310   2.5919338E+07   5.2344984E+06   4.0417675E-01
    3.3320   2.5917102E+07   5.2339011E+06   4.0412124E-01
    3.3330   2.5914866E+07   5.2333041E+06   4.0406572E-01
    3.3340   2.5912631E+07   5.2327073E+06   4.0401021E-01
    3.3350   2.5910397E+07   5.2321107E+06   4.0395469E-01
    3.3360   2.5908163E+07   5.2315144E+06   4.0389918E-01
    3.3370   2.5905930E+07   5.2309183E+06   4.0384367E-01
    3.3380   2.5903698E+07   5.2303225E+06   4.0378815E-01
    3.3390   2.5901467E+07   5.2297269E+06   4.0373264E-01
    3.3400   2.5899236E+07   5.2291316E+06   4.0367712E-01
    3.3410   2.5897006E+07   5.2285365E+06   4.0362161E-01
    3.3420   2.5894776E+07   5.2279417E+06   4.0356610E-01
    3.3430   2.5892547E+07   5.2273471E+06   4.0351058E-01
    3.3440   2.5890319E+07   5.2267528E+06   4.0345507E-01
    3.3450   2.5888092E+07   5.2261588E+06   4.0339955E-01
    3.3460   2.5885866E+07   5.2255650E+06   4.0334404E-01
    3.3470   2.5883640E+07   5.2249715E+06   4.0328853E-01
    3.3480   2.5881415E+07   5.2243783E+06   4.0323301E-01
    3.3490   2.5879191E+07   5.2237854E+06   4.0317750E-01
    3.3500   2.5876967E+07   5.2231927E+06   4.0312198E-01
    3.3510   2.5874745E+07   5.2226003E+06   4.0306647E-01
    3.3520   2.5872523E+07   5.2220081E+06   4.0301095E-01
    3.3530   2.5870302E+07   5.2214163E+06   4.0295544E-01
    3.3540   2.5868082E+07   5.2208247E+06   4.0289992E-01
    3.3550   2.5865863E+07   5.2202335E+06   4.0284441E-01
    3.3560   2.5863645E+07   5.2196425E+06   4.0278890E-01
    3.3570   2.5861427E+07   5.2190518E+06   4.0273338E-01
    3.3580   2.5859211E+07   5.2184613E+06   4.0267787E-01
    3.3590   2.5856995E+07   5.2178712E+06   4.0262235E-01
    3.3600   2.5854780E+07   5.2172814E+06   4.0256684E-01
    3.3610   2.5852567E+07   5.2166919E+06   4.0251133E-01
    3.3620   2.5850354E+07   5.2161027E+06   4.0245581E-01
    3.3630   2.5848142E+07   5.2155138E+06   4.0240030E-01
    3.3640   2.5845931E+07   5.2149251E+06   4.0234478E-01
    3.3650   2.5843721E+07   5.2143368E+06   4.0228927E-01
    3.3660   2.5841512E+07   5.2137488E+06   4.0223376E-01
    3.3670   2.5839304E+07   5.2131611E+06   4.0217824E-01
    3.3680   2.5837097E+07   5.2125738E+06   4.0212273E-01
    3.3690   2.5834891E+07   5.2119867E+06   4.0206721E-01
    3.3700   2.5832686E+07   5.2114000E+06   4.0201170E-01
    3.3710   2.5830482E+07   5.2108136E+06   4.0195619E-01
    3.3720   2.5828279E+07   5.2102275E+06   4.0190067E-01
    3.3730   2.5826077E+07   5.2096417E+06   4.0184516E-01
    3.3740   2.5823876E+07   5.2090563E+06   4.0178964E-01
    3.3750   2.5821676E+07   5.2084711E+06   4.0173413E-01
    3.3760   2.5819478E+07   5.2078864E+06   4.0167862E-01
    3.3770   2.5817280E+07   5.2073019E+06   4.0162310E-01
    3.3780   2.5815084E+07   5.2067178E+06   4.0156759E-01
    3.3790   2.5812888E+07   5.2061340E+06   4.0151207E-01
    3.3800   2.5810694E+07   5.2055506E+06   4.0145656E-01
    3.3810   2.5808501E+07   5.2049675E+06   4.0140104E-01
    3.3820   2.5806309E+07   5.2043848E+06   4.0134553E-01
    3.3830   2.5804119E+07   5.2038024E+06   4.0129002E-01
    3.3840   2.5801929E+07   5.2032204E+06   4.0123450E-01
    3.3850   2.5799741E+07   5.2026387E+06   4.0117899E-01
    3.3860   2.5797554E+07   5.2020573E+06   4.0112347E-01
    3.3870   2.5795368E+07   5.2014764E+06   4.0106796E-01
    3.3880   2.5793183E+07   5.2008957E+06   4.0101245E-01
    3.3890   2.5791000E+07   5.2003155E+06   4.0095693E-01
    3.3900   2.5788818E+07   5.1997356E+06   4.0090142E-01
    3.3910   2.5786637E+07   5.1991561E+06   4.0084590E-01
    3.3920   2.5784457E+07   5.1985769E+06   4.0079039E-01
    3.3930   2.5782279E+07   5.1979981E+06   4.0073488E-01
    3.3940   2.5780102E+07   5.1974197E+06   4.0067936E-01
    3.3950   2.5777926E+07   5.1968417E+06   4.0062385E-01
    3.3960   2.5775752E+07   5.1962640E+06   4.0056834E-01
    3.3970   2.5773579E+07   5.1956867E+06   4.0051282E-01
    3.3980   2.5771407E+07   5.1951098E+06   4.0045731E-01
    3.3990   2.5769237E+07   5.1945333E+06   4.0040179E-01
    3.4000   2.5767068E+07   5.1939572E+06   4.0034628E-01
    3.4010   2.5764899E+07   5.1933876E+06   4.0030169E-01
    3.4020   2.5762731E+07   5.1928184E+06   4.0025709E-01
    3.4030   2.5760565E+07   5.1922496E+06   4.0021250E-01
    3.4040   2.5758400E+07   5.1916812E+06   4.0016790E-01
    3.4050   2.5756236E+07   5.1911131E+06   4.0012330E-01
    3.4060   2.5754073E+07   5.1905455E+06   4.0007871E-01
    3.4070   2.5751912E+07   5.1899782E+06   4.0003411E-01
    3.4080   2.5749752E+07   5.1894113E+06   3.9998952E-01
    3.4090   2.5747594E+07   5.1888448E+06   3.9994492E-01
    3.4100   2.5745437E+07   5.1882787E+06   3.9990033E-01
    3.4110   2.5743282E+07   5.1877130E+06   3.9985573E-01
    3.4120   2.5741128E+07   5.1871476E+06   3.9981113E-01
    3.4130   2.5738976E+07   5.1865828E+06   3.9976654E-01
    3.4140   2.5736825E+07   5.1860183E+06   3.9972194E-01
    3.4150   2.5734675E+07   5.1854542E+06   3.9967735E-01
    3.4160   2.5732527E+07   5.1848906E+06   3.9963275E-01
    3.4170   2.5730381E+07   5.1843273E+06   3.9958815E-01
    3.4180   2.5728236E+07   5.1837645E+06   3.9954356E-01
    3.4190   2.5726093E+07   5.1832021E+06   3.9949896E-01
    3.4200   2.5723951E+07   5.1826402E+06   3.9945437E-01
    3.4210   2.5721811E+07   5.1820787E+06   3.9940977E-01
    3.4220   2.5719673E+07   5.1815176E+06   3.9936518E-01
    3.4230   2.5717536E+07   5.1809569E+06   3.9932058E-01
    3.4240   2.5715400E+07   5.1803967E+06   3.9927598E-01
    3.4250   2.5713267E+07   5.1798369E+06   3.9923139E-01
    3.4260   2.5711135E+07   5.1792776E+06   3.9918679E-01
    3.4270   2.5709005E+07   5.1787187E+06   3.9914219E-01
    3.4280   2.5706876E+07   5.1781603E+06   3.9909760E-01
    3.4290   2.5704749E+07   5.1776023E+06   3.9905300E-01
    3.4300   2.5702624E+07   5.1770447E+06   3.9900841E-01
    3.4310   2.5700501E+07   5.1764876E+06   3.9896381E-01
    3.4320   2.5698379E+07   5.1759310E+06   3.9891922E-01
    3.4330   2.5696259E+07   5.1753748E+06   3.9887462E-01
    3.4340   2.5694140E+07   5.1748191E+06   3.9883002E-01
    3.4350   2.5692024E+07   5.1742638E+06   3.9878543E-01
    3.4360   2.5689909E+07   5.1737091E+06   3.9874083E-01
    3.4370   2.5687796E+07   5.1731547E+06   3.9869624E-01
    3.4380   2.5685685E+07   5.1726009E+06   3.9865164E-01
    3.4390   2.5683576E+07   5.1720475E+06   3.9860704E-01
    3.4400   2.5681468E+07   5.1714946E+06   3.9856245E-01
    3.4410   2.5679362E+07   5.1709421E+06   3.9851785E-01
    3.4420   2.5677258E+07   5.1703902E+06   3.9847326E-01
    3.4430   2.5675156E+07   5.1698387E+06   3.9842866E-01
    3.4440   2.5673056E+07   5.1692877E+06   3.9838407E-01
    3.4450   2.5670957E+07   5.1687372E+06   3.9833947E-01
    3.4460   2.5668861E+07   5.1681871E+06   3.9829487E-01
    3.4470   2.5666766E+07   5.1676376E+06   3.9825028E-01
    3.4480   2.5664673E+07   5.1670885E+06   3.9820568E-01
    3.4490   2.5662582E+07   5.1665399E+06   3.9816109E-01
    3.4500   2.5660493E+07   5.1659918E+06   3.9811649E-01
    3.4510   2.5658406E+07   5.1654442E+06   3.9807190E-01
    3.4520   2.5656321E+07   5.1648971E+06   3.9802730E-01
    3.4530   2.5654237E+07   5.1643505E+06   3.9798271E-01
    3.4540   2.5652156E+07   5.1638044E+06   3.9793811E-01
    3.4550   2.5650076E+07   5.1632587E+06   3.9789351E-01
    3.4560   2.5647999E+07   5.1627136E+06   3.9784892E-01
    3.4570   2.5645923E+07   5.1621690E+06   3.9780432E-01
    3.4580   2.5643850E+07   5.1616249E+06   3.9775972E-01
    3.4590   2.5641778E+07   5.1610813E+06   3.9771513E-01
    3.4600   2.5639708E+07   5.1605382E+06   3.9767053E-01
    3.4610   2.5637641E+07   5.1599956E+06   3.9762593E-01
    3.4620   2.5635575E+07   5.1594535E+06   3.9758134E-01
    3.4630   2.5633512E+07   5.1589119E+06   3.9753674E-01
    3.4640   2.5631450E+07   5.1583708E+06   3.9749215E-01
    3.4650   2.5629390E+07   5.1578303E+06   3.9744755E-01
    3.4660   2.5627333E+07   5.1572902E+06   3.9740296E-01
    3.4670   2.5625277E+07   5.1567507E+06   3.9735836E-01
    3.4680   2.5623223E+07   5.1562117E+06   3.9731377E-01
    3.4690   2.5621172E+07   5.1556732E+06   3.9726917E-01
    3.4700   2.5619123E+07   5.1551352E+06   3.9722458E-01
    3.4710   2.5617075E+07   5.1545977E+06   3.9717998E-01
    3.4720   2.5615030E+07   5.1540608E+06   3.9713538E-01
    3.4730   2.5612987E+07   5.1535244E+06   3.9709079E-01
    3.4740   2.5610945E+07   5.1529885E+06   3.9704619E-01
    3.4750   2.5608906E+07   5.1524531E+06   3.9700159E-01
    3.4760   2.5606869E+07   5.1519183E+06   3.9695700E-01
    3.4770   2.5604834E+07   5.1513840E+06   3.9691240E-01
    3.4780   2.5602802E+07   5.1508502E+06   3.9686781E-01
    3.4790   2.5600771E+07   5.1503169E+06   3.9682321E-01
    3.4800   2.5598742E+07   5.1497842E+06   3.9677861E-01
    3.4810   2.5596716E+07   5.1492520E+06   3.9673402E-01
    3.4820   2.5594692E+07   5.1487203E+06   3.9668942E-01
    3.4830   2.5592669E+07   5.1481892E+06   3.9664483E-01
    3.4840   2.5590649E+07   5.1476586E+06   3.9660023E-01
    3.4850   2.5588631E+07   5.1471285E+06   3.9655564E-01
    3.4860   2.5586616E+07   5.1465990E+06   3.9651104E-01
    3.4870   2.5584602E+07   5.1460700E+06   3.9646645E-01
    3.4880   2.5582590E+07   5.1455415E+06   3.9642185E-01
    3.4890   2.5580581E+07   5.1450136E+06   3.9637725E-01
    3.4900   2.5578574E+07   5.1444862E+06   3.9633266E-01
    3.4910   2.5576569E+07   5.1439593E+06   3.9628806E-01
    3.4920   2.5574566E+07   5.1434330E+06   3.9624346E-01
    3.4930   2.5572565E+07   5.1429072E+06   3.9619886E-01
    3.4940   2.5570567E+07   5.1423820E+06   3.9615427E-01
    3.4950   2.5568571E+07   5.1418573E+06   3.9610968E-01
    3.4960   2.5566577E+07   5.1413331E+06   3.9606509E-01
    3.4970   2.5564585E+07   5.1408095E+06   3.9602048E-01
    3.4980   2.5562595E+07   5.1402865E+06   3.9597589E-01
    3.4990   2.5560607E+07   5.1397639E+06   3.9593129E-01
    3.5000   2.5558622E+07   5.1392420E+06   3.9588670E-01
    3.5010   2.5556638E+07   5.1387269E+06   3.9585350E-01
    3.5020   2.5554657E+07   5.1382125E+06   3.9582032E-01
    3.5030   2.5552677E+07   5.1376985E+06   3.9578713E-01
    3.5040   2.5550700E+07   5.1371851E+06   3.9575394E-01
    3.5050   2.5548724E+07   5.1366722E+06   3.9572075E-01
    3.5060   2.5546751E+07   5.1361598E+06   3.9568756E-01
    3.5070   2.5544780E+07   5.1356479E+06   3.9565437E-01
    3.5080   2.5542811E+07   5.1351366E+06   3.9562118E-01
    3.5090   2.5540845E+07   5.1346259E+06   3.9558799E-01
    3.5100   2.5538880E+07   5.1341156E+06   3.9555480E-01
    3.5110   2.5536918E+07   5.1336060E+06   3.9552162E-01
    3.5120   2.5534958E+07   5.1330968E+06   3.9548843E-01
    3.5130   2.5533000E+07   5.1325882E+06   3.9545524E-01
    3.5140   2.5531044E+07   5.1320801E+06   3.9542205E-01
    3.5150   2.5529091E+07   5.1315726E+06   3.9538886E-01
    3.5160   2.5527140E+07   5.1310657E+06   3.9535567E-01
    3.5170   2.5525191E+07   5.1305592E+06   3.9532248E-01
    3.5180   2.5523244E+07   5.1300533E+06   3.9528929E-01
    3.5190   2.5521299E+07   5.1295480E+06   3.9525610E-01
    3.5200   2.5519357E+07   5.1290432E+06   3.9522292E-01
    3.5210   2.5517417E+07   5.1285390E+06   3.9518973E-01
    3.5220   2.5515479E+07   5.1280353E+06   3.9515654E-01
    3.5230   2.5513543E+07   5.1275322E+06   3.9512335E-01
    3.5240   2.5511610E+07   5.1270296E+06   3.9509016E-01
    3.5250   2.5509679E+07   5.1265275E+06   3.9505697E-01
    3.5260   2.5507750E+07   5.1260260E+06   3.9502378E-01
    3.5270   2.5505823E+07   5.1255251E+06   3.9499059E-01
    3.5280   2.5503899E+07   5.1250247E+06   3.9495741E-01
    3.5290   2.5501977E+07   5.1245248E+06   3.9492422E-01
    3.5300   2.5500057E+07   5.1240255E+06   3.9489103E-01
    3.5310   2.5498139E+07   5.1235268E+06   3.9485784E-01
    3.5320   2.5496224E+07   5.1230286E+06   3.9482465E-01
    3.5330   2.5494310E+07   5.1225309E+06   3.9479146E-01
    3.5340   2.5492399E+07   5.1220338E+06   3.9475827E-01
    3.5350   2.5490491E+07   5.1215373E+06   3.9472508E-01
    3.5360   2.5488584E+07   5.1210413E+06   3.9469189E-01
    3.5370   2.5486680E+07   5.1205458E+06   3.9465871E-01
    3.5380   2.5484778E+07   5.1200509E+06   3.9462552E-01
    3.5390   2.5482878E+07   5.1195566E+06   3.9459233E-01
    3.5400   2.5480981E+07   5.1190628E+06   3.9455914E-01
    3.5410   2.5479085E+07   5.1185695E+06   3.9452595E-01
    3.5420   2.5477192E+07   5.1180768E+06   3.9449276E-01
    3.5430   2.5475301E+07   5.1175846E+06   3.9445957E-01
    3.5440   2.5473413E+07   5.1170930E+06   3.9442638E-01
    3.5450   2.5471526E+07   5.1166019E+06   3.9439319E-01
    3.5460   2.5469642E+07   5.1161113E+06   3.9436001E-01
    3.5470   2.5467760E+07   5.1156213E+06   3.9432682E-01
    3.5480   2.5465881E+07   5.1151319E+06   3.9429363E-01
    3.5490   2.5464003E+07   5.1146430E+06   3.9426044E-01
    3.5500   2.5462128E+07   5.1141546E+06   3.9422725E-01
    3.5510   2.5460255E+07   5.1136668E+06   3.9419406E-01
    3.5520   2.5458384E+07   5.1131795E+06   3.9416087E-01
    3.5530   2.5456515E+07   5.1126928E+06   3.9412768E-01
    3.5540   2.5454649E+07   5.1122066E+06   3.9409449E-01
    3.5550   2.5452785E+07   5.1117209E+06   3.9406131E-01
    3.5560   2.5450923E+07   5.1112358E+06   3.9402812E-01
    3.5570   2.5449063E+07   5.1107512E+06   3.9399492E-01
    3.5580   2.5447205E+07   5.1102671E+06   3.9396174E-01
    3.5590   2.5445350E+07   5.1097836E+06   3.9392855E-01
    3.5600   2.5443496E+07   5.1093006E+06   3.9389536E-01
    3.5610   2.5441645E+07   5.1088181E+06   3.9386217E-01
    3.5620   2.5439796E+07   5.1083362E+06   3.9382898E-01
    3.5630   2.5437949E+07   5.1078548E+06   3.9379579E-01
    3.5640   2.5436105E+07   5.1073739E+06   3.9376261E-01
    3.5650   2.5434262E+07   5.1068936E+06   3.9372942E-01
    3.5660   2.5432422E+07   5.1064138E+06   3.9369623E-01
    3.5670   2.5430584E+07   5.1059345E+06   3.9366304E-01
    3.5680   2.5428748E+07   5.1054557E+06   3.9362985E-01
    3.5690   2.5426914E+07   5.1049775E+06   3.9359666E-01
    3.5700   2.5425082E+07   5.1044998E+06   3.9356347E-01
    3.5710   2.5423253E+07   5.1040226E+06   3.9353028E-01
    3.5720   2.5421425E+07   5.1035459E+06   3.9349709E-01
    3.5730   2.5419600E+07   5.1030698E+06   3.9346390E-01
    3.5740   2.5417777E+07   5.1025941E+06   3.9343072E-01
    3.5750   2.5415956E+07   5.1021190E+06   3.9339752E-01
    3.5760   2.5414137E+07   5.1016444E+06   3.9336434E-01
    3.5770   2.5412320E+07   5.1011703E+06   3.9333115E-01
    3.5780   2.5410505E+07   5.1006967E+06   3.9329796E-01
    3.5790   2.5408692E+07   5.1002237E+06   3.9326477E-01
    3.5800   2.5406881E+07   5.0997511E+06   3.9323158E-01
    3.5810   2.5405073E+07   5.0992791E+06   3.9319839E-01
    3.5820   2.5403266E+07   5.0988075E+06   3.9316521E-01
    3.5830   2.5401462E+07   5.0983365E+06   3.9313202E-01
    3.5840   2.5399660E+07   5.0978660E+06   3.9309883E-01
    3.5850   2.5397859E+07   5.0973959E+06   3.9306564E-01
    3.5860   2.5396061E+07   5.0969264E+06   3.9303245E-01
    3.5870   2.5394265E+07   5.0964574E+06   3.9299926E-01
    3.5880   2.5392470E+07   5.0959889E+06   3.9296607E-01
    3.5890   2.5390678E+07   5.0955208E+06   3.9293289E-01
    3.5900   2.5388888E+07   5.0950533E+06   3.9289969E-01
    3.5910   2.5387100E+07   5.0945862E+06   3.9286651E-01
    3.5920   2.5385314E+07   5.0941197E+06   3.9283332E-01
    3.5930   2.5383529E+07   5.0936536E+06   3.9280013E-01
    3.5940   2.5381747E+07   5.0931881E+06   3.9276694E-01
    3.5950   2.5379967E+07   5.0927230E+06   3.9273375E-01
    3.5960   2.5378189E+07   5.0922584E+06   3.9270056E-01
    3.5970   2.5376412E+07   5.0917942E+06   3.9266737E-01
    3.5980   2.5374638E+07   5.0913306E+06   3.9263419E-01
    3.5990   2.5372866E+07   5.0908674E+06   3.9260100E-01
    3.6000   2.5371095E+07   5.0904048E+06   3.9256780E-01
    3.6010   2.5369327E+07   5.0899491E+06   3.9254639E-01
    3.6020   2.5367560E+07   5.0894940E+06   3.9252497E-01
    3.6030   2.5365795E+07   5.0890393E+06   3.9250355E-01
    3.6040   2.5364033E+07   5.0885850E+06   3.9248213E-01
    3.6050   2.5362271E+07   5.0881312E+06   3.9246072E-01
    3.6060   2.5360512E+07   5.0876779E+06   3.9243930E-01
    3.6070   2.5358755E+07   5.0872250E+06   3.9241788E-01
    3.6080   2.5356999E+07   5.0867725E+06   3.9239646E-01
    3.6090   2.5355245E+07   5.0863206E+06   3.9237504E-01
    3.6100   2.5353493E+07   5.0858690E+06   3.9235362E-01
    3.6110   2.5351743E+07   5.0854180E+06   3.9233220E-01
    3.6120   2.5349995E+07   5.0849674E+06   3.9231079E-01
    3.6130   2.5348248E+07   5.0845172E+06   3.9228937E-01
    3.6140   2.5346504E+07   5.0840675E+06   3.9226795E-01
    3.6150   2.5344761E+07   5.0836182E+06   3.9224653E-01
    3.6160   2.5343020E+07   5.0831694E+06   3.9222511E-01
    3.6170   2.5341280E+07   5.0827210E+06   3.9220369E-01
    3.6180   2.5339543E+07   5.0822731E+06   3.9218227E-01
    3.6190   2.5337807E+07   5.0818256E+06   3.9216086E-01
    3.6200   2.5336073E+07   5.0813785E+06   3.9213944E-01
    3.6210   2.5334340E+07   5.0809319E+06   3.9211802E-01
    3.6220   2.5332610E+07   5.0804858E+06   3.9209660E-01
    3.6230   2.5330881E+07   5.0800400E+06   3.9207518E-01
    3.6240   2.5329154E+07   5.0795947E+06   3.9205376E-01
    3.6250   2.5327429E+07   5.0791499E+06   3.9203234E-01
    3.6260   2.5325705E+07   5.0787054E+06   3.9201093E-01
    3.6270   2.5323983E+07   5.0782614E+06   3.9198951E-01
    3.6280   2.5322263E+07   5.0778179E+06   3.9196809E-01
    3.6290   2.5320544E+07   5.0773747E+06   3.9194667E-01
    3.6300   2.5318827E+07   5.0769320E+06   3.9192525E-01
    3.6310   2.5317112E+07   5.0764897E+06   3.9190383E-01
    3.6320   2.5315398E+07   5.0760478E+06   3.9188242E-01
    3.6330   2.5313687E+07   5.0756063E+06   3.9186100E-01
    3.6340   2.5311976E+07   5.0751653E+06   3.9183958E-01
    3.6350   2.5310268E+07   5.0747246E+06   3.9181816E-01
    3.6360   2.5308561E+07   5.0742844E+06   3.9179674E-01
    3.6370   2.5306855E+07   5.0738446E+06   3.9177532E-01
    3.6380   2.5305151E+07   5.0734052E+06   3.9175391E-01
    3.6390   2.5303449E+07   5.0729662E+06   3.9173249E-01
    3.6400   2.5301748E+07   5.0725276E+06   3.9171107E-01
    3.6410   2.5300049E+07   5.0720894E+06   3.9168965E-01
    3.6420   2.5298352E+07   5.0716517E+06   3.9166823E-01
    3.6430   2.5296656E+07   5.0712143E+06   3.9164681E-01
    3.6440   2.5294962E+07   5.0707773E+06   3.9162540E-01
    3.6450   2.5293269E+07   5.0703407E+06   3.9160397E-01
    3.6460   2.5291577E+07   5.0699045E+06   3.9158256E-01
    3.6470   2.5289888E+07   5.0694687E+06   3.9156114E-01
    3.6480   2.5288199E+07   5.0690333E+06   3.9153972E-01
    3.6490   2.5286512E+07   5.0685982E+06   3.9151830E-01
    3.6500   2.5284827E+07   5.0681636E+06   3.9149688E-01
    3.6510   2.5283143E+07   5.0677293E+06   3.9147546E-01
    3.6520   2.5281461E+07   5.0672954E+06   3.9145405E-01
    3.6530   2.5279780E+07   5.0668619E+06   3.9143263E-01
    3.6540   2.5278100E+07   5.0664288E+06   3.9141121E-01
    3.6550   2.5276422E+07   5.0659961E+06   3.9138979E-01
    3.6560   2.5274746E+07   5.0655637E+06   3.9136837E-01
    3.6570   2.5273070E+07   5.0651317E+06   3.9134695E-01
    3.6580   2.5271397E+07   5.0647000E+06   3.9132553E-01
    3.6590   2.5269724E+07   5.0642687E+06   3.9130412E-01
    3.6600   2.5268053E+07   5.0638378E+06   3.9128270E-01
    3.6610   2.5266383E+07   5.0634073E+06   3.9126128E-01
    3.6620   2.5264715E+07   5.0629771E+06   3.9123986E-01
    3.6630   2.5263048E+07   5.0625472E+06   3.9121844E-01
    3.6640   2.5261383E+07   5.0621177E+06   3.9119702E-01
    3.6650   2.5259718E+07   5.0616886E+06   3.9117561E-01
    3.6660   2.5258055E+07   5.0612598E+06   3.9115419E-01
    3.6670   2.5256394E+07   5.0608314E+06   3.9113277E-01
    3.6680   2.5254733E+07   5.0604033E+06   3.9111135E-01
    3.6690   2.5253074E+07   5.0599756E+06   3.9108993E-01
    3.6700   2.5251416E+07   5.0595482E+06   3.9106851E-01
    3.6710   2.5249760E+07   5.0591211E+06   3.9104709E-01
    3.6720   2.5248105E+07   5.0586944E+06   3.9102568E-01
    3.6730   2.5246451E+07   5.0582680E+06   3.9100426E-01
    3.6740   2.5244798E+07   5.0578420E+06   3.9098284E-01
    3.6750   2.5243146E+07   5.0574162E+06   3.9096142E-01
    3.6760   2.5241496E+07   5.0569909E+06   3.9094000E-01
    3.6770   2.5239847E+07   5.0565658E+06   3.9091858E-01
    3.6780   2.5238199E+07   5.0561411E+06   3.9089717E-01
    3.6790   2.5236552E+07   5.0557166E+06   3.9087574E-01
    3.6800   2.5234907E+07   5.0552925E+06   3.9085433E-01
    3.6810   2.5233263E+07   5.0548688E+06   3.9083291E-01
    3.6820   2.5231619E+07   5.0544453E+06   3.9081149E-01
    3.6830   2.5229977E+07   5.0540222E+06   3.9079007E-01
    3.6840   2.5228336E+07   5.0535993E+06   3.9076865E-01
    3.6850   2.5226697E+07   5.0531768E+06   3.9074724E-01
    3.6860   2.5225058E+07   5.0527546E+06   3.9072582E-01
    3.6870   2.5223420E+07   5.0523327E+06   3.9070440E-01
    3.6880   2.5221784E+07   5.0519111E+06   3.9068298E-01
    3.6890   2.5220149E+07   5.0514898E+06   3.9066157E-01
    3.6900   2.5218514E+07   5.0510687E+06   3.9064014E-01
    3.6910   2.5216881E+07   5.0506480E+06   3.9061872E-01
    3.6920   2.5215249E+07   5.0502276E+06   3.9059730E-01
    3.6930   2.5213618E+07   5.0498075E+06   3.9057588E-01
    3.6940   2.5211988E+07   5.0493877E+06   3.9055447E-01
    3.6950   2.5210359E+07   5.0489681E+06   3.9053305E-01
    3.6960   2.5208731E+07   5.0485489E+06   3.9051163E-01
    3.6970   2.5207104E+07   5.0481299E+06   3.9049022E-01
    3.6980   2.5205478E+07   5.0477112E+06   3.9046880E-01
    3.6990   2.5203853E+07   5.0472928E+06   3.9044738E-01
    3.7000   2.5202229E+07   5.0468747E+06   3.9042596E-01
    3.7010   2.5200606E+07   5.0464635E+06   3.9041654E-01
    3.7020   2.5198985E+07   5.0460525E+06   3.9040713E-01
