
Predictions were generated on 31-May-2023 at 21:34:14 using HydroDyn Driver, compiled on May 31 2023 at 15:45:05 as a 64-bit application using double precision at commit v3.5.0-439-g03d62244-dirty
 linked with  NWTC Subroutine Library

Description from the driver input file: Sample file demonstrating NBodyMod=3 inputs, based on NREL 5.0 MW offshore baseline floating platform HydroDyn input properties for the OC4 Semi-submersible.

Time	Wave1Elev	HydroFxi	HydroFzi	HydroMyi	B1WvsFxi	B2WvsFxi	B3WvsFxi	B4WvsFxi	B1WvsFyi	B2WvsFyi	B3WvsFyi	B4WvsFyi	B1WvsFzi	B2WvsFzi	B3WvsFzi	B4WvsFzi	B1WvsMxi	B2WvsMxi	B3WvsMxi	B4WvsMxi	B1WvsMyi	B2WvsMyi	B3WvsMyi	B4WvsMyi	B1WvsMzi	B2WvsMzi	B3WvsMzi	B4WvsMzi	B1Surge	B1Sway	B1Heave	B1Roll	B1Pitch	B1Yaw	B2Surge	B2Sway	B2Heave	B2Roll	B2Pitch	B2Yaw	B3Surge	B3Sway	B3Heave	B3Roll	B3Pitch	B3Yaw	B4Surge	B4Sway	B4Heave	B4Roll	B4Pitch	B4Yaw
(s)	(m)	(N)	(N)	(N-m)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N-m)	(N-m)	(N-m)	(N-m)	(N-m)	(N-m)	(N-m)	(N-m)	(N-m)	(m)	(m)	(m)	(rad)	(rad)	(rad)	(m)	(m)	(m)	(rad)	(rad)	(rad)	(m)	(m)	(m)	(rad)	(rad)	(rad)	(m)	(m)	(m)	(rad)	(rad)	(rad)
    0.0000	   1.119191E-01	   2.017455E+05	   4.579816E+07	   3.795112E+06	  -9.396909E+03	   1.420220E+05	  -6.128609E+04	   1.420220E+05	  -1.434826E-02	  -8.795302E-03	   8.457708E-02	  -1.869763E-02	  -2.477119E+04	   6.735981E+04	   1.666140E+05	   6.735977E+04	  -2.302222E-01	   5.908383E-01	   8.265432E-01	   6.838335E-01	   1.783673E+05	  -3.510268E+05	   1.207951E+06	  -3.510258E+05	   3.121742E-02	   1.452020E-01	   5.468751E-01	   1.495368E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.0125	   1.104162E-01	   2.212881E+05	   4.579204E+07	   3.609177E+06	  -1.141800E+04	   1.474735E+05	  -5.068842E+04	   1.474735E+05	  -1.445746E-02	  -9.070027E-03	   8.367764E-02	  -1.903688E-02	  -2.508994E+04	   6.529063E+04	   1.648673E+05	   6.529059E+04	  -2.312596E-01	   5.996584E-01	   8.240255E-01	   6.911975E-01	   1.901919E+05	  -4.053694E+05	   1.109538E+06	  -4.053684E+05	   3.147509E-02	   1.480892E-01	   5.479549E-01	   1.524373E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.0250	   1.089133E-01	   2.408298E+05	   4.578592E+07	   3.423216E+06	  -1.343909E+04	   1.529250E+05	  -4.009075E+04	   1.529250E+05	  -1.456666E-02	  -9.344751E-03	   8.277820E-02	  -1.937614E-02	  -2.540868E+04	   6.322145E+04	   1.631206E+05	   6.322141E+04	  -2.322969E-01	   6.084784E-01	   8.215078E-01	   6.985614E-01	   2.020164E+05	  -4.597120E+05	   1.011125E+06	  -4.597110E+05	   3.173276E-02	   1.509764E-01	   5.490347E-01	   1.553378E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.0375	   1.074105E-01	   2.603707E+05	   4.577980E+07	   3.237231E+06	  -1.546017E+04	   1.583765E+05	  -2.949308E+04	   1.583766E+05	  -1.467586E-02	  -9.619475E-03	   8.187876E-02	  -1.971540E-02	  -2.572743E+04	   6.115227E+04	   1.613739E+05	   6.115223E+04	  -2.333343E-01	   6.172984E-01	   8.189901E-01	   7.059254E-01	   2.138409E+05	  -5.140546E+05	   9.127119E+05	  -5.140536E+05	   3.199043E-02	   1.538637E-01	   5.501145E-01	   1.582383E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.0500	   1.059076E-01	   2.799108E+05	   4.577368E+07	   3.051219E+06	  -1.748126E+04	   1.638280E+05	  -1.889541E+04	   1.638281E+05	  -1.478506E-02	  -9.894200E-03	   8.097932E-02	  -2.005466E-02	  -2.604617E+04	   5.908309E+04	   1.596272E+05	   5.908305E+04	  -2.343716E-01	   6.261185E-01	   8.164724E-01	   7.132894E-01	   2.256655E+05	  -5.683971E+05	   8.142988E+05	  -5.683962E+05	   3.224811E-02	   1.567509E-01	   5.511943E-01	   1.611388E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.0625	   1.044047E-01	   2.994501E+05	   4.576755E+07	   2.865182E+06	  -1.950235E+04	   1.692795E+05	  -8.297746E+03	   1.692796E+05	  -1.489426E-02	  -1.016892E-02	   8.007988E-02	  -2.039392E-02	  -2.636492E+04	   5.701392E+04	   1.578806E+05	   5.701387E+04	  -2.354089E-01	   6.349385E-01	   8.139547E-01	   7.206534E-01	   2.374900E+05	  -6.227397E+05	   7.158856E+05	  -6.227388E+05	   3.250578E-02	   1.596382E-01	   5.522740E-01	   1.640393E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.0750	   1.029018E-01	   3.189885E+05	   4.576142E+07	   2.679118E+06	  -2.152344E+04	   1.747310E+05	   2.299926E+03	   1.747311E+05	  -1.500346E-02	  -1.044365E-02	   7.918043E-02	  -2.073318E-02	  -2.668367E+04	   5.494474E+04	   1.561339E+05	   5.494468E+04	  -2.364463E-01	   6.437585E-01	   8.114370E-01	   7.280173E-01	   2.493145E+05	  -6.770822E+05	   6.174726E+05	  -6.770814E+05	   3.276346E-02	   1.625254E-01	   5.533538E-01	   1.669398E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.0875	   1.013989E-01	   3.385262E+05	   4.575529E+07	   2.493029E+06	  -2.354453E+04	   1.801825E+05	   1.289759E+04	   1.801826E+05	  -1.511266E-02	  -1.071837E-02	   7.828099E-02	  -2.107244E-02	  -2.700241E+04	   5.287556E+04	   1.543872E+05	   5.287550E+04	  -2.374836E-01	   6.525786E-01	   8.089193E-01	   7.353813E-01	   2.611391E+05	  -7.314248E+05	   5.190595E+05	  -7.314239E+05	   3.302113E-02	   1.654126E-01	   5.544336E-01	   1.698403E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1000	   9.989601E-02	   3.580631E+05	   4.574916E+07	   2.306914E+06	  -2.556562E+04	   1.856340E+05	   2.349527E+04	   1.856342E+05	  -1.522186E-02	  -1.099310E-02	   7.738155E-02	  -2.141170E-02	  -2.732116E+04	   5.080638E+04	   1.526405E+05	   5.080632E+04	  -2.385210E-01	   6.613986E-01	   8.064016E-01	   7.427453E-01	   2.729636E+05	  -7.857674E+05	   4.206464E+05	  -7.857665E+05	   3.327880E-02	   1.682999E-01	   5.555134E-01	   1.727408E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1125	   9.839311E-02	   3.775991E+05	   4.574303E+07	   2.120774E+06	  -2.758670E+04	   1.910855E+05	   3.409293E+04	   1.910857E+05	  -1.533107E-02	  -1.126782E-02	   7.648212E-02	  -2.175096E-02	  -2.763990E+04	   4.873720E+04	   1.508939E+05	   4.873714E+04	  -2.395583E-01	   6.702187E-01	   8.038839E-01	   7.501093E-01	   2.847881E+05	  -8.401100E+05	   3.222333E+05	  -8.401091E+05	   3.353648E-02	   1.711871E-01	   5.565932E-01	   1.756413E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1250	   9.689023E-02	   3.971343E+05	   4.573690E+07	   1.934608E+06	  -2.960779E+04	   1.965371E+05	   4.469060E+04	   1.965372E+05	  -1.544027E-02	  -1.154254E-02	   7.558268E-02	  -2.209022E-02	  -2.795865E+04	   4.666802E+04	   1.491472E+05	   4.666796E+04	  -2.405957E-01	   6.790388E-01	   8.013662E-01	   7.574732E-01	   2.966127E+05	  -8.944525E+05	   2.238202E+05	  -8.944518E+05	   3.379415E-02	   1.740744E-01	   5.576730E-01	   1.785418E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1375	   9.538734E-02	   4.166688E+05	   4.573076E+07	   1.748416E+06	  -3.162888E+04	   2.019886E+05	   5.528828E+04	   2.019887E+05	  -1.554947E-02	  -1.181727E-02	   7.468323E-02	  -2.242948E-02	  -2.827740E+04	   4.459884E+04	   1.474005E+05	   4.459877E+04	  -2.416330E-01	   6.878588E-01	   7.988485E-01	   7.648372E-01	   3.084372E+05	  -9.487951E+05	   1.254071E+05	  -9.487942E+05	   3.405182E-02	   1.769616E-01	   5.587528E-01	   1.814423E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1500	   9.388445E-02	   4.362024E+05	   4.572462E+07	   1.562198E+06	  -3.364997E+04	   2.074401E+05	   6.588594E+04	   2.074402E+05	  -1.565867E-02	  -1.209199E-02	   7.378379E-02	  -2.276874E-02	  -2.859614E+04	   4.252966E+04	   1.456538E+05	   4.252959E+04	  -2.426703E-01	   6.966788E-01	   7.963307E-01	   7.722012E-01	   3.202617E+05	  -1.003138E+06	   2.699400E+04	  -1.003137E+06	   3.430950E-02	   1.798488E-01	   5.598326E-01	   1.843428E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1625	   9.238155E-02	   4.557352E+05	   4.571849E+07	   1.375956E+06	  -3.567106E+04	   2.128916E+05	   7.648359E+04	   2.128918E+05	  -1.576787E-02	  -1.236672E-02	   7.288435E-02	  -2.310799E-02	  -2.891489E+04	   4.046048E+04	   1.439072E+05	   4.046041E+04	  -2.437077E-01	   7.054989E-01	   7.938130E-01	   7.795652E-01	   3.320862E+05	  -1.057480E+06	  -7.141900E+04	  -1.057479E+06	   3.456717E-02	   1.827361E-01	   5.609124E-01	   1.872433E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1750	   9.087867E-02	   4.752673E+05	   4.571235E+07	   1.189687E+06	  -3.769214E+04	   2.183431E+05	   8.708127E+04	   2.183432E+05	  -1.587707E-02	  -1.264144E-02	   7.198491E-02	  -2.344725E-02	  -2.923363E+04	   3.839130E+04	   1.421605E+05	   3.839123E+04	  -2.447450E-01	   7.143189E-01	   7.912953E-01	   7.869291E-01	   3.439108E+05	  -1.111823E+06	  -1.698321E+05	  -1.111822E+06	   3.482484E-02	   1.856233E-01	   5.619922E-01	   1.901438E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1875	   8.937578E-02	   4.947985E+05	   4.570620E+07	   1.003392E+06	  -3.971323E+04	   2.237946E+05	   9.767894E+04	   2.237948E+05	  -1.598627E-02	  -1.291617E-02	   7.108547E-02	  -2.378651E-02	  -2.955238E+04	   3.632212E+04	   1.404138E+05	   3.632205E+04	  -2.457824E-01	   7.231389E-01	   7.887776E-01	   7.942931E-01	   3.557353E+05	  -1.166165E+06	  -2.682452E+05	  -1.166165E+06	   3.508252E-02	   1.885106E-01	   5.630720E-01	   1.930443E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2000	   8.787289E-02	   5.143290E+05	   4.570006E+07	   8.170724E+05	  -4.173432E+04	   2.292461E+05	   1.082766E+05	   2.292463E+05	  -1.609547E-02	  -1.319089E-02	   7.018603E-02	  -2.412577E-02	  -2.987113E+04	   3.425295E+04	   1.386671E+05	   3.425287E+04	  -2.468197E-01	   7.319590E-01	   7.862599E-01	   8.016571E-01	   3.675598E+05	  -1.220508E+06	  -3.666583E+05	  -1.220507E+06	   3.534019E-02	   1.913978E-01	   5.641518E-01	   1.959448E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2125	   8.573646E-02	   5.302044E+05	   4.569365E+07	   6.549711E+05	  -4.370839E+04	   2.331777E+05	   1.181823E+05	   2.331779E+05	  -1.618389E-02	  -1.332549E-02	   6.922450E-02	  -2.430206E-02	  -3.018734E+04	   3.220124E+04	   1.366261E+05	   3.220116E+04	  -2.476584E-01	   7.405888E-01	   7.810345E-01	   8.094774E-01	   3.792482E+05	  -1.260666E+06	  -4.599349E+05	  -1.260665E+06	   3.556851E-02	   1.941403E-01	   5.648576E-01	   1.986934E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2250	   8.360003E-02	   5.460786E+05	   4.568723E+07	   4.928478E+05	  -4.568245E+04	   2.371093E+05	   1.280879E+05	   2.371095E+05	  -1.627230E-02	  -1.346008E-02	   6.826297E-02	  -2.447835E-02	  -3.050354E+04	   3.014954E+04	   1.345850E+05	   3.014946E+04	  -2.484971E-01	   7.492186E-01	   7.758091E-01	   8.172978E-01	   3.909365E+05	  -1.300823E+06	  -5.532114E+05	  -1.300822E+06	   3.579684E-02	   1.968829E-01	   5.655634E-01	   2.014420E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2375	   8.146361E-02	   5.619517E+05	   4.568081E+07	   3.307020E+05	  -4.765652E+04	   2.410409E+05	   1.379936E+05	   2.410411E+05	  -1.636072E-02	  -1.359468E-02	   6.730145E-02	  -2.465464E-02	  -3.081975E+04	   2.809783E+04	   1.325440E+05	   2.809776E+04	  -2.493357E-01	   7.578484E-01	   7.705837E-01	   8.251181E-01	   4.026248E+05	  -1.340981E+06	  -6.464880E+05	  -1.340980E+06	   3.602516E-02	   1.996254E-01	   5.662692E-01	   2.041907E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2500	   7.932718E-02	   5.778236E+05	   4.567439E+07	   1.685343E+05	  -4.963058E+04	   2.449726E+05	   1.478992E+05	   2.449728E+05	  -1.644913E-02	  -1.372927E-02	   6.633992E-02	  -2.483092E-02	  -3.113596E+04	   2.604612E+04	   1.305029E+05	   2.604606E+04	  -2.501744E-01	   7.664781E-01	   7.653583E-01	   8.329384E-01	   4.143131E+05	  -1.381138E+06	  -7.397645E+05	  -1.381137E+06	   3.625349E-02	   2.023680E-01	   5.669751E-01	   2.069393E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2625	   7.719076E-02	   5.936942E+05	   4.566797E+07	   6.344596E+03	  -5.160464E+04	   2.489042E+05	   1.578049E+05	   2.489044E+05	  -1.653755E-02	  -1.386387E-02	   6.537840E-02	  -2.500721E-02	  -3.145217E+04	   2.399442E+04	   1.284618E+05	   2.399436E+04	  -2.510130E-01	   7.751079E-01	   7.601328E-01	   8.407588E-01	   4.260014E+05	  -1.421296E+06	  -8.330410E+05	  -1.421294E+06	   3.648181E-02	   2.051105E-01	   5.676809E-01	   2.096879E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2750	   7.505433E-02	   6.095638E+05	   4.566155E+07	  -1.558676E+05	  -5.357871E+04	   2.528358E+05	   1.677105E+05	   2.528360E+05	  -1.662597E-02	  -1.399846E-02	   6.441687E-02	  -2.518350E-02	  -3.176838E+04	   2.194271E+04	   1.264208E+05	   2.194265E+04	  -2.518517E-01	   7.837377E-01	   7.549074E-01	   8.485791E-01	   4.376897E+05	  -1.461454E+06	  -9.263177E+05	  -1.461452E+06	   3.671014E-02	   2.078530E-01	   5.683867E-01	   2.124366E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2875	   7.291790E-02	   6.254322E+05	   4.565513E+07	  -3.181016E+05	  -5.555277E+04	   2.567674E+05	   1.776162E+05	   2.567676E+05	  -1.671438E-02	  -1.413306E-02	   6.345534E-02	  -2.535979E-02	  -3.208458E+04	   1.989100E+04	   1.243797E+05	   1.989095E+04	  -2.526904E-01	   7.923675E-01	   7.496820E-01	   8.563995E-01	   4.493780E+05	  -1.501611E+06	  -1.019594E+06	  -1.501610E+06	   3.693846E-02	   2.105956E-01	   5.690925E-01	   2.151852E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.3000	   7.078148E-02	   6.412994E+05	   4.564870E+07	  -4.803583E+05	  -5.752684E+04	   2.606990E+05	   1.875218E+05	   2.606992E+05	  -1.680280E-02	  -1.426765E-02	   6.249382E-02	  -2.553608E-02	  -3.240079E+04	   1.783929E+04	   1.223386E+05	   1.783924E+04	  -2.535290E-01	   8.009973E-01	   7.444565E-01	   8.642198E-01	   4.610664E+05	  -1.541769E+06	  -1.112871E+06	  -1.541767E+06	   3.716678E-02	   2.133381E-01	   5.697984E-01	   2.179338E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.3125	   6.864505E-02	   6.571654E+05	   4.564228E+07	  -6.426364E+05	  -5.950091E+04	   2.646307E+05	   1.974275E+05	   2.646308E+05	  -1.689121E-02	  -1.440225E-02	   6.153230E-02	  -2.571236E-02	  -3.271700E+04	   1.578759E+04	   1.202976E+05	   1.578754E+04	  -2.543677E-01	   8.096271E-01	   7.392311E-01	   8.720402E-01	   4.727547E+05	  -1.581926E+06	  -1.206147E+06	  -1.581924E+06	   3.739510E-02	   2.160807E-01	   5.705042E-01	   2.206824E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.3250	   6.650862E-02	   6.730303E+05	   4.563585E+07	  -8.049367E+05	  -6.147497E+04	   2.685622E+05	   2.073331E+05	   2.685624E+05	  -1.697963E-02	  -1.453684E-02	   6.057077E-02	  -2.588865E-02	  -3.303321E+04	   1.373589E+04	   1.182565E+05	   1.373584E+04	  -2.552064E-01	   8.182569E-01	   7.340057E-01	   8.798605E-01	   4.844430E+05	  -1.622084E+06	  -1.299424E+06	  -1.622082E+06	   3.762343E-02	   2.188232E-01	   5.712100E-01	   2.234311E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
