
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 09-Aug-2024 at 15:33:51.

 
 
 
      Time         BODY1RY         BODY1PZ         ROD1SUB
       (s)           (deg)             (m)          (frac)
   38.9000  -5.3372222E-01  -2.0346422E+00   6.0694611E-01
   39.0000  -2.0661948E+00  -2.0372579E+00   6.0771668E-01
   39.1000  -3.5315845E+00  -2.0395043E+00   6.0867691E-01
   39.2000  -4.8888702E+00  -2.0411880E+00   6.0972828E-01
   39.3000  -6.1005049E+00  -2.0420561E+00   6.1073726E-01
   39.4000  -7.1333547E+00  -2.0418267E+00   6.1155087E-01
   39.5000  -7.9594774E+00  -2.0402222E+00   6.1201370E-01
   39.6000  -8.5567303E+00  -2.0370007E+00   6.1198592E-01
   39.7000  -8.9092264E+00  -2.0319843E+00   6.1135995E-01
   39.8000  -9.0076380E+00  -2.0250814E+00   6.1007351E-01
   39.9000  -8.8494911E+00  -2.0162990E+00   6.0811806E-01
   40.0000  -8.4397459E+00  -2.0057483E+00   6.0554135E-01
   40.1000  -7.7908897E+00  -1.9936393E+00   6.0244268E-01
   40.2000  -6.9225006E+00  -1.9802607E+00   5.9896052E-01
   40.3000  -5.8605561E+00  -1.9659534E+00   5.9525657E-01
   40.4000  -4.6365528E+00  -1.9510769E+00   5.9149653E-01
   40.5000  -3.2864590E+00  -1.9359761E+00   5.8783305E-01
   40.6000  -1.8495654E+00  -1.9209493E+00   5.8439010E-01
   40.7000  -3.6726472E-01  -1.9062222E+00   5.8125228E-01
   40.8000   1.1181830E+00  -1.8919325E+00   5.7845861E-01
   40.9000   2.5649004E+00  -1.8781236E+00   5.7600141E-01
   41.0000   3.9325757E+00  -1.8647504E+00   5.7383031E-01
   41.1000   5.1835408E+00  -1.8516946E+00   5.7185972E-01
   41.2000   6.2837334E+00  -1.8387880E+00   5.6998044E-01
   41.3000   7.2035213E+00  -1.8258406E+00   5.6807333E-01
   41.4000   7.9183855E+00  -1.8126695E+00   5.6602383E-01
   41.5000   8.4094591E+00  -1.7991279E+00   5.6373644E-01
   41.6000   8.6639214E+00  -1.7851276E+00   5.6114662E-01
   41.7000   8.6752672E+00  -1.7706562E+00   5.5822968E-01
   41.8000   8.4436550E+00  -1.7557868E+00   5.5500537E-01
   41.9000   7.9762449E+00  -1.7406791E+00   5.5153668E-01
   42.0000   7.2870140E+00  -1.7255692E+00   5.4792392E-01
   42.1000   6.3963032E+00  -1.7107497E+00   5.4429317E-01
   42.2000   5.3301244E+00  -1.6965443E+00   5.4078239E-01
   42.3000   4.1192846E+00  -1.6832767E+00   5.3752726E-01
   42.4000   2.7984226E+00  -1.6712415E+00   5.3464741E-01
   42.5000   1.4049598E+00  -1.6606779E+00   5.3223544E-01
   42.6000  -2.1999979E-02  -1.6517478E+00   5.3034961E-01
   42.7000  -1.4427837E+00  -1.6445252E+00   5.2900934E-01
   42.8000  -2.8182483E+00  -1.6389927E+00   5.2819550E-01
   42.9000  -4.1108317E+00  -1.6350492E+00   5.2785331E-01
   43.0000  -5.2855306E+00  -1.6325254E+00   5.2789932E-01
   43.1000  -6.3107820E+00  -1.6312060E+00   5.2823019E-01
   43.2000  -7.1592321E+00  -1.6308558E+00   5.2873409E-01
   43.3000  -7.8083797E+00  -1.6312463E+00   5.2930254E-01
   43.4000  -8.2410860E+00  -1.6321820E+00   5.2984244E-01
   43.5000  -8.4459543E+00  -1.6335205E+00   5.3028607E-01
   43.6000  -8.4175777E+00  -1.6351867E+00   5.3059870E-01
   43.7000  -8.1568108E+00  -1.6371804E+00   5.3078246E-01
   43.8000  -7.6710711E+00  -1.6395772E+00   5.3087652E-01
   43.9000  -6.9742069E+00  -1.6425171E+00   5.3095216E-01
   44.0000  -6.0860734E+00  -1.6461879E+00   5.3110379E-01
   44.1000  -5.0319324E+00  -1.6508006E+00   5.3143746E-01
   44.2000  -3.8416948E+00  -1.6565614E+00   5.3205842E-01
   44.3000  -2.5490296E+00  -1.6636453E+00   5.3305858E-01
   44.4000  -1.1903702E+00  -1.6721711E+00   5.3450638E-01
   44.5000   1.9614641E-01  -1.6821835E+00   5.3643864E-01
   44.6000   1.5717773E+00  -1.6936425E+00   5.3885603E-01
   44.7000   2.8982704E+00  -1.7064230E+00   5.4172170E-01
   44.8000   4.1389265E+00  -1.7203224E+00   5.4496413E-01
   44.9000   5.2595959E+00  -1.7350773E+00   5.4848272E-01
   45.0000   6.2295823E+00  -1.7503862E+00   5.5215675E-01
   45.1000   7.0224528E+00  -1.7659361E+00   5.5585676E-01
   45.2000   7.6166964E+00  -1.7814280E+00   5.5945712E-01
   45.3000   7.9962192E+00  -1.7966022E+00   5.6284833E-01
   45.4000   8.1507053E+00  -1.8112581E+00   5.6594825E-01
   45.5000   8.0758562E+00  -1.8252671E+00   5.6870991E-01
   45.6000   7.7736435E+00  -1.8385791E+00   5.7112640E-01
   45.7000   7.2526493E+00  -1.8512216E+00   5.7323050E-01
   45.8000   6.5279241E+00  -1.8632884E+00   5.7508957E-01
   45.9000   5.6205287E+00  -1.8749214E+00   5.7679576E-01
   46.0000   4.5568757E+00  -1.8862854E+00   5.7845342E-01
   46.1000   3.3678987E+00  -1.8975418E+00   5.8016497E-01
   46.2000   2.0880792E+00  -1.9088217E+00   5.8201802E-01
   46.3000   7.5437319E-01  -1.9202043E+00   5.8407414E-01
   46.4000  -5.9491724E-01  -1.9317008E+00   5.8636099E-01
   46.5000  -1.9213012E+00  -1.9432476E+00   5.8886814E-01
   46.6000  -3.1872413E+00  -1.9547076E+00   5.9154719E-01
   46.7000  -4.3572187E+00  -1.9658819E+00   5.9431607E-01
   46.8000  -5.3987002E+00  -1.9765271E+00   5.9706676E-01
   46.9000  -6.2829790E+00  -1.9863782E+00   5.9967631E-01
   47.0000  -6.9858832E+00  -1.9951742E+00   6.0201937E-01
   47.1000  -7.4883342E+00  -2.0026820E+00   6.0398179E-01
   47.2000  -7.7767649E+00  -2.0087183E+00   6.0547286E-01
   47.3000  -7.8434043E+00  -2.0131655E+00   6.0643542E-01
   47.4000  -7.6864920E+00  -2.0159819E+00   6.0685205E-01
   47.5000  -7.3106990E+00  -2.0172050E+00   6.0674757E-01
   47.6000  -6.7272344E+00  -2.0169466E+00   6.0618585E-01
   47.7000  -5.9534850E+00  -2.0153778E+00   6.0526133E-01
   47.8000  -5.0124316E+00  -2.0127099E+00   6.0408729E-01
   47.9000  -3.9318907E+00  -2.0091693E+00   6.0278189E-01
   48.0000  -2.7436051E+00  -2.0049725E+00   6.0145468E-01
   48.1000  -1.4822307E+00  -2.0003014E+00   6.0019416E-01
   48.2000  -1.8425487E-01  -1.9952860E+00   5.9905928E-01
   48.3000   1.1131095E+00  -1.9899915E+00   5.9807342E-01
   48.4000   2.3730185E+00  -1.9844155E+00   5.9722376E-01
   48.5000   3.5600419E+00  -1.9784921E+00   5.9646350E-01
   48.6000   4.6411281E+00  -1.9721053E+00   5.9571856E-01
   48.7000   5.5864654E+00  -1.9651066E+00   5.9489691E-01
   48.8000   6.3702235E+00  -1.9573379E+00   5.9389961E-01
   48.9000   6.9711633E+00  -1.9486529E+00   5.9263319E-01
   49.0000   7.3731208E+00  -1.9389400E+00   5.9102118E-01
   49.1000   7.5653582E+00  -1.9281393E+00   5.8901411E-01
   49.2000   7.5428057E+00  -1.9162550E+00   5.8659619E-01
   49.3000   7.3063917E+00  -1.9033622E+00   5.8378869E-01
   49.4000   6.8633208E+00  -1.8896067E+00   5.8064908E-01
   49.5000   6.2269025E+00  -1.8751956E+00   5.7726490E-01
   49.6000   5.4160628E+00  -1.8603806E+00   5.7374471E-01
   49.7000   4.4546919E+00  -1.8454368E+00   5.7020575E-01
   49.8000   3.3708622E+00  -1.8306384E+00   5.6676221E-01
   49.9000   2.1959391E+00  -1.8162359E+00   5.6351411E-01
   50.0000   9.6361208E-01  -1.8024353E+00   5.6053805E-01
   50.1000  -2.9110998E-01  -1.7893826E+00   5.5788112E-01
   50.2000  -1.5329165E+00  -1.7771565E+00   5.5555856E-01
   50.3000  -2.7271881E+00  -1.7657671E+00   5.5355388E-01
   50.4000  -3.8409388E+00  -1.7551632E+00   5.5182290E-01
   50.5000  -4.8436842E+00  -1.7452455E+00   5.5030012E-01
   50.6000  -5.7082162E+00  -1.7358847E+00   5.4890704E-01
   50.7000  -6.4112811E+00  -1.7269421E+00   5.4756206E-01
   50.8000  -6.9341259E+00  -1.7182909E+00   5.4619038E-01
   50.9000  -7.2629189E+00  -1.7098349E+00   5.4473299E-01
   51.0000  -7.3890538E+00  -1.7015235E+00   5.4315436E-01
   51.1000  -7.3093586E+00  -1.6933620E+00   5.4144710E-01
   51.2000  -7.0263801E+00  -1.6854156E+00   5.3963381E-01
   51.3000  -6.5484796E+00  -1.6778076E+00   5.3776520E-01
   51.4000  -5.8895693E+00  -1.6707083E+00   5.3591478E-01
   51.5000  -5.0686636E+00  -1.6643200E+00   5.3417075E-01
   51.6000  -4.1092815E+00  -1.6588564E+00   5.3262639E-01
   51.7000  -3.0387297E+00  -1.6545217E+00   5.3137028E-01
   51.8000  -1.8872802E+00  -1.6514897E+00   5.3047723E-01
   51.9000  -6.8728679E-01  -1.6498861E+00   5.3000098E-01
   52.0000   5.2774602E-01  -1.6497763E+00   5.2996927E-01
   52.1000   1.7241051E+00  -1.6511587E+00   5.3038132E-01
   52.2000   2.8687980E+00  -1.6539648E+00   5.3120804E-01
   52.3000   3.9304404E+00  -1.6580672E+00   5.3239524E-01
   52.4000   4.8800840E+00  -1.6632928E+00   5.3386885E-01
   52.5000   5.6919584E+00  -1.6694399E+00   5.3554237E-01
   52.6000   6.3441157E+00  -1.6762996E+00   5.3732562E-01
   52.7000   6.8189678E+00  -1.6836743E+00   5.3913379E-01
   52.8000   7.1037068E+00  -1.6913965E+00   5.4089600E-01
   52.9000   7.1906042E+00  -1.6993424E+00   5.4256266E-01
   53.0000   7.0772119E+00  -1.7074417E+00   5.4411012E-01
   53.1000   6.7666168E+00  -1.7156802E+00   5.4554296E-01
   53.2000   6.2675791E+00  -1.7240982E+00   5.4689306E-01
   53.3000   5.5943065E+00  -1.7327799E+00   5.4821450E-01
   53.4000   4.7660336E+00  -1.7418379E+00   5.4957628E-01
   53.5000   3.8064435E+00  -1.7513947E+00   5.5105340E-01
   53.6000   2.7429633E+00  -1.7615626E+00   5.5271661E-01
   53.7000   1.6059334E+00  -1.7724229E+00   5.5462390E-01
   53.8000   4.2769051E-01  -1.7840117E+00   5.5681229E-01
   53.9000  -7.5838792E-01  -1.7963079E+00   5.5929309E-01
   54.0000  -1.9188575E+00  -1.8092296E+00   5.6204897E-01
   54.1000  -3.0211647E+00  -1.8226365E+00   5.6503463E-01
   54.2000  -4.0345559E+00  -1.8363394E+00   5.6818032E-01
   54.3000  -4.9309158E+00  -1.8501148E+00   5.7139748E-01
   54.4000  -5.6855040E+00  -1.8637234E+00   5.7458740E-01
   54.5000  -6.2775874E+00  -1.8769290E+00   5.7765025E-01
   54.6000  -6.6909485E+00  -1.8895189E+00   5.8049530E-01
   54.7000  -6.9142671E+00  -1.9013195E+00   5.8304965E-01
   54.8000  -6.9413905E+00  -1.9122089E+00   5.8526570E-01
   54.9000  -6.7715464E+00  -1.9221245E+00   5.8712542E-01
   55.0000  -6.4096217E+00  -1.9310642E+00   5.8864218E-01
   55.1000  -5.8661852E+00  -1.9390820E+00   5.8985800E-01
   55.2000  -5.1571674E+00  -1.9462757E+00   5.9083730E-01
   55.3000  -4.3033538E+00  -1.9527707E+00   5.9165835E-01
   55.4000  -3.3297248E+00  -1.9587005E+00   5.9240252E-01
   55.5000  -2.2646637E+00  -1.9641868E+00   5.9314442E-01
   55.6000  -1.1390687E+00  -1.9693217E+00   5.9394217E-01
   55.7000   1.4597717E-02  -1.9741539E+00   5.9483081E-01
   55.8000   1.1632892E+00  -1.9786800E+00   5.9581757E-01
   55.9000   2.2743466E+00  -1.9828435E+00   5.9688133E-01
   56.0000   3.3164310E+00  -1.9865392E+00   5.9797436E-01
   56.1000   4.2603860E+00  -1.9896244E+00   5.9902751E-01
   56.2000   5.0800118E+00  -1.9919335E+00   5.9995770E-01
   56.3000   5.7527289E+00  -1.9932965E+00   6.0067719E-01
   56.4000   6.2601309E+00  -1.9935573E+00   6.0110325E-01
   56.5000   6.5884132E+00  -1.9925910E+00   6.0116750E-01
   56.6000   6.7286830E+00  -1.9903185E+00   6.0082453E-01
   56.7000   6.6771693E+00  -1.9867157E+00   6.0005671E-01
   56.8000   6.4354944E+00  -1.9818184E+00   5.9887713E-01
   56.9000   6.0108886E+00  -1.9757211E+00   5.9732872E-01
   57.0000   5.4159865E+00  -1.9685688E+00   5.9547931E-01
   57.1000   4.6684008E+00  -1.9605432E+00   5.9341383E-01
   57.2000   3.7901454E+00  -1.9518456E+00   5.9122479E-01
   57.3000   2.8069229E+00  -1.9426774E+00   5.8900219E-01
   57.4000   1.7473141E+00  -1.9332218E+00   5.8682424E-01
   57.5000   6.4189357E-01  -1.9236279E+00   5.8474970E-01
   57.6000  -4.7769099E-01  -1.9139994E+00   5.8281320E-01
   57.7000  -1.5796468E+00  -1.9043889E+00   5.8102256E-01
   57.8000  -2.6329474E+00  -1.8947985E+00   5.7936019E-01
   57.9000  -3.6081941E+00  -1.8851862E+00   5.7778609E-01
   58.0000  -4.4784007E+00  -1.8754777E+00   5.7624424E-01
   58.1000  -5.2196870E+00  -1.8655808E+00   5.7466984E-01
   58.2000  -5.8118687E+00  -1.8554028E+00   5.7299787E-01
   58.3000  -6.2389441E+00  -1.8448669E+00   5.7117170E-01
   58.4000  -6.4894614E+00  -1.8339263E+00   5.6915051E-01
   58.5000  -6.5567789E+00  -1.8225763E+00   5.6691521E-01
   58.6000  -6.4392719E+00  -1.8108606E+00   5.6447148E-01
   58.7000  -6.1405983E+00  -1.7988740E+00   5.6185097E-01
   58.8000  -5.6696687E+00  -1.7867579E+00   5.5910838E-01
   58.9000  -5.0403466E+00  -1.7746910E+00   5.5631602E-01
   59.0000  -4.2709923E+00  -1.7628744E+00   5.5355674E-01
   59.1000  -3.3838754E+00  -1.7515157E+00   5.5091500E-01
   59.2000  -2.4044819E+00  -1.7408111E+00   5.4846907E-01
   59.3000  -1.3607520E+00  -1.7309285E+00   5.4628336E-01
   59.4000  -2.8223783E-01  -1.7219950E+00   5.4440320E-01
   59.5000   8.0076337E-01  -1.7140874E+00   5.4285097E-01
   59.6000   1.8580644E+00  -1.7072295E+00   5.4162550E-01
   59.7000   2.8604174E+00  -1.7013941E+00   5.4070330E-01
   59.8000   3.7802961E+00  -1.6965106E+00   5.4004198E-01
   59.9000   4.5926132E+00  -1.6924765E+00   5.3958565E-01
