# Time    CON4PX    CON4PY    CON4PZ   CON5PX    CON5PY    CON5PZ   CON6PX    CON6PY    CON6PZ
4.4000000e+00   2.5953000e+01   3.5394000e+01   -1.4417000e+01   -3.5339000e+01   8.6807000e-03   -1.3103000e+01   2.5943000e+01   -3.5392000e+01   -1.4477000e+01
4.4125000e+00   2.5958000e+01   3.5394000e+01   -1.4417000e+01   -3.5334000e+01   8.7274000e-03   -1.3103000e+01   2.5948000e+01   -3.5392000e+01   -1.4478000e+01
4.4250000e+00   2.5963000e+01   3.5394000e+01   -1.4418000e+01   -3.5330000e+01   8.7747000e-03   -1.3104000e+01   2.5952000e+01   -3.5392000e+01   -1.4479000e+01
4.4375000e+00   2.5967000e+01   3.5394000e+01   -1.4418000e+01   -3.5325000e+01   8.8225000e-03   -1.3104000e+01   2.5957000e+01   -3.5392000e+01   -1.4479000e+01
4.4500000e+00   2.5972000e+01   3.5394000e+01   -1.4419000e+01   -3.5321000e+01   8.8709000e-03   -1.3104000e+01   2.5961000e+01   -3.5392000e+01   -1.4480000e+01
4.4625000e+00   2.5976000e+01   3.5394000e+01   -1.4419000e+01   -3.5316000e+01   8.9198000e-03   -1.3104000e+01   2.5966000e+01   -3.5392000e+01   -1.4481000e+01
4.4750000e+00   2.5981000e+01   3.5394000e+01   -1.4419000e+01   -3.5312000e+01   8.9692000e-03   -1.3105000e+01   2.5970000e+01   -3.5392000e+01   -1.4482000e+01
4.4875000e+00   2.5985000e+01   3.5394000e+01   -1.4420000e+01   -3.5307000e+01   9.0191000e-03   -1.3105000e+01   2.5975000e+01   -3.5392000e+01   -1.4482000e+01
4.5000000e+00   2.5990000e+01   3.5394000e+01   -1.4420000e+01   -3.5303000e+01   9.0694000e-03   -1.3105000e+01   2.5979000e+01   -3.5392000e+01   -1.4483000e+01
4.5125000e+00   2.5994000e+01   3.5394000e+01   -1.4421000e+01   -3.5298000e+01   9.1203000e-03   -1.3105000e+01   2.5983000e+01   -3.5392000e+01   -1.4484000e+01
4.5250000e+00   2.5999000e+01   3.5394000e+01   -1.4421000e+01   -3.5294000e+01   9.1716000e-03   -1.3106000e+01   2.5988000e+01   -3.5392000e+01   -1.4484000e+01
4.5375000e+00   2.6003000e+01   3.5394000e+01   -1.4422000e+01   -3.5289000e+01   9.2234000e-03   -1.3106000e+01   2.5992000e+01   -3.5392000e+01   -1.4485000e+01
4.5500000e+00   2.6008000e+01   3.5394000e+01   -1.4422000e+01   -3.5285000e+01   9.2756000e-03   -1.3106000e+01   2.5997000e+01   -3.5392000e+01   -1.4486000e+01
4.5625000e+00   2.6012000e+01   3.5394000e+01   -1.4422000e+01   -3.5280000e+01   9.3281000e-03   -1.3106000e+01   2.6001000e+01   -3.5392000e+01   -1.4487000e+01
4.5750000e+00   2.6017000e+01   3.5394000e+01   -1.4423000e+01   -3.5276000e+01   9.3811000e-03   -1.3107000e+01   2.6006000e+01   -3.5392000e+01   -1.4487000e+01
4.5875000e+00   2.6021000e+01   3.5394000e+01   -1.4423000e+01   -3.5272000e+01   9.4344000e-03   -1.3107000e+01   2.6010000e+01   -3.5392000e+01   -1.4488000e+01
4.6000000e+00   2.6026000e+01   3.5394000e+01   -1.4424000e+01   -3.5267000e+01   9.4880000e-03   -1.3107000e+01   2.6014000e+01   -3.5392000e+01   -1.4489000e+01
4.6125000e+00   2.6030000e+01   3.5394000e+01   -1.4424000e+01   -3.5263000e+01   9.5419000e-03   -1.3108000e+01   2.6019000e+01   -3.5392000e+01   -1.4490000e+01
4.6250000e+00   2.6035000e+01   3.5394000e+01   -1.4425000e+01   -3.5258000e+01   9.5960000e-03   -1.3108000e+01   2.6023000e+01   -3.5392000e+01   -1.4490000e+01
4.6375000e+00   2.6039000e+01   3.5394000e+01   -1.4425000e+01   -3.5254000e+01   9.6505000e-03   -1.3108000e+01   2.6028000e+01   -3.5392000e+01   -1.4491000e+01
4.6500000e+00   2.6043000e+01   3.5394000e+01   -1.4426000e+01   -3.5249000e+01   9.7051000e-03   -1.3109000e+01   2.6032000e+01   -3.5392000e+01   -1.4492000e+01
4.6625000e+00   2.6048000e+01   3.5394000e+01   -1.4426000e+01   -3.5245000e+01   9.7599000e-03   -1.3109000e+01   2.6036000e+01   -3.5392000e+01   -1.4493000e+01
4.6750000e+00   2.6052000e+01   3.5394000e+01   -1.4427000e+01   -3.5241000e+01   9.8150000e-03   -1.3109000e+01   2.6041000e+01   -3.5392000e+01   -1.4493000e+01
4.6875000e+00   2.6057000e+01   3.5394000e+01   -1.4427000e+01   -3.5236000e+01   9.8702000e-03   -1.3109000e+01   2.6045000e+01   -3.5392000e+01   -1.4494000e+01
4.7000000e+00   2.6061000e+01   3.5394000e+01   -1.4428000e+01   -3.5232000e+01   9.9255000e-03   -1.3110000e+01   2.6049000e+01   -3.5392000e+01   -1.4495000e+01
4.7125000e+00   2.6065000e+01   3.5394000e+01   -1.4428000e+01   -3.5227000e+01   9.9811000e-03   -1.3110000e+01   2.6054000e+01   -3.5392000e+01   -1.4496000e+01
4.7250000e+00   2.6070000e+01   3.5394000e+01   -1.4429000e+01   -3.5223000e+01   1.0037000e-02   -1.3110000e+01   2.6058000e+01   -3.5392000e+01   -1.4496000e+01
4.7375000e+00   2.6074000e+01   3.5394000e+01   -1.4429000e+01   -3.5219000e+01   1.0093000e-02   -1.3111000e+01   2.6062000e+01   -3.5392000e+01   -1.4497000e+01
4.7500000e+00   2.6079000e+01   3.5394000e+01   -1.4430000e+01   -3.5214000e+01   1.0148000e-02   -1.3111000e+01   2.6067000e+01   -3.5392000e+01   -1.4498000e+01
4.7625000e+00   2.6083000e+01   3.5394000e+01   -1.4430000e+01   -3.5210000e+01   1.0204000e-02   -1.3112000e+01   2.6071000e+01   -3.5392000e+01   -1.4499000e+01
4.7750000e+00   2.6087000e+01   3.5394000e+01   -1.4431000e+01   -3.5206000e+01   1.0261000e-02   -1.3112000e+01   2.6075000e+01   -3.5392000e+01   -1.4500000e+01
4.7875000e+00   2.6092000e+01   3.5394000e+01   -1.4431000e+01   -3.5201000e+01   1.0317000e-02   -1.3112000e+01   2.6080000e+01   -3.5392000e+01   -1.4500000e+01
4.8000000e+00   2.6096000e+01   3.5394000e+01   -1.4432000e+01   -3.5197000e+01   1.0373000e-02   -1.3113000e+01   2.6084000e+01   -3.5392000e+01   -1.4501000e+01
4.8125000e+00   2.6100000e+01   3.5394000e+01   -1.4432000e+01   -3.5193000e+01   1.0430000e-02   -1.3113000e+01   2.6088000e+01   -3.5392000e+01   -1.4502000e+01
4.8250000e+00   2.6105000e+01   3.5394000e+01   -1.4433000e+01   -3.5189000e+01   1.0486000e-02   -1.3113000e+01   2.6092000e+01   -3.5392000e+01   -1.4503000e+01
4.8375000e+00   2.6109000e+01   3.5394000e+01   -1.4433000e+01   -3.5184000e+01   1.0543000e-02   -1.3114000e+01   2.6097000e+01   -3.5392000e+01   -1.4504000e+01
4.8500000e+00   2.6113000e+01   3.5394000e+01   -1.4434000e+01   -3.5180000e+01   1.0600000e-02   -1.3114000e+01   2.6101000e+01   -3.5392000e+01   -1.4504000e+01
4.8625000e+00   2.6118000e+01   3.5394000e+01   -1.4434000e+01   -3.5176000e+01   1.0657000e-02   -1.3114000e+01   2.6105000e+01   -3.5392000e+01   -1.4505000e+01
4.8750000e+00   2.6122000e+01   3.5394000e+01   -1.4435000e+01   -3.5171000e+01   1.0713000e-02   -1.3115000e+01   2.6109000e+01   -3.5392000e+01   -1.4506000e+01
4.8875000e+00   2.6126000e+01   3.5394000e+01   -1.4435000e+01   -3.5167000e+01   1.0770000e-02   -1.3115000e+01   2.6113000e+01   -3.5392000e+01   -1.4507000e+01
4.9000000e+00   2.6130000e+01   3.5394000e+01   -1.4436000e+01   -3.5163000e+01   1.0828000e-02   -1.3115000e+01   2.6118000e+01   -3.5392000e+01   -1.4508000e+01
4.9125000e+00   2.6135000e+01   3.5394000e+01   -1.4436000e+01   -3.5159000e+01   1.0885000e-02   -1.3116000e+01   2.6122000e+01   -3.5392000e+01   -1.4508000e+01
4.9250000e+00   2.6139000e+01   3.5394000e+01   -1.4437000e+01   -3.5155000e+01   1.0942000e-02   -1.3116000e+01   2.6126000e+01   -3.5392000e+01   -1.4509000e+01
4.9375000e+00   2.6143000e+01   3.5394000e+01   -1.4437000e+01   -3.5150000e+01   1.0999000e-02   -1.3116000e+01   2.6130000e+01   -3.5392000e+01   -1.4510000e+01
4.9500000e+00   2.6147000e+01   3.5394000e+01   -1.4438000e+01   -3.5146000e+01   1.1057000e-02   -1.3117000e+01   2.6134000e+01   -3.5392000e+01   -1.4511000e+01
4.9625000e+00   2.6152000e+01   3.5394000e+01   -1.4438000e+01   -3.5142000e+01   1.1114000e-02   -1.3117000e+01   2.6138000e+01   -3.5392000e+01   -1.4512000e+01
4.9750000e+00   2.6156000e+01   3.5394000e+01   -1.4439000e+01   -3.5138000e+01   1.1172000e-02   -1.3117000e+01   2.6143000e+01   -3.5392000e+01   -1.4513000e+01
4.9875000e+00   2.6160000e+01   3.5394000e+01   -1.4440000e+01   -3.5134000e+01   1.1229000e-02   -1.3118000e+01   2.6147000e+01   -3.5392000e+01   -1.4514000e+01
5.0000000e+00   2.6164000e+01   3.5394000e+01   -1.4440000e+01   -3.5129000e+01   1.1287000e-02   -1.3118000e+01   2.6151000e+01   -3.5392000e+01   -1.4514000e+01
5.0125000e+00   2.6168000e+01   3.5394000e+01   -1.4441000e+01   -3.5125000e+01   1.1344000e-02   -1.3119000e+01   2.6155000e+01   -3.5392000e+01   -1.4515000e+01
5.0250000e+00   2.6172000e+01   3.5394000e+01   -1.4441000e+01   -3.5121000e+01   1.1402000e-02   -1.3119000e+01   2.6159000e+01   -3.5392000e+01   -1.4516000e+01
5.0375000e+00   2.6177000e+01   3.5394000e+01   -1.4442000e+01   -3.5117000e+01   1.1459000e-02   -1.3119000e+01   2.6163000e+01   -3.5392000e+01   -1.4517000e+01
5.0500000e+00   2.6181000e+01   3.5394000e+01   -1.4443000e+01   -3.5113000e+01   1.1516000e-02   -1.3119000e+01   2.6167000e+01   -3.5392000e+01   -1.4518000e+01
5.0625000e+00   2.6185000e+01   3.5394000e+01   -1.4443000e+01   -3.5109000e+01   1.1574000e-02   -1.3120000e+01   2.6171000e+01   -3.5392000e+01   -1.4519000e+01
5.0750000e+00   2.6189000e+01   3.5394000e+01   -1.4444000e+01   -3.5105000e+01   1.1631000e-02   -1.3120000e+01   2.6175000e+01   -3.5392000e+01   -1.4520000e+01
5.0875000e+00   2.6193000e+01   3.5394000e+01   -1.4444000e+01   -3.5101000e+01   1.1688000e-02   -1.3120000e+01   2.6179000e+01   -3.5392000e+01   -1.4521000e+01
5.1000000e+00   2.6197000e+01   3.5394000e+01   -1.4445000e+01   -3.5096000e+01   1.1745000e-02   -1.3121000e+01   2.6184000e+01   -3.5392000e+01   -1.4521000e+01
5.1125000e+00   2.6201000e+01   3.5394000e+01   -1.4446000e+01   -3.5092000e+01   1.1802000e-02   -1.3121000e+01   2.6188000e+01   -3.5392000e+01   -1.4522000e+01
5.1250000e+00   2.6205000e+01   3.5394000e+01   -1.4446000e+01   -3.5088000e+01   1.1858000e-02   -1.3121000e+01   2.6192000e+01   -3.5392000e+01   -1.4523000e+01
5.1375000e+00   2.6210000e+01   3.5394000e+01   -1.4447000e+01   -3.5084000e+01   1.1915000e-02   -1.3121000e+01   2.6196000e+01   -3.5392000e+01   -1.4524000e+01
5.1500000e+00   2.6214000e+01   3.5394000e+01   -1.4448000e+01   -3.5080000e+01   1.1971000e-02   -1.3122000e+01   2.6200000e+01   -3.5392000e+01   -1.4525000e+01
5.1625000e+00   2.6218000e+01   3.5394000e+01   -1.4448000e+01   -3.5076000e+01   1.2027000e-02   -1.3122000e+01   2.6204000e+01   -3.5392000e+01   -1.4526000e+01
5.1750000e+00   2.6222000e+01   3.5394000e+01   -1.4449000e+01   -3.5072000e+01   1.2083000e-02   -1.3122000e+01   2.6208000e+01   -3.5392000e+01   -1.4527000e+01
5.1875000e+00   2.6226000e+01   3.5394000e+01   -1.4450000e+01   -3.5068000e+01   1.2138000e-02   -1.3122000e+01   2.6212000e+01   -3.5392000e+01   -1.4528000e+01
5.2000000e+00   2.6230000e+01   3.5394000e+01   -1.4450000e+01   -3.5064000e+01   1.2194000e-02   -1.3123000e+01   2.6216000e+01   -3.5392000e+01   -1.4529000e+01
5.2125000e+00   2.6234000e+01   3.5394000e+01   -1.4451000e+01   -3.5060000e+01   1.2249000e-02   -1.3123000e+01   2.6220000e+01   -3.5392000e+01   -1.4530000e+01
5.2250000e+00   2.6238000e+01   3.5394000e+01   -1.4452000e+01   -3.5056000e+01   1.2303000e-02   -1.3123000e+01   2.6224000e+01   -3.5392000e+01   -1.4531000e+01
5.2375000e+00   2.6242000e+01   3.5394000e+01   -1.4452000e+01   -3.5052000e+01   1.2358000e-02   -1.3123000e+01   2.6227000e+01   -3.5392000e+01   -1.4532000e+01
5.2500000e+00   2.6246000e+01   3.5394000e+01   -1.4453000e+01   -3.5048000e+01   1.2412000e-02   -1.3123000e+01   2.6231000e+01   -3.5392000e+01   -1.4533000e+01
5.2625000e+00   2.6250000e+01   3.5394000e+01   -1.4454000e+01   -3.5044000e+01   1.2465000e-02   -1.3124000e+01   2.6235000e+01   -3.5392000e+01   -1.4534000e+01
5.2750000e+00   2.6254000e+01   3.5394000e+01   -1.4455000e+01   -3.5040000e+01   1.2519000e-02   -1.3124000e+01   2.6239000e+01   -3.5392000e+01   -1.4535000e+01
5.2875000e+00   2.6258000e+01   3.5394000e+01   -1.4455000e+01   -3.5036000e+01   1.2572000e-02   -1.3124000e+01   2.6243000e+01   -3.5392000e+01   -1.4536000e+01
5.3000000e+00   2.6262000e+01   3.5394000e+01   -1.4456000e+01   -3.5032000e+01   1.2624000e-02   -1.3124000e+01   2.6247000e+01   -3.5392000e+01   -1.4537000e+01
5.3125000e+00   2.6266000e+01   3.5394000e+01   -1.4457000e+01   -3.5028000e+01   1.2677000e-02   -1.3124000e+01   2.6251000e+01   -3.5391000e+01   -1.4538000e+01
5.3250000e+00   2.6270000e+01   3.5394000e+01   -1.4458000e+01   -3.5024000e+01   1.2729000e-02   -1.3124000e+01   2.6255000e+01   -3.5391000e+01   -1.4539000e+01
5.3375000e+00   2.6274000e+01   3.5394000e+01   -1.4458000e+01   -3.5020000e+01   1.2781000e-02   -1.3124000e+01   2.6259000e+01   -3.5391000e+01   -1.4540000e+01
5.3500000e+00   2.6277000e+01   3.5394000e+01   -1.4459000e+01   -3.5017000e+01   1.2832000e-02   -1.3124000e+01   2.6263000e+01   -3.5391000e+01   -1.4541000e+01
5.3625000e+00   2.6281000e+01   3.5394000e+01   -1.4460000e+01   -3.5013000e+01   1.2884000e-02   -1.3124000e+01   2.6266000e+01   -3.5391000e+01   -1.4542000e+01
5.3750000e+00   2.6285000e+01   3.5395000e+01   -1.4461000e+01   -3.5009000e+01   1.2935000e-02   -1.3124000e+01   2.6270000e+01   -3.5391000e+01   -1.4544000e+01
5.3875000e+00   2.6289000e+01   3.5395000e+01   -1.4461000e+01   -3.5005000e+01   1.2986000e-02   -1.3124000e+01   2.6274000e+01   -3.5391000e+01   -1.4545000e+01
5.4000000e+00   2.6293000e+01   3.5395000e+01   -1.4462000e+01   -3.5001000e+01   1.3036000e-02   -1.3124000e+01   2.6278000e+01   -3.5391000e+01   -1.4546000e+01
5.4125000e+00   2.6297000e+01   3.5395000e+01   -1.4463000e+01   -3.4997000e+01   1.3087000e-02   -1.3124000e+01   2.6282000e+01   -3.5391000e+01   -1.4547000e+01
5.4250000e+00   2.6301000e+01   3.5395000e+01   -1.4464000e+01   -3.4993000e+01   1.3137000e-02   -1.3124000e+01   2.6285000e+01   -3.5391000e+01   -1.4548000e+01
5.4375000e+00   2.6305000e+01   3.5395000e+01   -1.4465000e+01   -3.4989000e+01   1.3187000e-02   -1.3124000e+01   2.6289000e+01   -3.5391000e+01   -1.4549000e+01
5.4500000e+00   2.6308000e+01   3.5395000e+01   -1.4466000e+01   -3.4986000e+01   1.3237000e-02   -1.3124000e+01   2.6293000e+01   -3.5391000e+01   -1.4551000e+01
5.4625000e+00   2.6312000e+01   3.5395000e+01   -1.4466000e+01   -3.4982000e+01   1.3287000e-02   -1.3124000e+01   2.6297000e+01   -3.5391000e+01   -1.4552000e+01
5.4750000e+00   2.6316000e+01   3.5395000e+01   -1.4467000e+01   -3.4978000e+01   1.3337000e-02   -1.3124000e+01   2.6301000e+01   -3.5391000e+01   -1.4553000e+01
5.4875000e+00   2.6320000e+01   3.5395000e+01   -1.4468000e+01   -3.4974000e+01   1.3387000e-02   -1.3124000e+01   2.6304000e+01   -3.5391000e+01   -1.4554000e+01
5.5000000e+00   2.6324000e+01   3.5395000e+01   -1.4469000e+01   -3.4970000e+01   1.3436000e-02   -1.3124000e+01   2.6308000e+01   -3.5391000e+01   -1.4555000e+01
5.5125000e+00   2.6328000e+01   3.5395000e+01   -1.4470000e+01   -3.4967000e+01   1.3486000e-02   -1.3124000e+01   2.6312000e+01   -3.5391000e+01   -1.4557000e+01
5.5250000e+00   2.6331000e+01   3.5395000e+01   -1.4471000e+01   -3.4963000e+01   1.3535000e-02   -1.3123000e+01   2.6316000e+01   -3.5391000e+01   -1.4558000e+01
5.5375000e+00   2.6335000e+01   3.5395000e+01   -1.4472000e+01   -3.4959000e+01   1.3585000e-02   -1.3123000e+01   2.6319000e+01   -3.5391000e+01   -1.4559000e+01
5.5500000e+00   2.6339000e+01   3.5395000e+01   -1.4473000e+01   -3.4955000e+01   1.3634000e-02   -1.3123000e+01   2.6323000e+01   -3.5391000e+01   -1.4560000e+01
5.5625000e+00   2.6343000e+01   3.5395000e+01   -1.4473000e+01   -3.4952000e+01   1.3683000e-02   -1.3123000e+01   2.6327000e+01   -3.5391000e+01   -1.4562000e+01
5.5750000e+00   2.6346000e+01   3.5395000e+01   -1.4474000e+01   -3.4948000e+01   1.3733000e-02   -1.3122000e+01   2.6330000e+01   -3.5391000e+01   -1.4563000e+01
5.5875000e+00   2.6350000e+01   3.5395000e+01   -1.4475000e+01   -3.4944000e+01   1.3782000e-02   -1.3122000e+01   2.6334000e+01   -3.5391000e+01   -1.4564000e+01
5.6000000e+00   2.6354000e+01   3.5395000e+01   -1.4476000e+01   -3.4940000e+01   1.3831000e-02   -1.3122000e+01   2.6338000e+01   -3.5391000e+01   -1.4566000e+01
5.6125000e+00   2.6357000e+01   3.5395000e+01   -1.4477000e+01   -3.4937000e+01   1.3880000e-02   -1.3122000e+01   2.6341000e+01   -3.5391000e+01   -1.4567000e+01
5.6250000e+00   2.6361000e+01   3.5395000e+01   -1.4478000e+01   -3.4933000e+01   1.3930000e-02   -1.3121000e+01   2.6345000e+01   -3.5391000e+01   -1.4568000e+01
5.6375000e+00   2.6365000e+01   3.5395000e+01   -1.4479000e+01   -3.4929000e+01   1.3979000e-02   -1.3121000e+01   2.6348000e+01   -3.5391000e+01   -1.4570000e+01
5.6500000e+00   2.6369000e+01   3.5395000e+01   -1.4480000e+01   -3.4926000e+01   1.4028000e-02   -1.3120000e+01   2.6352000e+01   -3.5391000e+01   -1.4571000e+01
5.6625000e+00   2.6372000e+01   3.5395000e+01   -1.4481000e+01   -3.4922000e+01   1.4077000e-02   -1.3120000e+01   2.6356000e+01   -3.5391000e+01   -1.4573000e+01
5.6750000e+00   2.6376000e+01   3.5395000e+01   -1.4482000e+01   -3.4918000e+01   1.4126000e-02   -1.3120000e+01   2.6359000e+01   -3.5391000e+01   -1.4574000e+01
5.6875000e+00   2.6380000e+01   3.5395000e+01   -1.4483000e+01   -3.4915000e+01   1.4175000e-02   -1.3119000e+01   2.6363000e+01   -3.5391000e+01   -1.4575000e+01
5.7000000e+00   2.6383000e+01   3.5395000e+01   -1.4484000e+01   -3.4911000e+01   1.4224000e-02   -1.3119000e+01   2.6366000e+01   -3.5391000e+01   -1.4577000e+01
5.7125000e+00   2.6387000e+01   3.5395000e+01   -1.4485000e+01   -3.4907000e+01   1.4273000e-02   -1.3118000e+01   2.6370000e+01   -3.5391000e+01   -1.4578000e+01
5.7250000e+00   2.6390000e+01   3.5395000e+01   -1.4486000e+01   -3.4904000e+01   1.4322000e-02   -1.3118000e+01   2.6374000e+01   -3.5391000e+01   -1.4580000e+01
5.7375000e+00   2.6394000e+01   3.5395000e+01   -1.4487000e+01   -3.4900000e+01   1.4371000e-02   -1.3117000e+01   2.6377000e+01   -3.5391000e+01   -1.4581000e+01
5.7500000e+00   2.6398000e+01   3.5395000e+01   -1.4488000e+01   -3.4896000e+01   1.4419000e-02   -1.3117000e+01   2.6381000e+01   -3.5391000e+01   -1.4582000e+01
5.7625000e+00   2.6401000e+01   3.5395000e+01   -1.4489000e+01   -3.4893000e+01   1.4468000e-02   -1.3116000e+01   2.6384000e+01   -3.5391000e+01   -1.4584000e+01
5.7750000e+00   2.6405000e+01   3.5395000e+01   -1.4490000e+01   -3.4889000e+01   1.4516000e-02   -1.3116000e+01   2.6388000e+01   -3.5391000e+01   -1.4585000e+01
5.7875000e+00   2.6408000e+01   3.5395000e+01   -1.4491000e+01   -3.4886000e+01   1.4565000e-02   -1.3115000e+01   2.6391000e+01   -3.5391000e+01   -1.4587000e+01
5.8000000e+00   2.6412000e+01   3.5395000e+01   -1.4492000e+01   -3.4882000e+01   1.4613000e-02   -1.3115000e+01   2.6395000e+01   -3.5391000e+01   -1.4588000e+01
5.8125000e+00   2.6415000e+01   3.5395000e+01   -1.4493000e+01   -3.4879000e+01   1.4661000e-02   -1.3114000e+01   2.6398000e+01   -3.5391000e+01   -1.4590000e+01
5.8250000e+00   2.6419000e+01   3.5395000e+01   -1.4494000e+01   -3.4875000e+01   1.4709000e-02   -1.3113000e+01   2.6402000e+01   -3.5391000e+01   -1.4591000e+01
5.8375000e+00   2.6422000e+01   3.5395000e+01   -1.4496000e+01   -3.4872000e+01   1.4757000e-02   -1.3113000e+01   2.6405000e+01   -3.5391000e+01   -1.4593000e+01
5.8500000e+00   2.6426000e+01   3.5395000e+01   -1.4497000e+01   -3.4868000e+01   1.4804000e-02   -1.3112000e+01   2.6408000e+01   -3.5391000e+01   -1.4594000e+01
5.8625000e+00   2.6429000e+01   3.5395000e+01   -1.4498000e+01   -3.4865000e+01   1.4852000e-02   -1.3111000e+01   2.6412000e+01   -3.5391000e+01   -1.4596000e+01
5.8750000e+00   2.6433000e+01   3.5395000e+01   -1.4499000e+01   -3.4861000e+01   1.4899000e-02   -1.3111000e+01   2.6415000e+01   -3.5391000e+01   -1.4597000e+01
5.8875000e+00   2.6436000e+01   3.5395000e+01   -1.4500000e+01   -3.4858000e+01   1.4946000e-02   -1.3110000e+01   2.6419000e+01   -3.5391000e+01   -1.4599000e+01
5.9000000e+00   2.6440000e+01   3.5395000e+01   -1.4501000e+01   -3.4854000e+01   1.4993000e-02   -1.3109000e+01   2.6422000e+01   -3.5391000e+01   -1.4601000e+01
5.9125000e+00   2.6443000e+01   3.5395000e+01   -1.4502000e+01   -3.4851000e+01   1.5040000e-02   -1.3109000e+01   2.6425000e+01   -3.5391000e+01   -1.4602000e+01
5.9250000e+00   2.6447000e+01   3.5395000e+01   -1.4503000e+01   -3.4847000e+01   1.5087000e-02   -1.3108000e+01   2.6429000e+01   -3.5391000e+01   -1.4604000e+01
5.9375000e+00   2.6450000e+01   3.5395000e+01   -1.4504000e+01   -3.4844000e+01   1.5133000e-02   -1.3107000e+01   2.6432000e+01   -3.5391000e+01   -1.4605000e+01
5.9500000e+00   2.6454000e+01   3.5395000e+01   -1.4506000e+01   -3.4840000e+01   1.5180000e-02   -1.3106000e+01   2.6435000e+01   -3.5391000e+01   -1.4607000e+01
5.9625000e+00   2.6457000e+01   3.5395000e+01   -1.4507000e+01   -3.4837000e+01   1.5226000e-02   -1.3105000e+01   2.6439000e+01   -3.5391000e+01   -1.4608000e+01
5.9750000e+00   2.6460000e+01   3.5395000e+01   -1.4508000e+01   -3.4834000e+01   1.5273000e-02   -1.3105000e+01   2.6442000e+01   -3.5391000e+01   -1.4610000e+01
5.9875000e+00   2.6464000e+01   3.5395000e+01   -1.4509000e+01   -3.4830000e+01   1.5319000e-02   -1.3104000e+01   2.6445000e+01   -3.5391000e+01   -1.4612000e+01
6.0000000e+00   2.6467000e+01   3.5395000e+01   -1.4510000e+01   -3.4827000e+01   1.5365000e-02   -1.3103000e+01   2.6449000e+01   -3.5391000e+01   -1.4613000e+01
6.0125000e+00   2.6470000e+01   3.5395000e+01   -1.4511000e+01   -3.4823000e+01   1.5412000e-02   -1.3102000e+01   2.6452000e+01   -3.5391000e+01   -1.4615000e+01
6.0250000e+00   2.6474000e+01   3.5395000e+01   -1.4512000e+01   -3.4820000e+01   1.5458000e-02   -1.3101000e+01   2.6455000e+01   -3.5391000e+01   -1.4616000e+01
6.0375000e+00   2.6477000e+01   3.5395000e+01   -1.4514000e+01   -3.4817000e+01   1.5504000e-02   -1.3100000e+01   2.6458000e+01   -3.5391000e+01   -1.4618000e+01
6.0500000e+00   2.6480000e+01   3.5395000e+01   -1.4515000e+01   -3.4813000e+01   1.5550000e-02   -1.3100000e+01   2.6462000e+01   -3.5391000e+01   -1.4620000e+01
6.0625000e+00   2.6484000e+01   3.5395000e+01   -1.4516000e+01   -3.4810000e+01   1.5596000e-02   -1.3099000e+01   2.6465000e+01   -3.5391000e+01   -1.4621000e+01
6.0750000e+00   2.6487000e+01   3.5395000e+01   -1.4517000e+01   -3.4807000e+01   1.5643000e-02   -1.3098000e+01   2.6468000e+01   -3.5391000e+01   -1.4623000e+01
6.0875000e+00   2.6490000e+01   3.5395000e+01   -1.4518000e+01   -3.4803000e+01   1.5689000e-02   -1.3097000e+01   2.6471000e+01   -3.5391000e+01   -1.4624000e+01
6.1000000e+00   2.6493000e+01   3.5395000e+01   -1.4519000e+01   -3.4800000e+01   1.5735000e-02   -1.3096000e+01   2.6475000e+01   -3.5391000e+01   -1.4626000e+01
6.1125000e+00   2.6497000e+01   3.5395000e+01   -1.4521000e+01   -3.4797000e+01   1.5782000e-02   -1.3095000e+01   2.6478000e+01   -3.5391000e+01   -1.4628000e+01
6.1250000e+00   2.6500000e+01   3.5395000e+01   -1.4522000e+01   -3.4794000e+01   1.5828000e-02   -1.3094000e+01   2.6481000e+01   -3.5391000e+01   -1.4629000e+01
6.1375000e+00   2.6503000e+01   3.5395000e+01   -1.4523000e+01   -3.4790000e+01   1.5875000e-02   -1.3093000e+01   2.6484000e+01   -3.5391000e+01   -1.4631000e+01
6.1500000e+00   2.6506000e+01   3.5395000e+01   -1.4524000e+01   -3.4787000e+01   1.5922000e-02   -1.3092000e+01   2.6487000e+01   -3.5391000e+01   -1.4632000e+01
6.1625000e+00   2.6510000e+01   3.5395000e+01   -1.4525000e+01   -3.4784000e+01   1.5969000e-02   -1.3091000e+01   2.6490000e+01   -3.5391000e+01   -1.4634000e+01
6.1750000e+00   2.6513000e+01   3.5395000e+01   -1.4527000e+01   -3.4781000e+01   1.6016000e-02   -1.3091000e+01   2.6493000e+01   -3.5391000e+01   -1.4636000e+01
6.1875000e+00   2.6516000e+01   3.5395000e+01   -1.4528000e+01   -3.4778000e+01   1.6064000e-02   -1.3090000e+01   2.6496000e+01   -3.5391000e+01   -1.4637000e+01
6.2000000e+00   2.6519000e+01   3.5395000e+01   -1.4529000e+01   -3.4774000e+01   1.6112000e-02   -1.3089000e+01   2.6500000e+01   -3.5391000e+01   -1.4639000e+01
6.2125000e+00   2.6522000e+01   3.5395000e+01   -1.4530000e+01   -3.4771000e+01   1.6159000e-02   -1.3088000e+01   2.6503000e+01   -3.5391000e+01   -1.4640000e+01
