
These predictions were generated by MoorDyn (v2.0.02023-09-18) on 17-Oct-2023 at 17:19:55.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3          L1N10T          L2N10T          L3N10T            P4FX            P4FY            P4FZ            P5FX            P5FY            P5FZ            P6FX            P6FY            P6FZ         L1N19PX         L1N19PY         L1N19PZ         L2N19PX         L2N19PY         L2N19PZ         L3N19PX         L3N19PY         L3N19PZ            P4PX            P4PY            P4PZ            P5PX            P5PY            P5PZ            P6PX            P6PY            P6PZ
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)
   19.0625   9.5478427E+05   1.5405470E+06   9.5543595E+05   7.5890297E+05   1.3390373E+06   7.5997999E+05   7.7047112E+05   1.3755226E+06   7.7136678E+05   3.7367718E+05   6.5963884E+05  -5.8039209E+05  -1.3408184E+06  -1.2480090E+02  -7.5861133E+05   3.7403820E+05  -6.6012719E+05  -5.8067665E+05   4.3864428E+01   6.4692946E+01  -3.9438050E+01  -7.0733664E+01   6.7806870E-02  -3.2847202E+01   4.3780231E+01  -6.4698130E+01  -3.9566596E+01   2.7263569E+01   3.5391058E+01  -1.4644976E+01  -3.4049766E+01   7.1205378E-02  -1.2700127E+01   2.7174787E+01  -3.5394761E+01  -1.4778278E+01
   19.0750   9.5478566E+05   1.5406609E+06   9.5537950E+05   7.5891019E+05   1.3391574E+06   7.5992075E+05   7.7047376E+05   1.3756509E+06   7.7130821E+05   3.7367324E+05   6.5963825E+05  -5.8039757E+05  -1.3409150E+06  -1.2484144E+02  -7.5867186E+05   3.7401132E+05  -6.6008636E+05  -5.8064749E+05   4.3866161E+01   6.4692863E+01  -3.9437831E+01  -7.0731722E+01   6.7845947E-02  -3.2847924E+01   4.3781912E+01  -6.4698087E+01  -3.9566075E+01   2.7265491E+01   3.5391044E+01  -1.4644548E+01  -3.4047906E+01   7.1245311E-02  -1.2700688E+01   2.7176658E+01  -3.5394776E+01  -1.4777566E+01
   19.0875   9.5478435E+05   1.5407814E+06   9.5531997E+05   7.5891509E+05   1.3392847E+06   7.5985775E+05   7.7047400E+05   1.3757861E+06   7.7124624E+05   3.7366811E+05   6.5963550E+05  -5.8040185E+05  -1.3410176E+06  -1.2488238E+02  -7.5873535E+05   3.7398310E+05  -6.6004308E+05  -5.8061693E+05   4.3867895E+01   6.4692768E+01  -3.9437633E+01  -7.0729778E+01   6.7884990E-02  -3.2848638E+01   4.3783594E+01  -6.4698030E+01  -3.9565575E+01   2.7267420E+01   3.5391029E+01  -1.4644123E+01  -3.4046040E+01   7.1285205E-02  -1.2701248E+01   2.7178536E+01  -3.5394790E+01  -1.4776856E+01
   19.1000   9.5478029E+05   1.5409084E+06   9.5525737E+05   7.5891765E+05   1.3394190E+06   7.5979100E+05   7.7047181E+05   1.3759279E+06   7.7118090E+05   3.7366179E+05   6.5963052E+05  -5.8040491E+05  -1.3411259E+06  -1.2492392E+02  -7.5880173E+05   3.7395354E+05  -6.5999735E+05  -5.8058495E+05   4.3869630E+01   6.4692659E+01  -3.9437454E+01  -7.0727832E+01   6.7923997E-02  -3.2849344E+01   4.3785277E+01  -6.4697961E+01  -3.9565097E+01   2.7269355E+01   3.5391015E+01  -1.4643700E+01  -3.4044168E+01   7.1325064E-02  -1.2701805E+01   2.7180420E+01  -3.5394805E+01  -1.4776151E+01
   19.1125   9.5477342E+05   1.5410417E+06   9.5519171E+05   7.5891781E+05   1.3395603E+06   7.5972056E+05   7.7046712E+05   1.3760764E+06   7.7111221E+05   3.7365425E+05   6.5962328E+05  -5.8040668E+05  -1.3412399E+06  -1.2496623E+02  -7.5887095E+05   3.7392266E+05  -6.5994919E+05  -5.8055155E+05   4.3871367E+01   6.4692538E+01  -3.9437296E+01  -7.0725883E+01   6.7962968E-02  -3.2850042E+01   4.3786962E+01  -6.4697879E+01  -3.9564641E+01   2.7271295E+01   3.5391001E+01  -1.4643280E+01  -3.4042289E+01   7.1364894E-02  -1.2702360E+01   2.7182309E+01  -3.5394820E+01  -1.4775448E+01
   19.1250   9.5476367E+05   1.5411813E+06   9.5512300E+05   7.5891553E+05   1.3397085E+06   7.5964648E+05   7.7045990E+05   1.3762314E+06   7.7104021E+05   3.7364547E+05   6.5961374E+05  -5.8040714E+05  -1.3413596E+06  -1.2500950E+02  -7.5894293E+05   3.7389046E+05  -6.5989861E+05  -5.8051675E+05   4.3873106E+01   6.4692404E+01  -3.9437158E+01  -7.0723931E+01   6.8001903E-02  -3.2850732E+01   4.3788647E+01  -6.4697784E+01  -3.9564206E+01   2.7273242E+01   3.5390986E+01  -1.4642862E+01  -3.4040404E+01   7.1404697E-02  -1.2702913E+01   2.7184205E+01  -3.5394835E+01  -1.4774749E+01
   19.1375   9.5475099E+05   1.5413270E+06   9.5505126E+05   7.5891077E+05   1.3398633E+06   7.5956880E+05   7.7045008E+05   1.3763927E+06   7.7096493E+05   3.7363541E+05   6.5960186E+05  -5.8040625E+05  -1.3414847E+06  -1.2505389E+02  -7.5901762E+05   3.7385694E+05  -6.5984561E+05  -5.8048055E+05   4.3874846E+01   6.4692258E+01  -3.9437040E+01  -7.0721978E+01   6.8040802E-02  -3.2851413E+01   4.3790333E+01  -6.4697677E+01  -3.9563792E+01   2.7275195E+01   3.5390972E+01  -1.4642447E+01  -3.4038513E+01   7.1444481E-02  -1.2703464E+01   2.7186106E+01  -3.5394850E+01  -1.4774053E+01
   19.1500   9.5473533E+05   1.5414787E+06   9.5497650E+05   7.5890348E+05   1.3400248E+06   7.5948757E+05   7.7043764E+05   1.3765602E+06   7.7088640E+05   3.7362408E+05   6.5958762E+05  -5.8040398E+05  -1.3416153E+06  -1.2509957E+02  -7.5909495E+05   3.7382212E+05  -6.5979022E+05  -5.8044294E+05   4.3876588E+01   6.4692100E+01  -3.9436943E+01  -7.0720022E+01   6.8079664E-02  -3.2852084E+01   4.3792021E+01  -6.4697558E+01  -3.9563398E+01   2.7277154E+01   3.5390957E+01  -1.4642035E+01  -3.4036616E+01   7.1484248E-02  -1.2704013E+01   2.7188014E+01  -3.5394865E+01  -1.4773361E+01
   19.1625   9.5471665E+05   1.5416364E+06   9.5489874E+05   7.5889362E+05   1.3401927E+06   7.5940287E+05   7.7042251E+05   1.3767339E+06   7.7080467E+05   3.7361145E+05   6.5957097E+05  -5.8040029E+05  -1.3417512E+06  -1.2514669E+02  -7.5917484E+05   3.7378601E+05  -6.5973245E+05  -5.8040393E+05   4.3878332E+01   6.4691929E+01  -3.9436865E+01  -7.0718065E+01   6.8118490E-02  -3.2852747E+01   4.3793710E+01  -6.4697427E+01  -3.9563026E+01   2.7279119E+01   3.5390943E+01  -1.4641626E+01  -3.4034712E+01   7.1524003E-02  -1.2704560E+01   2.7189927E+01  -3.5394880E+01  -1.4772672E+01
   19.1750   9.5469489E+05   1.5417998E+06   9.5481799E+05   7.5888113E+05   1.3403669E+06   7.5931474E+05   7.7040465E+05   1.3769136E+06   7.7071977E+05   3.7359750E+05   6.5955191E+05  -5.8039515E+05  -1.3418923E+06  -1.2519539E+02  -7.5925723E+05   3.7374860E+05  -6.5967230E+05  -5.8036353E+05   4.3880077E+01   6.4691746E+01  -3.9436807E+01  -7.0716107E+01   6.8157280E-02  -3.2853399E+01   4.3795401E+01  -6.4697283E+01  -3.9562674E+01   2.7281090E+01   3.5390928E+01  -1.4641219E+01  -3.4032803E+01   7.1563750E-02  -1.2705105E+01   2.7191846E+01  -3.5394895E+01  -1.4771986E+01
   19.1875   9.5467004E+05   1.5419688E+06   9.5473427E+05   7.5886596E+05   1.3405474E+06   7.5922326E+05   7.7038401E+05   1.3770992E+06   7.7063174E+05   3.7358223E+05   6.5953040E+05  -5.8038855E+05  -1.3420385E+06  -1.2524582E+02  -7.5934204E+05   3.7370992E+05  -6.5960981E+05  -5.8032174E+05   4.3881824E+01   6.4691551E+01  -3.9436768E+01  -7.0714146E+01   6.8196032E-02  -3.2854042E+01   4.3797093E+01  -6.4697128E+01  -3.9562342E+01   2.7283067E+01   3.5390913E+01  -1.4640816E+01  -3.4030887E+01   7.1603494E-02  -1.2705648E+01   2.7193772E+01  -3.5394910E+01  -1.4771305E+01
   19.2000   9.5464206E+05   1.5421433E+06   9.5464762E+05   7.5884807E+05   1.3407339E+06   7.5912848E+05   7.7036056E+05   1.3772905E+06   7.7054063E+05   3.7356562E+05   6.5950642E+05  -5.8038045E+05  -1.3421898E+06  -1.2529810E+02  -7.5942921E+05   3.7366998E+05  -6.5954500E+05  -5.8027857E+05   4.3883574E+01   6.4691344E+01  -3.9436749E+01  -7.0712185E+01   6.8234749E-02  -3.2854675E+01   4.3798786E+01  -6.4696961E+01  -3.9562030E+01   2.7285050E+01   3.5390898E+01  -1.4640416E+01  -3.4028965E+01   7.1643239E-02  -1.2706189E+01   2.7195703E+01  -3.5394926E+01  -1.4770626E+01
   19.2125   9.5461092E+05   1.5423233E+06   9.5455804E+05   7.5882739E+05   1.3409263E+06   7.5903049E+05   7.7033425E+05   1.3774874E+06   7.7044649E+05   3.7354767E+05   6.5947997E+05  -5.8037085E+05  -1.3423459E+06  -1.2535235E+02  -7.5951866E+05   3.7362878E+05  -6.5947787E+05  -5.8023402E+05   4.3885325E+01   6.4691125E+01  -3.9436749E+01  -7.0710223E+01   6.8273430E-02  -3.2855297E+01   4.3800482E+01  -6.4696783E+01  -3.9561738E+01   2.7287039E+01   3.5390883E+01  -1.4640018E+01  -3.4027038E+01   7.1682987E-02  -1.2706728E+01   2.7197639E+01  -3.5394941E+01  -1.4769952E+01
   19.2250   9.5457661E+05   1.5425085E+06   9.5446557E+05   7.5880388E+05   1.3411244E+06   7.5892934E+05   7.7030504E+05   1.3776898E+06   7.7034936E+05   3.7352837E+05   6.5945103E+05  -5.8035971E+05  -1.3425068E+06  -1.2540869E+02  -7.5961031E+05   3.7358634E+05  -6.5940846E+05  -5.8018811E+05   4.3887078E+01   6.4690895E+01  -3.9436768E+01  -7.0708259E+01   6.8312075E-02  -3.2855908E+01   4.3802179E+01  -6.4696593E+01  -3.9561465E+01   2.7289034E+01   3.5390868E+01  -1.4639624E+01  -3.4025104E+01   7.1722744E-02  -1.2707265E+01   2.7199582E+01  -3.5394957E+01  -1.4769281E+01
   19.2375   9.5453909E+05   1.5426988E+06   9.5437023E+05   7.5877748E+05   1.3413283E+06   7.5882511E+05   7.7027288E+05   1.3778975E+06   7.7024929E+05   3.7350772E+05   6.5941960E+05  -5.8034702E+05  -1.3426724E+06  -1.2546720E+02  -7.5970409E+05   3.7354268E+05  -6.5933678E+05  -5.8014085E+05   4.3888833E+01   6.4690653E+01  -3.9436806E+01  -7.0706295E+01   6.8350685E-02  -3.2856509E+01   4.3803878E+01  -6.4696393E+01  -3.9561212E+01   2.7291035E+01   3.5390853E+01  -1.4639233E+01  -3.4023164E+01   7.1762513E-02  -1.2707800E+01   2.7201531E+01  -3.5394972E+01  -1.4768614E+01
   19.2500   9.5449837E+05   1.5428940E+06   9.5427206E+05   7.5874813E+05   1.3415375E+06   7.5871787E+05   7.7023774E+05   1.3781103E+06   7.7014633E+05   3.7348571E+05   6.5938566E+05  -5.8033277E+05  -1.3428425E+06  -1.2552799E+02  -7.5979992E+05   3.7349780E+05  -6.5926287E+05  -5.8009224E+05   4.3890590E+01   6.4690401E+01  -3.9436862E+01  -7.0704331E+01   6.8389260E-02  -3.2857098E+01   4.3805579E+01  -6.4696181E+01  -3.9560977E+01   2.7293041E+01   3.5390838E+01  -1.4638845E+01  -3.4021218E+01   7.1802296E-02  -1.2708333E+01   2.7203485E+01  -3.5394988E+01  -1.4767950E+01
   19.2625   9.5445443E+05   1.5430942E+06   9.5417108E+05   7.5871578E+05   1.3417522E+06   7.5860771E+05   7.7019958E+05   1.3783283E+06   7.7004055E+05   3.7346234E+05   6.5934922E+05  -5.8031695E+05  -1.3430171E+06  -1.2559112E+02  -7.5989772E+05   3.7345173E+05  -6.5918676E+05  -5.8004231E+05   4.3892350E+01   6.4690137E+01  -3.9436937E+01  -7.0702366E+01   6.8427802E-02  -3.2857675E+01   4.3807282E+01  -6.4695959E+01  -3.9560761E+01   2.7295054E+01   3.5390823E+01  -1.4638461E+01  -3.4019266E+01   7.1842097E-02  -1.2708864E+01   2.7205445E+01  -3.5395003E+01  -1.4767290E+01
   19.2750   9.5440728E+05   1.5432990E+06   9.5406735E+05   7.5868036E+05   1.3419720E+06   7.5849468E+05   7.7015837E+05   1.3785511E+06   7.6993198E+05   3.7343761E+05   6.5931028E+05  -5.8029954E+05  -1.3431961E+06  -1.2565667E+02  -7.5999741E+05   3.7340448E+05  -6.5910847E+05  -5.7999105E+05   4.3894112E+01   6.4689862E+01  -3.9437030E+01  -7.0700401E+01   6.8466311E-02  -3.2858241E+01   4.3808987E+01  -6.4695726E+01  -3.9560563E+01   2.7297072E+01   3.5390808E+01  -1.4638080E+01  -3.4017308E+01   7.1881919E-02  -1.2709394E+01   2.7207411E+01  -3.5395019E+01  -1.4766633E+01
   19.2875   9.5435689E+05   1.5435083E+06   9.5396089E+05   7.5864183E+05   1.3421968E+06   7.5837888E+05   7.7011407E+05   1.3787787E+06   7.6982070E+05   3.7341153E+05   6.5926883E+05  -5.8028055E+05  -1.3433792E+06  -1.2572469E+02  -7.6009892E+05   3.7335607E+05  -6.5902804E+05  -5.7993850E+05   4.3895876E+01   6.4689577E+01  -3.9437142E+01  -7.0698435E+01   6.8504788E-02  -3.2858794E+01   4.3810694E+01  -6.4695483E+01  -3.9560384E+01   2.7299096E+01   3.5390793E+01  -1.4637703E+01  -3.4015344E+01   7.1921766E-02  -1.2709921E+01   2.7209382E+01  -3.5395034E+01  -1.4765981E+01
   19.3000   9.5430330E+05   1.5437221E+06   9.5385175E+05   7.5860012E+05   1.3424265E+06   7.5826037E+05   7.7006665E+05   1.3790109E+06   7.6970676E+05   3.7338409E+05   6.5922490E+05  -5.8025997E+05  -1.3435664E+06  -1.2579523E+02  -7.6020216E+05   3.7330652E+05  -6.5894550E+05  -5.7988466E+05   4.3897643E+01   6.4689281E+01  -3.9437271E+01  -7.0696470E+01   6.8543234E-02  -3.2859335E+01   4.3812404E+01  -6.4695230E+01  -3.9560221E+01   2.7301126E+01   3.5390777E+01  -1.4637329E+01  -3.4013374E+01   7.1961638E-02  -1.2710447E+01   2.7211359E+01  -3.5395050E+01  -1.4765332E+01
   19.3125   9.5424649E+05   1.5439401E+06   9.5373998E+05   7.5855519E+05   1.3426609E+06   7.5813922E+05   7.7001608E+05   1.3792476E+06   7.6959023E+05   3.7335532E+05   6.5917849E+05  -5.8023779E+05  -1.3437575E+06  -1.2586833E+02  -7.6030704E+05   3.7325586E+05  -6.5886090E+05  -5.7982957E+05   4.3899413E+01   6.4688974E+01  -3.9437417E+01  -7.0694505E+01   6.8581650E-02  -3.2859864E+01   4.3814117E+01  -6.4694967E+01  -3.9560076E+01   2.7303162E+01   3.5390762E+01  -1.4636958E+01  -3.4011398E+01   7.2001539E-02  -1.2710971E+01   2.7213342E+01  -3.5395066E+01  -1.4764686E+01
   19.3250   9.5418649E+05   1.5441623E+06   9.5362564E+05   7.5850697E+05   1.3429000E+06   7.5801552E+05   7.6996235E+05   1.3794885E+06   7.6947115E+05   3.7332520E+05   6.5912961E+05  -5.8021402E+05  -1.3439525E+06  -1.2594400E+02  -7.6041350E+05   3.7320411E+05  -6.5877428E+05  -5.7977323E+05   4.3901185E+01   6.4688658E+01  -3.9437581E+01  -7.0692541E+01   6.8620038E-02  -3.2860380E+01   4.3815832E+01  -6.4694694E+01  -3.9559948E+01   2.7305203E+01   3.5390747E+01  -1.4636592E+01  -3.4009416E+01   7.2041472E-02  -1.2711494E+01   2.7215331E+01  -3.5395081E+01  -1.4764045E+01
   19.3375   9.5412330E+05   1.5443883E+06   9.5350877E+05   7.5845542E+05   1.3431434E+06   7.5788933E+05   7.6990541E+05   1.3797336E+06   7.6934961E+05   3.7329376E+05   6.5907827E+05  -5.8018865E+05  -1.3441512E+06  -1.2602226E+02  -7.6052143E+05   3.7315129E+05  -6.5868568E+05  -5.7971569E+05   4.3902960E+01   6.4688332E+01  -3.9437762E+01  -7.0690577E+01   6.8658398E-02  -3.2860882E+01   4.3817549E+01  -6.4694412E+01  -3.9559837E+01   2.7307251E+01   3.5390732E+01  -1.4636229E+01  -3.4007428E+01   7.2081437E-02  -1.2712014E+01   2.7217325E+01  -3.5395097E+01  -1.4763407E+01
   19.3500   9.5405695E+05   1.5446182E+06   9.5338945E+05   7.5840048E+05   1.3433911E+06   7.5776074E+05   7.6984525E+05   1.3799827E+06   7.6922565E+05   3.7326100E+05   6.5902451E+05  -5.8016169E+05  -1.3443535E+06  -1.2610312E+02  -7.6063076E+05   3.7309743E+05  -6.5859514E+05  -5.7965695E+05   4.3904738E+01   6.4687997E+01  -3.9437959E+01  -7.0688615E+01   6.8696733E-02  -3.2861372E+01   4.3819270E+01  -6.4694121E+01  -3.9559741E+01   2.7309304E+01   3.5390716E+01  -1.4635870E+01  -3.4005435E+01   7.2121437E-02  -1.2712533E+01   2.7219325E+01  -3.5395113E+01  -1.4762773E+01
   19.3625   9.5398745E+05   1.5448517E+06   9.5326772E+05   7.5834210E+05   1.3436429E+06   7.5762980E+05   7.6978186E+05   1.3802356E+06   7.6909936E+05   3.7322692E+05   6.5896832E+05  -5.8013314E+05  -1.3445592E+06  -1.2618656E+02  -7.6074141E+05   3.7304256E+05  -6.5850272E+05  -5.7959706E+05   4.3906519E+01   6.4687652E+01  -3.9438173E+01  -7.0686653E+01   6.8735044E-02  -3.2861847E+01   4.3820994E+01  -6.4693821E+01  -3.9559662E+01   2.7311362E+01   3.5390701E+01  -1.4635514E+01  -3.4003435E+01   7.2161474E-02  -1.2713051E+01   2.7221331E+01  -3.5395128E+01  -1.4762143E+01
   19.3750   9.5391482E+05   1.5450888E+06   9.5314366E+05   7.5828025E+05   1.3438987E+06   7.5749661E+05   7.6971520E+05   1.3804922E+06   7.6897079E+05   3.7319156E+05   6.5890974E+05  -5.8010301E+05  -1.3447682E+06  -1.2627257E+02  -7.6085328E+05   3.7298671E+05  -6.5840848E+05  -5.7953604E+05   4.3908304E+01   6.4687297E+01  -3.9438403E+01  -7.0684692E+01   6.8773332E-02  -3.2862309E+01   4.3822721E+01  -6.4693512E+01  -3.9559597E+01   2.7313427E+01   3.5390686E+01  -1.4635163E+01  -3.4001430E+01   7.2201550E-02  -1.2713567E+01   2.7223342E+01  -3.5395144E+01  -1.4761517E+01
   19.3875   9.5383909E+05   1.5453291E+06   9.5301733E+05   7.5821488E+05   1.3441583E+06   7.5736122E+05   7.6964528E+05   1.3807524E+06   7.6884002E+05   3.7315490E+05   6.5884878E+05  -5.8007130E+05  -1.3449804E+06  -1.2636113E+02  -7.6096630E+05   3.7292991E+05  -6.5831246E+05  -5.7947393E+05   4.3910091E+01   6.4686934E+01  -3.9438649E+01  -7.0682732E+01   6.8811600E-02  -3.2862757E+01   4.3824451E+01  -6.4693195E+01  -3.9559548E+01   2.7315497E+01   3.5390671E+01  -1.4634816E+01  -3.3999419E+01   7.2241664E-02  -1.2714082E+01   2.7225359E+01  -3.5395159E+01  -1.4760894E+01
   19.4000   9.5376028E+05   1.5455726E+06   9.5288882E+05   7.5814595E+05   1.3444215E+06   7.5722371E+05   7.6957207E+05   1.3810158E+06   7.6870712E+05   3.7311697E+05   6.5878547E+05  -5.8003802E+05  -1.3451957E+06  -1.2645219E+02  -7.6108038E+05   3.7287219E+05  -6.5821472E+05  -5.7941075E+05   4.3911882E+01   6.4686562E+01  -3.9438910E+01  -7.0680774E+01   6.8849848E-02  -3.2863191E+01   4.3826185E+01  -6.4692869E+01  -3.9559514E+01   2.7317572E+01   3.5390656E+01  -1.4634472E+01  -3.3997402E+01   7.2281820E-02  -1.2714595E+01   2.7227382E+01  -3.5395175E+01  -1.4760275E+01
   19.4125   9.5367842E+05   1.5458192E+06   9.5275819E+05   7.5807343E+05   1.3446882E+06   7.5708415E+05   7.6949556E+05   1.3812825E+06   7.6857215E+05   3.7307778E+05   6.5871983E+05  -5.8000317E+05  -1.3454139E+06  -1.2654572E+02  -7.6119544E+05   3.7281358E+05  -6.5811532E+05  -5.7934655E+05   4.3913676E+01   6.4686182E+01  -3.9439187E+01  -7.0678818E+01   6.8888080E-02  -3.2863611E+01   4.3827922E+01  -6.4692536E+01  -3.9559494E+01   2.7319654E+01   3.5390640E+01  -1.4634133E+01  -3.3995379E+01   7.2322017E-02  -1.2715107E+01   2.7229410E+01  -3.5395191E+01  -1.4759660E+01
   19.4250   9.5359353E+05   1.5460686E+06   9.5262552E+05   7.5799729E+05   1.3449582E+06   7.5694261E+05   7.6941576E+05   1.3815523E+06   7.6843519E+05   3.7303735E+05   6.5865188E+05  -5.7996677E+05  -1.3456349E+06  -1.2664167E+02  -7.6131139E+05   3.7275412E+05  -6.5801433E+05  -5.7928136E+05   4.3915473E+01   6.4685793E+01  -3.9439479E+01  -7.0676863E+01   6.8926297E-02  -3.2864015E+01   4.3829662E+01  -6.4692195E+01  -3.9559487E+01   2.7321741E+01   3.5390625E+01  -1.4633798E+01  -3.3993350E+01   7.2362258E-02  -1.2715617E+01   2.7231444E+01  -3.5395206E+01  -1.4759049E+01
   19.4375   9.5350564E+05   1.5463208E+06   9.5249090E+05   7.5791749E+05   1.3452314E+06   7.5679917E+05   7.6933266E+05   1.3818249E+06   7.6829631E+05   3.7299568E+05   6.5858165E+05  -5.7992882E+05  -1.3458585E+06  -1.2673998E+02  -7.6142815E+05   3.7269384E+05  -6.5791180E+05  -5.7921522E+05   4.3917274E+01   6.4685397E+01  -3.9439785E+01  -7.0674910E+01   6.8964501E-02  -3.2864405E+01   4.3831407E+01  -6.4691847E+01  -3.9559495E+01   2.7323833E+01   3.5390610E+01  -1.4633467E+01  -3.3991316E+01   7.2402542E-02  -1.2716127E+01   2.7233483E+01  -3.5395222E+01  -1.4758442E+01
   19.4500   9.5341478E+05   1.5465755E+06   9.5235440E+05   7.5783404E+05   1.3455076E+06   7.5665389E+05   7.6924626E+05   1.3821002E+06   7.6815559E+05   3.7295279E+05   6.5850917E+05  -5.7988932E+05  -1.3460847E+06  -1.2684059E+02  -7.6154565E+05   3.7263279E+05  -6.5780780E+05  -5.7914817E+05   4.3919079E+01   6.4684993E+01  -3.9440106E+01  -7.0672959E+01   6.9002694E-02  -3.2864780E+01   4.3833155E+01  -6.4691492E+01  -3.9559515E+01   2.7325931E+01   3.5390595E+01  -1.4633140E+01  -3.3989276E+01   7.2442870E-02  -1.2716635E+01   2.7235528E+01  -3.5395237E+01  -1.4757838E+01
   19.4625   9.5332096E+05   1.5468327E+06   9.5221611E+05   7.5774690E+05   1.3457867E+06   7.5650684E+05   7.6915656E+05   1.3823781E+06   7.6801310E+05   3.7290870E+05   6.5843445E+05  -5.7984829E+05  -1.3463134E+06  -1.2694345E+02  -7.6166379E+05   3.7257099E+05  -6.5770239E+05  -5.7908025E+05   4.3920888E+01   6.4684581E+01  -3.9440440E+01  -7.0671010E+01   6.9040879E-02  -3.2865140E+01   4.3834907E+01  -6.4691129E+01  -3.9559548E+01   2.7328035E+01   3.5390580E+01  -1.4632818E+01  -3.3987230E+01   7.2483244E-02  -1.2717142E+01   2.7237578E+01  -3.5395252E+01  -1.4757239E+01
   19.4750   9.5322423E+05   1.5470922E+06   9.5207611E+05   7.5765607E+05   1.3460684E+06   7.5635809E+05   7.6906357E+05   1.3826585E+06   7.6786892E+05   3.7286341E+05   6.5835752E+05  -5.7980573E+05  -1.3465443E+06  -1.2704848E+02  -7.6178251E+05   3.7250848E+05  -6.5759564E+05  -5.7901150E+05   4.3922701E+01   6.4684162E+01  -3.9440789E+01  -7.0669064E+01   6.9079058E-02  -3.2865484E+01   4.3836664E+01  -6.4690761E+01  -3.9559593E+01   2.7330144E+01   3.5390566E+01  -1.4632500E+01  -3.3985179E+01   7.2523664E-02  -1.2717648E+01   2.7239634E+01  -3.5395268E+01  -1.4756643E+01
   19.4875   9.5312461E+05   1.5473538E+06   9.5193449E+05   7.5756154E+05   1.3463526E+06   7.5620772E+05   7.6896729E+05   1.3829410E+06   7.6772312E+05   3.7281695E+05   6.5827841E+05  -5.7976165E+05  -1.3467774E+06  -1.2715561E+02  -7.6190173E+05   3.7244531E+05  -6.5748762E+05  -5.7894197E+05   4.3924517E+01   6.4683737E+01  -3.9441150E+01  -7.0667120E+01   6.9117232E-02  -3.2865813E+01   4.3838425E+01  -6.4690385E+01  -3.9559650E+01   2.7332258E+01   3.5390551E+01  -1.4632186E+01  -3.3983122E+01   7.2564131E-02  -1.2718153E+01   2.7241695E+01  -3.5395283E+01  -1.4756051E+01
   19.5000   9.5302211E+05   1.5476174E+06   9.5179134E+05   7.5746332E+05   1.3466392E+06   7.5605579E+05   7.6886775E+05   1.3832257E+06   7.6757578E+05   3.7276932E+05   6.5819714E+05  -5.7971606E+05  -1.3470126E+06  -1.2726478E+02  -7.6202136E+05   3.7238150E+05  -6.5737839E+05  -5.7887168E+05   4.3926338E+01   6.4683304E+01  -3.9441525E+01  -7.0665179E+01   6.9155405E-02  -3.2866126E+01   4.3840190E+01  -6.4690004E+01  -3.9559719E+01   2.7334378E+01   3.5390536E+01  -1.4631877E+01  -3.3981059E+01   7.2604646E-02  -1.2718657E+01   2.7243762E+01  -3.5395298E+01  -1.4755463E+01
   19.5125   9.5291678E+05   1.5478829E+06   9.5164674E+05   7.5736142E+05   1.3469280E+06   7.5590237E+05   7.6876495E+05   1.3835123E+06   7.6742699E+05   3.7272053E+05   6.5811374E+05  -5.7966896E+05  -1.3472498E+06  -1.2737591E+02  -7.6214134E+05   3.7231709E+05  -6.5726802E+05  -5.7880070E+05   4.3928163E+01   6.4682865E+01  -3.9441912E+01  -7.0663241E+01   6.9193579E-02  -3.2866423E+01   4.3841959E+01  -6.4689617E+01  -3.9559799E+01   2.7336504E+01   3.5390521E+01  -1.4631572E+01  -3.3978991E+01   7.2645208E-02  -1.2719161E+01   2.7245835E+01  -3.5395313E+01  -1.4754879E+01
   19.5250   9.5280864E+05   1.5481501E+06   9.5150078E+05   7.5725584E+05   1.3472189E+06   7.5574753E+05   7.6865892E+05   1.3838006E+06   7.6727681E+05   3.7267061E+05   6.5802823E+05  -5.7962036E+05  -1.3474887E+06  -1.2748894E+02  -7.6226160E+05   3.7225213E+05  -6.5715658E+05  -5.7872905E+05   4.3929993E+01   6.4682420E+01  -3.9442312E+01  -7.0661305E+01   6.9231756E-02  -3.2866705E+01   4.3843734E+01  -6.4689225E+01  -3.9559889E+01   2.7338634E+01   3.5390507E+01  -1.4631272E+01  -3.3976917E+01   7.2685820E-02  -1.2719663E+01   2.7247913E+01  -3.5395328E+01  -1.4754298E+01
