
These predictions were generated by SeaState on 05-Feb-2026 at 20:07:21.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
  236.4000   0.1887892E+01  -0.1671564E+01   0.1113596E+01  -0.1003095E+01   0.1231878E+01   0.8937860E+00  -0.2597929E+01   0.9701648E-01  -0.2246770E+01   0.1360371E+01  -0.1622641E+01   0.5288557E+00   0.1784620E+01   0.1525705E+01  -0.5495787E+00   0.1871232E+05  -0.1658764E+05   0.1090820E+05  -0.9760315E+04   0.1105799E+05
  236.6000   0.1878647E+01  -0.1629983E+01   0.1076470E+01  -0.6909572E+00   0.1036095E+01   0.6836135E+00  -0.2500970E+01   0.2500494E+00  -0.1921149E+01   0.1114449E+01  -0.1748464E+01   0.7236952E+00   0.1148581E+01   0.1968204E+01  -0.2620951E+01   0.1885076E+05  -0.1622592E+05   0.1028914E+05  -0.6663987E+04   0.9199217E+04
  236.8000   0.1826742E+01  -0.1544069E+01   0.9821800E+00  -0.3381222E+00   0.7143614E+00   0.4666890E+00  -0.2371117E+01   0.2943467E+00  -0.1531974E+01   0.6027778E+00  -0.1516605E+01   0.8355750E+00   0.1630238E+00   0.2350778E+01  -0.4352576E+01   0.1852834E+05  -0.1541957E+05   0.9186707E+04  -0.3187434E+04   0.6264913E+04
  237.0000   0.1749296E+01  -0.1420883E+01   0.8209760E+00   0.4095882E-01   0.2954153E+00   0.2866381E+00  -0.2222012E+01   0.1974137E+00  -0.1096236E+01  -0.1122816E+00  -0.1012372E+01   0.8730645E+00  -0.9896610E+00   0.2625892E+01  -0.5470570E+01   0.1788299E+05  -0.1423304E+05   0.7535024E+04   0.5255695E+03   0.2490449E+04
  237.2000   0.1658562E+01  -0.1267422E+01   0.5929602E+00   0.4292235E+00  -0.1791483E+00   0.1725304E+00  -0.2065759E+01  -0.4800679E-01  -0.6365498E+00  -0.9391184E+00  -0.3674400E+00   0.8523502E+00  -0.2093140E+01   0.2749768E+01  -0.5813863E+01   0.1701551E+05  -0.1273068E+05   0.5342501E+04   0.4309821E+04  -0.1783340E+04
  237.4000   0.1559911E+01  -0.1089861E+01   0.3087091E+00   0.8080189E+00  -0.6611541E+00   0.1340327E+00  -0.1911387E+01  -0.4223063E+00  -0.1795847E+00  -0.1772648E+01   0.2633376E+00   0.7956736E+00  -0.2940711E+01   0.2691161E+01  -0.5361159E+01   0.1597328E+05  -0.1096974E+05   0.2696938E+04   0.7988593E+04  -0.6157862E+04
  237.6000   0.1451208E+01  -0.8929767E+00  -0.1209908E-01   0.1158406E+01  -0.1102963E+01   0.1599502E+00  -0.1763651E+01  -0.8826652E+00   0.2463233E+00  -0.2511929E+01   0.7291026E+00   0.7293413E+00  -0.3376366E+01   0.2438841E+01  -0.4229920E+01   0.1474501E+05  -0.8995270E+04  -0.2441924E+03   0.1138537E+05  -0.1023158E+05
  237.8000   0.1323666E+01  -0.6798529E+00  -0.3437626E+00   0.1462620E+01  -0.1464138E+01   0.2204079E+00  -0.1622350E+01  -0.1371176E+01   0.6140740E+00  -0.3076255E+01   0.9094138E+00   0.6812074E+00  -0.3324976E+01   0.2005949E+01  -0.2648209E+01   0.1326769E+05  -0.6837788E+04  -0.3276247E+04   0.1433628E+05  -0.1365245E+05
  238.0000   0.1164050E+01  -0.4519275E+00  -0.6587195E+00   0.1705487E+01  -0.1716517E+01   0.2723266E+00  -0.1482357E+01  -0.1825739E+01   0.9007762E+00  -0.3416736E+01   0.7353954E+00   0.6775236E+00  -0.2805599E+01   0.1429926E+01  -0.9058805E+00   0.1144437E+05  -0.4514282E+04  -0.6178230E+04   0.1670171E+05  -0.1615935E+05
  238.2000   0.9578499E+00  -0.2094148E+00  -0.9319656E+00   0.1875625E+01  -0.1846885E+01   0.2672839E+00  -0.1334436E+01  -0.2191511E+01   0.1090286E+01  -0.3521409E+01   0.2020341E+00   0.7391939E+00  -0.1925460E+01   0.7676669E+00   0.7042742E+00   0.9170027E+04  -0.2032672E+04  -0.8745939E+04   0.1837587E+05  -0.1760639E+05
  238.4000   0.6928942E+00   0.4793270E-01  -0.1144875E+01   0.1966229E+01  -0.1856952E+01   0.1604586E+00  -0.1166873E+01  -0.2430616E+01   0.1174845E+01  -0.3413260E+01  -0.6303403E+00   0.8777034E+00  -0.8562368E+00   0.8666088E-01   0.1942992E+01   0.6360997E+04   0.6007930E+03  -0.1082116E+05   0.1929299E+05  -0.1796730E+05
  238.6000   0.3627779E+00   0.3198101E+00  -0.1287704E+01   0.1975365E+01  -0.1760871E+01  -0.8081111E-01  -0.9677830E+00  -0.2528247E+01   0.1155507E+01  -0.3141992E+01  -0.1645472E+01   0.1091295E+01   0.2021054E+00  -0.5462366E+00   0.2667066E+01   0.2983078E+04   0.3372135E+04  -0.1231154E+05   0.1942965E+05  -0.1732106E+05
  238.8000  -0.3047158E-01   0.6042410E+00  -0.1360349E+01   0.1905712E+01  -0.1580991E+01  -0.4702679E+00  -0.7278395E+00  -0.2494055E+01   0.1041274E+01  -0.2771599E+01  -0.2689727E+01   0.1362223E+01   0.1062181E+01  -0.1076074E+01   0.2849698E+01  -0.9266340E+03   0.6249822E+04  -0.1319791E+05   0.1880296E+05  -0.1582345E+05
  239.0000  -0.4749712E+00   0.8965420E+00  -0.1371292E+01   0.1763848E+01  -0.1342828E+01  -0.9988732E+00  -0.4430386E+00  -0.2358714E+01   0.8470988E+00  -0.2366540E+01  -0.3596530E+01   0.1656014E+01   0.1586223E+01  -0.1468727E+01   0.2575438E+01  -0.5248098E+04   0.9176250E+04  -0.1352807E+05   0.1746537E+05  -0.1367113E+05
  239.2000  -0.9490690E+00   0.1188578E+01  -0.1335011E+01   0.1559217E+01  -0.1070340E+01  -0.1634475E+01  -0.1170352E+00  -0.2166524E+01   0.5911728E+00  -0.1979425E+01  -0.4212592E+01   0.1923540E+01   0.1711728E+01  -0.1715504E+01   0.2012005E+01  -0.9779260E+04   0.1206239E+05  -0.1339924E+05   0.1549707E+05  -0.1106604E+05
  239.4000  -0.1422984E+01   0.1468500E+01  -0.1268466E+01   0.1302968E+01  -0.7824039E+00  -0.2325070E+01   0.2374348E+00  -0.1965709E+01   0.2920288E+00  -0.1642653E+01  -0.4421694E+01   0.2106299E+01   0.1460763E+01  -0.1832399E+01   0.1366191E+01  -0.1425005E+05   0.1478710E+05  -0.1293289E+05   0.1299738E+05  -0.8186743E+04
  239.6000  -0.1861791E+01   0.1721100E+01  -0.1187390E+01   0.1006893E+01  -0.4910890E+00  -0.3005167E+01   0.5984423E+00  -0.1798447E+01  -0.3393945E-01  -0.1365418E+01  -0.4162361E+01   0.2144683E+01   0.9315046E+00  -0.1854117E+01   0.8341805E+00  -0.1834784E+05   0.1720211E+05  -0.1224762E+05   0.1007671E+05  -0.5171502E+04
  239.8000  -0.2229351E+01   0.1928841E+01  -0.1103150E+01   0.6826331E+00  -0.2018708E+00  -0.3604284E+01   0.9363066E+00  -0.1692676E+01  -0.3740633E+00  -0.1136293E+01  -0.3436932E+01   0.1988272E+01   0.2743840E+00  -0.1824183E+01   0.5574670E+00  -0.2175111E+05   0.1914275E+05  -0.1143529E+05   0.6850066E+04  -0.2114578E+04
  240.0000  -0.2492616E+01   0.2073497E+01  -0.1020789E+01   0.3412514E+00   0.8450521E-01  -0.4056318E+01   0.1216577E+01  -0.1657255E+01  -0.7197955E+00  -0.9303411E+00  -0.2310978E+01   0.1606539E+01  -0.3416335E+00  -0.1783375E+01   0.5938389E+00  -0.2416664E+05   0.2044355E+05  -0.1054514E+05   0.3432984E+04   0.9254482E+03
  240.2000  -0.2625733E+01   0.2138239E+01  -0.9385617E+00  -0.6804586E-02   0.3691449E+00  -0.4308406E+01   0.1404279E+01  -0.1681309E+01  -0.1065908E+01  -0.7187796E+00  -0.9035675E+00   0.9978719E+00  -0.7651914E+00  -0.1759128E+01   0.9092119E+00  -0.2536516E+05   0.2095704E+05  -0.9578592E+04  -0.6019188E+02   0.3909343E+04
  240.4000  -0.2613343E+01   0.2109891E+01  -0.8490110E+00  -0.3514442E+00   0.6519430E+00  -0.4328019E+01   0.1468862E+01  -0.1737691E+01  -0.1408754E+01  -0.4787753E+00   0.6297622E+00   0.1948394E+00  -0.8934292E+00  -0.1758385E+01   0.1391194E+01  -0.2521042E+05   0.2057313E+05  -0.8495021E+04  -0.3516206E+04   0.6798202E+04
  240.6000  -0.2452643E+01   0.1981017E+01  -0.7412526E+00  -0.6825377E+00   0.9291377E+00  -0.4107313E+01   0.1389097E+01  -0.1789628E+01  -0.1744080E+01  -0.2010356E+00   0.2118523E+01  -0.7359836E+00  -0.6913002E+00  -0.1765634E+01   0.1880362E+01  -0.2367779E+05   0.1923631E+05  -0.7226895E+04  -0.6822050E+04   0.9537292E+04
  240.8000  -0.2153931E+01   0.1751500E+01  -0.6039528E+00  -0.9895755E+00   0.1192103E+01  -0.3664190E+01   0.1157092E+01  -0.1799040E+01  -0.2065003E+01   0.1064910E+00   0.3400026E+01  -0.1700416E+01  -0.1957374E+00  -0.1746700E+01   0.2211356E+01  -0.2085959E+05   0.1695768E+05  -0.5700544E+04  -0.9864621E+04   0.1204709E+05
  241.0000  -0.1739567E+01   0.1429304E+01  -0.4283403E+00  -0.1261576E+01   0.1427655E+01  -0.3039976E+01   0.7806492E+00  -0.1734702E+01  -0.2360723E+01   0.4195192E+00   0.4340148E+01  -0.2588889E+01   0.4955345E+00  -0.1657541E+01   0.2253932E+01  -0.1695667E+05   0.1381985E+05  -0.3858110E+04  -0.1253206E+05   0.1422386E+05
  241.2000  -0.1241516E+01   0.1030252E+01  -0.2106372E+00  -0.1487364E+01   0.1619777E+01  -0.2294137E+01   0.2834151E+00  -0.1578607E+01  -0.2616411E+01   0.7025407E+00   0.4849413E+01  -0.3292835E+01   0.1247428E+01  -0.1456133E+01   0.1944448E+01  -0.1225735E+05   0.9973238E+04  -0.1676175E+04  -0.1471752E+05   0.1594955E+05
  241.4000  -0.6978067E+00   0.5767565E+00   0.4655734E-01  -0.1656268E+01   0.1752338E+01  -0.1496807E+01  -0.2973655E+00  -0.1329297E+01  -0.2814428E+01   0.9167789E+00   0.4892532E+01  -0.3722511E+01   0.1917533E+01  -0.1114741E+01   0.1300764E+01  -0.7106445E+04   0.5624006E+04   0.8224305E+03  -0.1632548E+05   0.1710852E+05
  241.6000  -0.1483958E+00   0.9565405E-01   0.3341466E+00  -0.1759156E+01   0.1812114E+01  -0.7202000E+00  -0.9152843E+00  -0.1001702E+01  -0.2936732E+01   0.1029001E+01   0.4490519E+01  -0.3822963E+01   0.2385935E+01  -0.6297382E+00   0.4175305E+00  -0.1868759E+04   0.1014884E+04   0.3565606E+04  -0.1728003E+05   0.1760693E+05
  241.8000   0.3690335E+00  -0.3845629E+00   0.6376274E+00  -0.1789645E+01   0.1791426E+01  -0.3006412E-01  -0.1520754E+01  -0.6237599E+00  -0.2968041E+01   0.1019061E+01   0.3715519E+01  -0.3584869E+01   0.2578360E+01  -0.2656985E-01  -0.5564914E+00   0.3108418E+04  -0.3598376E+04   0.6437743E+04  -0.1753375E+05   0.1739015E+05
  242.0000   0.8227952E+00  -0.8367200E+00   0.9390898E+00  -0.1745265E+01   0.1689744E+01   0.5216854E+00  -0.2067590E+01  -0.2307670E+00  -0.2899110E+01   0.8844124E+00   0.2679422E+01  -0.3047765E+01   0.2477937E+01   0.6414948E+00  -0.1453339E+01   0.7528898E+04  -0.7971643E+04   0.9292601E+04  -0.1707579E+05   0.1645403E+05
  242.2000   0.1190002E+01  -0.1237677E+01   0.1219661E+01  -0.1628298E+01   0.1513926E+01   0.9022455E+00  -0.2519088E+01   0.1411674E+00  -0.2729408E+01   0.6406049E+00   0.1517962E+01  -0.2294499E+01   0.2123645E+01   0.1300842E+01  -0.2124512E+01   0.1117327E+05  -0.1189450E+05   0.1197033E+05  -0.1593709E+05   0.1484747E+05
  242.4000   0.1458131E+01  -0.1570366E+01   0.1461881E+01  -0.1446104E+01   0.1277042E+01   0.1100497E+01  -0.2852515E+01   0.4610913E+00  -0.2468573E+01   0.3177307E+00   0.3725215E+00  -0.1437490E+01   0.1596588E+01   0.1869877E+01  -0.2474233E+01   0.1391377E+05  -0.1520660E+05   0.1431520E+05  -0.1419149E+05   0.1266583E+05
  242.6000   0.1625223E+01  -0.1824850E+01   0.1651562E+01  -0.1210778E+01   0.9960948E+00   0.1126644E+01  -0.3061218E+01   0.7073932E+00  -0.2136234E+01  -0.4622400E-01  -0.6280326E+00  -0.5990506E+00   0.9979383E+00   0.2273806E+01  -0.2479603E+01   0.1571702E+05  -0.1780611E+05   0.1619080E+05  -0.1195181E+05   0.1003684E+05
  242.8000   0.1698761E+01  -0.1998253E+01   0.1778842E+01  -0.9381456E+00   0.6891791E+00   0.1009095E+01  -0.3153960E+01   0.8694718E+00  -0.1760102E+01  -0.4134800E+00  -0.1383191E+01   0.1106011E+00   0.4241337E+00   0.2458817E+01  -0.2193142E+01   0.1663513E+05  -0.1964927E+05   0.1749059E+05  -0.9360970E+04   0.7102420E+04
  243.0000   0.1693473E+01  -0.2093640E+01   0.1838354E+01  -0.6461848E+00   0.3727476E+00   0.7891203E+00  -0.3151611E+01   0.9468197E+00  -0.1372595E+01  -0.7540578E+00  -0.1832419E+01   0.6133550E+00  -0.5472092E-01   0.2402711E+01  -0.1727458E+01   0.1678699E+05  -0.2074200E+05   0.1814271E+05  -0.6578894E+04   0.4000555E+04
  243.2000   0.1628401E+01  -0.2118108E+01   0.1828655E+01  -0.3531160E+00   0.5959375E-01   0.5141143E+00  -0.3081833E+01   0.9460505E+00  -0.1006526E+01  -0.1051070E+01  -0.1961133E+01   0.8771763E+00  -0.4082830E+00   0.2119730E+01  -0.1225969E+01   0.1633313E+05  -0.2112556E+05   0.1810972E+05  -0.3767025E+04   0.8512119E+03
  243.4000   0.1523714E+01  -0.2080483E+01   0.1751201E+01  -0.7543939E-01  -0.2420230E+00   0.2304538E+00  -0.2972824E+01   0.8768716E+00  -0.6906164E+00  -0.1302510E+01  -0.1800349E+01   0.9210198E+00  -0.6484114E+00   0.1658555E+01  -0.8268561E+00   0.1544797E+05  -0.2085937E+05   0.1738463E+05  -0.1072548E+04  -0.2250839E+04
  243.6000   0.1397715E+01  -0.1989108E+01   0.1609255E+01   0.1737695E+00  -0.5279820E+00  -0.2302587E-01  -0.2847316E+01   0.7481831E+00  -0.4456168E+00  -0.1519203E+01  -0.1420093E+01   0.8094648E+00  -0.8205211E+00   0.1093849E+01  -0.6289483E+00   0.1429370E+05  -0.2000477E+05   0.1598566E+05   0.1385388E+04  -0.5235390E+04
  243.8000   0.1264465E+01  -0.1850169E+01   0.1407062E+01   0.3860406E+00  -0.7968213E+00  -0.2200226E+00  -0.2718081E+01   0.5653800E+00  -0.2817136E+00  -0.1719526E+01  -0.9174811E+00   0.6379347E+00  -0.9864349E+00   0.5130424E+00  -0.6676915E+00   0.1299933E+05  -0.1861275E+05   0.1395157E+05   0.3525416E+04  -0.8049319E+04
  244.0000   0.1132337E+01  -0.1666881E+01   0.1149528E+01   0.5579867E+00  -0.1047626E+01  -0.3495589E+00  -0.2585801E+01   0.3295630E+00  -0.1976622E+00  -0.1922275E+01  -0.4011338E+00   0.5113724E+00  -0.1203326E+01   0.1010776E-02  -0.9069037E+00   0.1164772E+05  -0.1671821E+05   0.1133926E+05   0.5308318E+04  -0.1064509E+05
  244.2000   0.1003656E+01  -0.1439699E+01   0.8424736E+00   0.6910285E+00  -0.1277897E+01  -0.4162408E+00  -0.2439772E+01   0.3882651E-01  -0.1817598E+00  -0.2139528E+01   0.2587810E-01   0.5207005E+00  -0.1504209E+01  -0.3743249E+00  -0.1248253E+01   0.1027194E+05  -0.1434155E+05   0.8224042E+04   0.6735492E+04  -0.1296898E+05
  244.4000   0.8754204E+00  -0.1167475E+01   0.4933306E+00   0.7904394E+00  -0.1482008E+01  -0.4380349E+00  -0.2261276E+01  -0.3087878E+00  -0.2144283E+00  -0.2371320E+01   0.2820283E+00   0.7219651E+00  -0.1885005E+01  -0.5727223E+00  -0.1556170E+01   0.8860633E+04  -0.1149706E+05   0.4701926E+04   0.7842011E+04  -0.1495293E+05
  244.6000   0.7409111E+00  -0.8492946E+00   0.1120080E+00   0.8638983E+00  -0.1650715E+01  -0.4419948E+00  -0.2028924E+01  -0.7115296E+00  -0.2719043E+00  -0.2603544E+01   0.3198414E+00   0.1122625E+01  -0.2301528E+01  -0.5867621E+00  -0.1692245E+01   0.7371135E+04  -0.8205980E+04   0.8923818E+03   0.8685517E+04  -0.1651278E+05
  244.8000   0.5918930E+00  -0.4865785E+00  -0.2884119E+00   0.9198090E+00  -0.1771924E+01  -0.4586761E+00  -0.1724851E+01  -0.1160483E+01  -0.3303510E+00  -0.2809678E+01   0.1329055E+00   0.1678013E+01  -0.2677338E+01  -0.4407066E+00  -0.1550907E+01   0.5747393E+04  -0.4511134E+04  -0.3060404E+04   0.9332898E+04  -0.1755433E+05
  245.0000   0.4209928E+00  -0.8495432E-01  -0.6914865E+00   0.9656702E+00  -0.1832580E+01  -0.5161863E+00  -0.1340459E+01  -0.1637481E+01  -0.3696740E+00  -0.2956027E+01  -0.2438082E+00   0.2298898E+01  -0.2920706E+01  -0.1836886E+00  -0.1087816E+01   0.3939458E+04  -0.4895999E+03  -0.6989753E+04   0.9846826E+04  -0.1798622E+05
  245.2000   0.2238482E+00   0.3445334E+00  -0.1077955E+01   0.1006750E+01  -0.1821305E+01  -0.6348473E+00  -0.8804756E+00  -0.2115142E+01  -0.3764296E+00  -0.3009304E+01  -0.7404640E+00   0.2868724E+01  -0.2946721E+01   0.1210409E+00  -0.3341133E+00   0.1921070E+04   0.3739691E+04  -0.1071335E+05   0.1027423E+05  -0.1773701E+05
  245.4000   0.6582845E-03   0.7852030E+00  -0.1427063E+01   0.1045252E+01  -0.1731133E+01  -0.8233523E+00  -0.3644329E+00  -0.2559295E+01  -0.3454228E+00  -0.2944768E+01  -0.1264735E+01   0.3267010E+01  -0.2699270E+01   0.4083988E+00   0.6070888E+00  -0.2976932E+03   0.8015705E+04  -0.1404493E+05   0.1063823E+05  -0.1677255E+05
  245.6000  -0.2431247E+00   0.1215618E+01  -0.1718530E+01   0.1080052E+01  -0.1561706E+01  -0.1077025E+01   0.1747846E+00  -0.2933443E+01  -0.2798621E+00  -0.2752961E+01  -0.1717997E+01   0.3394054E+01  -0.2167530E+01   0.6227462E+00   0.1581440E+01  -0.2664744E+04   0.1214313E+05  -0.1680961E+05   0.1093459E+05  -0.1510922E+05
  245.8000  -0.4970588E+00   0.1611473E+01  -0.1934836E+01   0.1106998E+01  -0.1320356E+01  -0.1378435E+01   0.6951020E+00  -0.3204434E+01  -0.1902128E+00  -0.2443385E+01  -0.2012589E+01   0.3191725E+01  -0.1392881E+01   0.7260581E+00   0.2416726E+01  -0.5088071E+04   0.1590743E+05  -0.1886073E+05   0.1113263E+05  -0.1281962E+05
  246.0000  -0.7468795E+00   0.1948172E+01  -0.2063406E+01   0.1119667E+01  -0.1021742E+01  -0.1700213E+01   0.1151318E+01  -0.3348131E+01  -0.9209318E-01  -0.2044106E+01  -0.2087107E+01   0.2655959E+01  -0.4642608E+00   0.7017381E+00   0.2961308E+01  -0.7445103E+04   0.1909492E+05  -0.2009529E+05   0.1118040E+05  -0.1002846E+05
  246.2000  -0.9763455E+00   0.2203666E+01  -0.2098258E+01   0.1110420E+01  -0.6860450E+00  -0.2009530E+01   0.1501900E+01  -0.3353859E+01  -0.3683544E-02  -0.1597241E+01  -0.1916991E+01   0.1838330E+01   0.4972977E+00   0.5539148E+00   0.3118804E+01  -0.9597497E+04   0.2151460E+05  -0.2046507E+05   0.1101288E+05  -0.6899014E+04
  246.4000  -0.1169441E+01   0.2361035E+01  -0.2040753E+01   0.1071573E+01  -0.3360493E+00  -0.2273421E+01   0.1715193E+01  -0.3226583E+01   0.5688358E-01  -0.1151196E+01  -0.1518465E+01   0.8364064E+00   0.1361735E+01   0.3030599E+00   0.2870900E+01  -0.1140881E+05   0.2301823E+05  -0.1998133E+05   0.1056189E+05  -0.3612291E+04
  246.6000  -0.1312548E+01   0.2410400E+01  -0.1899280E+01   0.9965124E+00   0.6304565E-02  -0.2463996E+01   0.1773859E+01  -0.2986279E+01   0.7375985E-01  -0.7513462E+00  -0.9450907E+00  -0.2249665E+00   0.2015614E+01  -0.2049872E-01   0.2282870E+01  -0.1276195E+05   0.2351540E+05  -0.1871169E+05   0.9766527E+04  -0.3431010E+03
  246.8000  -0.1396227E+01   0.2349838E+01  -0.1687887E+01   0.8806340E+00   0.3231563E+00  -0.2562643E+01   0.1676773E+01  -0.2664523E+01   0.3501609E-01  -0.4311979E+00  -0.2775985E+00  -0.1217368E+01   0.2384693E+01  -0.3833216E+00   0.1490230E+01  -0.1357368E+05   0.2298160E+05  -0.1676968E+05   0.8582574E+04   0.2762168E+04
  247.0000  -0.1416318E+01   0.2185214E+01  -0.1424116E+01   0.7220265E+00   0.6030578E+00  -0.2562487E+01   0.1438126E+01  -0.2298957E+01  -0.6639481E-01  -0.2060572E+00   0.3910636E+00  -0.2032359E+01   0.2448394E+01  -0.7542166E+00   0.6692739E+00  -0.1380379E+05   0.2145818E+05  -0.1429870E+05   0.6990224E+04   0.5601310E+04
  247.2000  -0.1374215E+01   0.1929029E+01  -0.1126446E+01   0.5218694E+00   0.8418867E+00  -0.2468774E+01   0.1084076E+01  -0.1926744E+01  -0.2322678E+00  -0.7067009E-01   0.9725624E+00  -0.2599875E+01   0.2242930E+01  -0.1107174E+01  -0.2073599E-02  -0.1345799E+05   0.1904510E+05  -0.1145318E+05   0.4999277E+04   0.8122271E+04
  247.4000  -0.1276321E+01   0.1598571E+01  -0.8118298E+00   0.2845578E+00   0.1042139E+01  -0.2297188E+01   0.6477878E+00  -0.1578346E+01  -0.4592111E+00  -0.1449111E-02   0.1398618E+01  -0.2897631E+01   0.1852377E+01  -0.1421681E+01  -0.3843720E+00  -0.1258435E+05   0.1588818E+05  -0.8380359E+04   0.2651553E+04   0.1031807E+05
  247.6000  -0.1132816E+01   0.1213764E+01  -0.4937978E+00   0.1758816E-01   0.1210758E+01  -0.2070541E+01   0.1639877E+00  -0.1272906E+01  -0.7389698E+00   0.3712245E-01   0.1632044E+01  -0.2949858E+01   0.1389661E+01  -0.1681017E+01  -0.4087132E+00  -0.1126448E+05   0.1216353E+05  -0.5205933E+04   0.2047152E+02   0.1221188E+05
  247.8000  -0.9560306E+00   0.7951239E+00  -0.1814516E+00  -0.2687731E+00   0.1355993E+01  -0.1814554E+01  -0.3358180E+00  -0.1016147E+01  -0.1058898E+01   0.8327775E-01   0.1671297E+01  -0.2816073E+01   0.9716691E+00  -0.1869755E+01  -0.9337789E-01  -0.9601354E+04   0.8061785E+04  -0.2025845E+04  -0.2792190E+04   0.1383573E+05
  248.0000  -0.7587293E+00   0.3621653E+00   0.1204907E+00  -0.5620087E+00   0.1484008E+01  -0.1553580E+01  -0.8265280E+00  -0.8011801E+00  -0.1402548E+01   0.1679599E+00   0.1547758E+01  -0.2572918E+01   0.6939802E+00  -0.1971858E+01   0.4588635E+00  -0.7706249E+04   0.3774736E+04   0.1094598E+04  -0.5662062E+04   0.1520781E+05
  248.2000  -0.5526195E+00  -0.6755361E-01   0.4106857E+00  -0.8480510E+00   0.1596046E+01  -0.1307119E+01  -0.1290554E+01  -0.6119494E+00  -0.1750427E+01   0.3062700E+00   0.1316528E+01  -0.2293616E+01   0.6107486E+00  -0.1970536E+01   0.1082484E+01  -0.5686883E+04  -0.5145756E+03   0.4114829E+04  -0.8450146E+04   0.1631401E+05
  248.4000  -0.3473278E+00  -0.4787290E+00   0.6894725E+00  -0.1112151E+01   0.1686817E+01  -0.1087731E+01  -0.1716896E+01  -0.4285225E+00  -0.2081049E+01   0.4923370E+00   0.1042855E+01  -0.2030083E+01   0.7240952E+00  -0.1850420E+01   0.1585437E+01  -0.3638676E+04  -0.4637750E+04   0.7008201E+04  -0.1101253E+05   0.1709812E+05
  248.6000  -0.1499646E+00  -0.8581058E+00   0.9569166E+00  -0.1339898E+01   0.1744580E+01  -0.9006535E+00  -0.2098743E+01  -0.2330082E+00  -0.2372365E+01   0.6988692E+00   0.7872469E+00  -0.1802009E+01   0.9851833E+00  -0.1601764E+01   0.1792086E+01  -0.1639966E+04  -0.8443799E+04   0.9749040E+04  -0.1321114E+05   0.1746394E+05
  248.8000   0.3473936E-01  -0.1194037E+01   0.1211055E+01  -0.1518325E+01   0.1752960E+01  -0.7450205E+00  -0.2430494E+01  -0.1479904E-01  -0.2603596E+01   0.8816438E+00   0.5926019E+00  -0.1595462E+01   0.1306546E+01  -0.1225642E+01   0.1583520E+01   0.2488320E+03  -0.1180024E+05   0.1230080E+05  -0.1492480E+05   0.1728949E+05
  249.0000   0.2038642E+00  -0.1476112E+01   0.1446754E+01  -0.1637029E+01   0.1694207E+01  -0.6162436E+00  -0.2705215E+01   0.2260005E+00  -0.2757362E+01   0.9881272E+00   0.4761775E+00  -0.1371186E+01   0.1582728E+01  -0.7385135E+00   0.9264010E+00   0.1983026E+04  -0.1459413E+05   0.1460810E+05  -0.1605928E+05   0.1645109E+05
  249.2000   0.3555281E+00  -0.1695109E+01   0.1655438E+01  -0.1689162E+01   0.1553256E+01  -0.5088621E+00  -0.2913405E+01   0.4776694E+00  -0.2821851E+01   0.9684975E+00   0.4281485E+00  -0.1080329E+01   0.1714506E+01  -0.1744821E+00  -0.1160235E+00   0.3529864E+04  -0.1673441E+05   0.1659467E+05  -0.1655557E+05   0.1485271E+05
  249.4000   0.4881623E+00  -0.1843408E+01   0.1825763E+01  -0.1672155E+01   0.1321743E+01  -0.4190904E+00  -0.3043522E+01   0.7186393E+00  -0.2792654E+01   0.7868057E+00   0.4169600E+00  -0.6833919E+00   0.1631246E+01   0.4161054E+00  -0.1393318E+01   0.4864789E+04  -0.1815609E+05   0.1816760E+05  -0.1639485E+05   0.1245470E+05
  249.6000   0.6000593E+00  -0.1915812E+01   0.1945075E+01  -0.1588027E+01   0.1001142E+01  -0.3463964E+00  -0.3084263E+01   0.9214841E+00  -0.2673856E+01   0.4299243E+00   0.4000994E+00  -0.1673286E+00   0.1306463E+01   0.9722155E+00  -0.2695846E+01   0.5969128E+04  -0.1882579E+05   0.1922721E+05  -0.1559954E+05   0.9295681E+04
  249.8000   0.6893162E+00  -0.1910600E+01   0.2001363E+01  -0.1443195E+01   0.6042854E+00  -0.2937063E+00  -0.3028000E+01   0.1058220E+01  -0.2478014E+01  -0.8763314E-01   0.3376081E+00   0.4439989E+00   0.7632826E+00   0.1431321E+01  -0.3795544E+01   0.6829916E+04  -0.1874733E+05   0.1968046E+05  -0.1422991E+05   0.5502602E+04
  250.0000   0.7541852E+00  -0.1830479E+01   0.1985266E+01  -0.1247724E+01   0.1549152E+00  -0.2661936E+00  -0.2874439E+01   0.1105728E+01  -0.2224841E+01  -0.7241076E+00   0.2049597E+00   0.1089220E+01   0.6885661E-01   0.1740643E+01  -0.4491002E+01   0.7441831E+04  -0.1796526E+05   0.1945512E+05  -0.1237638E+05   0.1286150E+04
  250.2000   0.7937114E+00  -0.1683094E+01   0.1891740E+01  -0.1014109E+01  -0.3147792E+00  -0.2689958E+00  -0.2633371E+01   0.1050127E+01  -0.1938609E+01  -0.1416143E+01   0.1993865E-02   0.1679566E+01  -0.6807343E+00   0.1868131E+01  -0.4647469E+01   0.7810369E+04  -0.1656452E+05   0.1851199E+05  -0.1014846E+05  -0.3078628E+04
