
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 13-Apr-2026 at 09:08:13.

 
 
 
      Time        FAIRTEN1       LINE1NAPX
       (s)             (N)             (m)
   18.1900   3.8176268E+05   1.0134585E+00
   18.2000   3.8191539E+05   1.0134594E+00
   18.2100   3.8206922E+05   1.0134604E+00
   18.2200   3.8222443E+05   1.0134613E+00
   18.2300   3.8238109E+05   1.0134623E+00
   18.2400   3.8253930E+05   1.0134632E+00
   18.2500   3.8269917E+05   1.0134642E+00
   18.2600   3.8286065E+05   1.0134652E+00
   18.2700   3.8302389E+05   1.0134662E+00
   18.2800   3.8318905E+05   1.0134672E+00
   18.2900   3.8335615E+05   1.0134682E+00
   18.3000   3.8352540E+05   1.0134692E+00
   18.3100   3.8369685E+05   1.0134703E+00
   18.3200   3.8387057E+05   1.0134713E+00
   18.3300   3.8404668E+05   1.0134724E+00
   18.3400   3.8422529E+05   1.0134735E+00
   18.3500   3.8440640E+05   1.0134746E+00
   18.3600   3.8459018E+05   1.0134757E+00
   18.3700   3.8477667E+05   1.0134768E+00
   18.3800   3.8496594E+05   1.0134780E+00
   18.3900   3.8515807E+05   1.0134792E+00
   18.4000   3.8535320E+05   1.0134803E+00
   18.4100   3.8555148E+05   1.0134816E+00
   18.4200   3.8575294E+05   1.0134828E+00
   18.4300   3.8595762E+05   1.0134840E+00
   18.4400   3.8616560E+05   1.0134853E+00
   18.4500   3.8637702E+05   1.0134866E+00
   18.4600   3.8659202E+05   1.0134879E+00
   18.4700   3.8681064E+05   1.0134892E+00
   18.4800   3.8703292E+05   1.0134906E+00
   18.4900   3.8725898E+05   1.0134920E+00
   18.5000   3.8748894E+05   1.0134934E+00
   18.5100   3.8772283E+05   1.0134948E+00
   18.5200   3.8796068E+05   1.0134962E+00
   18.5300   3.8820259E+05   1.0134977E+00
   18.5400   3.8844869E+05   1.0134992E+00
   18.5500   3.8869900E+05   1.0135008E+00
   18.5600   3.8895355E+05   1.0135023E+00
   18.5700   3.8921246E+05   1.0135039E+00
   18.5800   3.8947567E+05   1.0135055E+00
   18.5900   3.8974340E+05   1.0135071E+00
   18.6000   3.9001569E+05   1.0135088E+00
   18.6100   3.9029249E+05   1.0135105E+00
   18.6200   3.9057395E+05   1.0135122E+00
   18.6300   3.9086012E+05   1.0135140E+00
   18.6400   3.9115107E+05   1.0135157E+00
   18.6500   3.9144677E+05   1.0135175E+00
   18.6600   3.9174724E+05   1.0135194E+00
   18.6700   3.9205253E+05   1.0135212E+00
   18.6800   3.9236277E+05   1.0135231E+00
   18.6900   3.9267794E+05   1.0135251E+00
   18.7000   3.9299810E+05   1.0135270E+00
   18.7100   3.9332336E+05   1.0135290E+00
   18.7200   3.9365368E+05   1.0135310E+00
   18.7300   3.9398912E+05   1.0135331E+00
   18.7400   3.9432975E+05   1.0135352E+00
   18.7500   3.9467555E+05   1.0135373E+00
   18.7600   3.9502654E+05   1.0135394E+00
   18.7700   3.9538282E+05   1.0135416E+00
   18.7800   3.9574434E+05   1.0135438E+00
   18.7900   3.9611113E+05   1.0135461E+00
   18.8000   3.9648326E+05   1.0135483E+00
   18.8100   3.9686070E+05   1.0135506E+00
   18.8200   3.9724346E+05   1.0135530E+00
   18.8300   3.9763161E+05   1.0135554E+00
   18.8400   3.9802512E+05   1.0135578E+00
   18.8500   3.9842400E+05   1.0135602E+00
   18.8600   3.9882833E+05   1.0135627E+00
   18.8700   3.9923806E+05   1.0135652E+00
   18.8800   3.9965320E+05   1.0135677E+00
   18.8900   4.0007365E+05   1.0135703E+00
   18.9000   4.0049955E+05   1.0135729E+00
   18.9100   4.0093073E+05   1.0135756E+00
   18.9200   4.0136726E+05   1.0135782E+00
   18.9300   4.0180909E+05   1.0135809E+00
   18.9400   4.0225625E+05   1.0135837E+00
   18.9500   4.0270878E+05   1.0135865E+00
   18.9600   4.0316666E+05   1.0135893E+00
   18.9700   4.0362987E+05   1.0135921E+00
   18.9800   4.0409832E+05   1.0135950E+00
   18.9900   4.0457195E+05   1.0135979E+00
   19.0000   4.0505076E+05   1.0136008E+00
   19.0100   4.0553482E+05   1.0136038E+00
   19.0200   4.0602405E+05   1.0136068E+00
   19.0300   4.0651847E+05   1.0136098E+00
   19.0400   4.0701793E+05   1.0136129E+00
   19.0500   4.0752239E+05   1.0136160E+00
   19.0600   4.0803180E+05   1.0136191E+00
   19.0700   4.0854623E+05   1.0136222E+00
   19.0800   4.0906558E+05   1.0136254E+00
   19.0900   4.0958983E+05   1.0136286E+00
   19.1000   4.1011900E+05   1.0136319E+00
   19.1100   4.1065299E+05   1.0136351E+00
   19.1200   4.1119175E+05   1.0136385E+00
   19.1300   4.1173512E+05   1.0136418E+00
   19.1400   4.1228314E+05   1.0136451E+00
   19.1500   4.1283574E+05   1.0136485E+00
   19.1600   4.1339291E+05   1.0136520E+00
   19.1700   4.1395450E+05   1.0136554E+00
   19.1800   4.1452040E+05   1.0136589E+00
   19.1900   4.1509056E+05   1.0136624E+00
   19.2000   4.1566499E+05   1.0136659E+00
   19.2100   4.1624353E+05   1.0136694E+00
   19.2200   4.1682610E+05   1.0136730E+00
   19.2300   4.1741265E+05   1.0136766E+00
   19.2400   4.1800318E+05   1.0136802E+00
   19.2500   4.1859754E+05   1.0136839E+00
   19.2600   4.1919565E+05   1.0136876E+00
   19.2700   4.1979745E+05   1.0136912E+00
   19.2800   4.2040293E+05   1.0136950E+00
   19.2900   4.2101193E+05   1.0136987E+00
   19.3000   4.2162433E+05   1.0137025E+00
   19.3100   4.2224007E+05   1.0137062E+00
   19.3200   4.2285911E+05   1.0137100E+00
   19.3300   4.2348126E+05   1.0137139E+00
   19.3400   4.2410656E+05   1.0137177E+00
   19.3500   4.2473489E+05   1.0137215E+00
   19.3600   4.2536618E+05   1.0137254E+00
   19.3700   4.2600021E+05   1.0137293E+00
   19.3800   4.2663695E+05   1.0137332E+00
   19.3900   4.2727625E+05   1.0137372E+00
   19.4000   4.2791797E+05   1.0137411E+00
   19.4100   4.2856218E+05   1.0137450E+00
   19.4200   4.2920862E+05   1.0137490E+00
   19.4300   4.2985723E+05   1.0137530E+00
   19.4400   4.3050799E+05   1.0137570E+00
   19.4500   4.3116070E+05   1.0137610E+00
   19.4600   4.3181520E+05   1.0137650E+00
   19.4700   4.3247153E+05   1.0137691E+00
   19.4800   4.3312955E+05   1.0137731E+00
   19.4900   4.3378917E+05   1.0137771E+00
   19.5000   4.3445030E+05   1.0137812E+00
   19.5100   4.3511268E+05   1.0137853E+00
   19.5200   4.3577626E+05   1.0137894E+00
   19.5300   4.3644100E+05   1.0137934E+00
   19.5400   4.3710668E+05   1.0137975E+00
   19.5500   4.3777328E+05   1.0138016E+00
   19.5600   4.3844063E+05   1.0138057E+00
   19.5700   4.3910852E+05   1.0138098E+00
   19.5800   4.3977699E+05   1.0138139E+00
   19.5900   4.4044584E+05   1.0138180E+00
   19.6000   4.4111493E+05   1.0138222E+00
   19.6100   4.4178410E+05   1.0138263E+00
   19.6200   4.4245335E+05   1.0138304E+00
   19.6300   4.4312255E+05   1.0138345E+00
   19.6400   4.4379152E+05   1.0138386E+00
   19.6500   4.4446011E+05   1.0138427E+00
   19.6600   4.4512816E+05   1.0138468E+00
   19.6700   4.4579567E+05   1.0138509E+00
   19.6800   4.4646248E+05   1.0138550E+00
   19.6900   4.4712839E+05   1.0138591E+00
   19.7000   4.4779340E+05   1.0138632E+00
   19.7100   4.4845731E+05   1.0138673E+00
   19.7200   4.4912008E+05   1.0138714E+00
   19.7300   4.4978148E+05   1.0138754E+00
   19.7400   4.5044146E+05   1.0138795E+00
   19.7500   4.5109994E+05   1.0138835E+00
   19.7600   4.5175682E+05   1.0138876E+00
   19.7700   4.5241200E+05   1.0138916E+00
   19.7800   4.5306535E+05   1.0138956E+00
   19.7900   4.5371672E+05   1.0138996E+00
   19.8000   4.5436595E+05   1.0139036E+00
   19.8100   4.5501283E+05   1.0139076E+00
   19.8200   4.5565733E+05   1.0139116E+00
   19.8300   4.5629938E+05   1.0139155E+00
   19.8400   4.5693890E+05   1.0139194E+00
   19.8500   4.5757576E+05   1.0139234E+00
   19.8600   4.5820982E+05   1.0139273E+00
   19.8700   4.5884089E+05   1.0139311E+00
   19.8800   4.5946895E+05   1.0139350E+00
   19.8900   4.6009375E+05   1.0139389E+00
   19.9000   4.6071520E+05   1.0139427E+00
   19.9100   4.6133332E+05   1.0139465E+00
   19.9200   4.6194795E+05   1.0139503E+00
   19.9300   4.6255907E+05   1.0139540E+00
   19.9400   4.6316641E+05   1.0139578E+00
   19.9500   4.6376986E+05   1.0139615E+00
   19.9600   4.6436946E+05   1.0139652E+00
   19.9700   4.6496500E+05   1.0139688E+00
   19.9800   4.6555643E+05   1.0139725E+00
   19.9900   4.6614363E+05   1.0139761E+00
   20.0000   4.6672645E+05   1.0139797E+00
   20.0100   4.6730488E+05   1.0139832E+00
   20.0200   4.6787884E+05   1.0139868E+00
   20.0300   4.6844821E+05   1.0139903E+00
   20.0400   4.6901283E+05   1.0139938E+00
   20.0500   4.6957265E+05   1.0139972E+00
   20.0600   4.7012758E+05   1.0140006E+00
   20.0700   4.7067747E+05   1.0140040E+00
   20.0800   4.7122230E+05   1.0140074E+00
   20.0900   4.7176199E+05   1.0140107E+00
   20.1000   4.7229640E+05   1.0140140E+00
   20.1100   4.7282552E+05   1.0140172E+00
   20.1200   4.7334928E+05   1.0140205E+00
   20.1300   4.7386755E+05   1.0140237E+00
   20.1400   4.7438031E+05   1.0140268E+00
   20.1500   4.7488750E+05   1.0140300E+00
   20.1600   4.7538897E+05   1.0140330E+00
   20.1700   4.7588472E+05   1.0140361E+00
   20.1800   4.7637467E+05   1.0140391E+00
   20.1900   4.7685866E+05   1.0140421E+00
   20.2000   4.7733668E+05   1.0140451E+00
   20.2100   4.7780862E+05   1.0140480E+00
   20.2200   4.7827451E+05   1.0140508E+00
   20.2300   4.7873430E+05   1.0140537E+00
   20.2400   4.7918787E+05   1.0140565E+00
   20.2500   4.7963521E+05   1.0140592E+00
   20.2600   4.8007626E+05   1.0140620E+00
   20.2700   4.8051088E+05   1.0140646E+00
   20.2800   4.8093902E+05   1.0140673E+00
   20.2900   4.8136058E+05   1.0140699E+00
   20.3000   4.8177558E+05   1.0140724E+00
   20.3100   4.8218393E+05   1.0140750E+00
   20.3200   4.8258568E+05   1.0140774E+00
   20.3300   4.8298079E+05   1.0140799E+00
   20.3400   4.8336915E+05   1.0140823E+00
   20.3500   4.8375076E+05   1.0140846E+00
   20.3600   4.8412554E+05   1.0140869E+00
   20.3700   4.8449351E+05   1.0140892E+00
   20.3800   4.8485464E+05   1.0140915E+00
   20.3900   4.8520898E+05   1.0140936E+00
   20.4000   4.8555650E+05   1.0140958E+00
   20.4100   4.8589712E+05   1.0140979E+00
   20.4200   4.8623084E+05   1.0141000E+00
   20.4300   4.8655761E+05   1.0141020E+00
   20.4400   4.8687745E+05   1.0141040E+00
   20.4500   4.8719033E+05   1.0141059E+00
   20.4600   4.8749631E+05   1.0141078E+00
   20.4700   4.8779538E+05   1.0141096E+00
   20.4800   4.8808745E+05   1.0141114E+00
   20.4900   4.8837254E+05   1.0141132E+00
   20.5000   4.8865058E+05   1.0141149E+00
   20.5100   4.8892161E+05   1.0141166E+00
   20.5200   4.8918560E+05   1.0141182E+00
   20.5300   4.8944261E+05   1.0141198E+00
   20.5400   4.8969263E+05   1.0141214E+00
   20.5500   4.8993575E+05   1.0141229E+00
   20.5600   4.9017197E+05   1.0141244E+00
   20.5700   4.9040125E+05   1.0141258E+00
   20.5800   4.9062362E+05   1.0141272E+00
   20.5900   4.9083905E+05   1.0141285E+00
   20.6000   4.9104760E+05   1.0141298E+00
   20.6100   4.9124926E+05   1.0141311E+00
   20.6200   4.9144414E+05   1.0141323E+00
   20.6300   4.9163226E+05   1.0141334E+00
   20.6400   4.9181355E+05   1.0141346E+00
   20.6500   4.9198808E+05   1.0141356E+00
   20.6600   4.9215600E+05   1.0141367E+00
   20.6700   4.9231721E+05   1.0141377E+00
   20.6800   4.9247173E+05   1.0141387E+00
   20.6900   4.9261966E+05   1.0141396E+00
   20.7000   4.9276105E+05   1.0141405E+00
   20.7100   4.9289587E+05   1.0141413E+00
   20.7200   4.9302421E+05   1.0141421E+00
   20.7300   4.9314624E+05   1.0141429E+00
   20.7400   4.9326190E+05   1.0141436E+00
   20.7500   4.9337124E+05   1.0141443E+00
   20.7600   4.9347442E+05   1.0141449E+00
   20.7700   4.9357133E+05   1.0141456E+00
   20.7800   4.9366219E+05   1.0141461E+00
   20.7900   4.9374695E+05   1.0141467E+00
   20.8000   4.9382566E+05   1.0141472E+00
   20.8100   4.9389851E+05   1.0141476E+00
   20.8200   4.9396543E+05   1.0141480E+00
   20.8300   4.9402647E+05   1.0141484E+00
   20.8400   4.9408178E+05   1.0141488E+00
   20.8500   4.9413148E+05   1.0141491E+00
   20.8600   4.9417559E+05   1.0141494E+00
   20.8700   4.9421427E+05   1.0141497E+00
   20.8800   4.9424744E+05   1.0141499E+00
   20.8900   4.9427531E+05   1.0141501E+00
   20.9000   4.9429785E+05   1.0141502E+00
   20.9100   4.9431517E+05   1.0141503E+00
   20.9200   4.9432729E+05   1.0141504E+00
   20.9300   4.9433440E+05   1.0141505E+00
   20.9400   4.9433658E+05   1.0141505E+00
   20.9500   4.9433389E+05   1.0141505E+00
   20.9600   4.9432651E+05   1.0141505E+00
   20.9700   4.9431438E+05   1.0141504E+00
   20.9800   4.9429758E+05   1.0141503E+00
   20.9900   4.9427631E+05   1.0141502E+00
   21.0000   4.9425054E+05   1.0141501E+00
   21.0100   4.9422037E+05   1.0141499E+00
   21.0200   4.9418604E+05   1.0141497E+00
   21.0300   4.9414755E+05   1.0141495E+00
   21.0400   4.9410504E+05   1.0141492E+00
   21.0500   4.9405862E+05   1.0141490E+00
   21.0600   4.9400834E+05   1.0141487E+00
   21.0700   4.9395438E+05   1.0141483E+00
   21.0800   4.9389671E+05   1.0141480E+00
   21.0900   4.9383545E+05   1.0141476E+00
   21.1000   4.9377085E+05   1.0141473E+00
   21.1100   4.9370293E+05   1.0141469E+00
   21.1200   4.9363188E+05   1.0141464E+00
   21.1300   4.9355765E+05   1.0141460E+00
   21.1400   4.9348034E+05   1.0141455E+00
   21.1500   4.9340022E+05   1.0141451E+00
   21.1600   4.9331732E+05   1.0141446E+00
   21.1700   4.9323164E+05   1.0141441E+00
   21.1800   4.9314336E+05   1.0141435E+00
   21.1900   4.9305259E+05   1.0141430E+00
   21.2000   4.9295944E+05   1.0141424E+00
   21.2100   4.9286398E+05   1.0141418E+00
   21.2200   4.9276646E+05   1.0141413E+00
   21.2300   4.9266688E+05   1.0141407E+00
   21.2400   4.9256544E+05   1.0141401E+00
   21.2500   4.9246212E+05   1.0141394E+00
   21.2600   4.9235707E+05   1.0141388E+00
   21.2700   4.9225040E+05   1.0141382E+00
   21.2800   4.9214222E+05   1.0141375E+00
   21.2900   4.9203262E+05   1.0141369E+00
   21.3000   4.9192168E+05   1.0141362E+00
   21.3100   4.9180963E+05   1.0141355E+00
   21.3200   4.9169651E+05   1.0141348E+00
   21.3300   4.9158255E+05   1.0141341E+00
   21.3400   4.9146776E+05   1.0141334E+00
   21.3500   4.9135235E+05   1.0141328E+00
   21.3600   4.9123631E+05   1.0141321E+00
   21.3700   4.9111982E+05   1.0141313E+00
   21.3800   4.9100290E+05   1.0141306E+00
   21.3900   4.9088570E+05   1.0141299E+00
   21.4000   4.9076839E+05   1.0141292E+00
   21.4100   4.9065096E+05   1.0141285E+00
   21.4200   4.9053357E+05   1.0141278E+00
   21.4300   4.9041640E+05   1.0141271E+00
   21.4400   4.9029942E+05   1.0141264E+00
   21.4500   4.9018281E+05   1.0141257E+00
   21.4600   4.9006673E+05   1.0141250E+00
   21.4700   4.8995120E+05   1.0141243E+00
   21.4800   4.8983639E+05   1.0141236E+00
   21.4900   4.8972232E+05   1.0141229E+00
   21.5000   4.8960919E+05   1.0141222E+00
   21.5100   4.8949703E+05   1.0141216E+00
   21.5200   4.8938588E+05   1.0141209E+00
   21.5300   4.8927597E+05   1.0141202E+00
   21.5400   4.8916737E+05   1.0141196E+00
   21.5500   4.8906017E+05   1.0141189E+00
   21.5600   4.8895446E+05   1.0141183E+00
   21.5700   4.8885035E+05   1.0141177E+00
   21.5800   4.8874797E+05   1.0141170E+00
   21.5900   4.8864729E+05   1.0141164E+00
   21.6000   4.8854848E+05   1.0141158E+00
   21.6100   4.8845155E+05   1.0141152E+00
   21.6200   4.8835670E+05   1.0141147E+00
   21.6300   4.8826399E+05   1.0141141E+00
   21.6400   4.8817350E+05   1.0141136E+00
   21.6500   4.8808532E+05   1.0141130E+00
   21.6600   4.8799959E+05   1.0141125E+00
   21.6700   4.8791626E+05   1.0141120E+00
   21.6800   4.8783552E+05   1.0141115E+00
   21.6900   4.8775741E+05   1.0141111E+00
   21.7000   4.8768197E+05   1.0141106E+00
   21.7100   4.8760929E+05   1.0141102E+00
   21.7200   4.8753948E+05   1.0141098E+00
   21.7300   4.8747271E+05   1.0141094E+00
   21.7400   4.8740895E+05   1.0141090E+00
   21.7500   4.8734826E+05   1.0141086E+00
   21.7600   4.8729070E+05   1.0141083E+00
   21.7700   4.8723637E+05   1.0141080E+00
   21.7800   4.8718541E+05   1.0141077E+00
   21.7900   4.8713782E+05   1.0141074E+00
   21.8000   4.8709363E+05   1.0141071E+00
   21.8100   4.8705290E+05   1.0141069E+00
   21.8200   4.8701576E+05   1.0141067E+00
   21.8300   4.8698216E+05   1.0141065E+00
   21.8400   4.8695229E+05   1.0141063E+00
   21.8500   4.8692621E+05   1.0141061E+00
   21.8600   4.8690399E+05   1.0141060E+00
   21.8700   4.8688561E+05   1.0141059E+00
   21.8800   4.8687104E+05   1.0141058E+00
   21.8900   4.8686033E+05   1.0141058E+00
   21.9000   4.8685355E+05   1.0141057E+00
   21.9100   4.8685084E+05   1.0141057E+00
   21.9200   4.8685217E+05   1.0141058E+00
   21.9300   4.8685759E+05   1.0141058E+00
   21.9400   4.8686716E+05   1.0141059E+00
   21.9500   4.8688084E+05   1.0141060E+00
   21.9600   4.8689879E+05   1.0141061E+00
   21.9700   4.8692105E+05   1.0141062E+00
   21.9800   4.8694751E+05   1.0141064E+00
   21.9900   4.8697832E+05   1.0141066E+00
   22.0000   4.8701348E+05   1.0141068E+00
   22.0100   4.8705301E+05   1.0141071E+00
   22.0200   4.8709685E+05   1.0141074E+00
   22.0300   4.8714514E+05   1.0141077E+00
   22.0400   4.8719788E+05   1.0141080E+00
   22.0500   4.8725513E+05   1.0141084E+00
   22.0600   4.8731683E+05   1.0141087E+00
   22.0700   4.8738296E+05   1.0141092E+00
   22.0800   4.8745354E+05   1.0141096E+00
   22.0900   4.8752865E+05   1.0141101E+00
   22.1000   4.8760825E+05   1.0141106E+00
   22.1100   4.8769232E+05   1.0141111E+00
   22.1200   4.8778091E+05   1.0141117E+00
   22.1300   4.8787395E+05   1.0141122E+00
   22.1400   4.8797157E+05   1.0141128E+00
   22.1500   4.8807361E+05   1.0141135E+00
   22.1600   4.8818015E+05   1.0141141E+00
   22.1700   4.8829111E+05   1.0141148E+00
   22.1800   4.8840647E+05   1.0141156E+00
   22.1900   4.8852628E+05   1.0141163E+00
   22.2000   4.8865061E+05   1.0141171E+00
   22.2100   4.8877942E+05   1.0141179E+00
   22.2200   4.8891270E+05   1.0141187E+00
   22.2300   4.8905033E+05   1.0141196E+00
   22.2400   4.8919241E+05   1.0141204E+00
   22.2500   4.8933891E+05   1.0141214E+00
   22.2600   4.8948965E+05   1.0141223E+00
   22.2700   4.8964471E+05   1.0141233E+00
   22.2800   4.8980402E+05   1.0141242E+00
   22.2900   4.8996756E+05   1.0141253E+00
   22.3000   4.9013535E+05   1.0141263E+00
   22.3100   4.9030729E+05   1.0141274E+00
   22.3200   4.9048331E+05   1.0141285E+00
   22.3300   4.9066340E+05   1.0141296E+00
   22.3400   4.9084758E+05   1.0141307E+00
   22.3500   4.9103576E+05   1.0141319E+00
   22.3600   4.9122787E+05   1.0141331E+00
   22.3700   4.9142389E+05   1.0141343E+00
   22.3800   4.9162384E+05   1.0141355E+00
   22.3900   4.9182762E+05   1.0141368E+00
   22.4000   4.9203516E+05   1.0141381E+00
   22.4100   4.9224643E+05   1.0141394E+00
   22.4200   4.9246145E+05   1.0141407E+00
   22.4300   4.9268008E+05   1.0141421E+00
   22.4400   4.9290225E+05   1.0141434E+00
   22.4500   4.9312791E+05   1.0141448E+00
   22.4600   4.9335705E+05   1.0141462E+00
   22.4700   4.9358953E+05   1.0141477E+00
   22.4800   4.9382542E+05   1.0141491E+00
   22.4900   4.9406463E+05   1.0141506E+00
   22.5000   4.9430697E+05   1.0141521E+00
   22.5100   4.9455241E+05   1.0141536E+00
   22.5200   4.9480083E+05   1.0141552E+00
   22.5300   4.9505228E+05   1.0141567E+00
   22.5400   4.9530668E+05   1.0141583E+00
   22.5500   4.9556399E+05   1.0141599E+00
   22.5600   4.9582400E+05   1.0141615E+00
   22.5700   4.9608674E+05   1.0141631E+00
   22.5800   4.9635207E+05   1.0141648E+00
   22.5900   4.9661988E+05   1.0141664E+00
   22.6000   4.9689009E+05   1.0141681E+00
   22.6100   4.9716266E+05   1.0141698E+00
   22.6200   4.9743754E+05   1.0141715E+00
   22.6300   4.9771458E+05   1.0141732E+00
   22.6400   4.9799378E+05   1.0141749E+00
   22.6500   4.9827501E+05   1.0141767E+00
   22.6600   4.9855818E+05   1.0141784E+00
   22.6700   4.9884318E+05   1.0141802E+00
   22.6800   4.9912994E+05   1.0141820E+00
   22.6900   4.9941844E+05   1.0141837E+00
   22.7000   4.9970844E+05   1.0141855E+00
   22.7100   4.9999994E+05   1.0141873E+00
   22.7200   5.0029277E+05   1.0141892E+00
   22.7300   5.0058694E+05   1.0141910E+00
   22.7400   5.0088231E+05   1.0141928E+00
   22.7500   5.0117875E+05   1.0141946E+00
   22.7600   5.0147613E+05   1.0141965E+00
   22.7700   5.0177435E+05   1.0141983E+00
   22.7800   5.0207331E+05   1.0142002E+00
   22.7900   5.0237290E+05   1.0142020E+00
   22.8000   5.0267306E+05   1.0142039E+00
   22.8100   5.0297370E+05   1.0142057E+00
   22.8200   5.0327475E+05   1.0142076E+00
   22.8300   5.0357614E+05   1.0142095E+00
   22.8400   5.0387781E+05   1.0142113E+00
   22.8500   5.0417950E+05   1.0142132E+00
   22.8600   5.0448118E+05   1.0142151E+00
   22.8700   5.0478277E+05   1.0142169E+00
   22.8800   5.0508421E+05   1.0142188E+00
   22.8900   5.0538526E+05   1.0142207E+00
   22.9000   5.0568585E+05   1.0142225E+00
   22.9100   5.0598591E+05   1.0142244E+00
   22.9200   5.0628537E+05   1.0142262E+00
   22.9300   5.0658414E+05   1.0142281E+00
   22.9400   5.0688212E+05   1.0142299E+00
   22.9500   5.0717904E+05   1.0142318E+00
   22.9600   5.0747496E+05   1.0142336E+00
   22.9700   5.0776977E+05   1.0142354E+00
   22.9800   5.0806333E+05   1.0142372E+00
   22.9900   5.0835548E+05   1.0142390E+00
   23.0000   5.0864608E+05   1.0142408E+00
   23.0100   5.0893511E+05   1.0142426E+00
   23.0200   5.0922237E+05   1.0142444E+00
   23.0300   5.0950784E+05   1.0142462E+00
   23.0400   5.0979145E+05   1.0142479E+00
   23.0500   5.1007294E+05   1.0142497E+00
   23.0600   5.1035223E+05   1.0142514E+00
   23.0700   5.1062917E+05   1.0142531E+00
   23.0800   5.1090380E+05   1.0142548E+00
   23.0900   5.1117595E+05   1.0142565E+00
   23.1000   5.1144559E+05   1.0142582E+00
   23.1100   5.1171249E+05   1.0142598E+00
   23.1200   5.1197657E+05   1.0142615E+00
   23.1300   5.1223772E+05   1.0142631E+00
   23.1400   5.1249579E+05   1.0142647E+00
   23.1500   5.1275079E+05   1.0142663E+00
   23.1600   5.1300251E+05   1.0142679E+00
   23.1700   5.1325087E+05   1.0142694E+00
   23.1800   5.1349578E+05   1.0142709E+00
   23.1900   5.1373708E+05   1.0142724E+00
   23.2000   5.1397479E+05   1.0142739E+00
   23.2100   5.1420885E+05   1.0142753E+00
   23.2200   5.1443900E+05   1.0142768E+00
   23.2300   5.1466530E+05   1.0142782E+00
   23.2400   5.1488758E+05   1.0142796E+00
   23.2500   5.1510582E+05   1.0142809E+00
   23.2600   5.1531974E+05   1.0142823E+00
   23.2700   5.1552941E+05   1.0142836E+00
   23.2800   5.1573466E+05   1.0142848E+00
   23.2900   5.1593545E+05   1.0142861E+00
   23.3000   5.1613169E+05   1.0142873E+00
   23.3100   5.1632325E+05   1.0142885E+00
   23.3200   5.1650992E+05   1.0142897E+00
   23.3300   5.1669164E+05   1.0142908E+00
   23.3400   5.1686831E+05   1.0142919E+00
   23.3500   5.1703992E+05   1.0142930E+00
   23.3600   5.1720642E+05   1.0142940E+00
   23.3700   5.1736770E+05   1.0142950E+00
   23.3800   5.1752361E+05   1.0142960E+00
   23.3900   5.1767410E+05   1.0142970E+00
   23.4000   5.1781906E+05   1.0142979E+00
   23.4100   5.1795833E+05   1.0142987E+00
   23.4200   5.1809187E+05   1.0142996E+00
   23.4300   5.1821956E+05   1.0143004E+00
   23.4400   5.1834141E+05   1.0143011E+00
   23.4500   5.1845736E+05   1.0143019E+00
   23.4600   5.1856728E+05   1.0143026E+00
   23.4700   5.1867117E+05   1.0143032E+00
   23.4800   5.1876895E+05   1.0143038E+00
   23.4900   5.1886047E+05   1.0143044E+00
   23.5000   5.1894571E+05   1.0143050E+00
   23.5100   5.1902454E+05   1.0143055E+00
   23.5200   5.1909681E+05   1.0143059E+00
   23.5300   5.1916245E+05   1.0143064E+00
   23.5400   5.1922149E+05   1.0143067E+00
   23.5500   5.1927390E+05   1.0143071E+00
   23.5600   5.1931959E+05   1.0143074E+00
   23.5700   5.1935836E+05   1.0143076E+00
   23.5800   5.1939033E+05   1.0143079E+00
   23.5900   5.1941534E+05   1.0143080E+00
   23.6000   5.1943334E+05   1.0143082E+00
   23.6100   5.1944421E+05   1.0143082E+00
   23.6200   5.1944792E+05   1.0143083E+00
   23.6300   5.1944438E+05   1.0143083E+00
   23.6400   5.1943357E+05   1.0143082E+00
   23.6500   5.1941542E+05   1.0143082E+00
   23.6600   5.1938994E+05   1.0143080E+00
   23.6700   5.1935707E+05   1.0143078E+00
   23.6800   5.1931665E+05   1.0143076E+00
   23.6900   5.1926863E+05   1.0143073E+00
   23.7000   5.1921307E+05   1.0143070E+00
   23.7100   5.1914993E+05   1.0143066E+00
   23.7200   5.1907907E+05   1.0143062E+00
   23.7300   5.1900049E+05   1.0143058E+00
   23.7400   5.1891423E+05   1.0143053E+00
   23.7500   5.1882012E+05   1.0143047E+00
   23.7600   5.1871822E+05   1.0143041E+00
   23.7700   5.1860852E+05   1.0143034E+00
   23.7800   5.1849093E+05   1.0143027E+00
   23.7900   5.1836545E+05   1.0143020E+00
   23.8000   5.1823198E+05   1.0143012E+00
   23.8100   5.1809053E+05   1.0143003E+00
   23.8200   5.1794101E+05   1.0142994E+00
   23.8300   5.1778342E+05   1.0142985E+00
   23.8400   5.1761768E+05   1.0142975E+00
   23.8500   5.1744379E+05   1.0142964E+00
   23.8600   5.1726185E+05   1.0142954E+00
   23.8700   5.1707169E+05   1.0142942E+00
   23.8800   5.1687339E+05   1.0142930E+00
   23.8900   5.1666697E+05   1.0142918E+00
   23.9000   5.1645233E+05   1.0142905E+00
   23.9100   5.1622949E+05   1.0142891E+00
   23.9200   5.1599836E+05   1.0142877E+00
   23.9300   5.1575893E+05   1.0142863E+00
   23.9400   5.1551131E+05   1.0142848E+00
   23.9500   5.1525548E+05   1.0142832E+00
   23.9600   5.1499136E+05   1.0142816E+00
   23.9700   5.1471895E+05   1.0142800E+00
