
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 13-Apr-2026 at 09:08:13.

 
 
 
      Time        FAIRTEN1       LINE1NAPX
       (s)             (N)             (m)
   92.0900   3.9641002E+05   1.0135941E+00
   92.1000   3.9666000E+05   1.0135956E+00
   92.1100   3.9691274E+05   1.0135972E+00
   92.1200   3.9716813E+05   1.0135987E+00
   92.1300   3.9742608E+05   1.0136003E+00
   92.1400   3.9768652E+05   1.0136019E+00
   92.1500   3.9794943E+05   1.0136035E+00
   92.1600   3.9821480E+05   1.0136051E+00
   92.1700   3.9848247E+05   1.0136067E+00
   92.1800   3.9875231E+05   1.0136083E+00
   92.1900   3.9902438E+05   1.0136100E+00
   92.2000   3.9929861E+05   1.0136117E+00
   92.2100   3.9957494E+05   1.0136133E+00
   92.2200   3.9985314E+05   1.0136150E+00
   92.2300   4.0013320E+05   1.0136167E+00
   92.2400   4.0041513E+05   1.0136185E+00
   92.2500   4.0069877E+05   1.0136202E+00
   92.2600   4.0098398E+05   1.0136219E+00
   92.2700   4.0127083E+05   1.0136237E+00
   92.2800   4.0155922E+05   1.0136254E+00
   92.2900   4.0184907E+05   1.0136272E+00
   92.3000   4.0214030E+05   1.0136289E+00
   92.3100   4.0243287E+05   1.0136307E+00
   92.3200   4.0272674E+05   1.0136325E+00
   92.3300   4.0302170E+05   1.0136343E+00
   92.3400   4.0331776E+05   1.0136361E+00
   92.3500   4.0361472E+05   1.0136379E+00
   92.3600   4.0391261E+05   1.0136397E+00
   92.3700   4.0421126E+05   1.0136415E+00
   92.3800   4.0451071E+05   1.0136434E+00
   92.3900   4.0481082E+05   1.0136452E+00
   92.4000   4.0511164E+05   1.0136470E+00
   92.4100   4.0541304E+05   1.0136489E+00
   92.4200   4.0571491E+05   1.0136507E+00
   92.4300   4.0601713E+05   1.0136525E+00
   92.4400   4.0631978E+05   1.0136544E+00
   92.4500   4.0662275E+05   1.0136562E+00
   92.4600   4.0692594E+05   1.0136581E+00
   92.4700   4.0722926E+05   1.0136599E+00
   92.4800   4.0753260E+05   1.0136618E+00
   92.4900   4.0783589E+05   1.0136636E+00
   92.5000   4.0813919E+05   1.0136655E+00
   92.5100   4.0844243E+05   1.0136673E+00
   92.5200   4.0874549E+05   1.0136692E+00
   92.5300   4.0904829E+05   1.0136710E+00
   92.5400   4.0935072E+05   1.0136728E+00
   92.5500   4.0965267E+05   1.0136747E+00
   92.5600   4.0995423E+05   1.0136765E+00
   92.5700   4.1025528E+05   1.0136784E+00
   92.5800   4.1055570E+05   1.0136802E+00
   92.5900   4.1085554E+05   1.0136820E+00
   92.6000   4.1115467E+05   1.0136838E+00
   92.6100   4.1145296E+05   1.0136857E+00
   92.6200   4.1175042E+05   1.0136875E+00
   92.6300   4.1204710E+05   1.0136893E+00
   92.6400   4.1234282E+05   1.0136911E+00
   92.6500   4.1263759E+05   1.0136929E+00
   92.6600   4.1293140E+05   1.0136947E+00
   92.6700   4.1322404E+05   1.0136965E+00
   92.6800   4.1351551E+05   1.0136982E+00
   92.6900   4.1380574E+05   1.0137000E+00
   92.7000   4.1409468E+05   1.0137018E+00
   92.7100   4.1438227E+05   1.0137035E+00
   92.7200   4.1466861E+05   1.0137053E+00
   92.7300   4.1495358E+05   1.0137070E+00
   92.7400   4.1523709E+05   1.0137087E+00
   92.7500   4.1551918E+05   1.0137104E+00
   92.7600   4.1579970E+05   1.0137122E+00
   92.7700   4.1607867E+05   1.0137139E+00
   92.7800   4.1635611E+05   1.0137155E+00
   92.7900   4.1663198E+05   1.0137172E+00
   92.8000   4.1690608E+05   1.0137189E+00
   92.8100   4.1717854E+05   1.0137206E+00
   92.8200   4.1744928E+05   1.0137222E+00
   92.8300   4.1771823E+05   1.0137239E+00
   92.8400   4.1798544E+05   1.0137255E+00
   92.8500   4.1825080E+05   1.0137271E+00
   92.8600   4.1851433E+05   1.0137287E+00
   92.8700   4.1877605E+05   1.0137303E+00
   92.8800   4.1903576E+05   1.0137319E+00
   92.8900   4.1929345E+05   1.0137335E+00
   92.9000   4.1954925E+05   1.0137350E+00
   92.9100   4.1980306E+05   1.0137366E+00
   92.9200   4.2005482E+05   1.0137381E+00
   92.9300   4.2030457E+05   1.0137396E+00
   92.9400   4.2055236E+05   1.0137411E+00
   92.9500   4.2079803E+05   1.0137426E+00
   92.9600   4.2104157E+05   1.0137441E+00
   92.9700   4.2128297E+05   1.0137456E+00
   92.9800   4.2152234E+05   1.0137471E+00
   92.9900   4.2175963E+05   1.0137485E+00
   93.0000   4.2199473E+05   1.0137499E+00
   93.0100   4.2222770E+05   1.0137514E+00
   93.0200   4.2245859E+05   1.0137528E+00
   93.0300   4.2268740E+05   1.0137542E+00
   93.0400   4.2291413E+05   1.0137555E+00
   93.0500   4.2313875E+05   1.0137569E+00
   93.0600   4.2336121E+05   1.0137583E+00
   93.0700   4.2358160E+05   1.0137596E+00
   93.0800   4.2379983E+05   1.0137609E+00
   93.0900   4.2401595E+05   1.0137623E+00
   93.1000   4.2423000E+05   1.0137636E+00
   93.1100   4.2444198E+05   1.0137649E+00
   93.1200   4.2465189E+05   1.0137661E+00
   93.1300   4.2485969E+05   1.0137674E+00
   93.1400   4.2506549E+05   1.0137687E+00
   93.1500   4.2526923E+05   1.0137699E+00
   93.1600   4.2547097E+05   1.0137711E+00
   93.1700   4.2567077E+05   1.0137724E+00
   93.1800   4.2586867E+05   1.0137736E+00
   93.1900   4.2606468E+05   1.0137748E+00
   93.2000   4.2625878E+05   1.0137759E+00
   93.2100   4.2645096E+05   1.0137771E+00
   93.2200   4.2664134E+05   1.0137783E+00
   93.2300   4.2682985E+05   1.0137794E+00
   93.2400   4.2701659E+05   1.0137806E+00
   93.2500   4.2720161E+05   1.0137817E+00
   93.2600   4.2738498E+05   1.0137828E+00
   93.2700   4.2756673E+05   1.0137839E+00
   93.2800   4.2774687E+05   1.0137850E+00
   93.2900   4.2792540E+05   1.0137861E+00
   93.3000   4.2810230E+05   1.0137872E+00
   93.3100   4.2827771E+05   1.0137883E+00
   93.3200   4.2845158E+05   1.0137893E+00
   93.3300   4.2862402E+05   1.0137904E+00
   93.3400   4.2879511E+05   1.0137914E+00
   93.3500   4.2896495E+05   1.0137924E+00
   93.3600   4.2913342E+05   1.0137935E+00
   93.3700   4.2930055E+05   1.0137945E+00
   93.3800   4.2946657E+05   1.0137955E+00
   93.3900   4.2963151E+05   1.0137965E+00
   93.4000   4.2979537E+05   1.0137975E+00
   93.4100   4.2995815E+05   1.0137985E+00
   93.4200   4.3012002E+05   1.0137995E+00
   93.4300   4.3028095E+05   1.0138005E+00
   93.4400   4.3044110E+05   1.0138014E+00
   93.4500   4.3060041E+05   1.0138024E+00
   93.4600   4.3075903E+05   1.0138034E+00
   93.4700   4.3091689E+05   1.0138043E+00
   93.4800   4.3107410E+05   1.0138053E+00
   93.4900   4.3123077E+05   1.0138063E+00
   93.5000   4.3138700E+05   1.0138072E+00
   93.5100   4.3154289E+05   1.0138082E+00
   93.5200   4.3169835E+05   1.0138091E+00
   93.5300   4.3185346E+05   1.0138101E+00
   93.5400   4.3200830E+05   1.0138110E+00
   93.5500   4.3216297E+05   1.0138119E+00
   93.5600   4.3231752E+05   1.0138129E+00
   93.5700   4.3247205E+05   1.0138138E+00
   93.5800   4.3262663E+05   1.0138148E+00
   93.5900   4.3278134E+05   1.0138157E+00
   93.6000   4.3293625E+05   1.0138167E+00
   93.6100   4.3309144E+05   1.0138176E+00
   93.6200   4.3324701E+05   1.0138186E+00
   93.6300   4.3340303E+05   1.0138195E+00
   93.6400   4.3355960E+05   1.0138205E+00
   93.6500   4.3371664E+05   1.0138214E+00
   93.6600   4.3387426E+05   1.0138224E+00
   93.6700   4.3403256E+05   1.0138233E+00
   93.6800   4.3419166E+05   1.0138243E+00
   93.6900   4.3435170E+05   1.0138253E+00
   93.7000   4.3451262E+05   1.0138263E+00
   93.7100   4.3467457E+05   1.0138273E+00
   93.7200   4.3483754E+05   1.0138283E+00
   93.7300   4.3500170E+05   1.0138293E+00
   93.7400   4.3516703E+05   1.0138303E+00
   93.7500   4.3533375E+05   1.0138313E+00
   93.7600   4.3550189E+05   1.0138323E+00
   93.7700   4.3567148E+05   1.0138333E+00
   93.7800   4.3584260E+05   1.0138344E+00
   93.7900   4.3601531E+05   1.0138354E+00
   93.8000   4.3618973E+05   1.0138365E+00
   93.8100   4.3636596E+05   1.0138376E+00
   93.8200   4.3654396E+05   1.0138387E+00
   93.8300   4.3672389E+05   1.0138398E+00
   93.8400   4.3690574E+05   1.0138409E+00
   93.8500   4.3708971E+05   1.0138420E+00
   93.8600   4.3727585E+05   1.0138431E+00
   93.8700   4.3746421E+05   1.0138443E+00
   93.8800   4.3765489E+05   1.0138454E+00
   93.8900   4.3784782E+05   1.0138466E+00
   93.9000   4.3804314E+05   1.0138478E+00
   93.9100   4.3824102E+05   1.0138490E+00
   93.9200   4.3844147E+05   1.0138502E+00
   93.9300   4.3864454E+05   1.0138515E+00
   93.9400   4.3885029E+05   1.0138527E+00
   93.9500   4.3905884E+05   1.0138540E+00
   93.9600   4.3927012E+05   1.0138553E+00
   93.9700   4.3948431E+05   1.0138566E+00
   93.9800   4.3970141E+05   1.0138579E+00
   93.9900   4.3992148E+05   1.0138593E+00
   94.0000   4.4014459E+05   1.0138606E+00
   94.0100   4.4037086E+05   1.0138620E+00
   94.0200   4.4060025E+05   1.0138634E+00
   94.0300   4.4083295E+05   1.0138648E+00
   94.0400   4.4106899E+05   1.0138663E+00
   94.0500   4.4130845E+05   1.0138677E+00
   94.0600   4.4155126E+05   1.0138692E+00
   94.0700   4.4179757E+05   1.0138707E+00
   94.0800   4.4204739E+05   1.0138723E+00
   94.0900   4.4230077E+05   1.0138738E+00
   94.1000   4.4255780E+05   1.0138754E+00
   94.1100   4.4281841E+05   1.0138770E+00
   94.1200   4.4308278E+05   1.0138786E+00
   94.1300   4.4335094E+05   1.0138802E+00
   94.1400   4.4362295E+05   1.0138819E+00
   94.1500   4.4389875E+05   1.0138836E+00
   94.1600   4.4417848E+05   1.0138853E+00
   94.1700   4.4446218E+05   1.0138870E+00
   94.1800   4.4474989E+05   1.0138888E+00
   94.1900   4.4504155E+05   1.0138906E+00
   94.2000   4.4533730E+05   1.0138924E+00
   94.2100   4.4563715E+05   1.0138942E+00
   94.2200   4.4594118E+05   1.0138961E+00
   94.2300   4.4624929E+05   1.0138979E+00
   94.2400   4.4656164E+05   1.0138999E+00
   94.2500   4.4687825E+05   1.0139018E+00
   94.2600   4.4719900E+05   1.0139037E+00
   94.2700   4.4752400E+05   1.0139057E+00
   94.2800   4.4785324E+05   1.0139077E+00
   94.2900   4.4818672E+05   1.0139098E+00
   94.3000   4.4852452E+05   1.0139119E+00
   94.3100   4.4886659E+05   1.0139139E+00
   94.3200   4.4921290E+05   1.0139161E+00
   94.3300   4.4956348E+05   1.0139182E+00
   94.3400   4.4991842E+05   1.0139204E+00
   94.3500   4.5027767E+05   1.0139226E+00
   94.3600   4.5064121E+05   1.0139248E+00
   94.3700   4.5100909E+05   1.0139270E+00
   94.3800   4.5138140E+05   1.0139293E+00
   94.3900   4.5175810E+05   1.0139316E+00
   94.4000   4.5213920E+05   1.0139340E+00
   94.4100   4.5252457E+05   1.0139363E+00
   94.4200   4.5291432E+05   1.0139387E+00
   94.4300   4.5330842E+05   1.0139411E+00
   94.4400   4.5370688E+05   1.0139436E+00
   94.4500   4.5410960E+05   1.0139460E+00
   94.4600   4.5451650E+05   1.0139485E+00
   94.4700   4.5492758E+05   1.0139510E+00
   94.4800   4.5534285E+05   1.0139536E+00
   94.4900   4.5576240E+05   1.0139561E+00
   94.5000   4.5618616E+05   1.0139587E+00
   94.5100   4.5661411E+05   1.0139613E+00
   94.5200   4.5704613E+05   1.0139640E+00
   94.5300   4.5748227E+05   1.0139667E+00
   94.5400   4.5792249E+05   1.0139693E+00
   94.5500   4.5836678E+05   1.0139721E+00
   94.5600   4.5881498E+05   1.0139748E+00
   94.5700   4.5926719E+05   1.0139776E+00
   94.5800   4.5972333E+05   1.0139804E+00
   94.5900   4.6018340E+05   1.0139832E+00
   94.6000   4.6064725E+05   1.0139860E+00
   94.6100   4.6111476E+05   1.0139889E+00
   94.6200   4.6158604E+05   1.0139918E+00
   94.6300   4.6206089E+05   1.0139947E+00
   94.6400   4.6253933E+05   1.0139976E+00
   94.6500   4.6302121E+05   1.0140006E+00
   94.6600   4.6350665E+05   1.0140035E+00
   94.6700   4.6399539E+05   1.0140065E+00
   94.6800   4.6448743E+05   1.0140095E+00
   94.6900   4.6498280E+05   1.0140126E+00
   94.7000   4.6548137E+05   1.0140156E+00
   94.7100   4.6598305E+05   1.0140187E+00
   94.7200   4.6648780E+05   1.0140218E+00
   94.7300   4.6699560E+05   1.0140249E+00
   94.7400   4.6750630E+05   1.0140280E+00
   94.7500   4.6801974E+05   1.0140312E+00
   94.7600   4.6853585E+05   1.0140343E+00
   94.7700   4.6905454E+05   1.0140375E+00
   94.7800   4.6957577E+05   1.0140407E+00
   94.7900   4.7009954E+05   1.0140439E+00
   94.8000   4.7062568E+05   1.0140471E+00
   94.8100   4.7115404E+05   1.0140504E+00
   94.8200   4.7168452E+05   1.0140536E+00
   94.8300   4.7221702E+05   1.0140569E+00
   94.8400   4.7275147E+05   1.0140602E+00
   94.8500   4.7328783E+05   1.0140635E+00
   94.8600   4.7382608E+05   1.0140667E+00
   94.8700   4.7436602E+05   1.0140701E+00
   94.8800   4.7490750E+05   1.0140734E+00
   94.8900   4.7545055E+05   1.0140767E+00
   94.9000   4.7599503E+05   1.0140800E+00
   94.9100   4.7654083E+05   1.0140834E+00
   94.9200   4.7708786E+05   1.0140867E+00
   94.9300   4.7763584E+05   1.0140901E+00
   94.9400   4.7818470E+05   1.0140935E+00
   94.9500   4.7873437E+05   1.0140968E+00
   94.9600   4.7928481E+05   1.0141002E+00
   94.9700   4.7983577E+05   1.0141036E+00
   94.9800   4.8038723E+05   1.0141070E+00
   94.9900   4.8093896E+05   1.0141103E+00
   95.0000   4.8149093E+05   1.0141137E+00
   95.0100   4.8204294E+05   1.0141171E+00
   95.0200   4.8259495E+05   1.0141205E+00
   95.0300   4.8314676E+05   1.0141239E+00
   95.0400   4.8369834E+05   1.0141273E+00
   95.0500   4.8424946E+05   1.0141306E+00
   95.0600   4.8480011E+05   1.0141340E+00
   95.0700   4.8535005E+05   1.0141374E+00
   95.0800   4.8589923E+05   1.0141408E+00
   95.0900   4.8644742E+05   1.0141441E+00
   95.1000   4.8699455E+05   1.0141475E+00
   95.1100   4.8754053E+05   1.0141508E+00
   95.1200   4.8808510E+05   1.0141542E+00
   95.1300   4.8862815E+05   1.0141575E+00
   95.1400   4.8916955E+05   1.0141608E+00
   95.1500   4.8970916E+05   1.0141641E+00
   95.1600   4.9024682E+05   1.0141674E+00
   95.1700   4.9078253E+05   1.0141707E+00
   95.1800   4.9131609E+05   1.0141740E+00
   95.1900   4.9184726E+05   1.0141773E+00
   95.2000   4.9237597E+05   1.0141805E+00
   95.2100   4.9290212E+05   1.0141837E+00
   95.2200   4.9342559E+05   1.0141869E+00
   95.2300   4.9394622E+05   1.0141901E+00
   95.2400   4.9446382E+05   1.0141933E+00
   95.2500   4.9497835E+05   1.0141965E+00
   95.2600   4.9548955E+05   1.0141996E+00
   95.2700   4.9599731E+05   1.0142027E+00
   95.2800   4.9650148E+05   1.0142058E+00
   95.2900   4.9700187E+05   1.0142089E+00
   95.3000   4.9749844E+05   1.0142120E+00
   95.3100   4.9799110E+05   1.0142150E+00
   95.3200   4.9847952E+05   1.0142180E+00
   95.3300   4.9896371E+05   1.0142210E+00
   95.3400   4.9944344E+05   1.0142239E+00
   95.3500   4.9991862E+05   1.0142268E+00
   95.3600   5.0038909E+05   1.0142297E+00
   95.3700   5.0085467E+05   1.0142326E+00
   95.3800   5.0131528E+05   1.0142354E+00
   95.3900   5.0177079E+05   1.0142382E+00
   95.4000   5.0222102E+05   1.0142410E+00
   95.4100   5.0266592E+05   1.0142437E+00
   95.4200   5.0310537E+05   1.0142464E+00
   95.4300   5.0353919E+05   1.0142491E+00
   95.4400   5.0396713E+05   1.0142517E+00
   95.4500   5.0438908E+05   1.0142543E+00
   95.4600   5.0480503E+05   1.0142569E+00
   95.4700   5.0521472E+05   1.0142594E+00
   95.4800   5.0561800E+05   1.0142619E+00
   95.4900   5.0601484E+05   1.0142643E+00
   95.5000   5.0640514E+05   1.0142667E+00
   95.5100   5.0678872E+05   1.0142691E+00
   95.5200   5.0716551E+05   1.0142714E+00
   95.5300   5.0753536E+05   1.0142737E+00
   95.5400   5.0789805E+05   1.0142759E+00
   95.5500   5.0825346E+05   1.0142781E+00
   95.5600   5.0860157E+05   1.0142802E+00
   95.5700   5.0894228E+05   1.0142823E+00
   95.5800   5.0927541E+05   1.0142844E+00
   95.5900   5.0960087E+05   1.0142864E+00
   95.6000   5.0991849E+05   1.0142884E+00
   95.6100   5.1022820E+05   1.0142903E+00
   95.6200   5.1052983E+05   1.0142921E+00
   95.6300   5.1082332E+05   1.0142939E+00
   95.6400   5.1110850E+05   1.0142957E+00
   95.6500   5.1138530E+05   1.0142974E+00
   95.6600   5.1165355E+05   1.0142991E+00
   95.6700   5.1191318E+05   1.0143007E+00
   95.6800   5.1216420E+05   1.0143022E+00
   95.6900   5.1240651E+05   1.0143037E+00
   95.7000   5.1263994E+05   1.0143052E+00
   95.7100   5.1286437E+05   1.0143065E+00
   95.7200   5.1307980E+05   1.0143079E+00
   95.7300   5.1328610E+05   1.0143092E+00
   95.7400   5.1348323E+05   1.0143104E+00
   95.7500   5.1367106E+05   1.0143115E+00
   95.7600   5.1384951E+05   1.0143127E+00
   95.7700   5.1401843E+05   1.0143137E+00
   95.7800   5.1417772E+05   1.0143147E+00
   95.7900   5.1432736E+05   1.0143156E+00
   95.8000   5.1446724E+05   1.0143165E+00
   95.8100   5.1459729E+05   1.0143173E+00
   95.8200   5.1471755E+05   1.0143181E+00
   95.8300   5.1482793E+05   1.0143188E+00
   95.8400   5.1492823E+05   1.0143194E+00
   95.8500   5.1501851E+05   1.0143200E+00
   95.8600   5.1509870E+05   1.0143205E+00
   95.8700   5.1516865E+05   1.0143209E+00
   95.8800   5.1522843E+05   1.0143213E+00
   95.8900   5.1527784E+05   1.0143216E+00
   95.9000   5.1531689E+05   1.0143219E+00
   95.9100   5.1534552E+05   1.0143221E+00
   95.9200   5.1536371E+05   1.0143222E+00
   95.9300   5.1537133E+05   1.0143222E+00
   95.9400   5.1536849E+05   1.0143222E+00
   95.9500   5.1535502E+05   1.0143222E+00
   95.9600   5.1533097E+05   1.0143220E+00
   95.9700   5.1529628E+05   1.0143218E+00
   95.9800   5.1525098E+05   1.0143216E+00
   95.9900   5.1519494E+05   1.0143213E+00
   96.0000   5.1512812E+05   1.0143209E+00
   96.0100   5.1505054E+05   1.0143204E+00
   96.0200   5.1496226E+05   1.0143199E+00
   96.0300   5.1486326E+05   1.0143193E+00
   96.0400   5.1475354E+05   1.0143186E+00
   96.0500   5.1463301E+05   1.0143179E+00
   96.0600   5.1450164E+05   1.0143171E+00
   96.0700   5.1435943E+05   1.0143163E+00
   96.0800   5.1420649E+05   1.0143154E+00
   96.0900   5.1404277E+05   1.0143144E+00
   96.1000   5.1386830E+05   1.0143133E+00
   96.1100   5.1368299E+05   1.0143122E+00
   96.1200   5.1348680E+05   1.0143110E+00
   96.1300   5.1327977E+05   1.0143098E+00
   96.1400   5.1306199E+05   1.0143085E+00
   96.1500   5.1283342E+05   1.0143071E+00
   96.1600   5.1259410E+05   1.0143056E+00
   96.1700   5.1234412E+05   1.0143041E+00
   96.1800   5.1208346E+05   1.0143025E+00
   96.1900   5.1181215E+05   1.0143009E+00
   96.2000   5.1153030E+05   1.0142992E+00
   96.2100   5.1123790E+05   1.0142974E+00
   96.2200   5.1093498E+05   1.0142956E+00
   96.2300   5.1062148E+05   1.0142937E+00
   96.2400   5.1029759E+05   1.0142917E+00
   96.2500   5.0996335E+05   1.0142897E+00
   96.2600   5.0961872E+05   1.0142876E+00
   96.2700   5.0926371E+05   1.0142854E+00
   96.2800   5.0889839E+05   1.0142832E+00
   96.2900   5.0852291E+05   1.0142809E+00
   96.3000   5.0813731E+05   1.0142786E+00
   96.3100   5.0774168E+05   1.0142762E+00
   96.3200   5.0733602E+05   1.0142737E+00
   96.3300   5.0692038E+05   1.0142712E+00
   96.3400   5.0649489E+05   1.0142686E+00
   96.3500   5.0605958E+05   1.0142659E+00
   96.3600   5.0561453E+05   1.0142632E+00
   96.3700   5.0515991E+05   1.0142605E+00
   96.3800   5.0469578E+05   1.0142576E+00
   96.3900   5.0422228E+05   1.0142547E+00
   96.4000   5.0373943E+05   1.0142518E+00
   96.4100   5.0324735E+05   1.0142488E+00
   96.4200   5.0274603E+05   1.0142458E+00
   96.4300   5.0223557E+05   1.0142426E+00
   96.4400   5.0171612E+05   1.0142395E+00
   96.4500   5.0118775E+05   1.0142363E+00
   96.4600   5.0065060E+05   1.0142330E+00
   96.4700   5.0010473E+05   1.0142297E+00
   96.4800   4.9955026E+05   1.0142263E+00
   96.4900   4.9898723E+05   1.0142228E+00
   96.5000   4.9841576E+05   1.0142194E+00
   96.5100   4.9783607E+05   1.0142158E+00
   96.5200   4.9724827E+05   1.0142122E+00
   96.5300   4.9665239E+05   1.0142086E+00
   96.5400   4.9604855E+05   1.0142049E+00
   96.5500   4.9543696E+05   1.0142012E+00
   96.5600   4.9481775E+05   1.0141974E+00
   96.5700   4.9419095E+05   1.0141936E+00
   96.5800   4.9355672E+05   1.0141897E+00
   96.5900   4.9291528E+05   1.0141858E+00
   96.6000   4.9226661E+05   1.0141818E+00
   96.6100   4.9161096E+05   1.0141778E+00
   96.6200   4.9094852E+05   1.0141738E+00
   96.6300   4.9027939E+05   1.0141697E+00
   96.6400   4.8960359E+05   1.0141656E+00
   96.6500   4.8892127E+05   1.0141614E+00
   96.6600   4.8823267E+05   1.0141572E+00
   96.6700   4.8753796E+05   1.0141530E+00
   96.6800   4.8683725E+05   1.0141487E+00
   96.6900   4.8613058E+05   1.0141444E+00
   96.7000   4.8541810E+05   1.0141400E+00
   96.7100   4.8470009E+05   1.0141356E+00
   96.7200   4.8397657E+05   1.0141312E+00
   96.7300   4.8324769E+05   1.0141268E+00
   96.7400   4.8251373E+05   1.0141223E+00
   96.7500   4.8177470E+05   1.0141178E+00
   96.7600   4.8103077E+05   1.0141132E+00
   96.7700   4.8028222E+05   1.0141087E+00
   96.7800   4.7952910E+05   1.0141041E+00
   96.7900   4.7877159E+05   1.0140994E+00
   96.8000   4.7800982E+05   1.0140948E+00
   96.8100   4.7724405E+05   1.0140901E+00
   96.8200   4.7647433E+05   1.0140854E+00
   96.8300   4.7570082E+05   1.0140807E+00
   96.8400   4.7492385E+05   1.0140759E+00
   96.8500   4.7414350E+05   1.0140712E+00
   96.8600   4.7336002E+05   1.0140664E+00
   96.8700   4.7257342E+05   1.0140616E+00
   96.8800   4.7178387E+05   1.0140567E+00
   96.8900   4.7099152E+05   1.0140519E+00
   96.9000   4.7019663E+05   1.0140470E+00
   96.9100   4.6939929E+05   1.0140422E+00
   96.9200   4.6859973E+05   1.0140373E+00
   96.9300   4.6779814E+05   1.0140324E+00
   96.9400   4.6699471E+05   1.0140275E+00
   96.9500   4.6618960E+05   1.0140225E+00
   96.9600   4.6538294E+05   1.0140176E+00
   96.9700   4.6457486E+05   1.0140127E+00
   96.9800   4.6376547E+05   1.0140077E+00
   96.9900   4.6295504E+05   1.0140028E+00
   97.0000   4.6214365E+05   1.0139978E+00
   97.0100   4.6133154E+05   1.0139928E+00
   97.0200   4.6051896E+05   1.0139879E+00
   97.0300   4.5970597E+05   1.0139829E+00
   97.0400   4.5889280E+05   1.0139779E+00
   97.0500   4.5807948E+05   1.0139729E+00
   97.0600   4.5726626E+05   1.0139680E+00
   97.0700   4.5645335E+05   1.0139630E+00
   97.0800   4.5564080E+05   1.0139580E+00
   97.0900   4.5482886E+05   1.0139530E+00
   97.1000   4.5401775E+05   1.0139481E+00
   97.1100   4.5320754E+05   1.0139431E+00
   97.1200   4.5239851E+05   1.0139382E+00
   97.1300   4.5159072E+05   1.0139332E+00
   97.1400   4.5078430E+05   1.0139283E+00
   97.1500   4.4997953E+05   1.0139234E+00
   97.1600   4.4917655E+05   1.0139185E+00
   97.1700   4.4837552E+05   1.0139136E+00
   97.1800   4.4757661E+05   1.0139087E+00
   97.1900   4.4677984E+05   1.0139038E+00
   97.2000   4.4598544E+05   1.0138989E+00
   97.2100   4.4519366E+05   1.0138941E+00
   97.2200   4.4440458E+05   1.0138892E+00
   97.2300   4.4361835E+05   1.0138844E+00
   97.2400   4.4283510E+05   1.0138796E+00
   97.2500   4.4205503E+05   1.0138749E+00
   97.2600   4.4127820E+05   1.0138701E+00
   97.2700   4.4050484E+05   1.0138654E+00
   97.2800   4.3973509E+05   1.0138607E+00
   97.2900   4.3896910E+05   1.0138560E+00
   97.3000   4.3820707E+05   1.0138513E+00
   97.3100   4.3744905E+05   1.0138467E+00
   97.3200   4.3669516E+05   1.0138420E+00
   97.3300   4.3594553E+05   1.0138374E+00
   97.3400   4.3520038E+05   1.0138329E+00
   97.3500   4.3445975E+05   1.0138283E+00
   97.3600   4.3372395E+05   1.0138238E+00
   97.3700   4.3299297E+05   1.0138194E+00
   97.3800   4.3226702E+05   1.0138149E+00
   97.3900   4.3154620E+05   1.0138105E+00
   97.4000   4.3083066E+05   1.0138061E+00
   97.4100   4.3012043E+05   1.0138018E+00
   97.4200   4.2941577E+05   1.0137974E+00
   97.4300   4.2871684E+05   1.0137932E+00
   97.4400   4.2802367E+05   1.0137889E+00
   97.4500   4.2733634E+05   1.0137847E+00
   97.4600   4.2665502E+05   1.0137805E+00
   97.4700   4.2597975E+05   1.0137764E+00
   97.4800   4.2531064E+05   1.0137723E+00
   97.4900   4.2464787E+05   1.0137682E+00
   97.5000   4.2399150E+05   1.0137642E+00
   97.5100   4.2334167E+05   1.0137602E+00
   97.5200   4.2269859E+05   1.0137563E+00
   97.5300   4.2206237E+05   1.0137524E+00
   97.5400   4.2143300E+05   1.0137485E+00
   97.5500   4.2081055E+05   1.0137447E+00
   97.5600   4.2019517E+05   1.0137409E+00
   97.5700   4.1958692E+05   1.0137372E+00
   97.5800   4.1898591E+05   1.0137335E+00
   97.5900   4.1839217E+05   1.0137298E+00
   97.6000   4.1780580E+05   1.0137262E+00
   97.6100   4.1722699E+05   1.0137227E+00
   97.6200   4.1665582E+05   1.0137192E+00
   97.6300   4.1609230E+05   1.0137157E+00
   97.6400   4.1553648E+05   1.0137123E+00
   97.6500   4.1498854E+05   1.0137090E+00
   97.6600   4.1444854E+05   1.0137056E+00
   97.6700   4.1391645E+05   1.0137024E+00
   97.6800   4.1339234E+05   1.0136992E+00
   97.6900   4.1287635E+05   1.0136960E+00
   97.7000   4.1236854E+05   1.0136929E+00
   97.7100   4.1186888E+05   1.0136898E+00
   97.7200   4.1137760E+05   1.0136868E+00
   97.7300   4.1089468E+05   1.0136838E+00
   97.7400   4.1042017E+05   1.0136809E+00
   97.7500   4.0995405E+05   1.0136780E+00
   97.7600   4.0949639E+05   1.0136752E+00
   97.7700   4.0904733E+05   1.0136725E+00
   97.7800   4.0860678E+05   1.0136698E+00
   97.7900   4.0817490E+05   1.0136671E+00
   97.8000   4.0775178E+05   1.0136645E+00
   97.8100   4.0733740E+05   1.0136620E+00
   97.8200   4.0693169E+05   1.0136595E+00
   97.8300   4.0653483E+05   1.0136570E+00
   97.8400   4.0614675E+05   1.0136546E+00
   97.8500   4.0576748E+05   1.0136523E+00
   97.8600   4.0539713E+05   1.0136500E+00
   97.8700   4.0503574E+05   1.0136478E+00
