# Time    P2PX    P2PY    P2PZ
    2.1000       1.0143412       0       0
    2.1010       1.0143413       0       0
    2.1020       1.0143414       0       0
    2.1030       1.0143415       0       0
    2.1040       1.0143416       0       0
    2.1050       1.0143418       0       0
    2.1060       1.0143419       0       0
    2.1070       1.0143420       0       0
    2.1080       1.0143421       0       0
    2.1090       1.0143422       0       0
    2.1100       1.0143424       0       0
    2.1110       1.0143425       0       0
    2.1120       1.0143426       0       0
    2.1130       1.0143427       0       0
    2.1140       1.0143428       0       0
    2.1150       1.0143429       0       0
    2.1160       1.0143431       0       0
    2.1170       1.0143432       0       0
    2.1180       1.0143433       0       0
    2.1190       1.0143434       0       0
    2.1200       1.0143435       0       0
    2.1210       1.0143436       0       0
    2.1220       1.0143437       0       0
    2.1230       1.0143439       0       0
    2.1240       1.0143440       0       0
    2.1250       1.0143441       0       0
    2.1260       1.0143442       0       0
    2.1270       1.0143443       0       0
    2.1280       1.0143444       0       0
    2.1290       1.0143445       0       0
    2.1300       1.0143446       0       0
    2.1310       1.0143447       0       0
    2.1320       1.0143449       0       0
    2.1330       1.0143450       0       0
    2.1340       1.0143451       0       0
    2.1350       1.0143452       0       0
    2.1360       1.0143453       0       0
    2.1370       1.0143454       0       0
    2.1380       1.0143455       0       0
    2.1390       1.0143456       0       0
    2.1400       1.0143457       0       0
    2.1410       1.0143458       0       0
    2.1420       1.0143459       0       0
    2.1430       1.0143460       0       0
    2.1440       1.0143461       0       0
    2.1450       1.0143462       0       0
    2.1460       1.0143463       0       0
    2.1470       1.0143464       0       0
    2.1480       1.0143466       0       0
    2.1490       1.0143467       0       0
    2.1500       1.0143468       0       0
    2.1510       1.0143469       0       0
    2.1520       1.0143470       0       0
    2.1530       1.0143471       0       0
    2.1540       1.0143472       0       0
    2.1550       1.0143473       0       0
    2.1560       1.0143474       0       0
    2.1570       1.0143475       0       0
    2.1580       1.0143476       0       0
    2.1590       1.0143477       0       0
    2.1600       1.0143478       0       0
    2.1610       1.0143479       0       0
    2.1620       1.0143480       0       0
    2.1630       1.0143480       0       0
    2.1640       1.0143481       0       0
    2.1650       1.0143482       0       0
    2.1660       1.0143483       0       0
    2.1670       1.0143484       0       0
    2.1680       1.0143485       0       0
    2.1690       1.0143486       0       0
    2.1700       1.0143487       0       0
    2.1710       1.0143488       0       0
    2.1720       1.0143489       0       0
    2.1730       1.0143490       0       0
    2.1740       1.0143491       0       0
    2.1750       1.0143492       0       0
    2.1760       1.0143493       0       0
    2.1770       1.0143494       0       0
    2.1780       1.0143495       0       0
    2.1790       1.0143495       0       0
    2.1800       1.0143496       0       0
    2.1810       1.0143497       0       0
    2.1820       1.0143498       0       0
    2.1830       1.0143499       0       0
    2.1840       1.0143500       0       0
    2.1850       1.0143501       0       0
    2.1860       1.0143502       0       0
    2.1870       1.0143503       0       0
    2.1880       1.0143503       0       0
    2.1890       1.0143504       0       0
    2.1900       1.0143505       0       0
    2.1910       1.0143506       0       0
    2.1920       1.0143507       0       0
    2.1930       1.0143508       0       0
    2.1940       1.0143509       0       0
    2.1950       1.0143509       0       0
    2.1960       1.0143510       0       0
    2.1970       1.0143511       0       0
    2.1980       1.0143512       0       0
    2.1990       1.0143513       0       0
    2.2000       1.0143514       0       0
    2.2010       1.0143514       0       0
    2.2020       1.0143515       0       0
    2.2030       1.0143516       0       0
    2.2040       1.0143517       0       0
    2.2050       1.0143518       0       0
    2.2060       1.0143518       0       0
    2.2070       1.0143519       0       0
    2.2080       1.0143520       0       0
    2.2090       1.0143521       0       0
    2.2100       1.0143522       0       0
    2.2110       1.0143522       0       0
    2.2120       1.0143523       0       0
    2.2130       1.0143524       0       0
    2.2140       1.0143525       0       0
    2.2150       1.0143525       0       0
    2.2160       1.0143526       0       0
    2.2170       1.0143527       0       0
    2.2180       1.0143528       0       0
    2.2190       1.0143528       0       0
    2.2200       1.0143529       0       0
    2.2210       1.0143530       0       0
    2.2220       1.0143531       0       0
    2.2230       1.0143531       0       0
    2.2240       1.0143532       0       0
    2.2250       1.0143533       0       0
    2.2260       1.0143534       0       0
    2.2270       1.0143534       0       0
    2.2280       1.0143535       0       0
    2.2290       1.0143536       0       0
    2.2300       1.0143536       0       0
    2.2310       1.0143537       0       0
    2.2320       1.0143538       0       0
    2.2330       1.0143539       0       0
    2.2340       1.0143539       0       0
    2.2350       1.0143540       0       0
    2.2360       1.0143541       0       0
    2.2370       1.0143541       0       0
    2.2380       1.0143542       0       0
    2.2390       1.0143543       0       0
    2.2400       1.0143543       0       0
    2.2410       1.0143544       0       0
    2.2420       1.0143545       0       0
    2.2430       1.0143545       0       0
    2.2440       1.0143546       0       0
    2.2450       1.0143546       0       0
    2.2460       1.0143547       0       0
    2.2470       1.0143548       0       0
    2.2480       1.0143548       0       0
    2.2490       1.0143549       0       0
    2.2500       1.0143550       0       0
    2.2510       1.0143550       0       0
    2.2520       1.0143551       0       0
    2.2530       1.0143551       0       0
    2.2540       1.0143552       0       0
    2.2550       1.0143553       0       0
    2.2560       1.0143553       0       0
    2.2570       1.0143554       0       0
    2.2580       1.0143554       0       0
    2.2590       1.0143555       0       0
    2.2600       1.0143556       0       0
    2.2610       1.0143556       0       0
    2.2620       1.0143557       0       0
    2.2630       1.0143557       0       0
    2.2640       1.0143558       0       0
    2.2650       1.0143559       0       0
    2.2660       1.0143559       0       0
    2.2670       1.0143560       0       0
    2.2680       1.0143560       0       0
    2.2690       1.0143561       0       0
    2.2700       1.0143561       0       0
    2.2710       1.0143562       0       0
    2.2720       1.0143562       0       0
    2.2730       1.0143563       0       0
    2.2740       1.0143563       0       0
    2.2750       1.0143564       0       0
    2.2760       1.0143564       0       0
    2.2770       1.0143565       0       0
    2.2780       1.0143565       0       0
    2.2790       1.0143566       0       0
    2.2800       1.0143566       0       0
    2.2810       1.0143567       0       0
    2.2820       1.0143567       0       0
    2.2830       1.0143568       0       0
    2.2840       1.0143568       0       0
    2.2850       1.0143569       0       0
    2.2860       1.0143569       0       0
    2.2870       1.0143570       0       0
    2.2880       1.0143570       0       0
    2.2890       1.0143571       0       0
    2.2900       1.0143571       0       0
    2.2910       1.0143572       0       0
    2.2920       1.0143572       0       0
    2.2930       1.0143573       0       0
    2.2940       1.0143573       0       0
    2.2950       1.0143574       0       0
    2.2960       1.0143574       0       0
    2.2970       1.0143574       0       0
    2.2980       1.0143575       0       0
    2.2990       1.0143575       0       0
    2.3000       1.0143576       0       0
    2.3010       1.0143576       0       0
    2.3020       1.0143576       0       0
    2.3030       1.0143577       0       0
    2.3040       1.0143577       0       0
    2.3050       1.0143578       0       0
    2.3060       1.0143578       0       0
    2.3070       1.0143578       0       0
    2.3080       1.0143579       0       0
    2.3090       1.0143579       0       0
    2.3100       1.0143580       0       0
    2.3110       1.0143580       0       0
    2.3120       1.0143580       0       0
    2.3130       1.0143581       0       0
    2.3140       1.0143581       0       0
    2.3150       1.0143582       0       0
    2.3160       1.0143582       0       0
    2.3170       1.0143582       0       0
    2.3180       1.0143583       0       0
    2.3190       1.0143583       0       0
    2.3200       1.0143583       0       0
    2.3210       1.0143584       0       0
    2.3220       1.0143584       0       0
    2.3230       1.0143584       0       0
    2.3240       1.0143585       0       0
    2.3250       1.0143585       0       0
    2.3260       1.0143585       0       0
    2.3270       1.0143586       0       0
    2.3280       1.0143586       0       0
    2.3290       1.0143586       0       0
    2.3300       1.0143586       0       0
    2.3310       1.0143587       0       0
    2.3320       1.0143587       0       0
    2.3330       1.0143587       0       0
    2.3340       1.0143588       0       0
    2.3350       1.0143588       0       0
    2.3360       1.0143588       0       0
    2.3370       1.0143588       0       0
    2.3380       1.0143589       0       0
    2.3390       1.0143589       0       0
    2.3400       1.0143589       0       0
    2.3410       1.0143589       0       0
    2.3420       1.0143590       0       0
    2.3430       1.0143590       0       0
    2.3440       1.0143590       0       0
    2.3450       1.0143590       0       0
    2.3460       1.0143591       0       0
    2.3470       1.0143591       0       0
    2.3480       1.0143591       0       0
    2.3490       1.0143591       0       0
    2.3500       1.0143592       0       0
    2.3510       1.0143592       0       0
    2.3520       1.0143592       0       0
    2.3530       1.0143592       0       0
    2.3540       1.0143592       0       0
    2.3550       1.0143593       0       0
    2.3560       1.0143593       0       0
    2.3570       1.0143593       0       0
    2.3580       1.0143593       0       0
    2.3590       1.0143593       0       0
    2.3600       1.0143594       0       0
    2.3610       1.0143594       0       0
    2.3620       1.0143594       0       0
    2.3630       1.0143594       0       0
    2.3640       1.0143594       0       0
    2.3650       1.0143594       0       0
    2.3660       1.0143595       0       0
    2.3670       1.0143595       0       0
    2.3680       1.0143595       0       0
    2.3690       1.0143595       0       0
    2.3700       1.0143595       0       0
    2.3710       1.0143595       0       0
    2.3720       1.0143595       0       0
    2.3730       1.0143596       0       0
    2.3740       1.0143596       0       0
    2.3750       1.0143596       0       0
    2.3760       1.0143596       0       0
    2.3770       1.0143596       0       0
    2.3780       1.0143596       0       0
    2.3790       1.0143596       0       0
    2.3800       1.0143596       0       0
    2.3810       1.0143596       0       0
    2.3820       1.0143597       0       0
    2.3830       1.0143597       0       0
    2.3840       1.0143597       0       0
    2.3850       1.0143597       0       0
    2.3860       1.0143597       0       0
    2.3870       1.0143597       0       0
    2.3880       1.0143597       0       0
    2.3890       1.0143597       0       0
    2.3900       1.0143597       0       0
    2.3910       1.0143597       0       0
    2.3920       1.0143597       0       0
    2.3930       1.0143597       0       0
    2.3940       1.0143597       0       0
    2.3950       1.0143597       0       0
    2.3960       1.0143597       0       0
    2.3970       1.0143597       0       0
    2.3980       1.0143597       0       0
    2.3990       1.0143597       0       0
    2.4000       1.0143598       0       0
    2.4010       1.0143598       0       0
    2.4020       1.0143598       0       0
    2.4030       1.0143598       0       0
    2.4040       1.0143598       0       0
    2.4050       1.0143598       0       0
    2.4060       1.0143598       0       0
    2.4070       1.0143598       0       0
    2.4080       1.0143598       0       0
    2.4090       1.0143597       0       0
    2.4100       1.0143597       0       0
    2.4110       1.0143597       0       0
    2.4120       1.0143597       0       0
    2.4130       1.0143597       0       0
    2.4140       1.0143597       0       0
    2.4150       1.0143597       0       0
    2.4160       1.0143597       0       0
    2.4170       1.0143597       0       0
    2.4180       1.0143597       0       0
    2.4190       1.0143597       0       0
    2.4200       1.0143597       0       0
    2.4210       1.0143597       0       0
    2.4220       1.0143597       0       0
    2.4230       1.0143597       0       0
    2.4240       1.0143597       0       0
    2.4250       1.0143597       0       0
    2.4260       1.0143597       0       0
    2.4270       1.0143596       0       0
    2.4280       1.0143596       0       0
    2.4290       1.0143596       0       0
    2.4300       1.0143596       0       0
    2.4310       1.0143596       0       0
    2.4320       1.0143596       0       0
    2.4330       1.0143596       0       0
    2.4340       1.0143596       0       0
    2.4350       1.0143596       0       0
    2.4360       1.0143596       0       0
    2.4370       1.0143595       0       0
    2.4380       1.0143595       0       0
    2.4390       1.0143595       0       0
    2.4400       1.0143595       0       0
    2.4410       1.0143595       0       0
    2.4420       1.0143595       0       0
    2.4430       1.0143595       0       0
    2.4440       1.0143594       0       0
    2.4450       1.0143594       0       0
    2.4460       1.0143594       0       0
    2.4470       1.0143594       0       0
    2.4480       1.0143594       0       0
    2.4490       1.0143594       0       0
    2.4500       1.0143593       0       0
    2.4510       1.0143593       0       0
    2.4520       1.0143593       0       0
    2.4530       1.0143593       0       0
    2.4540       1.0143593       0       0
    2.4550       1.0143592       0       0
    2.4560       1.0143592       0       0
    2.4570       1.0143592       0       0
    2.4580       1.0143592       0       0
    2.4590       1.0143591       0       0
    2.4600       1.0143591       0       0
    2.4610       1.0143591       0       0
    2.4620       1.0143591       0       0
    2.4630       1.0143591       0       0
    2.4640       1.0143590       0       0
    2.4650       1.0143590       0       0
    2.4660       1.0143590       0       0
    2.4670       1.0143590       0       0
    2.4680       1.0143589       0       0
    2.4690       1.0143589       0       0
    2.4700       1.0143589       0       0
    2.4710       1.0143589       0       0
    2.4720       1.0143588       0       0
    2.4730       1.0143588       0       0
    2.4740       1.0143588       0       0
    2.4750       1.0143587       0       0
    2.4760       1.0143587       0       0
    2.4770       1.0143587       0       0
    2.4780       1.0143587       0       0
    2.4790       1.0143586       0       0
    2.4800       1.0143586       0       0
    2.4810       1.0143586       0       0
    2.4820       1.0143585       0       0
    2.4830       1.0143585       0       0
    2.4840       1.0143585       0       0
    2.4850       1.0143584       0       0
    2.4860       1.0143584       0       0
    2.4870       1.0143584       0       0
    2.4880       1.0143583       0       0
    2.4890       1.0143583       0       0
    2.4900       1.0143583       0       0
    2.4910       1.0143582       0       0
    2.4920       1.0143582       0       0
    2.4930       1.0143582       0       0
    2.4940       1.0143581       0       0
    2.4950       1.0143581       0       0
    2.4960       1.0143581       0       0
    2.4970       1.0143580       0       0
    2.4980       1.0143580       0       0
    2.4990       1.0143579       0       0
    2.5000       1.0143579       0       0
    2.5010       1.0143579       0       0
    2.5020       1.0143578       0       0
    2.5030       1.0143578       0       0
    2.5040       1.0143578       0       0
    2.5050       1.0143577       0       0
    2.5060       1.0143577       0       0
    2.5070       1.0143576       0       0
    2.5080       1.0143576       0       0
    2.5090       1.0143575       0       0
    2.5100       1.0143575       0       0
    2.5110       1.0143575       0       0
    2.5120       1.0143574       0       0
    2.5130       1.0143574       0       0
    2.5140       1.0143573       0       0
    2.5150       1.0143573       0       0
    2.5160       1.0143572       0       0
    2.5170       1.0143572       0       0
    2.5180       1.0143571       0       0
    2.5190       1.0143571       0       0
    2.5200       1.0143571       0       0
    2.5210       1.0143570       0       0
    2.5220       1.0143570       0       0
    2.5230       1.0143569       0       0
    2.5240       1.0143569       0       0
    2.5250       1.0143568       0       0
    2.5260       1.0143568       0       0
    2.5270       1.0143567       0       0
    2.5280       1.0143567       0       0
    2.5290       1.0143566       0       0
    2.5300       1.0143566       0       0
    2.5310       1.0143565       0       0
    2.5320       1.0143565       0       0
    2.5330       1.0143564       0       0
    2.5340       1.0143564       0       0
    2.5350       1.0143563       0       0
    2.5360       1.0143563       0       0
    2.5370       1.0143562       0       0
    2.5380       1.0143562       0       0
    2.5390       1.0143561       0       0
    2.5400       1.0143560       0       0
    2.5410       1.0143560       0       0
    2.5420       1.0143559       0       0
    2.5430       1.0143559       0       0
    2.5440       1.0143558       0       0
    2.5450       1.0143558       0       0
    2.5460       1.0143557       0       0
    2.5470       1.0143557       0       0
    2.5480       1.0143556       0       0
    2.5490       1.0143555       0       0
    2.5500       1.0143555       0       0
    2.5510       1.0143554       0       0
    2.5520       1.0143554       0       0
    2.5530       1.0143553       0       0
    2.5540       1.0143552       0       0
    2.5550       1.0143552       0       0
    2.5560       1.0143551       0       0
    2.5570       1.0143551       0       0
    2.5580       1.0143550       0       0
    2.5590       1.0143549       0       0
    2.5600       1.0143549       0       0
    2.5610       1.0143548       0       0
    2.5620       1.0143547       0       0
    2.5630       1.0143547       0       0
    2.5640       1.0143546       0       0
    2.5650       1.0143546       0       0
    2.5660       1.0143545       0       0
    2.5670       1.0143544       0       0
    2.5680       1.0143544       0       0
    2.5690       1.0143543       0       0
    2.5700       1.0143542       0       0
    2.5710       1.0143542       0       0
    2.5720       1.0143541       0       0
    2.5730       1.0143540       0       0
    2.5740       1.0143540       0       0
    2.5750       1.0143539       0       0
    2.5760       1.0143538       0       0
    2.5770       1.0143538       0       0
    2.5780       1.0143537       0       0
    2.5790       1.0143536       0       0
    2.5800       1.0143535       0       0
    2.5810       1.0143535       0       0
    2.5820       1.0143534       0       0
    2.5830       1.0143533       0       0
    2.5840       1.0143533       0       0
    2.5850       1.0143532       0       0
    2.5860       1.0143531       0       0
    2.5870       1.0143530       0       0
    2.5880       1.0143530       0       0
    2.5890       1.0143529       0       0
    2.5900       1.0143528       0       0
    2.5910       1.0143527       0       0
    2.5920       1.0143527       0       0
    2.5930       1.0143526       0       0
    2.5940       1.0143525       0       0
    2.5950       1.0143524       0       0
    2.5960       1.0143524       0       0
    2.5970       1.0143523       0       0
    2.5980       1.0143522       0       0
    2.5990       1.0143521       0       0
    2.6000       1.0143520       0       0
    2.6010       1.0143520       0       0
    2.6020       1.0143519       0       0
    2.6030       1.0143518       0       0
    2.6040       1.0143517       0       0
    2.6050       1.0143517       0       0
    2.6060       1.0143516       0       0
    2.6070       1.0143515       0       0
    2.6080       1.0143514       0       0
    2.6090       1.0143513       0       0
    2.6100       1.0143512       0       0
    2.6110       1.0143512       0       0
    2.6120       1.0143511       0       0
    2.6130       1.0143510       0       0
    2.6140       1.0143509       0       0
    2.6150       1.0143508       0       0
    2.6160       1.0143507       0       0
    2.6170       1.0143507       0       0
    2.6180       1.0143506       0       0
    2.6190       1.0143505       0       0
    2.6200       1.0143504       0       0
    2.6210       1.0143503       0       0
    2.6220       1.0143502       0       0
    2.6230       1.0143501       0       0
    2.6240       1.0143500       0       0
    2.6250       1.0143500       0       0
    2.6260       1.0143499       0       0
    2.6270       1.0143498       0       0
    2.6280       1.0143497       0       0
    2.6290       1.0143496       0       0
    2.6300       1.0143495       0       0
    2.6310       1.0143494       0       0
    2.6320       1.0143493       0       0
    2.6330       1.0143492       0       0
    2.6340       1.0143491       0       0
    2.6350       1.0143491       0       0
    2.6360       1.0143490       0       0
    2.6370       1.0143489       0       0
    2.6380       1.0143488       0       0
    2.6390       1.0143487       0       0
    2.6400       1.0143486       0       0
    2.6410       1.0143485       0       0
    2.6420       1.0143484       0       0
    2.6430       1.0143483       0       0
    2.6440       1.0143482       0       0
    2.6450       1.0143481       0       0
    2.6460       1.0143480       0       0
    2.6470       1.0143479       0       0
    2.6480       1.0143478       0       0
    2.6490       1.0143477       0       0
    2.6500       1.0143476       0       0
    2.6510       1.0143475       0       0
    2.6520       1.0143474       0       0
    2.6530       1.0143473       0       0
    2.6540       1.0143472       0       0
    2.6550       1.0143471       0       0
    2.6560       1.0143470       0       0
    2.6570       1.0143469       0       0
    2.6580       1.0143468       0       0
    2.6590       1.0143467       0       0
    2.6600       1.0143466       0       0
    2.6610       1.0143465       0       0
    2.6620       1.0143464       0       0
    2.6630       1.0143463       0       0
    2.6640       1.0143462       0       0
    2.6650       1.0143461       0       0
    2.6660       1.0143460       0       0
    2.6670       1.0143459       0       0
    2.6680       1.0143458       0       0
    2.6690       1.0143457       0       0
    2.6700       1.0143456       0       0
    2.6710       1.0143455       0       0
    2.6720       1.0143454       0       0
    2.6730       1.0143452       0       0
    2.6740       1.0143451       0       0
    2.6750       1.0143450       0       0
    2.6760       1.0143449       0       0
    2.6770       1.0143448       0       0
    2.6780       1.0143447       0       0
    2.6790       1.0143446       0       0
    2.6800       1.0143445       0       0
    2.6810       1.0143444       0       0
    2.6820       1.0143443       0       0
    2.6830       1.0143441       0       0
    2.6840       1.0143440       0       0
    2.6850       1.0143439       0       0
    2.6860       1.0143438       0       0
    2.6870       1.0143437       0       0
    2.6880       1.0143436       0       0
    2.6890       1.0143435       0       0
    2.6900       1.0143434       0       0
    2.6910       1.0143432       0       0
    2.6920       1.0143431       0       0
    2.6930       1.0143430       0       0
    2.6940       1.0143429       0       0
    2.6950       1.0143428       0       0
    2.6960       1.0143427       0       0
    2.6970       1.0143425       0       0
    2.6980       1.0143424       0       0
    2.6990       1.0143423       0       0
    2.7000       1.0143422       0       0
    2.7010       1.0143421       0       0
    2.7020       1.0143420       0       0
    2.7030       1.0143418       0       0
    2.7040       1.0143417       0       0
    2.7050       1.0143416       0       0
    2.7060       1.0143415       0       0
    2.7070       1.0143413       0       0
    2.7080       1.0143412       0       0
    2.7090       1.0143411       0       0
    2.7100       1.0143410       0       0
    2.7110       1.0143409       0       0
    2.7120       1.0143407       0       0
    2.7130       1.0143406       0       0
    2.7140       1.0143405       0       0
    2.7150       1.0143404       0       0
    2.7160       1.0143402       0       0
    2.7170       1.0143401       0       0
    2.7180       1.0143400       0       0
    2.7190       1.0143399       0       0
    2.7200       1.0143397       0       0
    2.7210       1.0143396       0       0
    2.7220       1.0143395       0       0
    2.7230       1.0143394       0       0
    2.7240       1.0143392       0       0
    2.7250       1.0143391       0       0
    2.7260       1.0143390       0       0
    2.7270       1.0143388       0       0
    2.7280       1.0143387       0       0
    2.7290       1.0143386       0       0
    2.7300       1.0143385       0       0
    2.7310       1.0143383       0       0
    2.7320       1.0143382       0       0
    2.7330       1.0143381       0       0
    2.7340       1.0143379       0       0
    2.7350       1.0143378       0       0
    2.7360       1.0143377       0       0
    2.7370       1.0143375       0       0
    2.7380       1.0143374       0       0
    2.7390       1.0143373       0       0
    2.7400       1.0143371       0       0
    2.7410       1.0143370       0       0
    2.7420       1.0143369       0       0
    2.7430       1.0143367       0       0
    2.7440       1.0143366       0       0
    2.7450       1.0143364       0       0
    2.7460       1.0143363       0       0
    2.7470       1.0143362       0       0
    2.7480       1.0143360       0       0
    2.7490       1.0143359       0       0
    2.7500       1.0143358       0       0
    2.7510       1.0143356       0       0
    2.7520       1.0143355       0       0
    2.7530       1.0143353       0       0
    2.7540       1.0143352       0       0
    2.7550       1.0143351       0       0
    2.7560       1.0143349       0       0
    2.7570       1.0143348       0       0
    2.7580       1.0143346       0       0
    2.7590       1.0143345       0       0
    2.7600       1.0143344       0       0
    2.7610       1.0143342       0       0
    2.7620       1.0143341       0       0
    2.7630       1.0143339       0       0
    2.7640       1.0143338       0       0
    2.7650       1.0143336       0       0
    2.7660       1.0143335       0       0
    2.7670       1.0143333       0       0
    2.7680       1.0143332       0       0
    2.7690       1.0143331       0       0
    2.7700       1.0143329       0       0
    2.7710       1.0143328       0       0
    2.7720       1.0143326       0       0
    2.7730       1.0143325       0       0
    2.7740       1.0143323       0       0
    2.7750       1.0143322       0       0
    2.7760       1.0143320       0       0
    2.7770       1.0143319       0       0
    2.7780       1.0143317       0       0
    2.7790       1.0143316       0       0
    2.7800       1.0143314       0       0
    2.7810       1.0143313       0       0
    2.7820       1.0143311       0       0
    2.7830       1.0143310       0       0
    2.7840       1.0143308       0       0
    2.7850       1.0143307       0       0
    2.7860       1.0143305       0       0
    2.7870       1.0143304       0       0
    2.7880       1.0143302       0       0
    2.7890       1.0143301       0       0
    2.7900       1.0143299       0       0
    2.7910       1.0143297       0       0
    2.7920       1.0143296       0       0
    2.7930       1.0143294       0       0
    2.7940       1.0143293       0       0
    2.7950       1.0143291       0       0
    2.7960       1.0143290       0       0
    2.7970       1.0143288       0       0
    2.7980       1.0143287       0       0
    2.7990       1.0143285       0       0
    2.8000       1.0143283       0       0
    2.8010       1.0143282       0       0
    2.8020       1.0143280       0       0
    2.8030       1.0143279       0       0
    2.8040       1.0143277       0       0
    2.8050       1.0143275       0       0
    2.8060       1.0143274       0       0
    2.8070       1.0143272       0       0
    2.8080       1.0143271       0       0
    2.8090       1.0143269       0       0
    2.8100       1.0143267       0       0
    2.8110       1.0143266       0       0
    2.8120       1.0143264       0       0
    2.8130       1.0143262       0       0
    2.8140       1.0143261       0       0
    2.8150       1.0143259       0       0
    2.8160       1.0143258       0       0
    2.8170       1.0143256       0       0
    2.8180       1.0143254       0       0
    2.8190       1.0143253       0       0
    2.8200       1.0143251       0       0
    2.8210       1.0143249       0       0
    2.8220       1.0143248       0       0
    2.8230       1.0143246       0       0
    2.8240       1.0143244       0       0
    2.8250       1.0143243       0       0
    2.8260       1.0143241       0       0
    2.8270       1.0143239       0       0
    2.8280       1.0143237       0       0
    2.8290       1.0143236       0       0
    2.8300       1.0143234       0       0
    2.8310       1.0143232       0       0
    2.8320       1.0143231       0       0
    2.8330       1.0143229       0       0
    2.8340       1.0143227       0       0
    2.8350       1.0143226       0       0
    2.8360       1.0143224       0       0
    2.8370       1.0143222       0       0
    2.8380       1.0143220       0       0
    2.8390       1.0143219       0       0
    2.8400       1.0143217       0       0
    2.8410       1.0143215       0       0
    2.8420       1.0143213       0       0
    2.8430       1.0143212       0       0
    2.8440       1.0143210       0       0
    2.8450       1.0143208       0       0
    2.8460       1.0143206       0       0
    2.8470       1.0143205       0       0
    2.8480       1.0143203       0       0
    2.8490       1.0143201       0       0
    2.8500       1.0143199       0       0
    2.8510       1.0143197       0       0
    2.8520       1.0143196       0       0
    2.8530       1.0143194       0       0
    2.8540       1.0143192       0       0
    2.8550       1.0143190       0       0
    2.8560       1.0143188       0       0
    2.8570       1.0143187       0       0
    2.8580       1.0143185       0       0
    2.8590       1.0143183       0       0
    2.8600       1.0143181       0       0
    2.8610       1.0143179       0       0
    2.8620       1.0143178       0       0
    2.8630       1.0143176       0       0
    2.8640       1.0143174       0       0
    2.8650       1.0143172       0       0
    2.8660       1.0143170       0       0
    2.8670       1.0143168       0       0
    2.8680       1.0143166       0       0
    2.8690       1.0143165       0       0
    2.8700       1.0143163       0       0
    2.8710       1.0143161       0       0
    2.8720       1.0143159       0       0
    2.8730       1.0143157       0       0
    2.8740       1.0143155       0       0
    2.8750       1.0143153       0       0
    2.8760       1.0143152       0       0
    2.8770       1.0143150       0       0
    2.8780       1.0143148       0       0
    2.8790       1.0143146       0       0
    2.8800       1.0143144       0       0
    2.8810       1.0143142       0       0
    2.8820       1.0143140       0       0
    2.8830       1.0143138       0       0
    2.8840       1.0143136       0       0
    2.8850       1.0143134       0       0
    2.8860       1.0143132       0       0
    2.8870       1.0143131       0       0
    2.8880       1.0143129       0       0
    2.8890       1.0143127       0       0
    2.8900       1.0143125       0       0
    2.8910       1.0143123       0       0
    2.8920       1.0143121       0       0
    2.8930       1.0143119       0       0
    2.8940       1.0143117       0       0
    2.8950       1.0143115       0       0
    2.8960       1.0143113       0       0
    2.8970       1.0143111       0       0
    2.8980       1.0143109       0       0
    2.8990       1.0143107       0       0
    2.9000       1.0143105       0       0
    2.9010       1.0143103       0       0
    2.9020       1.0143101       0       0
    2.9030       1.0143099       0       0
    2.9040       1.0143097       0       0
    2.9050       1.0143095       0       0
    2.9060       1.0143093       0       0
    2.9070       1.0143091       0       0
    2.9080       1.0143089       0       0
    2.9090       1.0143087       0       0
    2.9100       1.0143085       0       0
    2.9110       1.0143083       0       0
    2.9120       1.0143081       0       0
    2.9130       1.0143079       0       0
    2.9140       1.0143077       0       0
    2.9150       1.0143075       0       0
    2.9160       1.0143073       0       0
    2.9170       1.0143071       0       0
    2.9180       1.0143069       0       0
    2.9190       1.0143067       0       0
    2.9200       1.0143065       0       0
    2.9210       1.0143063       0       0
    2.9220       1.0143061       0       0
    2.9230       1.0143058       0       0
    2.9240       1.0143056       0       0
    2.9250       1.0143054       0       0
    2.9260       1.0143052       0       0
    2.9270       1.0143050       0       0
    2.9280       1.0143048       0       0
    2.9290       1.0143046       0       0
    2.9300       1.0143044       0       0
    2.9310       1.0143042       0       0
    2.9320       1.0143040       0       0
    2.9330       1.0143038       0       0
    2.9340       1.0143035       0       0
    2.9350       1.0143033       0       0
    2.9360       1.0143031       0       0
    2.9370       1.0143029       0       0
    2.9380       1.0143027       0       0
    2.9390       1.0143025       0       0
    2.9400       1.0143023       0       0
    2.9410       1.0143020       0       0
    2.9420       1.0143018       0       0
    2.9430       1.0143016       0       0
    2.9440       1.0143014       0       0
    2.9450       1.0143012       0       0
    2.9460       1.0143010       0       0
    2.9470       1.0143008       0       0
    2.9480       1.0143005       0       0
    2.9490       1.0143003       0       0
    2.9500       1.0143001       0       0
    2.9510       1.0142999       0       0
    2.9520       1.0142997       0       0
    2.9530       1.0142994       0       0
    2.9540       1.0142992       0       0
    2.9550       1.0142990       0       0
    2.9560       1.0142988       0       0
    2.9570       1.0142986       0       0
    2.9580       1.0142983       0       0
    2.9590       1.0142981       0       0
    2.9600       1.0142979       0       0
    2.9610       1.0142977       0       0
    2.9620       1.0142975       0       0
    2.9630       1.0142972       0       0
    2.9640       1.0142970       0       0
    2.9650       1.0142968       0       0
    2.9660       1.0142966       0       0
    2.9670       1.0142963       0       0
    2.9680       1.0142961       0       0
    2.9690       1.0142959       0       0
    2.9700       1.0142957       0       0
    2.9710       1.0142954       0       0
    2.9720       1.0142952       0       0
