





     Time        HydroFxi        HydroFyi        HydroFzi        HydroMxi        HydroMyi        HydroMzi        M1N1FDxi        M1N1FDyi        M1N2FDxi        M1N2FDyi        M1N3FDxi        M1N3FDyi        M1N4FDxi        M1N4FDyi        M1N5FDxi        M1N5FDyi        M1N6FDxi        M1N6FDyi        M1N7FDxi        M1N7FDyi        M1N8FDxi        M1N8FDyi        M1N9FDxi        M1N9FDyi        M1N1FIxi        M1N1FIyi        M1N2FIxi        M1N2FIyi        M1N3FIxi        M1N3FIyi        M1N4FIxi        M1N4FIyi        M1N5FIxi        M1N5FIyi        M1N6FIxi        M1N6FIyi        M1N7FIxi        M1N7FIyi        M1N8FIxi        M1N8FIyi        M1N9FIxi        M1N9FIyi        J1FDzi          J1FIzi
     (sec)         (N)             (N)             (N)            (N-m)           (N-m)           (N-m)            (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)
   274.90   3.3076386e+05  -5.0039954e+05   2.2697060e+07  -3.8243591e+06  -3.1403805e+06   0.0000000e+00   8.4014921e+01   1.5071900e+02   8.7430692e+01   1.5779146e+02   8.9755384e+01   1.6301847e+02   1.0495239e+02   1.9214373e+02   9.3696490e+01   1.7305726e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6853812e+04  -3.4779702e+04   1.7764175e+04  -3.7061284e+04   1.8989053e+04  -3.9335053e+04   2.4221628e+04  -4.8525003e+04   2.4577385e+04  -4.6496214e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.5750749e+02  -3.8955672e+04
   275.00   3.1814914e+05  -5.2528028e+05   2.2690967e+07  -4.1247716e+06  -2.9827589e+06   0.0000000e+00   8.5771983e+01   1.3313843e+02   8.9323389e+01   1.3871126e+02   9.1923334e+01   1.4259254e+02   1.0737268e+02   1.6595958e+02   9.8876894e+01   1.5184839e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6300465e+04  -3.5854678e+04   1.7347257e+04  -3.7888164e+04   1.8744181e+04  -3.9848773e+04   2.4049441e+04  -4.8254090e+04   2.5292331e+04  -4.6677932e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.4886746e+02  -4.5256655e+04
   275.10   3.0450870e+05  -5.4685939e+05   2.2685591e+07  -4.3944052e+06  -2.8229683e+06   0.0000000e+00   8.7079490e+01   1.1650845e+02   9.0838644e+01   1.2090689e+02   9.3816950e+01   1.2382062e+02   1.0958609e+02   1.4253786e+02   1.0437064e+02   1.3293327e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5659539e+04  -3.6728039e+04   1.6812030e+04  -3.8518373e+04   1.8342955e+04  -4.0175272e+04   2.3625961e+04  -4.7781794e+04   2.5736615e+04  -4.6719741e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.8539643e+02  -5.0796527e+04
   275.20   2.8974819e+05  -5.6535551e+05   2.2680914e+07  -4.6337133e+06  -2.6609231e+06   0.0000000e+00   8.8043420e+01   1.0093698e+02   9.2088985e+01   1.0443800e+02   9.5557562e+01   1.0669286e+02   1.1175030e+02   1.2170322e+02   1.1037443e+02   1.1609816e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.4921928e+04  -3.7420932e+04   1.6146840e+04  -3.8978513e+04   1.7770712e+04  -4.0347583e+04   2.2937463e+04  -4.7161664e+04   2.5868204e+04  -4.6667009e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.6341234e+02  -5.5595664e+04
   275.30   2.7380748e+05  -5.8098527e+05   2.2676916e+07  -4.8432424e+06  -2.4966692e+06   0.0000000e+00   8.8777837e+01   8.6468332e+01   9.3191878e+01   8.9292834e+01   9.7266547e+01   9.1120628e+01   1.1400616e+02   1.0318275e+02   1.1707228e+02   1.0102824e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.4081444e+04  -3.7953720e+04   1.5343649e+04  -3.9293921e+04   1.7017238e+04  -4.0396878e+04   2.1977299e+04  -4.6441997e+04   2.5650714e+04  -4.6565867e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.8733370e+01  -5.9678447e+04
   275.40   2.5666272e+05  -5.9395754e+05   2.2673573e+07  -5.0236035e+06  -2.3303948e+06   0.0000000e+00   8.9399360e+01   7.3086640e+01   9.4261919e+01   7.5395572e+01   9.9053888e+01   7.6949082e+01   1.1645827e+02   8.6636420e+01   1.2460064e+02   8.7331393e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3134988e+04  -3.8345533e+04   1.4398233e+04  -3.9488142e+04   1.6076996e+04  -4.0351852e+04   2.0745974e+04  -4.5665239e+04   2.5054224e+04  -4.6461854e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.6825380e+01  -6.3072916e+04
   275.50   2.3832764e+05  -6.0446816e+05   2.2670859e+07  -5.1754447e+06  -2.1624356e+06   0.0000000e+00   9.0020346e+01   6.0721572e+01   9.5402012e+01   6.2616435e+01   1.0100647e+02   6.3973356e+01   1.1915931e+02   7.1690180e+01   1.3301815e+02   7.4572772e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2082650e+04  -3.8613869e+04   1.3310297e+04  -3.9582463e+04   1.4949264e+04  -4.0238175e+04   1.9251103e+04  -4.4867574e+04   2.4055902e+04  -4.6398487e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.9436900e+00  -6.5810401e+04
   275.60   2.1885387e+05  -6.1269527e+05   2.2668750e+07  -5.2994276e+06  -1.9932768e+06   0.0000000e+00   9.0741394e+01   4.9256314e+01   9.6694768e+01   5.0784390e+01   1.0317841e+02   5.1957384e+01   1.2210228e+02   5.7968794e+01   1.4228773e+02   6.2313154e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0927743e+04  -3.8774251e+04   1.2083518e+04  -3.9595512e+04   1.3638183e+04  -4.0078037e+04   1.7507218e+04  -4.4078704e+04   2.2640481e+04  -4.6415860e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2666314e+00  -6.7925159e+04
   275.70   1.9833062e+05  -6.1879544e+05   2.2667239e+07  -5.3962056e+06  -1.8235501e+06   0.0000000e+00   9.1644121e+01   3.8537863e+01   9.8195663e+01   3.9701786e+01   1.0558553e+02   4.0653627e+01   1.2522263e+02   4.5124099e+01   1.5227457e+02   5.0143026e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.6767747e+03  -3.8839938e+04   1.0725503e+04  -3.9542931e+04   1.2152701e+04  -3.9889768e+04   1.5535417e+04  -4.3321801e+04   2.0800629e+04  -4.6549298e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0018858e+01  -6.9453992e+04
   275.80   1.7688340e+05  -6.2290043e+05   2.2666288e+07  -5.4664057e+06  -1.6540269e+06   0.0000000e+00   9.2785360e+01   2.8389096e+01   9.9929282e+01   2.9159560e+01   1.0820531e+02   2.9821211e+01   1.2840997e+02   3.2855177e+01   1.6275859e+02   3.7706369e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.3393481e+03  -3.8821711e+04   9.2476727e+03  -3.9437135e+04   1.0506431e+04  -3.9687564e+04   1.3362816e+04  -4.2613617e+04   1.8537266e+04  -4.6828107e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.1582696e+01  -7.0435873e+04
   275.90   1.5467211e+05  -6.2511488e+05   2.2665854e+07  -5.5106144e+06  -1.4856078e+06   0.0000000e+00   9.4193842e+01   1.8621638e+01   1.0188940e+02   1.8951321e+01   1.1098212e+02   1.9240167e+01   1.3152606e+02   2.0918513e+01   1.7345669e+02   2.4712171e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.9280002e+03  -3.8727719e+04   7.6650638e+03  -3.9287135e+04   8.7174150e+03  -3.9481304e+04   1.1021807e+04  -4.1964759e+04   1.5859879e+04  -4.7274420e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.2596218e+01  -7.0911560e+04
   276.00   1.3188840e+05  -6.2551477e+05   2.2665889e+07  -5.5293665e+06  -1.3193078e+06   0.0000000e+00   9.5869923e+01   9.0481964e+00   1.0404270e+02   8.8847213e+00   1.1383641e+02   8.7202973e+00   1.3442558e+02   9.1284742e+00   1.8404940e+02   1.0935242e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.4579792e+03  -3.8563392e+04   5.9960619e+03  -3.9098462e+04   6.8078028e+03  -3.9276462e+04   8.5490941e+03  -4.1380116e+04   1.2786888e+04  -4.7902150e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3903709e+02  -7.0923219e+04
   276.10   1.0875240e+05  -6.2414672e+05   2.2666346e+07  -5.5231378e+06  -1.1562389e+06   0.0000000e+00   9.7788298e+01  -5.0692804e-01   1.0633517e+02  -1.2109101e+00   1.1667573e+02  -1.8955593e+00   1.3697535e+02  -2.6499015e+00   1.9420787e+02  -3.7904262e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.9469649e+03  -3.8331430e+04   4.2620654e+03  -3.8873159e+04   4.8034480e+03  -3.9074127e+04   5.9845479e+03  -4.0859433e+04   9.3460749e+03  -4.8716039e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8729150e+02  -7.0514043e+04
   276.20   8.5508919e+04  -6.2102808e+05   2.2667179e+07  -5.4923422e+06  -9.9758954e+05   0.0000000e+00   9.9902945e+01  -1.0200050e+01   1.0869965e+02  -1.1480815e+01   1.1940544e+02  -1.2732963e+01   1.3906965e+02  -1.4513061e+01   2.0361844e+02  -1.9582575e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4147366e+03  -3.8031848e+04   2.4870873e+03  -3.8609857e+04   2.7334317e+03  -3.8871108e+04   3.3699054e+03  -4.0398002e+04   5.5750602e+03  -4.9710818e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.3420786e+02  -6.9727882e+04
   276.30   6.2423116e+04  -6.1614787e+05   2.2668341e+07  -5.4373325e+06  -8.4460154e+05   0.0000000e+00   1.0215325e+02  -2.0163254e+01   1.1106322e+02  -2.2044283e+01   1.2193748e+02  -2.3890449e+01   1.4063987e+02  -2.6533356e+01   2.1200343e+02  -3.6523577e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.8279494e+02  -3.7662100e+04   6.9730179e+02  -3.8303937e+04   6.2952068e+02  -3.8660143e+04   7.4738118e+02  -3.9987422e+04   1.5217862e+03  -5.0870501e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7713510e+02  -6.8608874e+04
   276.40   3.9775751e+04  -6.0946844e+05   2.2669786e+07  -5.3584055e+06  -6.9854485e+05   0.0000000e+00   1.0447020e+02  -3.0502107e+01   1.1335328e+02  -3.2996225e+01   1.2419642e+02  -3.5445494e+01   1.4165799e+02  -3.8773508e+01   2.1913696e+02  -5.4673976e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.2605586e+02  -3.7217255e+04  -1.0794553e+03  -3.7947750e+04  -1.4744305e+03  -3.8430181e+04  -1.8417141e+03  -3.9616397e+04  -2.7550885e+03  -5.2167865e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.1394588e+02  -6.7201084e+04
   276.50   1.7858078e+04  -6.0092783e+05   2.2671468e+07  -5.2558106e+06  -5.6069067e+05   0.0000000e+00   1.0678196e+02  -4.1295130e+01   1.1550195e+02  -4.4409555e+01   1.2612242e+02  -4.7460298e+01   1.4213452e+02  -5.1299448e+01   2.2485503e+02  -7.4085851e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0881571e+03  -3.6690229e+04  -2.8142254e+03  -3.7530924e+04  -3.5431228e+03  -3.8166762e+04  -4.3582381e+03  -3.9271459e+04  -7.1860058e+03  -5.3564180e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.4304490e+02  -6.5548161e+04
   276.60  -3.0335810e+03  -5.9044285e+05   2.2673343e+07  -5.1297624e+06  -4.3228308e+05   0.0000000e+00   1.0901826e+02  -5.2594138e+01   1.1744870e+02  -5.6337291e+01   1.2767154e+02  -5.9986155e+01   1.4211160e+02  -6.4190304e+01   2.2905902e+02  -9.4815241e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.4794695e+03  -3.6072079e+04  -4.4774940e+03  -3.7040714e+04  -5.5404909e+03  -3.7852456e+04  -6.7662384e+03  -3.8937563e+04  -1.1690685e+04  -5.5009287e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.6336313e+02  -6.3692992e+04
   276.70  -2.2603495e+04  -5.7791264e+05   2.2675370e+07  -4.9804560e+06  -3.1450990e+05   0.0000000e+00   1.1111381e+02  -6.4424681e+01   1.1914151e+02  -6.8813569e+01   1.2881408e+02  -7.3065582e+01   1.4165290e+02  -7.7544665e+01   2.3171208e+02  -1.1693238e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.7760618e+03  -3.5352334e+04  -6.0397764e+03  -3.6462422e+04  -7.4304028e+03  -3.7467370e+04  -9.0336081e+03  -3.8598451e+04  -1.6178818e+04  -5.6442130e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.7433870e+02  -6.1677385e+04
   276.80  -4.0562365e+04  -5.6322287e+05   2.2677507e+07  -4.8080852e+06  -2.0847308e+05   0.0000000e+00   1.1301072e+02  -7.6786099e+01   1.2053732e+02  -8.1853183e+01   1.2953179e+02  -8.6731764e+01   1.4083196e+02  -9.1482536e+01   2.3282863e+02  -1.4052788e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.9546074e+03  -3.4519368e+04  -7.4722126e+03  -3.5779849e+04  -9.1773707e+03  -3.6989713e+04  -1.1132274e+04  -3.8236705e+04  -2.0551422e+04  -5.7791825e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.7588548e+02  -5.9541752e+04
   276.90  -5.6633250e+04  -5.4625021e+05   2.2679716e+07  -4.6128627e+06  -1.1515943e+05   0.0000000e+00   1.1466031e+02  -8.9650988e+01   1.2160196e+02  -9.5449592e+01   1.2981497e+02  -1.0100528e+02   1.3972076e+02  -1.0614266e+02   2.3245824e+02  -1.6571245e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.9928777e+03  -3.3560799e+04  -8.7471591e+03  -3.4975795e+04  -1.0747260e+04  -3.6396399e+04  -1.3037858e+04  -3.7833459e+04  -2.4702958e+04  -5.8979366e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.6835064e+02  -5.7324820e+04
   277.00  -7.0557443e+04  -5.2686730e+05   2.2681962e+07  -4.3950480e+06  -3.5399805e+04   0.0000000e+00   1.1602454e+02  -1.0296416e+02   1.2231044e+02  -1.0957167e+02   1.2966023e+02  -1.1588846e+02   1.3836156e+02  -1.2165944e+02   2.3065616e+02  -1.9260078e+02   2.7806023e-02  -2.2428489e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.8702256e+03  -3.2463921e+04  -9.8387696e+03  -3.4032575e+04  -1.2107984e+04  -3.5663679e+04  -1.4726607e+04  -3.7362888e+04  -2.8522702e+04  -5.9917728e+04  -3.6587817e+00  -7.0587793e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.5246256e+02  -5.5063355e+04
   277.10  -8.2099279e+04  -5.0494730e+05   2.2684210e+07  -4.1549707e+06   3.0152359e+04   0.0000000e+00   1.1707731e+02  -1.1664133e+02   1.2264750e+02  -1.2415968e+02   1.2906959e+02  -1.3135797e+02   1.3656812e+02  -1.3794871e+02   2.2738515e+02  -2.2121519e+02   4.1166344e-01  -3.8998430e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.5680489e+03  -3.1216139e+04  -1.0723552e+04  -3.2932563e+04  -1.3230171e+04  -3.4767796e+04  -1.6146875e+04  -3.6739522e+04  -3.1880843e+04  -6.0492607e+04  -6.1980649e+01  -1.0862533e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.2927078e+02  -5.2791899e+04
   277.20  -9.1053484e+04  -4.8037005e+05   2.2686430e+07  -3.8930238e+06   8.0999084e+04   0.0000000e+00   1.1780559e+02  -1.3056795e+02   1.2260887e+02  -1.3912114e+02   1.2805125e+02  -1.4735667e+02   1.3430034e+02  -1.5495713e+02   2.2271888e+02  -2.5159042e+02   1.1960786e+00  -1.3273957e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.0702260e+03  -2.9805419e+04  -1.1380891e+04  -3.1658728e+04  -1.4087795e+04  -3.3685648e+04  -1.7259208e+04  -3.5915532e+04  -3.4664207e+04  -6.0613156e+04  -2.0177273e+02  -3.2765700e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.0007958e+02  -5.0542536e+04
   277.30  -9.7250751e+04  -4.5302787e+05   2.2688594e+07  -3.6097175e+06   1.1687911e+05   0.0000000e+00   1.1821040e+02  -1.4459857e+02   1.2220284e+02  -1.5432722e+02   1.2662179e+02  -1.6378581e+02   1.3158483e+02  -1.7263472e+02   2.1675550e+02  -2.8371760e+02   2.2993202e+00  -2.9861589e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.3635152e+03  -2.8220724e+04  -1.1793536e+04  -3.0195179e+04  -1.4658754e+04  -3.2395438e+04  -1.8035668e+04  -3.4861975e+04  -3.6778630e+04  -6.0203889e+04  -4.2695416e+02  -6.5239724e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6637732e+02  -4.8344677e+04
   277.40  -1.0056270e+05  -4.2283116e+05   2.2690678e+07  -3.3056919e+06   1.3776736e+05   0.0000000e+00   1.1830744e+02  -1.5855719e+02   1.2145199e+02  -1.6961044e+02   1.2480947e+02  -1.8049854e+02   1.2845314e+02  -1.9087331e+02   2.0958667e+02  -3.1748123e+02   3.6227667e+00  -5.5058080e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.4379112e+03  -2.6452445e+04  -1.1948027e+04  -2.8527684e+04  -1.4925393e+04  -3.0877309e+04  -1.8453530e+04  -3.3552188e+04  -3.8147776e+04  -5.9199507e+04  -7.2904677e+02  -1.0611795e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2976340e+02  -4.6224863e+04
   277.50  -1.0090668e+05  -3.8971405e+05   2.2692658e+07  -2.9817372e+06   1.4389047e+05   0.0000000e+00   1.1812730e+02  -1.7223893e+02   1.2039470e+02  -1.8476415e+02   1.2265793e+02  -1.9729593e+02   1.2494882e+02  -2.0949687e+02   2.0131473e+02  -3.5262459e+02   5.0558751e+00  -8.9978263e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.2869508e+03  -2.4492816e+04  -1.1835067e+04  -2.6644173e+04  -1.4874955e+04  -2.9113954e+04  -1.8495826e+04  -3.1962521e+04  -3.8715942e+04  -5.7547427e+04  -1.0872530e+03  -1.5226212e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9187489e+02  -4.4206597e+04
   277.60  -9.8249919e+04  -3.5363992e+05   2.2694517e+07  -2.6388123e+06   1.3573830e+05   0.0000000e+00   1.1771492e+02  -1.8541329e+02   1.1908587e+02  -1.9954437e+02   1.2022923e+02  -2.1392618e+02   1.2113470e+02  -2.2825619e+02   1.9207627e+02  -3.8872761e+02   6.4829836e+00  -1.3524198e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.9079627e+03  -2.2336285e+04  -1.1449834e+04  -2.4535199e+04  -1.4499952e+04  -2.7091176e+04  -1.8151800e+04  -3.0073017e+04  -3.8449552e+04  -5.5209385e+04  -1.4699963e+03  -1.9969993e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5431525e+02  -4.2310197e+04
   277.70  -9.2613093e+04  -3.1460668e+05   2.2696239e+07  -2.2780610e+06   1.1407110e+05   0.0000000e+00   1.1712823e+02  -1.9782917e+02   1.1759663e+02  -2.1367410e+02   1.1760577e+02  -2.3008745e+02   1.1709874e+02  -2.4682887e+02   1.8206518e+02  -4.2520139e+02   7.7927484e+00  -1.9072868e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.3022558e+03  -1.9979866e+04  -1.0792209e+04  -2.2194364e+04  -1.3798458e+04  -2.4798400e+04  -1.7417259e+04  -2.7868032e+04  -3.7337278e+04  -5.2162029e+04  -1.8378564e+03  -2.4388088e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1858694e+02  -4.0552676e+04
   277.80  -8.4072990e+04  -2.7265155e+05   2.2697811e+07  -1.9008251e+06   7.9922178e+04   0.0000000e+00   1.1643577e+02  -2.0922166e+02   1.1601266e+02  -2.2685038e+02   1.1489006e+02  -2.4543466e+02   1.1295710e+02  -2.6482503e+02   1.7154869e+02  -4.6130046e+02   8.8898696e+00  -2.5534359e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.4752423e+03  -1.7423434e+04  -9.8669375e+03  -1.9618680e+04  -1.2774301e+04  -2.2229125e+04  -1.6294821e+04  -2.5336781e+04  -3.5388893e+04  -4.8396541e+04  -2.1476510e+03  -2.8003608e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.6030217e+01  -3.8947649e+04
   277.90  -7.2764309e+04  -2.2785535e+05   2.2699225e+07  -1.5086547e+06   3.4595637e+04   0.0000000e+00   1.1571346e+02  -2.1932053e+02   1.1443093e+02  -2.3875379e+02   1.1220230e+02  -2.5959006e+02   1.0885365e+02  -2.8179868e+02   1.6087188e+02  -4.9615025e+02   9.7073557e+00  -3.2684979e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.4364921e+03  -1.4669980e+04  -8.6837044e+03  -1.6808888e+04  -1.1437174e+04  -1.9381304e+04  -1.4794050e+04  -2.2473796e+04  -3.2633096e+04  -4.3917431e+04  -2.3572646e+03  -3.0361350e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.7770040e+01  -3.7505262e+04
   278.00  -5.8880420e+04  -1.8034612e+05   2.2700475e+07  -1.1033143e+06  -2.0340627e+04   0.0000000e+00   1.1504045e+02  -2.2786010e+02   1.1295507e+02  -2.4906035e+02   1.0967545e+02  -2.7215736e+02   1.0495542e+02  -2.9726437e+02   1.5044944e+02  -5.2878551e+02   1.0216520e+01  -4.0182113e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.1997173e+03  -1.1725807e+04  -7.2571274e+03  -1.3769700e+04  -9.8026324e+03  -1.6257644e+04  -1.2931476e+04  -1.9279298e+04  -2.9114664e+04  -3.8740743e+04  -2.4307125e+03  -3.1074856e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.4672856e+01  -3.6232159e+04
