   0.0   5.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.316126E-02   0.000000E+00   2.755430E-05  -5.157693E-04   0.000000E+00   0.000000E+00   0.000000E+00   1.696222E-01   1.680969E-01  -9.889536E-06   2.403348E-02   3.466277E-06  -6.628965E-03  -1.718558E-05
   0.1   5.000857E+00   2.160048E-05   1.172009E-04   1.444473E-07   3.312863E-02   1.694057E-02   1.741377E-02   9.566052E-04   2.305070E-03   2.350872E-06  -6.442713E-04   1.691890E-01   1.836667E-01   1.665737E-02   2.168005E-02  -5.564353E-05  -6.156049E-03  -4.334510E-03
   0.2   5.003535E+00   2.222462E-04   4.506866E-04  -7.287804E-07   3.303388E-02   3.383783E-02   3.614602E-02   3.988486E-03   4.309623E-03  -2.604265E-05  -1.249770E-03   1.685411E-01   1.873927E-01   4.049076E-02   1.839920E-02  -3.791771E-04  -6.082855E-03  -8.631258E-03
   0.3   5.008094E+00   8.074749E-04   9.674959E-04  -4.611432E-06   3.287871E-02   5.064872E-02   5.509034E-02   8.339033E-03   5.962649E-03  -4.616162E-05  -1.846796E-03   1.674625E-01   1.964719E-01   4.881741E-02   1.456039E-02  -1.056610E-04  -5.657531E-03  -1.293601E-02
   0.4   5.014631E+00   1.898342E-03   1.630495E-03  -1.019960E-05   3.266750E-02   6.733031E-02   7.587607E-02   1.432273E-02   7.243820E-03  -6.878236E-05  -2.360587E-03   1.659582E-01   2.171881E-01   6.812885E-02   1.140055E-02  -2.429693E-04  -4.686128E-03  -1.715212E-02
   0.5   5.023323E+00   3.646388E-03   2.409325E-03  -1.729385E-05   3.240892E-02   8.384033E-02   9.789222E-02   2.110605E-02   8.313969E-03  -6.249577E-05  -2.802257E-03   1.640340E-01   2.236820E-01   6.827386E-02   1.023355E-02   3.429133E-04  -4.120064E-03  -2.132922E-02
   0.6   5.034273E+00   6.098705E-03   3.290596E-03  -2.179591E-05   3.210999E-02   1.001371E-01   1.213307E-01   2.870706E-02   9.299371E-03  -2.933586E-05  -3.153808E-03   1.616983E-01   2.480001E-01   8.503813E-02   9.512399E-03   2.651385E-04  -2.793223E-03  -2.538202E-02
   0.7   5.047693E+00   9.396300E-03   4.267687E-03  -2.346910E-05   3.178281E-02   1.161800E-01   1.470885E-01   3.795135E-02   1.024256E-02  -4.942995E-06  -3.371585E-03   1.589621E-01   2.633084E-01   1.003861E-01   9.523649E-03   2.014997E-04  -1.707962E-03  -2.934111E-02
   0.8   5.063742E+00   1.370104E-02   5.339802E-03  -2.325011E-05   3.143842E-02   1.319296E-01   1.737993E-01   4.885673E-02   1.119814E-02   7.170168E-06  -3.501047E-03   1.558365E-01   2.736610E-01   1.164908E-01   9.391245E-03   8.713821E-05  -7.783672E-04  -3.317381E-02
   0.9   5.082537E+00   1.916749E-02   6.504601E-03  -2.203445E-05   3.108667E-02   1.473474E-01   2.021179E-01   6.110610E-02   1.207422E-02   1.692648E-05  -3.512694E-03   1.523331E-01   2.907963E-01   1.298218E-01   7.997477E-03   6.058506E-05   4.683431E-04  -3.688994E-02
   1.0   5.104220E+00   2.593125E-02   7.749033E-03  -2.015764E-05   3.073878E-02   1.623963E-01   2.311710E-01   7.473683E-02   1.278178E-02   2.187685E-05  -3.437410E-03   1.484658E-01   2.885375E-01   1.397330E-01   6.025775E-03   1.570698E-04   9.618441E-04  -4.046571E-02
   1.1   5.128799E+00   3.408338E-02   9.052710E-03  -1.636590E-05   3.040095E-02   1.770405E-01   2.601564E-01   8.868752E-02   1.324219E-02   6.101398E-05  -3.306010E-03   1.442467E-01   2.933175E-01   1.412763E-01   3.068124E-03   5.505584E-04   1.738531E-03  -4.391478E-02
   1.2   5.156301E+00   4.366142E-02   1.038763E-02  -7.581847E-06   3.008007E-02   1.912455E-01   2.894510E-01   1.034276E-01   1.341460E-02   1.133610E-04  -3.105449E-03   1.396920E-01   2.881910E-01   1.534450E-01   6.019983E-04   4.950647E-04   2.092723E-03  -4.718138E-02
   1.3   5.186674E+00   5.476854E-02   1.172946E-02   6.341917E-06   2.977966E-02   2.049788E-01   3.173020E-01   1.191609E-01   1.339854E-02   1.659522E-04  -2.905927E-03   1.348195E-01   2.698508E-01   1.618612E-01  -8.318228E-04   5.301328E-04   1.922828E-03  -5.026499E-02
   1.4   5.219754E+00   6.750104E-02   1.306317E-02   2.529269E-05   2.949874E-02   2.182094E-01   3.436713E-01   1.359967E-01   1.325758E-02   2.095456E-04  -2.712762E-03   1.296500E-01   2.563841E-01   1.750972E-01  -1.905309E-03   3.289407E-04   1.885286E-03  -5.312143E-02
