
These predictions were generated by SubDyn on 10-Jul-2022 at 18:26:26.




    Time	   M1N1FKze	   M1N2FKze	   M4N1FKze	   M4N2FKze	  M1N1TDxss	  M1N2TDxss	  M2N1TDxss	  M2N2TDxss	  M3N1TDxss	  M3N2TDxss	  M4N1TDxss	  M4N2TDxss	  IntfTDXss	  IntfTDYss	  IntfTDZss	  IntfRDXss	  IntfRDYss	  IntfRDZss	   IntfFXss	   IntfFYss	   IntfFZss	   IntfMXss	   IntfMZss	   M3N2FKxe	   M2N1FKye	   M2N2FKye	   M2N1FMxe	   M2N1FMye	   M2N1FMze
       s	        (N)	        (N)	        (N)	        (N)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	        (N)	        (N)	        (N)	       (Nm)	       (Nm)	        (N)	        (N)	        (N)	        (N)	        (N)	        (N)
    5.5300	  1.04654599E+07	  1.04654599E+07	  9.07106697E+06	  9.07106697E+06	  0.00000000E+00	  2.20597109E-03	  2.20597109E-03	  2.20625000E-03	  2.20625000E-03	  2.20649175E-03	  2.20649175E-03	  0.00000000E+00	  2.20625000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.39439293E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.5400	  1.04667786E+07	  1.04667786E+07	  9.06843575E+06	  9.06843575E+06	  0.00000000E+00	  2.21222105E-03	  2.21222105E-03	  2.21250000E-03	  2.21250000E-03	  2.21274168E-03	  2.21274168E-03	  0.00000000E+00	  2.21250000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.39834289E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.5500	  1.04680974E+07	  1.04680974E+07	  9.06580453E+06	  9.06580453E+06	  0.00000000E+00	  2.21847102E-03	  2.21847102E-03	  2.21875000E-03	  2.21875000E-03	  2.21899161E-03	  2.21899161E-03	  0.00000000E+00	  2.21875000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.40229285E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.5600	  1.04694161E+07	  1.04694161E+07	  9.06317331E+06	  9.06317331E+06	  0.00000000E+00	  2.22472098E-03	  2.22472098E-03	  2.22500000E-03	  2.22500000E-03	  2.22524154E-03	  2.22524154E-03	  0.00000000E+00	  2.22500000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.40624282E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.5700	  1.04707349E+07	  1.04707349E+07	  9.06054209E+06	  9.06054209E+06	  0.00000000E+00	  2.23097095E-03	  2.23097095E-03	  2.23125000E-03	  2.23125000E-03	  2.23149147E-03	  2.23149147E-03	  0.00000000E+00	  2.23125000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.41019278E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.5800	  1.04720536E+07	  1.04720536E+07	  9.05791087E+06	  9.05791087E+06	  0.00000000E+00	  2.23722091E-03	  2.23722091E-03	  2.23750000E-03	  2.23750000E-03	  2.23774140E-03	  2.23774140E-03	  0.00000000E+00	  2.23750000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.41414274E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.5900	  1.04733724E+07	  1.04733724E+07	  9.05527965E+06	  9.05527965E+06	  0.00000000E+00	  2.24347088E-03	  2.24347088E-03	  2.24375000E-03	  2.24375000E-03	  2.24399133E-03	  2.24399133E-03	  0.00000000E+00	  2.24375000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.41809270E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.6000	  1.04746911E+07	  1.04746911E+07	  9.05264843E+06	  9.05264843E+06	  0.00000000E+00	  2.24972084E-03	  2.24972084E-03	  2.25000000E-03	  2.25000000E-03	  2.25024126E-03	  2.25024126E-03	  0.00000000E+00	  2.25000000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.42204267E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.6100	  1.04760098E+07	  1.04760098E+07	  9.05001721E+06	  9.05001721E+06	  0.00000000E+00	  2.25597081E-03	  2.25597081E-03	  2.25625000E-03	  2.25625000E-03	  2.25649119E-03	  2.25649119E-03	  0.00000000E+00	  2.25625000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.42599263E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.6200	  1.04773286E+07	  1.04773286E+07	  9.04738599E+06	  9.04738599E+06	  0.00000000E+00	  2.26222077E-03	  2.26222077E-03	  2.26250000E-03	  2.26250000E-03	  2.26274112E-03	  2.26274112E-03	  0.00000000E+00	  2.26250000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.42994259E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.6300	  1.04786473E+07	  1.04786473E+07	  9.04475477E+06	  9.04475477E+06	  0.00000000E+00	  2.26847074E-03	  2.26847074E-03	  2.26875000E-03	  2.26875000E-03	  2.26899105E-03	  2.26899105E-03	  0.00000000E+00	  2.26875000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.43389256E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.6400	  1.04799661E+07	  1.04799661E+07	  9.04212355E+06	  9.04212355E+06	  0.00000000E+00	  2.27472070E-03	  2.27472070E-03	  2.27500000E-03	  2.27500000E-03	  2.27524098E-03	  2.27524098E-03	  0.00000000E+00	  2.27500000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.43784252E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.6500	  1.04812848E+07	  1.04812848E+07	  9.03949233E+06	  9.03949233E+06	  0.00000000E+00	  2.28097067E-03	  2.28097067E-03	  2.28125000E-03	  2.28125000E-03	  2.28149091E-03	  2.28149091E-03	  0.00000000E+00	  2.28125000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.44179248E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.6600	  1.04826036E+07	  1.04826036E+07	  9.03686111E+06	  9.03686111E+06	  0.00000000E+00	  2.28722063E-03	  2.28722063E-03	  2.28750000E-03	  2.28750000E-03	  2.28774084E-03	  2.28774084E-03	  0.00000000E+00	  2.28750000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.44574245E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.6700	  1.04839223E+07	  1.04839223E+07	  9.03422989E+06	  9.03422989E+06	  0.00000000E+00	  2.29347060E-03	  2.29347060E-03	  2.29375000E-03	  2.29375000E-03	  2.29399077E-03	  2.29399077E-03	  0.00000000E+00	  2.29375000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.44969241E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.6800	  1.04852410E+07	  1.04852410E+07	  9.03159867E+06	  9.03159867E+06	  0.00000000E+00	  2.29972056E-03	  2.29972056E-03	  2.30000000E-03	  2.30000000E-03	  2.30024070E-03	  2.30024070E-03	  0.00000000E+00	  2.30000000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.45364237E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.6900	  1.04865598E+07	  1.04865598E+07	  9.02896745E+06	  9.02896745E+06	  0.00000000E+00	  2.30597053E-03	  2.30597053E-03	  2.30625000E-03	  2.30625000E-03	  2.30649063E-03	  2.30649063E-03	  0.00000000E+00	  2.30625000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.45759234E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.7000	  1.04878785E+07	  1.04878785E+07	  9.02633622E+06	  9.02633622E+06	  0.00000000E+00	  2.31222049E-03	  2.31222049E-03	  2.31250000E-03	  2.31250000E-03	  2.31274056E-03	  2.31274056E-03	  0.00000000E+00	  2.31250000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.46154230E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.7100	  1.04891973E+07	  1.04891973E+07	  9.02370500E+06	  9.02370500E+06	  0.00000000E+00	  2.31847046E-03	  2.31847046E-03	  2.31875000E-03	  2.31875000E-03	  2.31899049E-03	  2.31899049E-03	  0.00000000E+00	  2.31875000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.46549226E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.7200	  1.04905160E+07	  1.04905160E+07	  9.02107378E+06	  9.02107378E+06	  0.00000000E+00	  2.32472042E-03	  2.32472042E-03	  2.32500000E-03	  2.32500000E-03	  2.32524042E-03	  2.32524042E-03	  0.00000000E+00	  2.32500000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.46944222E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.7300	  1.04918348E+07	  1.04918348E+07	  9.01844256E+06	  9.01844256E+06	  0.00000000E+00	  2.33097038E-03	  2.33097038E-03	  2.33125000E-03	  2.33125000E-03	  2.33149035E-03	  2.33149035E-03	  0.00000000E+00	  2.33125000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.47339219E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.7400	  1.04931535E+07	  1.04931535E+07	  9.01581134E+06	  9.01581134E+06	  0.00000000E+00	  2.33722035E-03	  2.33722035E-03	  2.33750000E-03	  2.33750000E-03	  2.33774028E-03	  2.33774028E-03	  0.00000000E+00	  2.33750000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.47734215E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.7500	  1.04944722E+07	  1.04944722E+07	  9.01318012E+06	  9.01318012E+06	  0.00000000E+00	  2.34347031E-03	  2.34347031E-03	  2.34375000E-03	  2.34375000E-03	  2.34399021E-03	  2.34399021E-03	  0.00000000E+00	  2.34375000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.48129211E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.7600	  1.04957910E+07	  1.04957910E+07	  9.01054890E+06	  9.01054890E+06	  0.00000000E+00	  2.34972028E-03	  2.34972028E-03	  2.35000000E-03	  2.35000000E-03	  2.35024014E-03	  2.35024014E-03	  0.00000000E+00	  2.35000000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.48524208E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.7700	  1.04971097E+07	  1.04971097E+07	  9.00791768E+06	  9.00791768E+06	  0.00000000E+00	  2.35597024E-03	  2.35597024E-03	  2.35625000E-03	  2.35625000E-03	  2.35649007E-03	  2.35649007E-03	  0.00000000E+00	  2.35625000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.48919204E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.7800	  1.04984285E+07	  1.04984285E+07	  9.00528646E+06	  9.00528646E+06	  0.00000000E+00	  2.36222021E-03	  2.36222021E-03	  2.36250000E-03	  2.36250000E-03	  2.36274000E-03	  2.36274000E-03	  0.00000000E+00	  2.36250000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.49314200E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.7900	  1.04997472E+07	  1.04997472E+07	  9.00265524E+06	  9.00265524E+06	  0.00000000E+00	  2.36847017E-03	  2.36847017E-03	  2.36875000E-03	  2.36875000E-03	  2.36898993E-03	  2.36898993E-03	  0.00000000E+00	  2.36875000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.49709197E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.8000	  1.05010659E+07	  1.05010659E+07	  9.00002402E+06	  9.00002402E+06	  0.00000000E+00	  2.37472014E-03	  2.37472014E-03	  2.37500000E-03	  2.37500000E-03	  2.37523986E-03	  2.37523986E-03	  0.00000000E+00	  2.37500000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.50104193E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.8100	  1.05023847E+07	  1.05023847E+07	  8.99739280E+06	  8.99739280E+06	  0.00000000E+00	  2.38097010E-03	  2.38097010E-03	  2.38125000E-03	  2.38125000E-03	  2.38148979E-03	  2.38148979E-03	  0.00000000E+00	  2.38125000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.50499189E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.8200	  1.05037034E+07	  1.05037034E+07	  8.99476158E+06	  8.99476158E+06	  0.00000000E+00	  2.38722007E-03	  2.38722007E-03	  2.38750000E-03	  2.38750000E-03	  2.38773972E-03	  2.38773972E-03	  0.00000000E+00	  2.38750000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.50894186E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.8300	  1.05050222E+07	  1.05050222E+07	  8.99213036E+06	  8.99213036E+06	  0.00000000E+00	  2.39347003E-03	  2.39347003E-03	  2.39375000E-03	  2.39375000E-03	  2.39398965E-03	  2.39398965E-03	  0.00000000E+00	  2.39375000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.51289182E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.8400	  1.05063409E+07	  1.05063409E+07	  8.98949914E+06	  8.98949914E+06	  0.00000000E+00	  2.39972000E-03	  2.39972000E-03	  2.40000000E-03	  2.40000000E-03	  2.40023958E-03	  2.40023958E-03	  0.00000000E+00	  2.40000000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.51684178E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.8500	  1.05076597E+07	  1.05076597E+07	  8.98686792E+06	  8.98686792E+06	  0.00000000E+00	  2.40596996E-03	  2.40596996E-03	  2.40625000E-03	  2.40625000E-03	  2.40648951E-03	  2.40648951E-03	  0.00000000E+00	  2.40625000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.52079174E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.8600	  1.05089784E+07	  1.05089784E+07	  8.98423670E+06	  8.98423670E+06	  0.00000000E+00	  2.41221993E-03	  2.41221993E-03	  2.41250000E-03	  2.41250000E-03	  2.41273944E-03	  2.41273944E-03	  0.00000000E+00	  2.41250000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.52474171E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.8700	  1.05102971E+07	  1.05102971E+07	  8.98160548E+06	  8.98160548E+06	  0.00000000E+00	  2.41846989E-03	  2.41846989E-03	  2.41875000E-03	  2.41875000E-03	  2.41898937E-03	  2.41898937E-03	  0.00000000E+00	  2.41875000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.52869167E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.8800	  1.05116159E+07	  1.05116159E+07	  8.97897426E+06	  8.97897426E+06	  0.00000000E+00	  2.42471986E-03	  2.42471986E-03	  2.42500000E-03	  2.42500000E-03	  2.42523930E-03	  2.42523930E-03	  0.00000000E+00	  2.42500000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.53264163E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.8900	  1.05129346E+07	  1.05129346E+07	  8.97634304E+06	  8.97634304E+06	  0.00000000E+00	  2.43096982E-03	  2.43096982E-03	  2.43125000E-03	  2.43125000E-03	  2.43148923E-03	  2.43148923E-03	  0.00000000E+00	  2.43125000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.53659160E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.9000	  1.05142534E+07	  1.05142534E+07	  8.97371182E+06	  8.97371182E+06	  0.00000000E+00	  2.43721979E-03	  2.43721979E-03	  2.43750000E-03	  2.43750000E-03	  2.43773916E-03	  2.43773916E-03	  0.00000000E+00	  2.43750000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.54054156E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.9100	  1.05155721E+07	  1.05155721E+07	  8.97108059E+06	  8.97108059E+06	  0.00000000E+00	  2.44346975E-03	  2.44346975E-03	  2.44375000E-03	  2.44375000E-03	  2.44398909E-03	  2.44398909E-03	  0.00000000E+00	  2.44375000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.54449152E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.9200	  1.05168909E+07	  1.05168909E+07	  8.96844937E+06	  8.96844937E+06	  0.00000000E+00	  2.44971972E-03	  2.44971972E-03	  2.45000000E-03	  2.45000000E-03	  2.45023902E-03	  2.45023902E-03	  0.00000000E+00	  2.45000000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.54844149E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.9300	  1.05182096E+07	  1.05182096E+07	  8.96581815E+06	  8.96581815E+06	  0.00000000E+00	  2.45596968E-03	  2.45596968E-03	  2.45625000E-03	  2.45625000E-03	  2.45648895E-03	  2.45648895E-03	  0.00000000E+00	  2.45625000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.55239145E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.9400	  1.05195283E+07	  1.05195283E+07	  8.96318693E+06	  8.96318693E+06	  0.00000000E+00	  2.46221965E-03	  2.46221965E-03	  2.46250000E-03	  2.46250000E-03	  2.46273888E-03	  2.46273888E-03	  0.00000000E+00	  2.46250000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.55634141E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.9500	  1.05208471E+07	  1.05208471E+07	  8.96055571E+06	  8.96055571E+06	  0.00000000E+00	  2.46846961E-03	  2.46846961E-03	  2.46875000E-03	  2.46875000E-03	  2.46898881E-03	  2.46898881E-03	  0.00000000E+00	  2.46875000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.56029138E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
    5.9600	  1.05221658E+07	  1.05221658E+07	  8.95792449E+06	  8.95792449E+06	  0.00000000E+00	  2.47471958E-03	  2.47471958E-03	  2.47500000E-03	  2.47500000E-03	  2.47523874E-03	  2.47523874E-03	  0.00000000E+00	  2.47500000E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.56424134E+06	 -0.00000000E+00	  1.04492258E+06	 -0.00000000E+00	 -0.00000000E+00	  0.00000000E+00	 -4.53686129E+05	 -4.53686129E+05	 -0.00000000E+00	 -0.00000000E+00	 -0.00000000E+00
