





     Time        HydroFxi        HydroFyi        HydroFzi        HydroMxi        HydroMyi        HydroMzi        M1N1FDxi        M1N1FDyi        M1N2FDxi        M1N2FDyi        M1N3FDxi        M1N3FDyi        M1N4FDxi        M1N4FDyi        M1N5FDxi        M1N5FDyi        M1N6FDxi        M1N6FDyi        M1N7FDxi        M1N7FDyi        M1N8FDxi        M1N8FDyi        M1N9FDxi        M1N9FDyi        M1N1FIxi        M1N1FIyi        M1N2FIxi        M1N2FIyi        M1N3FIxi        M1N3FIyi        M1N4FIxi        M1N4FIyi        M1N5FIxi        M1N5FIyi        M1N6FIxi        M1N6FIyi        M1N7FIxi        M1N7FIyi        M1N8FIxi        M1N8FIyi        M1N9FIxi        M1N9FIyi        J1FDzi          J1FIzi
   173.20  -1.7639485e+05  -3.8418881e+05   2.3355066e+07  -4.4374651e+06   2.3816964e+06   0.0000000e+00  -9.0187933e+02  -1.9312752e+03  -1.0052298e+03  -2.1458712e+03  -1.1243149e+03  -2.3929078e+03  -1.2621611e+03  -2.6787289e+03  -1.4224717e+03  -3.0111353e+03  -1.9726714e+03  -4.1645876e+03  -1.8386192e+03  -3.8736311e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.6469029e+03  -1.5482035e+04  -4.3678298e+03  -1.2882488e+04  -1.5449008e+03  -9.6739501e+03   1.9165949e+03  -5.7503155e+03   6.1267254e+03  -9.8807796e+02   1.4648630e+04   7.0662056e+03   1.8470569e+04   1.3148636e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1185525e+04   6.0720776e+05
   173.30  -1.0829627e+05  -2.4333601e+05   2.3370729e+07  -3.4431098e+06   1.8983908e+06   0.0000000e+00  -9.1210119e+02  -1.9549468e+03  -1.0109133e+03  -2.1627252e+03  -1.1237277e+03  -2.4002964e+03  -1.2530694e+03  -2.6732369e+03  -1.4019983e+03  -2.9883610e+03  -1.9024446e+03  -4.0533329e+03  -1.8288849e+03  -3.8972570e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.6077692e+03  -7.2240051e+03   8.5810849e+00  -3.9095115e+03   3.2082226e+03   1.0732489e+02   7.0910669e+03   4.9464077e+03   1.1773099e+04   1.0747139e+04   2.1845232e+04   2.2463081e+04   2.5931031e+04   2.8155105e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.4933972e+03   6.2556258e+05
   173.40  -4.3116158e+04  -1.0616588e+05   2.3384432e+07  -2.4601603e+06   1.4227523e+06   0.0000000e+00  -9.1406096e+02  -1.9612303e+03  -1.0071780e+03  -2.1597223e+03  -1.1123995e+03  -2.3849564e+03  -1.2317334e+03  -2.6416767e+03  -1.3675831e+03  -2.9356375e+03  -1.8293970e+03  -3.9343483e+03  -1.7661611e+03  -3.8079867e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2131226e+03   7.5128910e+02   4.1175746e+03   4.7207149e+03   7.6363374e+03   9.4756109e+03   1.1873184e+04   1.5148032e+04   1.6948468e+04   2.1891371e+04   2.8443002e+04   3.6971610e+04   3.2479225e+04   4.2319949e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.1324794e+03   6.4162710e+05
   173.50   1.8730455e+04   2.6388256e+04   2.3396152e+07  -1.4930103e+06   9.5690301e+05   0.0000000e+00  -9.0807411e+02  -1.9505999e+03  -9.9451495e+02  -2.1376169e+03  -1.0910524e+03  -2.3480112e+03  -1.1991772e+03  -2.5856560e+03  -1.3206437e+03  -2.8552065e+03  -1.7534504e+03  -3.8071974e+03  -1.6584912e+03  -3.6191423e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.7949812e+03   8.3973595e+03   7.9360982e+03   1.2955866e+04   1.1713845e+04   1.8371897e+04   1.6234479e+04   2.4787886e+04   2.1621132e+04   3.2369166e+04   3.4547417e+04   5.0819147e+04   3.7762309e+04   5.4847182e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.1286270e+03   6.5535115e+05
   173.60   7.6878760e+04   1.5345465e+05   2.3405864e+07  -5.4592731e+05   5.0282952e+05   0.0000000e+00  -8.9459393e+02  -1.9238229e+03  -9.7357028e+02  -2.0974995e+03  -1.0605809e+03  -2.2909690e+03  -1.1566148e+03  -2.5072218e+03  -1.2628049e+03  -2.7498097e+03  -1.6744943e+03  -3.6713085e+03  -1.5152535e+03  -3.3475221e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.1192140e+03   1.5670099e+04   1.1443678e+04   2.0746413e+04   1.5418165e+04   2.6740451e+04   2.0150008e+04   3.3803132e+04   2.5763497e+04   4.2109548e+04   4.0231092e+04   6.4179348e+04   4.1525242e+04   6.5086508e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5034100e+03   6.6668775e+05
   173.70   1.3101871e+05   2.7423291e+05   2.3413540e+07   3.7697077e+05   6.2367043e+04   0.0000000e+00  -8.7419609e+02  -1.8819363e+03  -9.4512370e+02  -2.0407642e+03  -1.0220237e+03  -2.2156783e+03  -1.1054133e+03  -2.4088009e+03  -1.1958484e+03  -2.6226096e+03  -1.5923966e+03  -3.5259826e+03  -1.3465538e+03  -3.0123249e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1169662e+04   2.2528136e+04   1.4622694e+04   2.8046040e+04   1.8730055e+04   3.4529302e+04   2.3598731e+04   4.2135333e+04   2.9352523e+04   5.1046675e+04   4.5536243e+04   7.7175852e+04   4.3610029e+04   7.2538413e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2738853e+03   6.7559349e+05
   173.80   1.8089950e+05   3.8800396e+05   2.3419154e+07   1.2717482e+06  -3.6282087e+05   0.0000000e+00  -8.4756098e+02  -1.8262172e+03  -9.1006542e+02  -1.9690693e+03  -9.7653317e+02  -2.1242763e+03  -1.0470519e+03  -2.2931319e+03  -1.1216610e+03  -2.4771008e+03  -1.5069349e+03  -3.3702219e+03  -1.1627169e+03  -2.6342217e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3932885e+04   2.8933289e+04   1.7458718e+04   3.4812175e+04   2.1634012e+04   4.1690867e+04   2.6563975e+04   4.9731179e+04   3.2370264e+04   5.9120687e+04   5.0471506e+04   8.9874983e+04   4.3958282e+04   7.6866483e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.5239456e+02   6.8202915e+05
   173.90   2.2633378e+05   4.9413988e+05   2.3422679e+07   2.1346919e+06  -7.7126542e+05   0.0000000e+00  -8.1545397e+02  -1.7581493e+03  -8.6937031e+02  -1.8842934e+03  -9.2534193e+02  -2.0191313e+03  -9.8307936e+02  -2.1631904e+03  -1.0421785e+03  -2.3170115e+03  -1.4177625e+03  -3.2026326e+03  -9.7379730e+02  -2.2343934e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6398485e+04   3.4851121e+04   1.9940889e+04   4.1006638e+04   2.4118709e+04   4.8182699e+04   2.9033947e+04   5.6543360e+04   3.4804470e+04   6.6278729e+04   5.5005014e+04   1.0226865e+05   4.2615334e+04   7.7915799e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.6397400e+01   6.8596023e+05
   174.00   2.6720143e+05   5.9211343e+05   2.3423972e+07   2.9623588e+06  -1.1617175e+06   0.0000000e+00  -7.7870378e+02  -1.6793835e+03  -8.2407031e+02  -1.7884852e+03  -8.6972759e+02  -1.9027783e+03  -9.1506943e+02  -2.0221062e+03  -9.5933031e+02  -2.1461992e+03  -1.3244773e+03  -3.0215627e+03  -7.8907063e+02  -1.8334351e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8559451e+04   4.0251563e+04   2.2062315e+04   4.6596361e+04   2.6177462e+04   5.3968335e+04   3.1002279e+04   6.2531555e+04   3.6649219e+04   7.2476089e+04   5.9057639e+04   1.1425327e+05   3.9732256e+04   7.5731765e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.8349990e+01   6.8735765e+05
   174.10   3.0345255e+05   6.8150664e+05   2.3422386e+07   3.7516286e+06  -1.5331733e+06   0.0000000e+00  -7.3817925e+02  -1.5916948e+03  -7.7522534e+02  -1.6838082e+03  -8.1097658e+02  -1.7778500e+03  -8.4457554e+02  -1.8730765e+03  -8.7498249e+02  -1.9685400e+03  -1.2267940e+03  -2.8255079e+03  -6.1652266e+02  -1.4501424e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0412497e+04   4.5109582e+04   2.3820471e+04   5.1554178e+04   2.7808695e+04   5.9018203e+04   3.2468569e+04   6.7663482e+04   3.7905545e+04   7.7677427e+04   6.2500787e+04   1.2561277e+05   3.5561640e+04   7.0571507e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.8563938e+02   6.8619845e+05
   174.20   3.3510952e+05   7.6201839e+05   2.3417819e+07   4.4997585e+06  -1.8848981e+06   0.0000000e+00  -6.9476535e+02  -1.4969354e+03  -7.2389374e+02  -1.5724831e+03  -7.5034800e+02  -1.6470037e+03  -7.7308693e+02  -1.7192757e+03  -7.9088510e+02  -1.7878177e+03  -1.1247727e+03  -2.6136977e+03  -4.6239406e+02  -1.1003018e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1958388e+04   4.9405877e+04   2.5217572e+04   5.5859616e+04   2.9016370e+04   6.3310547e+04   3.3438877e+04   7.1915977e+04   3.8582019e+04   8.1858025e+04   6.5162319e+04   1.3601390e+05   3.0443947e+04   6.2900188e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.3205826e+03   6.8246646e+05
   174.30   3.6226787e+05   8.3347029e+05   2.3410275e+07   5.2044388e+06  -2.2164487e+06   0.0000000e+00  -6.4933896e+02  -1.3969850e+03  -6.7110329e+02  -1.4567270e+03  -6.8903896e+02  -1.5128491e+03  -7.0198756e+02  -1.5637668e+03  -7.0862368e+02  -1.6076160e+03  -1.0190264e+03  -2.3866965e+03  -3.3085879e+02  -7.9566917e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.3202213e+04   5.3127547e+04   2.6260891e+04   5.9499680e+04   2.9810360e+04   6.6832335e+04   3.3926158e+04   7.5276040e+04   3.8695237e+04   8.5005000e+04   6.6842330e+04   1.4501937e+05   2.4783056e+04   5.3366974e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.5504975e+03   6.7615301e+05
   174.40   3.8509582e+05   8.9581075e+05   2.3399772e+07   5.8638444e+06  -2.5276901e+06   0.0000000e+00  -6.0274560e+02  -1.2937020e+03  -6.1782386e+02  -1.3386947e+03  -6.2815297e+02  -1.3778764e+03  -6.3251993e+02  -1.4094166e+03  -6.2957837e+02  -1.4312175e+03  -9.1083469e+02  -2.1468363e+03  -2.2390289e+02  -5.4332171e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4153595e+04   5.6268710e+04   2.6963001e+04   6.2469564e+04   3.0206719e+04   6.9580080e+04   3.3950569e+04   7.7741789e+04   3.8270190e+04   8.7118405e+04   6.7338183e+04   1.5212119e+05   1.9012000e+04   4.2759052e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.1578506e+03   6.6725758e+05
   174.50   4.0383227e+05   9.4911684e+05   2.3386341e+07   6.4766818e+06  -2.8188073e+06   0.0000000e+00  -5.5577791e+02  -1.1888749e+03  -5.6494310e+02  -1.2204217e+03  -5.6867280e+02  -1.2443916e+03  -5.6575550e+02  -1.2588198e+03  -5.5489280e+02  -1.2615173e+03  -8.0211499e+02  -1.8983352e+03  -1.4143636e+02  -3.4551642e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4826811e+04   5.8831029e+04   2.7341903e+04   6.4773259e+04   3.0227833e+04   7.1560542e+04   3.3539646e+04   7.9323266e+04   3.7340449e+04   8.8212165e+04   6.6475972e+04   1.5679195e+05   1.3552134e+04   3.1936446e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.1204825e+03   6.5578837e+05
   174.60   4.1878327e+05   9.9359369e+05   2.3370024e+07   7.0422258e+06  -3.0903095e+06   0.0000000e+00  -5.0915693e+02  -1.0841782e+03  -5.1324611e+02  -1.1037739e+03  -5.1143921e+02  -1.1144583e+03  -5.0257342e+02  -1.1142355e+03  -4.8545430e+02  -1.1009531e+03  -6.9524811e+02  -1.6470441e+03  -8.1624449e+01  -2.0009018e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5240802e+04   6.0824107e+04   2.7421045e+04   6.6424002e+04   2.9902431e+04   7.2791244e+04   3.2728301e+04   8.0043032e+04   3.5948163e+04   8.8314758e+04   6.4143854e+04   1.5854821e+05   8.7706561e+03   2.1754149e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.4119095e+03   6.4176286e+05
   174.70   4.3031682e+05   1.0295713e+06   2.3350879e+07   7.5603463e+06  -3.3430263e+06   0.0000000e+00  -4.6351697e+02  -9.8113315e+02  -4.6340016e+02  -9.9040492e+02  -4.5713645e+02  -9.8985240e+02  -4.4364850e+02  -9.7753912e+02  -4.2188675e+02  -9.5145733e+02  -5.9279293e+02  -1.3998558e+03  -4.1380751e+01  -1.0133296e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5419067e+04   6.2265726e+04   2.7229179e+04   6.7444547e+04   2.9265413e+04   7.3300771e+04   3.1558624e+04   7.9936508e+04   3.4143817e+04   8.7469600e+04   6.0321927e+04   1.5701727e+05   4.9421521e+03   1.2980833e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.1001697e+04   6.2520817e+05
   174.80   4.3885616e+05   1.0574985e+06   2.3328978e+07   8.0315199e+06  -3.5780943e+06   0.0000000e+00  -4.1939476e+02  -8.8107634e+02  -4.1594502e+02  -8.8172303e+02  -4.0628525e+02  -8.7202949e+02  -3.8944889e+02  -8.5019225e+02  -3.6455608e+02  -8.1443299e+02  -4.9715497e+02  -1.1638956e+03  -1.6935225e+01  -4.1177103e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5389421e+04   6.3181884e+04   2.6800076e+04   6.7867199e+04   2.8357514e+04   7.3128809e+04   3.0079477e+04   7.9052006e+04   3.1985756e+04   8.5735077e+04   5.5103527e+04   1.5199779e+05   2.2195871e+03   6.2243903e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.3855896e+04   6.0616145e+05
   174.90   4.4487162e+05   1.0779349e+06   2.3304405e+07   8.4568272e+06  -3.7969345e+06   0.0000000e+00  -3.7722311e+02  -7.8513688e+02  -3.7128914e+02  -7.7886991e+02  -3.5924328e+02  -7.6210687e+02  -3.4024333e+02  -7.3323210e+02  -3.1358781e+02  -6.9075493e+02  -4.1028184e+02  -9.4566007e+02  -4.3825990e+00  -1.0496262e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5183616e+04   6.3606630e+04   2.6172082e+04   6.7733612e+04   2.7224774e+04   7.2325898e+04   2.8345872e+04   7.7450430e+04   2.9539448e+04   8.3184184e+04   4.8703998e+04   1.4350501e+05   6.1890311e+02   1.8738186e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.6937528e+04   5.8467000e+05
   175.00   4.4887109e+05   1.0915395e+06   2.3277257e+07   8.8379332e+06  -4.0012207e+06   0.0000000e+00  -3.3732943e+02  -6.9422291e+02  -3.2971173e+02  -6.8271132e+02  -3.1621265e+02  -6.6086127e+02  -2.9611685e+02  -6.2727982e+02  -2.6889484e+02  -5.8079482e+02  -3.3344665e+02  -7.5027177e+02  -1.3141950e-01  -3.0685873e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4836834e+04   6.3581680e+04   2.5387516e+04   6.7094327e+04   2.5917833e+04   7.0952878e+04   2.6418143e+04   7.5204630e+04   2.6876518e+04   7.9903760e+04   4.1454841e+04   1.3179407e+05   1.9478994e+01   6.4667371e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0207115e+04   5.6079139e+05
   175.10   4.5139239e+05   1.0990532e+06   2.3247643e+07   9.1771524e+06  -4.1928205e+06   0.0000000e+00  -2.9993860e+02  -6.0901792e+02  -2.9136998e+02  -5.9383964e+02  -2.7725352e+02  -5.6874090e+02  -2.5699352e+02  -5.3256674e+02  -2.3125806e+02  -4.8671846e+02  -2.6736863e+02  -5.8155326e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4387057e+04   6.3155799e+04   2.4491927e+04   6.6008051e+04   2.4491059e+04   6.9080043e+04   2.4360926e+04   7.2398396e+04   2.4198746e+04   7.6417272e+04   3.3841421e+04   1.1760123e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.3623229e+04   5.3459337e+05
   175.20   4.5298788e+05   1.1013023e+06   2.3215683e+07   9.4770250e+06  -4.3737450e+06   0.0000000e+00  -2.6517993e+02  -5.2998649e+02  -2.5631078e+02  -5.1258753e+02  -2.4230247e+02  -4.8589052e+02  -2.2266404e+02  -4.4897552e+02  -2.0154587e+02  -4.1040053e+02  -2.1223892e+02  -4.4153087e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.3874329e+04   6.2383978e+04   2.3533232e+04   6.4540681e+04   2.3001537e+04   6.6785999e+04   2.2241967e+04   6.9125127e+04   2.1737785e+04   7.3530755e+04   2.6433350e+04   1.0225745e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.7143054e+04   5.0615368e+05
   175.30   4.5421081e+05   1.0991583e+06   2.3181510e+07   9.7406625e+06  -4.5461638e+06   0.0000000e+00  -2.3309734e+02  -4.5738834e+02  -2.2448577e+02  -4.3905126e+02  -2.1119404e+02  -4.1218724e+02  -1.9281590e+02  -3.7609295e+02  -1.7777689e+02  -3.4734317e+02  -1.6735474e+02  -3.2909424e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.3339934e+04   6.1326421e+04   2.2560751e+04   6.2764117e+04   2.1507935e+04   6.4156265e+04   2.0130807e+04   6.5486191e+04   1.9357655e+04   7.0883072e+04   1.9596999e+04   8.6609500e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.0722945e+04   4.7555979e+05
   175.40   4.5560666e+05   1.0935263e+06   2.3145262e+07   9.9715739e+06  -4.7122989e+06   0.0000000e+00  -2.0366205e+02  -3.9129958e+02  -1.9576859e+02  -3.7312131e+02  -1.8368372e+02  -3.4728374e+02  -1.6706373e+02  -3.1326984e+02  -1.5852500e+02  -2.9443837e+02  -1.3152114e+02  -2.4146044e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2825522e+04   6.0047358e+04   2.1624184e+04   6.0754875e+04   2.0069313e+04   6.1281657e+04   1.8097384e+04   6.1589040e+04   1.6968783e+04   6.8133437e+04   1.3604128e+04   7.1383394e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.4318970e+04   4.4290840e+05
   175.50   4.5770112e+05   1.0853291e+06   2.3107090e+07   1.0173529e+07  -4.8743584e+06   0.0000000e+00  -1.7678685e+02  -3.3163906e+02  -1.6997300e+02  -3.1451824e+02  -1.5947072e+02  -2.9065601e+02  -1.4497759e+02  -2.5968358e+02  -1.4283578e+02  -2.4972464e+02  -1.0332092e+02  -1.7494334e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2372201e+04   5.8613754e+04   2.0772546e+04   5.8592572e+04   1.8743879e+04   5.8256514e+04   1.6210583e+04   5.7545129e+04   1.4549449e+04   6.5038017e+04   8.6283515e+03   5.7170353e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.7887431e+04   4.0830501e+05
   175.60   4.6098880e+05   1.0754882e+06   2.3067151e+07   1.0350462e+07  -5.0344738e+06   0.0000000e+00  -1.5234102e+02  -2.7819831e+02  -1.4687099e+02  -2.6283115e+02  -1.3821939e+02  -2.4165213e+02  -1.2610757e+02  -2.1439952e+02  -1.3005895e+02  -2.1194372e+02  -8.1318023e+01  -1.2558658e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2019637e+04   5.7093919e+04   2.0053123e+04   5.6358304e+04   1.7587767e+04   5.5176805e+04   1.4536809e+04   5.3467724e+04   1.2144282e+04   6.1466508e+04   4.7460395e+03   4.4407132e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.1385344e+04   3.7186323e+05
   175.70   4.6592260e+05   1.0649057e+06   2.3025606e+07   1.0506367e+07  -5.1946383e+06   0.0000000e+00  -1.3016535e+02  -2.3067320e+02  -1.2620989e+02  -2.1755664e+02  -1.1957801e+02  -1.9953952e+02  -1.1000360e+02  -1.7642736e+02  -1.1972330e+02  -1.8020664e+02  -6.4183492e+01  -8.9616858e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1805188e+04   5.5556095e+04   1.9510449e+04   5.4132999e+04   1.6653848e+04   5.2138210e+04   1.3138611e+04   4.9469647e+04   9.8557624e+03   5.7404249e+04   1.9447060e+03   3.3371854e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.4770889e+04   3.3370416e+05
   175.80   4.7290415e+05   1.0544462e+06   2.2982625e+07   1.0645198e+07  -5.3566495e+06   0.0000000e+00  -1.1008657e+02  -1.8869556e+02  -1.0772808e+02  -1.7813623e+02  -1.0319482e+02  -1.6354828e+02  -9.6229994e+01  -1.4477019e+02  -1.1144834e+02  -1.5377556e+02  -5.0759014e+01  -6.3720122e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1763092e+04   5.4067061e+04   1.9185375e+04   5.1995781e+04   1.5990642e+04   4.9234208e+04   1.2073402e+04   4.5661065e+04   7.8308953e+03   5.2942840e+04   1.3656417e+02   2.4192145e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.8003811e+04   2.9395566e+05
   175.90   4.8227527e+05   1.0449203e+06   2.2938378e+07   1.0770772e+07  -5.5220576e+06   0.0000000e+00  -9.1931004e+01  -1.5186363e+02  -9.1168941e+01  -1.4399095e+02  -8.8731068e+01  -1.3290924e+02  -8.4375287e+01  -1.1846472e+02  -1.0488191e+02  -1.3194510e+02  -4.0080008e+01  -4.5168541e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1923750e+04   5.2690779e+04   1.9114222e+04   5.0022406e+04   1.5641338e+04   4.6554261e+04   1.1392330e+04   4.2147367e+04   6.2450173e+03   4.8262545e+04  -8.2484900e+02   1.6862040e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.1045784e+04   2.5275158e+05
   176.00   4.9431096e+05   1.0370693e+06   2.2893043e+07   1.0886675e+07  -5.6921205e+06   0.0000000e+00  -7.5537062e+01  -1.1977014e+02  -7.6293273e+01  -1.1455196e+02  -7.5871520e+01  -1.0688577e+02  -7.4058372e+01  -9.6612116e+01  -9.9654871e+01  -1.1399588e+02  -3.1378998e+01  -3.1837429e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2313104e+04   5.1487157e+04   1.9328063e+04   4.8283810e+04   1.5642957e+04   4.4182127e+04   1.1139308e+04   3.9027204e+04   5.2842376e+03   4.3609499e+04  -1.1265659e+03   1.1264440e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.3860737e+04   2.1023100e+05
   176.10   5.0921359e+05   1.0315517e+06   2.2846795e+07   1.0996177e+07  -5.8677670e+06   0.0000000e+00  -6.0766839e+01  -9.2027691e+01  -6.2890303e+01  -8.9287021e+01  -6.4333353e+01  -8.4799564e+01  -6.4932465e+01  -7.8400203e+01  -9.5348779e+01  -9.9191554e+01  -2.4083224e+01  -2.2152924e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2952138e+04   5.0510930e+04   1.9852145e+04   4.6844813e+04   1.6025682e+04   4.2194346e+04   1.1350229e+04   3.6390735e+04   5.1273768e+03   3.9270031e+04  -9.7751191e+02   7.1966690e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.6415134e+04   1.6653751e+05
   176.20   5.2710872e+05   1.0289314e+06   2.2799813e+07   1.1102166e+07  -6.0495687e+06   0.0000000e+00  -4.7516779e+01  -6.8290866e+01  -5.0787862e+01  -6.7722758e+01  -5.3874216e+01  -6.6050787e+01  -5.6688756e+01  -6.3118189e+01  -9.1477999e+01  -8.6795381e+01  -1.7811546e+01  -1.5006228e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.3856496e+04   4.9810693e+04   2.0705444e+04   4.5763000e+04   1.6812345e+04   4.0658949e+04   1.2052385e+04   3.4318124e+04   5.9276074e+03   3.5543442e+04  -5.8946055e+02   4.3976740e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.8678235e+04   1.2181842e+05
   176.30   5.4804240e+05   1.0296682e+06   2.2752275e+07   1.1207077e+07  -6.2377204e+06   0.0000000e+00  -3.5727688e+01  -4.8275344e+01  -3.9862188e+01  -4.9463099e+01  -4.4300552e+01  -5.0133675e+01  -4.9061434e+01  -5.0165873e+01  -8.7490407e+01  -7.6091683e+01  -1.2368455e+01  -9.6609485e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5036224e+04   4.9428109e+04   2.1900374e+04   4.5087797e+04   1.8018095e+04   3.9634385e+04   1.3264076e+04   3.2878302e+04   7.7933893e+03   3.2713595e+04  -1.5716638e+02   2.5765334e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.0622316e+04   7.6224137e+04
