
These predictions were generated by MoorDyn (v2.0.02023-09-18) on 02-Oct-2023 at 10:38:20.

 
 
 
      Time            P1FX            P1FY            P1FZ            P2FX            P2FY            P2FZ         L1N20PX         L1N20PY         L1N20PZ          L1N9PX         L1N10PY         L1N10PZ          L1N10T          L1N1PX          L1N1PY          L1N1PZ           L1N1T
   33.2000   2.3811348E+06   0.0000000E+00  -3.0132303E+06  -2.3851639E+06   0.0000000E+00  -5.5140826E+04   7.0447608E+02   0.0000000E+00  -5.4428050E+02   1.1942146E+03   0.0000000E+00  -6.0000377E+02   2.3842289E+06   1.5549127E+03   0.0000000E+00  -6.0000376E+02   2.3851541E+06
   33.4000   2.3811554E+06   0.0000000E+00  -3.0141308E+06  -2.3858440E+06   0.0000000E+00  -5.5140883E+04   7.0447916E+02   0.0000000E+00  -5.4422940E+02   1.1942143E+03   0.0000000E+00  -6.0000377E+02   2.3849872E+06   1.5549127E+03   0.0000000E+00  -6.0000376E+02   2.3858351E+06
   33.6000   2.3819443E+06   0.0000000E+00  -3.0159425E+06  -2.3851553E+06   0.0000000E+00  -5.5140825E+04   7.0448399E+02   0.0000000E+00  -5.4417599E+02   1.1942145E+03   0.0000000E+00  -6.0000377E+02   2.3847461E+06   1.5549127E+03   0.0000000E+00  -6.0000376E+02   2.3851510E+06
   33.8000   2.3829885E+06   0.0000000E+00  -3.0180053E+06  -2.3838879E+06   0.0000000E+00  -5.5140720E+04   7.0449014E+02   0.0000000E+00  -5.4412081E+02   1.1942149E+03   0.0000000E+00  -6.0000377E+02   2.3840797E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3838900E+06
   34.0000   2.3837015E+06   0.0000000E+00  -3.0195688E+06  -2.3830377E+06   0.0000000E+00  -5.5140649E+04   7.0449690E+02   0.0000000E+00  -5.4406491E+02   1.1942151E+03   0.0000000E+00  -6.0000377E+02   2.3836747E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3830444E+06
   34.2000   2.3837045E+06   0.0000000E+00  -3.0201544E+06  -2.3832921E+06   0.0000000E+00  -5.5140671E+04   7.0450356E+02   0.0000000E+00  -5.4400955E+02   1.1942151E+03   0.0000000E+00  -6.0000377E+02   2.3839969E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3832996E+06
   34.4000   2.3829820E+06   0.0000000E+00  -3.0197521E+06  -2.3846916E+06   0.0000000E+00  -5.5140787E+04   7.0450969E+02   0.0000000E+00  -5.4395605E+02   1.1942147E+03   0.0000000E+00  -6.0000377E+02   2.3850866E+06   1.5549127E+03   0.0000000E+00  -6.0000376E+02   2.3846958E+06
   34.6000   2.3818768E+06   0.0000000E+00  -3.0188126E+06  -2.3866698E+06   0.0000000E+00  -5.5140951E+04   7.0451520E+02   0.0000000E+00  -5.4390546E+02   1.1942141E+03   0.0000000E+00  -6.0000377E+02   2.3865800E+06   1.5549127E+03   0.0000000E+00  -6.0000376E+02   2.3866688E+06
   34.8000   2.3809184E+06   0.0000000E+00  -3.0180248E+06  -2.3884152E+06   0.0000000E+00  -5.5141096E+04   7.0452025E+02   0.0000000E+00  -5.4385850E+02   1.1942135E+03   0.0000000E+00  -6.0000377E+02   2.3879246E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3884100E+06
   35.0000   2.3805504E+06   0.0000000E+00  -3.0179656E+06  -2.3892977E+06   0.0000000E+00  -5.5141170E+04   7.0452507E+02   0.0000000E+00  -5.4381553E+02   1.1942132E+03   0.0000000E+00  -6.0000377E+02   2.3886731E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3892911E+06
   35.2000   2.3809034E+06   0.0000000E+00  -3.0188114E+06  -2.3891500E+06   0.0000000E+00  -5.5141157E+04   7.0452977E+02   0.0000000E+00  -5.4377669E+02   1.1942132E+03   0.0000000E+00  -6.0000377E+02   2.3887066E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3891453E+06
   35.4000   2.3817478E+06   0.0000000E+00  -3.0202787E+06  -2.3883221E+06   0.0000000E+00  -5.5141088E+04   7.0453420E+02   0.0000000E+00  -5.4374207E+02   1.1942134E+03   0.0000000E+00  -6.0000377E+02   2.3882790E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3883216E+06
   35.6000   2.3826408E+06   0.0000000E+00  -3.0218130E+06  -2.3874992E+06   0.0000000E+00  -5.5141020E+04   7.0453803E+02   0.0000000E+00  -5.4371182E+02   1.1942137E+03   0.0000000E+00  -6.0000377E+02   2.3878646E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3875031E+06
   35.8000   2.3831608E+06   0.0000000E+00  -3.0228898E+06  -2.3873345E+06   0.0000000E+00  -5.5141006E+04   7.0454089E+02   0.0000000E+00  -5.4368619E+02   1.1942137E+03   0.0000000E+00  -6.0000377E+02   2.3878481E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3873397E+06
   36.0000   2.3830981E+06   0.0000000E+00  -3.0232556E+06  -2.3880244E+06   0.0000000E+00  -5.5141064E+04   7.0454246E+02   0.0000000E+00  -5.4366554E+02   1.1942135E+03   0.0000000E+00  -6.0000377E+02   2.3884589E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3880290E+06
   36.2000   2.3824929E+06   0.0000000E+00  -3.0229762E+06  -2.3894014E+06   0.0000000E+00  -5.5141178E+04   7.0454269E+02   0.0000000E+00  -5.4365013E+02   1.1942131E+03   0.0000000E+00  -6.0000377E+02   2.3895568E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3894030E+06
   36.4000   2.3816388E+06   0.0000000E+00  -3.0224329E+06  -2.3909769E+06   0.0000000E+00  -5.5141309E+04   7.0454179E+02   0.0000000E+00  -5.4364005E+02   1.1942126E+03   0.0000000E+00  -6.0000377E+02   2.3907870E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3909749E+06
   36.6000   2.3809458E+06   0.0000000E+00  -3.0221438E+06  -2.3921833E+06   0.0000000E+00  -5.5141410E+04   7.0454012E+02   0.0000000E+00  -5.4363505E+02   1.1942122E+03   0.0000000E+00  -6.0000377E+02   2.3917596E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3921789E+06
   36.8000   2.3806663E+06   0.0000000E+00  -3.0224152E+06  -2.3926637E+06   0.0000000E+00  -5.5141449E+04   7.0453804E+02   0.0000000E+00  -5.4363464E+02   1.1942121E+03   0.0000000E+00  -6.0000377E+02   2.3922096E+06   1.5549124E+03   0.0000000E+00  -6.0000376E+02   2.3926590E+06
   37.0000   2.3808118E+06   0.0000000E+00  -3.0232364E+06  -2.3924063E+06   0.0000000E+00  -5.5141428E+04   7.0453586E+02   0.0000000E+00  -5.4363810E+02   1.1942121E+03   0.0000000E+00  -6.0000377E+02   2.3921328E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3924034E+06
   37.2000   2.3811923E+06   0.0000000E+00  -3.0243361E+06  -2.3917416E+06   0.0000000E+00  -5.5141373E+04   7.0453369E+02   0.0000000E+00  -5.4364472E+02   1.1942123E+03   0.0000000E+00  -6.0000377E+02   2.3917778E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3917421E+06
   37.4000   2.3815165E+06   0.0000000E+00  -3.0253179E+06  -2.3911911E+06   0.0000000E+00  -5.5141327E+04   7.0453152E+02   0.0000000E+00  -5.4365394E+02   1.1942125E+03   0.0000000E+00  -6.0000377E+02   2.3914828E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3911942E+06
   37.6000   2.3815425E+06   0.0000000E+00  -3.0258593E+06  -2.3911551E+06   0.0000000E+00  -5.5141324E+04   7.0452924E+02   0.0000000E+00  -5.4366545E+02   1.1942125E+03   0.0000000E+00  -6.0000377E+02   2.3915161E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3911589E+06
   37.8000   2.3811923E+06   0.0000000E+00  -3.0258583E+06  -2.3917119E+06   0.0000000E+00  -5.5141370E+04   7.0452683E+02   0.0000000E+00  -5.4367912E+02   1.1942123E+03   0.0000000E+00  -6.0000377E+02   2.3919474E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3917144E+06
   38.0000   2.3805837E+06   0.0000000E+00  -3.0254726E+06  -2.3926242E+06   0.0000000E+00  -5.5141446E+04   7.0452437E+02   0.0000000E+00  -5.4369492E+02   1.1942121E+03   0.0000000E+00  -6.0000377E+02   2.3926125E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3926241E+06
   38.2000   2.3799703E+06   0.0000000E+00  -3.0250344E+06  -2.3934711E+06   0.0000000E+00  -5.5141517E+04   7.0452205E+02   0.0000000E+00  -5.4371272E+02   1.1942118E+03   0.0000000E+00  -6.0000377E+02   2.3932099E+06   1.5549124E+03   0.0000000E+00  -6.0000376E+02   2.3934684E+06
   38.4000   2.3795976E+06   0.0000000E+00  -3.0248614E+06  -2.3938502E+06   0.0000000E+00  -5.5141548E+04   7.0452012E+02   0.0000000E+00  -5.4373225E+02   1.1942117E+03   0.0000000E+00  -6.0000377E+02   2.3934533E+06   1.5549124E+03   0.0000000E+00  -6.0000376E+02   2.3938460E+06
   38.6000   2.3795671E+06   0.0000000E+00  -3.0250771E+06  -2.3935633E+06   0.0000000E+00  -5.5141524E+04   7.0451878E+02   0.0000000E+00  -5.4375307E+02   1.1942117E+03   0.0000000E+00  -6.0000377E+02   2.3932007E+06   1.5549124E+03   0.0000000E+00  -6.0000376E+02   2.3935596E+06
   38.8000   2.3797977E+06   0.0000000E+00  -3.0255623E+06  -2.3926967E+06   0.0000000E+00  -5.5141452E+04   7.0451810E+02   0.0000000E+00  -5.4377471E+02   1.1942120E+03   0.0000000E+00  -6.0000377E+02   2.3925098E+06   1.5549124E+03   0.0000000E+00  -6.0000376E+02   2.3926947E+06
   39.0000   2.3800842E+06   0.0000000E+00  -3.0260313E+06  -2.3915588E+06   0.0000000E+00  -5.5141357E+04   7.0451804E+02   0.0000000E+00  -5.4379676E+02   1.1942123E+03   0.0000000E+00  -6.0000377E+02   2.3915880E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3915591E+06
   39.2000   2.3802054E+06   0.0000000E+00  -3.0261735E+06  -2.3905044E+06   0.0000000E+00  -5.5141270E+04   7.0451845E+02   0.0000000E+00  -5.4381893E+02   1.1942127E+03   0.0000000E+00  -6.0000377E+02   2.3906702E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3905062E+06
   39.4000   2.3800320E+06   0.0000000E+00  -3.0257950E+06  -2.3897384E+06   0.0000000E+00  -5.5141206E+04   7.0451919E+02   0.0000000E+00  -5.4384108E+02   1.1942129E+03   0.0000000E+00  -6.0000377E+02   2.3898954E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3897401E+06
   39.6000   2.3795895E+06   0.0000000E+00  -3.0248993E+06  -2.3890359E+06   0.0000000E+00  -5.5141148E+04   7.0452016E+02   0.0000000E+00  -5.4386308E+02   1.1942133E+03   0.0000000E+00  -6.0000377E+02   2.3884095E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3890178E+06
   39.8000   2.3790027E+06   0.0000000E+00  -3.0236187E+06  -2.3871868E+06   0.0000000E+00  -5.5140994E+04   7.0452130E+02   0.0000000E+00  -5.4388483E+02   1.1942137E+03   0.0000000E+00  -6.0000377E+02   2.3874999E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3871961E+06
   40.0000   2.3780198E+06   0.0000000E+00  -3.0216208E+06  -2.3860545E+06   0.0000000E+00  -5.5140900E+04   7.0452284E+02   0.0000000E+00  -5.4390619E+02   1.1942142E+03   0.0000000E+00  -6.0000377E+02   2.3858296E+06   1.5549127E+03   0.0000000E+00  -6.0000376E+02   2.3860510E+06
   40.2000   2.3774962E+06   0.0000000E+00  -3.0199643E+06  -2.3844280E+06   0.0000000E+00  -5.5140765E+04   7.0452477E+02   0.0000000E+00  -5.4392695E+02   1.1942147E+03   0.0000000E+00  -6.0000377E+02   2.3840812E+06   1.5549127E+03   0.0000000E+00  -6.0000376E+02   2.3844243E+06
   40.4000   2.3774363E+06   0.0000000E+00  -3.0186540E+06  -2.3822368E+06   0.0000000E+00  -5.5140583E+04   7.0452705E+02   0.0000000E+00  -5.4394707E+02   1.1942154E+03   0.0000000E+00  -6.0000377E+02   2.3820121E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3822347E+06
   40.6000   2.3773028E+06   0.0000000E+00  -3.0170339E+06  -2.3796968E+06   0.0000000E+00  -5.5140371E+04   7.0452959E+02   0.0000000E+00  -5.4396675E+02   1.1942162E+03   0.0000000E+00  -6.0000377E+02   2.3795411E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3796950E+06
   40.8000   2.3773669E+06   0.0000000E+00  -3.0154770E+06  -2.3769278E+06   0.0000000E+00  -5.5140141E+04   7.0453200E+02   0.0000000E+00  -5.4398639E+02   1.1942171E+03   0.0000000E+00  -6.0000377E+02   2.3771092E+06   1.5549130E+03   0.0000000E+00  -6.0000376E+02   2.3769293E+06
   41.0000   2.3776216E+06   0.0000000E+00  -3.0140287E+06  -2.3745211E+06   0.0000000E+00  -5.5139941E+04   7.0453387E+02   0.0000000E+00  -5.4400656E+02   1.1942179E+03   0.0000000E+00  -6.0000377E+02   2.3750144E+06   1.5549131E+03   0.0000000E+00  -6.0000376E+02   2.3745269E+06
   41.2000   2.3778460E+06   0.0000000E+00  -3.0124807E+06  -2.3729550E+06   0.0000000E+00  -5.5139811E+04   7.0453486E+02   0.0000000E+00  -5.4402785E+02   1.1942184E+03   0.0000000E+00  -6.0000377E+02   2.3732683E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3729579E+06
   41.4000   2.3780358E+06   0.0000000E+00  -3.0109014E+06  -2.3718684E+06   0.0000000E+00  -5.5139721E+04   7.0453472E+02   0.0000000E+00  -5.4405062E+02   1.1942188E+03   0.0000000E+00  -6.0000377E+02   2.3721114E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3718706E+06
   41.6000   2.3782525E+06   0.0000000E+00  -3.0094425E+06  -2.3711775E+06   0.0000000E+00  -5.5139664E+04   7.0453340E+02   0.0000000E+00  -5.4407493E+02   1.1942191E+03   0.0000000E+00  -6.0000377E+02   2.3714646E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3711806E+06
   41.8000   2.3786591E+06   0.0000000E+00  -3.0083762E+06  -2.3709597E+06   0.0000000E+00  -5.5139645E+04   7.0453107E+02   0.0000000E+00  -5.4410042E+02   1.1942191E+03   0.0000000E+00  -6.0000377E+02   2.3711377E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3709614E+06
   42.0000   2.3794280E+06   0.0000000E+00  -3.0079739E+06  -2.3710125E+06   0.0000000E+00  -5.5139650E+04   7.0452792E+02   0.0000000E+00  -5.4412647E+02   1.1942191E+03   0.0000000E+00  -6.0000377E+02   2.3710994E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3710133E+06
   42.2000   2.3804578E+06   0.0000000E+00  -3.0081478E+06  -2.3711974E+06   0.0000000E+00  -5.5139665E+04   7.0452418E+02   0.0000000E+00  -5.4415238E+02   1.1942191E+03   0.0000000E+00  -6.0000377E+02   2.3712968E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3711983E+06
   42.4000   2.3815752E+06   0.0000000E+00  -3.0086939E+06  -2.3715529E+06   0.0000000E+00  -5.5139695E+04   7.0452001E+02   0.0000000E+00  -5.4417753E+02   1.1942190E+03   0.0000000E+00  -6.0000377E+02   2.3717415E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3715547E+06
   42.6000   2.3827167E+06   0.0000000E+00  -3.0095125E+06  -2.3722363E+06   0.0000000E+00  -5.5139752E+04   7.0451545E+02   0.0000000E+00  -5.4420144E+02   1.1942188E+03   0.0000000E+00  -6.0000377E+02   2.3725343E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3722394E+06
   42.8000   2.3838000E+06   0.0000000E+00  -3.0104470E+06  -2.3734225E+06   0.0000000E+00  -5.5139850E+04   7.0451056E+02   0.0000000E+00  -5.4422383E+02   1.1942184E+03   0.0000000E+00  -6.0000377E+02   2.3737022E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3734255E+06
   43.0000   2.3847426E+06   0.0000000E+00  -3.0113147E+06  -2.3750558E+06   0.0000000E+00  -5.5139986E+04   7.0450539E+02   0.0000000E+00  -5.4424447E+02   1.1942179E+03   0.0000000E+00  -6.0000377E+02   2.3751880E+06   1.5549131E+03   0.0000000E+00  -6.0000376E+02   2.3750571E+06
   43.2000   2.3855559E+06   0.0000000E+00  -3.0120432E+06  -2.3768780E+06   0.0000000E+00  -5.5140138E+04   7.0450011E+02   0.0000000E+00  -5.4426308E+02   1.1942173E+03   0.0000000E+00  -6.0000377E+02   2.3768696E+06   1.5549130E+03   0.0000000E+00  -6.0000376E+02   2.3768779E+06
   43.4000   2.3863386E+06   0.0000000E+00  -3.0126881E+06  -2.3786626E+06   0.0000000E+00  -5.5140286E+04   7.0449494E+02   0.0000000E+00  -5.4427931E+02   1.1942167E+03   0.0000000E+00  -6.0000377E+02   2.3785397E+06   1.5549130E+03   0.0000000E+00  -6.0000376E+02   2.3786614E+06
   43.6000   2.3872024E+06   0.0000000E+00  -3.0133642E+06  -2.3802253E+06   0.0000000E+00  -5.5140416E+04   7.0449018E+02   0.0000000E+00  -5.4429268E+02   1.1942162E+03   0.0000000E+00  -6.0000377E+02   2.3799976E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3802230E+06
   43.8000   2.3881603E+06   0.0000000E+00  -3.0141182E+06  -2.3813981E+06   0.0000000E+00  -5.5140513E+04   7.0448608E+02   0.0000000E+00  -5.4430272E+02   1.1942158E+03   0.0000000E+00  -6.0000377E+02   2.3811276E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3813953E+06
   44.0000   2.3890930E+06   0.0000000E+00  -3.0148789E+06  -2.3821248E+06   0.0000000E+00  -5.5140574E+04   7.0448280E+02   0.0000000E+00  -5.4430914E+02   1.1942155E+03   0.0000000E+00  -6.0000377E+02   2.3819072E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3821225E+06
   44.2000   2.3898388E+06   0.0000000E+00  -3.0155449E+06  -2.3825080E+06   0.0000000E+00  -5.5140605E+04   7.0448033E+02   0.0000000E+00  -5.4431192E+02   1.1942154E+03   0.0000000E+00  -6.0000377E+02   2.3824031E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3825070E+06
   44.4000   2.3902627E+06   0.0000000E+00  -3.0160357E+06  -2.3827391E+06   0.0000000E+00  -5.5140625E+04   7.0447854E+02   0.0000000E+00  -5.4431136E+02   1.1942153E+03   0.0000000E+00  -6.0000377E+02   2.3827272E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3827391E+06
   44.6000   2.3902733E+06   0.0000000E+00  -3.0162810E+06  -2.3829631E+06   0.0000000E+00  -5.5140643E+04   7.0447724E+02   0.0000000E+00  -5.4430800E+02   1.1942152E+03   0.0000000E+00  -6.0000377E+02   2.3829659E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3829632E+06
   44.8000   2.3898606E+06   0.0000000E+00  -3.0162514E+06  -2.3831900E+06   0.0000000E+00  -5.5140662E+04   7.0447623E+02   0.0000000E+00  -5.4430247E+02   1.1942151E+03   0.0000000E+00  -6.0000377E+02   2.3831445E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3831895E+06
   45.0000   2.3891235E+06   0.0000000E+00  -3.0159975E+06  -2.3833320E+06   0.0000000E+00  -5.5140674E+04   7.0447543E+02   0.0000000E+00  -5.4429529E+02   1.1942151E+03   0.0000000E+00  -6.0000377E+02   2.3832228E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3833309E+06
   45.2000   2.3882364E+06   0.0000000E+00  -3.0156357E+06  -2.3832839E+06   0.0000000E+00  -5.5140670E+04   7.0447489E+02   0.0000000E+00  -5.4428661E+02   1.1942151E+03   0.0000000E+00  -6.0000377E+02   2.3831228E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3832822E+06
   45.4000   2.3873678E+06   0.0000000E+00  -3.0152831E+06  -2.3829639E+06   0.0000000E+00  -5.5140643E+04   7.0447476E+02   0.0000000E+00  -5.4427628E+02   1.1942152E+03   0.0000000E+00  -6.0000377E+02   2.3827844E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3829620E+06
   45.6000   2.3866069E+06   0.0000000E+00  -3.0149971E+06  -2.3823493E+06   0.0000000E+00  -5.5140592E+04   7.0447529E+02   0.0000000E+00  -5.4426388E+02   1.1942154E+03   0.0000000E+00  -6.0000377E+02   2.3822097E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3823479E+06
   45.8000   2.3859480E+06   0.0000000E+00  -3.0147714E+06  -2.3815163E+06   0.0000000E+00  -5.5140523E+04   7.0447665E+02   0.0000000E+00  -5.4424894E+02   1.1942157E+03   0.0000000E+00  -6.0000377E+02   2.3814725E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3815158E+06
   46.0000   2.3853252E+06   0.0000000E+00  -3.0145715E+06  -2.3806303E+06   0.0000000E+00  -5.5140449E+04   7.0447892E+02   0.0000000E+00  -5.4423125E+02   1.1942159E+03   0.0000000E+00  -6.0000377E+02   2.3806996E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3806311E+06
   46.2000   2.3846566E+06   0.0000000E+00  -3.0143640E+06  -2.3798770E+06   0.0000000E+00  -5.5140387E+04   7.0448202E+02   0.0000000E+00  -5.4421094E+02   1.1942162E+03   0.0000000E+00  -6.0000377E+02   2.3800253E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3798786E+06
   46.4000   2.3838860E+06   0.0000000E+00  -3.0141344E+06  -2.3793779E+06   0.0000000E+00  -5.5140345E+04   7.0448578E+02   0.0000000E+00  -5.4418853E+02   1.1942164E+03   0.0000000E+00  -6.0000377E+02   2.3795446E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3793796E+06
   46.6000   2.3830206E+06   0.0000000E+00  -3.0139052E+06  -2.3791523E+06   0.0000000E+00  -5.5140326E+04   7.0448994E+02   0.0000000E+00  -5.4416478E+02   1.1942165E+03   0.0000000E+00  -6.0000377E+02   2.3792861E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3791537E+06
   46.8000   2.3821395E+06   0.0000000E+00  -3.0137377E+06  -2.3791387E+06   0.0000000E+00  -5.5140325E+04   7.0449430E+02   0.0000000E+00  -5.4414045E+02   1.1942165E+03   0.0000000E+00  -6.0000377E+02   2.3792152E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3791394E+06
   47.0000   2.3813617E+06   0.0000000E+00  -3.0137049E+06  -2.3792403E+06   0.0000000E+00  -5.5140334E+04   7.0449871E+02   0.0000000E+00  -5.4411614E+02   1.1942164E+03   0.0000000E+00  -6.0000377E+02   2.3792629E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3792405E+06
   47.2000   2.3807895E+06   0.0000000E+00  -3.0138517E+06  -2.3793708E+06   0.0000000E+00  -5.5140345E+04   7.0450311E+02   0.0000000E+00  -5.4409213E+02   1.1942164E+03   0.0000000E+00  -6.0000377E+02   2.3793664E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3793707E+06
   47.4000   2.3804642E+06   0.0000000E+00  -3.0141741E+06  -2.3794915E+06   0.0000000E+00  -5.5140355E+04   7.0450752E+02   0.0000000E+00  -5.4406843E+02   1.1942164E+03   0.0000000E+00  -6.0000377E+02   2.3794981E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3794916E+06
   47.6000   2.3803531E+06   0.0000000E+00  -3.0146264E+06  -2.3796269E+06   0.0000000E+00  -5.5140366E+04   7.0451197E+02   0.0000000E+00  -5.4404491E+02   1.1942163E+03   0.0000000E+00  -6.0000377E+02   2.3796721E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3796273E+06
   47.8000   2.3803678E+06   0.0000000E+00  -3.0151449E+06  -2.3798438E+06   0.0000000E+00  -5.5140384E+04   7.0451645E+02   0.0000000E+00  -5.4402146E+02   1.1942162E+03   0.0000000E+00  -6.0000377E+02   2.3799292E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3798447E+06
   48.0000   2.3804004E+06   0.0000000E+00  -3.0156716E+06  -2.3802070E+06   0.0000000E+00  -5.5140414E+04   7.0452090E+02   0.0000000E+00  -5.4399815E+02   1.1942161E+03   0.0000000E+00  -6.0000377E+02   2.3803081E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3802080E+06
   48.2000   2.3803660E+06   0.0000000E+00  -3.0161714E+06  -2.3807368E+06   0.0000000E+00  -5.5140458E+04   7.0452520E+02   0.0000000E+00  -5.4397525E+02   1.1942160E+03   0.0000000E+00  -6.0000377E+02   2.3808178E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3807377E+06
   48.4000   2.3802339E+06   0.0000000E+00  -3.0166377E+06  -2.3813941E+06   0.0000000E+00  -5.5140513E+04   7.0452918E+02   0.0000000E+00  -5.4395317E+02   1.1942158E+03   0.0000000E+00  -6.0000377E+02   2.3814255E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3813944E+06
   48.6000   2.3800332E+06   0.0000000E+00  -3.0170833E+06  -2.3820930E+06   0.0000000E+00  -5.5140571E+04   7.0453273E+02   0.0000000E+00  -5.4393234E+02   1.1942155E+03   0.0000000E+00  -6.0000377E+02   2.3820635E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3820927E+06
   48.8000   2.3798291E+06   0.0000000E+00  -3.0175208E+06  -2.3827328E+06   0.0000000E+00  -5.5140624E+04   7.0453579E+02   0.0000000E+00  -5.4391304E+02   1.1942153E+03   0.0000000E+00  -6.0000377E+02   2.3826531E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3827320E+06
   49.0000   2.3796858E+06   0.0000000E+00  -3.0179480E+06  -2.3832342E+06   0.0000000E+00  -5.5140666E+04   7.0453836E+02   0.0000000E+00  -5.4389532E+02   1.1942151E+03   0.0000000E+00  -6.0000377E+02   2.3831320E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3832332E+06
   49.2000   2.3796345E+06   0.0000000E+00  -3.0183454E+06  -2.3835657E+06   0.0000000E+00  -5.5140693E+04   7.0454049E+02   0.0000000E+00  -5.4387911E+02   1.1942150E+03   0.0000000E+00  -6.0000377E+02   2.3834731E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3835647E+06
   49.4000   2.3796583E+06   0.0000000E+00  -3.0186851E+06  -2.3837484E+06   0.0000000E+00  -5.5140708E+04   7.0454223E+02   0.0000000E+00  -5.4386423E+02   1.1942150E+03   0.0000000E+00  -6.0000377E+02   2.3836881E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3837478E+06
   49.6000   2.3796995E+06   0.0000000E+00  -3.0189434E+06  -2.3838385E+06   0.0000000E+00  -5.5140716E+04   7.0454360E+02   0.0000000E+00  -5.4385061E+02   1.1942149E+03   0.0000000E+00  -6.0000377E+02   2.3838167E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3838383E+06
