
These predictions were generated by SeaState on 20-Dec-2023 at 14:15:58.




      Time       Wave1Elev       Wave2Elev       Wave3Elev
   (sec)             (m)             (m)             (m)
  550.1000  -0.1553942E+00  -0.8108656E-01  -0.2680791E+00
  550.2000  -0.9080286E-01  -0.1011308E+00  -0.2863185E+00
  550.3000  -0.3334201E-01  -0.1198638E+00  -0.3009651E+00
  550.4000   0.1406834E-01  -0.1324337E+00  -0.3110515E+00
  550.5000   0.4922977E-01  -0.1368095E+00  -0.3155688E+00
  550.6000   0.7090467E-01  -0.1340489E+00  -0.3133908E+00
  550.7000   0.7914308E-01  -0.1270040E+00  -0.3034678E+00
  550.8000   0.7539865E-01  -0.1181890E+00  -0.2851959E+00
  550.9000   0.6219093E-01  -0.1079705E+00  -0.2587447E+00
  551.0000   0.4234438E-01  -0.9407837E-01  -0.2251467E+00
  551.1000   0.1815544E-01  -0.7274298E-01  -0.1861041E+00
  551.2000  -0.9022094E-02  -0.4090447E-01  -0.1436421E+00
  551.3000  -0.3846089E-01   0.1633643E-02  -0.9981336E-01
  551.4000  -0.6912519E-01   0.5123032E-01  -0.5659504E-01
  551.5000  -0.9867295E-01   0.1011589E+00  -0.1595854E-01
  551.6000  -0.1231172E+00   0.1437832E+00   0.2005442E-01
  551.7000  -0.1376006E+00   0.1731768E+00   0.4943875E-01
  551.8000  -0.1381355E+00   0.1870211E+00   0.7058550E-01
  551.9000  -0.1235242E+00   0.1870060E+00   0.8276598E-01
  552.0000  -0.9640085E-01   0.1776908E+00   0.8647480E-01
  552.1000  -0.6262256E-01   0.1644723E+00   0.8338577E-01
  552.2000  -0.2902429E-01   0.1516251E+00   0.7586213E-01
  552.3000  -0.4454590E-03   0.1411978E+00   0.6621964E-01
  552.4000   0.2254031E-01   0.1330278E+00   0.5611087E-01
  552.5000   0.4393682E-01   0.1255716E+00   0.4636726E-01
  552.6000   0.7029227E-01   0.1169419E+00   0.3739931E-01
  552.7000   0.1070937E+00   0.1056119E+00   0.2992604E-01
  552.8000   0.1552396E+00   0.9059295E-01   0.2557933E-01
  552.9000   0.2093597E+00   0.7127523E-01   0.2693624E-01
  553.0000   0.2589878E+00   0.4730245E-01   0.3680044E-01
  553.1000   0.2922859E+00   0.1874847E-01   0.5695755E-01
  553.2000   0.3007748E+00  -0.1343443E-01   0.8695147E-01
  553.3000   0.2829682E+00  -0.4700602E-01   0.1235076E+00
  553.4000   0.2452272E+00  -0.7844554E-01   0.1609885E+00
  553.5000   0.1993692E+00  -0.1035672E+00   0.1928259E+00
  553.6000   0.1580248E+00  -0.1185858E+00   0.2134330E+00
  553.7000   0.1297505E+00  -0.1211924E+00   0.2198685E+00
  553.8000   0.1159916E+00  -0.1111464E+00   0.2126176E+00
  553.9000   0.1111424E+00  -0.9011453E-01   0.1952131E+00
  554.0000   0.1055553E+00  -0.6086985E-01   0.1728832E+00
  554.1000   0.9007336E-01  -0.2628147E-01   0.1507731E+00
  554.2000   0.6006541E-01   0.1138799E-01   0.1323961E+00
  554.3000   0.1727402E-01   0.5056323E-01   0.1188207E+00
  554.4000  -0.3116020E-01   0.8987085E-01   0.1087693E+00
  554.5000  -0.7586972E-01   0.1274738E+00   0.9946935E-01
  554.6000  -0.1090959E+00   0.1607206E+00   0.8785948E-01
  554.7000  -0.1274913E+00   0.1864238E+00   0.7170817E-01
  554.8000  -0.1327803E+00   0.2017286E+00   0.5029992E-01
  554.9000  -0.1301887E+00   0.2051809E+00   0.2453670E-01
  555.0000  -0.1255256E+00   0.1974604E+00  -0.3496716E-02
  555.1000  -0.1223140E+00   0.1813793E+00  -0.3129785E-01
  555.2000  -0.1202276E+00   0.1610796E+00  -0.5675494E-01
  555.3000  -0.1154308E+00   0.1407370E+00  -0.7871477E-01
  555.4000  -0.1025604E+00   0.1232954E+00  -0.9711348E-01
  555.5000  -0.7740656E-01   0.1097216E+00  -0.1126342E+00
  555.6000  -0.3912435E-01   0.9901614E-01  -0.1260411E+00
  555.7000   0.8923046E-02   0.8888380E-01  -0.1374912E+00
  555.8000   0.5997085E-01   0.7670540E-01  -0.1461628E+00
  555.9000   0.1059107E+00   0.6039092E-01  -0.1504245E+00
  556.0000   0.1397436E+00   0.3881665E-01  -0.1485208E+00
  556.1000   0.1574871E+00   0.1179243E-01  -0.1394866E+00
  556.2000   0.1588992E+00  -0.2027911E-01  -0.1238328E+00
  556.3000   0.1468958E+00  -0.5678197E-01  -0.1036101E+00
  556.4000   0.1260590E+00  -0.9708052E-01  -0.8172122E-01
  556.5000   0.1009261E+00  -0.1404510E+00  -0.6073837E-01
  556.6000   0.7473318E-01  -0.1858373E+00  -0.4177104E-01
  556.7000   0.4899282E-01  -0.2316190E+00  -0.2396932E-01
  556.8000   0.2387026E-01  -0.2755737E+00  -0.4985547E-02
  556.9000  -0.1019409E-02  -0.3151120E+00   0.1774258E-01
  557.0000  -0.2589194E-01  -0.3477289E+00   0.4545342E-01
  557.1000  -0.5051350E-01  -0.3714982E+00   0.7700295E-01
  557.2000  -0.7442026E-01  -0.3854063E+00   0.1088287E+00
  557.3000  -0.9740081E-01  -0.3893881E+00   0.1359989E+00
  557.4000  -0.1198571E+00  -0.3840517E+00   0.1538847E+00
  557.5000  -0.1427460E+00  -0.3702331E+00   0.1596879E+00
  557.6000  -0.1670542E+00  -0.3485996E+00   0.1531398E+00
  557.7000  -0.1930445E+00  -0.3195174E+00   0.1361135E+00
  557.8000  -0.2196629E+00  -0.2832676E+00   0.1114446E+00
  557.9000  -0.2444380E+00  -0.2405169E+00   0.8163506E-01
  558.0000  -0.2639699E+00  -0.1927865E+00   0.4812737E-01
  558.1000  -0.2748188E+00  -0.1426096E+00   0.1147820E-01
  558.2000  -0.2744327E+00  -0.9317075E-01  -0.2777046E-01
  558.3000  -0.2617638E+00  -0.4745061E-01  -0.6812959E-01
  558.4000  -0.2374124E+00  -0.7164966E-02  -0.1067751E+00
  558.5000  -0.2033739E+00   0.2804819E-01  -0.1400723E+00
  558.6000  -0.1626027E+00   0.6077113E-01  -0.1648237E+00
  558.7000  -0.1185922E+00   0.9509499E-01  -0.1796218E+00
  558.8000  -0.7501843E-01   0.1352307E+00  -0.1855745E+00
  558.9000  -0.3534518E-01   0.1839319E+00  -0.1859761E+00
  559.0000  -0.2261969E-02   0.2413389E+00  -0.1850150E+00
  559.1000   0.2303260E-01   0.3046983E+00  -0.1861019E+00
  559.2000   0.4145958E-01   0.3690520E+00  -0.1905837E+00
  559.3000   0.5620388E-01   0.4285894E+00  -0.1973924E+00
  559.4000   0.7204732E-01   0.4780976E+00  -0.2037059E+00
  559.5000   0.9388074E-01   0.5139517E+00  -0.2062002E+00
  559.6000   0.1248191E+00   0.5343602E+00  -0.2022349E+00
  559.7000   0.1646638E+00   0.5389516E+00  -0.1904364E+00
  559.8000   0.2094465E+00   0.5280861E+00  -0.1705291E+00
  559.9000   0.2524031E+00   0.5023499E+00  -0.1427054E+00
  560.0000   0.2861095E+00   0.4625019E+00  -0.1070482E+00
  560.1000   0.3049652E+00   0.4098348E+00  -0.6344207E-01
  560.2000   0.3070101E+00   0.3466397E+00  -0.1206167E-01
  560.3000   0.2943439E+00   0.2763872E+00   0.4585489E-01
  560.4000   0.2720444E+00   0.2033982E+00   0.1074502E+00
  560.5000   0.2461493E+00   0.1320622E+00   0.1683277E+00
  560.6000   0.2216439E+00   0.6592252E-01   0.2233558E+00
  560.7000   0.2012873E+00   0.7026782E-02   0.2679012E+00
  560.8000   0.1855994E+00  -0.4420006E-01   0.2989637E+00
  560.9000   0.1737110E+00  -0.8856813E-01   0.3157349E+00
  561.0000   0.1643795E+00  -0.1274816E+00   0.3193883E+00
  561.1000   0.1565219E+00  -0.1623863E+00   0.3122852E+00
  561.2000   0.1490367E+00  -0.1945368E+00   0.2970322E+00
  561.3000   0.1402298E+00  -0.2250744E+00   0.2758380E+00
  561.4000   0.1274665E+00  -0.2551998E+00   0.2503995E+00
  561.5000   0.1075579E+00  -0.2861654E+00   0.2222211E+00
  561.6000   0.7790402E-01  -0.3189438E+00   0.1930344E+00
  561.7000   0.3785833E-01  -0.3536661E+00   0.1649409E+00
  561.8000  -0.1049832E-01  -0.3891217E+00   0.1400858E+00
  561.9000  -0.6278145E-01  -0.4226479E+00   0.1199565E+00
  562.0000  -0.1139128E+00  -0.4505786E+00   0.1046502E+00
  562.1000  -0.1602118E+00  -0.4691494E+00   0.9252559E-01
  562.2000  -0.2008963E+00  -0.4755193E+00   0.8050882E-01
  562.3000  -0.2381295E+00  -0.4684938E+00   0.6503799E-01
  562.4000  -0.2754560E+00  -0.4486604E+00   0.4332645E-01
  562.5000  -0.3153282E+00  -0.4179138E+00   0.1445289E-01
  562.6000  -0.3569551E+00  -0.3786119E+00  -0.2017850E-01
  562.7000  -0.3956185E+00  -0.3327388E+00  -0.5723357E-01
  562.8000  -0.4238901E+00  -0.2814054E+00  -0.9258316E-01
  562.9000  -0.4342406E+00  -0.2248356E+00  -0.1227530E+00
  563.0000  -0.4218225E+00  -0.1627551E+00  -0.1461130E+00
  563.1000  -0.3861363E+00  -0.9495835E-01  -0.1633075E+00
  563.2000  -0.3308721E+00  -0.2180090E-01  -0.1767180E+00
  563.3000  -0.2621566E+00   0.5554648E-01  -0.1891522E+00
  563.4000  -0.1862146E+00   0.1351158E+00  -0.2023009E+00
  563.5000  -0.1076593E+00   0.2143589E+00  -0.2156543E+00
  563.6000  -0.2917679E-01   0.2904489E+00  -0.2264203E+00
  563.7000   0.4747913E-01   0.3605625E+00  -0.2305812E+00
  563.8000   0.1200162E+00   0.4220792E+00  -0.2247070E+00
  563.9000   0.1847305E+00   0.4726665E+00  -0.2077452E+00
  564.0000   0.2369021E+00   0.5102582E+00  -0.1819302E+00
  564.1000   0.2723359E+00   0.5329667E+00  -0.1522734E+00
  564.2000   0.2891981E+00   0.5390170E+00  -0.1247117E+00
  564.3000   0.2890681E+00   0.5268164E+00  -0.1036331E+00
  564.4000   0.2765286E+00   0.4952550E+00  -0.8987096E-01
  564.5000   0.2574242E+00   0.4442329E+00  -0.8014008E-01
  564.6000   0.2366680E+00   0.3752670E+00  -0.6829721E-01
  564.7000   0.2167349E+00   0.2918991E+00  -0.4799027E-01
  564.8000   0.1975865E+00   0.1996105E+00  -0.1558643E-01
  564.9000   0.1779607E+00   0.1050884E+00   0.2791658E-01
  565.0000   0.1571718E+00   0.1495964E-01   0.7687955E-01
  565.1000   0.1362768E+00  -0.6560598E-01   0.1229536E+00
  565.2000   0.1178363E+00  -0.1338833E+00   0.1581144E+00
  565.3000   0.1043353E+00  -0.1897322E+00   0.1774647E+00
  565.4000   0.9615869E-01  -0.2347980E+00   0.1806019E+00
  565.5000   0.9035672E-01  -0.2711056E+00   0.1710450E+00
  565.6000   0.8108148E-01  -0.2996938E+00   0.1541337E+00
  565.7000   0.6169797E-01  -0.3199461E+00   0.1344982E+00
  565.8000   0.2765039E-01  -0.3299570E+00   0.1143196E+00
  565.9000  -0.2129993E-01  -0.3277642E+00   0.9312141E-01
  566.0000  -0.8058435E-01  -0.3128246E+00   0.6900977E-01
  566.1000  -0.1423515E+00  -0.2869604E+00   0.4055205E-01
  566.2000  -0.1982809E+00  -0.2542306E+00   0.8218433E-02
  566.3000  -0.2423487E+00  -0.2197088E+00  -0.2537604E-01
  566.4000  -0.2723005E+00  -0.1876942E+00  -0.5649459E-01
  566.5000  -0.2893048E+00  -0.1601823E+00  -0.8193792E-01
  566.6000  -0.2962005E+00  -0.1363117E+00  -0.1003896E+00
  566.7000  -0.2954209E+00  -0.1130383E+00  -0.1127158E+00
  566.8000  -0.2877097E+00  -0.8669823E-01  -0.1210938E+00
  566.9000  -0.2721930E+00  -0.5471113E-01  -0.1275030E+00
  567.0000  -0.2475500E+00  -0.1663623E-01  -0.1324568E+00
  567.1000  -0.2134301E+00   0.2584404E-01  -0.1346965E+00
  567.2000  -0.1711996E+00   0.6989308E-01  -0.1320202E+00
  567.3000  -0.1235883E+00   0.1128577E+00  -0.1227742E+00
  567.4000  -0.7351355E-01   0.1532501E+00  -0.1071597E+00
  567.5000  -0.2287414E-01   0.1908935E+00  -0.8759525E-01
  567.6000   0.2789529E-01   0.2262280E+00  -0.6787196E-01
  567.7000   0.7921029E-01   0.2592353E+00  -0.5147161E-01
  567.8000   0.1310572E+00   0.2886392E+00  -0.3985918E-01
  567.9000   0.1818983E+00   0.3118801E+00  -0.3157080E-01
  568.0000   0.2285469E+00   0.3259360E+00  -0.2253468E-01
  568.1000   0.2672356E+00   0.3286002E+00  -0.7477238E-02
  568.2000   0.2953499E+00   0.3195548E+00   0.1820094E-01
  568.3000   0.3128236E+00   0.3006591E+00   0.5684132E-01
  568.4000   0.3222827E+00   0.2752322E+00   0.1077755E+00
  568.5000   0.3276739E+00   0.2466007E+00   0.1675254E+00
  568.6000   0.3319778E+00   0.2165438E+00   0.2306828E+00
  568.7000   0.3352020E+00   0.1843451E+00   0.2910191E+00
  568.8000   0.3338200E+00   0.1469141E+00   0.3424608E+00
  568.9000   0.3221353E+00   0.9998763E-01   0.3797956E+00
  569.0000   0.2950580E+00   0.3996770E-01   0.3991799E+00
  569.1000   0.2509882E+00  -0.3431307E-01   0.3985725E+00
  569.2000   0.1933493E+00  -0.1205769E+00   0.3781153E+00
  569.3000   0.1299080E+00  -0.2132125E+00   0.3403106E+00
  569.4000   0.7006688E-01  -0.3044545E+00   0.2897743E+00
  569.5000   0.2130361E-01  -0.3861806E+00   0.2324252E+00
  569.6000  -0.1364337E-01  -0.4516799E+00   0.1742158E+00
  569.7000  -0.3759154E-01  -0.4968166E+00   0.1197619E+00
  569.8000  -0.5741590E-01  -0.5202930E+00   0.7135220E-01
  569.9000  -0.8097824E-01  -0.5230930E+00   0.2872588E-01
  570.0000  -0.1138911E+00  -0.5074881E+00  -0.1028644E-01
  570.1000  -0.1574946E+00  -0.4761023E+00  -0.4851076E-01
  570.2000  -0.2087649E+00  -0.4314115E+00  -0.8806720E-01
  570.3000  -0.2619409E+00  -0.3757740E+00  -0.1294266E+00
  570.4000  -0.3109252E+00  -0.3117861E+00  -0.1712216E+00
  570.5000  -0.3513057E+00  -0.2425779E+00  -0.2108240E+00
  570.6000  -0.3812113E+00  -0.1717138E+00  -0.2453945E+00
  570.7000  -0.4008933E+00  -0.1025985E+00  -0.2729521E+00
  570.8000  -0.4115522E+00  -0.3761401E-01  -0.2930455E+00
  570.9000  -0.4141888E+00   0.2256798E-01  -0.3068037E+00
  571.0000  -0.4090842E+00   0.7906322E-01  -0.3164021E+00
  571.1000  -0.3960446E+00   0.1340621E+00  -0.3241976E+00
  571.2000  -0.3750849E+00   0.1895458E+00  -0.3318850E+00
  571.3000  -0.3470161E+00   0.2459722E+00  -0.3399925E+00
  571.4000  -0.3135163E+00   0.3015562E+00  -0.3478791E+00
  571.5000  -0.2766161E+00   0.3525239E+00  -0.3542001E+00
  571.6000  -0.2378702E+00   0.3942760E+00  -0.3576175E+00
  571.7000  -0.1976615E+00   0.4229395E+00  -0.3574336E+00
  571.8000  -0.1549830E+00   0.4365901E+00  -0.3538454E+00
  571.9000  -0.1077859E+00   0.4355825E+00  -0.3476630E+00
  572.0000  -0.5370942E-01   0.4218811E+00  -0.3395658E+00
  572.1000   0.9122741E-02   0.3977995E+00  -0.3291922E+00
  572.2000   0.8150255E-01   0.3648670E+00  -0.3144822E+00
  572.3000   0.1628318E+00   0.3234632E+00  -0.2916432E+00
  572.4000   0.2510454E+00   0.2734242E+00  -0.2558873E+00
  572.5000   0.3426448E+00   0.2152714E+00  -0.2027689E+00
  572.6000   0.4327890E+00   0.1513199E+00  -0.1296765E+00
  572.7000   0.5154997E+00   0.8594476E-01  -0.3692706E-01
  572.8000   0.5841058E+00   0.2470253E-01   0.7195508E-01
  572.9000   0.6320007E+00  -0.2737418E-01   0.1908775E+00
  573.0000   0.6536438E+00  -0.6750895E-01   0.3124704E+00
  573.1000   0.6455862E+00  -0.9605991E-01   0.4295177E+00
  573.2000   0.6072264E+00  -0.1160535E+00   0.5360054E+00
  573.3000   0.5410666E+00  -0.1315458E+00   0.6274887E+00
  573.4000   0.4523998E+00  -0.1455875E+00   0.7008181E+00
  573.5000   0.3485339E+00  -0.1587851E+00   0.7535540E+00
  573.6000   0.2377712E+00  -0.1691710E+00   0.7835010E+00
  573.7000   0.1283591E+00  -0.1734429E+00   0.7886611E+00
  573.8000   0.2755773E-01  -0.1689520E+00   0.7676422E+00
  573.9000  -0.5910921E-01  -0.1554464E+00   0.7202994E+00
  574.0000  -0.1283767E+00  -0.1357026E+00   0.6482585E+00
  574.1000  -0.1794647E+00  -0.1147267E+00   0.5550496E+00
  574.2000  -0.2139097E+00  -0.9790144E-01   0.4457670E+00
  574.3000  -0.2349351E+00  -0.8894257E-01   0.3263869E+00
  574.4000  -0.2464340E+00  -0.8858223E-01   0.2029852E+00
  574.5000  -0.2518102E+00  -0.9451646E-01   0.8107282E-01
  574.6000  -0.2530639E+00  -0.1025470E+00  -0.3484677E-01
  574.7000  -0.2504720E+00  -0.1083232E+00  -0.1415042E+00
  574.8000  -0.2430196E+00  -0.1088902E+00  -0.2369256E+00
  574.9000  -0.2294118E+00  -0.1034356E+00  -0.3203398E+00
  575.0000  -0.2092217E+00  -0.9306383E-01  -0.3918884E+00
  575.1000  -0.1836396E+00  -0.7987671E-01  -0.4520993E+00
  575.2000  -0.1554587E+00  -0.6589581E-01  -0.5011767E+00
  575.3000  -0.1282856E+00  -0.5232359E-01  -0.5383124E+00
  575.4000  -0.1053451E+00  -0.3938615E-01  -0.5613257E+00
  575.5000  -0.8844776E-01  -0.2668877E-01  -0.5669035E+00
  575.6000  -0.7761325E-01  -0.1380146E-01  -0.5515106E+00
  575.7000  -0.7150798E-01  -0.7601929E-03  -0.5127493E+00
  575.8000  -0.6844715E-01   0.1171258E-01  -0.4506992E+00
  575.9000  -0.6742358E-01   0.2229177E-01  -0.3687155E+00
  576.0000  -0.6862047E-01   0.2933281E-01  -0.2733291E+00
  576.1000  -0.7313523E-01   0.3121873E-01  -0.1732389E+00
  576.2000  -0.8205590E-01   0.2667500E-01  -0.7772709E-01
  576.3000  -0.9537439E-01   0.1502367E-01   0.4972717E-02
  576.4000  -0.1113124E+00  -0.3617657E-02   0.6886734E-01
  576.5000  -0.1264455E+00  -0.2819563E-01   0.1107074E+00
  576.6000  -0.1366219E+00  -0.5667304E-01   0.1298509E+00
  576.7000  -0.1382979E+00  -0.8612970E-01   0.1277579E+00
  576.8000  -0.1297207E+00  -0.1130506E+00   0.1074195E+00
  576.9000  -0.1114741E+00  -0.1337979E+00   0.7291237E-01
  577.0000  -0.8620031E-01  -0.1452005E+00   0.2908785E-01
  577.1000  -0.5766977E-01  -0.1451502E+00  -0.1871739E-01
  577.2000  -0.2962240E-01  -0.1330668E+00  -0.6506775E-01
  577.3000  -0.4835315E-02  -0.1100936E+00  -0.1049377E+00
  577.4000   0.1529255E-01  -0.7891391E-01  -0.1342523E+00
  577.5000   0.3061576E-01  -0.4315326E-01  -0.1503162E+00
  577.6000   0.4177896E-01  -0.6441748E-02  -0.1520221E+00
  577.7000   0.4970608E-01   0.2863931E-01  -0.1398257E+00
  577.8000   0.5527199E-01   0.6138584E-01  -0.1155454E+00
  577.9000   0.5922841E-01   0.9321314E-01  -0.8206435E-01
  578.0000   0.6230398E-01   0.1270877E+00  -0.4296153E-01
  578.1000   0.6532368E-01   0.1662116E+00  -0.2050433E-02
  578.2000   0.6921198E-01   0.2123605E+00   0.3718900E-01
  578.3000   0.7484218E-01   0.2645105E+00   0.7221415E-01
  578.4000   0.8279195E-01   0.3183775E+00   0.1018829E+00
  578.5000   0.9312893E-01   0.3671825E+00   0.1265508E+00
  578.6000   0.1053425E+00   0.4034585E+00   0.1476718E+00
  578.7000   0.1184815E+00   0.4212369E+00   0.1669754E+00
  578.8000   0.1314769E+00   0.4177462E+00   0.1855302E+00
  578.9000   0.1435488E+00   0.3939343E+00   0.2031140E+00
  579.0000   0.1545619E+00   0.3536426E+00   0.2182171E+00
  579.1000   0.1651840E+00   0.3018662E+00   0.2287201E+00
  579.2000   0.1767523E+00   0.2429429E+00   0.2329474E+00
  579.3000   0.1908330E+00   0.1794968E+00   0.2305871E+00
  579.4000   0.2085683E+00   0.1125459E+00   0.2230185E+00
  579.5000   0.2300062E+00   0.4256600E-01   0.2128748E+00
  579.6000   0.2536586E+00  -0.2918158E-01   0.2030652E+00
  579.7000   0.2764989E+00  -0.9984960E-01   0.1957433E+00
  579.8000   0.2944809E+00  -0.1651924E+00   0.1917133E+00
  579.9000   0.3034693E+00  -0.2206313E+00   0.1904956E+00
  580.0000   0.3002981E+00  -0.2625973E+00   0.1908933E+00
  580.1000   0.2835804E+00  -0.2894218E+00   0.1916352E+00
  580.2000   0.2539609E+00  -0.3013353E+00   0.1916767E+00
  580.3000   0.2136966E+00  -0.2996775E+00   0.1900182E+00
  580.4000   0.1657197E+00  -0.2858897E+00   0.1852645E+00
  580.5000   0.1125549E+00  -0.2609807E+00   0.1753837E+00
  580.6000   0.5553522E-01  -0.2258437E+00   0.1580388E+00
  580.7000  -0.5350671E-02  -0.1822413E+00   0.1315143E+00
  580.8000  -0.7090102E-01  -0.1338009E+00   0.9581926E-01
  580.9000  -0.1416534E+00  -0.8625412E-01   0.5331318E-01
  581.0000  -0.2167716E+00  -0.4651771E-01   0.8334997E-02
  581.1000  -0.2933331E+00  -0.2084376E-01  -0.3420813E-01
  581.2000  -0.3663372E+00  -0.1283191E-01  -0.7075861E-01
  581.3000  -0.4294910E+00  -0.2225493E-01  -0.1006451E+00
  581.4000  -0.4765496E+00  -0.4530748E-01  -0.1264438E+00
  581.5000  -0.5027936E+00  -0.7620188E-01  -0.1528901E+00
  581.6000  -0.5061911E+00  -0.1093777E+00  -0.1847776E+00
  581.7000  -0.4878910E+00  -0.1413033E+00  -0.2247909E+00
  581.8000  -0.4519154E+00  -0.1710842E+00  -0.2722760E+00
  581.9000  -0.4041556E+00  -0.1997151E+00  -0.3234995E+00
  582.0000  -0.3509804E+00  -0.2284883E+00  -0.3732118E+00
  582.1000  -0.2978687E+00  -0.2574402E+00  -0.4167093E+00
  582.2000  -0.2484558E+00  -0.2846147E+00  -0.4513747E+00
  582.3000  -0.2042481E+00  -0.3064278E+00  -0.4769860E+00
  582.4000  -0.1650374E+00  -0.3188341E+00  -0.4947402E+00
  582.5000  -0.1298102E+00  -0.3186268E+00  -0.5055886E+00
  582.6000  -0.9776910E-01  -0.3042425E+00  -0.5088024E+00
  582.7000  -0.6904439E-01  -0.2757968E+00  -0.5015321E+00
  582.8000  -0.4479128E-01  -0.2345313E+00  -0.4796007E+00
  582.9000  -0.2662673E-01  -0.1821193E+00  -0.4391647E+00
  583.0000  -0.1564649E-01  -0.1202395E+00  -0.3784908E+00
  583.1000  -0.1147711E-01  -0.5055081E-01  -0.2990904E+00
  583.2000  -0.1182946E-01   0.2511374E-01  -0.2057875E+00
  583.3000  -0.1283295E-01   0.1046351E+00  -0.1057604E+00
  583.4000  -0.1008877E-01   0.1857583E+00  -0.6972265E-02
  583.5000  -0.4803467E-04   0.2664092E+00   0.8347284E-01
  583.6000   0.1885511E-01   0.3448775E+00   0.1605968E+00
  583.7000   0.4580609E-01   0.4195936E+00   0.2222103E+00
  583.8000   0.7813894E-01   0.4885016E+00   0.2689300E+00
  583.9000   0.1125714E+00   0.5483806E+00   0.3036241E+00
  584.0000   0.1466162E+00   0.5946538E+00   0.3304121E+00
  584.1000   0.1795513E+00   0.6220710E+00   0.3533999E+00
  584.2000   0.2125272E+00   0.6262085E+00   0.3754208E+00
  584.3000   0.2477704E+00   0.6052163E+00   0.3971358E+00
  584.4000   0.2872379E+00   0.5609761E+00   0.4168290E+00
  584.5000   0.3313119E+00   0.4989907E+00   0.4310526E+00
  584.6000   0.3780920E+00   0.4268909E+00   0.4359591E+00
  584.7000   0.4235733E+00   0.3521210E+00   0.4288382E+00
  584.8000   0.4626239E+00   0.2798089E+00   0.4092377E+00
  584.9000   0.4903544E+00   0.2117655E+00   0.3791960E+00
  585.0000   0.5033501E+00   0.1470224E+00   0.3425128E+00
  585.1000   0.5003387E+00   0.8356365E-01   0.3034395E+00
  585.2000   0.4821287E+00   0.2032153E-01   0.2654442E+00
  585.3000   0.4509538E+00  -0.4157918E-01   0.2306234E+00
  585.4000   0.4095595E+00  -0.9892418E-01   0.1999365E+00
  585.5000   0.3604141E+00  -0.1477321E+00   0.1739456E+00
  585.6000   0.3053074E+00  -0.1850474E+00   0.1534346E+00
  585.7000   0.2453997E+00  -0.2102509E+00   0.1393656E+00
  585.8000   0.1815904E+00  -0.2252420E+00   0.1320695E+00
  585.9000   0.1149591E+00  -0.2334717E+00   0.1301243E+00
  586.0000   0.4704099E-01  -0.2384092E+00   0.1297022E+00
  586.1000  -0.2020624E-01  -0.2422678E+00   0.1250481E+00
  586.2000  -0.8473013E-01  -0.2456130E+00   0.1101893E+00
  586.3000  -0.1448589E+00  -0.2479394E+00   0.8126771E-01
  586.4000  -0.1997046E+00  -0.2487683E+00   0.3841181E-01
  586.5000  -0.2492980E+00  -0.2485626E+00  -0.1386625E-01
  586.6000  -0.2943687E+00  -0.2489068E+00  -0.6813665E-01
  586.7000  -0.3358313E+00  -0.2518471E+00  -0.1168758E+00
  586.8000  -0.3741785E+00  -0.2587709E+00  -0.1554283E+00
  586.9000  -0.4090287E+00  -0.2694450E+00  -0.1837414E+00
  587.0000  -0.4390300E+00  -0.2817392E+00  -0.2060325E+00
  587.1000  -0.4621706E+00  -0.2921814E+00  -0.2285049E+00
  587.2000  -0.4763730E+00  -0.2970782E+00  -0.2561527E+00
  587.3000  -0.4801227E+00  -0.2936853E+00  -0.2901316E+00
  587.4000  -0.4728772E+00  -0.2809522E+00  -0.3269075E+00
  587.5000  -0.4551125E+00  -0.2596303E+00  -0.3595610E+00
  587.6000  -0.4280509E+00  -0.2318485E+00  -0.3806387E+00
  587.7000  -0.3932602E+00  -0.2004559E+00  -0.3852601E+00
  587.8000  -0.3523559E+00  -0.1684209E+00  -0.3731283E+00
  587.9000  -0.3069376E+00  -0.1384177E+00  -0.3486350E+00
  588.0000  -0.2587147E+00  -0.1125483E+00  -0.3191163E+00
  588.1000  -0.2096265E+00  -0.9207131E-01  -0.2920825E+00
  588.2000  -0.1617479E+00  -0.7707826E-01  -0.2725935E+00
  588.3000  -0.1169002E+00  -0.6620391E-01  -0.2617641E+00
  588.4000  -0.7611336E-01  -0.5657145E-01  -0.2568308E+00
  588.5000  -0.3924475E-01  -0.4416520E-01  -0.2525485E+00
  588.6000  -0.5062378E-02  -0.2466681E-01  -0.2432419E+00
  588.7000   0.2811183E-01   0.5413318E-02  -0.2247071E+00
  588.8000   0.6141373E-01   0.4764331E-01  -0.1953658E+00
  588.9000   0.9457040E-01   0.1009710E+00  -0.1564343E+00
  589.0000   0.1256447E+00   0.1616618E+00  -0.1112278E+00
  589.1000   0.1516305E+00   0.2239090E+00  -0.6395257E-01
  589.2000   0.1697153E+00   0.2809621E+00  -0.1841401E-01
  589.3000   0.1786554E+00   0.3264914E+00   0.2298484E-01
  589.4000   0.1795839E+00   0.3558730E+00   0.5970050E-01
  589.5000   0.1758145E+00   0.3671168E+00   0.9287253E-01
  589.6000   0.1716692E+00   0.3612267E+00   0.1245932E+00
  589.7000   0.1708585E+00   0.3418971E+00   0.1568680E+00
  589.8000   0.1751679E+00   0.3145762E+00   0.1906144E+00
  589.9000   0.1840595E+00   0.2851005E+00   0.2250567E+00
  590.0000   0.1953242E+00   0.2582505E+00   0.2577451E+00
  590.1000   0.2063828E+00   0.2366576E+00   0.2852086E+00
  590.2000   0.2155181E+00   0.2204053E+00   0.3040049E+00
