
These predictions were generated by SeaState on 20-Dec-2023 at 14:15:58.




      Time       Wave1Elev       Wave2Elev       Wave3Elev
   (sec)             (m)             (m)             (m)
  141.3000   0.2529280E+00   0.2520548E+00  -0.1614688E+00
  141.4000   0.2819647E+00   0.2013706E+00  -0.1053387E+00
  141.5000   0.3077264E+00   0.1465514E+00  -0.4204388E-01
  141.6000   0.3327632E+00   0.9002025E-01   0.2860844E-01
  141.7000   0.3572428E+00   0.3252245E-01   0.1049036E+00
  141.8000   0.3786882E+00  -0.2571916E-01   0.1835573E+00
  141.9000   0.3929185E+00  -0.8342105E-01   0.2607529E+00
  142.0000   0.3957939E+00  -0.1372025E+00   0.3333273E+00
  142.1000   0.3849937E+00  -0.1818339E+00   0.3994747E+00
  142.2000   0.3610308E+00  -0.2118459E+00   0.4586134E+00
  142.3000   0.3270675E+00  -0.2238248E+00   0.5105354E+00
  142.4000   0.2876440E+00  -0.2182602E+00   0.5543686E+00
  142.5000   0.2469177E+00  -0.1999161E+00   0.5879860E+00
  142.6000   0.2072029E+00  -0.1763380E+00   0.6082433E+00
  142.7000   0.1684372E+00  -0.1550096E+00   0.6119466E+00
  142.8000   0.1287551E+00  -0.1403807E+00   0.5970451E+00
  142.9000   0.8584836E-01  -0.1321382E+00   0.5634162E+00
  143.0000   0.3846357E-01  -0.1255824E+00   0.5128523E+00
  143.1000  -0.1264228E-01  -0.1140135E+00   0.4483161E+00
  143.2000  -0.6468671E-01  -0.9207930E-01   0.3729300E+00
  143.3000  -0.1137553E+00  -0.5855224E-01   0.2892861E+00
  143.4000  -0.1561744E+00  -0.1723952E-01   0.1994310E+00
  143.5000  -0.1897487E+00   0.2441360E-01   0.1054440E+00
  143.6000  -0.2143362E+00   0.5838509E-01   0.1015646E-01
  143.7000  -0.2315401E+00   0.7938026E-01  -0.8253568E-01
  143.8000  -0.2436760E+00   0.8684836E-01  -0.1680640E+00
  143.9000  -0.2524678E+00   0.8481020E-01  -0.2421508E+00
  144.0000  -0.2580180E+00   0.7964362E-01  -0.3018517E+00
  144.1000  -0.2584761E+00   0.7694566E-01  -0.3461192E+00
  144.2000  -0.2505433E+00   0.7900120E-01  -0.3755970E+00
  144.3000  -0.2306436E+00   0.8405402E-01  -0.3917949E+00
  144.4000  -0.1963504E+00   0.8766835E-01  -0.3961486E+00
  144.5000  -0.1475873E+00   0.8543855E-01  -0.3895158E+00
  144.6000  -0.8719863E-01   0.7566400E-01  -0.3723758E+00
  144.7000  -0.2069485E-01   0.6065203E-01  -0.3455473E+00
  144.8000   0.4477404E-01   0.4600907E-01  -0.3108934E+00
  144.9000   0.1019394E+00   0.3826738E-01  -0.2714542E+00
  145.0000   0.1450120E+00   0.4197607E-01  -0.2307702E+00
  145.1000   0.1709092E+00   0.5760158E-01  -0.1916537E+00
  145.2000   0.1797593E+00   0.8115252E-01  -0.1550497E+00
  145.3000   0.1745250E+00   0.1056103E+00  -0.1196646E+00
  145.4000   0.1598451E+00   0.1234453E+00  -0.8270245E-01
  145.5000   0.1404529E+00   0.1290971E+00  -0.4148496E-01
  145.6000   0.1196913E+00   0.1204478E+00   0.4748352E-02
  145.7000   0.9865189E-01   0.9889306E-01   0.5371592E-01
  145.8000   0.7627287E-01   0.6827132E-01   0.1002357E+00
  145.9000   0.5038701E-01   0.3333098E-01   0.1376668E+00
  146.0000   0.1932296E-01  -0.1568347E-02   0.1601121E+00
  146.1000  -0.1659761E-01  -0.3314082E-01   0.1645080E+00
  146.2000  -0.5434361E-01  -0.5928183E-01   0.1517827E+00
  146.3000  -0.8863603E-01  -0.7889639E-01   0.1266486E+00
  146.4000  -0.1135046E+00  -0.9174604E-01   0.9613007E-01
  146.5000  -0.1243705E+00  -0.9840897E-01   0.6737950E-01
  146.6000  -0.1198094E+00  -0.1002318E+00   0.4555065E-01
  146.7000  -0.1022381E+00  -0.9908994E-01   0.3242370E-01
  146.8000  -0.7719500E-01  -0.9691475E-01   0.2619366E-01
  146.9000  -0.5148350E-01  -0.9517262E-01   0.2244673E-01
  147.0000  -0.3094006E-01  -0.9461715E-01   0.1598488E-01
  147.1000  -0.1874488E-01  -0.9553698E-01   0.2899023E-02
  147.2000  -0.1492865E-01  -0.9841865E-01  -0.1780263E-01
  147.3000  -0.1717064E-01  -0.1046177E+00  -0.4360092E-01
  147.4000  -0.2239526E-01  -0.1164949E+00  -0.6919446E-01
  147.5000  -0.2834590E-01  -0.1366853E+00  -0.8838758E-01
  147.6000  -0.3439870E-01  -0.1666341E+00  -0.9651489E-01
  147.7000  -0.4133011E-01  -0.2050375E+00  -0.9247874E-01
  147.8000  -0.5031226E-01  -0.2470483E+00  -0.7951633E-01
  147.9000  -0.6180547E-01  -0.2848834E+00  -0.6423061E-01
  148.0000  -0.7501558E-01  -0.3098565E+00  -0.5411218E-01
  148.1000  -0.8822133E-01  -0.3151515E+00  -0.5446505E-01
  148.2000  -0.9973982E-01  -0.2982069E+00  -0.6600244E-01
  148.3000  -0.1089060E+00  -0.2616660E+00  -0.8420222E-01
  148.4000  -0.1164155E+00  -0.2124350E+00  -0.1008168E+00
  148.5000  -0.1237422E+00  -0.1592248E+00  -0.1070106E+00
  148.6000  -0.1318992E+00  -0.1096082E+00  -0.9686062E-01
  148.7000  -0.1402450E+00  -0.6779683E-01  -0.6976177E-01
  148.8000  -0.1460921E+00  -0.3395374E-01  -0.3074400E-01
  148.9000  -0.1454947E+00  -0.5129046E-02   0.1138168E-01
  149.0000  -0.1349641E+00   0.2280494E-01   0.4719377E-01
  149.1000  -0.1133195E+00   0.5317911E-01   0.6977104E-01
  149.2000  -0.8272398E-01   0.8732551E-01   0.7649758E-01
  149.3000  -0.4829505E-01   0.1244634E+00   0.6900418E-01
  149.4000  -0.1635095E-01   0.1624253E+00   0.5157267E-01
  149.5000   0.7972522E-02   0.1986654E+00   0.2897387E-01
  149.6000   0.2267403E-01   0.2310270E+00   0.4813760E-02
  149.7000   0.2953584E-01   0.2580567E+00  -0.1896488E-01
  149.8000   0.3320833E-01   0.2789865E+00  -0.4147592E-01
  149.9000   0.3918835E-01   0.2936629E+00  -0.6179861E-01
  150.0000   0.5162965E-01   0.3026052E+00  -0.7819010E-01
  150.1000   0.7192919E-01   0.3071277E+00  -0.8810062E-01
  150.2000   0.9860305E-01   0.3092773E+00  -0.8896126E-01
  150.3000   0.1283261E+00   0.3113600E+00  -0.7925465E-01
  150.4000   0.1575112E+00   0.3150817E+00  -0.5924582E-01
  150.5000   0.1836543E+00   0.3206351E+00  -0.3097912E-01
  150.6000   0.2059196E+00   0.3262329E+00   0.2425958E-02
  150.7000   0.2248968E+00   0.3284550E+00   0.3778094E-01
  150.8000   0.2418579E+00   0.3234059E+00   0.7264299E-01
  150.9000   0.2579909E+00   0.3082409E+00   0.1056275E+00
  151.0000   0.2739382E+00   0.2823865E+00   0.1362390E+00
  151.1000   0.2896803E+00   0.2478827E+00   0.1644844E+00
  151.2000   0.3045771E+00   0.2086863E+00   0.1905686E+00
  151.3000   0.3173599E+00   0.1692643E+00   0.2147892E+00
  151.4000   0.3260390E+00   0.1331266E+00   0.2375197E+00
  151.5000   0.3279198E+00   0.1019193E+00   0.2590626E+00
  151.6000   0.3199960E+00   0.7536937E-01   0.2792629E+00
  151.7000   0.2998357E+00   0.5192429E-01   0.2970173E+00
  151.8000   0.2667378E+00   0.2963778E-01   0.3100278E+00
  151.9000   0.2226424E+00   0.6839368E-02   0.3151433E+00
  152.0000   0.1722192E+00  -0.1761497E-01   0.3093664E+00
  152.1000   0.1218420E+00  -0.4439512E-01   0.2912074E+00
  152.2000   0.7768209E-01  -0.7375294E-01   0.2617673E+00
  152.3000   0.4364016E-01  -0.1053637E+00   0.2249323E+00
  152.4000   0.2002558E-01  -0.1379994E+00   0.1864128E+00
  152.5000   0.3627728E-02  -0.1693364E+00   0.1519010E+00
  152.6000  -0.1079304E-01  -0.1962451E+00   0.1250737E+00
  152.7000  -0.2823893E-01  -0.2156846E+00   0.1062954E+00
  152.8000  -0.5146490E-01  -0.2259351E+00   0.9257758E-01
  152.9000  -0.8014125E-01  -0.2276052E+00   0.7879629E-01
  153.0000  -0.1115308E+00  -0.2238398E+00   0.5960767E-01
  153.1000  -0.1422727E+00  -0.2194878E+00   0.3123827E-01
  153.2000  -0.1703204E+00  -0.2195005E+00  -0.7539832E-02
  153.3000  -0.1960213E+00  -0.2272404E+00  -0.5549319E-01
  153.4000  -0.2217889E+00  -0.2434522E+00  -0.1098063E+00
  153.5000  -0.2505558E+00  -0.2663171E+00  -0.1671863E+00
  153.6000  -0.2838350E+00  -0.2924724E+00  -0.2246471E+00
  153.7000  -0.3204246E+00  -0.3184080E+00  -0.2797292E+00
  153.8000  -0.3564540E+00  -0.3415323E+00  -0.3302846E+00
  153.9000  -0.3867879E+00  -0.3604676E+00  -0.3741963E+00
  154.0000  -0.4071013E+00  -0.3746393E+00  -0.4093667E+00
  154.1000  -0.4156089E+00  -0.3836288E+00  -0.4340786E+00
  154.2000  -0.4136088E+00  -0.3868517E+00  -0.4475334E+00
  154.3000  -0.4046069E+00  -0.3838236E+00  -0.4502173E+00
  154.4000  -0.3924916E+00  -0.3748030E+00  -0.4438071E+00
  154.5000  -0.3796797E+00  -0.3612568E+00  -0.4305675E+00
  154.6000  -0.3661317E+00  -0.3456229E+00  -0.4124759E+00
  154.7000  -0.3496649E+00  -0.3302530E+00  -0.3904684E+00
  154.8000  -0.3273382E+00  -0.3159856E+00  -0.3641695E+00
  154.9000  -0.2971689E+00  -0.3011467E+00  -0.3322544E+00
  155.0000  -0.2593306E+00  -0.2816804E+00  -0.2933292E+00
  155.1000  -0.2162930E+00  -0.2525563E+00  -0.2469942E+00
  155.2000  -0.1719237E+00  -0.2098914E+00  -0.1946861E+00
  155.3000  -0.1300744E+00  -0.1527520E+00  -0.1399616E+00
  155.4000  -0.9337009E-01  -0.8367972E-01  -0.8805572E-01
  155.5000  -0.6273303E-01  -0.7605389E-02  -0.4476316E-01
  155.6000  -0.3773174E-01   0.7033283E-01  -0.1489961E-01
  155.7000  -0.1739458E-01   0.1469410E+00  -0.7619018E-03
  155.8000  -0.9181518E-03   0.2219421E+00  -0.1082861E-02
  155.9000   0.1217764E-01   0.2972415E+00  -0.1091512E-01
  156.0000   0.2252584E-01   0.3748863E+00  -0.2264508E-01
  156.1000   0.3168904E-01   0.4548580E+00  -0.2797628E-01
  156.2000   0.4269135E-01   0.5339657E+00  -0.2031609E-01
  156.3000   0.5985995E-01   0.6065248E+00   0.3245105E-02
  156.4000   0.8787789E-01   0.6665245E+00   0.4112936E-01
  156.5000   0.1303724E+00   0.7101378E+00   0.8801459E-01
  156.6000   0.1886265E+00   0.7371866E+00   0.1368864E+00
  156.7000   0.2609741E+00   0.7507038E+00   0.1815911E+00
  156.8000   0.3431349E+00   0.7547613E+00   0.2188395E+00
  156.9000   0.4293178E+00   0.7517040E+00   0.2488508E+00
  157.0000   0.5135950E+00   0.7403207E+00   0.2744543E+00
  157.1000   0.5909656E+00   0.7160398E+00   0.2991991E+00
  157.2000   0.6577378E+00   0.6731910E+00   0.3254736E+00
  157.3000   0.7112253E+00   0.6082497E+00   0.3535661E+00
  157.4000   0.7490967E+00   0.5223976E+00   0.3820315E+00
  157.5000   0.7688661E+00   0.4219994E+00   0.4089720E+00
  157.6000   0.7678904E+00   0.3166091E+00   0.4333096E+00
  157.7000   0.7439467E+00   0.2153662E+00   0.4551521E+00
  157.8000   0.6961238E+00   0.1234849E+00   0.4749245E+00
  157.9000   0.6255833E+00   0.4054043E-01   0.4917636E+00
  158.0000   0.5357900E+00  -0.3858300E-01   0.5022441E+00
  158.1000   0.4320537E+00  -0.1205040E+00   0.5004891E+00
  158.2000   0.3205433E+00  -0.2094089E+00   0.4800210E+00
  158.3000   0.2071550E+00  -0.3042213E+00   0.4367155E+00
  158.4000   0.9665380E-01  -0.3981958E+00   0.3714483E+00
  158.5000  -0.7662793E-02  -0.4811129E+00   0.2909602E+00
  158.6000  -0.1037826E+00  -0.5430674E+00   0.2062034E+00
  158.7000  -0.1905167E+00  -0.5781594E+00   0.1286546E+00
  158.8000  -0.2670672E+00  -0.5865301E+00   0.6614486E-01
  158.9000  -0.3328543E+00  -0.5740043E+00   0.2011023E-01
  159.0000  -0.3876273E+00  -0.5496942E+00  -0.1443905E-01
  159.1000  -0.4317049E+00  -0.5227532E+00  -0.4620164E-01
  159.2000  -0.4661095E+00  -0.4996829E+00  -0.8340655E-01
  159.3000  -0.4924219E+00  -0.4831590E+00  -0.1301373E+00
  159.4000  -0.5123540E+00  -0.4725185E+00  -0.1848254E+00
  159.5000  -0.5272034E+00  -0.4652869E+00  -0.2414659E+00
  159.6000  -0.5374386E+00  -0.4587671E+00  -0.2927578E+00
  159.7000  -0.5426170E+00  -0.4508955E+00  -0.3334847E+00
  159.8000  -0.5416847E+00  -0.4401283E+00  -0.3624625E+00
  159.9000  -0.5335340E+00  -0.4247310E+00  -0.3822426E+00
  160.0000  -0.5175782E+00  -0.4021713E+00  -0.3969754E+00
  160.1000  -0.4941000E+00  -0.3692142E+00  -0.4097618E+00
  160.2000  -0.4642381E+00  -0.3228615E+00  -0.4209655E+00
  160.3000  -0.4296240E+00  -0.2617474E+00  -0.4283024E+00
  160.4000  -0.3918262E+00  -0.1872684E+00  -0.4284805E+00
  160.5000  -0.3518191E+00  -0.1037919E+00  -0.4193098E+00
  160.6000  -0.3096753E+00  -0.1770588E-01  -0.4010161E+00
  160.7000  -0.2645991E+00   0.6436636E-01  -0.3760371E+00
  160.8000  -0.2153020E+00   0.1374519E+00  -0.3475007E+00
  160.9000  -0.1606246E+00   0.1994172E+00  -0.3173615E+00
  161.0000  -0.1002267E+00   0.2509870E+00  -0.2853412E+00
  161.1000  -0.3513521E-01   0.2946593E+00  -0.2493266E+00
  161.2000   0.3205356E-01   0.3330738E+00  -0.2070140E+00
  161.3000   0.9745003E-01   0.3675979E+00  -0.1578531E+00
  161.4000   0.1566311E+00   0.3977268E+00  -0.1041635E+00
  161.5000   0.2057177E+00   0.4214634E+00  -0.5075223E-01
  161.6000   0.2424510E+00   0.4363650E+00  -0.3184399E-02
  161.7000   0.2668748E+00   0.4406679E+00   0.3440945E-01
  161.8000   0.2813096E+00   0.4339432E+00   0.6088070E-01
  161.9000   0.2895298E+00   0.4170534E+00   0.7822675E-01
  162.0000   0.2953720E+00   0.3915684E+00   0.9038348E-01
  162.1000   0.3012746E+00   0.3590714E+00   0.1013520E+00
  162.2000   0.3073424E+00   0.3207607E+00   0.1136341E+00
  162.3000   0.3113724E+00   0.2775187E+00   0.1276829E+00
  162.4000   0.3098967E+00   0.2302836E+00   0.1424484E+00
  162.5000   0.2998535E+00   0.1803613E+00   0.1565073E+00
  162.6000   0.2801769E+00   0.1293656E+00   0.1690199E+00
  162.7000   0.2525842E+00   0.7874120E-01   0.1799765E+00
  162.8000   0.2211428E+00   0.2914300E-01   0.1897086E+00
  162.9000   0.1907379E+00  -0.1988591E-01   0.1981179E+00
  163.0000   0.1650610E+00  -0.6960878E-01   0.2042291E+00
  163.1000   0.1450000E+00  -0.1211760E+00   0.2064415E+00
  163.2000   0.1281676E+00  -0.1744964E+00   0.2033675E+00
  163.3000   0.1098285E+00  -0.2275048E+00   0.1947531E+00
  163.4000   0.8486893E-01  -0.2763048E+00   0.1818749E+00
  163.5000   0.4998919E-01  -0.3162488E+00   0.1671072E+00
  163.6000   0.5188666E-02  -0.3435224E+00   0.1528292E+00
  163.7000  -0.4607097E-01  -0.3565051E+00   0.1402517E+00
  163.8000  -0.9806444E-01  -0.3562440E+00   0.1288085E+00
  163.9000  -0.1448148E+00  -0.3458023E+00   0.1164607E+00
  164.0000  -0.1820471E+00  -0.3288038E+00   0.1007610E+00
  164.1000  -0.2082850E+00  -0.3078896E+00   0.8010996E-01
  164.2000  -0.2247132E+00  -0.2838265E+00   0.5453814E-01
  164.3000  -0.2339928E+00  -0.2556432E+00   0.2561910E-01
  164.4000  -0.2386564E+00  -0.2216184E+00  -0.4400586E-02
  164.5000  -0.2398386E+00  -0.1805126E+00  -0.3374411E-01
  164.6000  -0.2368760E+00  -0.1323578E+00  -0.6187966E-01
  164.7000  -0.2278681E+00  -0.7842181E-01  -0.8950634E-01
  164.8000  -0.2108468E+00  -0.2047622E-01  -0.1177680E+00
  164.9000  -0.1849597E+00   0.4009635E-01  -0.1471280E+00
  165.0000  -0.1511183E+00   0.1027417E+00  -0.1765061E+00
  165.1000  -0.1118527E+00   0.1674101E+00  -0.2031268E+00
  165.2000  -0.7048661E-01   0.2336490E+00  -0.2231556E+00
  165.3000  -0.3003072E-01   0.2996893E+00  -0.2328157E+00
  165.4000   0.7732995E-02   0.3621412E+00  -0.2294736E+00
  165.5000   0.4263208E-01   0.4165948E+00  -0.2122550E+00
  165.6000   0.7586421E-01   0.4588901E+00  -0.1820235E+00
  165.7000   0.1092972E+00   0.4864171E+00  -0.1408617E+00
  165.8000   0.1446111E+00   0.4987570E+00  -0.9138995E-01
  165.9000   0.1825819E+00   0.4973259E+00  -0.3624520E-01
  166.0000   0.2227003E+00   0.4842307E+00   0.2212973E-01
  166.1000   0.2631770E+00   0.4609913E+00   0.8144095E-01
  166.2000   0.3012705E+00   0.4278478E+00   0.1394308E+00
  166.3000   0.3338202E+00   0.3840363E+00   0.1938761E+00
  166.4000   0.3578537E+00   0.3288523E+00   0.2427615E+00
  166.5000   0.3711468E+00   0.2628715E+00   0.2845477E+00
  166.6000   0.3726218E+00   0.1885978E+00   0.3183797E+00
  166.7000   0.3624871E+00   0.1101405E+00   0.3440965E+00
  166.8000   0.3420599E+00   0.3206896E-01   0.3620012E+00
  166.9000   0.3132950E+00  -0.4194611E-01   0.3724649E+00
  167.0000   0.2781488E+00  -0.1099839E+00   0.3755115E+00
  167.1000   0.2379944E+00  -0.1717970E+00   0.3705431E+00
  167.2000   0.1933245E+00  -0.2279105E+00   0.3563230E+00
  167.3000   0.1438936E+00  -0.2784441E+00   0.3312575E+00
  167.4000   0.8928878E-01  -0.3223268E+00   0.2939391E+00
  167.5000   0.2972492E-01  -0.3573124E+00   0.2438350E+00
  167.6000  -0.3326328E-01  -0.3807365E+00   0.1819323E+00
  167.7000  -0.9655858E-01  -0.3905652E+00   0.1111164E+00
  167.8000  -0.1558126E+00  -0.3861927E+00   0.3606940E-01
  167.9000  -0.2063569E+00  -0.3686746E+00  -0.3741162E-01
  168.0000  -0.2443957E+00  -0.3404649E+00  -0.1035908E+00
  168.1000  -0.2680736E+00  -0.3049982E+00  -0.1581597E+00
  168.2000  -0.2780477E+00  -0.2664457E+00  -0.1993417E+00
  168.3000  -0.2773632E+00  -0.2296920E+00  -0.2282952E+00
  168.4000  -0.2706847E+00  -0.2002546E+00  -0.2485878E+00
  168.5000  -0.2631395E+00  -0.1837305E+00  -0.2648613E+00
  168.6000  -0.2591419E+00  -0.1845733E+00  -0.2811508E+00
  168.7000  -0.2615252E+00  -0.2044615E+00  -0.2994963E+00
  168.8000  -0.2711710E+00  -0.2409619E+00  -0.3193959E+00
  168.9000  -0.2871440E+00  -0.2872908E+00  -0.3383015E+00
  169.0000  -0.3071971E+00  -0.3336215E+00  -0.3529162E+00
  169.1000  -0.3284449E+00  -0.3696848E+00  -0.3607017E+00
  169.2000  -0.3480157E+00  -0.3877321E+00  -0.3609288E+00
  169.3000  -0.3635528E+00  -0.3846519E+00  -0.3548320E+00
  169.4000  -0.3735028E+00  -0.3623408E+00  -0.3448645E+00
  169.5000  -0.3771823E+00  -0.3262045E+00  -0.3334673E+00
  169.6000  -0.3746473E+00  -0.2825214E+00  -0.3219794E+00
  169.7000  -0.3664113E+00  -0.2358999E+00  -0.3102117E+00
  169.8000  -0.3530883E+00  -0.1879358E+00  -0.2968543E+00
  169.9000  -0.3350552E+00  -0.1375131E+00  -0.2804646E+00
  170.0000  -0.3122397E+00  -0.8234594E-01  -0.2604980E+00
  170.1000  -0.2841028E+00  -0.2078361E-01  -0.2378444E+00
  170.2000  -0.2498211E+00   0.4710399E-01  -0.2145916E+00
  170.3000  -0.2085953E+00   0.1196219E+00  -0.1931301E+00
  170.4000  -0.1599611E+00   0.1944504E+00  -0.1750228E+00
  170.5000  -0.1039847E+00   0.2697604E+00  -0.1601603E+00
  170.6000  -0.4129753E-01   0.3446506E+00  -0.1465562E+00
  170.7000   0.2698446E-01   0.4185987E+00  -0.1308298E+00
  170.8000   0.9935045E-01   0.4902938E+00  -0.1091285E+00
  170.9000   0.1739006E+00   0.5566661E+00  -0.7810196E-01
  171.0000   0.2482671E+00   0.6128785E+00  -0.3561242E-01
  171.1000   0.3195629E+00   0.6535128E+00   0.1893882E-01
  171.2000   0.3845373E+00   0.6744807E+00   0.8458574E-01
  171.3000   0.4400589E+00   0.6747097E+00   0.1589080E+00
  171.4000   0.4838850E+00   0.6567011E+00   0.2381786E+00
  171.5000   0.5154601E+00   0.6255972E+00   0.3175954E+00
  171.6000   0.5363629E+00   0.5871521E+00   0.3917465E+00
  171.7000   0.5500594E+00   0.5455504E+00   0.4554163E+00
  171.8000   0.5608710E+00   0.5020798E+00   0.5046462E+00
  171.9000   0.5724213E+00   0.4552118E+00   0.5377274E+00
  172.0000   0.5861207E+00   0.4019311E+00   0.5556684E+00
  172.1000   0.6003283E+00   0.3395824E+00   0.5617777E+00
  172.2000   0.6106152E+00   0.2673377E+00   0.5603407E+00
  172.3000   0.6111082E+00   0.1866974E+00   0.5548033E+00
  172.4000   0.5964184E+00   0.1009995E+00   0.5462011E+00
  172.5000   0.5633900E+00   0.1439959E-01   0.5325853E+00
  172.6000   0.5119559E+00  -0.6905763E-01   0.5098364E+00
  172.7000   0.4448025E+00  -0.1458729E+00   0.4736563E+00
  172.8000   0.3660761E+00  -0.2130477E+00   0.4219437E+00
  172.9000   0.2798083E+00  -0.2679116E+00   0.3564945E+00
  173.0000   0.1888292E+00  -0.3082274E+00   0.2831697E+00
  173.1000   0.9466092E-01  -0.3327294E+00   0.2103089E+00
  173.2000  -0.1648511E-02  -0.3418764E+00   0.1459503E+00
  173.3000  -0.9828962E-01  -0.3383460E+00   0.9499817E-01
  173.4000  -0.1918164E+00  -0.3268372E+00   0.5755575E-01
  173.5000  -0.2772093E+00  -0.3130729E+00   0.2916796E-01
  173.6000  -0.3489715E+00  -0.3023226E+00   0.2874219E-02
  173.7000  -0.4028074E+00  -0.2980454E+00  -0.2783065E-01
  173.8000  -0.4371119E+00  -0.3012310E+00  -0.6643941E-01
  173.9000  -0.4535691E+00  -0.3106895E+00  -0.1123685E+00
  174.0000  -0.4565797E+00  -0.3240914E+00  -0.1617736E+00
  174.1000  -0.4517803E+00  -0.3392156E+00  -0.2097289E+00
  174.2000  -0.4443236E+00  -0.3548054E+00  -0.2526398E+00
  174.3000  -0.4376339E+00  -0.3706630E+00  -0.2896962E+00
  174.4000  -0.4330575E+00  -0.3870113E+00  -0.3227083E+00
  174.5000  -0.4303503E+00  -0.4035042E+00  -0.3545049E+00
  174.6000  -0.4285546E+00  -0.4184144E+00  -0.3868114E+00
  174.7000  -0.4267151E+00  -0.4284260E+00  -0.4187679E+00
  174.8000  -0.4240964E+00  -0.4291784E+00  -0.4468955E+00
  174.9000  -0.4199417E+00  -0.4163912E+00  -0.4665480E+00
  175.0000  -0.4131296E+00  -0.3871756E+00  -0.4741080E+00
  175.1000  -0.4021391E+00  -0.3410805E+00  -0.4687979E+00
  175.2000  -0.3855117E+00  -0.2805107E+00  -0.4531792E+00
  175.3000  -0.3626269E+00  -0.2103612E+00  -0.4320894E+00
  175.4000  -0.3343312E+00  -0.1369481E+00  -0.4105615E+00
  175.5000  -0.3029547E+00  -0.6653373E-01  -0.3917687E+00
  175.6000  -0.2715341E+00  -0.3884079E-02  -0.3759803E+00
  175.7000  -0.2425077E+00   0.4868972E-01  -0.3609584E+00
  175.8000  -0.2164775E+00   0.9149282E-01  -0.3434624E+00
  175.9000  -0.1916791E+00   0.1267734E+00  -0.3209893E+00
  176.0000  -0.1644948E+00   0.1574964E+00  -0.2928140E+00
  176.1000  -0.1308420E+00   0.1860819E+00  -0.2598579E+00
  176.2000  -0.8783194E-01   0.2136461E+00  -0.2235885E+00
  176.3000  -0.3494856E-01   0.2400390E+00  -0.1847118E+00
  176.4000   0.2577612E-01   0.2645701E+00  -0.1424973E+00
  176.5000   0.9062313E-01   0.2869250E+00  -0.9519129E-01
  176.6000   0.1556243E+00   0.3076541E+00  -0.4130399E-01
  176.7000   0.2178604E+00   0.3278368E+00   0.1897776E-01
  176.8000   0.2760183E+00   0.3480255E+00   0.8312665E-01
  176.9000   0.3300113E+00   0.3670779E+00   0.1468461E+00
  177.0000   0.3799547E+00   0.3817004E+00   0.2056900E+00
  177.1000   0.4251059E+00   0.3872547E+00   0.2569412E+00
  177.2000   0.4633742E+00   0.3797218E+00   0.3007680E+00
  177.3000   0.4916925E+00   0.3579898E+00   0.3400043E+00
  177.4000   0.5070984E+00   0.3252607E+00   0.3785821E+00
  177.5000   0.5080140E+00   0.2886174E+00   0.4193257E+00
  177.6000   0.4951128E+00   0.2566257E+00   0.4621473E+00
  177.7000   0.4713565E+00   0.2358735E+00   0.5034894E+00
  177.8000   0.4411550E+00   0.2280252E+00   0.5372722E+00
  177.9000   0.4089867E+00   0.2289040E+00   0.5569006E+00
  178.0000   0.3780246E+00   0.2302354E+00   0.5574482E+00
  178.1000   0.3492935E+00   0.2234109E+00   0.5371283E+00
  178.2000   0.3216508E+00   0.2035709E+00   0.4975716E+00
  178.3000   0.2925621E+00   0.1720493E+00   0.4430034E+00
  178.4000   0.2593539E+00   0.1359298E+00   0.3788547E+00
  178.5000   0.2204774E+00   0.1048325E+00   0.3104534E+00
  178.6000   0.1763269E+00   0.8640192E-01   0.2422376E+00
  178.7000   0.1293284E+00   0.8261645E-01   0.1775512E+00
  178.8000   0.8325802E-01   0.8865554E-01   0.1187860E+00
  178.9000   0.4202050E-01   0.9482169E-01   0.6754727E-01
  179.0000   0.8307068E-02   0.9055552E-01   0.2465307E-01
  179.1000  -0.1737916E-01   0.6862970E-01  -0.9988150E-02
  179.2000  -0.3694963E-01   0.2762468E-01  -0.3743077E-01
  179.3000  -0.5408068E-01  -0.2826997E-01  -0.5950198E-01
  179.4000  -0.7289097E-01  -0.9173591E-01  -0.7835846E-01
  179.5000  -0.9642664E-01  -0.1556513E+00  -0.9596355E-01
  179.6000  -0.1255453E+00  -0.2155790E+00  -0.1137293E+00
  179.7000  -0.1586497E+00  -0.2703732E+00  -0.1324739E+00
  179.8000  -0.1923855E+00  -0.3209595E+00  -0.1526433E+00
  179.9000  -0.2230049E+00  -0.3682981E+00  -0.1745792E+00
  180.0000  -0.2478075E+00  -0.4118383E+00  -0.1985843E+00
  180.1000  -0.2660379E+00  -0.4493197E+00  -0.2246874E+00
  180.2000  -0.2788790E+00  -0.4778820E+00  -0.2522281E+00
  180.3000  -0.2886122E+00  -0.4956514E+00  -0.2795475E+00
  180.4000  -0.2974012E+00  -0.5027342E+00  -0.3040535E+00
  180.5000  -0.3063219E+00  -0.5009672E+00  -0.3227297E+00
  180.6000  -0.3150892E+00  -0.4925711E+00  -0.3329028E+00
  180.7000  -0.3225512E+00  -0.4785433E+00  -0.3329106E+00
  180.8000  -0.3275974E+00  -0.4577978E+00  -0.3223525E+00
  180.9000  -0.3299161E+00  -0.4276176E+00  -0.3018380E+00
  181.0000  -0.3301362E+00  -0.3852107E+00  -0.2724411E+00
  181.1000  -0.3292570E+00  -0.3294960E+00  -0.2352450E+00
  181.2000  -0.3276914E+00  -0.2620988E+00  -0.1913046E+00
  181.3000  -0.3245005E+00  -0.1869793E+00  -0.1420840E+00
  181.4000  -0.3173241E+00  -0.1088967E+00  -0.9009304E-01
