
These predictions were generated by SubDyn on 26-Jun-2026 at 16:31:56.




    Time	  M1N1TDxss	  M1N2TDxss	  M2N1TDxss	  M2N2TDxss	  M1N2TDzss	  M2N2TDzss	   M1N1RDxe	   M1N1RDye	   M1N1RDze	   M1N2RDxe	   M1N2RDye	   M1N2RDze	   M2N1RDxe	   M2N1RDye	   M2N1RDze	   M2N2RDxe	   M2N2RDye	   M2N2RDze	   M1N1TAxe	   M1N1TAye	   M1N1TAze	   M1N2TAxe	   M1N2TAye	   M1N2TAze	   M2N1TAxe	   M2N1TAye	   M2N1TAze	   M2N2TAxe	   M2N2TAye	   M2N2TAze	   M1N1RAxe	   M1N1RAye	   M1N1RAze	   M1N2RAxe	   M1N2RAye	   M1N2RAze	   M2N1RAxe	   M2N1RAye	   M2N1RAze	   M2N2RAxe	   M2N2RAye	   M2N2RAze	  IntfTDXss	  IntfTDYss	  IntfTDZss	  IntfRDXss	  IntfRDYss	  IntfRDZss	   IntfFXss	   IntfFYss	   IntfFZss	   IntfMXss	   IntfMYss	   IntfMZss	  ReactFXss	  ReactFYss	  ReactFZss	  ReactMXss	  ReactMYss	  ReactMZss	   M1J1FKxe	   M1J1FKye	   M1J1FKze	   M1J1MKxe	   M1J1MKye	   M1J1MKze	   M1J2FKxe	   M1J2FKye	   M1J2FKze	   M1J2MKxe	   M1J2MKye	   M1J2MKze	   M2J1FKxe	   M2J1FKye	   M2J1FKze	   M2J1MKxe	   M2J1MKye	   M2J1MKze	   M2J2FKxe	   M2J2FKye	   M2J2FKze	   M2J2MKxe	   M2J2MKye	   M2J2MKze
   21.9800	 -6.12006303E-02	 -6.12015104E-02	 -6.12015104E-02	  3.10755164E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.17325548E-06	  0.00000000E+00	  0.00000000E+00	  1.84518857E-02	  0.00000000E+00	  0.00000000E+00	  1.84574687E-02	  0.00000000E+00	  2.17449363E-01	  0.00000000E+00	  0.00000000E+00	  2.17452236E-01	  0.00000000E+00	  0.00000000E+00	  2.17452236E-01	  0.00000000E+00	  0.00000000E+00	 -1.10410214E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.81209302E-06	  0.00000000E+00	  0.00000000E+00	 -6.55608186E-02	  0.00000000E+00	  0.00000000E+00	 -6.55793170E-02	  0.00000000E+00	 -6.12006303E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.30679765E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.20594117E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.85350654E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.54035205E+01	  0.00000000E+00	 -2.41758309E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.88032719E+00	  0.00000000E+00	 -2.48862497E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.07928366E+00	  0.00000000E+00	 -1.50428687E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -4.52636933E-01	  0.00000000E+00
   21.9900	 -6.29389122E-02	 -6.29398207E-02	 -6.29398207E-02	  2.93185520E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.21291305E-06	  0.00000000E+00	  0.00000000E+00	  1.84480622E-02	  0.00000000E+00	  0.00000000E+00	  1.84537939E-02	  0.00000000E+00	  2.23625579E-01	  0.00000000E+00	  0.00000000E+00	  2.23628555E-01	  0.00000000E+00	  0.00000000E+00	  2.23628555E-01	  0.00000000E+00	  0.00000000E+00	 -1.04469421E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.95685570E-06	  0.00000000E+00	  0.00000000E+00	 -6.56075833E-02	  0.00000000E+00	  0.00000000E+00	 -6.56266281E-02	  0.00000000E+00	 -6.29389122E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.63058706E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -4.17033638E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.93635128E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.61956855E+01	  0.00000000E+00	 -2.48800301E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.88094700E+00	  0.00000000E+00	 -2.56110291E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.11410638E+00	  0.00000000E+00	 -1.55423216E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -4.64999588E-01	  0.00000000E+00
   22.0000	 -6.46563778E-02	 -6.46573143E-02	 -6.46573143E-02	  2.75495975E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.25217496E-06	  0.00000000E+00	  0.00000000E+00	  1.84376786E-02	  0.00000000E+00	  0.00000000E+00	  1.84435569E-02	  0.00000000E+00	  2.29727833E-01	  0.00000000E+00	  0.00000000E+00	  2.29730912E-01	  0.00000000E+00	  0.00000000E+00	  2.29730912E-01	  0.00000000E+00	  0.00000000E+00	 -9.84859506E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.10033786E-06	  0.00000000E+00	  0.00000000E+00	 -6.56310237E-02	  0.00000000E+00	  0.00000000E+00	 -6.56506086E-02	  0.00000000E+00	 -6.46563778E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.95302532E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.13413420E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.01822641E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.69792479E+01	  0.00000000E+00	 -2.55760158E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.88089884E+00	  0.00000000E+00	 -2.63273535E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.14785342E+00	  0.00000000E+00	 -1.60366980E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -4.77208019E-01	  0.00000000E+00
   22.0100	 -6.63523961E-02	 -6.63533604E-02	 -6.63533604E-02	  2.57692717E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.29102687E-06	  0.00000000E+00	  0.00000000E+00	  1.84207324E-02	  0.00000000E+00	  0.00000000E+00	  1.84267555E-02	  0.00000000E+00	  2.35753884E-01	  0.00000000E+00	  0.00000000E+00	  2.35757064E-01	  0.00000000E+00	  0.00000000E+00	  2.35757064E-01	  0.00000000E+00	  0.00000000E+00	 -9.24618928E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.24248708E-06	  0.00000000E+00	  0.00000000E+00	 -6.56311100E-02	  0.00000000E+00	  0.00000000E+00	 -6.56512285E-02	  0.00000000E+00	 -6.63523961E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  5.27399636E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.09699082E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.09910190E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.77539208E+01	  0.00000000E+00	 -2.62635325E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.88018211E+00	  0.00000000E+00	 -2.70349601E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.18051175E+00	  0.00000000E+00	 -1.65258164E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -4.89257738E-01	  0.00000000E+00
   22.0200	 -6.80263434E-02	 -6.80273351E-02	 -6.80273351E-02	  2.39781982E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.32945457E-06	  0.00000000E+00	  0.00000000E+00	  1.83972237E-02	  0.00000000E+00	  0.00000000E+00	  1.84033896E-02	  0.00000000E+00	  2.41701515E-01	  0.00000000E+00	  0.00000000E+00	  2.41704796E-01	  0.00000000E+00	  0.00000000E+00	  2.41704796E-01	  0.00000000E+00	  0.00000000E+00	 -8.63993564E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.38325143E-06	  0.00000000E+00	  0.00000000E+00	 -6.56078206E-02	  0.00000000E+00	  0.00000000E+00	 -6.56284661E-02	  0.00000000E+00	 -6.80263434E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  5.59338450E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -7.05856243E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.17894801E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.85194201E+01	  0.00000000E+00	 -2.69423276E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.87879646E+00	  0.00000000E+00	 -2.77335888E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.21206876E+00	  0.00000000E+00	 -1.70094982E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.01144305E-01	  0.00000000E+00
   22.0300	 -6.96776033E-02	 -6.96786222E-02	 -6.96786222E-02	  2.21770050E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.36744398E-06	  0.00000000E+00	  0.00000000E+00	  1.83671549E-02	  0.00000000E+00	  0.00000000E+00	  1.83734614E-02	  0.00000000E+00	  2.47568537E-01	  0.00000000E+00	  0.00000000E+00	  2.47571917E-01	  0.00000000E+00	  0.00000000E+00	  2.47571917E-01	  0.00000000E+00	  0.00000000E+00	 -8.03004656E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.52257938E-06	  0.00000000E+00	  0.00000000E+00	 -6.55611426E-02	  0.00000000E+00	  0.00000000E+00	 -6.55823080E-02	  0.00000000E+00	 -6.96776033E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  5.91107454E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -8.01850538E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.25773536E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.92754647E+01	  0.00000000E+00	 -2.76121514E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.87674177E+00	  0.00000000E+00	 -2.84229825E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.24251218E+00	  0.00000000E+00	 -1.74875656E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.12863341E-01	  0.00000000E+00
   22.0400	 -7.13055670E-02	 -7.13066126E-02	 -7.13066126E-02	  2.03663241E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.40498117E-06	  0.00000000E+00	  0.00000000E+00	  1.83305305E-02	  0.00000000E+00	  0.00000000E+00	  1.83369756E-02	  0.00000000E+00	  2.53352786E-01	  0.00000000E+00	  0.00000000E+00	  2.53356264E-01	  0.00000000E+00	  0.00000000E+00	  2.53356264E-01	  0.00000000E+00	  0.00000000E+00	 -7.41673591E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.66041990E-06	  0.00000000E+00	  0.00000000E+00	 -6.54910711E-02	  0.00000000E+00	  0.00000000E+00	 -6.55127495E-02	  0.00000000E+00	 -7.13055670E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  6.22695177E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -8.97647627E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.33543492E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.00217768E+01	  0.00000000E+00	 -2.82727570E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.87401814E+00	  0.00000000E+00	 -2.91028874E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.27183015E+00	  0.00000000E+00	 -1.79598438E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.24410515E-01	  0.00000000E+00
   22.0500	 -7.29096332E-02	 -7.29107052E-02	 -7.29107052E-02	  1.85467915E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.44205236E-06	  0.00000000E+00	  0.00000000E+00	  1.82873575E-02	  0.00000000E+00	  0.00000000E+00	  1.82939390E-02	  0.00000000E+00	  2.59052125E-01	  0.00000000E+00	  0.00000000E+00	  2.59055701E-01	  0.00000000E+00	  0.00000000E+00	  2.59055701E-01	  0.00000000E+00	  0.00000000E+00	 -6.80021902E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.79672241E-06	  0.00000000E+00	  0.00000000E+00	 -6.53976096E-02	  0.00000000E+00	  0.00000000E+00	 -6.54197936E-02	  0.00000000E+00	 -7.29096332E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  6.54090203E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -9.93213210E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.41201802E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.07580817E+01	  0.00000000E+00	 -2.89239007E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.87062593E+00	  0.00000000E+00	 -2.97730524E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.30001119E+00	  0.00000000E+00	 -1.84261593E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.35781557E-01	  0.00000000E+00
   22.0600	 -7.44892087E-02	 -7.44903068E-02	 -7.44903068E-02	  1.67190471E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.47864391E-06	  0.00000000E+00	  0.00000000E+00	  1.82376454E-02	  0.00000000E+00	  0.00000000E+00	  1.82443611E-02	  0.00000000E+00	  2.64664448E-01	  0.00000000E+00	  0.00000000E+00	  2.64668120E-01	  0.00000000E+00	  0.00000000E+00	  2.64668120E-01	  0.00000000E+00	  0.00000000E+00	 -6.18071253E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.93143688E-06	  0.00000000E+00	  0.00000000E+00	 -6.52807701E-02	  0.00000000E+00	  0.00000000E+00	 -6.53034524E-02	  0.00000000E+00	 -7.44892087E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  6.85281174E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.08851304E+02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.48745637E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.14841078E+01	  0.00000000E+00	 -2.95653420E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.86656573E+00	  0.00000000E+00	 -3.04332301E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.32704423E+00	  0.00000000E+00	 -1.88863402E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.46972258E-01	  0.00000000E+00
   22.0700	 -7.60437088E-02	 -7.60448326E-02	 -7.60448326E-02	  1.48837339E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.51474236E-06	  0.00000000E+00	  0.00000000E+00	  1.81814058E-02	  0.00000000E+00	  0.00000000E+00	  1.81882534E-02	  0.00000000E+00	  2.70187676E-01	  0.00000000E+00	  0.00000000E+00	  2.70191443E-01	  0.00000000E+00	  0.00000000E+00	  2.70191443E-01	  0.00000000E+00	  0.00000000E+00	 -5.55843437E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  5.06451376E-06	  0.00000000E+00	  0.00000000E+00	 -6.51405728E-02	  0.00000000E+00	  0.00000000E+00	 -6.51637457E-02	  0.00000000E+00	 -7.60437088E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.16256795E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.18351293E+02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.56172204E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.21995873E+01	  0.00000000E+00	 -3.01968435E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.86183838E+00	  0.00000000E+00	 -3.10831761E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.35291858E+00	  0.00000000E+00	 -1.93402164E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.57978468E-01	  0.00000000E+00
   22.0800	 -7.75725567E-02	 -7.75737058E-02	 -7.75737058E-02	  1.30414986E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.55033441E-06	  0.00000000E+00	  0.00000000E+00	  1.81186527E-02	  0.00000000E+00	  0.00000000E+00	  1.81256299E-02	  0.00000000E+00	  2.75619761E-01	  0.00000000E+00	  0.00000000E+00	  2.75623621E-01	  0.00000000E+00	  0.00000000E+00	  2.75623621E-01	  0.00000000E+00	  0.00000000E+00	 -4.93360364E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  5.19590407E-06	  0.00000000E+00	  0.00000000E+00	 -6.49770464E-02	  0.00000000E+00	  0.00000000E+00	 -6.50007020E-02	  0.00000000E+00	 -7.75725567E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.47005836E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.27817876E+02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.63478753E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.29042558E+01	  0.00000000E+00	 -3.08181713E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.85644495E+00	  0.00000000E+00	 -3.17226497E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.37762396E+00	  0.00000000E+00	 -1.97876222E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.68796095E-01	  0.00000000E+00
   22.0900	 -7.90751845E-02	 -7.90763586E-02	 -7.90763586E-02	  1.11929907E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.58540690E-06	  0.00000000E+00	  0.00000000E+00	  1.80494025E-02	  0.00000000E+00	  0.00000000E+00	  1.80565069E-02	  0.00000000E+00	  2.80958684E-01	  0.00000000E+00	  0.00000000E+00	  2.80962637E-01	  0.00000000E+00	  0.00000000E+00	  2.80962637E-01	  0.00000000E+00	  0.00000000E+00	 -4.30644057E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  5.32555937E-06	  0.00000000E+00	  0.00000000E+00	 -6.47902278E-02	  0.00000000E+00	  0.00000000E+00	 -6.48143582E-02	  0.00000000E+00	 -7.90751845E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.77517138E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.37247653E+02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.70662571E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.35978523E+01	  0.00000000E+00	 -3.14290947E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.85038674E+00	  0.00000000E+00	 -3.23514135E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.40115050E+00	  0.00000000E+00	 -2.02283908E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.79421117E-01	  0.00000000E+00
   22.1000	 -8.05510333E-02	 -8.05522319E-02	 -8.05522319E-02	  9.33886244E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.61994688E-06	  0.00000000E+00	  0.00000000E+00	  1.79736739E-02	  0.00000000E+00	  0.00000000E+00	  1.79809031E-02	  0.00000000E+00	  2.86202460E-01	  0.00000000E+00	  0.00000000E+00	  2.86206504E-01	  0.00000000E+00	  0.00000000E+00	  2.86206504E-01	  0.00000000E+00	  0.00000000E+00	 -3.67716640E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  5.45343181E-06	  0.00000000E+00	  0.00000000E+00	 -6.45801624E-02	  0.00000000E+00	  0.00000000E+00	 -6.46047593E-02	  0.00000000E+00	 -8.05510333E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  8.07779618E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.46637230E+02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.77720988E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.42801197E+01	  0.00000000E+00	 -3.20293868E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.84366530E+00	  0.00000000E+00	 -3.29692339E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.42348875E+00	  0.00000000E+00	 -2.06623599E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.89849574E-01	  0.00000000E+00
   22.1100	 -8.19995530E-02	 -8.20007757E-02	 -8.20007757E-02	  7.47976881E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.65394157E-06	  0.00000000E+00	  0.00000000E+00	  1.78914878E-02	  0.00000000E+00	  0.00000000E+00	  1.78988394E-02	  0.00000000E+00	  2.91349134E-01	  0.00000000E+00	  0.00000000E+00	  2.91353267E-01	  0.00000000E+00	  0.00000000E+00	  2.91353267E-01	  0.00000000E+00	  0.00000000E+00	 -3.04600336E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  5.57947414E-06	  0.00000000E+00	  0.00000000E+00	 -6.43469038E-02	  0.00000000E+00	  0.00000000E+00	 -6.43719589E-02	  0.00000000E+00	 -8.19995530E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  8.37782271E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.55983227E+02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.84651376E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.49508049E+01	  0.00000000E+00	 -3.26188240E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.83628240E+00	  0.00000000E+00	 -3.35758808E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.44462965E+00	  0.00000000E+00	 -2.10893680E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.00077573E-01	  0.00000000E+00
   22.1200	 -8.34202027E-02	 -8.34214491E-02	 -8.34214491E-02	  5.61636708E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.68737836E-06	  0.00000000E+00	  0.00000000E+00	  1.78028676E-02	  0.00000000E+00	  0.00000000E+00	  1.78103391E-02	  0.00000000E+00	  2.96396784E-01	  0.00000000E+00	  0.00000000E+00	  2.96401006E-01	  0.00000000E+00	  0.00000000E+00	  2.96401006E-01	  0.00000000E+00	  0.00000000E+00	 -2.41317453E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  5.70363970E-06	  0.00000000E+00	  0.00000000E+00	 -6.40905140E-02	  0.00000000E+00	  0.00000000E+00	 -6.41160189E-02	  0.00000000E+00	 -8.34202027E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  8.67514174E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.65282274E+02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.91451149E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.56096583E+01	  0.00000000E+00	 -3.31971865E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.82824008E+00	  0.00000000E+00	 -3.41711280E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.46456459E+00	  0.00000000E+00	 -2.15092577E-01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.10101286E-01	  0.00000000E+00
