
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 08-Apr-2025 at 12:16:59.

 
 
 
      Time        FAIRTEN1       LINE1NBPX
   32.8500   4.4417485E+08   3.6419988E+00
   32.8600   4.4426202E+08   3.6424987E+00
   32.8700   4.4434915E+08   3.6429987E+00
   32.8800   4.4443632E+08   3.6434987E+00
   32.8900   4.4452346E+08   3.6439986E+00
   32.9000   4.4461062E+08   3.6444986E+00
   32.9100   4.4469786E+08   3.6449988E+00
   32.9200   4.4478499E+08   3.6454988E+00
   32.9300   4.4487213E+08   3.6459987E+00
   32.9400   4.4495926E+08   3.6464987E+00
   32.9500   4.4504643E+08   3.6469986E+00
   32.9600   4.4513357E+08   3.6474986E+00
   32.9700   4.4522070E+08   3.6479986E+00
   32.9800   4.4530790E+08   3.6484988E+00
   32.9900   4.4539504E+08   3.6489987E+00
   33.0000   4.4548218E+08   3.6494987E+00
   33.0100   4.4556928E+08   3.6499987E+00
   33.0200   4.4565642E+08   3.6504986E+00
   33.0300   4.4574355E+08   3.6509986E+00
   33.0400   4.4583066E+08   3.6514986E+00
   33.0500   4.4591786E+08   3.6519988E+00
   33.0600   4.4600499E+08   3.6524987E+00
   33.0700   4.4609210E+08   3.6529987E+00
   33.0800   4.4617920E+08   3.6534986E+00
   33.0900   4.4626634E+08   3.6539986E+00
   33.1000   4.4635344E+08   3.6544986E+00
   33.1100   4.4644054E+08   3.6549985E+00
   33.1200   4.4652771E+08   3.6554987E+00
   33.1300   4.4661482E+08   3.6559987E+00
   33.1400   4.4670192E+08   3.6564987E+00
   33.1500   4.4678902E+08   3.6569986E+00
   33.1600   4.4687613E+08   3.6574986E+00
   33.1700   4.4696323E+08   3.6579986E+00
   33.1800   4.4705030E+08   3.6584985E+00
   33.1900   4.4713747E+08   3.6589987E+00
   33.2000   4.4722458E+08   3.6594987E+00
   33.2100   4.4731165E+08   3.6599987E+00
   33.2200   4.4739875E+08   3.6604986E+00
   33.2300   4.4748582E+08   3.6609986E+00
   33.2400   4.4757290E+08   3.6614985E+00
   33.2500   4.4766000E+08   3.6619985E+00
   33.2600   4.4774714E+08   3.6624987E+00
   33.2700   4.4783421E+08   3.6629987E+00
   33.2800   4.4792128E+08   3.6634986E+00
   33.2900   4.4800835E+08   3.6639986E+00
   33.3000   4.4809542E+08   3.6644986E+00
   33.3100   4.4818250E+08   3.6649985E+00
   33.3200   4.4826957E+08   3.6654985E+00
   33.3300   4.4835667E+08   3.6659987E+00
   33.3400   4.4844374E+08   3.6664987E+00
   33.3500   4.4853082E+08   3.6669986E+00
   33.3600   4.4861786E+08   3.6674986E+00
   33.3700   4.4870493E+08   3.6679986E+00
   33.3800   4.4879197E+08   3.6684985E+00
   33.3900   4.4887904E+08   3.6689985E+00
   33.4000   4.4896614E+08   3.6694987E+00
   33.4100   4.4905318E+08   3.6699986E+00
   33.4200   4.4914022E+08   3.6704986E+00
   33.4300   4.4922726E+08   3.6709986E+00
   33.4400   4.4931430E+08   3.6714985E+00
   33.4500   4.4940134E+08   3.6719985E+00
   33.4600   4.4948838E+08   3.6724985E+00
   33.4700   4.4957549E+08   3.6729987E+00
   33.4800   4.4966253E+08   3.6734986E+00
   33.4900   4.4974957E+08   3.6739986E+00
   33.5000   4.4983658E+08   3.6744986E+00
   33.5100   4.4992362E+08   3.6749985E+00
   33.5200   4.5001062E+08   3.6754985E+00
   33.5300   4.5009766E+08   3.6759984E+00
   33.5400   4.5018474E+08   3.6764987E+00
   33.5500   4.5027178E+08   3.6769986E+00
   33.5600   4.5035878E+08   3.6774986E+00
   33.5700   4.5044579E+08   3.6779985E+00
   33.5800   4.5053280E+08   3.6784985E+00
   33.5900   4.5061981E+08   3.6789985E+00
   33.6000   4.5070682E+08   3.6794984E+00
   33.6100   4.5079389E+08   3.6799986E+00
   33.6200   4.5088090E+08   3.6804986E+00
   33.6300   4.5096790E+08   3.6809986E+00
   33.6400   4.5105491E+08   3.6814985E+00
   33.6500   4.5114189E+08   3.6819985E+00
   33.6600   4.5122890E+08   3.6824985E+00
   33.6700   4.5131587E+08   3.6829984E+00
   33.6800   4.5140294E+08   3.6834986E+00
   33.6900   4.5148992E+08   3.6839986E+00
   33.7000   4.5157693E+08   3.6844985E+00
   33.7100   4.5166390E+08   3.6849985E+00
   33.7200   4.5175088E+08   3.6854985E+00
   33.7300   4.5183786E+08   3.6859984E+00
   33.7400   4.5192486E+08   3.6864984E+00
   33.7500   4.5201190E+08   3.6869986E+00
   33.7600   4.5209888E+08   3.6874986E+00
   33.7700   4.5218586E+08   3.6879985E+00
   33.7800   4.5227280E+08   3.6884985E+00
   33.7900   4.5235978E+08   3.6889985E+00
   33.8000   4.5244675E+08   3.6894984E+00
   33.8100   4.5253370E+08   3.6899984E+00
   33.8200   4.5262074E+08   3.6904986E+00
   33.8300   4.5270771E+08   3.6909986E+00
   33.8400   4.5279466E+08   3.6914985E+00
   33.8500   4.5288160E+08   3.6919985E+00
   33.8600   4.5296858E+08   3.6924984E+00
   33.8700   4.5305552E+08   3.6929984E+00
   33.8800   4.5314246E+08   3.6934984E+00
   33.8900   4.5322950E+08   3.6939986E+00
   33.9000   4.5331645E+08   3.6944985E+00
   33.9100   4.5340339E+08   3.6949985E+00
   33.9200   4.5349034E+08   3.6954985E+00
   33.9300   4.5357725E+08   3.6959984E+00
   33.9400   4.5366419E+08   3.6964984E+00
   33.9500   4.5375114E+08   3.6969984E+00
   33.9600   4.5383814E+08   3.6974986E+00
   33.9700   4.5392506E+08   3.6979985E+00
   33.9800   4.5401200E+08   3.6984985E+00
   33.9900   4.5409894E+08   3.6989985E+00
   34.0000   4.5418592E+08   3.6994987E+00
   34.0100   4.5427283E+08   3.6999986E+00
   34.0200   4.5435978E+08   3.7004986E+00
   34.0300   4.5444675E+08   3.7009988E+00
   34.0400   4.5453366E+08   3.7014987E+00
   34.0500   4.5462058E+08   3.7019987E+00
   34.0600   4.5470749E+08   3.7024987E+00
   34.0700   4.5479446E+08   3.7029989E+00
   34.0800   4.5488138E+08   3.7034988E+00
   34.0900   4.5496829E+08   3.7039988E+00
   34.1000   4.5505520E+08   3.7044988E+00
   34.1100   4.5514218E+08   3.7049990E+00
   34.1200   4.5522906E+08   3.7054989E+00
   34.1300   4.5531597E+08   3.7059989E+00
   34.1400   4.5540291E+08   3.7064991E+00
   34.1500   4.5548982E+08   3.7069991E+00
   34.1600   4.5557670E+08   3.7074990E+00
   34.1700   4.5566358E+08   3.7079990E+00
   34.1800   4.5575053E+08   3.7084992E+00
   34.1900   4.5583744E+08   3.7089992E+00
   34.2000   4.5592432E+08   3.7094991E+00
   34.2100   4.5601120E+08   3.7099991E+00
   34.2200   4.5609814E+08   3.7104993E+00
   34.2300   4.5618499E+08   3.7109993E+00
   34.2400   4.5627187E+08   3.7114992E+00
   34.2500   4.5635882E+08   3.7119994E+00
   34.2600   4.5644566E+08   3.7124994E+00
   34.2700   4.5653254E+08   3.7129993E+00
   34.2800   4.5661939E+08   3.7134993E+00
   34.2900   4.5670634E+08   3.7139995E+00
   34.3000   4.5679318E+08   3.7144995E+00
   34.3100   4.5688003E+08   3.7149994E+00
   34.3200   4.5696691E+08   3.7154994E+00
   34.3300   4.5705382E+08   3.7159996E+00
   34.3400   4.5714067E+08   3.7164996E+00
   34.3500   4.5722749E+08   3.7169995E+00
   34.3600   4.5731434E+08   3.7174995E+00
   34.3700   4.5740118E+08   3.7179995E+00
   34.3800   4.5748803E+08   3.7184994E+00
   34.3900   4.5757485E+08   3.7189994E+00
   34.4000   4.5766163E+08   3.7194991E+00
   34.4100   4.5774845E+08   3.7199991E+00
   34.4200   4.5783526E+08   3.7204990E+00
   34.4300   4.5792205E+08   3.7209988E+00
   34.4400   4.5800886E+08   3.7214987E+00
   34.4500   4.5809568E+08   3.7219987E+00
   34.4600   4.5818243E+08   3.7224984E+00
   34.4700   4.5826925E+08   3.7229984E+00
   34.4800   4.5835606E+08   3.7234983E+00
   34.4900   4.5844282E+08   3.7239981E+00
   34.5000   4.5852957E+08   3.7244978E+00
   34.5100   4.5861638E+08   3.7249978E+00
   34.5200   4.5870314E+08   3.7254975E+00
   34.5300   4.5878986E+08   3.7259972E+00
   34.5400   4.5887667E+08   3.7264972E+00
   34.5500   4.5896342E+08   3.7269969E+00
   34.5600   4.5905014E+08   3.7274966E+00
   34.5700   4.5913690E+08   3.7279963E+00
   34.5800   4.5922362E+08   3.7284961E+00
   34.5900   4.5931037E+08   3.7289958E+00
   34.6000   4.5939709E+08   3.7294955E+00
   34.6100   4.5948381E+08   3.7299953E+00
   34.6200   4.5957056E+08   3.7304950E+00
   34.6300   4.5965728E+08   3.7309947E+00
   34.6400   4.5974403E+08   3.7314944E+00
   34.6500   4.5983075E+08   3.7319942E+00
   34.6600   4.5991747E+08   3.7324939E+00
   34.6700   4.6000419E+08   3.7329936E+00
   34.6800   4.6009094E+08   3.7334933E+00
   34.6900   4.6017773E+08   3.7339933E+00
   34.7000   4.6026445E+08   3.7344930E+00
   34.7100   4.6035120E+08   3.7349927E+00
   34.7200   4.6043792E+08   3.7354925E+00
   34.7300   4.6052464E+08   3.7359922E+00
   34.7400   4.6061142E+08   3.7364922E+00
   34.7500   4.6069818E+08   3.7369919E+00
   34.7600   4.6078496E+08   3.7374918E+00
   34.7700   4.6087174E+08   3.7379918E+00
   34.7800   4.6095850E+08   3.7384915E+00
   34.7900   4.6104528E+08   3.7389915E+00
   34.8000   4.6113206E+08   3.7394915E+00
   34.8100   4.6121894E+08   3.7399917E+00
   34.8200   4.6130573E+08   3.7404916E+00
   34.8300   4.6139261E+08   3.7409918E+00
   34.8400   4.6147946E+08   3.7414920E+00
   34.8500   4.6156640E+08   3.7419925E+00
   34.8600   4.6165334E+08   3.7424929E+00
   34.8700   4.6174026E+08   3.7429934E+00
   34.8800   4.6182717E+08   3.7434938E+00
   34.8900   4.6191411E+08   3.7439942E+00
   34.9000   4.6200102E+08   3.7444947E+00
   34.9100   4.6208803E+08   3.7449954E+00
   34.9200   4.6217501E+08   3.7454960E+00
   34.9300   4.6226198E+08   3.7459967E+00
   34.9400   4.6234896E+08   3.7464974E+00
   34.9500   4.6243603E+08   3.7469983E+00
   34.9600   4.6252314E+08   3.7474995E+00
   34.9700   4.6261024E+08   3.7480006E+00
   34.9800   4.6269734E+08   3.7485018E+00
   34.9900   4.6278445E+08   3.7490029E+00
   35.0000   4.6287155E+08   3.7495041E+00
   35.0100   4.6295872E+08   3.7500055E+00
   35.0200   4.6304589E+08   3.7505069E+00
   35.0300   4.6313302E+08   3.7510083E+00
   35.0400   4.6322022E+08   3.7515099E+00
   35.0500   4.6330746E+08   3.7520115E+00
   35.0600   4.6339472E+08   3.7525134E+00
   35.0700   4.6348195E+08   3.7530153E+00
   35.0800   4.6356922E+08   3.7535172E+00
   35.0900   4.6365645E+08   3.7540190E+00
   35.1000   4.6374374E+08   3.7545211E+00
   35.1100   4.6383094E+08   3.7550230E+00
   35.1200   4.6391824E+08   3.7555251E+00
   35.1300   4.6400541E+08   3.7560270E+00
   35.1400   4.6409267E+08   3.7565291E+00
   35.1500   4.6417984E+08   3.7570310E+00
   35.1600   4.6426704E+08   3.7575331E+00
   35.1700   4.6435427E+08   3.7580352E+00
   35.1800   4.6444138E+08   3.7585371E+00
   35.1900   4.6452848E+08   3.7590389E+00
   35.2000   4.6461558E+08   3.7595408E+00
   35.2100   4.6470259E+08   3.7600424E+00
   35.2200   4.6478957E+08   3.7605441E+00
   35.2300   4.6487648E+08   3.7610455E+00
   35.2400   4.6496330E+08   3.7615466E+00
   35.2500   4.6505005E+08   3.7620475E+00
   35.2600   4.6513670E+08   3.7625482E+00
   35.2700   4.6522342E+08   3.7630491E+00
   35.2800   4.6530998E+08   3.7635496E+00
   35.2900   4.6539645E+08   3.7640498E+00
   35.3000   4.6548285E+08   3.7645497E+00
   35.3100   4.6556915E+08   3.7650495E+00
   35.3200   4.6565536E+08   3.7655489E+00
   35.3300   4.6574144E+08   3.7660480E+00
   35.3400   4.6582736E+08   3.7665465E+00
   35.3500   4.6591322E+08   3.7670448E+00
   35.3600   4.6599891E+08   3.7675426E+00
   35.3700   4.6608454E+08   3.7680402E+00
   35.3800   4.6617008E+08   3.7685375E+00
   35.3900   4.6625549E+08   3.7690344E+00
   35.4000   4.6634077E+08   3.7695308E+00
   35.4100   4.6642589E+08   3.7700267E+00
   35.4200   4.6651088E+08   3.7705221E+00
   35.4300   4.6659571E+08   3.7710171E+00
   35.4400   4.6668042E+08   3.7715116E+00
   35.4500   4.6676499E+08   3.7720056E+00
   35.4600   4.6684947E+08   3.7724991E+00
   35.4700   4.6693379E+08   3.7729921E+00
   35.4800   4.6701792E+08   3.7734845E+00
   35.4900   4.6710198E+08   3.7739766E+00
   35.5000   4.6718595E+08   3.7744682E+00
   35.5100   4.6726979E+08   3.7749593E+00
   35.5200   4.6735350E+08   3.7754500E+00
   35.5300   4.6743718E+08   3.7759404E+00
   35.5400   4.6752077E+08   3.7764304E+00
   35.5500   4.6760422E+08   3.7769198E+00
   35.5600   4.6768768E+08   3.7774091E+00
   35.5700   4.6777107E+08   3.7778981E+00
   35.5800   4.6785446E+08   3.7783868E+00
   35.5900   4.6793779E+08   3.7788754E+00
   35.6000   4.6802112E+08   3.7793636E+00
   35.6100   4.6810442E+08   3.7798517E+00
   35.6200   4.6818778E+08   3.7803397E+00
   35.6300   4.6827120E+08   3.7808278E+00
   35.6400   4.6835469E+08   3.7813158E+00
   35.6500   4.6843827E+08   3.7818041E+00
   35.6600   4.6852202E+08   3.7822926E+00
   35.6700   4.6860586E+08   3.7827814E+00
   35.6800   4.6868986E+08   3.7832704E+00
   35.6900   4.6877405E+08   3.7837598E+00
   35.7000   4.6885846E+08   3.7842498E+00
   35.7100   4.6894307E+08   3.7847402E+00
   35.7200   4.6902803E+08   3.7852316E+00
   35.7300   4.6911328E+08   3.7857237E+00
   35.7400   4.6919885E+08   3.7862167E+00
   35.7500   4.6928477E+08   3.7867107E+00
   35.7600   4.6937110E+08   3.7872059E+00
   35.7700   4.6945782E+08   3.7877023E+00
   35.7800   4.6954493E+08   3.7881997E+00
   35.7900   4.6963254E+08   3.7886987E+00
   35.8000   4.6972064E+08   3.7891991E+00
   35.8100   4.6980922E+08   3.7897010E+00
   35.8200   4.6989830E+08   3.7902045E+00
   35.8300   4.6998800E+08   3.7907100E+00
   35.8400   4.7007830E+08   3.7912173E+00
   35.8500   4.7016918E+08   3.7917266E+00
   35.8600   4.7026067E+08   3.7922378E+00
   35.8700   4.7035277E+08   3.7927511E+00
   35.8800   4.7044560E+08   3.7932668E+00
   35.8900   4.7053904E+08   3.7937846E+00
   35.9000   4.7063315E+08   3.7943048E+00
   35.9100   4.7072790E+08   3.7948272E+00
   35.9200   4.7082333E+08   3.7953520E+00
   35.9300   4.7091942E+08   3.7958791E+00
   35.9400   4.7101622E+08   3.7964089E+00
   35.9500   4.7111366E+08   3.7969410E+00
   35.9600   4.7121174E+08   3.7974756E+00
   35.9700   4.7131040E+08   3.7980125E+00
   35.9800   4.7140963E+08   3.7985516E+00
   35.9900   4.7150954E+08   3.7990932E+00
   36.0000   4.7160992E+08   3.7996371E+00
   36.0100   4.7171082E+08   3.8001831E+00
   36.0200   4.7181219E+08   3.8007312E+00
   36.0300   4.7191389E+08   3.8012810E+00
   36.0400   4.7201590E+08   3.8018324E+00
   36.0500   4.7211830E+08   3.8023858E+00
   36.0600   4.7222096E+08   3.8029406E+00
   36.0700   4.7232371E+08   3.8034966E+00
   36.0800   4.7242662E+08   3.8040538E+00
   36.0900   4.7252950E+08   3.8046117E+00
   36.1000   4.7263229E+08   3.8051701E+00
   36.1100   4.7273494E+08   3.8057289E+00
   36.1200   4.7283734E+08   3.8062878E+00
   36.1300   4.7293942E+08   3.8068464E+00
   36.1400   4.7304099E+08   3.8074043E+00
   36.1500   4.7314208E+08   3.8079615E+00
   36.1600   4.7324250E+08   3.8085175E+00
   36.1700   4.7334218E+08   3.8090718E+00
   36.1800   4.7344090E+08   3.8096240E+00
   36.1900   4.7353869E+08   3.8101740E+00
   36.2000   4.7363539E+08   3.8107214E+00
   36.2100   4.7373082E+08   3.8112655E+00
   36.2200   4.7382490E+08   3.8118060E+00
   36.2300   4.7391754E+08   3.8123426E+00
   36.2400   4.7400858E+08   3.8128748E+00
   36.2500   4.7409786E+08   3.8134019E+00
   36.2600   4.7418531E+08   3.8139238E+00
   36.2700   4.7427091E+08   3.8144403E+00
   36.2800   4.7435434E+08   3.8149502E+00
   36.2900   4.7443565E+08   3.8154538E+00
   36.3000   4.7451472E+08   3.8159504E+00
   36.3100   4.7459139E+08   3.8164396E+00
   36.3200   4.7466560E+08   3.8169210E+00
   36.3300   4.7473731E+08   3.8173945E+00
   36.3400   4.7480640E+08   3.8178594E+00
   36.3500   4.7487277E+08   3.8183155E+00
   36.3600   4.7493651E+08   3.8187628E+00
   36.3700   4.7499738E+08   3.8192005E+00
   36.3800   4.7505542E+08   3.8196287E+00
   36.3900   4.7511066E+08   3.8200471E+00
   36.4000   4.7516307E+08   3.8204558E+00
   36.4100   4.7521264E+08   3.8208544E+00
   36.4200   4.7525942E+08   3.8212430E+00
   36.4300   4.7530346E+08   3.8216217E+00
   36.4400   4.7534470E+08   3.8219900E+00
   36.4500   4.7538330E+08   3.8223484E+00
   36.4600   4.7541933E+08   3.8226969E+00
   36.4700   4.7545293E+08   3.8230360E+00
   36.4800   4.7548416E+08   3.8233654E+00
   36.4900   4.7551318E+08   3.8236859E+00
   36.5000   4.7554013E+08   3.8239975E+00
   36.5100   4.7556528E+08   3.8243010E+00
   36.5200   4.7558870E+08   3.8245966E+00
   36.5300   4.7561069E+08   3.8248851E+00
   36.5400   4.7563149E+08   3.8251672E+00
   36.5500   4.7565136E+08   3.8254435E+00
   36.5600   4.7567050E+08   3.8257146E+00
   36.5700   4.7568922E+08   3.8259814E+00
   36.5800   4.7570790E+08   3.8262451E+00
   36.5900   4.7572688E+08   3.8265066E+00
   36.6000   4.7574637E+08   3.8267667E+00
   36.6100   4.7576688E+08   3.8270268E+00
   36.6200   4.7578867E+08   3.8272879E+00
   36.6300   4.7581222E+08   3.8275514E+00
   36.6400   4.7583782E+08   3.8278182E+00
   36.6500   4.7586598E+08   3.8280900E+00
   36.6600   4.7589702E+08   3.8283677E+00
   36.6700   4.7593146E+08   3.8286533E+00
   36.6800   4.7596966E+08   3.8289480E+00
   36.6900   4.7601203E+08   3.8292530E+00
   36.7000   4.7605914E+08   3.8295703E+00
   36.7100   4.7611126E+08   3.8299010E+00
   36.7200   4.7616890E+08   3.8302467E+00
   36.7300   4.7623251E+08   3.8306091E+00
   36.7400   4.7630253E+08   3.8309898E+00
   36.7500   4.7637926E+08   3.8313901E+00
   36.7600   4.7646320E+08   3.8318117E+00
   36.7700   4.7655469E+08   3.8322558E+00
   36.7800   4.7665411E+08   3.8327241E+00
   36.7900   4.7676179E+08   3.8332179E+00
   36.8000   4.7687808E+08   3.8337386E+00
   36.8100   4.7700320E+08   3.8342872E+00
   36.8200   4.7713747E+08   3.8348651E+00
   36.8300   4.7728115E+08   3.8354735E+00
   36.8400   4.7743434E+08   3.8361132E+00
   36.8500   4.7759731E+08   3.8367853E+00
   36.8600   4.7777011E+08   3.8374903E+00
   36.8700   4.7795283E+08   3.8382292E+00
   36.8800   4.7814554E+08   3.8390024E+00
   36.8900   4.7834826E+08   3.8398104E+00
   36.9000   4.7856080E+08   3.8406532E+00
   36.9100   4.7878314E+08   3.8415310E+00
   36.9200   4.7901510E+08   3.8424439E+00
   36.9300   4.7925651E+08   3.8433917E+00
   36.9400   4.7950704E+08   3.8443737E+00
   36.9500   4.7976627E+08   3.8453891E+00
   36.9600   4.8003392E+08   3.8464375E+00
   36.9700   4.8030947E+08   3.8475175E+00
   36.9800   4.8059251E+08   3.8486283E+00
   36.9900   4.8088234E+08   3.8497682E+00
   37.0000   4.8117843E+08   3.8509357E+00
   37.0100   4.8148006E+08   3.8521290E+00
   37.0200   4.8178646E+08   3.8533459E+00
   37.0300   4.8209683E+08   3.8545842E+00
   37.0400   4.8241034E+08   3.8558416E+00
   37.0500   4.8272602E+08   3.8571153E+00
   37.0600   4.8304282E+08   3.8584020E+00
   37.0700   4.8335978E+08   3.8596990E+00
   37.0800   4.8367587E+08   3.8610032E+00
   37.0900   4.8398995E+08   3.8623109E+00
   37.1000   4.8430096E+08   3.8636189E+00
   37.1100   4.8460749E+08   3.8649228E+00
   37.1200   4.8490848E+08   3.8662190E+00
   37.1300   4.8520256E+08   3.8675034E+00
   37.1400   4.8548854E+08   3.8687718E+00
   37.1500   4.8576506E+08   3.8700197E+00
   37.1600   4.8603078E+08   3.8712428E+00
   37.1700   4.8628442E+08   3.8724365E+00
   37.1800   4.8652470E+08   3.8735967E+00
   37.1900   4.8675024E+08   3.8747182E+00
   37.2000   4.8695978E+08   3.8757968E+00
   37.2100   4.8715200E+08   3.8768277E+00
   37.2200   4.8732563E+08   3.8778064E+00
   37.2300   4.8747949E+08   3.8787284E+00
   37.2400   4.8761242E+08   3.8795893E+00
   37.2500   4.8772323E+08   3.8803847E+00
   37.2600   4.8781085E+08   3.8811102E+00
   37.2700   4.8787424E+08   3.8817618E+00
   37.2800   4.8791251E+08   3.8823357E+00
   37.2900   4.8792480E+08   3.8828282E+00
   37.3000   4.8791027E+08   3.8832357E+00
   37.3100   4.8786832E+08   3.8835552E+00
   37.3200   4.8779830E+08   3.8837836E+00
   37.3300   4.8769984E+08   3.8839185E+00
   37.3400   4.8757245E+08   3.8839574E+00
   37.3500   4.8741600E+08   3.8838985E+00
   37.3600   4.8723030E+08   3.8837402E+00
   37.3700   4.8701542E+08   3.8834813E+00
   37.3800   4.8677162E+08   3.8831215E+00
   37.3900   4.8649904E+08   3.8826602E+00
   37.4000   4.8619821E+08   3.8820975E+00
   37.4100   4.8586973E+08   3.8814342E+00
   37.4200   4.8551430E+08   3.8806715E+00
   37.4300   4.8513296E+08   3.8798113E+00
   37.4400   4.8472666E+08   3.8788555E+00
   37.4500   4.8429680E+08   3.8778074E+00
   37.4600   4.8384458E+08   3.8766696E+00
   37.4700   4.8337174E+08   3.8754468E+00
   37.4800   4.8287987E+08   3.8741429E+00
   37.4900   4.8237088E+08   3.8727629E+00
   37.5000   4.8184682E+08   3.8713126E+00
   37.5100   4.8130979E+08   3.8697977E+00
   37.5200   4.8076218E+08   3.8682251E+00
   37.5300   4.8020640E+08   3.8666019E+00
   37.5400   4.7964506E+08   3.8649356E+00
   37.5500   4.7908086E+08   3.8632345E+00
   37.5600   4.7851664E+08   3.8615072E+00
   37.5700   4.7795536E+08   3.8597627E+00
   37.5800   4.7740003E+08   3.8580105E+00
   37.5900   4.7685376E+08   3.8562605E+00
   37.6000   4.7631978E+08   3.8545229E+00
   37.6100   4.7580134E+08   3.8528085E+00
   37.6200   4.7530182E+08   3.8511281E+00
   37.6300   4.7482454E+08   3.8494928E+00
   37.6400   4.7437270E+08   3.8479135E+00
   37.6500   4.7394989E+08   3.8464022E+00
   37.6600   4.7355936E+08   3.8449702E+00
   37.6700   4.7320445E+08   3.8436291E+00
   37.6800   4.7288851E+08   3.8423908E+00
   37.6900   4.7261469E+08   3.8412664E+00
   37.7000   4.7238618E+08   3.8402677E+00
   37.7100   4.7220605E+08   3.8394060E+00
   37.7200   4.7207728E+08   3.8386924E+00
   37.7300   4.7200262E+08   3.8381376E+00
   37.7400   4.7198474E+08   3.8377519E+00
   37.7500   4.7202611E+08   3.8375454E+00
   37.7600   4.7212906E+08   3.8375275E+00
   37.7700   4.7229571E+08   3.8377075E+00
   37.7800   4.7252784E+08   3.8380933E+00
   37.7900   4.7282720E+08   3.8386929E+00
   37.8000   4.7319517E+08   3.8395135E+00
   37.8100   4.7363293E+08   3.8405614E+00
   37.8200   4.7414118E+08   3.8418415E+00
   37.8300   4.7472061E+08   3.8433588E+00
   37.8400   4.7537139E+08   3.8451166E+00
   37.8500   4.7609344E+08   3.8471177E+00
   37.8600   4.7688650E+08   3.8493638E+00
   37.8700   4.7774966E+08   3.8518553E+00
   37.8800   4.7868189E+08   3.8545914E+00
   37.8900   4.7968179E+08   3.8575706E+00
   37.9000   4.8074758E+08   3.8607903E+00
   37.9100   4.8187715E+08   3.8642461E+00
   37.9200   4.8306794E+08   3.8679328E+00
   37.9300   4.8431702E+08   3.8718438E+00
   37.9400   4.8562131E+08   3.8759716E+00
   37.9500   4.8697715E+08   3.8803070E+00
   37.9600   4.8838061E+08   3.8848398E+00
   37.9700   4.8982749E+08   3.8895588E+00
   37.9800   4.9131306E+08   3.8944509E+00
   37.9900   4.9283251E+08   3.8995028E+00
   38.0000   4.9438067E+08   3.9046993E+00
   38.0100   4.9595200E+08   3.9100246E+00
   38.0200   4.9754067E+08   3.9154613E+00
   38.0300   4.9914058E+08   3.9209909E+00
   38.0400   5.0074547E+08   3.9265945E+00
   38.0500   5.0234890E+08   3.9322519E+00
   38.0600   5.0394422E+08   3.9379425E+00
   38.0700   5.0552454E+08   3.9436443E+00
   38.0800   5.0708282E+08   3.9493346E+00
   38.0900   5.0861203E+08   3.9549909E+00
   38.1000   5.1010496E+08   3.9605892E+00
   38.1100   5.1155443E+08   3.9661057E+00
   38.1200   5.1295312E+08   3.9715159E+00
   38.1300   5.1429382E+08   3.9767952E+00
   38.1400   5.1556931E+08   3.9819188E+00
   38.1500   5.1677254E+08   3.9868619E+00
   38.1600   5.1789658E+08   3.9916003E+00
   38.1700   5.1893456E+08   3.9961092E+00
   38.1800   5.1987987E+08   4.0003648E+00
   38.1900   5.2072621E+08   4.0043435E+00
   38.2000   5.2146723E+08   4.0080218E+00
   38.2100   5.2209725E+08   4.0113778E+00
   38.2200   5.2261078E+08   4.0143900E+00
   38.2300   5.2300256E+08   4.0170374E+00
   38.2400   5.2326797E+08   4.0193009E+00
   38.2500   5.2340266E+08   4.0211620E+00
   38.2600   5.2340288E+08   4.0226040E+00
   38.2700   5.2326528E+08   4.0236111E+00
   38.2800   5.2298694E+08   4.0241690E+00
   38.2900   5.2256582E+08   4.0242658E+00
   38.3000   5.2200013E+08   4.0238905E+00
   38.3100   5.2128877E+08   4.0230341E+00
   38.3200   5.2043139E+08   4.0216899E+00
   38.3300   5.1942819E+08   4.0198531E+00
   38.3400   5.1828006E+08   4.0175209E+00
   38.3500   5.1698835E+08   4.0146918E+00
   38.3600   5.1555533E+08   4.0113678E+00
   38.3700   5.1398397E+08   4.0075526E+00
   38.3800   5.1227776E+08   4.0032520E+00
   38.3900   5.1044099E+08   3.9984744E+00
   38.4000   5.0847869E+08   3.9932306E+00
   38.4100   5.0639638E+08   3.9875331E+00
   38.4200   5.0420045E+08   3.9813974E+00
   38.4300   5.0189789E+08   3.9748414E+00
   38.4400   4.9949626E+08   3.9678845E+00
   38.4500   4.9700381E+08   3.9605491E+00
   38.4600   4.9442938E+08   3.9528596E+00
   38.4700   4.9178237E+08   3.9448423E+00
   38.4800   4.8907280E+08   3.9365261E+00
   38.4900   4.8631110E+08   3.9279413E+00
   38.5000   4.8350829E+08   3.9191208E+00
   38.5100   4.8067578E+08   3.9100988E+00
   38.5200   4.7782525E+08   3.9009111E+00
   38.5300   4.7496899E+08   3.8915956E+00
   38.5400   4.7211930E+08   3.8821909E+00
   38.5500   4.6928899E+08   3.8727376E+00
   38.5600   4.6649088E+08   3.8632770E+00
   38.5700   4.6373805E+08   3.8538513E+00
   38.5800   4.6104358E+08   3.8445036E+00
   38.5900   4.5842067E+08   3.8352778E+00
   38.6000   4.5588243E+08   3.8262179E+00
   38.6100   4.5344198E+08   3.8173685E+00
   38.6200   4.5111216E+08   3.8087740E+00
   38.6300   4.4890554E+08   3.8004782E+00
   38.6400   4.4683469E+08   3.7925255E+00
