Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	M1N1FBxi	M1N1FByi	M1N1FBzi	M1N1MBxi	M1N1MByi	M1N1MBzi	M1N2FBxi	M1N2FByi	M1N2FBzi	M1N2MBxi	M1N2MByi	M1N2MBzi	M1N3FBxi	M1N3FByi	M1N3FBzi	M1N3MBxi	M1N3MByi	M1N3MBzi	M1N4FBxi	M1N4FByi	M1N4FBzi	M1N4MBxi	M1N4MByi	M1N4MBzi	M1N5FBxi	M1N5FByi	M1N5FBzi	M1N5MBxi	M1N5MByi	M1N5MBzi	M1N6FBxi	M1N6FByi	M1N6FBzi	M1N6MBxi	M1N6MByi	M1N6MBzi	M1N7FBxi	M1N7FByi	M1N7FBzi	M1N7MBxi	M1N7MByi	M1N7MBzi	M1N8FBxi	M1N8FByi	M1N8FBzi	M1N8MBxi	M1N8MByi	M1N8MBzi	M1N9FBxi	M1N9FByi	M1N9FBzi	M1N9MBxi	M1N9MByi	M1N9MBzi	J1FBxi	J1FByi	J1FBzi	J1MBxi	J1MByi	J1MBzi	J2FBxi	J2FByi	J2FBzi	J2MBxi	J2MByi	J2MBzi
(s)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)
   46.0500	  -4.949574E+00	   1.591281E+04	   3.880769E+03	   1.461339E+06	  -1.612470E+07	   1.010269E+07	   1.514414E+05	  -9.116960E+03	  -1.982887E+04	   2.033551E+05	  -1.250870E+05	  -1.918562E+05	  -2.993432E+04	  -5.541299E+03	  -1.184312E+04	   1.218689E+05	  -4.680517E+04	  -6.339730E+04	  -1.045034E+04	  -1.878827E+03	  -3.929221E+03	   4.060581E+04	  -5.608837E+03	  -1.664227E+03	  -6.904836E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   8.153073E+04	   1.445318E+05	   1.482377E+04	   4.871401E+05	  -2.895772E+05	   1.441072E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.1000	  -4.937838E+00	   1.719826E+04	   4.220426E+03	   1.490355E+06	  -1.639620E+07	   1.026284E+07	   1.628235E+05	  -9.136585E+03	  -2.009811E+04	   2.056698E+05	  -1.275725E+05	  -1.960337E+05	  -3.058187E+04	  -5.580630E+03	  -1.207279E+04	   1.239402E+05	  -4.821582E+04	  -6.565388E+04	  -1.080536E+04	  -1.941616E+03	  -4.113617E+03	   4.240261E+04	  -6.016581E+03	  -2.132890E+03	  -7.761337E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   8.348012E+04	   1.479875E+05	   1.517820E+04	   4.967079E+05	  -2.954497E+05	   1.487409E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.1500	  -4.924883E+00	   1.853497E+04	   4.573308E+03	   1.521403E+06	  -1.668448E+07	   1.043292E+07	   1.745744E+05	  -9.160626E+03	  -2.037923E+04	   2.081018E+05	  -1.302052E+05	  -2.004619E+05	  -3.126926E+04	  -5.624195E+03	  -1.231503E+04	   1.261338E+05	  -4.972697E+04	  -6.807563E+04	  -1.118698E+04	  -2.008619E+03	  -4.311153E+03	   4.432634E+04	  -6.469287E+03	  -2.665165E+03	  -8.727361E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   8.555277E+04	   1.516617E+05	   1.555505E+04	   5.067962E+05	  -3.016512E+05	   1.537202E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.2000	  -4.910713E+00	   1.992590E+04	   4.940539E+03	   1.554500E+06	  -1.698940E+07	   1.061278E+07	   1.867064E+05	  -9.188967E+03	  -2.067203E+04	   2.106490E+05	  -1.329867E+05	  -2.051439E+05	  -3.199703E+04	  -5.671820E+03	  -1.256963E+04	   1.284472E+05	  -5.134073E+04	  -7.066677E+04	  -1.159589E+04	  -2.079598E+03	  -4.521700E+03	   4.637489E+04	  -6.970101E+03	  -3.267188E+03	  -9.812370E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   8.775077E+04	   1.555582E+05	   1.595469E+04	   5.174004E+05	  -3.081806E+05	   1.590588E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.2500	  -4.895332E+00	   2.137402E+04	   5.322934E+03	   1.589668E+06	  -1.731077E+07	   1.080226E+07	   1.992335E+05	  -9.221429E+03	  -2.097625E+04	   2.133085E+05	  -1.359178E+05	  -2.100819E+05	  -3.276557E+04	  -5.723313E+03	  -1.283640E+04	   1.308781E+05	  -5.305932E+04	  -7.343185E+04	  -1.203282E+04	  -2.154333E+03	  -4.745119E+03	   4.854619E+04	  -7.522277E+03	  -3.945300E+03	  -1.102621E+03	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   9.007623E+04	   1.596806E+05	   1.637750E+04	   5.285148E+05	  -3.150362E+05	   1.647710E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.3000	  -4.878742E+00	   2.288198E+04	   5.720928E+03	   1.626927E+06	  -1.764840E+07	   1.100120E+07	   2.121672E+05	  -9.257908E+03	  -2.129162E+04	   2.160776E+05	  -1.389998E+05	  -2.152785E+05	  -3.357535E+04	  -5.778499E+03	  -1.311516E+04	   1.334240E+05	  -5.488509E+04	  -7.637556E+04	  -1.249853E+04	  -2.232594E+03	  -4.981248E+03	   5.083790E+04	  -8.129155E+03	  -4.706023E+03	  -1.237902E+03	  -7.380504E-02	  -1.620037E-01	   1.658509E+00	  -6.134784E-01	   7.835791E-01	   4.908955E-02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   9.253098E+04	   1.640322E+05	   1.682381E+04	   5.401315E+05	  -3.222148E+05	   1.708710E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.3500	  -4.860949E+00	   2.445251E+04	   6.135451E+03	   1.666296E+06	  -1.800205E+07	   1.120938E+07	   2.255170E+05	  -9.298234E+03	  -2.161789E+04	   2.189535E+05	  -1.422335E+05	  -2.207360E+05	  -3.442677E+04	  -5.837198E+03	  -1.340564E+04	   1.360821E+05	  -5.682007E+04	  -7.950215E+04	  -1.299372E+04	  -2.314162E+03	  -5.229907E+03	   5.324760E+04	  -8.794130E+03	  -5.556000E+03	  -1.388117E+03	  -1.003160E+00	  -2.232462E+00	   2.279521E+01	  -7.355720E+00	   9.963213E+00	   6.443465E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   9.511702E+04	   1.686165E+05	   1.729400E+04	   5.522423E+05	  -3.297135E+05	   1.773743E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.4000	  -4.841957E+00	   2.608827E+04	   6.567156E+03	   1.707794E+06	  -1.837148E+07	   1.142661E+07	   2.392911E+05	  -9.342309E+03	  -2.195476E+04	   2.219332E+05	  -1.456200E+05	  -2.264568E+05	  -3.532028E+04	  -5.899242E+03	  -1.370760E+04	   1.388498E+05	  -5.886657E+04	  -8.281628E+04	  -1.351915E+04	  -2.398815E+03	  -5.490900E+03	   5.577270E+04	  -9.520652E+03	  -6.502002E+03	  -1.554327E+03	  -3.098630E+00	  -6.991272E+00	   7.120251E+01	  -1.944606E+01	   2.848504E+01	   1.907929E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   9.783627E+04	   1.734370E+05	   1.778841E+04	   5.648374E+05	  -3.375284E+05	   1.842963E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.4500	  -4.821770E+00	   2.779167E+04	   7.016885E+03	   1.751443E+06	  -1.875642E+07	   1.165266E+07	   2.534935E+05	  -9.390023E+03	  -2.230191E+04	   2.250138E+05	  -1.491603E+05	  -2.324431E+05	  -3.625627E+04	  -5.964488E+03	  -1.402080E+04	   1.417242E+05	  -6.102683E+04	  -8.632254E+04	  -1.407559E+04	  -2.486365E+03	  -5.764015E+03	   5.841064E+04	  -1.031221E+04	  -7.550848E+03	  -1.737607E+03	  -6.484732E+00	  -1.483358E+01	   1.506878E+02	  -3.333314E+01	   5.446392E+01	   3.794760E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.006907E+05	   1.784972E+05	   1.830740E+04	   5.779064E+05	  -3.456553E+05	   1.916538E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.5000	  -4.800392E+00	   2.956514E+04	   7.484991E+03	   1.797261E+06	  -1.915656E+07	   1.188728E+07	   2.681300E+05	  -9.441244E+03	  -2.265904E+04	   2.281921E+05	  -1.528552E+05	  -2.386970E+05	  -3.723514E+04	  -6.032773E+03	  -1.434496E+04	   1.447024E+05	  -6.330301E+04	  -9.002539E+04	  -1.466376E+04	  -2.576602E+03	  -6.049039E+03	   6.115876E+04	  -1.117236E+04	  -8.709520E+03	  -1.939057E+03	  -1.128223E+01	  -2.616427E+01	   2.651230E+02	  -4.428225E+01	   8.516892E+01	   6.210657E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.036821E+05	   1.838000E+05	   1.885128E+04	   5.914366E+05	  -3.540887E+05	   1.994632E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.5500	  -4.777832E+00	   3.141085E+04	   7.972469E+03	   1.845267E+06	  -1.957157E+07	   1.213022E+07	   2.831988E+05	  -9.495911E+03	  -2.302582E+04	   2.314650E+05	  -1.567054E+05	  -2.452205E+05	  -3.825728E+04	  -6.103967E+03	  -1.467977E+04	   1.477814E+05	  -6.569716E+04	  -9.392913E+04	  -1.528438E+04	  -2.669345E+03	  -6.345710E+03	   6.401412E+04	  -1.210459E+04	  -9.984863E+03	  -2.159765E+03	  -1.765252E+01	  -4.150156E+01	   4.194933E+02	  -4.681981E+01	   1.175720E+02	   9.043475E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.068122E+05	   1.893488E+05	   1.942039E+04	   6.054146E+05	  -3.628228E+05	   2.077422E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.6000	  -4.754091E+00	   3.333089E+04	   8.479772E+03	   1.895479E+06	  -2.000109E+07	   1.238117E+07	   2.987001E+05	  -9.553906E+03	  -2.340188E+04	   2.348291E+05	  -1.607116E+05	  -2.520151E+05	  -3.932295E+04	  -6.177932E+03	  -1.502494E+04	   1.509580E+05	  -6.821143E+04	  -9.803817E+04	  -1.593819E+04	  -2.764419E+03	  -6.653789E+03	   6.697398E+04	  -1.311246E+04	  -1.138388E+04	  -2.400845E+03	  -3.205534E+01	  -7.635104E+01	   7.699467E+02	  -9.970917E+01	   2.275316E+02	   1.725050E+01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.100826E+05	   1.951465E+05	   2.001502E+04	   6.198249E+05	  -3.718508E+05	   2.165081E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.6500	  -4.729178E+00	   3.532713E+04	   9.007306E+03	   1.947914E+06	  -2.044470E+07	   1.263983E+07	   3.146306E+05	  -9.615153E+03	  -2.378687E+04	   2.382812E+05	  -1.648742E+05	  -2.590825E+05	  -4.043251E+04	  -6.254542E+03	  -1.538013E+04	   1.542291E+05	  -7.084767E+04	  -1.023565E+05	  -1.662587E+04	  -2.861630E+03	  -6.972974E+03	   7.003501E+04	  -1.419936E+04	  -1.291335E+04	  -2.663373E+03	  -5.968207E+01	  -1.440172E+02	   1.448959E+03	  -2.140121E+02	   4.509347E+02	   3.377528E+01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.134949E+05	   2.011955E+05	   2.063544E+04	   6.346504E+05	  -3.811648E+05	   2.257790E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.7000	  -4.703097E+00	   3.740112E+04	   9.555449E+03	   2.002589E+06	  -2.090200E+07	   1.290589E+07	   3.309832E+05	  -9.679567E+03	  -2.418040E+04	   2.418176E+05	  -1.691937E+05	  -2.664239E+05	  -4.158618E+04	  -6.333695E+03	  -1.574502E+04	   1.575913E+05	  -7.360791E+04	  -1.068883E+05	  -1.734810E+04	  -2.960842E+03	  -7.303003E+03	   7.319446E+04	  -1.536887E+04	  -1.458022E+04	  -2.948469E+03	  -1.014364E+02	  -2.480395E+02	   2.489727E+03	  -3.340797E+02	   7.539729E+02	   5.728927E+01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.170506E+05	   2.074987E+05	   2.128192E+04	   6.498731E+05	  -3.907564E+05	   2.355732E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.7500	  -4.675858E+00	   3.955464E+04	   1.012524E+04	   2.059517E+06	  -2.137245E+07	   1.317896E+07	   3.477468E+05	  -9.746963E+03	  -2.458169E+04	   2.454317E+05	  -1.736622E+05	  -2.740302E+05	  -4.278262E+04	  -6.415291E+03	  -1.611925E+04	   1.610415E+05	  -7.649390E+04	  -1.116374E+05	  -1.810555E+04	  -3.061898E+03	  -7.643561E+03	   7.644903E+04	  -1.662431E+04	  -1.639116E+04	  -3.257202E+03	  -1.581706E+02	  -3.919748E+02	   3.925371E+03	  -3.915846E+02	   1.093719E+03	   8.584853E+01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.207508E+05	   2.140583E+05	   2.195470E+04	   6.654729E+05	  -4.006164E+05	   2.459088E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.8000	  -4.647463E+00	   4.177686E+04	   1.071505E+04	   2.118172E+06	  -2.184673E+07	   1.345521E+07	   3.647225E+05	  -9.792133E+03	  -2.492605E+04	   2.485938E+05	  -1.770663E+05	  -2.802968E+05	  -4.376788E+04	  -6.499210E+03	  -1.650247E+04	   1.645760E+05	  -7.950726E+04	  -1.166072E+05	  -1.889881E+04	  -3.164651E+03	  -7.994324E+03	   7.979544E+04	  -1.796902E+04	  -1.835279E+04	  -3.590636E+03	  -2.301464E+02	  -5.779677E+02	   5.774782E+03	  -3.897685E+02	   1.461072E+03	   1.177984E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.245594E+05	   2.208098E+05	   2.264716E+04	   6.812778E+05	  -4.106204E+05	   2.565206E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.8500	  -4.617922E+00	   4.405585E+04	   1.132032E+04	   2.178149E+06	  -2.231746E+07	   1.373164E+07	   3.817173E+05	  -9.795926E+03	  -2.516170E+04	   2.508832E+05	  -1.785783E+05	  -2.838417E+05	  -4.433420E+04	  -6.585408E+03	  -1.689427E+04	   1.681914E+05	  -8.264953E+04	  -1.218013E+05	  -1.972846E+04	  -3.268971E+03	  -8.354961E+03	   8.323036E+04	  -1.940624E+04	  -2.047157E+04	  -3.949819E+03	  -3.168219E+02	  -8.060472E+02	   8.035875E+03	  -4.822591E+02	   1.923863E+03	   1.532377E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.284456E+05	   2.276990E+05	   2.335375E+04	   6.971446E+05	  -4.206642E+05	   2.671811E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   46.9000	  -4.587242E+00	   4.638932E+04	   1.193994E+04	   2.239402E+06	  -2.278334E+07	   1.400761E+07	   3.986737E+05	  -9.756795E+03	  -2.528076E+04	   2.522408E+05	  -1.782760E+05	  -2.843297E+05	  -4.444461E+04	  -6.673791E+03	  -1.729429E+04	   1.718843E+05	  -8.592230E+04	  -1.272230E+05	  -2.059511E+04	  -3.374751E+03	  -8.725128E+03	   8.675048E+04	  -2.093913E+04	  -2.275382E+04	  -4.335778E+03	  -4.187540E+02	  -1.079173E+03	   1.073556E+04	  -6.120052E+02	   2.439209E+03	   1.896257E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.324055E+05	   2.347189E+05	   2.407373E+04	   7.130391E+05	  -4.307264E+05	   2.778674E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
