Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	M1N1FBxi	M1N1FByi	M1N1FBzi	M1N1MBxi	M1N1MByi	M1N1MBzi	M1N2FBxi	M1N2FByi	M1N2FBzi	M1N2MBxi	M1N2MByi	M1N2MBzi	M1N3FBxi	M1N3FByi	M1N3FBzi	M1N3MBxi	M1N3MByi	M1N3MBzi	M1N4FBxi	M1N4FByi	M1N4FBzi	M1N4MBxi	M1N4MByi	M1N4MBzi	M1N5FBxi	M1N5FByi	M1N5FBzi	M1N5MBxi	M1N5MByi	M1N5MBzi	M1N6FBxi	M1N6FByi	M1N6FBzi	M1N6MBxi	M1N6MByi	M1N6MBzi	M1N7FBxi	M1N7FByi	M1N7FBzi	M1N7MBxi	M1N7MByi	M1N7MBzi	M1N8FBxi	M1N8FByi	M1N8FBzi	M1N8MBxi	M1N8MByi	M1N8MBzi	M1N9FBxi	M1N9FByi	M1N9FBzi	M1N9MBxi	M1N9MByi	M1N9MBzi	J1FBxi	J1FByi	J1FBzi	J1MBxi	J1MByi	J1MBzi	J2FBxi	J2FByi	J2FBzi	J2MBxi	J2MByi	J2MBzi
(s)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)
    4.7000	  -4.802542E+00	  -1.172480E+04	  -3.537311E+03	   1.429296E+06	  -1.551126E+07	   9.900715E+06	  -9.745647E+04	  -1.088613E+04	  -1.746688E+04	   1.913704E+05	  -1.110961E+05	  -1.680027E+05	  -2.648853E+04	  -6.826427E+03	  -1.062889E+04	   1.173181E+05	  -4.192004E+04	  -5.511830E+04	  -9.380859E+03	  -2.643313E+03	  -3.973076E+03	   4.424611E+04	  -5.140327E+03	  -3.790173E+02	  -6.482622E+02	  -6.679011E-02	  -9.755021E-02	   1.094465E+00	  -3.677168E-01	   5.953679E-01	   3.055260E-02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   7.046466E+04	   1.249146E+05	   1.281176E+04	   4.312437E+05	  -2.556513E+05	   1.207601E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    4.7500	  -4.823802E+00	  -1.050301E+04	  -3.203812E+03	   1.402942E+06	  -1.529357E+07	   9.757168E+06	  -8.721721E+04	  -1.072285E+04	  -1.738454E+04	   1.899884E+05	  -1.097843E+05	  -1.658403E+05	  -2.613736E+04	  -6.676725E+03	  -1.050649E+04	   1.156624E+05	  -4.097451E+04	  -5.365656E+04	  -9.133297E+03	  -2.506472E+03	  -3.808415E+03	   4.229539E+04	  -4.805996E+03	  -6.458053E+01	  -5.722792E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.950646E+04	   1.232160E+05	   1.263754E+04	   4.262982E+05	  -2.526222E+05	   1.184258E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    4.8000	  -4.843872E+00	  -9.331806E+03	  -2.884345E+03	   1.379004E+06	  -1.509482E+07	   9.625696E+06	  -7.728016E+04	  -1.056808E+04	  -1.731459E+04	   1.887454E+05	  -1.086208E+05	  -1.639262E+05	  -2.582510E+04	  -6.536005E+03	  -1.039596E+04	   1.141435E+05	  -4.012535E+04	  -5.234898E+04	  -8.910725E+03	  -2.379177E+03	  -3.654931E+03	   4.047817E+04	  -4.512500E+03	   1.960815E+02	  -5.065156E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.865699E+04	   1.217101E+05	   1.248309E+04	   4.218977E+05	  -2.499279E+05	   1.163594E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    4.8500	  -4.862747E+00	  -8.206546E+03	  -2.577620E+03	   1.357428E+06	  -1.491506E+07	   9.506318E+06	  -6.762199E+04	  -1.042183E+04	  -1.725722E+04	   1.876432E+05	  -1.076044E+05	  -1.622577E+05	  -2.555137E+04	  -6.404211E+03	  -1.029751E+04	   1.127629E+05	  -3.937027E+04	  -5.119114E+04	  -8.712453E+03	  -2.261386E+03	  -3.512872E+03	   3.879635E+04	  -4.256584E+03	   4.092102E+02	  -4.499965E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.791511E+04	   1.203950E+05	   1.234820E+04	   4.180420E+05	  -2.475676E+05	   1.145537E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    4.9000	  -4.880423E+00	  -7.122451E+03	  -2.282377E+03	   1.338160E+06	  -1.475425E+07	   9.398993E+06	  -5.821558E+04	  -1.028398E+04	  -1.721253E+04	   1.866821E+05	  -1.067329E+05	  -1.608308E+05	  -2.531556E+04	  -6.281249E+03	  -1.021129E+04	   1.115215E+05	  -3.870691E+04	  -5.017859E+04	  -8.537781E+03	  -2.153001E+03	  -3.382439E+03	   3.725116E+04	  -4.035180E+03	   5.806033E+02	  -4.018030E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.727948E+04	   1.192682E+05	   1.223263E+04	   4.147293E+05	  -2.455398E+05	   1.130016E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    4.9500	  -4.896894E+00	  -6.074897E+03	  -1.997343E+03	   1.321150E+06	  -1.461237E+07	   9.303691E+06	  -4.903396E+04	  -1.015443E+04	  -1.718067E+04	   1.858628E+05	  -1.060050E+05	  -1.596429E+05	  -2.511725E+04	  -6.167025E+03	  -1.013748E+04	   1.104204E+05	  -3.813327E+04	  -4.930750E+04	  -8.386112E+03	  -2.053933E+03	  -3.263850E+03	   3.584404E+04	  -3.845523E+03	   7.155192E+02	  -3.611008E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.674915E+04	   1.183280E+05	   1.213621E+04	   4.119593E+05	  -2.438435E+05	   1.116974E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.0000	  -4.912156E+00	  -5.059589E+03	  -1.721563E+03	   1.306351E+06	  -1.448936E+07	   9.220359E+06	  -4.005055E+04	  -1.003309E+04	  -1.716175E+04	   1.851860E+05	  -1.054190E+05	  -1.586910E+05	  -2.495600E+04	  -6.061432E+03	  -1.007625E+04	   1.094605E+05	  -3.764756E+04	  -4.857448E+04	  -8.256904E+03	  -1.964063E+03	  -3.157296E+03	   3.457605E+04	  -3.685102E+03	   8.187020E+02	  -3.271291E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.632304E+04	   1.175727E+05	   1.205873E+04	   4.097299E+05	  -2.424769E+05	   1.106356E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.0500	  -4.926208E+00	  -4.071830E+03	  -1.453439E+03	   1.293719E+06	  -1.438516E+07	   9.148932E+06	  -3.123698E+04	  -9.919850E+03	  -1.715589E+04	   1.846520E+05	  -1.049739E+05	  -1.579731E+05	  -2.483148E+04	  -5.964334E+03	  -1.002772E+04	   1.086422E+05	  -3.724809E+04	  -4.797636E+04	  -8.149654E+03	  -1.883252E+03	  -3.062951E+03	   3.344804E+04	  -3.551665E+03	   8.943830E+02	  -2.992023E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.600057E+04	   1.170010E+05	   1.200010E+04	   4.080410E+05	  -2.414398E+05	   1.098125E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.1000	  -4.939042E+00	  -3.107662E+03	  -1.192385E+03	   1.283219E+06	  -1.429972E+07	   9.089363E+06	  -2.256499E+04	  -9.814570E+03	  -1.716318E+04	   1.842610E+05	  -1.046685E+05	  -1.574870E+05	  -2.474338E+04	  -5.875614E+03	  -9.992047E+03	   1.079664E+05	  -3.693360E+04	  -4.751074E+04	  -8.063979E+03	  -1.811376E+03	  -2.981021E+03	   3.246118E+04	  -3.443305E+03	   9.461959E+02	  -2.767299E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.578107E+04	   1.166119E+05	   1.196019E+04	   4.068912E+05	  -2.407309E+05	   1.092244E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.1500	  -4.950659E+00	  -2.162608E+03	  -9.367779E+02	   1.274812E+06	  -1.423294E+07	   9.041569E+06	  -1.400735E+04	  -9.717135E+03	  -1.718370E+04	   1.840134E+05	  -1.045021E+05	  -1.572312E+05	  -2.469146E+04	  -5.795115E+03	  -9.969353E+03	   1.074334E+05	  -3.670286E+04	  -4.717537E+04	  -7.999513E+03	  -1.748272E+03	  -2.911658E+03	   3.161604E+04	  -3.358343E+03	   9.772751E+02	  -2.591911E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.566421E+04	   1.164047E+05	   1.193895E+04	   4.062806E+05	  -2.403500E+05	   1.088690E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.2000	  -4.961054E+00	  -1.232595E+03	  -6.856950E+02	   1.268464E+06	  -1.418471E+07	   9.005462E+06	  -5.535046E+03	  -9.627394E+03	  -1.721751E+04	   1.839089E+05	  -1.044736E+05	  -1.572040E+05	  -2.467547E+04	  -5.722673E+03	  -9.959740E+03	   1.070432E+05	  -3.655490E+04	  -4.696845E+04	  -7.955960E+03	  -1.693760E+03	  -2.855003E+03	   3.091301E+04	  -3.295383E+03	   9.901976E+02	  -2.461486E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.564952E+04	   1.163787E+05	   1.193628E+04	   4.062072E+05	  -2.402958E+05	   1.087441E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.2500	  -4.970225E+00	  -3.136003E+02	  -4.378549E+02	   1.264149E+06	  -1.415498E+07	   8.980975E+06	   2.878948E+03	  -9.545197E+03	  -1.726470E+04	   1.839475E+05	  -1.045826E+05	  -1.574048E+05	  -2.469530E+04	  -5.658135E+03	  -9.963310E+03	   1.067961E+05	  -3.648901E+04	  -4.688871E+04	  -7.933111E+03	  -1.647678E+03	  -2.811225E+03	   3.035278E+04	  -3.253370E+03	   9.869619E+02	  -2.372585E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.573709E+04	   1.165339E+05	   1.195220E+04	   4.066719E+05	  -2.405687E+05	   1.088493E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.3000	  -4.978170E+00	   5.982531E+02	  -1.925417E+02	   1.261843E+06	  -1.414367E+07	   8.968041E+06	   1.126408E+04	  -9.470396E+03	  -1.732529E+04	   1.841288E+05	  -1.048288E+05	  -1.578328E+05	  -2.475085E+04	  -5.601328E+03	  -9.980182E+03	   1.066924E+05	  -3.650486E+04	  -4.693554E+04	  -7.930857E+03	  -1.609837E+03	  -2.780459E+03	   2.993569E+04	  -3.231513E+03	   9.690215E+02	  -2.322573E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.592689E+04	   1.168704E+05	   1.198671E+04	   4.076739E+05	  -2.411683E+05	   1.091842E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.3500	  -4.984887E+00	   1.506975E+03	   5.170677E+01	   1.261523E+06	  -1.415066E+07	   8.966555E+06	   1.964716E+04	  -9.402816E+03	  -1.739931E+04	   1.844524E+05	  -1.052116E+05	  -1.584874E+05	  -2.484203E+04	  -5.552060E+03	  -1.001038E+04	   1.067314E+05	  -3.660189E+04	  -4.710804E+04	  -7.949043E+03	  -1.580022E+03	  -2.762803E+03	   2.966162E+04	  -3.229267E+03	   9.373102E+02	  -2.309571E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.621916E+04	   1.173885E+05	   1.203985E+04	   4.092131E+05	  -2.420945E+05	   1.097496E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.4000	  -4.990374E+00	   2.416167E+03	   2.954753E+02	   1.263171E+06	  -1.417587E+07	   8.976447E+06	   2.805645E+04	  -9.342284E+03	  -1.748678E+04	   1.849176E+05	  -1.057309E+05	  -1.593683E+05	  -2.496882E+04	  -5.510145E+03	  -1.005399E+04	   1.069131E+05	  -3.678019E+04	  -4.740646E+04	  -7.987691E+03	  -1.558037E+03	  -2.758383E+03	   2.953076E+04	  -3.246428E+03	   8.921823E+02	  -2.332652E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.661411E+04	   1.180886E+05	   1.211166E+04	   4.112887E+05	  -2.433471E+05	   1.105466E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.4500	  -4.994629E+00	   3.329591E+03	   5.400657E+02	   1.266775E+06	  -1.421922E+07	   8.997639E+06	   3.651748E+04	  -9.288655E+03	  -1.758770E+04	   1.855238E+05	  -1.063869E+05	  -1.604760E+05	  -2.513130E+04	  -5.475401E+03	  -1.011107E+04	   1.072369E+05	  -3.703988E+04	  -4.783109E+04	  -8.046838E+03	  -1.543661E+03	  -2.767284E+03	   2.954289E+04	  -3.283029E+03	   8.334927E+02	  -2.391628E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.711242E+04	   1.189720E+05	   1.220226E+04	   4.139016E+05	  -2.449268E+05	   1.115780E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.5000	  -4.997653E+00	   4.251145E+03	   7.865422E+02	   1.272322E+06	  -1.428065E+07	   9.030051E+06	   4.505937E+04	  -9.241740E+03	  -1.770209E+04	   1.862703E+05	  -1.071799E+05	  -1.618113E+05	  -2.532960E+04	  -5.447610E+03	  -1.018163E+04	   1.077024E+05	  -3.738130E+04	  -4.838273E+04	  -8.126593E+03	  -1.536677E+03	  -2.789598E+03	   2.969780E+04	  -3.339409E+03	   7.605333E+02	  -2.487199E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.771487E+04	   1.200400E+05	   1.231179E+04	   4.170524E+05	  -2.468344E+05	   1.128468E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    5.5500	  -4.999442E+00	   5.184240E+03	   1.035671E+03	   1.279805E+06	  -1.436005E+07	   9.073598E+06	   5.370755E+04	  -9.201354E+03	  -1.782989E+04	   1.871560E+05	  -1.081099E+05	  -1.633745E+05	  -2.556379E+04	  -5.426581E+03	  -1.026571E+04	   1.083089E+05	  -3.780497E+04	  -4.906250E+04	  -8.227121E+03	  -1.536845E+03	  -2.825388E+03	   2.999504E+04	  -3.416158E+03	   6.720937E+02	  -2.620828E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   6.842210E+04	   1.212937E+05	   1.244038E+04	   4.207406E+05	  -2.490697E+05	   1.143566E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
