
Predictions were generated on 13-Feb-2024 at 17:56:06 using HydroDyn Driver, compiled on Feb 13 2024 at 17:43:26 as a 64-bit application using double precision at commit v2.5.0-3856-g75eff1d1-dirty
 linked with  NWTC Subroutine Library

Description from the driver input file: Compatible with HydroDyn v4.00

Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi
    4.2000	  -4.525773E+00	  -3.942535E+04	  -1.055185E+04	   9.488404E+06	   3.551898E+07	   3.105271E+07	   1.896050E+05
    4.3000	  -4.590301E+00	  -3.724579E+04	  -9.974270E+03	   9.489680E+06	   3.551721E+07	   3.106913E+07	   1.790682E+05
    4.4000	  -4.650299E+00	  -3.491214E+04	  -9.354386E+03	   9.490824E+06	   3.551573E+07	   3.108284E+07	   1.678010E+05
    4.5000	  -4.705707E+00	  -3.243268E+04	  -8.695037E+03	   9.491829E+06	   3.551455E+07	   3.109377E+07	   1.558446E+05
    4.6000	  -4.756471E+00	  -2.981804E+04	  -7.997938E+03	   9.492693E+06	   3.551368E+07	   3.110191E+07	   1.432473E+05
    4.7000	  -4.802542E+00	  -2.707826E+04	  -7.266614E+03	   9.493412E+06	   3.551310E+07	   3.110724E+07	   1.300586E+05
    4.8000	  -4.843872E+00	  -2.422479E+04	  -6.503678E+03	   9.493982E+06	   3.551282E+07	   3.110976E+07	   1.163319E+05
    4.9000	  -4.880423E+00	  -2.126867E+04	  -5.711863E+03	   9.494402E+06	   3.551284E+07	   3.110950E+07	   1.021189E+05
    5.0000	  -4.912156E+00	  -1.822237E+04	  -4.894414E+03	   9.494670E+06	   3.551314E+07	   3.110648E+07	   8.747833E+04
    5.1000	  -4.939042E+00	  -1.509748E+04	  -4.054895E+03	   9.494785E+06	   3.551372E+07	   3.110076E+07	   7.246583E+04
    5.2000	  -4.961054E+00	  -1.190472E+04	  -3.195127E+03	   9.494747E+06	   3.551456E+07	   3.109239E+07	   5.712935E+04
    5.3000	  -4.978170E+00	  -8.646784E+03	  -2.314731E+03	   9.494553E+06	   3.551565E+07	   3.108141E+07	   4.147828E+04
    5.4000	  -4.990374E+00	  -5.363183E+03	  -1.428291E+03	   9.494210E+06	   3.551696E+07	   3.106802E+07	   2.570945E+04
    5.5000	  -4.997653E+00	  -2.106470E+03	  -5.561396E+02	   9.493726E+06	   3.551843E+07	   3.105253E+07	   1.008704E+04
    5.6000	  -4.999999E+00	   1.157377E+03	   3.180875E+02	   9.493095E+06	   3.552008E+07	   3.103483E+07	  -5.569167E+03
    5.7000	  -4.997410E+00	   4.414311E+03	   1.190111E+03	   9.492319E+06	   3.552188E+07	   3.101503E+07	  -2.119205E+04
    5.8000	  -4.989890E+00	   7.651023E+03	   2.057036E+03	   9.491402E+06	   3.552383E+07	   3.099328E+07	  -3.672058E+04
    5.9000	  -4.977445E+00	   1.085418E+04	   2.914491E+03	   9.490348E+06	   3.552590E+07	   3.096972E+07	  -5.209040E+04
    6.0000	  -4.960089E+00	   1.400993E+04	   3.759791E+03	   9.489161E+06	   3.552806E+07	   3.094449E+07	  -6.723860E+04
    6.1000	  -4.937838E+00	   1.703819E+04	   4.559285E+03	   9.487859E+06	   3.553022E+07	   3.091806E+07	  -8.175591E+04
    6.2000	  -4.910712E+00	   2.001409E+04	   5.349111E+03	   9.486431E+06	   3.553245E+07	   3.089018E+07	  -9.603829E+04
    6.3000	  -4.878742E+00	   2.291783E+04	   6.121992E+03	   9.484884E+06	   3.553474E+07	   3.086104E+07	  -1.099875E+05
    6.4000	  -4.841957E+00	   2.573122E+04	   6.872592E+03	   9.483226E+06	   3.553704E+07	   3.083083E+07	  -1.235161E+05
    6.5000	  -4.800392E+00	   2.844186E+04	   7.597353E+03	   9.481464E+06	   3.553934E+07	   3.079972E+07	  -1.365648E+05
    6.6000	  -4.754091E+00	   3.103774E+04	   8.293036E+03	   9.479605E+06	   3.554162E+07	   3.076786E+07	  -1.490765E+05
    6.7000	  -4.703097E+00	   3.350835E+04	   8.956874E+03	   9.477656E+06	   3.554386E+07	   3.073542E+07	  -1.610014E+05
    6.8000	  -4.647463E+00	   3.584364E+04	   9.586243E+03	   9.475626E+06	   3.554604E+07	   3.070255E+07	  -1.722915E+05
    6.9000	  -4.587242E+00	   3.803405E+04	   1.017832E+04	   9.473523E+06	   3.554815E+07	   3.066940E+07	  -1.829005E+05
    7.0000	  -4.522494E+00	   4.006970E+04	   1.073074E+04	   9.471356E+06	   3.555018E+07	   3.063614E+07	  -1.927814E+05
    7.1000	  -4.453282E+00	   4.194249E+04	   1.124114E+04	   9.469133E+06	   3.555211E+07	   3.060289E+07	  -2.018945E+05
    7.2000	  -4.379676E+00	   4.364485E+04	   1.170714E+04	   9.466863E+06	   3.555394E+07	   3.056980E+07	  -2.102023E+05
    7.3000	  -4.301748E+00	   4.516895E+04	   1.212601E+04	   9.464556E+06	   3.555564E+07	   3.053700E+07	  -2.176652E+05
    7.4000	  -4.219574E+00	   4.650752E+04	   1.249549E+04	   9.462222E+06	   3.555723E+07	   3.050462E+07	  -2.242468E+05
    7.5000	  -4.133236E+00	   4.765445E+04	   1.281321E+04	   9.459869E+06	   3.555868E+07	   3.047278E+07	  -2.299150E+05
    7.6000	  -4.042820E+00	   4.860266E+04	   1.307625E+04	   9.457507E+06	   3.556000E+07	   3.044160E+07	  -2.346325E+05
    7.7000	  -3.948413E+00	   4.934525E+04	   1.328089E+04	   9.455148E+06	   3.556117E+07	   3.041119E+07	  -2.383611E+05
    7.8000	  -3.850110E+00	   4.987077E+04	   1.342075E+04	   9.452802E+06	   3.556220E+07	   3.038168E+07	  -2.410373E+05
    7.9000	  -3.748008E+00	   5.009848E+04	   1.345399E+04	   9.450499E+06	   3.556297E+07	   3.035353E+07	  -2.422298E+05
    8.0000	  -3.642205E+00	   5.028277E+04	   1.350089E+04	   9.448184E+06	   3.556377E+07	   3.032557E+07	  -2.432679E+05
    8.1000	  -3.532809E+00	   5.026664E+04	   1.349400E+04	   9.445904E+06	   3.556447E+07	   3.029863E+07	  -2.433419E+05
    8.2000	  -3.419927E+00	   5.005112E+04	   1.343355E+04	   9.443670E+06	   3.556508E+07	   3.027276E+07	  -2.424547E+05
    8.3000	  -3.303669E+00	   4.963792E+04	   1.332047E+04	   9.441488E+06	   3.556560E+07	   3.024802E+07	  -2.406132E+05
    8.4000	  -3.184152E+00	   4.902966E+04	   1.315497E+04	   9.439368E+06	   3.556606E+07	   3.022443E+07	  -2.378270E+05
    8.5000	  -3.061491E+00	   4.822977E+04	   1.293821E+04	   9.437317E+06	   3.556646E+07	   3.020203E+07	  -2.341109E+05
    8.6000	  -2.935809E+00	   4.724229E+04	   1.267135E+04	   9.435343E+06	   3.556683E+07	   3.018082E+07	  -2.294822E+05
    8.7000	  -2.807231E+00	   4.607245E+04	   1.235548E+04	   9.433453E+06	   3.556718E+07	   3.016084E+07	  -2.239632E+05
    8.8000	  -2.675882E+00	   4.472519E+04	   1.199222E+04	   9.431655E+06	   3.556752E+07	   3.014208E+07	  -2.175763E+05
    8.9000	  -2.541892E+00	   4.320734E+04	   1.158339E+04	   9.429955E+06	   3.556788E+07	   3.012455E+07	  -2.103520E+05
    9.0000	  -2.405393E+00	   4.152562E+04	   1.113061E+04	   9.428360E+06	   3.556826E+07	   3.010824E+07	  -2.023203E+05
    9.1000	  -2.266521E+00	   3.968757E+04	   1.063614E+04	   9.426874E+06	   3.556870E+07	   3.009314E+07	  -1.935162E+05
    9.2000	  -2.125412E+00	   3.770148E+04	   1.010211E+04	   9.425504E+06	   3.556920E+07	   3.007925E+07	  -1.839773E+05
    9.3000	  -1.982205E+00	   3.556272E+04	   9.524869E+03	   9.424257E+06	   3.556978E+07	   3.006656E+07	  -1.736750E+05
    9.4000	  -1.837042E+00	   3.330031E+04	   8.916726E+03	   9.423134E+06	   3.557045E+07	   3.005502E+07	  -1.627560E+05
    9.5000	  -1.690066E+00	   3.092497E+04	   8.280325E+03	   9.422138E+06	   3.557124E+07	   3.004461E+07	  -1.512704E+05
    9.6000	  -1.541421E+00	   2.844026E+04	   7.615056E+03	   9.421273E+06	   3.557216E+07	   3.003532E+07	  -1.392310E+05
    9.7000	  -1.391256E+00	   2.585473E+04	   6.922621E+03	   9.420545E+06	   3.557322E+07	   3.002713E+07	  -1.266772E+05
    9.8000	  -1.239719E+00	   2.317844E+04	   6.205170E+03	   9.419954E+06	   3.557442E+07	   3.002000E+07	  -1.136558E+05
    9.9000	  -1.086957E+00	   2.042188E+04	   5.464909E+03	   9.419503E+06	   3.557578E+07	   3.001393E+07	  -1.002157E+05
   10.0000	  -9.331230E-01	   1.759841E+04	   4.705051E+03	   9.419193E+06	   3.557731E+07	   3.000888E+07	  -8.642088E+04
   10.1000	  -7.783679E-01	   1.472666E+04	   3.934592E+03	   9.419023E+06	   3.557901E+07	   3.000480E+07	  -7.236752E+04
   10.2000	  -6.228449E-01	   1.180983E+04	   3.152216E+03	   9.418994E+06	   3.558089E+07	   3.000170E+07	  -5.806737E+04
   10.3000	  -4.667069E-01	   8.859620E+03	   2.361072E+03	   9.419107E+06	   3.558295E+07	   2.999956E+07	  -4.357721E+04
   10.4000	  -3.101088E-01	   5.887744E+03	   1.564282E+03	   9.419362E+06	   3.558519E+07	   2.999834E+07	  -2.895420E+04
   10.5000	  -1.532039E-01	   2.905954E+03	   7.650129E+02	   9.419755E+06	   3.558761E+07	   2.999804E+07	  -1.425597E+04
   10.6000	   3.851522E-03	  -7.407390E+01	  -3.362009E+01	   9.420286E+06	   3.559020E+07	   2.999863E+07	   4.600102E+02
   10.7000	   1.609033E-01	  -3.040719E+03	  -8.284978E+02	   9.420953E+06	   3.559297E+07	   3.000010E+07	   1.513627E+04
   10.8000	   3.177962E-01	  -5.982527E+03	  -1.616550E+03	   9.421752E+06	   3.559590E+07	   3.000244E+07	   2.971588E+04
   10.9000	   4.743758E-01	  -8.888188E+03	  -2.394756E+03	   9.422680E+06	   3.559897E+07	   3.000564E+07	   4.414242E+04
   11.0000	   6.304871E-01	  -1.174662E+04	  -3.160138E+03	   9.423733E+06	   3.560219E+07	   3.000969E+07	   5.836030E+04
   11.1000	   7.859762E-01	  -1.454700E+04	  -3.909802E+03	   9.424906E+06	   3.560553E+07	   3.001459E+07	   7.231499E+04
   11.2000	   9.406893E-01	  -1.728008E+04	  -4.641497E+03	   9.426196E+06	   3.560898E+07	   3.002033E+07	   8.595984E+04
   11.3000	   1.094475E+00	  -1.993374E+04	  -5.351238E+03	   9.427597E+06	   3.561252E+07	   3.002691E+07	   9.923259E+04
   11.4000	   1.247179E+00	  -2.249865E+04	  -6.036786E+03	   9.429103E+06	   3.561613E+07	   3.003433E+07	   1.120858E+05
   11.5000	   1.398654E+00	  -2.496614E+04	  -6.696153E+03	   9.430709E+06	   3.561979E+07	   3.004259E+07	   1.244751E+05
   11.6000	   1.548747E+00	  -2.732918E+04	  -7.327750E+03	   9.432408E+06	   3.562348E+07	   3.005170E+07	   1.363641E+05
   11.7000	   1.697312E+00	  -2.958399E+04	  -7.931723E+03	   9.434195E+06	   3.562719E+07	   3.006164E+07	   1.477333E+05
   11.8000	   1.844203E+00	  -3.173738E+04	  -8.512406E+03	   9.436067E+06	   3.563092E+07	   3.007241E+07	   1.586171E+05
   11.9000	   1.989273E+00	  -3.373429E+04	  -9.046441E+03	   9.438005E+06	   3.563456E+07	   3.008405E+07	   1.687305E+05
   12.0000	   2.132380E+00	  -3.559355E+04	  -9.543481E+03	   9.440008E+06	   3.563814E+07	   3.009655E+07	   1.781698E+05
   12.1000	   2.273383E+00	  -3.730851E+04	  -1.000190E+04	   9.442068E+06	   3.564161E+07	   3.010990E+07	   1.868995E+05
   12.2000	   2.412142E+00	  -3.887323E+04	  -1.041988E+04	   9.444177E+06	   3.564497E+07	   3.012411E+07	   1.948875E+05
   12.3000	   2.548521E+00	  -4.028248E+04	  -1.079623E+04	   9.446327E+06	   3.564817E+07	   3.013916E+07	   2.021057E+05
   12.4000	   2.682384E+00	  -4.153159E+04	  -1.112952E+04	   9.448509E+06	   3.565120E+07	   3.015507E+07	   2.085280E+05
   12.5000	   2.813601E+00	  -4.261619E+04	  -1.141877E+04	   9.450716E+06	   3.565403E+07	   3.017183E+07	   2.141304E+05
   12.6000	   2.942040E+00	  -4.353309E+04	  -1.166293E+04	   9.452939E+06	   3.565664E+07	   3.018941E+07	   2.188945E+05
   12.7000	   3.067577E+00	  -4.427917E+04	  -1.186137E+04	   9.455169E+06	   3.565899E+07	   3.020782E+07	   2.228026E+05
   12.8000	   3.190086E+00	  -4.485247E+04	  -1.201341E+04	   9.457398E+06	   3.566107E+07	   3.022702E+07	   2.258424E+05
   12.9000	   3.309447E+00	  -4.525113E+04	  -1.211869E+04	   9.459617E+06	   3.566285E+07	   3.024701E+07	   2.280026E+05
   13.0000	   3.425541E+00	  -4.547451E+04	  -1.217692E+04	   9.461818E+06	   3.566432E+07	   3.026776E+07	   2.292777E+05
   13.1000	   3.538255E+00	  -4.552215E+04	  -1.218810E+04	   9.463993E+06	   3.566546E+07	   3.028922E+07	   2.296636E+05
   13.2000	   3.647478E+00	  -4.540704E+04	  -1.215724E+04	   9.466135E+06	   3.566628E+07	   3.031133E+07	   2.292249E+05
   13.3000	   3.753101E+00	  -4.510769E+04	  -1.207346E+04	   9.468233E+06	   3.566669E+07	   3.033412E+07	   2.278485E+05
   13.4000	   3.855019E+00	  -4.463226E+04	  -1.194105E+04	   9.470279E+06	   3.566672E+07	   3.035752E+07	   2.255751E+05
   13.5000	   3.953134E+00	  -4.398544E+04	  -1.176253E+04	   9.472266E+06	   3.566636E+07	   3.038146E+07	   2.224276E+05
   13.6000	   4.047347E+00	  -4.317207E+04	  -1.153937E+04	   9.474187E+06	   3.566560E+07	   3.040589E+07	   2.184292E+05
   13.7000	   4.137566E+00	  -4.219646E+04	  -1.127329E+04	   9.476035E+06	   3.566444E+07	   3.043074E+07	   2.136007E+05
   13.8000	   4.223701E+00	  -4.106434E+04	  -1.096633E+04	   9.477803E+06	   3.566290E+07	   3.045592E+07	   2.079704E+05
   13.9000	   4.305669E+00	  -3.978090E+04	  -1.062000E+04	   9.479485E+06	   3.566096E+07	   3.048137E+07	   2.015637E+05
   14.0000	   4.383387E+00	  -3.835305E+04	  -1.023596E+04	   9.481074E+06	   3.565863E+07	   3.050698E+07	   1.944147E+05
   14.1000	   4.456779E+00	  -3.678761E+04	  -9.817169E+03	   9.482565E+06	   3.565594E+07	   3.053268E+07	   1.865579E+05
   14.2000	   4.525773E+00	  -3.509346E+04	  -9.366189E+03	   9.483953E+06	   3.565288E+07	   3.055835E+07	   1.780380E+05
   14.3000	   4.590301E+00	  -3.328265E+04	  -8.886899E+03	   9.485233E+06	   3.564950E+07	   3.058389E+07	   1.689162E+05
   14.4000	   4.650299E+00	  -3.138222E+04	  -8.389789E+03	   9.486406E+06	   3.564584E+07	   3.060910E+07	   1.593310E+05
   14.5000	   4.705707E+00	  -2.936684E+04	  -7.863276E+03	   9.487459E+06	   3.564186E+07	   3.063403E+07	   1.491518E+05
   14.6000	   4.756471E+00	  -2.715934E+04	  -7.270537E+03	   9.488367E+06	   3.563729E+07	   3.065888E+07	   1.379802E+05
   14.7000	   4.802542E+00	  -2.484946E+04	  -6.651237E+03	   9.489147E+06	   3.563241E+07	   3.068324E+07	   1.262788E+05
   14.8000	   4.843872E+00	  -2.244611E+04	  -6.006157E+03	   9.489795E+06	   3.562723E+07	   3.070700E+07	   1.140926E+05
   14.9000	   4.880422E+00	  -1.995774E+04	  -5.338601E+03	   9.490309E+06	   3.562178E+07	   3.073005E+07	   1.014657E+05
   15.0000	   4.912156E+00	  -1.739423E+04	  -4.650470E+03	   9.490687E+06	   3.561609E+07	   3.075226E+07	   8.844865E+04
   15.1000	   4.939043E+00	  -1.476481E+04	  -3.945486E+03	   9.490927E+06	   3.561019E+07	   3.077353E+07	   7.508973E+04
   15.2000	   4.961055E+00	  -1.207881E+04	  -3.224661E+03	   9.491028E+06	   3.560410E+07	   3.079374E+07	   6.143673E+04
   15.3000	   4.978171E+00	  -9.346628E+03	  -2.491703E+03	   9.490989E+06	   3.559786E+07	   3.081278E+07	   4.754388E+04
   15.4000	   4.990374E+00	  -6.578317E+03	  -1.749102E+03	   9.490811E+06	   3.559150E+07	   3.083054E+07	   3.346331E+04
   15.5000	   4.997652E+00	  -3.784322E+03	  -9.996378E+02	   9.490493E+06	   3.558506E+07	   3.084692E+07	   1.924928E+04
   15.6000	   4.999999E+00	  -9.744142E+02	  -2.458583E+02	   9.490038E+06	   3.557857E+07	   3.086180E+07	   4.952629E+03
   15.7000	   4.997410E+00	   1.840414E+03	   5.091577E+02	   9.489446E+06	   3.557207E+07	   3.087509E+07	  -9.369491E+03
   15.8000	   4.989890E+00	   4.649772E+03	   1.262705E+03	   9.488720E+06	   3.556559E+07	   3.088670E+07	  -2.366306E+04
   15.9000	   4.977446E+00	   7.443656E+03	   2.011824E+03	   9.487861E+06	   3.555916E+07	   3.089653E+07	  -3.787588E+04
   16.0000	   4.960089E+00	   1.021093E+04	   2.754199E+03	   9.486874E+06	   3.555283E+07	   3.090451E+07	  -5.195038E+04
   16.1000	   4.937838E+00	   1.294179E+04	   3.486508E+03	   9.485762E+06	   3.554664E+07	   3.091056E+07	  -6.583534E+04
   16.2000	   4.910713E+00	   1.562526E+04	   4.206348E+03	   9.484529E+06	   3.554060E+07	   3.091462E+07	  -7.947407E+04
   16.3000	   4.878742E+00	   1.825202E+04	   4.910840E+03	   9.483179E+06	   3.553477E+07	   3.091662E+07	  -9.281797E+04
   16.4000	   4.841957E+00	   2.081187E+04	   5.597397E+03	   9.481718E+06	   3.552917E+07	   3.091653E+07	  -1.058143E+05
   16.5000	   4.800393E+00	   2.329492E+04	   6.262990E+03	   9.480151E+06	   3.552384E+07	   3.091431E+07	  -1.184119E+05
   16.6000	   4.754091E+00	   2.569280E+04	   6.906343E+03	   9.478484E+06	   3.551880E+07	   3.090993E+07	  -1.305678E+05
   16.7000	   4.703098E+00	   2.812730E+04	   7.579195E+03	   9.476691E+06	   3.551370E+07	   3.090388E+07	  -1.429074E+05
   16.8000	   4.647463E+00	   3.037226E+04	   8.187961E+03	   9.474832E+06	   3.550921E+07	   3.089532E+07	  -1.542686E+05
   16.9000	   4.587242E+00	   3.248649E+04	   8.758680E+03	   9.472898E+06	   3.550514E+07	   3.088452E+07	  -1.649538E+05
   17.0000	   4.522493E+00	   3.446886E+04	   9.292299E+03	   9.470893E+06	   3.550150E+07	   3.087153E+07	  -1.749577E+05
   17.1000	   4.453282E+00	   3.631394E+04	   9.787954E+03	   9.468826E+06	   3.549829E+07	   3.085640E+07	  -1.842528E+05
   17.2000	   4.379676E+00	   3.801681E+04	   1.024463E+04	   9.466703E+06	   3.549554E+07	   3.083918E+07	  -1.928146E+05
   17.3000	   4.301748E+00	   3.957083E+04	   1.066026E+04	   9.464533E+06	   3.549325E+07	   3.081993E+07	  -2.006095E+05
   17.4000	   4.219574E+00	   4.097092E+04	   1.103414E+04	   9.462325E+06	   3.549143E+07	   3.079873E+07	  -2.076125E+05
   17.5000	   4.133236E+00	   4.221155E+04	   1.136483E+04	   9.460086E+06	   3.549008E+07	   3.077568E+07	  -2.137963E+05
   17.6000	   4.042820E+00	   4.328816E+04	   1.165112E+04	   9.457826E+06	   3.548920E+07	   3.075086E+07	  -2.191386E+05
   17.7000	   3.948413E+00	   4.419661E+04	   1.189230E+04	   9.455553E+06	   3.548880E+07	   3.072440E+07	  -2.236196E+05
   17.8000	   3.850110E+00	   4.493320E+04	   1.208711E+04	   9.453276E+06	   3.548888E+07	   3.069642E+07	  -2.272217E+05
   17.9000	   3.748007E+00	   4.549496E+04	   1.223530E+04	   9.451004E+06	   3.548942E+07	   3.066706E+07	  -2.299314E+05
   18.0000	   3.642205E+00	   4.587957E+04	   1.233607E+04	   9.448746E+06	   3.549041E+07	   3.063645E+07	  -2.317385E+05
   18.1000	   3.532809E+00	   4.608524E+04	   1.238903E+04	   9.446511E+06	   3.549184E+07	   3.060477E+07	  -2.326355E+05
   18.2000	   3.419926E+00	   4.611131E+04	   1.239450E+04	   9.444309E+06	   3.549369E+07	   3.057217E+07	  -2.326212E+05
   18.3000	   3.303669E+00	   4.595961E+04	   1.235294E+04	   9.442146E+06	   3.549595E+07	   3.053884E+07	  -2.317067E+05
   18.4000	   3.184151E+00	   4.562662E+04	   1.226377E+04	   9.440034E+06	   3.549858E+07	   3.050495E+07	  -2.298765E+05
   18.5000	   3.061491E+00	   4.510410E+04	   1.212286E+04	   9.437981E+06	   3.550161E+07	   3.047065E+07	  -2.270900E+05
   18.6000	   2.935810E+00	   4.440029E+04	   1.193341E+04	   9.435996E+06	   3.550497E+07	   3.043616E+07	  -2.233916E+05
   18.7000	   2.807230E+00	   4.351720E+04	   1.169596E+04	   9.434085E+06	   3.550864E+07	   3.040167E+07	  -2.187937E+05
   18.8000	   2.675881E+00	   4.245730E+04	   1.141116E+04	   9.432259E+06	   3.551260E+07	   3.036740E+07	  -2.133112E+05
   18.9000	   2.541892E+00	   4.122375E+04	   1.107961E+04	   9.430523E+06	   3.551681E+07	   3.033353E+07	  -2.069621E+05
   19.0000	   2.405393E+00	   3.982021E+04	   1.070270E+04	   9.428886E+06	   3.552123E+07	   3.030028E+07	  -1.997675E+05
