
Predictions were generated on 12-Feb-2024 at 14:24:51 using HydroDyn Driver, compiled on Dec 20 2023 at 14:52:34 as a 64-bit application using double precision at commit v2.5.0-3665-g13e4c61c-dirty
 linked with  NWTC Subroutine Library

Description from the driver input file: Compatible with HydroDyn v4.00 - Regression test for the MacCamy-Fuchs diffraction correction for strip-theory memebers

Time	Wave1Elev	HydroFxi	HydroMyi
    8.2000	   1.181844E+00	  -1.700744E+07	   2.225941E+08
    8.3000	   1.011114E+00	  -1.763554E+07	   2.268459E+08
    8.4000	   8.239301E-01	  -1.821601E+07	   2.308767E+08
    8.5000	   6.212690E-01	  -1.874055E+07	   2.346385E+08
    8.6000	   4.042971E-01	  -1.920177E+07	   2.380765E+08
    8.7000	   1.743445E-01	  -1.959286E+07	   2.411338E+08
    8.8000	  -6.710324E-02	  -1.990856E+07	   2.437451E+08
    8.9000	  -3.184337E-01	  -2.013950E+07	   2.458209E+08
    9.0000	  -5.779171E-01	  -2.028339E+07	   2.472653E+08
    9.1000	  -8.437365E-01	  -2.033480E+07	   2.479916E+08
    9.2000	  -1.114002E+00	  -2.029251E+07	   2.479304E+08
    9.3000	  -1.386780E+00	  -2.015019E+07	   2.469627E+08
    9.4000	  -1.660105E+00	  -1.990727E+07	   2.449814E+08
    9.5000	  -1.932011E+00	  -1.956443E+07	   2.419115E+08
    9.6000	  -2.200547E+00	  -1.911923E+07	   2.376902E+08
    9.7000	  -2.463794E+00	  -1.857372E+07	   2.322281E+08
    9.8000	  -2.719889E+00	  -1.792641E+07	   2.254434E+08
    9.9000	  -2.967040E+00	  -1.718271E+07	   2.173126E+08
   10.0000	  -3.203539E+00	  -1.634315E+07	   2.078069E+08
   10.1000	  -3.427779E+00	  -1.541225E+07	   1.969202E+08
   10.2000	  -3.638265E+00	  -1.439183E+07	   1.846258E+08
   10.3000	  -3.833622E+00	  -1.328790E+07	   1.709614E+08
   10.4000	  -4.012606E+00	  -1.210593E+07	   1.559728E+08
   10.5000	  -4.174109E+00	  -1.084869E+07	   1.397130E+08
   10.6000	  -4.317164E+00	  -9.523471E+06	   1.222637E+08
   10.7000	  -4.440947E+00	  -8.136766E+06	   1.037200E+08
   10.8000	  -4.544778E+00	  -6.693542E+06	   8.417856E+07
   10.9000	  -4.628119E+00	  -5.200773E+06	   6.376649E+07
   11.0000	  -4.690577E+00	  -3.665834E+06	   4.262126E+07
   11.1000	  -4.731893E+00	  -2.095828E+06	   2.088852E+07
   11.2000	  -4.751949E+00	  -4.980118E+05	  -1.278242E+06
   11.3000	  -4.750749E+00	   1.120020E+06	  -2.371857E+07
   11.4000	  -4.728425E+00	   2.750391E+06	  -4.626697E+07
   11.5000	  -4.685221E+00	   4.385072E+06	  -6.875578E+07
   11.6000	  -4.621500E+00	   6.015956E+06	  -9.101738E+07
   11.7000	  -4.537720E+00	   7.634804E+06	  -1.128858E+08
   11.8000	  -4.434438E+00	   9.232935E+06	  -1.341971E+08
   11.9000	  -4.312301E+00	   1.080170E+07	  -1.547933E+08
   12.0000	  -4.172042E+00	   1.233326E+07	  -1.745313E+08
   12.1000	  -4.014463E+00	   1.381880E+07	  -1.932716E+08
   12.2000	  -3.840447E+00	   1.524878E+07	  -2.108857E+08
   12.3000	  -3.650932E+00	   1.661677E+07	  -2.272654E+08
   12.4000	  -3.446923E+00	   1.791454E+07	  -2.423103E+08
   12.5000	  -3.229475E+00	   1.913238E+07	  -2.559229E+08
   12.6000	  -2.999695E+00	   2.026511E+07	  -2.680584E+08
   12.7000	  -2.758735E+00	   2.130419E+07	  -2.786684E+08
   12.8000	  -2.507792E+00	   2.224525E+07	  -2.877191E+08
   12.9000	  -2.248098E+00	   2.307982E+07	  -2.951792E+08
   13.0000	  -1.980919E+00	   2.380418E+07	  -3.010566E+08
   13.1000	  -1.707552E+00	   2.441442E+07	  -3.054082E+08
   13.2000	  -1.429320E+00	   2.490815E+07	  -3.082447E+08
   13.3000	  -1.147567E+00	   2.527995E+07	  -3.095948E+08
   13.4000	  -8.636562E-01	   2.552764E+07	  -3.095260E+08
   13.5000	  -5.789591E-01	   2.565467E+07	  -3.081553E+08
   13.6000	  -2.948556E-01	   2.565862E+07	  -3.055252E+08
   13.7000	  -1.272645E-02	   2.554039E+07	  -3.017029E+08
   13.8000	   2.660555E-01	   2.530023E+07	  -2.967968E+08
   13.9000	   5.401316E-01	   2.494635E+07	  -2.909271E+08
   14.0000	   8.081636E-01	   2.447859E+07	  -2.841534E+08
   14.1000	   1.068846E+00	   2.390222E+07	  -2.765535E+08
   14.2000	   1.320909E+00	   2.322201E+07	  -2.682240E+08
   14.3000	   1.563135E+00	   2.244736E+07	  -2.592563E+08
   14.4000	   1.794364E+00	   2.158256E+07	  -2.497235E+08
   14.5000	   2.013502E+00	   2.063477E+07	  -2.396744E+08
   14.6000	   2.219536E+00	   1.961183E+07	  -2.291768E+08
   14.7000	   2.411539E+00	   1.852205E+07	  -2.182814E+08
   14.8000	   2.588681E+00	   1.737410E+07	  -2.070378E+08
   14.9000	   2.750238E+00	   1.617578E+07	  -1.954905E+08
   15.0000	   2.895601E+00	   1.493533E+07	  -1.836667E+08
   15.1000	   3.024282E+00	   1.366058E+07	  -1.715986E+08
   15.2000	   3.135918E+00	   1.236016E+07	  -1.593116E+08
   15.3000	   3.230284E+00	   1.104184E+07	  -1.468303E+08
   15.4000	   3.307284E+00	   9.713328E+06	  -1.341795E+08
   15.5000	   3.366966E+00	   8.381796E+06	  -1.213827E+08
   15.6000	   3.409512E+00	   7.054148E+06	  -1.084648E+08
   15.7000	   3.435242E+00	   5.736944E+06	  -9.545247E+07
   15.8000	   3.444610E+00	   4.436358E+06	  -8.237411E+07
   15.9000	   3.438198E+00	   3.158156E+06	  -6.926104E+07
   16.0000	   3.416709E+00	   1.907690E+06	  -5.614788E+07
   16.1000	   3.380961E+00	   6.898601E+05	  -4.307250E+07
   16.2000	   3.331871E+00	  -4.908732E+05	  -3.007603E+07
   16.3000	   3.270449E+00	  -1.630590E+06	  -1.720191E+07
   16.4000	   3.197782E+00	  -2.725080E+06	  -4.495498E+06
   16.5000	   3.115019E+00	  -3.771103E+06	   7.994352E+06
   16.6000	   3.023358E+00	  -4.765762E+06	   2.021855E+07
   16.7000	   2.924026E+00	  -5.706684E+06	   3.213006E+07
   16.8000	   2.818265E+00	  -6.590012E+06	   4.367998E+07
   16.9000	   2.707315E+00	  -7.415256E+06	   5.481876E+07
   17.0000	   2.592397E+00	  -8.181016E+06	   6.550094E+07
   17.1000	   2.474696E+00	  -8.885740E+06	   7.568746E+07
   17.2000	   2.355345E+00	  -9.527752E+06	   8.533651E+07
   17.3000	   2.235412E+00	  -1.010809E+07	   9.440409E+07
   17.4000	   2.115884E+00	  -1.062529E+07	   1.028619E+08
   17.5000	   1.997656E+00	  -1.108059E+07	   1.106788E+08
   17.6000	   1.881523E+00	  -1.147349E+07	   1.178382E+08
   17.7000	   1.768171E+00	  -1.180524E+07	   1.243187E+08
   17.8000	   1.658165E+00	  -1.207750E+07	   1.301086E+08
   17.9000	   1.551954E+00	  -1.229208E+07	   1.352046E+08
   18.0000	   1.449863E+00	  -1.245041E+07	   1.396085E+08
   18.1000	   1.352096E+00	  -1.255492E+07	   1.433257E+08
   18.2000	   1.258740E+00	  -1.260848E+07	   1.463662E+08
   18.3000	   1.169765E+00	  -1.261304E+07	   1.487407E+08
   18.4000	   1.085040E+00	  -1.257149E+07	   1.504672E+08
   18.5000	   1.004334E+00	  -1.248639E+07	   1.515681E+08
   18.6000	   9.273306E-01	  -1.236082E+07	   1.520682E+08
   18.7000	   8.536434E-01	  -1.219732E+07	   1.519942E+08
   18.8000	   7.828240E-01	  -1.199885E+07	   1.513757E+08
   18.9000	   7.143829E-01	  -1.176830E+07	   1.502433E+08
   19.0000	   6.478016E-01	  -1.150815E+07	   1.486278E+08
   19.1000	   5.825481E-01	  -1.122117E+07	   1.465620E+08
   19.2000	   5.180966E-01	  -1.090989E+07	   1.440780E+08
   19.3000	   4.539405E-01	  -1.057661E+07	   1.412073E+08
   19.4000	   3.896074E-01	  -1.022356E+07	   1.379823E+08
   19.5000	   3.246744E-01	  -9.852909E+06	   1.344343E+08
   19.6000	   2.587797E-01	  -9.466611E+06	   1.305938E+08
   19.7000	   1.916351E-01	  -9.066573E+06	   1.264902E+08
   19.8000	   1.230345E-01	  -8.654519E+06	   1.221523E+08
   19.9000	   5.286006E-02	  -8.232152E+06	   1.176088E+08
   20.0000	  -1.891045E-02	  -7.801278E+06	   1.128882E+08
   20.1000	  -9.220291E-02	  -7.363546E+06	   1.080180E+08
   20.2000	  -1.668447E-01	  -6.920656E+06	   1.030260E+08
   20.3000	  -2.425686E-01	  -6.474366E+06	   9.793917E+07
   20.4000	  -3.190167E-01	  -6.026420E+06	   9.278442E+07
   20.5000	  -3.957460E-01	  -5.578746E+06	   8.758938E+07
   20.6000	  -4.722379E-01	  -5.133131E+06	   8.238066E+07
   20.7000	  -5.479113E-01	  -4.691398E+06	   7.718458E+07
   20.8000	  -6.221324E-01	  -4.255609E+06	   7.202856E+07
   20.9000	  -6.942293E-01	  -3.827704E+06	   6.693968E+07
   21.0000	  -7.635092E-01	  -3.409674E+06	   6.194436E+07
   21.1000	  -8.292722E-01	  -3.003576E+06	   5.707009E+07
   21.2000	  -8.908299E-01	  -2.611494E+06	   5.234267E+07
   21.3000	  -9.475203E-01	  -2.235524E+06	   4.778782E+07
   21.4000	  -9.987270E-01	  -1.877703E+06	   4.343169E+07
   21.5000	  -1.043892E+00	  -1.539942E+06	   3.929885E+07
   21.6000	  -1.082532E+00	  -1.224260E+06	   3.541229E+07
   21.7000	  -1.114256E+00	  -9.324750E+05	   3.179271E+07
   21.8000	  -1.138766E+00	  -6.661861E+05	   2.845841E+07
   21.9000	  -1.155883E+00	  -4.269116E+05	   2.542513E+07
   22.0000	  -1.165540E+00	  -2.159883E+05	   2.270554E+07
   22.1000	  -1.167798E+00	  -3.456091E+04	   2.030891E+07
   22.2000	  -1.162842E+00	   1.164360E+05	   1.824101E+07
   22.3000	  -1.150988E+00	   2.363012E+05	   1.650373E+07
   22.4000	  -1.132675E+00	   3.245856E+05	   1.509509E+07
   22.5000	  -1.108463E+00	   3.810942E+05	   1.400923E+07
   22.6000	  -1.079026E+00	   4.059209E+05	   1.323625E+07
   22.7000	  -1.045139E+00	   3.992732E+05	   1.276310E+07
   22.8000	  -1.007671E+00	   3.618553E+05	   1.257296E+07
   22.9000	  -9.675637E-01	   2.944089E+05	   1.264544E+07
   23.0000	  -9.258226E-01	   1.987788E+05	   1.295729E+07
   23.1000	  -8.834944E-01	   7.592495E+04	   1.348425E+07
   23.2000	  -8.416505E-01	  -7.178559E+04	   1.419892E+07
   23.3000	  -8.013664E-01	  -2.422842E+05	   1.507391E+07
   23.4000	  -7.637031E-01	  -4.331828E+05	   1.608044E+07
   23.5000	  -7.296860E-01	  -6.419699E+05	   1.718931E+07
   23.6000	  -7.002846E-01	  -8.652926E+05	   1.837041E+07
   23.7000	  -6.763952E-01	  -1.099856E+06	   1.959404E+07
   23.8000	  -6.588231E-01	  -1.342124E+06	   2.083090E+07
   23.9000	  -6.482651E-01	  -1.588340E+06	   2.205205E+07
   24.0000	  -6.452953E-01	  -1.834562E+06	   2.322901E+07
   24.1000	  -6.503540E-01	  -2.076707E+06	   2.433375E+07
   24.2000	  -6.637372E-01	  -2.310592E+06	   2.533853E+07
   24.3000	  -6.855876E-01	  -2.531991E+06	   2.621579E+07
   24.4000	  -7.158934E-01	  -2.736702E+06	   2.693814E+07
   24.5000	  -7.544820E-01	  -2.920593E+06	   2.747788E+07
   24.6000	  -8.010247E-01	  -3.079398E+06	   2.780676E+07
   24.7000	  -8.550385E-01	  -3.209365E+06	   2.789709E+07
   24.8000	  -9.158938E-01	  -3.307174E+06	   2.772149E+07
   24.9000	  -9.828205E-01	  -3.368988E+06	   2.725218E+07
   25.0000	  -1.054924E+00	  -3.392500E+06	   2.646191E+07
   25.1000	  -1.131197E+00	  -3.373941E+06	   2.532055E+07
   25.2000	  -1.210536E+00	  -3.311878E+06	   2.380316E+07
   25.3000	  -1.291755E+00	  -3.204712E+06	   2.188489E+07
   25.4000	  -1.373611E+00	  -3.051512E+06	   1.954616E+07
   25.5000	  -1.454817E+00	  -2.851671E+06	   1.676866E+07
   25.6000	  -1.534070E+00	  -2.604459E+06	   1.353749E+07
   25.7000	  -1.610066E+00	  -2.310598E+06	   9.846016E+06
   25.8000	  -1.681519E+00	  -1.971685E+06	   5.694931E+06
   25.9000	  -1.747188E+00	  -1.589168E+06	   1.086277E+06
   26.0000	  -1.805889E+00	  -1.164524E+06	  -3.969471E+06
   26.1000	  -1.856521E+00	  -7.006071E+05	  -9.452584E+06
   26.2000	  -1.898074E+00	  -2.004748E+05	  -1.533803E+07
   26.3000	  -1.929647E+00	   3.327193E+05	  -2.159359E+07
   26.4000	  -1.950464E+00	   8.956899E+05	  -2.818097E+07
   26.5000	  -1.959880E+00	   1.484516E+06	  -3.505545E+07
   26.6000	  -1.957391E+00	   2.095038E+06	  -4.216710E+07
   26.7000	  -1.942639E+00	   2.723112E+06	  -4.946181E+07
   26.8000	  -1.915415E+00	   3.364600E+06	  -5.688220E+07
   26.9000	  -1.875663E+00	   4.014977E+06	  -6.436823E+07
   27.0000	  -1.823472E+00	   4.669876E+06	  -7.185878E+07
   27.1000	  -1.759075E+00	   5.324964E+06	  -7.929233E+07
   27.2000	  -1.682846E+00	   5.975764E+06	  -8.660793E+07
   27.3000	  -1.595285E+00	   6.618108E+06	  -9.374676E+07
   27.4000	  -1.497012E+00	   7.247856E+06	  -1.006530E+08
   27.5000	  -1.388756E+00	   7.860468E+06	  -1.072723E+08
   27.6000	  -1.271339E+00	   8.452295E+06	  -1.135565E+08
   27.7000	  -1.145661E+00	   9.019641E+06	  -1.194612E+08
   27.8000	  -1.012691E+00	   9.558533E+06	  -1.249467E+08
   27.9000	  -8.734421E-01	   1.006468E+07	  -1.299807E+08
   28.0000	  -7.289674E-01	   1.053606E+07	  -1.345381E+08
   28.1000	  -5.803352E-01	   1.096888E+07	  -1.385929E+08
   28.2000	  -4.286202E-01	   1.136046E+07	  -1.421284E+08
   28.3000	  -2.748838E-01	   1.170773E+07	  -1.451315E+08
   28.4000	  -1.201676E-01	   1.200921E+07	  -1.475948E+08
   28.5000	   3.452604E-02	   1.226177E+07	  -1.495157E+08
   28.6000	   1.882388E-01	   1.246424E+07	  -1.508983E+08
   28.7000	   3.400701E-01	   1.261572E+07	  -1.517498E+08
   28.8000	   4.891821E-01	   1.271566E+07	  -1.520789E+08
   28.9000	   6.348089E-01	   1.276234E+07	  -1.518932E+08
   29.0000	   7.762582E-01	   1.275642E+07	  -1.512039E+08
   29.1000	   9.129169E-01	   1.269807E+07	  -1.500235E+08
   29.2000	   1.044251E+00	   1.258719E+07	  -1.483685E+08
   29.3000	   1.169808E+00	   1.242541E+07	  -1.462549E+08
   29.4000	   1.289213E+00	   1.221441E+07	  -1.436969E+08
   29.5000	   1.402168E+00	   1.195584E+07	  -1.407108E+08
   29.6000	   1.508445E+00	   1.165197E+07	  -1.373140E+08
   29.7000	   1.607888E+00	   1.130450E+07	  -1.335198E+08
   29.8000	   1.700402E+00	   1.091639E+07	  -1.293404E+08
   29.9000	   1.785946E+00	   1.049018E+07	  -1.247893E+08
   30.0000	   1.864535E+00	   1.002878E+07	  -1.198794E+08
   30.1000	   1.936223E+00	   9.535174E+06	  -1.146246E+08
   30.2000	   2.001104E+00	   9.012352E+06	  -1.090380E+08
   30.3000	   2.059302E+00	   8.463625E+06	  -1.031328E+08
   30.4000	   2.110965E+00	   7.891958E+06	  -9.692240E+07
   30.5000	   2.156261E+00	   7.300323E+06	  -9.042053E+07
   30.6000	   2.195372E+00	   6.691648E+06	  -8.364167E+07
   30.7000	   2.228487E+00	   6.068684E+06	  -7.660076E+07
   30.8000	   2.255801E+00	   5.434038E+06	  -6.931334E+07
   30.9000	   2.277509E+00	   4.790124E+06	  -6.179567E+07
   31.0000	   2.293804E+00	   4.139196E+06	  -5.406515E+07
   31.1000	   2.304878E+00	   3.483291E+06	  -4.613976E+07
   31.2000	   2.310913E+00	   2.824239E+06	  -3.803829E+07
   31.3000	   2.312087E+00	   2.163660E+06	  -2.978025E+07
   31.4000	   2.308570E+00	   1.502965E+06	  -2.138579E+07
   31.5000	   2.300527E+00	   8.433646E+05	  -1.287567E+07
   31.6000	   2.288113E+00	   1.858832E+05	  -4.271125E+06
   31.7000	   2.271477E+00	  -4.686343E+05	   4.406260E+06
   31.8000	   2.250765E+00	  -1.119496E+06	   1.313461E+07
   31.9000	   2.226111E+00	  -1.766134E+06	   2.189196E+07
   32.0000	   2.197650E+00	  -2.408077E+06	   3.065605E+07
   32.1000	   2.165510E+00	  -3.044990E+06	   3.940478E+07
   32.2000	   2.129814E+00	  -3.676565E+06	   4.811609E+07
   32.3000	   2.090682E+00	  -4.302518E+06	   5.676812E+07
   32.4000	   2.048227E+00	  -4.922556E+06	   6.533919E+07
   32.5000	   2.002556E+00	  -5.536368E+06	   7.380786E+07
   32.6000	   1.953771E+00	  -6.143628E+06	   8.215296E+07
   32.7000	   1.901964E+00	  -6.743839E+06	   9.035330E+07
   32.8000	   1.847218E+00	  -7.336508E+06	   9.838839E+07
   32.9000	   1.789604E+00	  -7.920984E+06	   1.062379E+08
   33.0000	   1.729181E+00	  -8.496454E+06	   1.138817E+08
   33.1000	   1.665988E+00	  -9.061907E+06	   1.212995E+08
   33.2000	   1.600053E+00	  -9.616302E+06	   1.284722E+08
   33.3000	   1.531379E+00	  -1.015831E+07	   1.353796E+08
   33.4000	   1.459953E+00	  -1.068657E+07	   1.420034E+08
   33.5000	   1.385738E+00	  -1.119945E+07	   1.483250E+08
   33.6000	   1.308677E+00	  -1.169522E+07	   1.543262E+08
   33.7000	   1.228691E+00	  -1.217195E+07	   1.599884E+08
   33.8000	   1.145680E+00	  -1.262743E+07	   1.652922E+08
   33.9000	   1.059526E+00	  -1.305938E+07	   1.702200E+08
   34.0000	   9.700952E-01	  -1.346545E+07	   1.747537E+08
   34.1000	   8.772385E-01	  -1.384304E+07	   1.788750E+08
   34.2000	   7.808022E-01	  -1.418941E+07	   1.825660E+08
   34.3000	   6.806266E-01	  -1.450193E+07	   1.858087E+08
   34.4000	   5.765579E-01	  -1.477770E+07	   1.885843E+08
   34.5000	   4.684492E-01	  -1.501422E+07	   1.908754E+08
   34.6000	   3.561736E-01	  -1.520851E+07	   1.926641E+08
   34.7000	   2.396285E-01	  -1.535859E+07	   1.939351E+08
   34.8000	   1.187460E-01	  -1.546158E+07	   1.946715E+08
   34.9000	  -6.500204E-03	  -1.551508E+07	   1.948498E+08
   35.0000	  -1.360837E-01	  -1.551635E+07	   1.944519E+08
   35.1000	  -2.699198E-01	  -1.546317E+07	   1.934560E+08
   35.2000	  -4.078555E-01	  -1.535402E+07	   1.918423E+08
   35.3000	  -5.496635E-01	  -1.518726E+07	   1.895926E+08
   35.4000	  -6.950355E-01	  -1.496142E+07	   1.866892E+08
   35.5000	  -8.435748E-01	  -1.467644E+07	   1.831165E+08
   35.6000	  -9.947950E-01	  -1.433178E+07	   1.788626E+08
   35.7000	  -1.148117E+00	  -1.392671E+07	   1.739114E+08
   35.8000	  -1.302868E+00	  -1.346091E+07	   1.682422E+08
   35.9000	  -1.458279E+00	  -1.293610E+07	   1.618478E+08
   36.0000	  -1.613496E+00	  -1.235191E+07	   1.547192E+08
   36.1000	  -1.767574E+00	  -1.171148E+07	   1.468619E+08
   36.2000	  -1.919493E+00	  -1.101546E+07	   1.382751E+08
   36.3000	  -2.068163E+00	  -1.026672E+07	   1.289726E+08
   36.4000	  -2.212434E+00	  -9.466405E+06	   1.189695E+08
   36.5000	  -2.351110E+00	  -8.618521E+06	   1.082820E+08
   36.6000	  -2.482963E+00	  -7.726288E+06	   9.694065E+07
   36.7000	  -2.606750E+00	  -6.791558E+06	   8.497707E+07
   36.8000	  -2.721226E+00	  -5.819332E+06	   7.244206E+07
   36.9000	  -2.825168E+00	  -4.812920E+06	   5.938642E+07
   37.0000	  -2.917389E+00	  -3.776526E+06	   4.586976E+07
   37.1000	  -2.996758E+00	  -2.714152E+06	   3.196019E+07
   37.2000	  -3.062221E+00	  -1.630505E+06	   1.773430E+07
   37.3000	  -3.112817E+00	  -5.298728E+05	   3.271655E+06
   37.4000	  -3.147701E+00	   5.825230E+05	  -1.133851E+07
   37.5000	  -3.166152E+00	   1.701580E+06	  -2.600304E+07
   37.6000	  -3.167598E+00	   2.822030E+06	  -4.062468E+07
   37.7000	  -3.151627E+00	   3.938408E+06	  -5.510352E+07
   37.8000	  -3.117990E+00	   5.045079E+06	  -6.933834E+07
   37.9000	  -3.066627E+00	   6.136228E+06	  -8.322824E+07
   38.0000	  -2.997656E+00	   7.205626E+06	  -9.667350E+07
   38.1000	  -2.911389E+00	   8.247420E+06	  -1.095803E+08
   38.2000	  -2.808328E+00	   9.255440E+06	  -1.218584E+08
   38.3000	  -2.689162E+00	   1.022357E+07	  -1.334243E+08
   38.4000	  -2.554765E+00	   1.114631E+07	  -1.442076E+08
   38.5000	  -2.406182E+00	   1.201672E+07	  -1.541381E+08
   38.6000	  -2.244623E+00	   1.282961E+07	  -1.631645E+08
   38.7000	  -2.071444E+00	   1.358054E+07	  -1.712469E+08
   38.8000	  -1.888134E+00	   1.426254E+07	  -1.783656E+08
   38.9000	  -1.696293E+00	   1.487335E+07	  -1.845050E+08
   39.0000	  -1.497610E+00	   1.540918E+07	  -1.896582E+08
   39.1000	  -1.293840E+00	   1.586487E+07	  -1.938266E+08
   39.2000	  -1.086784E+00	   1.624056E+07	  -1.970317E+08
