
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 25-Jun-2024 at 17:35:36.

 
 
 
      Time        FAIRTEN1       LINE3NAPZ
       (s)             (N)             (m)
   13.3300   4.8245757E+04  -2.5871636E+02
   13.3400   4.8247667E+04  -2.5871296E+02
   13.3500   4.8249578E+04  -2.5870957E+02
   13.3600   4.8251489E+04  -2.5870619E+02
   13.3700   4.8253401E+04  -2.5870281E+02
   13.3800   4.8255313E+04  -2.5869943E+02
   13.3900   4.8257225E+04  -2.5869606E+02
   13.4000   4.8259138E+04  -2.5869269E+02
   13.4100   4.8261051E+04  -2.5868933E+02
   13.4200   4.8262965E+04  -2.5868597E+02
   13.4300   4.8264880E+04  -2.5868261E+02
   13.4400   4.8266795E+04  -2.5867926E+02
   13.4500   4.8268711E+04  -2.5867591E+02
   13.4600   4.8270627E+04  -2.5867256E+02
   13.4700   4.8272543E+04  -2.5866922E+02
   13.4800   4.8274461E+04  -2.5866589E+02
   13.4900   4.8276378E+04  -2.5866256E+02
   13.5000   4.8278296E+04  -2.5865923E+02
   13.5100   4.8280214E+04  -2.5865590E+02
   13.5200   4.8282132E+04  -2.5865258E+02
   13.5300   4.8284050E+04  -2.5864927E+02
   13.5400   4.8285969E+04  -2.5864596E+02
   13.5500   4.8287887E+04  -2.5864265E+02
   13.5600   4.8289806E+04  -2.5863935E+02
   13.5700   4.8291725E+04  -2.5863605E+02
   13.5800   4.8293644E+04  -2.5863275E+02
   13.5900   4.8295562E+04  -2.5862946E+02
   13.6000   4.8297481E+04  -2.5862617E+02
   13.6100   4.8299400E+04  -2.5862289E+02
   13.6200   4.8301318E+04  -2.5861961E+02
   13.6300   4.8303237E+04  -2.5861633E+02
   13.6400   4.8305155E+04  -2.5861306E+02
   13.6500   4.8307074E+04  -2.5860980E+02
   13.6600   4.8308992E+04  -2.5860653E+02
   13.6700   4.8310910E+04  -2.5860327E+02
   13.6800   4.8312828E+04  -2.5860002E+02
   13.6900   4.8314745E+04  -2.5859677E+02
   13.7000   4.8316663E+04  -2.5859352E+02
   13.7100   4.8318580E+04  -2.5859028E+02
   13.7200   4.8320496E+04  -2.5858704E+02
   13.7300   4.8322413E+04  -2.5858380E+02
   13.7400   4.8324328E+04  -2.5858057E+02
   13.7500   4.8326244E+04  -2.5857734E+02
   13.7600   4.8328158E+04  -2.5857412E+02
   13.7700   4.8330073E+04  -2.5857090E+02
   13.7800   4.8331986E+04  -2.5856769E+02
   13.7900   4.8333899E+04  -2.5856447E+02
   13.8000   4.8335812E+04  -2.5856127E+02
   13.8100   4.8337724E+04  -2.5855806E+02
   13.8200   4.8339635E+04  -2.5855486E+02
   13.8300   4.8341545E+04  -2.5855167E+02
   13.8400   4.8343455E+04  -2.5854848E+02
   13.8500   4.8345364E+04  -2.5854529E+02
   13.8600   4.8347272E+04  -2.5854211E+02
   13.8700   4.8349180E+04  -2.5853893E+02
   13.8800   4.8351087E+04  -2.5853575E+02
   13.8900   4.8352993E+04  -2.5853258E+02
   13.9000   4.8354898E+04  -2.5852941E+02
   13.9100   4.8356803E+04  -2.5852625E+02
   13.9200   4.8358707E+04  -2.5852309E+02
   13.9300   4.8360610E+04  -2.5851993E+02
   13.9400   4.8362513E+04  -2.5851678E+02
   13.9500   4.8364415E+04  -2.5851363E+02
   13.9600   4.8366316E+04  -2.5851049E+02
   13.9700   4.8368216E+04  -2.5850735E+02
   13.9800   4.8370115E+04  -2.5850421E+02
   13.9900   4.8372014E+04  -2.5850108E+02
   14.0000   4.8373912E+04  -2.5849795E+02
   14.0100   4.8375809E+04  -2.5849483E+02
   14.0200   4.8377705E+04  -2.5849171E+02
   14.0300   4.8379600E+04  -2.5848859E+02
   14.0400   4.8381495E+04  -2.5848548E+02
   14.0500   4.8383388E+04  -2.5848237E+02
   14.0600   4.8385281E+04  -2.5847927E+02
   14.0700   4.8387172E+04  -2.5847617E+02
   14.0800   4.8389063E+04  -2.5847307E+02
   14.0900   4.8390953E+04  -2.5846998E+02
   14.1000   4.8392842E+04  -2.5846689E+02
   14.1100   4.8394730E+04  -2.5846380E+02
   14.1200   4.8396617E+04  -2.5846072E+02
   14.1300   4.8398503E+04  -2.5845764E+02
   14.1400   4.8400389E+04  -2.5845457E+02
   14.1500   4.8402273E+04  -2.5845150E+02
   14.1600   4.8404157E+04  -2.5844844E+02
   14.1700   4.8406039E+04  -2.5844537E+02
   14.1800   4.8407921E+04  -2.5844232E+02
   14.1900   4.8409802E+04  -2.5843926E+02
   14.2000   4.8411682E+04  -2.5843621E+02
   14.2100   4.8413561E+04  -2.5843317E+02
   14.2200   4.8415439E+04  -2.5843012E+02
   14.2300   4.8417316E+04  -2.5842709E+02
   14.2400   4.8419193E+04  -2.5842405E+02
   14.2500   4.8421067E+04  -2.5842102E+02
   14.2600   4.8422898E+04  -2.5841800E+02
   14.2700   4.8424196E+04  -2.5841497E+02
   14.2800   4.8422196E+04  -2.5841195E+02
   14.2900   4.8408408E+04  -2.5840894E+02
   14.3000   4.8367431E+04  -2.5840593E+02
   14.3100   4.8282495E+04  -2.5840292E+02
   14.3200   4.8144465E+04  -2.5839992E+02
   14.3300   4.7956508E+04  -2.5839692E+02
   14.3400   4.7732559E+04  -2.5839392E+02
   14.3500   4.7493580E+04  -2.5839093E+02
   14.3600   4.7264083E+04  -2.5838795E+02
   14.3700   4.7068411E+04  -2.5838496E+02
   14.3800   4.6926665E+04  -2.5838198E+02
   14.3900   4.6851620E+04  -2.5837901E+02
   14.4000   4.6847670E+04  -2.5837604E+02
   14.4100   4.6911558E+04  -2.5837307E+02
   14.4200   4.7033933E+04  -2.5837010E+02
   14.4300   4.7201039E+04  -2.5836715E+02
   14.4400   4.7396414E+04  -2.5836419E+02
   14.4500   4.7602729E+04  -2.5836124E+02
   14.4600   4.7803744E+04  -2.5835829E+02
   14.4700   4.7986114E+04  -2.5835535E+02
   14.4800   4.8140660E+04  -2.5835241E+02
   14.4900   4.8262848E+04  -2.5834947E+02
   14.5000   4.8352447E+04  -2.5834654E+02
   14.5100   4.8412559E+04  -2.5834361E+02
   14.5200   4.8448326E+04  -2.5834068E+02
   14.5300   4.8465646E+04  -2.5833776E+02
   14.5400   4.8470141E+04  -2.5833484E+02
   14.5500   4.8466524E+04  -2.5833193E+02
   14.5600   4.8458353E+04  -2.5832901E+02
   14.5700   4.8448084E+04  -2.5832611E+02
   14.5800   4.8437300E+04  -2.5832320E+02
   14.5900   4.8426998E+04  -2.5832030E+02
   14.6000   4.8417858E+04  -2.5831741E+02
   14.6100   4.8410448E+04  -2.5831452E+02
   14.6200   4.8405353E+04  -2.5831163E+02
   14.6300   4.8403219E+04  -2.5830875E+02
   14.6400   4.8404710E+04  -2.5830587E+02
   14.6500   4.8410405E+04  -2.5830299E+02
   14.6600   4.8420637E+04  -2.5830012E+02
   14.6700   4.8435322E+04  -2.5829725E+02
   14.6800   4.8453816E+04  -2.5829438E+02
   14.6900   4.8474845E+04  -2.5829152E+02
   14.7000   4.8496537E+04  -2.5828867E+02
   14.7100   4.8516567E+04  -2.5828581E+02
   14.7200   4.8532406E+04  -2.5828296E+02
   14.7300   4.8541628E+04  -2.5828012E+02
   14.7400   4.8542235E+04  -2.5827728E+02
   14.7500   4.8532934E+04  -2.5827444E+02
   14.7600   4.8513318E+04  -2.5827161E+02
   14.7700   4.8483934E+04  -2.5826878E+02
   14.7800   4.8446217E+04  -2.5826595E+02
   14.7900   4.8402316E+04  -2.5826313E+02
   14.8000   4.8354835E+04  -2.5826031E+02
   14.8100   4.8306544E+04  -2.5825750E+02
   14.8200   4.8260087E+04  -2.5825468E+02
   14.8300   4.8217740E+04  -2.5825188E+02
   14.8400   4.8181233E+04  -2.5824908E+02
   14.8500   4.8151658E+04  -2.5824628E+02
   14.8600   4.8129458E+04  -2.5824348E+02
   14.8700   4.8114494E+04  -2.5824069E+02
   14.8800   4.8106155E+04  -2.5823790E+02
   14.8900   4.8103508E+04  -2.5823512E+02
   14.9000   4.8105444E+04  -2.5823234E+02
   14.9100   4.8110811E+04  -2.5822956E+02
   14.9200   4.8118527E+04  -2.5822679E+02
   14.9300   4.8127644E+04  -2.5822402E+02
   14.9400   4.8137386E+04  -2.5822126E+02
   14.9500   4.8147157E+04  -2.5821850E+02
   14.9600   4.8156525E+04  -2.5821574E+02
   14.9700   4.8165195E+04  -2.5821299E+02
   14.9800   4.8172986E+04  -2.5821024E+02
   14.9900   4.8179808E+04  -2.5820750E+02
   15.0000   4.8185640E+04  -2.5820475E+02
   15.0100   4.8190528E+04  -2.5820202E+02
   15.0200   4.8194578E+04  -2.5819928E+02
   15.0300   4.8197958E+04  -2.5819655E+02
   15.0400   4.8200890E+04  -2.5819383E+02
   15.0500   4.8203648E+04  -2.5819110E+02
   15.0600   4.8206538E+04  -2.5818839E+02
   15.0700   4.8209875E+04  -2.5818567E+02
   15.0800   4.8213956E+04  -2.5818296E+02
   15.0900   4.8219026E+04  -2.5818025E+02
   15.1000   4.8225252E+04  -2.5817755E+02
   15.1100   4.8232695E+04  -2.5817485E+02
   15.1200   4.8241297E+04  -2.5817215E+02
   15.1300   4.8250881E+04  -2.5816946E+02
   15.1400   4.8261160E+04  -2.5816677E+02
   15.1500   4.8271764E+04  -2.5816409E+02
   15.1600   4.8282270E+04  -2.5816141E+02
   15.1700   4.8292243E+04  -2.5815873E+02
   15.1800   4.8301271E+04  -2.5815606E+02
   15.1900   4.8309004E+04  -2.5815339E+02
   15.2000   4.8315178E+04  -2.5815072E+02
   15.2100   4.8319633E+04  -2.5814806E+02
   15.2200   4.8322317E+04  -2.5814540E+02
   15.2300   4.8323284E+04  -2.5814275E+02
   15.2400   4.8322675E+04  -2.5814010E+02
   15.2500   4.8320703E+04  -2.5813745E+02
   15.2600   4.8317622E+04  -2.5813481E+02
   15.2700   4.8313713E+04  -2.5813217E+02
   15.2800   4.8309251E+04  -2.5812954E+02
   15.2900   4.8304495E+04  -2.5812691E+02
   15.3000   4.8299673E+04  -2.5812428E+02
   15.3100   4.8294971E+04  -2.5812166E+02
   15.3200   4.8290533E+04  -2.5811904E+02
   15.3300   4.8286463E+04  -2.5811642E+02
   15.3400   4.8282821E+04  -2.5811381E+02
   15.3500   4.8279638E+04  -2.5811120E+02
   15.3600   4.8276912E+04  -2.5810860E+02
   15.3700   4.8274620E+04  -2.5810600E+02
   15.3800   4.8272722E+04  -2.5810340E+02
   15.3900   4.8271166E+04  -2.5810081E+02
   15.4000   4.8269891E+04  -2.5809822E+02
   15.4100   4.8268834E+04  -2.5809563E+02
   15.4200   4.8267932E+04  -2.5809305E+02
   15.4300   4.8267131E+04  -2.5809047E+02
   15.4400   4.8266383E+04  -2.5808790E+02
   15.4500   4.8265654E+04  -2.5808533E+02
   15.4600   4.8264929E+04  -2.5808276E+02
   15.4700   4.8264206E+04  -2.5808020E+02
   15.4800   4.8263502E+04  -2.5807764E+02
   15.4900   4.8262852E+04  -2.5807509E+02
   15.5000   4.8262302E+04  -2.5807254E+02
   15.5100   4.8261908E+04  -2.5806999E+02
   15.5200   4.8261730E+04  -2.5806745E+02
   15.5300   4.8261825E+04  -2.5806491E+02
   15.5400   4.8262243E+04  -2.5806237E+02
   15.5500   4.8263024E+04  -2.5805984E+02
   15.5600   4.8264190E+04  -2.5805731E+02
   15.5700   4.8265745E+04  -2.5805479E+02
   15.5800   4.8267677E+04  -2.5805227E+02
   15.5900   4.8269953E+04  -2.5804975E+02
   15.6000   4.8272527E+04  -2.5804724E+02
   15.6100   4.8275343E+04  -2.5804473E+02
   15.6200   4.8278333E+04  -2.5804223E+02
   15.6300   4.8281431E+04  -2.5803973E+02
   15.6400   4.8284569E+04  -2.5803723E+02
   15.6500   4.8287684E+04  -2.5803473E+02
   15.6600   4.8290722E+04  -2.5803224E+02
   15.6700   4.8293639E+04  -2.5802976E+02
   15.6800   4.8296400E+04  -2.5802728E+02
   15.6900   4.8298982E+04  -2.5802480E+02
   15.7000   4.8301373E+04  -2.5802232E+02
   15.7100   4.8303570E+04  -2.5801985E+02
   15.7200   4.8305578E+04  -2.5801739E+02
   15.7300   4.8307410E+04  -2.5801492E+02
   15.7400   4.8309080E+04  -2.5801246E+02
   15.7500   4.8310610E+04  -2.5801001E+02
   15.7600   4.8312019E+04  -2.5800756E+02
   15.7700   4.8313328E+04  -2.5800511E+02
   15.7800   4.8314557E+04  -2.5800267E+02
   15.7900   4.8315724E+04  -2.5800023E+02
   15.8000   4.8316844E+04  -2.5799779E+02
   15.8100   4.8317927E+04  -2.5799536E+02
   15.8200   4.8318983E+04  -2.5799293E+02
   15.8300   4.8320016E+04  -2.5799051E+02
   15.8400   4.8321027E+04  -2.5798808E+02
   15.8500   4.8322014E+04  -2.5798567E+02
   15.8600   4.8322975E+04  -2.5798325E+02
   15.8700   4.8323906E+04  -2.5798085E+02
   15.8800   4.8324801E+04  -2.5797844E+02
   15.8900   4.8325656E+04  -2.5797604E+02
   15.9000   4.8326470E+04  -2.5797364E+02
   15.9100   4.8327240E+04  -2.5797125E+02
   15.9200   4.8327971E+04  -2.5796886E+02
   15.9300   4.8328666E+04  -2.5796647E+02
   15.9400   4.8329334E+04  -2.5796409E+02
   15.9500   4.8329984E+04  -2.5796171E+02
   15.9600   4.8330629E+04  -2.5795933E+02
   15.9700   4.8331283E+04  -2.5795696E+02
   15.9800   4.8331959E+04  -2.5795460E+02
   15.9900   4.8332672E+04  -2.5795223E+02
   16.0000   4.8333434E+04  -2.5794987E+02
   16.0100   4.8334258E+04  -2.5794752E+02
   16.0200   4.8335151E+04  -2.5794517E+02
   16.0300   4.8336121E+04  -2.5794282E+02
   16.0400   4.8337172E+04  -2.5794048E+02
   16.0500   4.8338305E+04  -2.5793814E+02
   16.0600   4.8339519E+04  -2.5793580E+02
   16.0700   4.8340811E+04  -2.5793347E+02
   16.0800   4.8342174E+04  -2.5793114E+02
   16.0900   4.8343603E+04  -2.5792881E+02
   16.1000   4.8345089E+04  -2.5792649E+02
   16.1100   4.8346624E+04  -2.5792418E+02
   16.1200   4.8348201E+04  -2.5792186E+02
   16.1300   4.8349810E+04  -2.5791955E+02
   16.1400   4.8351445E+04  -2.5791725E+02
   16.1500   4.8353098E+04  -2.5791495E+02
   16.1600   4.8354764E+04  -2.5791265E+02
   16.1700   4.8356437E+04  -2.5791036E+02
   16.1800   4.8358114E+04  -2.5790807E+02
   16.1900   4.8359792E+04  -2.5790578E+02
   16.2000   4.8361469E+04  -2.5790350E+02
   16.2100   4.8363144E+04  -2.5790122E+02
   16.2200   4.8364815E+04  -2.5789895E+02
   16.2300   4.8366482E+04  -2.5789668E+02
   16.2400   4.8368146E+04  -2.5789441E+02
   16.2500   4.8369805E+04  -2.5789215E+02
   16.2600   4.8371459E+04  -2.5788989E+02
   16.2700   4.8373109E+04  -2.5788763E+02
   16.2800   4.8374752E+04  -2.5788538E+02
   16.2900   4.8376388E+04  -2.5788313E+02
   16.3000   4.8378015E+04  -2.5788089E+02
   16.3100   4.8379632E+04  -2.5787865E+02
   16.3200   4.8381236E+04  -2.5787642E+02
   16.3300   4.8382825E+04  -2.5787418E+02
   16.3400   4.8384398E+04  -2.5787196E+02
   16.3500   4.8385953E+04  -2.5786973E+02
   16.3600   4.8387488E+04  -2.5786751E+02
   16.3700   4.8389004E+04  -2.5786530E+02
   16.3800   4.8390498E+04  -2.5786308E+02
   16.3900   4.8391972E+04  -2.5786088E+02
   16.4000   4.8393427E+04  -2.5785867E+02
   16.4100   4.8394863E+04  -2.5785647E+02
   16.4200   4.8396283E+04  -2.5785428E+02
   16.4300   4.8397688E+04  -2.5785208E+02
   16.4400   4.8399082E+04  -2.5784989E+02
   16.4500   4.8400466E+04  -2.5784771E+02
   16.4600   4.8401845E+04  -2.5784553E+02
   16.4700   4.8403219E+04  -2.5784335E+02
   16.4800   4.8404593E+04  -2.5784118E+02
   16.4900   4.8405967E+04  -2.5783901E+02
   16.5000   4.8407346E+04  -2.5783684E+02
   16.5100   4.8408730E+04  -2.5783468E+02
   16.5200   4.8410120E+04  -2.5783252E+02
   16.5300   4.8411519E+04  -2.5783037E+02
   16.5400   4.8412926E+04  -2.5782822E+02
   16.5500   4.8414343E+04  -2.5782608E+02
   16.5600   4.8415769E+04  -2.5782393E+02
   16.5700   4.8417205E+04  -2.5782180E+02
   16.5800   4.8418651E+04  -2.5781966E+02
   16.5900   4.8420105E+04  -2.5781753E+02
   16.6000   4.8421569E+04  -2.5781541E+02
   16.6100   4.8423040E+04  -2.5781328E+02
   16.6200   4.8424519E+04  -2.5781117E+02
   16.6300   4.8426006E+04  -2.5780905E+02
   16.6400   4.8427499E+04  -2.5780694E+02
   16.6500   4.8429000E+04  -2.5780483E+02
   16.6600   4.8430506E+04  -2.5780273E+02
   16.6700   4.8432018E+04  -2.5780063E+02
   16.6800   4.8433536E+04  -2.5779854E+02
   16.6900   4.8435060E+04  -2.5779645E+02
   16.7000   4.8436588E+04  -2.5779436E+02
   16.7100   4.8438121E+04  -2.5779228E+02
   16.7200   4.8439659E+04  -2.5779020E+02
   16.7300   4.8441200E+04  -2.5778812E+02
   16.7400   4.8442745E+04  -2.5778605E+02
   16.7500   4.8444293E+04  -2.5778399E+02
   16.7600   4.8445842E+04  -2.5778192E+02
   16.7700   4.8447393E+04  -2.5777986E+02
   16.7800   4.8448945E+04  -2.5777781E+02
   16.7900   4.8450496E+04  -2.5777576E+02
   16.8000   4.8452046E+04  -2.5777371E+02
   16.8100   4.8453594E+04  -2.5777167E+02
   16.8200   4.8455140E+04  -2.5776963E+02
   16.8300   4.8456683E+04  -2.5776759E+02
   16.8400   4.8458222E+04  -2.5776556E+02
   16.8500   4.8459757E+04  -2.5776354E+02
   16.8600   4.8461287E+04  -2.5776151E+02
   16.8700   4.8462812E+04  -2.5775949E+02
   16.8800   4.8464332E+04  -2.5775748E+02
   16.8900   4.8465846E+04  -2.5775547E+02
   16.9000   4.8467356E+04  -2.5775346E+02
   16.9100   4.8468861E+04  -2.5775146E+02
   16.9200   4.8470361E+04  -2.5774946E+02
   16.9300   4.8471857E+04  -2.5774746E+02
   16.9400   4.8473348E+04  -2.5774547E+02
   16.9500   4.8474836E+04  -2.5774348E+02
   16.9600   4.8476320E+04  -2.5774150E+02
   16.9700   4.8477801E+04  -2.5773952E+02
   16.9800   4.8479279E+04  -2.5773754E+02
   16.9900   4.8480755E+04  -2.5773557E+02
   17.0000   4.8482228E+04  -2.5773360E+02
   17.0100   4.8483700E+04  -2.5773164E+02
   17.0200   4.8485170E+04  -2.5772968E+02
   17.0300   4.8486639E+04  -2.5772773E+02
   17.0400   4.8488107E+04  -2.5772578E+02
   17.0500   4.8489574E+04  -2.5772383E+02
   17.0600   4.8491041E+04  -2.5772188E+02
   17.0700   4.8492507E+04  -2.5771995E+02
   17.0800   4.8493972E+04  -2.5771801E+02
   17.0900   4.8495438E+04  -2.5771608E+02
   17.1000   4.8496903E+04  -2.5771415E+02
   17.1100   4.8498369E+04  -2.5771223E+02
   17.1200   4.8499835E+04  -2.5771031E+02
   17.1300   4.8501302E+04  -2.5770839E+02
   17.1400   4.8502769E+04  -2.5770648E+02
   17.1500   4.8504238E+04  -2.5770458E+02
   17.1600   4.8505707E+04  -2.5770267E+02
   17.1700   4.8507177E+04  -2.5770077E+02
   17.1800   4.8508648E+04  -2.5769888E+02
   17.1900   4.8510120E+04  -2.5769699E+02
   17.2000   4.8511594E+04  -2.5769510E+02
   17.2100   4.8513068E+04  -2.5769322E+02
   17.2200   4.8514544E+04  -2.5769134E+02
   17.2300   4.8516021E+04  -2.5768947E+02
   17.2400   4.8517498E+04  -2.5768759E+02
   17.2500   4.8518977E+04  -2.5768573E+02
   17.2600   4.8520456E+04  -2.5768387E+02
   17.2700   4.8521936E+04  -2.5768201E+02
   17.2800   4.8523416E+04  -2.5768015E+02
   17.2900   4.8524897E+04  -2.5767830E+02
   17.3000   4.8526378E+04  -2.5767646E+02
   17.3100   4.8527859E+04  -2.5767461E+02
   17.3200   4.8529340E+04  -2.5767278E+02
   17.3300   4.8530821E+04  -2.5767094E+02
   17.3400   4.8532301E+04  -2.5766911E+02
   17.3500   4.8533781E+04  -2.5766729E+02
   17.3600   4.8535260E+04  -2.5766547E+02
   17.3700   4.8536739E+04  -2.5766365E+02
   17.3800   4.8538218E+04  -2.5766183E+02
   17.3900   4.8539695E+04  -2.5766002E+02
   17.4000   4.8541172E+04  -2.5765822E+02
   17.4100   4.8542649E+04  -2.5765642E+02
   17.4200   4.8544124E+04  -2.5765462E+02
   17.4300   4.8545599E+04  -2.5765283E+02
   17.4400   4.8547073E+04  -2.5765104E+02
   17.4500   4.8548547E+04  -2.5764925E+02
   17.4600   4.8550020E+04  -2.5764747E+02
   17.4700   4.8551492E+04  -2.5764570E+02
   17.4800   4.8552964E+04  -2.5764393E+02
   17.4900   4.8554436E+04  -2.5764216E+02
   17.5000   4.8555906E+04  -2.5764039E+02
   17.5100   4.8557377E+04  -2.5763863E+02
   17.5200   4.8558847E+04  -2.5763688E+02
   17.5300   4.8560317E+04  -2.5763513E+02
   17.5400   4.8561787E+04  -2.5763338E+02
   17.5500   4.8563257E+04  -2.5763163E+02
   17.5600   4.8564726E+04  -2.5762990E+02
   17.5700   4.8566196E+04  -2.5762816E+02
   17.5800   4.8567666E+04  -2.5762643E+02
   17.5900   4.8569135E+04  -2.5762470E+02
   17.6000   4.8570605E+04  -2.5762298E+02
   17.6100   4.8572076E+04  -2.5762126E+02
   17.6200   4.8573547E+04  -2.5761955E+02
   17.6300   4.8575018E+04  -2.5761784E+02
   17.6400   4.8576490E+04  -2.5761613E+02
   17.6500   4.8577962E+04  -2.5761443E+02
   17.6600   4.8579435E+04  -2.5761273E+02
   17.6700   4.8580909E+04  -2.5761104E+02
   17.6800   4.8582384E+04  -2.5760935E+02
   17.6900   4.8583859E+04  -2.5760766E+02
   17.7000   4.8585336E+04  -2.5760598E+02
   17.7100   4.8586813E+04  -2.5760430E+02
   17.7200   4.8588291E+04  -2.5760263E+02
   17.7300   4.8589771E+04  -2.5760096E+02
   17.7400   4.8591251E+04  -2.5759930E+02
   17.7500   4.8592732E+04  -2.5759764E+02
   17.7600   4.8594214E+04  -2.5759598E+02
   17.7700   4.8595697E+04  -2.5759433E+02
   17.7800   4.8597182E+04  -2.5759268E+02
   17.7900   4.8598667E+04  -2.5759104E+02
   17.8000   4.8600153E+04  -2.5758940E+02
   17.8100   4.8601640E+04  -2.5758777E+02
   17.8200   4.8603128E+04  -2.5758614E+02
   17.8300   4.8604617E+04  -2.5758451E+02
   17.8400   4.8606107E+04  -2.5758289E+02
   17.8500   4.8607598E+04  -2.5758127E+02
   17.8600   4.8609090E+04  -2.5757966E+02
   17.8700   4.8610583E+04  -2.5757805E+02
   17.8800   4.8612077E+04  -2.5757644E+02
   17.8900   4.8613572E+04  -2.5757484E+02
   17.9000   4.8615067E+04  -2.5757324E+02
   17.9100   4.8616564E+04  -2.5757165E+02
   17.9200   4.8618061E+04  -2.5757006E+02
   17.9300   4.8619559E+04  -2.5756848E+02
   17.9400   4.8621058E+04  -2.5756690E+02
   17.9500   4.8622558E+04  -2.5756532E+02
   17.9600   4.8624059E+04  -2.5756375E+02
   17.9700   4.8625561E+04  -2.5756219E+02
   17.9800   4.8627063E+04  -2.5756062E+02
   17.9900   4.8628567E+04  -2.5755906E+02
   18.0000   4.8630071E+04  -2.5755751E+02
   18.0100   4.8631576E+04  -2.5755596E+02
   18.0200   4.8633082E+04  -2.5755441E+02
   18.0300   4.8634589E+04  -2.5755287E+02
   18.0400   4.8636097E+04  -2.5755134E+02
   18.0500   4.8637606E+04  -2.5754980E+02
   18.0600   4.8639115E+04  -2.5754828E+02
   18.0700   4.8640626E+04  -2.5754675E+02
   18.0800   4.8642138E+04  -2.5754523E+02
   18.0900   4.8643650E+04  -2.5754372E+02
   18.1000   4.8645164E+04  -2.5754220E+02
   18.1100   4.8646678E+04  -2.5754070E+02
   18.1200   4.8648193E+04  -2.5753919E+02
   18.1300   4.8649710E+04  -2.5753770E+02
   18.1400   4.8651227E+04  -2.5753620E+02
   18.1500   4.8652746E+04  -2.5753471E+02
   18.1600   4.8654266E+04  -2.5753323E+02
   18.1700   4.8655786E+04  -2.5753175E+02
   18.1800   4.8657308E+04  -2.5753027E+02
   18.1900   4.8658831E+04  -2.5752880E+02
   18.2000   4.8660355E+04  -2.5752733E+02
   18.2100   4.8661879E+04  -2.5752587E+02
   18.2200   4.8663406E+04  -2.5752441E+02
   18.2300   4.8664933E+04  -2.5752295E+02
   18.2400   4.8666461E+04  -2.5752150E+02
   18.2500   4.8667990E+04  -2.5752005E+02
   18.2600   4.8669521E+04  -2.5751861E+02
   18.2700   4.8671052E+04  -2.5751717E+02
   18.2800   4.8672585E+04  -2.5751574E+02
   18.2900   4.8674119E+04  -2.5751431E+02
   18.3000   4.8675654E+04  -2.5751289E+02
   18.3100   4.8677190E+04  -2.5751147E+02
   18.3200   4.8678727E+04  -2.5751005E+02
   18.3300   4.8680265E+04  -2.5750864E+02
   18.3400   4.8681804E+04  -2.5750723E+02
   18.3500   4.8683345E+04  -2.5750583E+02
   18.3600   4.8684886E+04  -2.5750443E+02
   18.3700   4.8686428E+04  -2.5750304E+02
   18.3800   4.8687972E+04  -2.5750165E+02
   18.3900   4.8689516E+04  -2.5750026E+02
   18.4000   4.8691062E+04  -2.5749888E+02
   18.4100   4.8692608E+04  -2.5749751E+02
   18.4200   4.8694155E+04  -2.5749614E+02
   18.4300   4.8695704E+04  -2.5749477E+02
   18.4400   4.8697253E+04  -2.5749340E+02
   18.4500   4.8698804E+04  -2.5749205E+02
   18.4600   4.8700355E+04  -2.5749069E+02
   18.4700   4.8701907E+04  -2.5748934E+02
   18.4800   4.8703460E+04  -2.5748800E+02
   18.4900   4.8705014E+04  -2.5748666E+02
   18.5000   4.8706569E+04  -2.5748532E+02
   18.5100   4.8708125E+04  -2.5748399E+02
   18.5200   4.8709682E+04  -2.5748266E+02
   18.5300   4.8711239E+04  -2.5748134E+02
   18.5400   4.8712798E+04  -2.5748002E+02
   18.5500   4.8714357E+04  -2.5747870E+02
   18.5600   4.8715917E+04  -2.5747739E+02
   18.5700   4.8717478E+04  -2.5747609E+02
   18.5800   4.8719040E+04  -2.5747479E+02
   18.5900   4.8720603E+04  -2.5747349E+02
   18.6000   4.8722166E+04  -2.5747220E+02
   18.6100   4.8723730E+04  -2.5747091E+02
   18.6200   4.8725295E+04  -2.5746963E+02
   18.6300   4.8726861E+04  -2.5746835E+02
   18.6400   4.8728428E+04  -2.5746708E+02
   18.6500   4.8729995E+04  -2.5746581E+02
   18.6600   4.8731563E+04  -2.5746454E+02
   18.6700   4.8733132E+04  -2.5746328E+02
   18.6800   4.8734702E+04  -2.5746203E+02
   18.6900   4.8736272E+04  -2.5746078E+02
   18.7000   4.8737843E+04  -2.5745953E+02
   18.7100   4.8739415E+04  -2.5745829E+02
   18.7200   4.8740987E+04  -2.5745705E+02
   18.7300   4.8742561E+04  -2.5745581E+02
   18.7400   4.8744135E+04  -2.5745459E+02
   18.7500   4.8745709E+04  -2.5745336E+02
   18.7600   4.8747285E+04  -2.5745214E+02
   18.7700   4.8748861E+04  -2.5745093E+02
   18.7800   4.8750437E+04  -2.5744972E+02
   18.7900   4.8752015E+04  -2.5744851E+02
   18.8000   4.8753593E+04  -2.5744731E+02
   18.8100   4.8755171E+04  -2.5744611E+02
   18.8200   4.8756751E+04  -2.5744492E+02
   18.8300   4.8758330E+04  -2.5744373E+02
   18.8400   4.8759911E+04  -2.5744255E+02
   18.8500   4.8761492E+04  -2.5744137E+02
   18.8600   4.8763074E+04  -2.5744019E+02
   18.8700   4.8764656E+04  -2.5743902E+02
   18.8800   4.8766239E+04  -2.5743786E+02
