Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	M1N1FBxi	M1N1FByi	M1N1FBzi	M1N1MBxi	M1N1MByi	M1N1MBzi	M1N2FBxi	M1N2FByi	M1N2FBzi	M1N2MBxi	M1N2MByi	M1N2MBzi	M1N3FBxi	M1N3FByi	M1N3FBzi	M1N3MBxi	M1N3MByi	M1N3MBzi	M1N4FBxi	M1N4FByi	M1N4FBzi	M1N4MBxi	M1N4MByi	M1N4MBzi	M1N5FBxi	M1N5FByi	M1N5FBzi	M1N5MBxi	M1N5MByi	M1N5MBzi	M1N6FBxi	M1N6FByi	M1N6FBzi	M1N6MBxi	M1N6MByi	M1N6MBzi	M1N7FBxi	M1N7FByi	M1N7FBzi	M1N7MBxi	M1N7MByi	M1N7MBzi	M1N8FBxi	M1N8FByi	M1N8FBzi	M1N8MBxi	M1N8MByi	M1N8MBzi	M1N9FBxi	M1N9FByi	M1N9FBzi	M1N9MBxi	M1N9MByi	M1N9MBzi
(s)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)
    2.5000	  -1.096965E+00	   6.510124E+04	   1.058159E+04	   5.726776E+06	   2.208144E+07	   2.222802E+07	  -1.151681E+06	  -7.890823E+04	   8.482481E+04	   4.210283E+05	   5.325368E+04	   6.174391E+04	  -2.804919E+03	  -7.305065E+04	   7.732688E+04	   3.900486E+05	   4.988014E+04	   5.781939E+04	  -2.667832E+03	  -6.166039E+04	   6.211034E+04	   3.270468E+05	   4.303867E+04	   4.990340E+04	  -2.257388E+03	  -5.082142E+04	   4.681408E+04	   2.628136E+05	   3.614121E+04	   4.199060E+04	  -1.633456E+03	  -4.029621E+04	   3.215111E+04	   1.988592E+05	   2.942059E+04	   3.432421E+04	  -8.909212E+02	  -2.966340E+04	   1.886391E+04	   1.361335E+05	   2.311439E+04	   2.717712E+04	  -5.030484E+01	  -1.705125E+04	   7.850354E+03	   7.147482E+04	   1.900516E+04	   2.282057E+04	   1.426624E+03	  -4.926494E+03	   1.519341E+03	   1.889935E+04	   8.955526E+03	   1.093303E+04	   1.227448E+03	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    2.5500	  -1.020206E+00	   6.381373E+04	   1.303823E+04	   5.746674E+06	   2.196838E+07	   2.207261E+07	  -1.182806E+06	  -7.879470E+04	   8.482416E+04	   4.203692E+05	   5.313971E+04	   6.162141E+04	  -2.769129E+03	  -7.291639E+04	   7.739138E+04	   3.895119E+05	   4.978128E+04	   5.770795E+04	  -2.652813E+03	  -6.151263E+04	   6.227825E+04	   3.267686E+05	   4.296552E+04	   4.981177E+04	  -2.274608E+03	  -5.071409E+04	   4.704065E+04	   2.628410E+05	   3.608630E+04	   4.191458E+04	  -1.668756E+03	  -4.028807E+04	   3.240528E+04	   1.992940E+05	   2.937588E+04	   3.425671E+04	  -9.369855E+02	  -2.985015E+04	   1.912317E+04	   1.372170E+05	   2.305197E+04	   2.708494E+04	  -1.082534E+02	  -1.784328E+04	   8.124254E+03	   7.450922E+04	   1.865013E+04	   2.235684E+04	   1.284313E+03	  -5.560691E+03	   1.664653E+03	   2.118650E+04	   8.641840E+03	   1.052857E+04	   1.117978E+03	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    2.6000	  -9.431959E-01	   6.239892E+04	   1.549917E+04	   5.765344E+06	   2.185640E+07	   2.191941E+07	  -1.213373E+06	  -7.869683E+04	   8.481012E+04	   4.197484E+05	   5.303372E+04	   6.151035E+04	  -2.726990E+03	  -7.279242E+04	   7.744456E+04	   3.889998E+05	   4.968906E+04	   5.760593E+04	  -2.632816E+03	  -6.136534E+04	   6.243777E+04	   3.264876E+05	   4.289664E+04	   4.972609E+04	  -2.288959E+03	  -5.059831E+04	   4.725994E+04	   2.628370E+05	   3.603398E+04	   4.184214E+04	  -1.702402E+03	  -4.026138E+04	   3.265162E+04	   1.996611E+05	   2.933321E+04	   3.419192E+04	  -9.821077E+02	  -3.000163E+04	   1.937110E+04	   1.381684E+05	   2.299632E+04	   2.700118E+04	  -1.648199E+02	  -1.861383E+04	   8.378567E+03	   7.742548E+04	   1.801209E+04	   2.153582E+04	   1.066764E+03	  -6.196608E+03	   1.797425E+03	   2.344319E+04	   8.039438E+03	   9.759770E+03	   9.322401E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    2.6500	  -8.659531E-01	   6.085427E+04	   1.795729E+04	   5.782836E+06	   2.174631E+07	   2.176934E+07	  -1.243274E+06	  -7.861641E+04	   8.478266E+04	   4.191732E+05	   5.293672E+04	   6.141205E+04	  -2.678117E+03	  -7.268031E+04	   7.748644E+04	   3.885186E+05	   4.960432E+04	   5.751440E+04	  -2.607559E+03	  -6.121981E+04	   6.258904E+04	   3.262092E+05	   4.283261E+04	   4.964709E+04	  -2.300291E+03	  -5.047528E+04	   4.747214E+04	   2.628067E+05	   3.598465E+04	   4.177379E+04	  -1.734285E+03	  -4.021748E+04	   3.289055E+04	   1.999666E+05	   2.929276E+04	   3.413005E+04	  -1.026214E+03	  -3.012032E+04	   1.960872E+04	   1.389990E+05	   2.294641E+04	   2.692457E+04	  -2.201168E+02	  -1.922791E+04	   8.600967E+03	   7.977912E+04	   1.756680E+04	   2.095611E+04	   8.941462E+02	  -6.830360E+03	   1.916242E+03	   2.565416E+04	   8.095452E+03	   9.820945E+03	   9.176415E+02	  -2.657402E+02	   2.329246E+01	   8.737836E+02	   9.406132E+02	   1.188844E+03	   2.541961E+02
    2.7000	  -7.884967E-01	   5.917887E+04	   2.040125E+04	   5.799194E+06	   2.163899E+07	   2.162347E+07	  -1.272395E+06	  -7.855548E+04	   8.474156E+04	   4.186509E+05	   5.284983E+04	   6.132796E+04	  -2.622042E+03	  -7.258181E+04	   7.751691E+04	   3.880751E+05	   4.952796E+04	   5.743455E+04	  -2.576704E+03	  -6.107738E+04	   6.273213E+04	   3.259390E+05	   4.277403E+04	   4.957554E+04	  -2.308433E+03	  -5.034622E+04	   4.767745E+04	   2.627553E+05	   3.593873E+04	   4.171007E+04	  -1.764292E+03	  -4.015773E+04	   3.312245E+04	   2.002165E+05	   2.925472E+04	   3.407139E+04	  -1.069229E+03	  -3.020850E+04	   1.983696E+04	   1.397189E+05	   2.290147E+04	   2.685418E+04	  -2.742201E+02	  -1.970575E+04	   8.798435E+03	   8.165201E+04	   1.732018E+04	   2.062643E+04	   7.719638E+02	  -7.458047E+03	   2.019388E+03	   2.780340E+04	   8.629817E+03	   1.048937E+04	   1.040546E+03	  -7.519948E+02	   5.384869E+01	   2.439336E+03	   2.448282E+03	   3.101658E+03	   6.840983E+02
    2.7500	  -7.108453E-01	   5.736880E+04	   2.281930E+04	   5.814478E+06	   2.153533E+07	   2.148283E+07	  -1.300651E+06	  -7.851611E+04	   8.468673E+04	   4.181898E+05	   5.277430E+04	   6.125973E+04	  -2.558275E+03	  -7.249866E+04	   7.753601E+04	   3.876762E+05	   4.946100E+04	   5.736767E+04	  -2.539912E+03	  -6.093937E+04	   6.286720E+04	   3.256826E+05	   4.272154E+04	   4.951224E+04	  -2.313235E+03	  -5.021238E+04	   4.787611E+04	   2.626883E+05	   3.589669E+04	   4.165153E+04	  -1.792319E+03	  -4.008348E+04	   3.334770E+04	   2.004168E+05	   2.921935E+04	   3.401624E+04	  -1.111078E+03	  -3.026835E+04	   2.005665E+04	   1.403376E+05	   2.286094E+04	   2.678938E+04	  -3.271793E+02	  -2.009605E+04	   8.978483E+03	   8.321409E+04	   1.715060E+04	   2.039384E+04	   6.696964E+02	  -8.076533E+03	   2.105256E+03	   2.987754E+04	   9.283247E+03	   1.131277E+04	   1.209495E+03	  -1.357936E+03	   7.456480E+01	   4.342550E+03	   4.046480E+03	   5.138342E+03	   1.167676E+03
    2.8000	  -6.330189E-01	   5.542082E+04	   2.519917E+04	   5.828754E+06	   2.143625E+07	   2.134852E+07	  -1.327927E+06	  -7.850056E+04	   8.461798E+04	   4.177984E+05	   5.271152E+04	   6.120918E+04	  -2.486240E+03	  -7.243277E+04	   7.754367E+04	   3.873297E+05	   4.940454E+04	   5.731520E+04	  -2.496781E+03	  -6.080720E+04	   6.299436E+04	   3.254459E+05	   4.267584E+04	   4.945806E+04	  -2.314515E+03	  -5.007501E+04	   4.806831E+04	   2.626109E+05	   3.585897E+04	   4.159877E+04	  -1.818250E+03	  -3.999608E+04	   3.356665E+04	   2.005733E+05	   2.918691E+04	   3.396495E+04	  -1.151678E+03	  -3.030187E+04	   2.026854E+04	   1.408641E+05	   2.282447E+04	   2.672970E+04	  -3.790185E+02	  -2.041646E+04	   9.144658E+03	   8.452965E+04	   1.702570E+04	   2.021768E+04	   5.793604E+02	  -8.682721E+03	   2.172480E+03	   3.186406E+04	   9.929592E+03	   1.213127E+04	   1.389033E+03	  -2.044678E+03	   7.668749E+01	   6.441229E+03	   5.546713E+03	   7.059328E+03	   1.649873E+03
    2.8500	  -5.550361E-01	   5.333192E+04	   2.752817E+04	   5.842094E+06	   2.134272E+07	   2.122166E+07	  -1.354112E+06	  -7.851124E+04	   8.453519E+04	   4.174862E+05	   5.266309E+04	   6.117839E+04	  -2.405296E+03	  -7.238611E+04	   7.753991E+04	   3.870432E+05	   4.935982E+04	   5.727873E+04	  -2.446883E+03	  -6.068231E+04	   6.311376E+04	   3.252350E+05	   4.263766E+04	   4.941392E+04	  -2.312099E+03	  -4.993539E+04	   4.825426E+04	   2.625287E+05	   3.582609E+04	   4.155241E+04	  -1.841969E+03	  -3.989688E+04	   3.377966E+04	   2.006920E+05	   2.915772E+04	   3.391789E+04	  -1.190950E+03	  -3.031098E+04	   2.047331E+04	   1.413069E+05	   2.279182E+04	   2.667487E+04	  -4.297472E+02	  -2.067766E+04	   9.299347E+03	   8.563865E+04	   1.693009E+04	   2.007860E+04	   4.971498E+02	  -9.273713E+03	   2.219823E+03	   3.375141E+04	   1.050106E+04	   1.285764E+04	   1.556147E+03	  -2.787466E+03	   5.388890E+01	   8.643051E+03	   6.843542E+03	   8.728111E+03	   2.092191E+03
    2.9000	  -4.769164E-01	   5.109872E+04	   2.979249E+04	   5.854581E+06	   2.125575E+07	   2.110345E+07	  -1.379076E+06	  -7.855082E+04	   8.443812E+04	   4.172632E+05	   5.263084E+04	   6.116977E+04	  -2.314678E+03	  -7.236084E+04	   7.752465E+04	   3.868256E+05	   4.932823E+04	   5.726007E+04	  -2.389708E+03	  -6.056618E+04	   6.322555E+04	   3.250562E+05	   4.260777E+04	   4.938080E+04	  -2.305793E+03	  -4.979484E+04	   4.843418E+04	   2.624473E+05	   3.579856E+04	   4.151310E+04	  -1.863360E+03	  -3.978720E+04	   3.398705E+04	   2.007786E+05	   2.913209E+04	   3.387549E+04	  -1.228809E+03	  -3.029753E+04	   2.067161E+04	   1.416741E+05	   2.276286E+04	   2.662474E+04	  -4.793582E+02	  -2.088717E+04	   9.444389E+03	   8.656985E+04	   1.685506E+04	   1.996566E+04	   4.208924E+02	  -9.846775E+03	   2.246188E+03	   3.552901E+04	   1.095941E+04	   1.344132E+04	   1.693499E+03	  -3.568035E+03	   1.157832E+00	   1.087921E+04	   7.877417E+03	   1.006480E+04	   2.464242E+03
    2.9500	  -3.986791E-01	   4.871794E+04	   3.197766E+04	   5.866305E+06	   2.117638E+07	   2.099510E+07	  -1.402687E+06	  -7.862217E+04	   8.432656E+04	   4.171408E+05	   5.261691E+04	   6.118611E+04	  -2.213500E+03	  -7.235924E+04	   7.749788E+04	   3.866859E+05	   4.931136E+04	   5.726125E+04	  -2.324691E+03	  -6.046031E+04	   6.332993E+04	   3.249162E+05	   4.258704E+04	   4.935977E+04	  -2.295410E+03	  -4.965464E+04	   4.860831E+04	   2.623723E+05	   3.577695E+04	   4.148154E+04	  -1.882312E+03	  -3.966841E+04	   3.418915E+04	   2.008391E+05	   2.911038E+04	   3.383819E+04	  -1.265174E+03	  -3.026328E+04	   2.086400E+04	   1.419735E+05	   2.273755E+04	   2.657929E+04	  -5.278362E+02	  -2.105080E+04	   9.581240E+03	   8.734570E+04	   1.679525E+04	   1.987211E+04	   3.492288E+02	  -1.039936E+04	   2.250572E+03	   3.718709E+04	   1.128517E+04	   1.385483E+04	   1.787040E+03	  -4.371827E+03	  -8.566177E+01	   1.309465E+04	   8.619774E+03	   1.102758E+04	   2.740611E+03
    3.0000	  -3.203432E-01	   4.618563E+04	   3.406770E+04	   5.877368E+06	   2.110572E+07	   2.089793E+07	  -1.424790E+06	  -7.872855E+04	   8.420021E+04	   4.171314E+05	   5.262380E+04	   6.123072E+04	  -2.100694E+03	  -7.238384E+04	   7.745952E+04	   3.866342E+05	   4.931102E+04	   5.728466E+04	  -2.251152E+03	  -6.036630E+04	   6.342707E+04	   3.248216E+05	   4.257636E+04	   4.935195E+04	  -2.280731E+03	  -4.951614E+04	   4.877688E+04	   2.623096E+05	   3.576182E+04	   4.145844E+04	  -1.898701E+03	  -3.954184E+04	   3.438627E+04	   2.008793E+05	   2.909298E+04	   3.380646E+04	  -1.299958E+03	  -3.020996E+04	   2.105105E+04	   1.422124E+05	   2.271593E+04	   2.653855E+04	  -5.751544E+02	  -2.117323E+04	   9.711143E+03	   8.798463E+04	   1.674716E+04	   1.979353E+04	   2.812506E+02	  -1.092905E+04	   2.232105E+03	   3.871673E+04	   1.147229E+04	   1.408722E+04	   1.824889E+03	  -5.186673E+03	  -2.100810E+02	   1.524350E+04	   9.065329E+03	   1.160311E+04	   2.899336E+03
    3.0500	  -2.419285E-01	   4.349775E+04	   3.604566E+04	   5.887882E+06	   2.104494E+07	   2.081328E+07	  -1.445226E+06	  -7.887355E+04	   8.405874E+04	   4.172487E+05	   5.265457E+04	   6.130760E+04	  -1.974967E+03	  -7.243733E+04	   7.740952E+04	   3.866815E+05	   4.932938E+04	   5.733305E+04	  -2.168296E+03	  -6.028575E+04	   6.351720E+04	   3.247796E+05	   4.257673E+04	   4.935860E+04	  -2.261540E+03	  -4.938069E+04	   4.894012E+04	   2.622651E+05	   3.575380E+04	   4.144457E+04	  -1.912407E+03	  -3.940883E+04	   3.457873E+04	   2.009051E+05	   2.908029E+04	   3.378081E+04	  -1.333075E+03	  -3.013922E+04	   2.123325E+04	   1.423983E+05	   2.269811E+04	   2.650266E+04	  -6.212779E+02	  -2.125842E+04	   9.835145E+03	   8.850235E+04	   1.670842E+04	   1.972696E+04	   2.163313E+02	  -1.143360E+04	   2.189993E+03	   4.010982E+04	   1.152514E+04	   1.414030E+04	   1.796777E+03	  -6.002116E+03	  -3.751299E+02	   1.728651E+04	   9.227406E+03	   1.180084E+04	   2.921127E+03
    3.1000	  -1.634543E-01	   4.064893E+04	   3.789213E+04	   5.897974E+06	   2.099528E+07	   2.074262E+07	  -1.463805E+06	  -7.906140E+04	   8.390166E+04	   4.175087E+05	   5.271293E+04	   6.142163E+04	  -1.834694E+03	  -7.252282E+04	   7.734769E+04	   3.868400E+05	   4.936896E+04	   5.740977E+04	  -2.075136E+03	  -6.022041E+04	   6.360048E+04	   3.247978E+05	   4.258923E+04	   4.938105E+04	  -2.237581E+03	  -4.924968E+04	   4.909828E+04	   2.622448E+05	   3.575353E+04	   4.144073E+04	  -1.923302E+03	  -3.927073E+04	   3.476684E+04	   2.009222E+05	   2.907272E+04	   3.376177E+04	  -1.364436E+03	  -3.005269E+04	   2.141108E+04	   1.425380E+05	   2.268423E+04	   2.647181E+04	  -6.661669E+02	  -2.130980E+04	   9.954157E+03	   8.891259E+04	   1.667743E+04	   1.967033E+04	   1.540239E+02	  -1.191093E+04	   2.123547E+03	   4.135895E+04	   1.145653E+04	   1.402623E+04	   1.693682E+03	  -6.808946E+03	  -5.834144E+02	   1.918950E+04	   9.134826E+03	   1.164912E+04	   2.788835E+03
    3.1500	  -8.493984E-02	   3.763384E+04	   3.958670E+04	   5.907784E+06	   2.095807E+07	   2.068750E+07	  -1.480324E+06	  -7.929687E+04	   8.372840E+04	   4.179297E+05	   5.280355E+04	   6.157900E+04	  -1.677834E+03	  -7.264371E+04	   7.727391E+04	   3.871234E+05	   4.943290E+04	   5.751885E+04	  -1.970474E+03	  -6.017199E+04	   6.367724E+04	   3.248839E+05	   4.261505E+04	   4.942080E+04	  -2.208610E+03	  -4.912448E+04	   4.925164E+04	   2.622548E+05	   3.576170E+04	   4.144777E+04	  -1.931269E+03	  -3.912889E+04	   3.495089E+04	   2.009367E+05	   2.907074E+04	   3.374989E+04	  -1.393959E+03	  -2.995194E+04	   2.158500E+04	   1.426385E+05	   2.267450E+04	   2.644625E+04	  -7.097777E+02	  -2.133040E+04	   1.006899E+04	   8.922759E+04	   1.665306E+04	   1.962225E+04	   9.400534E+01	  -1.235906E+04	   2.032168E+03	   4.245747E+04	   1.128634E+04	   1.376580E+04	   1.507625E+03	  -7.598959E+03	  -8.371935E+02	   2.092241E+04	   8.829636E+03	   1.119248E+04	   2.487171E+03
    3.2000	  -6.403906E-03	   3.449902E+04	   4.117573E+04	   5.917312E+06	   2.093597E+07	   2.065146E+07	  -1.493407E+06	  -7.958578E+04	   8.353809E+04	   4.185331E+05	   5.293249E+04	   6.178768E+04	  -1.501689E+03	  -7.280404E+04	   7.718786E+04	   3.875474E+05	   4.952509E+04	   5.766539E+04	  -1.852744E+03	  -6.014238E+04	   6.374770E+04	   3.250463E+05	   4.265550E+04	   4.947949E+04	  -2.174326E+03	  -4.900653E+04	   4.940047E+04	   2.623017E+05	   3.577905E+04	   4.146659E+04	  -1.936174E+03	  -3.898466E+04	   3.513120E+04	   2.009543E+05	   2.907482E+04	   3.374576E+04	  -1.421555E+03	  -2.983854E+04	   2.175542E+04	   1.427064E+05	   2.266914E+04	   2.642627E+04	  -7.520604E+02	  -2.132298E+04	   1.018036E+04	   8.945845E+04	   1.663455E+04	   1.958172E+04	   3.603922E+01	  -1.276328E+04	   1.921758E+03	   4.337662E+04	   1.106151E+04	   1.341867E+04	   1.252218E+03	  -8.338950E+03	  -1.125592E+03	   2.241294E+04	   8.407330E+03	   1.055222E+04	   2.043854E+03
    3.2500	   7.213340E-02	   3.162969E+04	   4.313515E+04	   5.925740E+06	   2.093786E+07	   2.064804E+07	  -1.494551E+06	  -7.993518E+04	   8.332967E+04	   4.193453E+05	   5.310783E+04	   6.205836E+04	  -1.302630E+03	  -7.300848E+04	   7.708913E+04	   3.881304E+05	   4.965055E+04	   5.785598E+04	  -1.719897E+03	  -6.013351E+04	   6.381216E+04	   3.252939E+05	   4.271207E+04	   4.955895E+04	  -2.134412E+03	  -4.889727E+04	   4.954507E+04	   2.623918E+05	   3.580635E+04	   4.149816E+04	  -1.937883E+03	  -3.883940E+04	   3.530806E+04	   2.009811E+05	   2.908546E+04	   3.374999E+04	  -1.447135E+03	  -2.971401E+04	   2.192275E+04	   1.427484E+05	   2.266844E+04	   2.641220E+04	  -7.929636E+02	  -2.129007E+04	   1.028891E+04	   8.961538E+04	   1.662140E+04	   1.954810E+04	  -2.004688E+01	  -1.303342E+04	   1.841725E+03	   4.397011E+04	   1.095281E+04	   1.323684E+04	   1.085465E+03	  -8.845246E+03	  -1.350587E+03	   2.335535E+04	   8.210617E+03	   1.023390E+04	   1.775260E+03
    3.3000	   1.506527E-01	   2.884145E+04	   4.518190E+04	   5.934127E+06	   2.095912E+07	   2.067019E+07	  -1.487032E+06	  -8.035403E+04	   8.310148E+04	   4.203987E+05	   5.334083E+04	   6.240595E+04	  -1.075524E+03	  -7.326280E+04	   7.697706E+04	   3.888944E+05	   4.981607E+04	   5.809950E+04	  -1.569092E+03	  -6.014745E+04	   6.387094E+04	   3.256361E+05	   4.278641E+04	   4.966126E+04	  -2.088509E+03	  -4.879816E+04	   4.968574E+04	   2.625319E+05	   3.584444E+04	   4.154349E+04	  -1.936262E+03	  -3.869445E+04	   3.548179E+04	   2.010229E+05	   2.910317E+04	   3.376324E+04	  -1.470612E+03	  -2.957985E+04	   2.208738E+04	   1.427708E+05	   2.267268E+04	   2.640442E+04	  -8.324319E+02	  -2.123397E+04	   1.039524E+04	   8.970784E+04	   1.661329E+04	   1.952098E+04	  -7.437869E+01	  -1.321959E+04	   1.776423E+03	   4.435184E+04	   1.089426E+04	   1.312696E+04	   9.587200E+02	  -9.215039E+03	  -1.544209E+03	   2.396549E+04	   8.108343E+03	   1.005182E+04	   1.584390E+03
    3.3500	   2.291352E-01	   2.604308E+04	   4.716343E+04	   5.943140E+06	   2.099865E+07	   2.071594E+07	  -1.471954E+06	  -8.085424E+04	   8.285112E+04	   4.217361E+05	   5.364812E+04	   6.285250E+04	  -8.127236E+02	  -7.357434E+04	   7.685062E+04	   3.898671E+05	   5.003130E+04	   5.840865E+04	  -1.396185E+03	  -6.018642E+04	   6.392438E+04	   3.260829E+05	   4.288043E+04	   4.978879E+04	  -2.036202E+03	  -4.871073E+04	   4.982282E+04	   2.627288E+05	   3.589421E+04	   4.160369E+04	  -1.931167E+03	  -3.855118E+04	   3.565268E+04	   2.010858E+05	   2.912851E+04	   3.378617E+04	  -1.491896E+03	  -2.943754E+04	   2.224967E+04	   1.427800E+05	   2.268220E+04	   2.640334E+04	  -8.704081E+02	  -2.115688E+04	   1.049988E+04	   8.974471E+04	   1.661004E+04	   1.950012E+04	  -1.270457E+02	  -1.334417E+04	   1.719673E+03	   4.457524E+04	   1.086053E+04	   1.305270E+04	   8.518846E+02	  -9.490307E+03	  -1.719462E+03	   2.433932E+04	   8.050397E+03	   9.934111E+03	   1.431262E+03
    3.4000	   3.075609E-01	   2.317592E+04	   4.897111E+04	   5.953342E+06	   2.105713E+07	   2.078577E+07	  -1.449376E+06	  -8.145267E+04	   8.257466E+04	   4.234164E+05	   5.405615E+04	   6.343310E+04	  -5.018981E+02	  -7.395306E+04	   7.670801E+04	   3.910849E+05	   5.031105E+04	   5.880297E+04	  -1.194631E+03	  -6.025280E+04	   6.397286E+04	   3.266455E+05	   4.299631E+04	   4.994427E+04	  -1.977015E+03	  -4.863649E+04	   4.995666E+04	   2.629898E+05	   3.595662E+04	   4.167993E+04	  -1.922448E+03	  -3.841096E+04	   3.582107E+04	   2.011759E+05	   2.916207E+04	   3.381949E+04	  -1.510902E+03	  -2.928852E+04	   2.240999E+04	   1.427824E+05	   2.269736E+04	   2.640939E+04	  -9.068345E+02	  -2.106086E+04	   1.060333E+04	   8.973436E+04	   1.661160E+04	   1.948544E+04	  -1.781106E+02	  -1.341833E+04	   1.669437E+03	   4.467021E+04	   1.084222E+04	   1.300068E+04	   7.576659E+02	  -9.690892E+03	  -1.881009E+03	   2.452649E+04	   8.018385E+03	   9.854454E+03	   1.301458E+03
    3.4500	   3.859109E-01	   2.017785E+04	   5.048998E+04	   5.965352E+06	   2.113668E+07	   2.088202E+07	  -1.418725E+06	  -8.217576E+04	   8.226525E+04	   4.255299E+05	   5.461243E+04	   6.421090E+04	  -1.206046E+02	  -7.441388E+04	   7.654602E+04	   3.926009E+05	   5.068095E+04	   5.931641E+04	  -9.527519E+02	  -6.034917E+04	   6.401680E+04	   3.273359E+05	   4.313663E+04	   5.013091E+04	  -1.910385E+03	  -4.857704E+04	   5.008762E+04	   2.633221E+05	   3.603272E+04	   4.177351E+04	  -1.909948E+03	  -3.827515E+04	   3.598727E+04	   2.012993E+05	   2.920444E+04	   3.386396E+04	  -1.527540E+03	  -2.913426E+04	   2.256869E+04	   1.427840E+05	   2.271853E+04	   2.642303E+04	  -9.416528E+02	  -2.094786E+04	   1.070603E+04	   8.968473E+04	   1.661799E+04	   1.947694E+04	  -2.276147E+02	  -1.344956E+04	   1.624797E+03	   4.465811E+04	   1.083463E+04	   1.296415E+04	   6.723365E+02	  -9.829356E+03	  -2.031197E+03	   2.456034E+04	   8.003119E+03	   9.799674E+03	   1.187651E+03
    3.5000	   4.641656E-01	   1.695138E+04	   5.155169E+04	   5.980033E+06	   2.124200E+07	   2.101033E+07	  -1.378337E+06	  -8.307402E+04	   8.190773E+04	   4.282427E+05	   5.542387E+04	   6.532838E+04	   3.827241E+02	  -7.498401E+04	   7.635728E+04	   3.945070E+05	   5.119679E+04	   6.002310E+04	  -6.441993E+02	  -6.047841E+04	   6.405662E+04	   3.281675E+05	   4.330446E+04	   5.035254E+04	  -1.835633E+03	  -4.853400E+04	   5.021611E+04	   2.637334E+05	   3.612365E+04	   4.188581E+04	  -1.893499E+03	  -3.814512E+04	   3.615161E+04	   2.014621E+05	   2.925626E+04	   3.392034E+04	  -1.541717E+03	  -2.897616E+04	   2.272611E+04	   1.427909E+05	   2.274611E+04	   2.644475E+04	  -9.747989E+02	  -2.081973E+04	   1.080842E+04	   8.960345E+04	   1.662930E+04	   1.947472E+04	  -2.755809E+02	  -1.344342E+04	   1.585364E+03	   4.455582E+04	   1.083511E+04	   1.293926E+04	   5.936887E+02	  -9.914638E+03	  -2.171314E+03	   2.446579E+04	   7.999410E+03	   9.762269E+03	   1.085520E+03
    3.5500	   5.423058E-01	   1.317037E+04	   5.165371E+04	   5.999622E+06	   2.139009E+07	   2.119186E+07	  -1.321104E+06	  -8.432838E+04	   8.143829E+04	   4.321169E+05	   5.696642E+04	   6.742247E+04	   1.246116E+03	  -7.575613E+04	   7.611012E+04	   3.970947E+05	   5.209944E+04	   6.124516E+04	  -1.492562E+02	  -6.064369E+04	   6.409283E+04	   3.291553E+05	   4.350353E+04	   5.061382E+04	  -1.751931E+03	  -4.850903E+04	   5.034257E+04	   2.642320E+05	   3.623066E+04	   4.201836E+04	  -1.872926E+03	  -3.802226E+04	   3.631445E+04	   2.016706E+05	   2.931822E+04	   3.398946E+04	  -1.553351E+03	  -2.881563E+04	   2.288258E+04	   1.428093E+05	   2.278053E+04	   2.647508E+04	  -1.006217E+03	  -2.067827E+04	   1.091089E+04	   8.949776E+04	   1.664569E+04	   1.947898E+04	  -3.220215E+02	  -1.340442E+04	   1.550946E+03	   4.437743E+04	   1.084207E+04	   1.292372E+04	   5.203068E+02	  -9.953620E+03	  -2.302164E+03	   2.426270E+04	   8.004128E+03	   9.737660E+03	   9.923047E+02
