Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	M1N1FBxi	M1N1FByi	M1N1FBzi	M1N1MBxi	M1N1MByi	M1N1MBzi	M1N2FBxi	M1N2FByi	M1N2FBzi	M1N2MBxi	M1N2MByi	M1N2MBzi	M1N3FBxi	M1N3FByi	M1N3FBzi	M1N3MBxi	M1N3MByi	M1N3MBzi	M1N4FBxi	M1N4FByi	M1N4FBzi	M1N4MBxi	M1N4MByi	M1N4MBzi	M1N5FBxi	M1N5FByi	M1N5FBzi	M1N5MBxi	M1N5MByi	M1N5MBzi	M1N6FBxi	M1N6FByi	M1N6FBzi	M1N6MBxi	M1N6MByi	M1N6MBzi	M1N7FBxi	M1N7FByi	M1N7FBzi	M1N7MBxi	M1N7MByi	M1N7MBzi	M1N8FBxi	M1N8FByi	M1N8FBzi	M1N8MBxi	M1N8MByi	M1N8MBzi	M1N9FBxi	M1N9FByi	M1N9FBzi	M1N9MBxi	M1N9MByi	M1N9MBzi
(s)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)
   10.8500	   3.369796E+00	   2.250420E+04	  -3.220432E+04	   8.251847E+06	   2.399242E+07	   2.336544E+07	  -4.446155E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.869295E+04	   6.688901E+04	   4.225996E+05	   4.464649E+04	   5.252528E+04	   9.425592E-12	  -6.950720E+04	   5.908111E+04	   3.960140E+05	   4.066400E+04	   4.784000E+04	   5.084788E-12	  -5.835996E+04	   4.886460E+04	   3.488488E+05	   4.692454E+04	   5.508849E+04	  -3.611467E+02	  -4.175407E+04	   3.334820E+04	   2.537664E+05	   4.412809E+04	   5.186800E+04	  -1.465292E+02	  -2.386641E+04	   1.832600E+04	   1.505328E+05	   2.791117E+04	   3.299992E+04	   5.045933E+02	  -8.891822E+03	   7.750574E+03	   7.266977E+04	   1.880057E+04	   2.228807E+04	   5.246903E+02	  -1.866520E+03	   3.089731E+03	   3.704604E+04	   1.492319E+04	   1.770857E+04	   4.694291E+02
   10.9000	   3.311360E+00	   2.325984E+04	  -3.394007E+04	   8.171554E+06	   2.416297E+07	   2.361460E+07	  -4.190157E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.869295E+04	   6.688901E+04	   4.225996E+05	   4.464649E+04	   5.252528E+04	   9.425592E-12	  -6.950720E+04	   5.908111E+04	   3.960140E+05	   4.066400E+04	   4.784000E+04	   5.084788E-12	  -5.771065E+04	   4.808290E+04	   3.429445E+05	   4.684796E+04	   5.500388E+04	  -3.442224E+02	  -4.076629E+04	   3.223289E+04	   2.449500E+05	   4.348640E+04	   5.112741E+04	  -1.021726E+02	  -2.331189E+04	   1.784212E+04	   1.458853E+05	   2.706337E+04	   3.201435E+04	   5.411711E+02	  -8.530010E+03	   7.555642E+03	   6.985077E+04	   1.833673E+04	   2.174571E+04	   5.349636E+02	  -1.575015E+03	   3.000407E+03	   3.487878E+04	   1.456087E+04	   1.728304E+04	   4.716848E+02
   10.9500	   3.252106E+00	   2.397855E+04	  -3.572089E+04	   8.090453E+06	   2.431929E+07	   2.384777E+07	  -3.851227E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.869295E+04	   6.688901E+04	   4.225996E+05	   4.464649E+04	   5.252528E+04	   9.425592E-12	  -6.950720E+04	   5.908111E+04	   3.960140E+05	   4.066400E+04	   4.784000E+04	   5.084788E-12	  -5.701811E+04	   4.723609E+04	   3.365883E+05	   4.561409E+04	   5.357737E+04	  -2.666212E+02	  -3.975806E+04	   3.107992E+04	   2.358800E+05	   4.174645E+04	   4.911370E+04	   6.994050E-01	  -2.278936E+04	   1.739849E+04	   1.415196E+05	   2.629024E+04	   3.111568E+04	   5.748912E+02	  -8.183149E+03	   7.382292E+03	   6.716771E+04	   1.789588E+04	   2.122997E+04	   5.439937E+02	  -1.294983E+03	   2.928641E+03	   3.281654E+04	   1.421327E+04	   1.687448E+04	   4.728462E+02
   11.0000	   3.192051E+00	   2.465343E+04	  -3.754488E+04	   8.008665E+06	   2.446044E+07	   2.406381E+07	  -3.419183E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.869295E+04	   6.688901E+04	   4.225996E+05	   4.464649E+04	   5.252528E+04	   9.425592E-12	  -6.950720E+04	   5.908111E+04	   3.960140E+05	   4.066400E+04	   4.784000E+04	   5.084788E-12	  -5.628798E+04	   4.632865E+04	   3.298212E+05	   4.304676E+04	   5.060677E+04	  -1.127516E+02	  -3.873239E+04	   2.989125E+04	   2.265767E+05	   3.872167E+04	   4.561248E+04	   1.779531E+02	  -2.229584E+04	   1.699234E+04	   1.374125E+05	   2.558031E+04	   3.029054E+04	   6.060167E+02	  -7.850891E+03	   7.230232E+03	   6.461829E+04	   1.747679E+04	   2.073943E+04	   5.517521E+02	  -1.026424E+03	   2.874372E+03	   3.085938E+04	   1.388004E+04	   1.648245E+04	   4.728805E+02
   11.0500	   3.131208E+00	   2.528139E+04	  -3.942372E+04	   7.926246E+06	   2.458549E+07	   2.426165E+07	  -2.883036E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.869295E+04	   6.688901E+04	   4.225996E+05	   4.464649E+04	   5.252528E+04	   9.425592E-12	  -6.934127E+04	   5.885532E+04	   3.944173E+05	   4.213011E+04	   4.953654E+04	  -8.745773E+01	  -5.552476E+04	   4.536250E+04	   3.226696E+05	   4.251847E+04	   4.999730E+04	  -7.550563E+01	  -3.785761E+04	   2.889261E+04	   2.186465E+05	   3.631079E+04	   4.282351E+04	   3.243470E+02	  -2.182893E+04	   1.662143E+04	   1.335453E+05	   2.492501E+04	   2.952889E+04	   6.347284E+02	  -7.532904E+03	   7.099170E+03	   6.220029E+04	   1.707838E+04	   2.027281E+04	   5.582146E+02	  -7.693173E+02	   2.837509E+03	   2.900721E+04	   1.356084E+04	   1.610656E+04	   4.717621E+02
   11.1000	   3.069592E+00	   2.584486E+04	  -4.134135E+04	   7.843426E+06	   2.469368E+07	   2.444027E+07	  -2.230514E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.869295E+04	   6.688901E+04	   4.225996E+05	   4.464649E+04	   5.252528E+04	   9.425592E-12	  -6.902817E+04	   5.842067E+04	   3.913679E+05	   4.440865E+04	   5.217161E+04	  -2.283302E+02	  -5.473483E+04	   4.434344E+04	   3.151830E+05	   4.358265E+04	   5.122997E+04	  -1.351764E+02	  -3.711969E+04	   2.807128E+04	   2.119818E+05	   3.471506E+04	   4.097897E+04	   4.256870E+02	  -2.138664E+04	   1.628392E+04	   1.299027E+05	   2.431770E+04	   2.882297E+04	   6.611587E+02	  -7.228891E+03	   6.988794E+03	   5.991160E+04	   1.669968E+04	   1.982894E+04	   5.633557E+02	  -5.236599E+02	   2.817914E+03	   2.725988E+04	   1.325534E+04	   1.574640E+04	   4.694602E+02
   11.1500	   3.007220E+00	   2.633973E+04	  -4.329774E+04	   7.760318E+06	   2.478425E+07	   2.459877E+07	  -1.449242E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.869295E+04	   6.688901E+04	   4.225996E+05	   4.464649E+04	   5.252528E+04	   9.425592E-12	  -6.862877E+04	   5.785360E+04	   3.874247E+05	   4.661039E+04	   5.471645E+04	  -3.687494E+02	  -5.392225E+04	   4.327461E+04	   3.073906E+05	   4.486315E+04	   5.271196E+04	  -2.108498E+02	  -3.646038E+04	   2.735261E+04	   2.060416E+05	   3.344305E+04	   3.950949E+04	   5.091260E+02	  -2.096729E+04	   1.597824E+04	   1.264718E+05	   2.375312E+04	   2.816660E+04	   6.854040E+02	  -6.938549E+03	   6.898783E+03	   5.775008E+04	   1.633980E+04	   1.940679E+04	   5.671544E+02	  -2.894103E+02	   2.815426E+03	   2.561698E+04	   1.296321E+04	   1.540158E+04	   4.659537E+02
   11.2000	   2.944104E+00	   2.675825E+04	  -4.529016E+04	   7.677060E+06	   2.485653E+07	   2.473631E+07	  -5.259229E+03	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.869295E+04	   6.688901E+04	   4.225996E+05	   4.464649E+04	   5.252528E+04	   9.425592E-12	  -6.816559E+04	   5.718009E+04	   3.827849E+05	   4.830078E+04	   5.666996E+04	  -4.775188E+02	  -5.309144E+04	   4.215937E+04	   2.993240E+05	   4.580609E+04	   5.380383E+04	  -2.648379E+02	  -3.586037E+04	   2.671288E+04	   2.006514E+05	   3.237181E+04	   3.827252E+04	   5.812319E+02	  -2.056941E+04	   1.570305E+04	   1.232414E+05	   2.322701E+04	   2.755479E+04	   7.075279E+02	  -6.661600E+03	   6.828793E+03	   5.571363E+04	   1.599793E+04	   1.900538E+04	   5.695857E+02	  -6.653255E+01	   2.829832E+03	   2.407798E+04	   1.268412E+04	   1.507171E+04	   4.612176E+02
   11.2500	   2.880263E+00	   2.709231E+04	  -4.731605E+04	   7.593797E+06	   2.490992E+07	   2.485217E+07	   5.534672E+03	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.869295E+04	   6.688901E+04	   4.225996E+05	   4.464649E+04	   5.252528E+04	   9.425592E-12	  -6.765288E+04	   5.641556E+04	   3.775691E+05	   4.916643E+04	   5.767221E+04	  -5.274718E+02	  -5.224671E+04	   4.100098E+04	   2.910143E+05	   4.604241E+04	   5.408117E+04	  -2.669785E+02	  -3.530870E+04	   2.613896E+04	   1.957136E+05	   3.144273E+04	   3.720015E+04	   6.450632E+02	  -2.019171E+04	   1.545713E+04	   1.202018E+05	   2.273583E+04	   2.698343E+04	   7.275864E+02	  -6.397768E+03	   6.778467E+03	   5.380016E+04	   1.567333E+04	   1.862383E+04	   5.706340E+02	   1.450246E+02	   2.860899E+03	   2.264223E+04	   1.241777E+04	   1.475642E+04	   4.552350E+02
   11.3000	   2.815711E+00	   2.733317E+04	  -4.937270E+04	   7.510676E+06	   2.494393E+07	   2.494571E+07	   1.803773E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.869295E+04	   6.688901E+04	   4.225996E+05	   4.464649E+04	   5.252528E+04	   9.425592E-12	  -6.710135E+04	   5.557090E+04	   3.718651E+05	   4.895848E+04	   5.743890E+04	  -4.924179E+02	  -5.139236E+04	   3.980261E+04	   2.824921E+05	   4.529184E+04	   5.322324E+04	  -1.894047E+02	  -3.479807E+04	   2.562229E+04	   1.911640E+05	   3.062200E+04	   3.625311E+04	   7.023416E+02	  -1.983307E+04	   1.523940E+04	   1.173445E+05	   2.227665E+04	   2.644905E+04	   7.456153E+02	  -6.146790E+03	   6.747415E+03	   5.200752E+04	   1.536529E+04	   1.826132E+04	   5.702802E+02	   3.453137E+02	   2.908338E+03	   2.130888E+04	   1.216383E+04	   1.445533E+04	   4.479865E+02
   11.3500	   2.750463E+00	   2.747211E+04	  -5.145756E+04	   7.427846E+06	   2.495817E+07	   2.501643E+07	   3.240649E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.869295E+04	   6.688901E+04	   4.225996E+05	   4.464649E+04	   5.252528E+04	   9.425592E-12	  -6.651973E+04	   5.465457E+04	   3.657429E+05	   4.747171E+04	   5.573713E+04	  -3.459925E+02	  -5.053261E+04	   3.856738E+04	   2.737874E+05	   4.332942E+04	   5.097427E+04	  -4.709609E+00	  -3.432316E+04	   2.515677E+04	   1.869568E+05	   2.988786E+04	   3.540617E+04	   7.541487E+02	  -1.949246E+04	   1.504886E+04	   1.146617E+05	   2.184696E+04	   2.594872E+04	   7.616469E+02	  -5.908406E+03	   6.735233E+03	   5.033354E+04	   1.507318E+04	   1.791709E+04	   5.685104E+02	   5.344070E+02	   2.971840E+03	   2.007697E+04	   1.192199E+04	   1.416805E+04	   4.394584E+02
   11.4000	   2.684538E+00	   2.750479E+04	  -5.358116E+04	   7.345392E+06	   2.495212E+07	   2.506375E+07	   4.882766E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.866116E+04	   6.683088E+04	   4.222373E+05	   4.500241E+04	   5.293295E+04	  -3.418805E+01	  -6.591486E+04	   5.367164E+04	   3.592512E+05	   4.533057E+04	   5.328577E+04	  -1.369492E+02	  -4.970270E+04	   3.735455E+04	   2.652820E+05	   4.041039E+04	   4.763004E+04	   2.732345E+02	  -3.387988E+04	   2.473780E+04	   1.830570E+05	   2.922529E+04	   3.464190E+04	   8.012065E+02	  -1.916894E+04	   1.488456E+04	   1.121463E+05	   2.144458E+04	   2.547988E+04	   7.757022E+02	  -5.682361E+03	   6.741486E+03	   4.877602E+04	   1.479639E+04	   1.759041E+04	   5.653106E+02	   7.123754E+02	   3.051050E+03	   1.894536E+04	   1.169195E+04	   1.389424E+04	   4.296385E+02
   11.4500	   2.617950E+00	   2.741115E+04	  -5.574168E+04	   7.263514E+06	   2.492569E+07	   2.508750E+07	   6.751300E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.846541E+04	   6.646312E+04	   4.199678E+05	   4.690330E+04	   5.510846E+04	  -2.222244E+02	  -6.529511E+04	   5.262808E+04	   3.524495E+05	   4.585138E+04	   5.388395E+04	  -1.819184E+02	  -4.904057E+04	   3.641854E+04	   2.585574E+05	   3.865257E+04	   4.561853E+04	   4.479453E+02	  -3.346496E+04	   2.436169E+04	   1.794372E+05	   2.862339E+04	   3.394764E+04	   8.440273E+02	  -1.886167E+04	   1.474562E+04	   1.097917E+05	   2.106766E+04	   2.504035E+04	   7.878016E+02	  -5.468399E+03	   6.765715E+03	   4.733266E+04	   1.453433E+04	   1.728060E+04	   5.606723E+02	   8.793091E+02	   3.145585E+03	   1.791279E+04	   1.147339E+04	   1.363351E+04	   4.185175E+02
   11.5000	   2.550717E+00	   2.718217E+04	  -5.792592E+04	   7.182406E+06	   2.487891E+07	   2.508767E+07	   8.861888E+04	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.818683E+04	   6.591847E+04	   4.166525E+05	   4.899672E+04	   5.750178E+04	  -4.371175E+02	  -6.466666E+04	   5.153093E+04	   3.453911E+05	   4.700285E+04	   5.520245E+04	  -2.936891E+02	  -4.846912E+04	   3.563129E+04	   2.527877E+05	   3.737013E+04	   4.415251E+04	   5.799923E+02	  -3.307571E+04	   2.402549E+04	   1.760748E+05	   2.807394E+04	   3.331383E+04	   8.829789E+02	  -1.856986E+04	   1.463117E+04	   1.075919E+05	   2.071451E+04	   2.462818E+04	   7.979548E+02	  -5.266288E+03	   6.807417E+03	   4.600114E+04	   1.428645E+04	   1.698702E+04	   5.545815E+02	   1.035273E+03	   3.254987E+03	   1.697785E+04	   1.126600E+04	   1.338550E+04	   4.060836E+02
   11.5500	   2.482853E+00	   2.681027E+04	  -6.013087E+04	   7.102222E+06	   2.481185E+07	   2.506429E+07	   1.123305E+05	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.785768E+04	   6.524614E+04	   4.126201E+05	   5.068027E+04	   5.942528E+04	  -6.137547E+02	  -6.403500E+04	   5.038530E+04	   3.381197E+05	   4.796054E+04	   5.629888E+04	  -3.872151E+02	  -4.795988E+04	   3.494668E+04	   2.476730E+05	   3.633573E+04	   4.297102E+04	   6.895787E+02	  -3.270988E+04	   2.372662E+04	   1.729509E+05	   2.757051E+04	   3.273301E+04	   9.183525E+02	  -1.829279E+04	   1.454037E+04	   1.055410E+05	   2.038368E+04	   2.424163E+04	   8.061838E+02	  -5.075767E+03	   6.866081E+03	   4.477901E+04	   1.405225E+04	   1.670904E+04	   5.470375E+02	   1.180381E+03	   3.378812E+03	   1.613896E+04	   1.106947E+04	   1.314983E+04	   3.923341E+02
   11.6000	   2.414378E+00	   2.628628E+04	  -6.235238E+04	   7.023123E+06	   2.472468E+07	   2.501755E+07	   1.388411E+05	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.749558E+04	   6.447043E+04	   4.080397E+05	   5.159211E+04	   6.046878E+04	  -7.041598E+02	  -6.340554E+04	   4.919608E+04	   3.306776E+05	   4.828191E+04	   5.667046E+04	  -4.073381E+02	  -4.749918E+04	   3.434366E+04	   2.430741E+05	   3.546455E+04	   4.197667E+04	   7.840877E+02	  -3.236549E+04	   2.346295E+04	   1.700494E+05	   2.710801E+04	   3.219924E+04	   9.503600E+02	  -1.802975E+04	   1.447241E+04	   1.036337E+05	   2.007385E+04	   2.387916E+04	   8.124940E+02	  -4.896599E+03	   6.941153E+03	   4.366377E+04	   1.383120E+04	   1.644607E+04	   5.380325E+02	   1.314730E+03	   3.516544E+03	   1.539441E+04	   1.088348E+04	   1.292615E+04	   3.772649E+02
   11.6500	   2.345306E+00	   2.560089E+04	  -6.458713E+04	   6.945273E+06	   2.461776E+07	   2.494782E+07	   1.683523E+05	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.711299E+04	   6.360725E+04	   4.030263E+05	   5.147545E+04	   6.034403E+04	  -6.655394E+02	  -6.278348E+04	   4.796786E+04	   3.231051E+05	   4.766941E+04	   5.598212E+04	  -3.076474E+02	  -4.707850E+04	   3.380948E+04	   2.389059E+05	   3.471247E+04	   4.111880E+04	   8.672996E+02	  -3.204086E+04	   2.323251E+04	   1.673562E+05	   2.668224E+04	   3.170767E+04	   9.791805E+02	  -1.778012E+04	   1.442646E+04	   1.018647E+05	   1.978381E+04	   2.353937E+04	   8.169039E+02	  -4.728534E+03	   7.032059E+03	   4.265287E+04	   1.362283E+04	   1.619754E+04	   5.275695E+02	   1.438437E+03	   3.667651E+03	   1.474237E+04	   1.070772E+04	   1.271408E+04	   3.608770E+02
   11.7000	   2.275656E+00	   2.474458E+04	  -6.683167E+04	   6.868835E+06	   2.449155E+07	   2.485562E+07	   2.010715E+05	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.833148E+04	   7.508177E+04	   4.500474E+05	   4.889138E+04	   5.751927E+04	  -8.681608E-12	  -7.671988E+04	   6.266850E+04	   3.976687E+05	   5.013965E+04	   5.883998E+04	  -4.569879E+02	  -6.217382E+04	   4.670506E+04	   3.154414E+05	   4.590843E+04	   5.399532E+04	  -4.512185E+01	  -4.669180E+04	   3.333543E+04	   2.351096E+05	   3.405288E+04	   4.036679E+04	   9.414561E+02	  -3.173446E+04	   2.303361E+04	   1.648588E+05	   2.628975E+04	   3.125425E+04	   1.004949E+03	  -1.754326E+04	   1.440173E+04	   1.002290E+05	   1.951249E+04	   2.322098E+04	   8.194205E+02	  -4.571337E+03	   7.138177E+03	   4.174362E+04	   1.342666E+04	   1.596290E+04	   5.156459E+02	   1.551606E+03	   3.831536E+03	   1.418082E+04	   1.054188E+04	   1.251324E+04	   3.431693E+02
   11.7500	   2.205445E+00	   2.370740E+04	  -6.908726E+04	   6.793956E+06	   2.434660E+07	   2.474159E+07	   2.372389E+05	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.830246E+04	   7.499191E+04	   4.495772E+05	   4.934788E+04	   5.803365E+04	  -7.009990E+01	  -7.632468E+04	   6.166311E+04	   3.920378E+05	   4.850126E+04	   5.699559E+04	  -2.000518E+02	  -6.161047E+04	   4.550108E+04	   3.081919E+05	   4.344359E+04	   5.121691E+04	   3.301482E+02	  -4.633455E+04	   3.291504E+04	   2.316417E+05	   3.346809E+04	   3.970035E+04	   1.008019E+03	  -3.144495E+04	   2.286464E+04	   1.625461E+05	   2.592762E+04	   3.083561E+04	   1.027787E+03	  -1.731862E+04	   1.439738E+04	   9.872165E+04	   1.925890E+04	   2.292284E+04	   8.200618E+02	  -4.424760E+03	   7.258870E+03	   4.093326E+04	   1.324224E+04	   1.574160E+04	   5.022668E+02	   1.654370E+03	   4.007593E+03	   1.370764E+04	   1.038564E+04	   1.232327E+04	   3.241469E+02
   11.8000	   2.134689E+00	   2.247555E+04	  -7.135224E+04	   6.720813E+06	   2.418374E+07	   2.460669E+07	   2.771051E+05	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.817816E+04	   7.458171E+04	   4.474652E+05	   5.104818E+04	   5.994651E+04	  -3.405297E+02	  -7.593547E+04	   6.059902E+04	   3.861994E+05	   4.910955E+04	   5.768273E+04	  -2.881215E+02	  -6.116498E+04	   4.459033E+04	   3.025672E+05	   4.202629E+04	   4.962255E+04	   5.559305E+02	  -4.600318E+04	   3.254328E+04	   2.284683E+05	   3.294569E+04	   3.910517E+04	   1.068005E+03	  -3.117111E+04	   2.272416E+04	   1.604079E+05	   2.559335E+04	   3.044881E+04	   1.047794E+03	  -1.710562E+04	   1.441260E+04	   9.733782E+04	   1.902209E+04	   2.264385E+04	   8.188412E+02	  -4.288558E+03	   7.393458E+03	   4.021893E+04	   1.306912E+04	   1.553313E+04	   4.874374E+02	   1.746853E+03	   4.195157E+03	   1.332055E+04	   1.023867E+04	   1.214379E+04	   3.038151E+02
   11.8500	   2.063406E+00	   2.104175E+04	  -7.361991E+04	   6.649570E+06	   2.400391E+07	   2.445199E+07	   3.208694E+05	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.801732E+04	   7.399779E+04	   4.445263E+05	   5.275275E+04	   6.186042E+04	  -6.232718E+02	  -7.555861E+04	   5.948392E+04	   3.802108E+05	   5.006891E+04	   5.876251E+04	  -4.391620E+02	  -6.078282E+04	   4.383074E+04	   2.977885E+05	   4.099282E+04	   4.846202E+04	   7.269014E+02	  -4.569473E+04	   3.221612E+04	   2.255618E+05	   3.247647E+04	   3.857065E+04	   1.122145E+03	  -3.091181E+04	   2.261078E+04	   1.584350E+05	   2.528476E+04	   3.009135E+04	   1.065053E+03	  -1.690373E+04	   1.444655E+04	   9.607284E+04	   1.880123E+04	   2.238302E+04	   8.157739E+02	  -4.162488E+03	   7.541232E+03	   3.959767E+04	   1.290685E+04	   1.533697E+04	   4.711646E+02	   1.829190E+03	   4.393533E+03	   1.301712E+04	   1.010065E+04	   1.197441E+04	   2.821803E+02
   11.9000	   1.991615E+00	   1.939758E+04	  -7.588671E+04	   6.580386E+06	   2.380821E+07	   2.427876E+07	   3.687532E+05	  -9.326395E+04	   7.927435E+04	   4.639869E+05	   5.108052E+04	   6.009473E+04	  -2.033915E-11	  -8.784259E+04	   7.328877E+04	   4.410446E+05	   5.396417E+04	   6.321937E+04	  -8.280231E+02	  -7.520011E+04	   5.832445E+04	   3.741241E+05	   5.071157E+04	   5.948649E+04	  -5.383876E+02	  -6.044556E+04	   4.317773E+04	   2.936068E+05	   4.016720E+04	   4.753637E+04	   8.680373E+02	  -4.540675E+04	   3.193015E+04	   2.228995E+05	   3.205338E+04	   3.808871E+04	   1.170999E+03	  -3.066604E+04	   2.252321E+04	   1.566186E+05	   2.499995E+04	   2.976100E+04	   1.079641E+03	  -1.671243E+04	   1.449840E+04	   9.492204E+04	   1.859550E+04	   2.213940E+04	   8.108780E+02	  -4.046301E+03	   7.701449E+03	   3.906642E+04	   1.275501E+04	   1.515261E+04	   4.534597E+02	   1.901523E+03	   4.601984E+03	   1.279481E+04	   9.971256E+03	   1.181477E+04	   2.592523E+02
