
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 25-Jun-2024 at 17:33:13.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3         BODY1RY         BODY1PZ
       (s)             (N)             (N)             (N)           (deg)             (m)
   50.4000   2.2802954E+04   3.0159301E+01   3.0159301E+01  -2.0753713E+01  -7.8379325E+00
   50.5000   2.2338221E+04   6.8648152E+01   6.8648152E+01  -2.0737958E+01  -7.8733446E+00
   50.6000   2.1910474E+04   1.3559951E+02   1.3559951E+02  -2.0721687E+01  -7.9138784E+00
   50.7000   2.1526336E+04   2.0702188E+02   2.0702188E+02  -2.0704877E+01  -7.9590902E+00
   50.8000   2.1191164E+04   2.7478128E+02   2.7478128E+02  -2.0687505E+01  -8.0084828E+00
   50.9000   2.0908759E+04   3.3528926E+02   3.3528926E+02  -2.0669549E+01  -8.0615153E+00
   51.0000   2.0681306E+04   3.8531657E+02   3.8531657E+02  -2.0650991E+01  -8.1176125E+00
   51.1000   2.0509196E+04   4.2274447E+02   4.2274447E+02  -2.0631817E+01  -8.1761746E+00
   51.2000   2.0390868E+04   4.4623104E+02   4.4623104E+02  -2.0612017E+01  -8.2365863E+00
   51.3000   2.0322258E+04   4.5507935E+02   4.5507935E+02  -2.0591588E+01  -8.2982248E+00
   51.4000   2.0294301E+04   4.4917167E+02   4.4917167E+02  -2.0570529E+01  -8.3604657E+00
   51.5000   2.0292597E+04   4.2889166E+02   4.2889166E+02  -2.0548846E+01  -8.4226885E+00
   51.6000   2.0305218E+04   3.9505787E+02   3.9505787E+02  -2.0526546E+01  -8.4842813E+00
   51.7000   2.0327908E+04   3.4892274E+02   3.4892274E+02  -2.0503645E+01  -8.5446441E+00
   51.8000   2.0362515E+04   2.9215739E+02   2.9215739E+02  -2.0480160E+01  -8.6031914E+00
   51.9000   2.0413725E+04   2.2686665E+02   2.2686665E+02  -2.0456110E+01  -8.6593551E+00
   52.0000   2.0486994E+04   1.5577736E+02   1.5577736E+02  -2.0431517E+01  -8.7125879E+00
   52.1000   2.0587752E+04   8.3771291E+01   8.3771291E+01  -2.0406405E+01  -8.7623669E+00
   52.2000   2.0721262E+04   4.1060834E+01   4.1060834E+01  -2.0380797E+01  -8.8081989E+00
   52.3000   2.0892563E+04   9.3523424E+01   9.3523424E+01  -2.0354713E+01  -8.8496256E+00
   52.4000   2.1106393E+04   1.6772409E+02   1.6772409E+02  -2.0328176E+01  -8.8862300E+00
   52.5000   2.1366976E+04   2.3809657E+02   2.3809657E+02  -2.0301201E+01  -8.9176421E+00
   52.6000   2.1677664E+04   3.0206923E+02   3.0206923E+02  -2.0273804E+01  -8.9435452E+00
   52.7000   2.2040260E+04   3.6323735E+02   3.6323735E+02  -2.0245993E+01  -8.9636810E+00
   52.8000   2.2454533E+04   4.2578165E+02   4.2578165E+02  -2.0217776E+01  -8.9778544E+00
   52.9000   2.2918145E+04   4.9048884E+02   4.9048884E+02  -2.0189153E+01  -8.9859362E+00
   53.0000   2.3427022E+04   5.8273389E+02   5.8273389E+02  -2.0160121E+01  -8.9878669E+00
   53.1000   2.3976193E+04   6.7694244E+02   6.7694244E+02  -2.0130671E+01  -8.9836565E+00
   53.2000   2.4560323E+04   9.4160939E+02   9.4160939E+02  -2.0100791E+01  -8.9733834E+00
   53.3000   2.5173316E+04   3.1848017E+03   3.1848017E+03  -2.0070466E+01  -8.9571961E+00
   53.4000   2.5808262E+04   3.6771862E+03   3.6771862E+03  -2.0039679E+01  -8.9353200E+00
   53.5000   2.6459874E+04   3.7058420E+03   3.7058420E+03  -2.0008409E+01  -8.9080278E+00
   53.6000   2.7123072E+04   3.4031267E+03   3.4031267E+03  -1.9976635E+01  -8.8756350E+00
   53.7000   2.7792879E+04   3.5124498E+03   3.5124498E+03  -1.9944336E+01  -8.8385001E+00
   53.8000   2.8463754E+04   4.0186489E+03   4.0186489E+03  -1.9911493E+01  -8.7970268E+00
   53.9000   2.9129675E+04   4.6235136E+03   4.6235136E+03  -1.9878088E+01  -8.7516611E+00
   54.0000   2.9784205E+04   5.1499297E+03   5.1499297E+03  -1.9844105E+01  -8.7028841E+00
   54.1000   3.0420553E+04   5.5616199E+03   5.5616199E+03  -1.9809533E+01  -8.6512076E+00
   54.2000   3.1031669E+04   5.8841071E+03   5.8841071E+03  -1.9774364E+01  -8.5971702E+00
   54.3000   3.1610404E+04   6.1379374E+03   6.1379374E+03  -1.9738596E+01  -8.5413340E+00
   54.4000   3.2149734E+04   6.3261075E+03   6.3261075E+03  -1.9702229E+01  -8.4842806E+00
   54.5000   3.2643028E+04   6.4422936E+03   6.4422936E+03  -1.9665270E+01  -8.4266059E+00
   54.6000   3.3084300E+04   6.4716590E+03   6.4716590E+03  -1.9627729E+01  -8.3689138E+00
   54.7000   3.3468432E+04   6.3930976E+03   6.3930976E+03  -1.9589623E+01  -8.3118087E+00
   54.8000   3.3791679E+04   6.2039657E+03   6.2039657E+03  -1.9550970E+01  -8.2558868E+00
   54.9000   3.4051733E+04   5.9284429E+03   5.9284429E+03  -1.9511794E+01  -8.2017291E+00
   55.0000   3.4247599E+04   5.5876881E+03   5.5876881E+03  -1.9472121E+01  -8.1498927E+00
   55.1000   3.4379545E+04   5.1819039E+03   5.1819039E+03  -1.9431980E+01  -8.1009035E+00
   55.2000   3.4449022E+04   4.7091134E+03   4.7091134E+03  -1.9391402E+01  -8.0552493E+00
   55.3000   3.4458548E+04   4.1804949E+03   4.1804949E+03  -1.9350415E+01  -8.0133747E+00
   55.4000   3.4411576E+04   3.6174012E+03   3.6174012E+03  -1.9309049E+01  -7.9756773E+00
   55.5000   3.4312315E+04   3.0432264E+03   3.0432264E+03  -1.9267329E+01  -7.9425062E+00
   55.6000   3.4165555E+04   2.4790395E+03   2.4790395E+03  -1.9225278E+01  -7.9141617E+00
   55.7000   3.3976563E+04   1.9450570E+03   1.9450570E+03  -1.9182915E+01  -7.8908953E+00
   55.8000   3.3750887E+04   1.4636280E+03   1.4636280E+03  -1.9140255E+01  -7.8729114E+00
   55.9000   3.3494027E+04   1.0564989E+03   1.0564989E+03  -1.9097309E+01  -7.8603686E+00
   56.0000   3.3211393E+04   7.3660059E+02   7.3660059E+02  -1.9054082E+01  -7.8533806E+00
   56.1000   3.2908342E+04   5.0503525E+02   5.0503525E+02  -1.9010575E+01  -7.8520163E+00
   56.2000   3.2590314E+04   3.5983624E+02   3.5983624E+02  -1.8966782E+01  -7.8562973E+00
   56.3000   3.2262890E+04   2.9903968E+02   2.9903968E+02  -1.8922695E+01  -7.8661941E+00
   56.4000   3.1931817E+04   2.8674725E+02   2.8674725E+02  -1.8878299E+01  -7.8816234E+00
   56.5000   3.1603030E+04   2.2519905E+02   2.2519905E+02  -1.8833577E+01  -7.9024432E+00
   56.6000   3.1282510E+04   9.5032861E+01   9.5032861E+01  -1.8788509E+01  -7.9284498E+00
   56.7000   3.0976055E+04   3.5520773E+01   3.5520773E+01  -1.8743074E+01  -7.9593781E+00
   56.8000   3.0689003E+04   8.0311037E+01   8.0311037E+01  -1.8697250E+01  -7.9949042E+00
   56.9000   3.0426169E+04   1.3815516E+02   1.3815516E+02  -1.8651015E+01  -8.0346499E+00
   57.0000   3.0191665E+04   1.9582306E+02   1.9582306E+02  -1.8604348E+01  -8.0781872E+00
   57.1000   2.9988770E+04   2.4854766E+02   2.4854766E+02  -1.8557230E+01  -8.1250461E+00
   57.2000   2.9819798E+04   2.9315445E+02   2.9315445E+02  -1.8509643E+01  -8.1747224E+00
   57.3000   2.9686074E+04   3.2760435E+02   3.2760435E+02  -1.8461573E+01  -8.2266865E+00
   57.4000   2.9587947E+04   3.5057159E+02   3.5057159E+02  -1.8413010E+01  -8.2803918E+00
   57.5000   2.9524834E+04   3.6134143E+02   3.6134143E+02  -1.8363948E+01  -8.3352828E+00
   57.6000   2.9495330E+04   3.5971242E+02   3.5971242E+02  -1.8314387E+01  -8.3908023E+00
   57.7000   2.9497393E+04   3.4592426E+02   3.4592426E+02  -1.8264328E+01  -8.4463966E+00
   57.8000   2.9528687E+04   3.2058118E+02   3.2058118E+02  -1.8213781E+01  -8.5015208E+00
   57.9000   2.9586914E+04   2.8461596E+02   2.8461596E+02  -1.8162759E+01  -8.5556418E+00
   58.0000   2.9670036E+04   2.3928493E+02   2.3928493E+02  -1.8111277E+01  -8.6082413E+00
   58.1000   2.9776535E+04   1.8618421E+02   1.8618421E+02  -1.8059355E+01  -8.6588176E+00
   58.2000   2.9905729E+04   1.2742784E+02   1.2742784E+02  -1.8007016E+01  -8.7068873E+00
   58.3000   3.0057921E+04   6.7159480E+01   6.7159480E+01  -1.7954283E+01  -8.7519886E+00
   58.4000   3.0234296E+04   3.5991948E+01   3.5991948E+01  -1.7901182E+01  -8.7936846E+00
   58.5000   3.0436607E+04   8.7635009E+01   8.7635009E+01  -1.7847736E+01  -8.8315668E+00
   58.6000   3.0666793E+04   1.5251827E+02   1.5251827E+02  -1.7793969E+01  -8.8652607E+00
   58.7000   3.0926649E+04   2.1690108E+02   2.1690108E+02  -1.7739904E+01  -8.8944301E+00
   58.8000   3.1217564E+04   2.7774910E+02   2.7774910E+02  -1.7685557E+01  -8.9187829E+00
   58.9000   3.1540351E+04   3.3435940E+02   3.3435940E+02  -1.7630946E+01  -8.9380755E+00
   59.0000   3.1895042E+04   3.9150918E+02   3.9150918E+02  -1.7576083E+01  -8.9521175E+00
   59.1000   3.2280717E+04   4.6531548E+02   4.6531548E+02  -1.7520974E+01  -8.9607752E+00
   59.2000   3.2695596E+04   5.2806480E+02   5.2806480E+02  -1.7465623E+01  -8.9639747E+00
   59.3000   3.3137121E+04   6.8511459E+02   6.8511459E+02  -1.7410029E+01  -8.9617042E+00
   59.4000   3.3601813E+04   2.4918551E+03   2.4918551E+03  -1.7354186E+01  -8.9540155E+00
   59.5000   3.4084916E+04   3.0159399E+03   3.0159399E+03  -1.7298084E+01  -8.9410337E+00
   59.6000   3.4582883E+04   3.0227511E+03   3.0227511E+03  -1.7241712E+01  -8.9229375E+00
   59.7000   3.5092009E+04   2.5594208E+03   2.5594208E+03  -1.7185053E+01  -8.8999487E+00
   59.8000   3.5608823E+04   2.4881654E+03   2.4881654E+03  -1.7128089E+01  -8.8723335E+00
   59.9000   3.6129542E+04   2.8911826E+03   2.8911826E+03  -1.7070802E+01  -8.8404040E+00
