
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 25-Jun-2024 at 17:33:13.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3         BODY1RY         BODY1PZ
       (s)             (N)             (N)             (N)           (deg)             (m)
   24.3000   3.5316533E+04   7.4662054E+03   7.4662054E+03  -9.6603797E+00  -7.4808602E+00
   24.4000   3.3218111E+04   6.3767677E+03   6.3767677E+03  -9.7339376E+00  -7.4016504E+00
   24.5000   3.0856443E+04   5.2334493E+03   5.2334493E+03  -9.8077702E+00  -7.3335094E+00
   24.6000   2.8272997E+04   4.0867819E+03   4.0867819E+03  -9.8818501E+00  -7.2770721E+00
   24.7000   2.5515519E+04   2.9882321E+03   2.9882321E+03  -9.9561416E+00  -7.2328770E+00
   24.8000   2.2638926E+04   1.9919102E+03   1.9919102E+03  -1.0030602E+01  -7.2013507E+00
   24.9000   1.9703588E+04   1.1535125E+03   1.1535125E+03  -1.0105185E+01  -7.1827949E+00
   25.0000   1.6773880E+04   5.2608268E+02   5.2608268E+02  -1.0179841E+01  -7.1773758E+00
   25.1000   1.3919536E+04   1.3650472E+02   1.3650472E+02  -1.0254519E+01  -7.1851193E+00
   25.2000   1.1218319E+04   4.4085809E+01   4.4085809E+01  -1.0329170E+01  -7.2059029E+00
   25.3000   8.7581809E+03   6.4729307E+01   6.4729307E+01  -1.0403748E+01  -7.2394434E+00
   25.4000   6.6410626E+03   1.2574535E+02   1.2574535E+02  -1.0478214E+01  -7.2852994E+00
   25.5000   4.9751150E+03   2.3992641E+02   2.3992641E+02  -1.0552531E+01  -7.3428852E+00
   25.6000   3.7896030E+03   3.8455805E+02   3.8455805E+02  -1.0626674E+01  -7.4114906E+00
   25.7000   2.9541796E+03   5.3911501E+02   5.3911501E+02  -1.0700623E+01  -7.4903000E+00
   25.8000   2.1835880E+03   6.8934092E+02   6.8934092E+02  -1.0774367E+01  -7.5784103E+00
   25.9000   1.2966072E+03   8.2458877E+02   8.2458877E+02  -1.0847905E+01  -7.6748453E+00
   26.0000   4.4024356E+02   9.3653979E+02   9.3653979E+02  -1.0921242E+01  -7.7785667E+00
   26.1000   3.2506594E+02   1.0187376E+03   1.0187376E+03  -1.0994393E+01  -7.8884837E+00
   26.2000   4.2565147E+02   1.0654175E+03   1.0654175E+03  -1.1067382E+01  -8.0034608E+00
   26.3000   4.6303438E+02   1.0751014E+03   1.0751014E+03  -1.1140239E+01  -8.1223236E+00
   26.4000   4.6532997E+02   1.0458490E+03   1.0458490E+03  -1.1212999E+01  -8.2438623E+00
   26.5000   4.4305058E+02   9.7830410E+02   9.7830410E+02  -1.1285704E+01  -8.3668372E+00
   26.6000   4.0213899E+02   8.7669749E+02   8.7669749E+02  -1.1358397E+01  -8.4899881E+00
   26.7000   3.4920658E+02   7.4892639E+02   7.4892639E+02  -1.1431117E+01  -8.6120465E+00
   26.8000   2.9474326E+02   6.0606830E+02   6.0606830E+02  -1.1503903E+01  -8.7317509E+00
   26.9000   2.4863574E+02   4.6116554E+02   4.6116554E+02  -1.1576791E+01  -8.8478648E+00
   27.0000   2.2336574E+02   3.2835256E+02   3.2835256E+02  -1.1649812E+01  -8.9591957E+00
   27.1000   2.3747226E+02   2.2380992E+02   2.2380992E+02  -1.1722992E+01  -9.0646134E+00
   27.2000   2.7478272E+02   1.6724423E+02   1.6724423E+02  -1.1796353E+01  -9.1630676E+00
   27.3000   3.2420971E+02   1.6484149E+02   1.6484149E+02  -1.1869908E+01  -9.2536018E+00
   27.4000   4.6251415E+02   1.8857307E+02   1.8857307E+02  -1.1943663E+01  -9.3353655E+00
   27.5000   5.7972737E+02   2.1538503E+02   2.1538503E+02  -1.2017615E+01  -9.4076210E+00
   27.6000   1.9261604E+03   2.5246106E+02   2.5246106E+02  -1.2091750E+01  -9.4697466E+00
   27.7000   2.3622240E+03   2.9620734E+02   2.9620734E+02  -1.2166049E+01  -9.5212369E+00
   27.8000   2.7795827E+03   3.5266681E+02   3.5266681E+02  -1.2240483E+01  -9.5616963E+00
   27.9000   3.2026923E+03   4.2711549E+02   4.2711549E+02  -1.2315016E+01  -9.5908325E+00
   28.0000   3.7147217E+03   5.1778519E+02   5.1778519E+02  -1.2389608E+01  -9.6084513E+00
   28.1000   4.4240630E+03   6.4401983E+02   6.4401983E+02  -1.2464214E+01  -9.6144504E+00
   28.2000   5.3558102E+03   7.8570951E+02   7.8570951E+02  -1.2538786E+01  -9.6088235E+00
   28.3000   6.5023426E+03   9.4456466E+02   9.4456466E+02  -1.2613277E+01  -9.5916702E+00
   28.4000   7.8623062E+03   1.1242913E+03   1.1242913E+03  -1.2687641E+01  -9.5632043E+00
   28.5000   9.4246370E+03   1.3629183E+03   1.3629183E+03  -1.2761830E+01  -9.5237525E+00
   28.6000   1.1163336E+04   1.5844839E+03   1.5844839E+03  -1.2835804E+01  -9.4737521E+00
   28.7000   1.3040752E+04   1.9030901E+03   1.9030901E+03  -1.2909524E+01  -9.4137475E+00
   28.8000   1.5017365E+04   2.2528743E+03   2.2528743E+03  -1.2982957E+01  -9.3443876E+00
   28.9000   1.7056804E+04   5.8653278E+03   5.8653278E+03  -1.3056078E+01  -9.2664268E+00
   29.0000   1.9126447E+04   6.2410884E+03   6.2410884E+03  -1.3128867E+01  -9.1807284E+00
   29.1000   2.1190052E+04   6.6560600E+03   6.6560600E+03  -1.3201312E+01  -9.0882239E+00
   29.2000   2.3196640E+04   7.3132548E+03   7.3132548E+03  -1.3273407E+01  -8.9899204E+00
   29.3000   2.5084896E+04   8.2917245E+03   8.2917245E+03  -1.3345153E+01  -8.8868941E+00
   29.4000   2.6792882E+04   9.2874946E+03   9.2874946E+03  -1.3416558E+01  -8.7802781E+00
   29.5000   2.8254072E+04   1.0054568E+04   1.0054568E+04  -1.3487636E+01  -8.6712426E+00
   29.6000   2.9432514E+04   1.0567172E+04   1.0567172E+04  -1.3558409E+01  -8.5609745E+00
   29.7000   3.0330558E+04   1.0870323E+04   1.0870323E+04  -1.3628905E+01  -8.4506567E+00
   29.8000   3.0953446E+04   1.0992161E+04   1.0992161E+04  -1.3699158E+01  -8.3414488E+00
   29.9000   3.1306502E+04   1.0930522E+04   1.0930522E+04  -1.3769204E+01  -8.2344689E+00
   30.0000   3.1393180E+04   1.0681456E+04   1.0681456E+04  -1.3839083E+01  -8.1307782E+00
   30.1000   3.1217961E+04   1.0258344E+04   1.0258344E+04  -1.3908831E+01  -8.0313697E+00
   30.2000   3.0787770E+04   9.6681472E+03   9.6681472E+03  -1.3978483E+01  -7.9371614E+00
   30.3000   3.0114224E+04   8.9070970E+03   8.9070970E+03  -1.4048073E+01  -7.8489932E+00
   30.4000   2.9213017E+04   8.0061137E+03   8.0061137E+03  -1.4117628E+01  -7.7676268E+00
   30.5000   2.8103115E+04   7.0278182E+03   7.0278182E+03  -1.4187172E+01  -7.6937485E+00
   30.6000   2.6806283E+04   6.0131209E+03   6.0131209E+03  -1.4256724E+01  -7.6279733E+00
   30.7000   2.5346366E+04   4.9738333E+03   4.9738333E+03  -1.4326291E+01  -7.5708486E+00
   30.8000   2.3748709E+04   3.9309649E+03   3.9309649E+03  -1.4395876E+01  -7.5228567E+00
   30.9000   2.2039795E+04   2.9281858E+03   2.9281858E+03  -1.4465471E+01  -7.4844137E+00
   31.0000   2.0248347E+04   2.0161226E+03   2.0161226E+03  -1.4535061E+01  -7.4558654E+00
   31.1000   1.8406361E+04   1.2392219E+03   1.2392219E+03  -1.4604623E+01  -7.4374804E+00
   31.2000   1.6548740E+04   6.3463110E+02   6.3463110E+02  -1.4674127E+01  -7.4294419E+00
   31.3000   1.4712385E+04   2.3378897E+02   2.3378897E+02  -1.4743540E+01  -7.4318386E+00
   31.4000   1.2937489E+04   3.4793921E+01   3.4793921E+01  -1.4812821E+01  -7.4446520E+00
   31.5000   1.1269667E+04   3.3379473E+01   3.3379473E+01  -1.4881931E+01  -7.4677457E+00
   31.6000   9.7610839E+03   4.2230498E+01   4.2230498E+01  -1.4950829E+01  -7.5008559E+00
   31.7000   8.4726076E+03   1.1940516E+02   1.1940516E+02  -1.5019473E+01  -7.5435905E+00
   31.8000   7.4704869E+03   2.3573748E+02   2.3573748E+02  -1.5087828E+01  -7.5954371E+00
   31.9000   6.7722912E+03   3.6750178E+02   3.6750178E+02  -1.5155858E+01  -7.6557755E+00
   32.0000   6.2733982E+03   5.0149152E+02   5.0149152E+02  -1.5223536E+01  -7.7238935E+00
   32.1000   5.7804208E+03   6.2827102E+02   6.2827102E+02  -1.5290838E+01  -7.7990028E+00
   32.2000   5.1818329E+03   7.4079921E+02   7.4079921E+02  -1.5357748E+01  -7.8802543E+00
   32.3000   4.5495172E+03   8.3366046E+02   8.3366046E+02  -1.5424257E+01  -7.9667532E+00
   32.4000   3.9472994E+03   9.0280876E+02   9.0280876E+02  -1.5490363E+01  -8.0575714E+00
   32.5000   3.3982993E+03   9.4541542E+02   9.4541542E+02  -1.5556070E+01  -8.1517584E+00
   32.6000   2.9134652E+03   9.5975992E+02   9.5975992E+02  -1.5621388E+01  -8.2483491E+00
   32.7000   2.5046772E+03   9.4512862E+02   9.4512862E+02  -1.5686334E+01  -8.3463698E+00
   32.8000   2.1830080E+03   9.0192269E+02   9.0192269E+02  -1.5750925E+01  -8.4448429E+00
   32.9000   1.9555980E+03   8.3177633E+02   8.3177633E+02  -1.5815184E+01  -8.5427905E+00
   33.0000   1.8249744E+03   7.3771871E+02   7.3771871E+02  -1.5879138E+01  -8.6392394E+00
   33.1000   1.7895191E+03   6.2328160E+02   6.2328160E+02  -1.5942817E+01  -8.7332272E+00
   33.2000   1.8439475E+03   5.0226783E+02   5.0226783E+02  -1.6006250E+01  -8.8238101E+00
   33.3000   1.9789359E+03   3.6983665E+02   3.6983665E+02  -1.6069467E+01  -8.9100730E+00
   33.4000   2.1836169E+03   2.3723291E+02   2.3723291E+02  -1.6132494E+01  -8.9911405E+00
   33.5000   2.4428589E+03   1.2239046E+02   1.2239046E+02  -1.6195354E+01  -9.0661882E+00
   33.6000   2.7376921E+03   7.6120384E+01   7.6120384E+01  -1.6258067E+01  -9.1344555E+00
   33.7000   3.0535293E+03   1.4169335E+02   1.4169335E+02  -1.6320646E+01  -9.1952571E+00
   33.8000   3.3832323E+03   2.1353909E+02   2.1353909E+02  -1.6383099E+01  -9.2479934E+00
   33.9000   3.7412406E+03   2.7538268E+02   2.7538268E+02  -1.6445428E+01  -9.2921584E+00
   34.0000   4.1643310E+03   3.3762304E+02   3.3762304E+02  -1.6507627E+01  -9.3273443E+00
   34.1000   4.6759795E+03   4.0695811E+02   4.0695811E+02  -1.6569683E+01  -9.3532433E+00
   34.2000   5.2795934E+03   4.8929854E+02   4.8929854E+02  -1.6631576E+01  -9.3696461E+00
   34.3000   5.9855526E+03   5.9018571E+02   5.9018571E+02  -1.6693282E+01  -9.3764405E+00
   34.4000   6.8161275E+03   7.0970124E+02   7.0970124E+02  -1.6754770E+01  -9.3736116E+00
   34.5000   7.7842479E+03   8.6124799E+02   8.6124799E+02  -1.6816007E+01  -9.3612413E+00
   34.6000   8.8847177E+03   1.0275766E+03   1.0275766E+03  -1.6876955E+01  -9.3395094E+00
   34.7000   1.0102233E+04   1.1994554E+03   1.1994554E+03  -1.6937578E+01  -9.3086905E+00
   34.8000   1.1422751E+04   1.4128572E+03   1.4128572E+03  -1.6997838E+01  -9.2691476E+00
   34.9000   1.2828316E+04   1.7137948E+03   1.7137948E+03  -1.7057698E+01  -9.2213261E+00
   35.0000   1.4295999E+04   2.4018810E+03   2.4018810E+03  -1.7117124E+01  -9.1657500E+00
   35.1000   1.5797217E+04   6.0469349E+03   6.0469349E+03  -1.7176088E+01  -9.1030239E+00
   35.2000   1.7298250E+04   6.9779859E+03   6.9779859E+03  -1.7234564E+01  -9.0338393E+00
   35.3000   1.8763076E+04   7.3487524E+03   7.3487524E+03  -1.7292532E+01  -8.9589333E+00
   35.4000   2.0153668E+04   7.6710933E+03   7.6710933E+03  -1.7349976E+01  -8.8790937E+00
   35.5000   2.1433441E+04   8.2909772E+03   8.2909772E+03  -1.7406887E+01  -8.7951600E+00
   35.6000   2.2585907E+04   9.0528020E+03   9.0528020E+03  -1.7463261E+01  -8.7080191E+00
   35.7000   2.3606735E+04   9.6935485E+03   9.6935485E+03  -1.7519103E+01  -8.6185948E+00
   35.8000   2.4487695E+04   1.0114519E+04   1.0114519E+04  -1.7574421E+01  -8.5278333E+00
   35.9000   2.5217901E+04   1.0330843E+04   1.0330843E+04  -1.7629232E+01  -8.4366911E+00
   36.0000   2.5787104E+04   1.0377912E+04   1.0377912E+04  -1.7683557E+01  -8.3461207E+00
   36.1000   2.6186627E+04   1.0271406E+04   1.0271406E+04  -1.7737422E+01  -8.2570575E+00
   36.2000   2.6410218E+04   1.0012176E+04   1.0012176E+04  -1.7790859E+01  -8.1704056E+00
   36.3000   2.6455268E+04   9.6015353E+03   9.6015353E+03  -1.7843900E+01  -8.0870249E+00
   36.4000   2.6323433E+04   9.0362745E+03   9.0362745E+03  -1.7896580E+01  -8.0077206E+00
   36.5000   2.6020306E+04   8.3157040E+03   8.3157040E+03  -1.7948930E+01  -7.9332358E+00
   36.6000   2.5554697E+04   7.4707224E+03   7.4707224E+03  -1.8000980E+01  -7.8642462E+00
   36.7000   2.4938249E+04   6.5587009E+03   6.5587009E+03  -1.8052758E+01  -7.8013585E+00
   36.8000   2.4185104E+04   5.6231124E+03   5.6231124E+03  -1.8104287E+01  -7.7451106E+00
   36.9000   2.3311304E+04   4.6785330E+03   4.6785330E+03  -1.8155585E+01  -7.6959737E+00
   37.0000   2.2333746E+04   3.7393059E+03   3.7393059E+03  -1.8206666E+01  -7.6543544E+00
   37.1000   2.1269790E+04   2.8376505E+03   2.8376505E+03  -1.8257537E+01  -7.6205969E+00
   37.2000   2.0137671E+04   2.0142095E+03   2.0142095E+03  -1.8308198E+01  -7.5949840E+00
   37.3000   1.8956734E+04   1.3056404E+03   1.3056404E+03  -1.8358640E+01  -7.5777359E+00
   37.4000   1.7747226E+04   7.4198898E+02   7.4198898E+02  -1.8408851E+01  -7.5690075E+00
   37.5000   1.6530031E+04   3.4985366E+02   3.4985366E+02  -1.8458811E+01  -7.5688831E+00
   37.6000   1.5327370E+04   1.4292938E+02   1.4292938E+02  -1.8508493E+01  -7.5773687E+00
   37.7000   1.4163285E+04   7.7809524E+01   7.7809524E+01  -1.8557869E+01  -7.5943825E+00
   37.8000   1.3063345E+04   3.5017063E+01   3.5017063E+01  -1.8606906E+01  -7.6197481E+00
   37.9000   1.2054331E+04   3.7937249E+01   3.7937249E+01  -1.8655570E+01  -7.6531877E+00
   38.0000   1.1164865E+04   1.1760279E+02   1.1760279E+02  -1.8703826E+01  -7.6943235E+00
   38.1000   1.0428358E+04   2.2146328E+02   2.2146328E+02  -1.8751643E+01  -7.7426826E+00
   38.2000   9.8829308E+03   3.3148991E+02   3.3148991E+02  -1.8798989E+01  -7.7977065E+00
   38.3000   9.5351904E+03   4.3885971E+02   4.3885971E+02  -1.8845837E+01  -7.8587625E+00
   38.4000   9.3000314E+03   5.3726881E+02   5.3726881E+02  -1.8892163E+01  -7.9251566E+00
   38.5000   9.0410750E+03   6.2190613E+02   6.2190613E+02  -1.8937951E+01  -7.9961467E+00
   38.6000   8.7076675E+03   6.8914687E+02   6.8914687E+02  -1.8983187E+01  -8.0709549E+00
   38.7000   8.3507816E+03   7.3654857E+02   7.3654857E+02  -1.9027864E+01  -8.1487791E+00
   38.8000   8.0120129E+03   7.6609882E+02   7.6609882E+02  -1.9071975E+01  -8.2288034E+00
   38.9000   7.7082914E+03   7.6979645E+02   7.6979645E+02  -1.9115521E+01  -8.3102056E+00
   39.0000   7.4440754E+03   7.4970576E+02   7.4970576E+02  -1.9158508E+01  -8.3921642E+00
   39.1000   7.2202811E+03   7.0794192E+02   7.0794192E+02  -1.9200947E+01  -8.4738632E+00
   39.2000   7.0372677E+03   6.4689124E+02   6.4689124E+02  -1.9242854E+01  -8.5544947E+00
   39.3000   6.8947035E+03   5.6841891E+02   5.6841891E+02  -1.9284248E+01  -8.6332624E+00
   39.4000   6.7908000E+03   4.7542141E+02   4.7542141E+02  -1.9325150E+01  -8.7093860E+00
   39.5000   6.7219865E+03   3.7159137E+02   3.7159137E+02  -1.9365584E+01  -8.7821064E+00
   39.6000   6.6834740E+03   2.6207417E+02   2.6207417E+02  -1.9405573E+01  -8.8506930E+00
   39.7000   6.6834996E+03   1.5130252E+02   1.5130252E+02  -1.9445139E+01  -8.9144509E+00
   39.8000   6.7410811E+03   5.8164543E+01   5.8164543E+01  -1.9484304E+01  -8.9727300E+00
   39.9000   6.8631176E+03   8.4359618E+01   8.4359618E+01  -1.9523086E+01  -9.0249339E+00
   40.0000   7.0540518E+03   1.7033277E+02   1.7033277E+02  -1.9561497E+01  -9.0705283E+00
   40.1000   7.3184248E+03   2.5453399E+02   2.5453399E+02  -1.9599548E+01  -9.1090500E+00
   40.2000   7.6606253E+03   3.2761241E+02   3.2761241E+02  -1.9637242E+01  -9.1401136E+00
   40.3000   8.0842986E+03   3.9970659E+02   3.9970659E+02  -1.9674578E+01  -9.1634174E+00
   40.4000   8.5918350E+03   4.7609211E+02   4.7609211E+02  -1.9711549E+01  -9.1787452E+00
   40.5000   9.1841000E+03   5.6483193E+02   5.6483193E+02  -1.9748141E+01  -9.1859692E+00
   40.6000   9.8608982E+03   6.6814406E+02   6.6814406E+02  -1.9784337E+01  -9.1850512E+00
   40.7000   1.0622249E+04   7.8511524E+02   7.8511524E+02  -1.9820115E+01  -9.1760405E+00
   40.8000   1.1467348E+04   9.4013284E+02   9.4013284E+02  -1.9855448E+01  -9.1590732E+00
   40.9000   1.2390967E+04   1.0856818E+03   1.0856818E+03  -1.9890308E+01  -9.1343697E+00
   41.0000   1.3382637E+04   1.3740016E+03   1.3740016E+03  -1.9924664E+01  -9.1022276E+00
   41.1000   1.4427816E+04   2.1309810E+03   2.1309810E+03  -1.9958488E+01  -9.0630169E+00
   41.2000   1.5507886E+04   5.3114083E+03   5.3114083E+03  -1.9991748E+01  -9.0171827E+00
   41.3000   1.6602909E+04   6.1127052E+03   6.1127052E+03  -2.0024420E+01  -8.9652442E+00
   41.4000   1.7693546E+04   6.3535417E+03   6.3535417E+03  -2.0056478E+01  -8.9077590E+00
   41.5000   1.8761941E+04   6.5189841E+03   6.5189841E+03  -2.0087902E+01  -8.8453292E+00
   41.6000   1.9794067E+04   7.0056579E+03   7.0056579E+03  -2.0118676E+01  -8.7786035E+00
   41.7000   2.0777897E+04   7.6711304E+03   7.6711304E+03  -2.0148788E+01  -8.7082768E+00
   41.8000   2.1701122E+04   8.2836603E+03   8.2836603E+03  -2.0178235E+01  -8.6350841E+00
   41.9000   2.2550846E+04   8.7441204E+03   8.7441204E+03  -2.0207016E+01  -8.5597919E+00
   42.0000   2.3314195E+04   9.0473926E+03   9.0473926E+03  -2.0235137E+01  -8.4831893E+00
   42.1000   2.3978982E+04   9.2103681E+03   9.2103681E+03  -2.0262612E+01  -8.4060790E+00
   42.2000   2.4534406E+04   9.2413731E+03   9.2413731E+03  -2.0289456E+01  -8.3292664E+00
   42.3000   2.4971890E+04   9.1410381E+03   9.1410381E+03  -2.0315694E+01  -8.2535489E+00
   42.4000   2.5285494E+04   8.9076955E+03   8.9076955E+03  -2.0341350E+01  -8.1797033E+00
   42.5000   2.5472281E+04   8.5313919E+03   8.5313919E+03  -2.0366454E+01  -8.1084750E+00
   42.6000   2.5532283E+04   8.0050819E+03   8.0050819E+03  -2.0391039E+01  -8.0405680E+00
   42.7000   2.5468215E+04   7.3548157E+03   7.3548157E+03  -2.0415137E+01  -7.9766370E+00
   42.8000   2.5285092E+04   6.6288116E+03   6.6288116E+03  -2.0438781E+01  -7.9172814E+00
   42.9000   2.4989917E+04   5.8583351E+03   5.8583351E+03  -2.0462000E+01  -7.8630414E+00
   43.0000   2.4591441E+04   5.0520942E+03   5.0520942E+03  -2.0484819E+01  -7.8143973E+00
   43.1000   2.4099896E+04   4.2228497E+03   4.2228497E+03  -2.0507260E+01  -7.7717688E+00
   43.2000   2.3526557E+04   3.3981034E+03   3.3981034E+03  -2.0529341E+01  -7.7355164E+00
   43.3000   2.2883081E+04   2.6116911E+03   2.6116911E+03  -2.0551074E+01  -7.7059431E+00
   43.4000   2.2181293E+04   1.8950498E+03   1.8950498E+03  -2.0572465E+01  -7.6832963E+00
   43.5000   2.1433345E+04   1.2756878E+03   1.2756878E+03  -2.0593515E+01  -7.6677684E+00
   43.6000   2.0651823E+04   7.7998557E+02   7.7998557E+02  -2.0614217E+01  -7.6594958E+00
   43.7000   1.9849698E+04   4.3373907E+02   4.3373907E+02  -2.0634560E+01  -7.6585564E+00
   43.8000   1.9040346E+04   2.4987075E+02   2.4987075E+02  -2.0654527E+01  -7.6649638E+00
   43.9000   1.8237485E+04   1.9541168E+02   1.9541168E+02  -2.0674095E+01  -7.6786604E+00
   44.0000   1.7455371E+04   1.5905087E+02   1.5905087E+02  -2.0693238E+01  -7.6995126E+00
   44.1000   1.6708848E+04   2.8552845E+01   2.8552845E+01  -2.0711929E+01  -7.7273046E+00
   44.2000   1.6012517E+04   5.1678403E+01   5.1678403E+01  -2.0730138E+01  -7.7617357E+00
   44.3000   1.5380091E+04   1.2830062E+02   1.2830062E+02  -2.0747836E+01  -7.8024250E+00
   44.4000   1.4824463E+04   2.1776472E+02   2.1776472E+02  -2.0764994E+01  -7.8489159E+00
   44.5000   1.4358108E+04   3.0563052E+02   3.0563052E+02  -2.0781585E+01  -7.9006844E+00
   44.6000   1.3993248E+04   3.8674888E+02   3.8674888E+02  -2.0797587E+01  -7.9571491E+00
   44.7000   1.3740332E+04   4.5734110E+02   4.5734110E+02  -2.0812980E+01  -8.0176825E+00
   44.8000   1.3589414E+04   5.1550262E+02   5.1550262E+02  -2.0827744E+01  -8.0816219E+00
   44.9000   1.3489475E+04   5.5817763E+02   5.5817763E+02  -2.0841868E+01  -8.1482804E+00
   45.0000   1.3384436E+04   5.8379017E+02   5.8379017E+02  -2.0855341E+01  -8.2169562E+00
   45.1000   1.3253843E+04   5.9153009E+02   5.9153009E+02  -2.0868161E+01  -8.2869405E+00
   45.2000   1.3108441E+04   5.8032522E+02   5.8032522E+02  -2.0880330E+01  -8.3575228E+00
   45.3000   1.2966095E+04   5.5238715E+02   5.5238715E+02  -2.0891853E+01  -8.4279969E+00
   45.4000   1.2839860E+04   5.0834208E+02   5.0834208E+02  -2.0902743E+01  -8.4976650E+00
   45.5000   1.2736953E+04   4.4955090E+02   4.4955090E+02  -2.0913013E+01  -8.5658415E+00
   45.6000   1.2661027E+04   3.7819006E+02   3.7819006E+02  -2.0922683E+01  -8.6318560E+00
   45.7000   1.2615044E+04   2.9696542E+02   2.9696542E+02  -2.0931773E+01  -8.6950570E+00
   45.8000   1.2602906E+04   2.0919266E+02   2.0919266E+02  -2.0940304E+01  -8.7548168E+00
   45.9000   1.2630050E+04   1.1954776E+02   1.1954776E+02  -2.0948301E+01  -8.8105365E+00
   46.0000   1.2703350E+04   4.6041092E+01   4.6041092E+01  -2.0955782E+01  -8.8616530E+00
   46.1000   1.2830313E+04   8.4922031E+01   8.4922031E+01  -2.0962770E+01  -8.9076460E+00
   46.2000   1.3017400E+04   1.6552307E+02   1.6552307E+02  -2.0969279E+01  -8.9480451E+00
   46.3000   1.3268522E+04   2.4268554E+02   2.4268554E+02  -2.0975325E+01  -8.9824374E+00
   46.4000   1.3584940E+04   3.1248060E+02   3.1248060E+02  -2.0980916E+01  -9.0104737E+00
   46.5000   1.3966651E+04   3.8503126E+02   3.8503126E+02  -2.0986057E+01  -9.0318747E+00
   46.6000   1.4413616E+04   4.5449487E+02   4.5449487E+02  -2.0990747E+01  -9.0464345E+00
   46.7000   1.4925565E+04   5.2991404E+02   5.2991404E+02  -2.0994982E+01  -9.0540240E+00
   46.8000   1.5501244E+04   6.1600154E+02   6.1600154E+02  -2.0998751E+01  -9.0545935E+00
   46.9000   1.6137848E+04   7.2126769E+02   7.2126769E+02  -2.1002039E+01  -9.0481707E+00
   47.0000   1.6830578E+04   8.4809094E+02   8.4809094E+02  -2.1004828E+01  -9.0348603E+00
   47.1000   1.7572634E+04   1.1381120E+03   1.1381120E+03  -2.1007095E+01  -9.0148415E+00
   47.2000   1.8355117E+04   2.9348745E+03   2.9348745E+03  -2.1008819E+01  -8.9883646E+00
   47.3000   1.9166188E+04   4.5225981E+03   4.5225981E+03  -2.1009973E+01  -8.9557568E+00
   47.4000   1.9995886E+04   4.8854517E+03   4.8854517E+03  -2.1010534E+01  -8.9174031E+00
   47.5000   2.0834614E+04   4.8150256E+03   4.8150256E+03  -2.1010479E+01  -8.8737260E+00
   47.6000   2.1673642E+04   4.9205053E+03   4.9205053E+03  -2.1009784E+01  -8.8251913E+00
   47.7000   2.2504277E+04   5.4143297E+03   5.4143297E+03  -2.1008431E+01  -8.7723096E+00
   47.8000   2.3317377E+04   6.0520214E+03   6.0520214E+03  -2.1006405E+01  -8.7156355E+00
   47.9000   2.4103262E+04   6.6336821E+03   6.6336821E+03  -2.1003694E+01  -8.6557619E+00
   48.0000   2.4851865E+04   7.0900401E+03   7.0900401E+03  -2.1000293E+01  -8.5933138E+00
   48.1000   2.5552990E+04   7.4241561E+03   7.4241561E+03  -2.0996201E+01  -8.5289428E+00
   48.2000   2.6196663E+04   7.6512271E+03   7.6512271E+03  -2.0991422E+01  -8.4633219E+00
   48.3000   2.6773565E+04   7.7781571E+03   7.7781571E+03  -2.0985965E+01  -8.3971380E+00
   48.4000   2.7275474E+04   7.8068012E+03   7.8068012E+03  -2.0979844E+01  -8.3310847E+00
   48.5000   2.7695747E+04   7.7312277E+03   7.7312277E+03  -2.0973079E+01  -8.2658526E+00
   48.6000   2.8029687E+04   7.5288895E+03   7.5288895E+03  -2.0965694E+01  -8.2021199E+00
   48.7000   2.8274494E+04   7.1878270E+03   7.1878270E+03  -2.0957715E+01  -8.1405415E+00
   48.8000   2.8429209E+04   6.7358483E+03   6.7358483E+03  -2.0949172E+01  -8.0817396E+00
   48.9000   2.8494796E+04   6.2068191E+03   6.2068191E+03  -2.0940095E+01  -8.0262964E+00
   49.0000   2.8473911E+04   5.6234392E+03   5.6234392E+03  -2.0930517E+01  -7.9747480E+00
   49.1000   2.8370719E+04   4.9878905E+03   4.9878905E+03  -2.0920468E+01  -7.9275805E+00
   49.2000   2.8190697E+04   4.3088755E+03   4.3088755E+03  -2.0909977E+01  -7.8852267E+00
   49.3000   2.7940351E+04   3.6093591E+03   3.6093591E+03  -2.0899067E+01  -7.8480655E+00
   49.4000   2.7626993E+04   2.9178470E+03   2.9178470E+03  -2.0887759E+01  -7.8164219E+00
   49.5000   2.7258459E+04   2.2605100E+03   2.2605100E+03  -2.0876070E+01  -7.7905684E+00
   49.6000   2.6842696E+04   1.6600816E+03   1.6600816E+03  -2.0864009E+01  -7.7707265E+00
   49.7000   2.6387710E+04   1.1404345E+03   1.1404345E+03  -2.0851582E+01  -7.7570680E+00
   49.8000   2.5901554E+04   7.2849622E+02   7.2849622E+02  -2.0838790E+01  -7.7497150E+00
   49.9000   2.5392375E+04   4.4477682E+02   4.4477682E+02  -2.0825627E+01  -7.7487391E+00
   50.0000   2.4868573E+04   2.9070448E+02   2.9070448E+02  -2.0812082E+01  -7.7541573E+00
   50.1000   2.4338797E+04   2.4040228E+02   2.4040228E+02  -2.0798139E+01  -7.7659268E+00
   50.2000   2.3811918E+04   2.2250256E+02   2.2250256E+02  -2.0783778E+01  -7.7839412E+00
   50.3000   2.3296999E+04   1.2819761E+02   1.2819761E+02  -2.0768978E+01  -7.8080256E+00
