      Time         Node0px         Node0py         Node0pz         Node1px         Node1py         Node1pz         Node2px         Node2py         Node2pz         Node3px         Node3py         Node3pz 
       (s)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m) 
    0.0010   2.6859407E-01   4.0131534E-19  -2.0011323E+01   2.2228276E-01  -7.3031740E-21  -1.6678311E+01   1.7597145E-01  -4.1592169E-19  -1.3345300E+01   1.2966015E-01  -8.2454016E-19  -1.0012288E+01
    0.0020   2.6850567E-01   4.0323079E-19  -2.0011256E+01   2.2222007E-01  -7.9944439E-21  -1.6678244E+01   1.7593446E-01  -4.1921968E-19  -1.3345232E+01   1.2964885E-01  -8.3044488E-19  -1.0012220E+01
    0.0030   2.6823145E-01   4.0503501E-19  -2.0011056E+01   2.2204524E-01  -8.6772625E-21  -1.6678043E+01   1.7585904E-01  -4.2238953E-19  -1.3345029E+01   1.2967283E-01  -8.3610176E-19  -1.0012016E+01
    0.0040   2.6777125E-01   4.0669705E-19  -2.0010729E+01   2.2175822E-01  -9.3332344E-21  -1.6677713E+01   1.7574519E-01  -4.2536352E-19  -1.3344697E+01   1.2973216E-01  -8.4139376E-19  -1.0011681E+01
    0.0050   2.6712492E-01   4.0818616E-19  -2.0010280E+01   2.2135893E-01  -9.9437095E-21  -1.6677261E+01   1.7559293E-01  -4.2807358E-19  -1.3344242E+01   1.2982694E-01  -8.4620342E-19  -1.0011223E+01
    0.0060   2.6629240E-01   4.0947178E-19  -2.0009721E+01   2.2084736E-01  -1.0489776E-20  -1.6676698E+01   1.7540232E-01  -4.3045134E-19  -1.3343674E+01   1.2995729E-01  -8.5041286E-19  -1.0010651E+01
    0.0070   2.6527383E-01   4.1052354E-19  -2.0009064E+01   2.2022365E-01  -1.0952266E-20  -1.6676035E+01   1.7517347E-01  -4.3242807E-19  -1.3343006E+01   1.3012330E-01  -8.5390384E-19  -1.0009977E+01
    0.0080   2.6406975E-01   4.1131130E-19  -2.0008321E+01   2.1948817E-01  -1.1311779E-20  -1.6675286E+01   1.7490658E-01  -4.3393486E-19  -1.3342251E+01   1.3032499E-01  -8.5655791E-19  -1.0009216E+01
    0.0090   2.6268127E-01   4.1180525E-19  -2.0007510E+01   2.1864162E-01  -1.1548725E-20  -1.6674468E+01   1.7460197E-01  -4.3490270E-19  -1.3341425E+01   1.3056232E-01  -8.5825663E-19  -1.0008383E+01
    0.0100   2.6111021E-01   4.1197594E-19  -2.0006646E+01   2.1768516E-01  -1.1643388E-20  -1.6673596E+01   1.7426012E-01  -4.3526271E-19  -1.3340545E+01   1.3083508E-01  -8.5888200E-19  -1.0007495E+01
    0.0110   2.5935932E-01   4.1179445E-19  -2.0005747E+01   2.1662051E-01  -1.1576015E-20  -1.6672687E+01   1.7388171E-01  -4.3494648E-19  -1.3339628E+01   1.3114291E-01  -8.5831690E-19  -1.0006569E+01
    0.0120   2.5743241E-01   4.1123251E-19  -2.0004828E+01   2.1545001E-01  -1.1326931E-20  -1.6671759E+01   1.7346762E-01  -4.3388638E-19  -1.3338690E+01   1.3148522E-01  -8.5644578E-19  -1.0005622E+01
    0.0130   2.5533445E-01   4.1026270E-19  -2.0003908E+01   2.1417671E-01  -1.0876668E-20  -1.6670829E+01   1.7301897E-01  -4.3201604E-19  -1.3337749E+01   1.3186123E-01  -8.5315537E-19  -1.0004670E+01
    0.0140   2.5307167E-01   4.0885859E-19  -2.0003001E+01   2.1280440E-01  -1.0206119E-20  -1.6669910E+01   1.7253713E-01  -4.2927083E-19  -1.3336820E+01   1.3226986E-01  -8.4833551E-19  -1.0003730E+01
    0.0150   2.5065161E-01   4.0699500E-19  -2.0002121E+01   2.1133767E-01  -9.2967052E-21  -1.6669019E+01   1.7202374E-01  -4.2558841E-19  -1.3335918E+01   1.3270981E-01  -8.4188007E-19  -1.0002817E+01
    0.0160   2.4808305E-01   4.0464815E-19  -2.0001282E+01   2.0978186E-01  -8.1305482E-21  -1.6668169E+01   1.7148068E-01  -4.2090925E-19  -1.3335055E+01   1.3317950E-01  -8.3368791E-19  -1.0001942E+01
    0.0170   2.4537602E-01   4.0179592E-19  -2.0000495E+01   2.0814305E-01  -6.6906457E-21  -1.6667370E+01   1.7091007E-01  -4.1517721E-19  -1.3334244E+01   1.3367709E-01  -8.2366374E-19  -1.0001119E+01
    0.0180   2.4254166E-01   3.9841799E-19  -1.9999769E+01   2.0642795E-01  -4.9610411E-21  -1.6666631E+01   1.7031425E-01  -4.0834007E-19  -1.3333493E+01   1.3420054E-01  -8.1171906E-19  -1.0000356E+01
    0.0190   2.3959205E-01   3.9449602E-19  -1.9999111E+01   2.0464389E-01  -2.9269802E-21  -1.6665960E+01   1.6969574E-01  -4.0034998E-19  -1.3332810E+01   1.3474759E-01  -7.9777295E-19  -9.9996603E+00
    0.0200   2.3654003E-01   3.9001379E-19  -1.9998526E+01   2.0279862E-01  -5.7504864E-22  -1.6665363E+01   1.6905721E-01  -3.9116389E-19  -1.3332200E+01   1.3531580E-01  -7.8175269E-19  -9.9990381E+00
    0.0210   2.3339899E-01   3.8495717E-19  -1.9998017E+01   2.0090020E-01   2.1067185E-21  -1.6664842E+01   1.6840142E-01  -3.8074373E-19  -1.3331667E+01   1.3590264E-01  -7.6359414E-19  -9.9984921E+00
    0.0220   2.3018255E-01   3.7931202E-19  -1.9997573E+01   1.9895677E-01   5.1288208E-21  -1.6664386E+01   1.6773100E-01  -3.6905438E-19  -1.3331199E+01   1.3650523E-01  -7.4323754E-19  -9.9980118E+00
    0.0230   2.2690425E-01   3.7306708E-19  -1.9997184E+01   1.9697641E-01   8.5001322E-21  -1.6663985E+01   1.6704858E-01  -3.5606682E-19  -1.3330786E+01   1.3712074E-01  -7.2063373E-19  -9.9975875E+00
    0.0240   2.2357713E-01   3.6621365E-19  -1.9996842E+01   1.9496691E-01   1.2227916E-20  -1.6663631E+01   1.6635669E-01  -3.4175782E-19  -1.3330420E+01   1.3774647E-01  -6.9574352E-19  -9.9972099E+00
    0.0250   2.2021341E-01   3.5874540E-19  -1.9996536E+01   1.9293557E-01   1.6317885E-20  -1.6663314E+01   1.6565772E-01  -3.2610963E-19  -1.3330092E+01   1.3837988E-01  -6.6853711E-19  -9.9968704E+00
    0.0260   2.1682421E-01   3.5065815E-19  -1.9996258E+01   1.9088902E-01   2.0774302E-20  -1.6663026E+01   1.6495384E-01  -3.0910954E-19  -1.3329793E+01   1.3901865E-01  -6.3899336E-19  -9.9965609E+00
    0.0270   2.1341932E-01   3.4194959E-19  -1.9996002E+01   1.8883314E-01   2.5600118E-20  -1.6662760E+01   1.6424695E-01  -2.9074935E-19  -1.3329517E+01   1.3966077E-01  -6.0709879E-19  -9.9962744E+00
    0.0280   2.1000710E-01   3.3261898E-19  -1.9995762E+01   1.8677291E-01   3.0797136E-20  -1.6662509E+01   1.6353871E-01  -2.7102471E-19  -1.3329257E+01   1.4030452E-01  -5.7284652E-19  -9.9960049E+00
    0.0290   2.0659440E-01   3.2266685E-19  -1.9995532E+01   1.8471243E-01   3.6366189E-20  -1.6662270E+01   1.6283045E-01  -2.4993447E-19  -1.3329009E+01   1.4094848E-01  -5.3623511E-19  -9.9957474E+00
    0.0300   2.0318579E-01   3.1209463E-19  -1.9995309E+01   1.8265444E-01   4.2307306E-20  -1.6662039E+01   1.6212308E-01  -2.2748002E-19  -1.3328768E+01   1.4159172E-01  -4.9726732E-19  -9.9954986E+00
    0.0310   1.9978011E-01   3.0090353E-19  -1.9995094E+01   1.8059824E-01   4.8620102E-20  -1.6661815E+01   1.6141636E-01  -2.0366333E-19  -1.3328537E+01   1.4223448E-01  -4.5594673E-19  -9.9952593E+00
    0.0320   1.9637730E-01   2.8909455E-19  -1.9994886E+01   1.7854379E-01   5.5304377E-20  -1.6661601E+01   1.6071028E-01  -1.7848580E-19  -1.3328315E+01   1.4287676E-01  -4.1227596E-19  -9.9950296E+00
    0.0330   1.9297732E-01   2.7666870E-19  -1.9994687E+01   1.7649107E-01   6.2359937E-20  -1.6661394E+01   1.6000483E-01  -1.5194883E-19  -1.3328102E+01   1.4351858E-01  -3.6625757E-19  -9.9948095E+00
    0.0340   1.8958013E-01   2.6362696E-19  -1.9994496E+01   1.7444007E-01   6.9786591E-20  -1.6661197E+01   1.5930001E-01  -1.2405378E-19  -1.3327898E+01   1.4415995E-01  -3.1789413E-19  -9.9945989E+00
    0.0350   1.8618573E-01   2.4997030E-19  -1.9994312E+01   1.7239077E-01   7.7584152E-20  -1.6661007E+01   1.5859581E-01  -9.4802000E-20  -1.3327702E+01   1.4480085E-01  -2.6718814E-19  -9.9943979E+00
    0.0360   1.8279409E-01   2.3569971E-19  -1.9994137E+01   1.7034316E-01   8.5752435E-20  -1.6660826E+01   1.5789223E-01  -6.4194841E-20  -1.3327516E+01   1.4544130E-01  -2.1414210E-19  -9.9942064E+00
    0.0370   1.7940522E-01   2.2081615E-19  -1.9993969E+01   1.6829725E-01   9.4291253E-20  -1.6660654E+01   1.5718927E-01  -3.2233639E-20  -1.3327339E+01   1.4608130E-01  -1.5875852E-19  -9.9940245E+00
    0.0380   1.7601912E-01   2.0532057E-19  -1.9993809E+01   1.6625303E-01   1.0320042E-19  -1.6660490E+01   1.5648693E-01   1.0802687E-21  -1.3327171E+01   1.4672084E-01  -1.0103987E-19  -9.9938521E+00
    0.0390   1.7263579E-01   1.8921395E-19  -1.9993657E+01   1.6421050E-01   1.1247975E-19  -1.6660334E+01   1.5578521E-01   3.5745552E-20  -1.3327012E+01   1.4735992E-01  -4.0988641E-20  -9.9936892E+00
    0.0400   1.6925522E-01   1.7249724E-19  -1.9993513E+01   1.6216966E-01   1.2212906E-19  -1.6660187E+01   1.5508410E-01   7.1760885E-20  -1.3326861E+01   1.4799854E-01   2.1392712E-20  -9.9935358E+00
    0.0410   1.6587742E-01   1.5517138E-19  -1.9993377E+01   1.6013052E-01   1.3214816E-19  -1.6660049E+01   1.5438361E-01   1.0912494E-19  -1.3326720E+01   1.4863671E-01   8.6101725E-20  -9.9933919E+00
    0.0420   1.6250237E-01   1.3723733E-19  -1.9993249E+01   1.5809306E-01   1.4253687E-19  -1.6659918E+01   1.5368374E-01   1.4783641E-19  -1.3326588E+01   1.4927442E-01   1.5313595E-19  -9.9932574E+00
    0.0430   1.5913009E-01   1.1869635E-19  -1.9993128E+01   1.5605728E-01   1.5329508E-19  -1.6659796E+01   1.5298448E-01   1.8789381E-19  -1.3326464E+01   1.4991168E-01   2.2249254E-19  -9.9931324E+00
    0.0440   1.5576056E-01   9.9549517E-20  -1.9993015E+01   1.5402320E-01   1.6442265E-19  -1.6659682E+01   1.5228583E-01   2.2929578E-19  -1.3326349E+01   1.5054847E-01   2.9416891E-19  -9.9930168E+00
    0.0450   1.5239378E-01   7.9797538E-20  -1.9992911E+01   1.5199079E-01   1.7591933E-19  -1.6659577E+01   1.5158780E-01   2.7204113E-19  -1.3326244E+01   1.5118481E-01   3.6816292E-19  -9.9929106E+00
    0.0460   1.4902975E-01   5.9441138E-20  -1.9992813E+01   1.4996007E-01   1.8778490E-19  -1.6659480E+01   1.5089038E-01   3.1612866E-19  -1.3326147E+01   1.5182069E-01   4.4447241E-19  -9.9928139E+00
    0.0470   1.4566848E-01   3.8481201E-20  -1.9992724E+01   1.4793102E-01   2.0001915E-19  -1.6659392E+01   1.5019357E-01   3.6155710E-19  -1.3326059E+01   1.5245611E-01   5.2309504E-19  -9.9927265E+00
    0.0480   1.4230995E-01   1.6918551E-20  -1.9992643E+01   1.4590366E-01   2.1262188E-19  -1.6659311E+01   1.4949737E-01   4.0832521E-19  -1.3325980E+01   1.5309107E-01   6.0402853E-19  -9.9926485E+00
    0.0490   1.3895417E-01  -5.2459779E-21  -1.9992569E+01   1.4387797E-01   2.2559288E-19  -1.6659239E+01   1.4880177E-01   4.5643173E-19  -1.3325909E+01   1.5372558E-01   6.8727057E-19  -9.9925798E+00
    0.0500   1.3560113E-01  -2.8011551E-20  -1.9992503E+01   1.4185396E-01   2.3893193E-19  -1.6659175E+01   1.4810679E-01   5.0587541E-19  -1.3325848E+01   1.5435962E-01   7.7281887E-19  -9.9925205E+00
    0.0510   1.3225084E-01  -5.1377338E-20  -1.9992445E+01   1.3983162E-01   2.5263883E-19  -1.6659120E+01   1.4741241E-01   5.5665500E-19  -1.3325795E+01   1.5499320E-01   8.6067113E-19  -9.9924705E+00
    0.0520   1.2890328E-01  -7.5342510E-20  -1.9992394E+01   1.3781096E-01   2.6671336E-19  -1.6659073E+01   1.4671864E-01   6.0876924E-19  -1.3325751E+01   1.5562632E-01   9.5082508E-19  -9.9924298E+00
    0.0530   1.2555846E-01  -9.9906240E-20  -1.9992351E+01   1.3579197E-01   2.8115532E-19  -1.6659034E+01   1.4602548E-01   6.6221688E-19  -1.3325716E+01   1.5625898E-01   1.0432784E-18  -9.9923984E+00
    0.0540   1.2221638E-01  -1.2506770E-19  -1.9992316E+01   1.3377465E-01   2.9596449E-19  -1.6659003E+01   1.4533291E-01   7.1699669E-19  -1.3325689E+01   1.5689118E-01   1.1380288E-18  -9.9923762E+00
    0.0550   1.1887704E-01  -1.5082608E-19  -1.9992289E+01   1.3175900E-01   3.1114066E-19  -1.6658980E+01   1.4464096E-01   7.7310739E-19  -1.3325672E+01   1.5752292E-01   1.2350741E-18  -9.9923634E+00
    0.0560   1.1554042E-01  -1.7718055E-19  -1.9992269E+01   1.2974501E-01   3.2668360E-19  -1.6658966E+01   1.4394960E-01   8.3054776E-19  -1.3325663E+01   1.5815419E-01   1.3344119E-18  -9.9923598E+00
    0.0570   1.1220654E-01  -2.0413029E-19  -1.9992257E+01   1.2773269E-01   3.4259312E-19  -1.6658960E+01   1.4325885E-01   8.8931653E-19  -1.3325662E+01   1.5878500E-01   1.4360399E-18  -9.9923654E+00
    0.0580   1.0887539E-01  -2.3167449E-19  -1.9992253E+01   1.2572204E-01   3.5886899E-19  -1.6658962E+01   1.4256870E-01   9.4941247E-19  -1.3325671E+01   1.5941535E-01   1.5399559E-18  -9.9923803E+00
    0.0590   1.0554696E-01  -2.5981234E-19  -1.9992256E+01   1.2371305E-01   3.7551099E-19  -1.6658972E+01   1.4187914E-01   1.0108343E-18  -1.3325688E+01   1.6004523E-01   1.6461576E-18  -9.9924044E+00
    0.0600   1.0222126E-01  -2.8854302E-19  -1.9992267E+01   1.2170573E-01   3.9251891E-19  -1.6658990E+01   1.4119019E-01   1.0735808E-18  -1.3325714E+01   1.6067465E-01   1.7546427E-18  -9.9924376E+00
    0.0610   9.8898290E-02  -3.1786572E-19  -1.9992285E+01   1.1970006E-01   4.0989252E-19  -1.6659017E+01   1.4050184E-01   1.1376508E-18  -1.3325748E+01   1.6130361E-01   1.8654089E-18  -9.9924800E+00
    0.0620   9.5578038E-02  -3.4777964E-19  -1.9992311E+01   1.1769606E-01   4.2763161E-19  -1.6659051E+01   1.3981408E-01   1.2030429E-18  -1.3325791E+01   1.6193210E-01   1.9784541E-18  -9.9925316E+00
    0.0630   9.2260507E-02  -3.7828397E-19  -1.9992345E+01   1.1569371E-01   4.4573596E-19  -1.6659094E+01   1.3912692E-01   1.2697559E-18  -1.3325843E+01   1.6256012E-01   2.0937758E-18  -9.9925924E+00
    0.0640   8.8945696E-02  -4.0937791E-19  -1.9992387E+01   1.1369302E-01   4.6420535E-19  -1.6659145E+01   1.3844035E-01   1.3377886E-18  -1.3325904E+01   1.6318768E-01   2.2113718E-18  -9.9926623E+00
    0.0650   8.5633602E-02  -4.4106066E-19  -1.9992436E+01   1.1169399E-01   4.8303955E-19  -1.6659204E+01   1.3775438E-01   1.4071398E-18  -1.3325973E+01   1.6381477E-01   2.3312399E-18  -9.9927413E+00
    0.0660   8.2324225E-02  -4.7333142E-19  -1.9992492E+01   1.0969662E-01   5.0223835E-19  -1.6659271E+01   1.3706901E-01   1.4778081E-18  -1.3326050E+01   1.6444139E-01   2.4533778E-18  -9.9928294E+00
    0.0670   7.9017564E-02  -5.0618939E-19  -1.9992556E+01   1.0770089E-01   5.2180151E-19  -1.6659346E+01   1.3638422E-01   1.5497924E-18  -1.3326136E+01   1.6506755E-01   2.5777832E-18  -9.9929266E+00
    0.0680   7.5713615E-02  -5.3963377E-19  -1.9992628E+01   1.0570682E-01   5.4172881E-19  -1.6659430E+01   1.3570003E-01   1.6230914E-18  -1.3326231E+01   1.6569324E-01   2.7044539E-18  -9.9930328E+00
    0.0690   7.2412379E-02  -5.7366378E-19  -1.9992707E+01   1.0371441E-01   5.6202003E-19  -1.6659521E+01   1.3501643E-01   1.6977038E-18  -1.3326334E+01   1.6631845E-01   2.8333875E-18  -9.9931482E+00
    0.0700   6.9113854E-02  -6.0827861E-19  -1.9992794E+01   1.0172364E-01   5.8267494E-19  -1.6659620E+01   1.3433342E-01   1.7736285E-18  -1.3326446E+01   1.6694320E-01   2.9645820E-18  -9.9932725E+00
    0.0710   6.5818037E-02  -6.4347749E-19  -1.9992888E+01   9.9734520E-02   6.0369332E-19  -1.6659727E+01   1.3365100E-01   1.8508641E-18  -1.3326567E+01   1.6756748E-01   3.0980348E-18  -9.9934059E+00
    0.0720   6.2524929E-02  -6.7925963E-19  -1.9992990E+01   9.7747051E-02   6.2507493E-19  -1.6659843E+01   1.3296917E-01   1.9294095E-18  -1.3326695E+01   1.6819129E-01   3.2337439E-18  -9.9935483E+00
    0.0730   5.9234527E-02  -7.1562423E-19  -1.9993099E+01   9.5761228E-02   6.4681955E-19  -1.6659966E+01   1.3228793E-01   2.0092633E-18  -1.3326833E+01   1.6881463E-01   3.3717070E-18  -9.9936998E+00
    0.0740   5.5946830E-02  -7.5257052E-19  -1.9993216E+01   9.3777052E-02   6.6892695E-19  -1.6660097E+01   1.3160727E-01   2.0904244E-18  -1.3326979E+01   1.6943749E-01   3.5119217E-18  -9.9938602E+00
    0.0750   5.2661838E-02  -7.9009771E-19  -1.9993340E+01   9.1794521E-02   6.9139689E-19  -1.6660237E+01   1.3092720E-01   2.1728915E-18  -1.3327133E+01   1.7005988E-01   3.6543859E-18  -9.9940295E+00
    0.0760   4.9379548E-02  -8.2820502E-19  -1.9993472E+01   8.9813634E-02   7.1422915E-19  -1.6660384E+01   1.3024772E-01   2.2566633E-18  -1.3327296E+01   1.7068180E-01   3.7990973E-18  -9.9942078E+00
    0.0770   4.6099959E-02  -8.6689168E-19  -1.9993611E+01   8.7834390E-02   7.3742348E-19  -1.6660539E+01   1.2956882E-01   2.3417386E-18  -1.3327467E+01   1.7130325E-01   3.9460537E-18  -9.9943951E+00
    0.0780   4.2823070E-02  -9.0615691E-19  -1.9993758E+01   8.5856788E-02   7.6097967E-19  -1.6660702E+01   1.2889051E-01   2.4281162E-18  -1.3327647E+01   1.7192422E-01   4.0952527E-18  -9.9945913E+00
    0.0790   3.9548881E-02  -9.4599993E-19  -1.9993912E+01   8.3880826E-02   7.8489747E-19  -1.6660873E+01   1.2821277E-01   2.5157949E-18  -1.3327835E+01   1.7254471E-01   4.2466921E-18  -9.9947964E+00
    0.0800   3.6277389E-02  -9.8641997E-19  -1.9994073E+01   8.1906505E-02   8.0917665E-19  -1.6661052E+01   1.2753562E-01   2.6047733E-18  -1.3328031E+01   1.7316473E-01   4.4003697E-18  -9.9950104E+00
    0.0810   3.3008594E-02  -1.0274163E-18  -1.9994242E+01   7.9933822E-02   8.3381697E-19  -1.6661239E+01   1.2685905E-01   2.6950502E-18  -1.3328236E+01   1.7378427E-01   4.5562833E-18  -9.9952333E+00
    0.0820   2.9742494E-02  -1.0689880E-18  -1.9994419E+01   7.7962778E-02   8.5881820E-19  -1.6661434E+01   1.2618306E-01   2.7866244E-18  -1.3328449E+01   1.7440334E-01   4.7144305E-18  -9.9954650E+00
    0.0830   2.6479089E-02  -1.1111345E-18  -1.9994602E+01   7.5993370E-02   8.8418010E-19  -1.6661637E+01   1.2550765E-01   2.8794947E-18  -1.3328671E+01   1.7502193E-01   4.8748091E-18  -9.9957056E+00
    0.0840   2.3218377E-02  -1.1538549E-18  -1.9994793E+01   7.4025598E-02   9.0990243E-19  -1.6661847E+01   1.2483282E-01   2.9736598E-18  -1.3328901E+01   1.7564003E-01   5.0374170E-18  -9.9959550E+00
    0.0850   1.9960357E-02  -1.1971486E-18  -1.9994992E+01   7.2059461E-02   9.3598494E-19  -1.6662066E+01   1.2415856E-01   3.0691184E-18  -1.3329139E+01   1.7625766E-01   5.2022517E-18  -9.9962133E+00
    0.0860   1.6705029E-02  -1.2410146E-18  -1.9995198E+01   7.0094958E-02   9.6242741E-19  -1.6662292E+01   1.2348489E-01   3.1658694E-18  -1.3329386E+01   1.7687481E-01   5.3693112E-18  -9.9964803E+00
    0.0870   1.3452390E-02  -1.2854523E-18  -1.9995411E+01   6.8132088E-02   9.8922958E-19  -1.6662526E+01   1.2281179E-01   3.2639114E-18  -1.3329641E+01   1.7749148E-01   5.5385931E-18  -9.9967562E+00
    0.0880   1.0202441E-02  -1.3304609E-18  -1.9995631E+01   6.6170850E-02   1.0163912E-18  -1.6662768E+01   1.2213926E-01   3.3632433E-18  -1.3329904E+01   1.7810766E-01   5.7100952E-18  -9.9970408E+00
    0.0890   6.9551797E-03  -1.3760396E-18  -1.9995859E+01   6.4211243E-02   1.0439121E-18  -1.6663017E+01   1.2146731E-01   3.4638637E-18  -1.3330176E+01   1.7872337E-01   5.8838152E-18  -9.9973342E+00
    0.0900   3.7106057E-03  -1.4221877E-18  -1.9996094E+01   6.2253267E-02   1.0717919E-18  -1.6663275E+01   1.2079593E-01   3.5657715E-18  -1.3330455E+01   1.7933858E-01   6.0597509E-18  -9.9976363E+00
    0.0910   4.6871799E-04  -1.4689045E-18  -1.9996336E+01   6.0296920E-02   1.1000305E-18  -1.6663540E+01   1.2012512E-01   3.6689654E-18  -1.3330743E+01   1.7995332E-01   6.2379001E-18  -9.9979471E+00
    0.0920  -2.7704843E-03  -1.5161891E-18  -1.9996586E+01   5.8342202E-02   1.1286275E-18  -1.6663813E+01   1.1945489E-01   3.7734441E-18  -1.3331040E+01   1.8056757E-01   6.4182605E-18  -9.9982667E+00
    0.0930  -6.0070022E-03  -1.5640408E-18  -1.9996843E+01   5.6389111E-02   1.1575828E-18  -1.6664093E+01   1.1878522E-01   3.8792065E-18  -1.3331344E+01   1.8118133E-01   6.6008299E-18  -9.9985950E+00
    0.0940  -9.2406966E-03  -1.6124535E-18  -1.9997103E+01   5.4437636E-02   1.1868956E-18  -1.6664378E+01   1.1811597E-01   3.9862448E-18  -1.3331653E+01   1.8179429E-01   6.7855937E-18  -9.9989281E+00
    0.0950  -1.2471266E-02  -1.6614139E-18  -1.9997359E+01   5.2487746E-02   1.2165646E-18  -1.6664658E+01   1.1744676E-01   4.0945432E-18  -1.3331958E+01   1.8240576E-01   6.9725215E-18  -9.9992578E+00
    0.0960  -1.5698452E-02  -1.7109096E-18  -1.9997602E+01   5.0539410E-02   1.2465885E-18  -1.6664927E+01   1.1677727E-01   4.2040866E-18  -1.3332252E+01   1.8301513E-01   7.1615845E-18  -9.9995769E+00
    0.0970  -1.8922008E-02  -1.7609278E-18  -1.9997827E+01   4.8592594E-02   1.2769659E-18  -1.6665177E+01   1.1610720E-01   4.3148596E-18  -1.3332528E+01   1.8362179E-01   7.3527530E-18  -9.9998785E+00
    0.0980  -2.2141700E-02  -1.8114555E-18  -1.9998026E+01   4.6647261E-02   1.3076953E-18  -1.6665403E+01   1.1543622E-01   4.4268461E-18  -1.3332779E+01   1.8422518E-01   7.5459967E-18  -1.0000156E+01
    0.0990  -2.5357317E-02  -1.8624799E-18  -1.9998195E+01   4.4703371E-02   1.3387753E-18  -1.6665597E+01   1.1476406E-01   4.5400306E-18  -1.3333000E+01   1.8482474E-01   7.7412855E-18  -1.0000404E+01
    0.1000  -2.8568672E-02  -1.9139885E-18  -1.9998326E+01   4.2760883E-02   1.3702045E-18  -1.6665756E+01   1.1409044E-01   4.6543974E-18  -1.3333186E+01   1.8541999E-01   7.9385900E-18  -1.0000616E+01
    0.1010  -3.1775607E-02  -1.9659694E-18  -1.9998416E+01   4.0819757E-02   1.4019813E-18  -1.6665873E+01   1.1341512E-01   4.7699320E-18  -1.3333330E+01   1.8601048E-01   8.1378825E-18  -1.0000788E+01
    0.1020  -3.4978001E-02  -2.0184119E-18  -1.9998461E+01   3.8879952E-02   1.4341045E-18  -1.6665946E+01   1.1273790E-01   4.8866209E-18  -1.3333431E+01   1.8659585E-01   8.3391370E-18  -1.0000916E+01
    0.1030  -3.8175767E-02  -2.0713064E-18  -1.9998459E+01   3.6941427E-02   1.4665727E-18  -1.6665972E+01   1.1205862E-01   5.0044517E-18  -1.3333485E+01   1.8717581E-01   8.5423305E-18  -1.0000998E+01
    0.1040  -4.1368859E-02  -2.1246446E-18  -1.9998406E+01   3.5004144E-02   1.4993848E-18  -1.6665948E+01   1.1137715E-01   5.1234141E-18  -1.3333489E+01   1.8775015E-01   8.7474432E-18  -1.0001031E+01
    0.1050  -4.4557275E-02  -2.1784202E-18  -1.9998303E+01   3.3068068E-02   1.5325397E-18  -1.6665874E+01   1.1069341E-01   5.2434995E-18  -1.3333444E+01   1.8831875E-01   8.9544590E-18  -1.0001015E+01
    0.1060  -4.7741052E-02  -2.2326286E-18  -1.9998150E+01   3.1133164E-02   1.5660365E-18  -1.6665750E+01   1.1000738E-01   5.3647016E-18  -1.3333350E+01   1.8888159E-01   9.1633663E-18  -1.0000950E+01
    0.1070  -5.0920274E-02  -2.2872674E-18  -1.9997948E+01   2.9199403E-02   1.5998745E-18  -1.6665578E+01   1.0931908E-01   5.4870164E-18  -1.3333207E+01   1.8943875E-01   9.3741580E-18  -1.0000837E+01
    0.1080  -5.4095068E-02  -2.3423361E-18  -1.9997699E+01   2.7266756E-02   1.6340533E-18  -1.6665359E+01   1.0862858E-01   5.6104428E-18  -1.3333019E+01   1.8999040E-01   9.5868319E-18  -1.0000679E+01
    0.1090  -5.7265600E-02  -2.3978369E-18  -1.9997407E+01   2.5335201E-02   1.6685725E-18  -1.6665097E+01   1.0793600E-01   5.7349819E-18  -1.3332787E+01   1.9053680E-01   9.8013910E-18  -1.0000478E+01
    0.1100  -6.0432078E-02  -2.4537739E-18  -1.9997075E+01   2.3404716E-02   1.7034320E-18  -1.6664796E+01   1.0724151E-01   5.8606379E-18  -1.3332517E+01   1.9107830E-01   1.0017843E-17  -1.0000239E+01
    0.1110  -6.3596269E-02  -2.5101514E-18  -1.9996710E+01   2.1474359E-02   1.7386326E-18  -1.6664462E+01   1.0654499E-01   5.9874166E-18  -1.3332215E+01   1.9161561E-01   1.0236200E-17  -9.9999671E+00
    0.1120  -6.6769012E-02  -2.5669637E-18  -1.9996325E+01   1.9537689E-02   1.7741801E-18  -1.6664109E+01   1.0584439E-01   6.1153239E-18  -1.3331893E+01   1.9215108E-01   1.0456467E-17  -9.9996774E+00
    0.1130  -6.9959794E-02  -2.6242100E-18  -1.9995933E+01   1.7589102E-02   1.8100813E-18  -1.6663749E+01   1.0513800E-01   6.2443726E-18  -1.3331566E+01   1.9268689E-01   1.0678664E-17  -9.9993826E+00
    0.1140  -7.3177626E-02  -2.6818922E-18  -1.9995547E+01   1.5623284E-02   1.8463440E-18  -1.6663396E+01   1.0442419E-01   6.3745802E-18  -1.3331246E+01   1.9322510E-01   1.0902816E-17  -9.9990958E+00
    0.1150  -7.6430610E-02  -2.7400145E-18  -1.9995178E+01   1.3635471E-02   1.8829767E-18  -1.6663062E+01   1.0370155E-01   6.5059680E-18  -1.3330945E+01   1.9376762E-01   1.1128959E-17  -9.9988292E+00
    0.1160  -7.9725550E-02  -2.7985838E-18  -1.9994838E+01   1.1621677E-02   1.9199884E-18  -1.6662756E+01   1.0296890E-01   6.6385606E-18  -1.3330675E+01   1.9431612E-01   1.1357132E-17  -9.9985934E+00
