
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 09-Aug-2024 at 15:53:23.

 
 
 
      Time       LINE2NBPZ       LINE2NBPX       LINE3NBPZ       LINE3NBPX
       (s)             (m)             (m)             (m)             (m)
    2.5420  -1.7747240E+01  -9.2372513E+00  -3.1814753E+01  -1.7250361E+00
    2.5430  -1.7747162E+01  -9.2374039E+00  -3.1820356E+01  -1.7264792E+00
    2.5440  -1.7747082E+01  -9.2375603E+00  -3.1825974E+01  -1.7279124E+00
    2.5450  -1.7746998E+01  -9.2377195E+00  -3.1831602E+01  -1.7293390E+00
    2.5460  -1.7746910E+01  -9.2378817E+00  -3.1837236E+01  -1.7307620E+00
    2.5470  -1.7746817E+01  -9.2380476E+00  -3.1842869E+01  -1.7321849E+00
    2.5480  -1.7746716E+01  -9.2382154E+00  -3.1848499E+01  -1.7336105E+00
    2.5490  -1.7746611E+01  -9.2383862E+00  -3.1854126E+01  -1.7350389E+00
    2.5500  -1.7746498E+01  -9.2385588E+00  -3.1859749E+01  -1.7364699E+00
    2.5510  -1.7746378E+01  -9.2387333E+00  -3.1865368E+01  -1.7379034E+00
    2.5520  -1.7746252E+01  -9.2389116E+00  -3.1870983E+01  -1.7393395E+00
    2.5530  -1.7746120E+01  -9.2390919E+00  -3.1876595E+01  -1.7407781E+00
    2.5540  -1.7745983E+01  -9.2392750E+00  -3.1882202E+01  -1.7422192E+00
    2.5550  -1.7745842E+01  -9.2394629E+00  -3.1887808E+01  -1.7436627E+00
    2.5560  -1.7745695E+01  -9.2396536E+00  -3.1893410E+01  -1.7451087E+00
    2.5570  -1.7745544E+01  -9.2398491E+00  -3.1899008E+01  -1.7465571E+00
    2.5580  -1.7745392E+01  -9.2400494E+00  -3.1904602E+01  -1.7480080E+00
    2.5590  -1.7745239E+01  -9.2402563E+00  -3.1910194E+01  -1.7494612E+00
    2.5600  -1.7745085E+01  -9.2404680E+00  -3.1915783E+01  -1.7509167E+00
    2.5610  -1.7744928E+01  -9.2406864E+00  -3.1921368E+01  -1.7523745E+00
    2.5620  -1.7744774E+01  -9.2409124E+00  -3.1926949E+01  -1.7538347E+00
    2.5630  -1.7744621E+01  -9.2411451E+00  -3.1932528E+01  -1.7552973E+00
    2.5640  -1.7744469E+01  -9.2413845E+00  -3.1938103E+01  -1.7567620E+00
    2.5650  -1.7744316E+01  -9.2416315E+00  -3.1943674E+01  -1.7582291E+00
    2.5660  -1.7744165E+01  -9.2418852E+00  -3.1949244E+01  -1.7596985E+00
    2.5670  -1.7744015E+01  -9.2421465E+00  -3.1954809E+01  -1.7611701E+00
    2.5680  -1.7743866E+01  -9.2424145E+00  -3.1960373E+01  -1.7626441E+00
    2.5690  -1.7743715E+01  -9.2426901E+00  -3.1965933E+01  -1.7641201E+00
    2.5700  -1.7743565E+01  -9.2429714E+00  -3.1971489E+01  -1.7655985E+00
    2.5710  -1.7743414E+01  -9.2432604E+00  -3.1977043E+01  -1.7670790E+00
    2.5720  -1.7743261E+01  -9.2435541E+00  -3.1982594E+01  -1.7685617E+00
    2.5730  -1.7743107E+01  -9.2438545E+00  -3.1988140E+01  -1.7700467E+00
    2.5740  -1.7742949E+01  -9.2441607E+00  -3.1993685E+01  -1.7715338E+00
    2.5750  -1.7742788E+01  -9.2444725E+00  -3.1999226E+01  -1.7730230E+00
    2.5760  -1.7742626E+01  -9.2447901E+00  -3.2004765E+01  -1.7745144E+00
    2.5770  -1.7742460E+01  -9.2451124E+00  -3.2010300E+01  -1.7760080E+00
    2.5780  -1.7742292E+01  -9.2454414E+00  -3.2015831E+01  -1.7775037E+00
    2.5790  -1.7742121E+01  -9.2457771E+00  -3.2021362E+01  -1.7790015E+00
    2.5800  -1.7741947E+01  -9.2461176E+00  -3.2026890E+01  -1.7805014E+00
    2.5810  -1.7741774E+01  -9.2464657E+00  -3.2032413E+01  -1.7820033E+00
    2.5820  -1.7741596E+01  -9.2468195E+00  -3.2037933E+01  -1.7835072E+00
    2.5830  -1.7741417E+01  -9.2471809E+00  -3.2043449E+01  -1.7850133E+00
    2.5840  -1.7741240E+01  -9.2475491E+00  -3.2048965E+01  -1.7865213E+00
    2.5850  -1.7741058E+01  -9.2479239E+00  -3.2054478E+01  -1.7880313E+00
    2.5860  -1.7740879E+01  -9.2483072E+00  -3.2059990E+01  -1.7895434E+00
    2.5870  -1.7740698E+01  -9.2486982E+00  -3.2065498E+01  -1.7910564E+00
    2.5880  -1.7740517E+01  -9.2490959E+00  -3.2071007E+01  -1.7925684E+00
    2.5890  -1.7740335E+01  -9.2495022E+00  -3.2076523E+01  -1.7940776E+00
    2.5900  -1.7740152E+01  -9.2499161E+00  -3.2082043E+01  -1.7955821E+00
    2.5910  -1.7739969E+01  -9.2503366E+00  -3.2087574E+01  -1.7970799E+00
    2.5920  -1.7739784E+01  -9.2507648E+00  -3.2093117E+01  -1.7985697E+00
    2.5930  -1.7739595E+01  -9.2511997E+00  -3.2098675E+01  -1.8000500E+00
    2.5940  -1.7739405E+01  -9.2516413E+00  -3.2104244E+01  -1.8015200E+00
    2.5950  -1.7739212E+01  -9.2520895E+00  -3.2109833E+01  -1.8029791E+00
    2.5960  -1.7739014E+01  -9.2525434E+00  -3.2115437E+01  -1.8044274E+00
    2.5970  -1.7738810E+01  -9.2530031E+00  -3.2121056E+01  -1.8058654E+00
    2.5980  -1.7738602E+01  -9.2534685E+00  -3.2126690E+01  -1.8072939E+00
    2.5990  -1.7738386E+01  -9.2539387E+00  -3.2132332E+01  -1.8087142E+00
    2.6000  -1.7738167E+01  -9.2544136E+00  -3.2137989E+01  -1.8101280E+00
    2.6010  -1.7737940E+01  -9.2548943E+00  -3.2143650E+01  -1.8115373E+00
    2.6020  -1.7737705E+01  -9.2553797E+00  -3.2149315E+01  -1.8129441E+00
    2.6030  -1.7737465E+01  -9.2558699E+00  -3.2154980E+01  -1.8143506E+00
    2.6040  -1.7737219E+01  -9.2563658E+00  -3.2160641E+01  -1.8157589E+00
    2.6050  -1.7736967E+01  -9.2568655E+00  -3.2166298E+01  -1.8171706E+00
    2.6060  -1.7736708E+01  -9.2573719E+00  -3.2171955E+01  -1.8185849E+00
    2.6070  -1.7736444E+01  -9.2578840E+00  -3.2177605E+01  -1.8200020E+00
    2.6080  -1.7736177E+01  -9.2584019E+00  -3.2183250E+01  -1.8214216E+00
    2.6090  -1.7735905E+01  -9.2589254E+00  -3.2188896E+01  -1.8228440E+00
    2.6100  -1.7735630E+01  -9.2594566E+00  -3.2194534E+01  -1.8242691E+00
    2.6110  -1.7735353E+01  -9.2599945E+00  -3.2200169E+01  -1.8256967E+00
    2.6120  -1.7735075E+01  -9.2605410E+00  -3.2205803E+01  -1.8271269E+00
    2.6130  -1.7734795E+01  -9.2610941E+00  -3.2211430E+01  -1.8285598E+00
    2.6140  -1.7734514E+01  -9.2616568E+00  -3.2217056E+01  -1.8299952E+00
    2.6150  -1.7734234E+01  -9.2622271E+00  -3.2222675E+01  -1.8314332E+00
    2.6160  -1.7733953E+01  -9.2628069E+00  -3.2228294E+01  -1.8328738E+00
    2.6170  -1.7733673E+01  -9.2633953E+00  -3.2233906E+01  -1.8343168E+00
    2.6180  -1.7733397E+01  -9.2639923E+00  -3.2239517E+01  -1.8357625E+00
    2.6190  -1.7733120E+01  -9.2645998E+00  -3.2245125E+01  -1.8372107E+00
    2.6200  -1.7732845E+01  -9.2652159E+00  -3.2250729E+01  -1.8386612E+00
    2.6210  -1.7732573E+01  -9.2658415E+00  -3.2256329E+01  -1.8401144E+00
    2.6220  -1.7732300E+01  -9.2664766E+00  -3.2261925E+01  -1.8415698E+00
    2.6230  -1.7732031E+01  -9.2671213E+00  -3.2267517E+01  -1.8430278E+00
    2.6240  -1.7731762E+01  -9.2677755E+00  -3.2273109E+01  -1.8444881E+00
    2.6250  -1.7731493E+01  -9.2684383E+00  -3.2278694E+01  -1.8459510E+00
    2.6260  -1.7731226E+01  -9.2691097E+00  -3.2284279E+01  -1.8474160E+00
    2.6270  -1.7730959E+01  -9.2697906E+00  -3.2289856E+01  -1.8488835E+00
    2.6280  -1.7730692E+01  -9.2704802E+00  -3.2295433E+01  -1.8503534E+00
    2.6290  -1.7730425E+01  -9.2711782E+00  -3.2301006E+01  -1.8518254E+00
    2.6300  -1.7730158E+01  -9.2718849E+00  -3.2306576E+01  -1.8532996E+00
    2.6310  -1.7729889E+01  -9.2725992E+00  -3.2312145E+01  -1.8547761E+00
    2.6320  -1.7729618E+01  -9.2733221E+00  -3.2317707E+01  -1.8562547E+00
    2.6330  -1.7729345E+01  -9.2740526E+00  -3.2323269E+01  -1.8577355E+00
    2.6340  -1.7729071E+01  -9.2747908E+00  -3.2328827E+01  -1.8592184E+00
    2.6350  -1.7728794E+01  -9.2755365E+00  -3.2334385E+01  -1.8607033E+00
    2.6360  -1.7728514E+01  -9.2762890E+00  -3.2339935E+01  -1.8621902E+00
    2.6370  -1.7728230E+01  -9.2770491E+00  -3.2345486E+01  -1.8636793E+00
    2.6380  -1.7727942E+01  -9.2778158E+00  -3.2351032E+01  -1.8651701E+00
    2.6390  -1.7727648E+01  -9.2785892E+00  -3.2356579E+01  -1.8666630E+00
    2.6400  -1.7727350E+01  -9.2793694E+00  -3.2362118E+01  -1.8681577E+00
    2.6410  -1.7727049E+01  -9.2801552E+00  -3.2367657E+01  -1.8696543E+00
    2.6420  -1.7726742E+01  -9.2809477E+00  -3.2373203E+01  -1.8711481E+00
    2.6430  -1.7726427E+01  -9.2817459E+00  -3.2378757E+01  -1.8726336E+00
    2.6440  -1.7726107E+01  -9.2825499E+00  -3.2384335E+01  -1.8741050E+00
    2.6450  -1.7725779E+01  -9.2833586E+00  -3.2389938E+01  -1.8755575E+00
    2.6460  -1.7725445E+01  -9.2841730E+00  -3.2395576E+01  -1.8769870E+00
    2.6470  -1.7725103E+01  -9.2849922E+00  -3.2401253E+01  -1.8783897E+00
    2.6480  -1.7724752E+01  -9.2858152E+00  -3.2406971E+01  -1.8797635E+00
    2.6490  -1.7724392E+01  -9.2866430E+00  -3.2412731E+01  -1.8811070E+00
    2.6500  -1.7724024E+01  -9.2874746E+00  -3.2418541E+01  -1.8824199E+00
    2.6510  -1.7723646E+01  -9.2883101E+00  -3.2424389E+01  -1.8837031E+00
    2.6520  -1.7723259E+01  -9.2891493E+00  -3.2430283E+01  -1.8849583E+00
    2.6530  -1.7722862E+01  -9.2899904E+00  -3.2436211E+01  -1.8861878E+00
    2.6540  -1.7722454E+01  -9.2908354E+00  -3.2442173E+01  -1.8873945E+00
    2.6550  -1.7722034E+01  -9.2916822E+00  -3.2448162E+01  -1.8885818E+00
    2.6560  -1.7721603E+01  -9.2925310E+00  -3.2454178E+01  -1.8897527E+00
    2.6570  -1.7721163E+01  -9.2933826E+00  -3.2460209E+01  -1.8909105E+00
    2.6580  -1.7720711E+01  -9.2942362E+00  -3.2466259E+01  -1.8920581E+00
    2.6590  -1.7720247E+01  -9.2950916E+00  -3.2472317E+01  -1.8931979E+00
    2.6600  -1.7719774E+01  -9.2959480E+00  -3.2478386E+01  -1.8943317E+00
    2.6610  -1.7719290E+01  -9.2968073E+00  -3.2484463E+01  -1.8954608E+00
    2.6620  -1.7718796E+01  -9.2976675E+00  -3.2490543E+01  -1.8965862E+00
    2.6630  -1.7718290E+01  -9.2985296E+00  -3.2496628E+01  -1.8977079E+00
    2.6640  -1.7717777E+01  -9.2993937E+00  -3.2502720E+01  -1.8988264E+00
    2.6650  -1.7717255E+01  -9.3002605E+00  -3.2508816E+01  -1.8999408E+00
    2.6660  -1.7716724E+01  -9.3011284E+00  -3.2514919E+01  -1.9010514E+00
    2.6670  -1.7716187E+01  -9.3019991E+00  -3.2521030E+01  -1.9021575E+00
    2.6680  -1.7715643E+01  -9.3028727E+00  -3.2527145E+01  -1.9032594E+00
    2.6690  -1.7715094E+01  -9.3037481E+00  -3.2533268E+01  -1.9043574E+00
    2.6700  -1.7714539E+01  -9.3046274E+00  -3.2539394E+01  -1.9054525E+00
    2.6710  -1.7713980E+01  -9.3055086E+00  -3.2545521E+01  -1.9065458E+00
    2.6720  -1.7713419E+01  -9.3063946E+00  -3.2551651E+01  -1.9076390E+00
    2.6730  -1.7712854E+01  -9.3072824E+00  -3.2557777E+01  -1.9087342E+00
    2.6740  -1.7712286E+01  -9.3081751E+00  -3.2563896E+01  -1.9098332E+00
    2.6750  -1.7711718E+01  -9.3090706E+00  -3.2570011E+01  -1.9109373E+00
    2.6760  -1.7711147E+01  -9.3099689E+00  -3.2576118E+01  -1.9120462E+00
    2.6770  -1.7710577E+01  -9.3108711E+00  -3.2582218E+01  -1.9131596E+00
    2.6780  -1.7710003E+01  -9.3117771E+00  -3.2588310E+01  -1.9142777E+00
    2.6790  -1.7709431E+01  -9.3126850E+00  -3.2594398E+01  -1.9154004E+00
    2.6800  -1.7708855E+01  -9.3135967E+00  -3.2600479E+01  -1.9165276E+00
    2.6810  -1.7708279E+01  -9.3145094E+00  -3.2606552E+01  -1.9176593E+00
    2.6820  -1.7707701E+01  -9.3154249E+00  -3.2612621E+01  -1.9187956E+00
    2.6830  -1.7707123E+01  -9.3163414E+00  -3.2618679E+01  -1.9199363E+00
    2.6840  -1.7706541E+01  -9.3172598E+00  -3.2624737E+01  -1.9210813E+00
    2.6850  -1.7705957E+01  -9.3181791E+00  -3.2630783E+01  -1.9222308E+00
    2.6860  -1.7705372E+01  -9.3190985E+00  -3.2636826E+01  -1.9233848E+00
    2.6870  -1.7704782E+01  -9.3200188E+00  -3.2642860E+01  -1.9245429E+00
    2.6880  -1.7704191E+01  -9.3209381E+00  -3.2648891E+01  -1.9257054E+00
    2.6890  -1.7703596E+01  -9.3218575E+00  -3.2654915E+01  -1.9268723E+00
    2.6900  -1.7702999E+01  -9.3227768E+00  -3.2660934E+01  -1.9280432E+00
    2.6910  -1.7702398E+01  -9.3236952E+00  -3.2666946E+01  -1.9292185E+00
    2.6920  -1.7701797E+01  -9.3246136E+00  -3.2672951E+01  -1.9303980E+00
    2.6930  -1.7701193E+01  -9.3255310E+00  -3.2678951E+01  -1.9315816E+00
    2.6940  -1.7700588E+01  -9.3264484E+00  -3.2684944E+01  -1.9327694E+00
    2.6950  -1.7699984E+01  -9.3273659E+00  -3.2690933E+01  -1.9339613E+00
    2.6960  -1.7699379E+01  -9.3282833E+00  -3.2696915E+01  -1.9351572E+00
    2.6970  -1.7698776E+01  -9.3292007E+00  -3.2702892E+01  -1.9363570E+00
    2.6980  -1.7698175E+01  -9.3301201E+00  -3.2708862E+01  -1.9375610E+00
    2.6990  -1.7697578E+01  -9.3310394E+00  -3.2714828E+01  -1.9387689E+00
    2.7000  -1.7696985E+01  -9.3319607E+00  -3.2720787E+01  -1.9399805E+00
    2.7010  -1.7696396E+01  -9.3328838E+00  -3.2726742E+01  -1.9411960E+00
    2.7020  -1.7695812E+01  -9.3338089E+00  -3.2732693E+01  -1.9424151E+00
    2.7030  -1.7695236E+01  -9.3347359E+00  -3.2738636E+01  -1.9436380E+00
    2.7040  -1.7694668E+01  -9.3356657E+00  -3.2744576E+01  -1.9448644E+00
    2.7050  -1.7694105E+01  -9.3365974E+00  -3.2750507E+01  -1.9460943E+00
    2.7060  -1.7693550E+01  -9.3375320E+00  -3.2756439E+01  -1.9473276E+00
    2.7070  -1.7693003E+01  -9.3384695E+00  -3.2762363E+01  -1.9485644E+00
    2.7080  -1.7692465E+01  -9.3394079E+00  -3.2768280E+01  -1.9498044E+00
    2.7090  -1.7691933E+01  -9.3403492E+00  -3.2774197E+01  -1.9510479E+00
    2.7100  -1.7691408E+01  -9.3412924E+00  -3.2780106E+01  -1.9522936E+00
    2.7110  -1.7690891E+01  -9.3422365E+00  -3.2786026E+01  -1.9535344E+00
    2.7120  -1.7690380E+01  -9.3431816E+00  -3.2791962E+01  -1.9547639E+00
    2.7130  -1.7689875E+01  -9.3441277E+00  -3.2797920E+01  -1.9559774E+00
    2.7140  -1.7689375E+01  -9.3450747E+00  -3.2803905E+01  -1.9571711E+00
    2.7150  -1.7688879E+01  -9.3460207E+00  -3.2809929E+01  -1.9583423E+00
    2.7160  -1.7688389E+01  -9.3469667E+00  -3.2815983E+01  -1.9594904E+00
    2.7170  -1.7687902E+01  -9.3479118E+00  -3.2822067E+01  -1.9606159E+00
    2.7180  -1.7687422E+01  -9.3488569E+00  -3.2828186E+01  -1.9617209E+00
    2.7190  -1.7686941E+01  -9.3498001E+00  -3.2834324E+01  -1.9628091E+00
    2.7200  -1.7686466E+01  -9.3507414E+00  -3.2840485E+01  -1.9638851E+00
    2.7210  -1.7685995E+01  -9.3516817E+00  -3.2846653E+01  -1.9649543E+00
    2.7220  -1.7685526E+01  -9.3526201E+00  -3.2852821E+01  -1.9660230E+00
    2.7230  -1.7685061E+01  -9.3535576E+00  -3.2858986E+01  -1.9670970E+00
    2.7240  -1.7684599E+01  -9.3544931E+00  -3.2865139E+01  -1.9681762E+00
    2.7250  -1.7684141E+01  -9.3554268E+00  -3.2871288E+01  -1.9692605E+00
    2.7260  -1.7683687E+01  -9.3563595E+00  -3.2877426E+01  -1.9703499E+00
    2.7270  -1.7683239E+01  -9.3572912E+00  -3.2883560E+01  -1.9714442E+00
    2.7280  -1.7682795E+01  -9.3582201E+00  -3.2889687E+01  -1.9725436E+00
    2.7290  -1.7682356E+01  -9.3591490E+00  -3.2895805E+01  -1.9736478E+00
    2.7300  -1.7681921E+01  -9.3600750E+00  -3.2901917E+01  -1.9747571E+00
    2.7310  -1.7681492E+01  -9.3610001E+00  -3.2908020E+01  -1.9758711E+00
    2.7320  -1.7681068E+01  -9.3619242E+00  -3.2914120E+01  -1.9769900E+00
    2.7330  -1.7680649E+01  -9.3628454E+00  -3.2920212E+01  -1.9781137E+00
    2.7340  -1.7680233E+01  -9.3637648E+00  -3.2926292E+01  -1.9792421E+00
    2.7350  -1.7679823E+01  -9.3646812E+00  -3.2932373E+01  -1.9803753E+00
    2.7360  -1.7679415E+01  -9.3655949E+00  -3.2938442E+01  -1.9815133E+00
    2.7370  -1.7679008E+01  -9.3665047E+00  -3.2944508E+01  -1.9826558E+00
    2.7380  -1.7678606E+01  -9.3674107E+00  -3.2950562E+01  -1.9838029E+00
    2.7390  -1.7678204E+01  -9.3683119E+00  -3.2956615E+01  -1.9849547E+00
    2.7400  -1.7677801E+01  -9.3692074E+00  -3.2962658E+01  -1.9861110E+00
    2.7410  -1.7677397E+01  -9.3700972E+00  -3.2968697E+01  -1.9872719E+00
    2.7420  -1.7676991E+01  -9.3709803E+00  -3.2974728E+01  -1.9884373E+00
    2.7430  -1.7676582E+01  -9.3718567E+00  -3.2980751E+01  -1.9896071E+00
    2.7440  -1.7676170E+01  -9.3727245E+00  -3.2986771E+01  -1.9907813E+00
    2.7450  -1.7675755E+01  -9.3735838E+00  -3.2992783E+01  -1.9919599E+00
    2.7460  -1.7675331E+01  -9.3744345E+00  -3.2998791E+01  -1.9931430E+00
    2.7470  -1.7674902E+01  -9.3752756E+00  -3.3004787E+01  -1.9943303E+00
    2.7480  -1.7674467E+01  -9.3761063E+00  -3.3010784E+01  -1.9955219E+00
    2.7490  -1.7674025E+01  -9.3769274E+00  -3.3016769E+01  -1.9967179E+00
    2.7500  -1.7673574E+01  -9.3777370E+00  -3.3022751E+01  -1.9979180E+00
    2.7510  -1.7673117E+01  -9.3785362E+00  -3.3028728E+01  -1.9991224E+00
    2.7520  -1.7672651E+01  -9.3793240E+00  -3.3034698E+01  -2.0003309E+00
    2.7530  -1.7672178E+01  -9.3801012E+00  -3.3040661E+01  -2.0015438E+00
    2.7540  -1.7671698E+01  -9.3808661E+00  -3.3046619E+01  -2.0027606E+00
    2.7550  -1.7671209E+01  -9.3816214E+00  -3.3052570E+01  -2.0039816E+00
    2.7560  -1.7670713E+01  -9.3823643E+00  -3.3058517E+01  -2.0052066E+00
    2.7570  -1.7670212E+01  -9.3830967E+00  -3.3064457E+01  -2.0064356E+00
    2.7580  -1.7669704E+01  -9.3838196E+00  -3.3070393E+01  -2.0076685E+00
    2.7590  -1.7669191E+01  -9.3845310E+00  -3.3076321E+01  -2.0089056E+00
    2.7600  -1.7668674E+01  -9.3852329E+00  -3.3082245E+01  -2.0101466E+00
    2.7610  -1.7668154E+01  -9.3859243E+00  -3.3088161E+01  -2.0113914E+00
    2.7620  -1.7667631E+01  -9.3866072E+00  -3.3094074E+01  -2.0126402E+00
    2.7630  -1.7667105E+01  -9.3872814E+00  -3.3099979E+01  -2.0138929E+00
    2.7640  -1.7666580E+01  -9.3879480E+00  -3.3105881E+01  -2.0151494E+00
    2.7650  -1.7666056E+01  -9.3886061E+00  -3.3111774E+01  -2.0164096E+00
    2.7660  -1.7665531E+01  -9.3892574E+00  -3.3117668E+01  -2.0176737E+00
    2.7670  -1.7665012E+01  -9.3899021E+00  -3.3123550E+01  -2.0189416E+00
    2.7680  -1.7664495E+01  -9.3905411E+00  -3.3129429E+01  -2.0202134E+00
    2.7690  -1.7663984E+01  -9.3911753E+00  -3.3135303E+01  -2.0214887E+00
    2.7700  -1.7663481E+01  -9.3918047E+00  -3.3141174E+01  -2.0227675E+00
    2.7710  -1.7662985E+01  -9.3924294E+00  -3.3147038E+01  -2.0240502E+00
    2.7720  -1.7662497E+01  -9.3930511E+00  -3.3152897E+01  -2.0253365E+00
    2.7730  -1.7662018E+01  -9.3936701E+00  -3.3158749E+01  -2.0266263E+00
    2.7740  -1.7661552E+01  -9.3942862E+00  -3.3164597E+01  -2.0279198E+00
    2.7750  -1.7661097E+01  -9.3949003E+00  -3.3170441E+01  -2.0292165E+00
    2.7760  -1.7660654E+01  -9.3955135E+00  -3.3176281E+01  -2.0305169E+00
    2.7770  -1.7660225E+01  -9.3961248E+00  -3.3182114E+01  -2.0318205E+00
    2.7780  -1.7659809E+01  -9.3967352E+00  -3.3187943E+01  -2.0331275E+00
    2.7790  -1.7659407E+01  -9.3973446E+00  -3.3193768E+01  -2.0344379E+00
    2.7800  -1.7659019E+01  -9.3979521E+00  -3.3199585E+01  -2.0357516E+00
    2.7810  -1.7658646E+01  -9.3985596E+00  -3.3205402E+01  -2.0370684E+00
    2.7820  -1.7658285E+01  -9.3991652E+00  -3.3211212E+01  -2.0383885E+00
    2.7830  -1.7657938E+01  -9.3997688E+00  -3.3217018E+01  -2.0397117E+00
    2.7840  -1.7657602E+01  -9.4003706E+00  -3.3222820E+01  -2.0410380E+00
    2.7850  -1.7657280E+01  -9.4009705E+00  -3.3228615E+01  -2.0423675E+00
    2.7860  -1.7656969E+01  -9.4015665E+00  -3.3234409E+01  -2.0437000E+00
    2.7870  -1.7656670E+01  -9.4021597E+00  -3.3240196E+01  -2.0450354E+00
    2.7880  -1.7656378E+01  -9.4027481E+00  -3.3245983E+01  -2.0463741E+00
    2.7890  -1.7656094E+01  -9.4033318E+00  -3.3251762E+01  -2.0477157E+00
    2.7900  -1.7655817E+01  -9.4039106E+00  -3.3257538E+01  -2.0490603E+00
    2.7910  -1.7655548E+01  -9.4044828E+00  -3.3263309E+01  -2.0504081E+00
    2.7920  -1.7655281E+01  -9.4050474E+00  -3.3269073E+01  -2.0517588E+00
    2.7930  -1.7655020E+01  -9.4056044E+00  -3.3274837E+01  -2.0531125E+00
    2.7940  -1.7654762E+01  -9.4061537E+00  -3.3280594E+01  -2.0544689E+00
    2.7950  -1.7654505E+01  -9.4066935E+00  -3.3286350E+01  -2.0558286E+00
    2.7960  -1.7654249E+01  -9.4072247E+00  -3.3292099E+01  -2.0571909E+00
    2.7970  -1.7653994E+01  -9.4077444E+00  -3.3297848E+01  -2.0585563E+00
    2.7980  -1.7653736E+01  -9.4082546E+00  -3.3303589E+01  -2.0599244E+00
    2.7990  -1.7653481E+01  -9.4087534E+00  -3.3309326E+01  -2.0612955E+00
    2.8000  -1.7653221E+01  -9.4092417E+00  -3.3315060E+01  -2.0626693E+00
    2.8010  -1.7652962E+01  -9.4097176E+00  -3.3320789E+01  -2.0640461E+00
    2.8020  -1.7652700E+01  -9.4101820E+00  -3.3326515E+01  -2.0654256E+00
    2.8030  -1.7652435E+01  -9.4106350E+00  -3.3332237E+01  -2.0668080E+00
    2.8040  -1.7652170E+01  -9.4110765E+00  -3.3337955E+01  -2.0681930E+00
    2.8050  -1.7651903E+01  -9.4115047E+00  -3.3343670E+01  -2.0695808E+00
    2.8060  -1.7651634E+01  -9.4119225E+00  -3.3349380E+01  -2.0709713E+00
    2.8070  -1.7651363E+01  -9.4123278E+00  -3.3355087E+01  -2.0723646E+00
    2.8080  -1.7651093E+01  -9.4127216E+00  -3.3360786E+01  -2.0737603E+00
    2.8090  -1.7650822E+01  -9.4131041E+00  -3.3366486E+01  -2.0751588E+00
    2.8100  -1.7650551E+01  -9.4134750E+00  -3.3372181E+01  -2.0765598E+00
    2.8110  -1.7650280E+01  -9.4138355E+00  -3.3377872E+01  -2.0779634E+00
    2.8120  -1.7650011E+01  -9.4141855E+00  -3.3383564E+01  -2.0793695E+00
    2.8130  -1.7649744E+01  -9.4145260E+00  -3.3389248E+01  -2.0807781E+00
    2.8140  -1.7649481E+01  -9.4148550E+00  -3.3394928E+01  -2.0821891E+00
    2.8150  -1.7649221E+01  -9.4151754E+00  -3.3400604E+01  -2.0836024E+00
    2.8160  -1.7648964E+01  -9.4154873E+00  -3.3406281E+01  -2.0850182E+00
    2.8170  -1.7648714E+01  -9.4157896E+00  -3.3411953E+01  -2.0864363E+00
    2.8180  -1.7648468E+01  -9.4160833E+00  -3.3417618E+01  -2.0878568E+00
    2.8190  -1.7648230E+01  -9.4163694E+00  -3.3423283E+01  -2.0892797E+00
    2.8200  -1.7647999E+01  -9.4166479E+00  -3.3428944E+01  -2.0907049E+00
    2.8210  -1.7647774E+01  -9.4169188E+00  -3.3434601E+01  -2.0921326E+00
    2.8220  -1.7647558E+01  -9.4171820E+00  -3.3440254E+01  -2.0935624E+00
    2.8230  -1.7647350E+01  -9.4174385E+00  -3.3445908E+01  -2.0949945E+00
    2.8240  -1.7647152E+01  -9.4176884E+00  -3.3451553E+01  -2.0964291E+00
    2.8250  -1.7646963E+01  -9.4179325E+00  -3.3457199E+01  -2.0978658E+00
    2.8260  -1.7646784E+01  -9.4181690E+00  -3.3462841E+01  -2.0993049E+00
    2.8270  -1.7646614E+01  -9.4183989E+00  -3.3468479E+01  -2.1007462E+00
    2.8280  -1.7646454E+01  -9.4186230E+00  -3.3474113E+01  -2.1021898E+00
    2.8290  -1.7646303E+01  -9.4188404E+00  -3.3479748E+01  -2.1036355E+00
    2.8300  -1.7646162E+01  -9.4190512E+00  -3.3485374E+01  -2.1050835E+00
    2.8310  -1.7646030E+01  -9.4192543E+00  -3.3491001E+01  -2.1065338E+00
    2.8320  -1.7645908E+01  -9.4194508E+00  -3.3496624E+01  -2.1079862E+00
    2.8330  -1.7645792E+01  -9.4196396E+00  -3.3502243E+01  -2.1094408E+00
    2.8340  -1.7645685E+01  -9.4198208E+00  -3.3507858E+01  -2.1108978E+00
    2.8350  -1.7645586E+01  -9.4199944E+00  -3.3513470E+01  -2.1123567E+00
    2.8360  -1.7645493E+01  -9.4201593E+00  -3.3519081E+01  -2.1138179E+00
    2.8370  -1.7645407E+01  -9.4203148E+00  -3.3524689E+01  -2.1152811E+00
    2.8380  -1.7645325E+01  -9.4204617E+00  -3.3530293E+01  -2.1167467E+00
    2.8390  -1.7645247E+01  -9.4205990E+00  -3.3535892E+01  -2.1182141E+00
    2.8400  -1.7645174E+01  -9.4207258E+00  -3.3541492E+01  -2.1196840E+00
    2.8410  -1.7645105E+01  -9.4208422E+00  -3.3547085E+01  -2.1211557E+00
    2.8420  -1.7645039E+01  -9.4209480E+00  -3.3552677E+01  -2.1226296E+00
