
Predictions were generated on 31-May-2023 at 21:33:44 using HydroDyn Driver, compiled on May 31 2023 at 15:45:05 as a 64-bit application using double precision at commit v3.5.0-439-g03d62244-dirty
 linked with  NWTC Subroutine Library

Description from the driver input file: NREL 5.0 MW offshore baseline floating platform HydroDyn input properties for the OC4 Semi-submersible.

Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	B1Surge	B1Sway	B1Heave	B1Roll	B1Pitch	B1Yaw	B1TVxi	B1TVyi	B1TVzi	B1RVxi	B1RVyi	B1RVzi	B1TAxi	B1TAyi	B1TAzi	B1RAxi	B1RAyi	B1RAzi	B1WvsFxi	B1WvsFzi	B1WvsMyi	B1HDSFxi	B1HDSFyi	B1HDSFzi	B1HDSMxi	B1HDSMyi	B1HDSMzi	B1RdtFxi	B1RdtFyi	B1RdtFzi	B1RdtMxi	B1RdtMyi	B1RdtMzi
(s)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(m)	(m)	(m)	(rad)	(rad)	(rad)	(m/s)	(m/s)	(m/s)	(rad/s)	(rad/s)	(rad/s)	(m/s^2)	(m/s^2)	(m/s^2)	(rad/s^2)	(rad/s^2)	(rad/s^2)	(N)	(N)	(N-m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)
   14.2000	   7.700147E-02	   1.854830E+06	   2.097960E+04	   4.562001E+07	  -4.055064E+06	  -5.297558E+07	   6.251982E+04	   7.385081E+00	  -2.561011E-02	  -6.041037E-03	   3.205903E-03	   2.954784E-02	  -8.902433E-04	  -1.334623E-01	   2.478897E-03	  -6.146974E-02	  -1.096145E-04	   3.121408E-03	  -8.238826E-05	  -8.534372E-02	  -3.076514E-03	   1.405663E-02	   1.127068E-04	   3.201299E-04	  -9.516524E-06	  -1.695578E+05	   3.991476E+05	   6.405164E+06	   0.000000E+00	   0.000000E+00	   1.399142E+08	   1.220544E+06	   1.124931E+07	   0.000000E+00	   1.143641E+06	   8.184215E+03	  -1.898967E+05	  -5.402608E+05	  -1.416943E+07	   4.384312E+04
   14.2125	   7.919451E-02	   1.824767E+06	   2.064286E+04	   4.561184E+07	  -4.029810E+06	  -5.277693E+07	   5.162273E+04	   7.383406E+00	  -2.557936E-02	  -6.808300E-03	   3.204542E-03	   2.958688E-02	  -8.912739E-04	  -1.345176E-01	   2.440834E-03	  -6.129143E-02	  -1.082233E-04	   3.125441E-03	  -8.250091E-05	  -8.325843E-02	  -3.010630E-03	   1.442294E-02	   1.097320E-04	   3.269940E-04	  -8.501611E-06	  -1.672533E+05	   3.972658E+05	   6.268173E+06	   0.000000E+00	   0.000000E+00	   1.399171E+08	   1.220025E+06	   1.126418E+07	   0.000000E+00	   1.130208E+06	   8.036290E+03	  -1.954848E+05	  -5.243357E+05	  -1.405827E+07	   3.905373E+04
   14.2250	   8.138755E-02	   1.794870E+06	   2.026027E+04	   4.560360E+07	  -4.000298E+06	  -5.256754E+07	   3.967930E+04	   7.381718E+00	  -2.554908E-02	  -7.573308E-03	   3.203197E-03	   2.962597E-02	  -8.923058E-04	  -1.355442E-01	   2.403660E-03	  -6.110913E-02	  -1.068724E-04	   3.129573E-03	  -8.260032E-05	  -8.120945E-02	  -2.934526E-03	   1.479206E-02	   1.062594E-04	   3.324648E-04	  -7.398175E-06	  -1.649487E+05	   3.953837E+05	   6.131172E+06	   0.000000E+00	   0.000000E+00	   1.399201E+08	   1.219513E+06	   1.127906E+07	   0.000000E+00	   1.116801E+06	   7.866828E+03	  -2.011153E+05	  -5.056851E+05	  -1.393952E+07	   3.383759E+04
   14.2375	   8.358059E-02	   1.765140E+06	   1.983465E+04	   4.559531E+07	  -3.966608E+06	  -5.234756E+07	   2.749959E+04	   7.380017E+00	  -2.551926E-02	  -8.336007E-03	   3.201870E-03	   2.966512E-02	  -8.933389E-04	  -1.365467E-01	   2.367498E-03	  -6.092192E-02	  -1.055680E-04	   3.133755E-03	  -8.268578E-05	  -7.919668E-02	  -2.848588E-03	   1.516304E-02	   1.023021E-04	   3.365572E-04	  -6.272020E-06	  -1.626442E+05	   3.935018E+05	   5.994182E+06	   0.000000E+00	   0.000000E+00	   1.399230E+08	   1.219008E+06	   1.129396E+07	   0.000000E+00	   1.103419E+06	   7.677154E+03	  -2.067742E+05	  -4.843710E+05	  -1.381329E+07	   2.851459E+04
   14.2500	   8.577363E-02	   1.735569E+06	   1.936903E+04	   4.558698E+07	  -3.929086E+06	  -5.211713E+07	   1.468122E+04	   7.378304E+00	  -2.548989E-02	  -9.096337E-03	   3.200558E-03	   2.970432E-02	  -8.943729E-04	  -1.375242E-01	   2.332467E-03	  -6.073008E-02	  -1.043157E-04	   3.137982E-03	  -8.275687E-05	  -7.721913E-02	  -2.753566E-03	   1.553544E-02	   9.789925E-05	   3.392979E-04	  -5.090934E-06	  -1.603398E+05	   3.916199E+05	   5.857192E+06	   0.000000E+00	   0.000000E+00	   1.399259E+08	   1.218509E+06	   1.130889E+07	   0.000000E+00	   1.090059E+06	   7.468740E+03	  -2.124551E+05	  -4.606117E+05	  -1.367966E+07	   2.292738E+04
   14.2625	   8.796667E-02	   1.706139E+06	   1.886668E+04	   4.557863E+07	  -3.887979E+06	  -5.187680E+07	   1.421932E+03	   7.376579E+00	  -2.546095E-02	  -9.854238E-03	   3.199261E-03	   2.974357E-02	  -8.954077E-04	  -1.384773E-01	   2.298677E-03	  -6.053357E-02	  -1.031211E-04	   3.142234E-03	  -8.281291E-05	  -7.527456E-02	  -2.650101E-03	   1.590855E-02	   9.308047E-05	   3.407691E-04	  -3.871151E-06	  -1.580353E+05	   3.897380E+05	   5.720202E+06	   0.000000E+00	   0.000000E+00	   1.399288E+08	   1.218015E+06	   1.132383E+07	   0.000000E+00	   1.076712E+06	   7.243152E+03	  -2.181473E+05	  -4.345664E+05	  -1.353905E+07	   1.715446E+04
   14.2750	   9.015971E-02	   1.676828E+06	   1.833106E+04	   4.557027E+07	  -3.843572E+06	  -5.162734E+07	  -1.220912E+04	   7.374843E+00	  -2.543242E-02	  -1.060966E-02	   3.197979E-03	   2.978287E-02	  -8.964431E-04	  -1.394062E-01	   2.266229E-03	  -6.033240E-02	  -1.019892E-04	   3.146499E-03	  -8.285349E-05	  -7.336006E-02	  -2.538911E-03	   1.628167E-02	   8.787995E-05	   3.410803E-04	  -2.618495E-06	  -1.557308E+05	   3.878561E+05	   5.583211E+06	   0.000000E+00	   0.000000E+00	   1.399317E+08	   1.217527E+06	   1.133879E+07	   0.000000E+00	   1.063369E+06	   7.002053E+03	  -2.238407E+05	  -4.064209E+05	  -1.339198E+07	   1.122360E+04
   14.2875	   9.235276E-02	   1.647610E+06	   1.776591E+04	   4.556192E+07	  -3.796170E+06	  -5.136965E+07	  -2.614830E+04	   7.373095E+00	  -2.540428E-02	  -1.136253E-02	   3.196711E-03	   2.982223E-02	  -8.974790E-04	  -1.403113E-01	   2.235214E-03	  -6.012657E-02	  -1.009244E-04	   3.150761E-03	  -8.287824E-05	  -7.147206E-02	  -2.420758E-03	   1.665412E-02	   8.233400E-05	   3.403589E-04	  -1.338408E-06	  -1.534262E+05	   3.859741E+05	   5.446210E+06	   0.000000E+00	   0.000000E+00	   1.399345E+08	   1.217044E+06	   1.135378E+07	   0.000000E+00	   1.050017E+06	   6.747226E+03	  -2.295251E+05	  -3.763722E+05	  -1.323908E+07	   5.160730E+03
   14.3000	   9.454580E-02	   1.618462E+06	   1.717518E+04	   4.555360E+07	  -3.746095E+06	  -5.110473E+07	  -4.033851E+04	   7.371335E+00	  -2.537653E-02	  -1.211280E-02	   3.195456E-03	   2.986164E-02	  -8.985150E-04	  -1.411930E-01	   2.205715E-03	  -5.991609E-02	  -9.993082E-05	   3.155008E-03	  -8.288686E-05	  -6.960730E-02	  -2.296447E-03	   1.702518E-02	   7.648083E-05	   3.387407E-04	  -3.583373E-08	  -1.511218E+05	   3.840922E+05	   5.309220E+06	   0.000000E+00	   0.000000E+00	   1.399374E+08	   1.216566E+06	   1.136878E+07	   0.000000E+00	   1.036647E+06	   6.480545E+03	  -2.351901E+05	  -3.446275E+05	  -1.308102E+07	  -1.010686E+03
   14.3125	   9.673883E-02	   1.589357E+06	   1.656296E+04	   4.554531E+07	  -3.693682E+06	  -5.083346E+07	  -5.472490E+04	   7.369565E+00	  -2.534913E-02	  -1.286041E-02	   3.194213E-03	   2.990111E-02	  -8.995511E-04	  -1.420515E-01	   2.177804E-03	  -5.970098E-02	  -9.901213E-05	   3.159231E-03	  -8.287908E-05	  -6.776226E-02	  -2.166812E-03	   1.739422E-02	   7.036013E-05	   3.363522E-04	   1.284475E-06	  -1.488173E+05	   3.822103E+05	   5.172229E+06	   0.000000E+00	   0.000000E+00	   1.399403E+08	   1.216093E+06	   1.138381E+07	   0.000000E+00	   1.023247E+06	   6.203960E+03	  -2.408263E+05	  -3.114023E+05	  -1.291844E+07	  -7.268118E+03
   14.3250	   9.893187E-02	   1.560275E+06	   1.593351E+04	   4.553708E+07	  -3.639271E+06	  -5.055661E+07	  -6.925785E+04	   7.367784E+00	  -2.532208E-02	  -1.360531E-02	   3.192981E-03	   2.994062E-02	  -9.005870E-04	  -1.428870E-01	   2.151542E-03	  -5.948127E-02	  -9.817139E-05	   3.163418E-03	  -8.285471E-05	  -6.593404E-02	  -2.032715E-03	   1.776064E-02	   6.401275E-05	   3.333018E-04	   2.618151E-06	  -1.465128E+05	   3.803284E+05	   5.035239E+06	   0.000000E+00	   0.000000E+00	   1.399431E+08	   1.215624E+06	   1.139885E+07	   0.000000E+00	   1.009807E+06	   5.919500E+03	  -2.464248E+05	  -2.769179E+05	  -1.275185E+07	  -1.359092E+04
   14.3375	   1.011249E-01	   1.531200E+06	   1.529105E+04	   4.552892E+07	  -3.583212E+06	  -5.027473E+07	  -8.388450E+04	   7.365993E+00	  -2.529534E-02	  -1.434742E-02	   3.191758E-03	   2.998019E-02	  -9.016224E-04	  -1.436998E-01	   2.126980E-03	  -5.925701E-02	  -9.741118E-05	   3.167564E-03	  -8.281360E-05	  -6.412053E-02	  -1.895023E-03	   1.812390E-02	   5.748001E-05	   3.296685E-04	   3.960523E-06	  -1.442084E+05	   3.784465E+05	   4.898248E+06	   0.000000E+00	   0.000000E+00	   1.399460E+08	   1.215158E+06	   1.141392E+07	   0.000000E+00	   9.963208E+05	   5.629170E+03	  -2.519777E+05	  -2.413989E+05	  -1.258165E+07	  -1.995698E+04
   14.3500	   1.033180E-01	   1.502120E+06	   1.463982E+04	   4.552083E+07	  -3.525856E+06	  -4.998808E+07	  -9.855299E+04	   7.364192E+00	  -2.526890E-02	  -1.508671E-02	   3.190545E-03	   3.001981E-02	  -9.026572E-04	  -1.444900E-01	   2.104156E-03	  -5.902822E-02	  -9.673358E-05	   3.171660E-03	  -8.275569E-05	  -6.232047E-02	  -1.754610E-03	   1.848354E-02	   5.080348E-05	   3.254936E-04	   5.306976E-06	  -1.419038E+05	   3.765645E+05	   4.761248E+06	   0.000000E+00	   0.000000E+00	   1.399488E+08	   1.214696E+06	   1.142900E+07	   0.000000E+00	   9.827830E+05	   5.335010E+03	  -2.574782E+05	  -2.050707E+05	  -1.240802E+07	  -2.634447E+04
   14.3625	   1.055110E-01	   1.473040E+06	   1.398393E+04	   4.551284E+07	  -3.467549E+06	  -4.969671E+07	  -1.132060E+05	   7.362381E+00	  -2.524273E-02	  -1.582311E-02	   3.189340E-03	   3.005948E-02	  -9.036912E-04	  -1.452579E-01	   2.083100E-03	  -5.879496E-02	  -9.614012E-05	   3.175699E-03	  -8.268095E-05	  -6.053402E-02	  -1.612333E-03	   1.883912E-02	   4.402425E-05	   3.207795E-04	   6.652383E-06	  -1.395993E+05	   3.746826E+05	   4.624258E+06	   0.000000E+00	   0.000000E+00	   1.399516E+08	   1.214238E+06	   1.144410E+07	   0.000000E+00	   9.691955E+05	   5.038983E+03	  -2.629199E+05	  -1.681569E+05	  -1.223099E+07	  -3.272905E+04
   14.3750	   1.077040E-01	   1.443963E+06	   1.332741E+04	   4.550493E+07	  -3.408633E+06	  -4.940030E+07	  -1.277840E+05	   7.360560E+00	  -2.521681E-02	  -1.655657E-02	   3.188141E-03	   3.009921E-02	  -9.047242E-04	  -1.460035E-01	   2.063831E-03	  -5.855728E-02	  -9.563185E-05	   3.179676E-03	  -8.258942E-05	  -5.876198E-02	  -1.469033E-03	   1.919036E-02	   3.718264E-05	   3.154880E-04	   7.991333E-06	  -1.372949E+05	   3.728007E+05	   4.487267E+06	   0.000000E+00	   0.000000E+00	   1.399544E+08	   1.213781E+06	   1.145922E+07	   0.000000E+00	   9.555602E+05	   4.743012E+03	  -2.682985E+05	  -1.308770E+05	  -1.205035E+07	  -3.908502E+04
   14.3875	   1.098971E-01	   1.414903E+06	   1.267411E+04	   4.549713E+07	  -3.349441E+06	  -4.909828E+07	  -1.422228E+05	   7.358730E+00	  -2.519112E-02	  -1.728703E-02	   3.186948E-03	   3.013898E-02	  -9.057559E-04	  -1.467270E-01	   2.046355E-03	  -5.831523E-02	  -9.520929E-05	   3.183582E-03	  -8.248122E-05	  -5.700620E-02	  -1.325523E-03	   1.953702E-02	   3.031788E-05	   3.095453E-04	   9.318007E-06	  -1.349904E+05	   3.709188E+05	   4.350276E+06	   0.000000E+00	   0.000000E+00	   1.399572E+08	   1.213327E+06	   1.147437E+07	   0.000000E+00	   9.418833E+05	   4.448936E+03	  -2.736103E+05	  -9.344482E+04	  -1.186573E+07	  -4.538467E+04
   14.4000	   1.120901E-01	   1.385878E+06	   1.202754E+04	   4.548943E+07	  -3.290295E+06	  -4.878990E+07	  -1.564474E+05	   7.356892E+00	  -2.516564E-02	  -1.801443E-02	   3.185760E-03	   3.017879E-02	  -9.067861E-04	  -1.474288E-01	   2.030670E-03	  -5.806888E-02	  -9.487251E-05	   3.187409E-03	  -8.235655E-05	  -5.526931E-02	  -1.182572E-03	   1.987892E-02	   2.346758E-05	   3.028487E-04	   1.062569E-05	  -1.326860E+05	   3.690369E+05	   4.213286E+06	   0.000000E+00	   0.000000E+00	   1.399600E+08	   1.212875E+06	   1.148952E+07	   0.000000E+00	   9.281731E+05	   4.158442E+03	  -2.788531E+05	  -5.606639E+04	  -1.167660E+07	  -5.159593E+04
   14.4125	   1.137476E-01	   1.355317E+06	   1.139088E+04	   4.548253E+07	  -3.231416E+06	  -4.847843E+07	  -1.702581E+05	   7.355045E+00	  -2.514035E-02	  -1.873873E-02	   3.184576E-03	   3.021866E-02	  -9.078147E-04	  -1.481089E-01	   2.016766E-03	  -5.781828E-02	  -9.462111E-05	   3.191146E-03	  -8.221568E-05	  -5.336801E-02	  -1.040841E-03	   2.015841E-02	   1.666287E-05	   2.973781E-04	   1.190600E-05	  -1.294688E+05	   3.664378E+05	   4.056783E+06	   0.000000E+00	   0.000000E+00	   1.399627E+08	   1.212424E+06	   1.150470E+07	   0.000000E+00	   9.134094E+05	   3.873062E+03	  -2.831791E+05	  -1.891019E+04	  -1.148163E+07	  -5.767864E+04
   14.4250	   1.154051E-01	   1.324840E+06	   1.076724E+04	   4.547574E+07	  -3.173266E+06	  -4.815866E+07	  -1.839675E+05	   7.353189E+00	  -2.511522E-02	  -1.945988E-02	   3.183394E-03	   3.025857E-02	  -9.088414E-04	  -1.487633E-01	   2.004621E-03	  -5.756488E-02	  -9.445429E-05	   3.194833E-03	  -8.205887E-05	  -5.149242E-02	  -9.011967E-04	   2.043306E-02	   9.950436E-06	   2.908919E-04	   1.317514E-05	  -1.262518E+05	   3.638389E+05	   3.900290E+06	   0.000000E+00	   0.000000E+00	   1.399655E+08	   1.211974E+06	   1.151990E+07	   0.000000E+00	   8.986351E+05	   3.594347E+03	  -2.874346E+05	   1.776065E+04	  -1.128086E+07	  -6.371232E+04
   14.4375	   1.170626E-01	   1.294466E+06	   1.015936E+04	   4.546906E+07	  -3.115959E+06	  -4.782978E+07	  -1.969204E+05	   7.351326E+00	  -2.509023E-02	  -2.017784E-02	   3.182214E-03	   3.029853E-02	  -9.098661E-04	  -1.493955E-01	   1.994208E-03	  -5.730778E-02	  -9.437076E-05	   3.198420E-03	  -8.188659E-05	  -4.964534E-02	  -7.640671E-04	   2.070263E-02	   3.346575E-06	   2.832793E-04	   1.437966E-05	  -1.230349E+05	   3.612400E+05	   3.743798E+06	   0.000000E+00	   0.000000E+00	   1.399682E+08	   1.211525E+06	   1.153511E+07	   0.000000E+00	   8.838591E+05	   3.323588E+03	  -2.916161E+05	   5.386489E+04	  -1.107370E+07	  -6.943727E+04
   14.4500	   1.187201E-01	   1.264218E+06	   9.569865E+03	   4.546249E+07	  -3.059860E+06	  -4.749088E+07	  -2.094021E+05	   7.349454E+00	  -2.506536E-02	  -2.089256E-02	   3.181035E-03	   3.033853E-02	  -9.108885E-04	  -1.500047E-01	   1.985490E-03	  -5.704733E-02	  -9.436892E-05	   3.201905E-03	  -8.169953E-05	  -4.782984E-02	  -6.301955E-04	   2.096736E-02	  -3.108526E-06	   2.744201E-04	   1.554203E-05	  -1.198179E+05	   3.586411E+05	   3.587305E+06	   0.000000E+00	   0.000000E+00	   1.399709E+08	   1.211076E+06	   1.155034E+07	   0.000000E+00	   8.690913E+05	   3.062087E+03	  -2.957270E+05	   8.917573E+04	  -1.085955E+07	  -7.496351E+04
   14.4625	   1.203776E-01	   1.234110E+06	   9.001069E+03	   4.545603E+07	  -3.005180E+06	  -4.714142E+07	  -2.212213E+05	   7.347576E+00	  -2.504058E-02	  -2.160400E-02	   3.179855E-03	   3.037858E-02	  -9.119086E-04	  -1.505914E-01	   1.978423E-03	  -5.678361E-02	  -9.444673E-05	   3.205272E-03	  -8.149826E-05	  -4.604787E-02	  -5.000944E-04	   2.122727E-02	  -9.390084E-06	   2.642385E-04	   1.664629E-05	  -1.166009E+05	   3.560422E+05	   3.430812E+06	   0.000000E+00	   0.000000E+00	   1.399737E+08	   1.210626E+06	   1.156558E+07	   0.000000E+00	   8.543384E+05	   2.810959E+03	  -2.997677E+05	   1.235579E+05	  -1.063804E+07	  -8.021387E+04
   14.4750	   1.220351E-01	   1.204147E+06	   8.455002E+03	   4.544968E+07	  -2.952135E+06	  -4.678105E+07	  -2.322808E+05	   7.345690E+00	  -2.501589E-02	  -2.231213E-02	   3.178673E-03	   3.041866E-02	  -9.129260E-04	  -1.511561E-01	   1.972956E-03	  -5.651667E-02	  -9.460188E-05	   3.208504E-03	  -8.128361E-05	  -4.430038E-02	  -3.742570E-04	   2.148249E-02	  -1.547326E-05	   2.526917E-04	   1.768416E-05	  -1.133837E+05	   3.534430E+05	   3.274307E+06	   0.000000E+00	   0.000000E+00	   1.399764E+08	   1.210177E+06	   1.158085E+07	   0.000000E+00	   8.396034E+05	   2.571195E+03	  -3.037398E+05	   1.568739E+05	  -1.040893E+07	  -8.514859E+04
   14.4875	   1.236925E-01	   1.174334E+06	   7.933411E+03	   4.544343E+07	  -2.900920E+06	  -4.640982E+07	  -2.424807E+05	   7.343797E+00	  -2.499125E-02	  -2.301691E-02	   3.177489E-03	   3.045879E-02	  -9.139406E-04	  -1.516991E-01	   1.969034E-03	  -5.624656E-02	  -9.483178E-05	   3.211583E-03	  -8.105643E-05	  -4.258769E-02	  -2.531208E-04	   2.173311E-02	  -2.133587E-05	   2.397801E-04	   1.864727E-05	  -1.101667E+05	   3.508441E+05	   3.117814E+06	   0.000000E+00	   0.000000E+00	   1.399791E+08	   1.209726E+06	   1.159612E+07	   0.000000E+00	   8.248884E+05	   2.343650E+03	  -3.076448E+05	   1.890009E+05	  -1.017224E+07	  -8.972738E+04
   14.5000	   1.253500E-01	   1.144663E+06	   7.437756E+03	   4.543728E+07	  -2.851704E+06	  -4.602797E+07	  -2.517216E+05	   7.341897E+00	  -2.496666E-02	  -2.371829E-02	   3.176302E-03	   3.049895E-02	  -9.149523E-04	  -1.522209E-01	   1.966595E-03	  -5.597335E-02	  -9.513350E-05	   3.214493E-03	  -8.081772E-05	  -4.090854E-02	  -1.370656E-04	   2.197926E-02	  -2.695847E-05	   2.255438E-04	   1.952736E-05	  -1.069497E+05	   3.482452E+05	   2.961322E+06	   0.000000E+00	   0.000000E+00	   1.399817E+08	   1.209274E+06	   1.161141E+07	   0.000000E+00	   8.101894E+05	   2.129042E+03	  -3.114847E+05	   2.198309E+05	  -9.928168E+06	  -9.391053E+04
   14.5125	   1.270075E-01	   1.115117E+06	   6.969160E+03	   4.543122E+07	  -2.804634E+06	  -4.563610E+07	  -2.599070E+05	   7.339992E+00	  -2.494208E-02	  -2.441623E-02	   3.175111E-03	   3.053915E-02	  -9.159610E-04	  -1.527219E-01	   1.965575E-03	  -5.569709E-02	  -9.550398E-05	   3.217218E-03	  -8.056857E-05	  -3.926088E-02	  -2.640826E-05	   2.222110E-02	  -3.232451E-05	   2.100619E-04	   2.031651E-05	  -1.037328E+05	   3.456463E+05	   2.804829E+06	   0.000000E+00	   0.000000E+00	   1.399844E+08	   1.208820E+06	   1.162672E+07	   0.000000E+00	   7.955001E+05	   1.927927E+03	  -3.152615E+05	   2.492713E+05	  -9.677098E+06	  -9.765991E+04
   14.5250	   1.286650E-01	   1.085677E+06	   6.528486E+03	   4.542526E+07	  -2.759835E+06	  -4.523498E+07	  -2.669439E+05	   7.338079E+00	  -2.491751E-02	  -2.511070E-02	   3.173914E-03	   3.057938E-02	  -9.169665E-04	  -1.532025E-01	   1.965903E-03	  -5.541783E-02	  -9.593990E-05	   3.219743E-03	  -8.031017E-05	  -3.764182E-02	   7.859010E-05	   2.245878E-02	  -3.742020E-05	   1.934444E-04	   2.100716E-05	  -1.005158E+05	   3.430473E+05	   2.648336E+06	   0.000000E+00	   0.000000E+00	   1.399871E+08	   1.208365E+06	   1.164203E+07	   0.000000E+00	   7.808118E+05	   1.740736E+03	  -3.189776E+05	   2.772444E+05	  -9.419580E+06	  -1.009392E+05
   14.5375	   1.303225E-01	   1.056317E+06	   6.116356E+03	   4.541939E+07	  -2.717407E+06	  -4.482553E+07	  -2.727463E+05	   7.336162E+00	  -2.489293E-02	  -2.580166E-02	   3.172712E-03	   3.061965E-02	  -9.179687E-04	  -1.536630E-01	   1.967509E-03	  -5.513562E-02	  -9.643781E-05	   3.222054E-03	  -8.004378E-05	  -3.604778E-02	   1.777227E-04	   2.269251E-02	  -4.223438E-05	   1.758219E-04	   2.159239E-05	  -9.729857E+04	   3.404482E+05	   2.491832E+06	   0.000000E+00	   0.000000E+00	   1.399897E+08	   1.207907E+06	   1.165736E+07	   0.000000E+00	   7.661128E+05	   1.567778E+03	  -3.226360E+05	   3.036875E+05	  -9.156249E+06	  -1.037148E+05
   14.5500	   1.319800E-01	   1.027015E+06	   5.733174E+03	   4.541359E+07	  -2.677428E+06	  -4.440885E+07	  -2.772359E+05	   7.334238E+00	  -2.486832E-02	  -2.648908E-02	   3.171503E-03	   3.065993E-02	  -9.189676E-04	  -1.541037E-01	   1.970316E-03	  -5.485052E-02	  -9.699415E-05	   3.224139E-03	  -7.977078E-05	  -3.447537E-02	   2.708329E-04	   2.292246E-02	  -4.675844E-05	   1.573365E-04	   2.206592E-05	  -9.408160E+04	   3.378493E+05	   2.335339E+06	   0.000000E+00	   0.000000E+00	   1.399923E+08	   1.207447E+06	   1.167270E+07	   0.000000E+00	   7.513938E+05	   1.409255E+03	  -3.262392E+05	   3.285515E+05	  -8.887841E+06	  -1.059567E+05
   14.5625	   1.336375E-01	   9.977434E+05	   5.379176E+03	   4.540787E+07	  -2.639958E+06	  -4.398589E+07	  -2.803440E+05	   7.332309E+00	  -2.484367E-02	  -2.717291E-02	   3.170287E-03	   3.070025E-02	  -9.199630E-04	  -1.545248E-01	   1.974250E-03	  -5.456256E-02	  -9.760523E-05	   3.225989E-03	  -7.949258E-05	  -3.292089E-02	   3.578079E-04	   2.314892E-02	  -5.098604E-05	   1.381242E-04	   2.242230E-05	  -9.086462E+04	   3.352504E+05	   2.178846E+06	   0.000000E+00	   0.000000E+00	   1.399949E+08	   1.206984E+06	   1.168805E+07	   0.000000E+00	   7.366430E+05	   1.265280E+03	  -3.297913E+05	   3.518002E+05	  -8.615023E+06	  -1.076385E+05
   14.5750	   1.352950E-01	   9.684806E+05	   5.054481E+03	   4.540221E+07	  -2.605034E+06	  -4.355752E+07	  -2.820145E+05	   7.330375E+00	  -2.481896E-02	  -2.785313E-02	   3.169063E-03	   3.074058E-02	  -9.209549E-04	  -1.549267E-01	   1.979232E-03	  -5.427179E-02	  -9.826732E-05	   3.227594E-03	  -7.921069E-05	  -3.138116E-02	   4.385731E-04	   2.337216E-02	  -5.491297E-05	   1.183062E-04	   2.265710E-05	  -8.764764E+04	   3.326514E+05	   2.022353E+06	   0.000000E+00	   0.000000E+00	   1.399975E+08	   1.206518E+06	   1.170340E+07	   0.000000E+00	   7.218507E+05	   1.135903E+03	  -3.332965E+05	   3.734092E+05	  -8.338396E+06	  -1.087388E+05
   14.5875	   1.369525E-01	   9.392095E+05	   4.759135E+03	   4.539662E+07	  -2.572679E+06	  -4.312444E+07	  -2.822027E+05	   7.328436E+00	  -2.479418E-02	  -2.852970E-02	   3.167830E-03	   3.078094E-02	  -9.219432E-04	  -1.553093E-01	   1.985186E-03	  -5.397826E-02	  -9.897664E-05	   3.228948E-03	  -7.892665E-05	  -2.985374E-02	   5.130856E-04	   2.359252E-02	  -5.853684E-05	   9.797620E-05	   2.276681E-05	  -8.443068E+04	   3.300525E+05	   1.865861E+06	   0.000000E+00	   0.000000E+00	   1.400001E+08	   1.206049E+06	   1.171877E+07	   0.000000E+00	   7.070098E+05	   1.021127E+03	  -3.367595E+05	   3.933650E+05	  -8.058428E+06	  -1.092408E+05
   14.6000	   1.386100E-01	   9.099180E+05	   4.493115E+03	   4.539106E+07	  -2.542900E+06	  -4.268702E+07	  -2.808775E+05	   7.326492E+00	  -2.476932E-02	  -2.920258E-02	   3.166588E-03	   3.082130E-02	  -9.229280E-04	  -1.556730E-01	   1.992032E-03	  -5.368197E-02	  -9.972940E-05	   3.230044E-03	  -7.864203E-05	  -2.833700E-02	   5.813320E-04	   2.381041E-02	  -6.185695E-05	   7.719061E-05	   2.274902E-05	  -8.121345E+04	   3.274534E+05	   1.709356E+06	   0.000000E+00	   0.000000E+00	   1.400027E+08	   1.205576E+06	   1.173414E+07	   0.000000E+00	   6.921151E+05	   9.209113E+02	  -3.401864E+05	   4.116635E+05	  -7.775390E+06	  -1.091327E+05
   14.6125	   1.395218E-01	   8.799324E+05	   4.256329E+03	   4.538635E+07	  -2.515605E+06	  -4.226143E+07	  -2.779371E+05	   7.324544E+00	  -2.474438E-02	  -2.987174E-02	   3.165337E-03	   3.086169E-02	  -9.239093E-04	  -1.560178E-01	   1.999693E-03	  -5.338298E-02	  -1.005218E-04	   3.230877E-03	  -7.835844E-05	  -2.671272E-02	   6.433846E-04	   2.396709E-02	  -6.487843E-05	   5.819623E-05	   2.260123E-05	  -7.729602E+04	   3.242132E+05	   1.539122E+06	   0.000000E+00	   0.000000E+00	   1.400052E+08	   1.205099E+06	   1.174951E+07	   0.000000E+00	   6.765916E+05	   8.351570E+02	  -3.427139E+05	   4.283353E+05	  -7.495420E+06	  -1.084024E+05
