
Predictions were generated on 31-May-2023 at 21:33:44 using HydroDyn Driver, compiled on May 31 2023 at 15:45:05 as a 64-bit application using double precision at commit v3.5.0-439-g03d62244-dirty
 linked with  NWTC Subroutine Library

Description from the driver input file: NREL 5.0 MW offshore baseline floating platform HydroDyn input properties for the OC4 Semi-submersible.

Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	B1Surge	B1Sway	B1Heave	B1Roll	B1Pitch	B1Yaw	B1TVxi	B1TVyi	B1TVzi	B1RVxi	B1RVyi	B1RVzi	B1TAxi	B1TAyi	B1TAzi	B1RAxi	B1RAyi	B1RAzi	B1WvsFxi	B1WvsFzi	B1WvsMyi	B1HDSFxi	B1HDSFyi	B1HDSFzi	B1HDSMxi	B1HDSMyi	B1HDSMzi	B1RdtFxi	B1RdtFyi	B1RdtFzi	B1RdtMxi	B1RdtMyi	B1RdtMzi
(s)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(m)	(m)	(m)	(rad)	(rad)	(rad)	(m/s)	(m/s)	(m/s)	(rad/s)	(rad/s)	(rad/s)	(m/s^2)	(m/s^2)	(m/s^2)	(rad/s^2)	(rad/s^2)	(rad/s^2)	(N)	(N)	(N-m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)
   21.8750	  -4.920358E-01	   7.148529E+05	  -1.507681E+04	   4.551466E+07	  -3.207277E+05	  -3.703979E+07	  -2.474465E+05	   7.733170E+00	   9.553001E-03	  -8.260687E-02	   1.003656E-03	   3.060538E-02	  -1.408876E-03	   1.553072E-01	   4.308687E-03	  -4.230324E-02	  -2.670600E-04	  -1.496787E-04	  -6.550806E-05	  -8.317473E-02	   2.357108E-03	  -6.914684E-03	  -9.409137E-05	  -6.186560E-05	   2.087611E-05	  -5.219612E+05	  -5.014418E+05	   1.062720E+07	   0.000000E+00	   0.000000E+00	   1.402067E+08	   3.821096E+05	   1.165192E+07	   0.000000E+00	   4.621475E+05	  -6.301683E+03	   1.095887E+05	   4.705017E+05	  -5.217900E+06	  -9.884892E+04
   21.8875	  -4.955438E-01	   7.181343E+05	  -1.509035E+04	   4.550986E+07	  -3.166355E+05	  -3.725304E+07	  -2.438165E+05	   7.735104E+00	   9.607044E-03	  -8.313619E-02	   1.000311E-03	   3.060350E-02	  -1.409694E-03	   1.542602E-01	   4.338178E-03	  -4.238698E-02	  -2.682374E-04	  -1.505288E-04	  -6.524895E-05	  -8.433988E-02	   2.359069E-03	  -6.484354E-03	  -9.416509E-05	  -7.393113E-05	   2.055858E-05	  -5.345331E+05	  -4.981038E+05	   1.053813E+07	   0.000000E+00	   0.000000E+00	   1.402087E+08	   3.808359E+05	   1.165121E+07	   0.000000E+00	   4.684712E+05	  -6.305855E+03	   1.033762E+05	   4.708940E+05	  -5.246454E+06	  -9.740023E+04
   21.9000	  -4.990519E-01	   7.214513E+05	  -1.505484E+04	   4.550495E+07	  -3.164427E+05	  -3.746518E+07	  -2.384435E+05	   7.737026E+00	   9.661456E-03	  -8.366653E-02	   9.969504E-04	   3.060162E-02	  -1.410507E-03	   1.531986E-01	   4.367633E-03	  -4.246531E-02	  -2.694128E-04	  -1.515302E-04	  -6.499475E-05	  -8.550669E-02	   2.351084E-03	  -6.049638E-03	  -9.377160E-05	  -8.613955E-05	   2.009368E-05	  -5.471031E+05	  -4.947663E+05	   1.044906E+07	   0.000000E+00	   0.000000E+00	   1.402108E+08	   3.795565E+05	   1.165049E+07	   0.000000E+00	   4.748341E+05	  -6.286901E+03	   9.709848E+04	   4.687593E+05	  -5.274558E+06	  -9.524378E+04
   21.9125	  -5.025599E-01	   7.248148E+05	  -1.497329E+04	   4.549993E+07	  -3.199832E+05	  -3.767589E+07	  -2.314362E+05	   7.738934E+00	   9.716234E-03	  -8.419780E-02	   9.935754E-04	   3.059971E-02	  -1.411318E-03	   1.521224E-01	   4.396930E-03	  -4.253818E-02	  -2.705805E-04	  -1.526851E-04	  -6.474723E-05	  -8.667684E-02	   2.333647E-03	  -5.610181E-03	  -9.293206E-05	  -9.854665E-05	   1.949048E-05	  -5.596750E+05	  -4.914283E+05	   1.035998E+07	   0.000000E+00	   0.000000E+00	   1.402128E+08	   3.782716E+05	   1.164976E+07	   0.000000E+00	   4.812428E+05	  -6.246222E+03	   9.075038E+04	   4.642081E+05	  -5.301955E+06	  -9.242362E+04
   21.9250	  -5.060679E-01	   7.282300E+05	  -1.484898E+04	   4.549479E+07	  -3.270695E+05	  -3.788489E+07	  -2.229186E+05	   7.740829E+00	   9.771378E-03	  -8.472995E-02	   9.901860E-04	   3.059780E-02	  -1.412126E-03	   1.510316E-01	   4.425953E-03	  -4.260553E-02	  -2.717352E-04	  -1.539962E-04	  -6.450807E-05	  -8.785083E-02	   2.307311E-03	  -5.165914E-03	  -9.167025E-05	  -1.111803E-04	   1.875929E-05	  -5.722450E+05	  -4.880908E+05	   1.027092E+07	   0.000000E+00	   0.000000E+00	   1.402148E+08	   3.769812E+05	   1.164904E+07	   0.000000E+00	   4.876984E+05	  -6.185357E+03	   8.433080E+04	   4.573650E+05	  -5.328488E+06	  -8.898968E+04
   21.9375	  -5.095760E-01	   7.317002E+05	  -1.468526E+04	   4.548953E+07	  -3.374985E+05	  -3.809216E+07	  -2.130283E+05	   7.742710E+00	   9.826882E-03	  -8.526292E-02	   9.867821E-04	   3.059586E-02	  -1.412931E-03	   1.499261E-01	   4.454595E-03	  -4.266730E-02	  -2.728715E-04	  -1.554663E-04	  -6.427880E-05	  -8.902925E-02	   2.272658E-03	  -4.716604E-03	  -9.001158E-05	  -1.240534E-04	   1.791158E-05	  -5.848169E+05	  -4.847528E+05	   1.018184E+07	   0.000000E+00	   0.000000E+00	   1.402169E+08	   3.756853E+05	   1.164830E+07	   0.000000E+00	   4.942041E+05	  -6.105899E+03	   7.783631E+04	   4.483636E+05	  -5.354116E+06	  -8.499752E+04
   21.9500	  -5.130840E-01	   7.352236E+05	  -1.448547E+04	   4.548416E+07	  -3.510615E+05	  -3.829774E+07	  -2.019114E+05	   7.744577E+00	   9.882741E-03	  -8.579662E-02	   9.833643E-04	   3.059391E-02	  -1.413733E-03	   1.488059E-01	   4.482755E-03	  -4.272342E-02	  -2.739849E-04	  -1.570984E-04	  -6.406079E-05	  -9.021170E-02	   2.230278E-03	  -4.262290E-03	  -8.798210E-05	  -1.371548E-04	   1.695955E-05	  -5.973889E+05	  -4.814148E+05	   1.009276E+07	   0.000000E+00	   0.000000E+00	   1.402189E+08	   3.743841E+05	   1.164756E+07	   0.000000E+00	   5.007584E+05	  -6.009428E+03	   7.126745E+04	   4.373417E+05	  -5.378888E+06	  -8.050616E+04
   21.9625	  -5.165920E-01	   7.387958E+05	  -1.425271E+04	   4.547866E+07	  -3.675497E+05	  -3.850180E+07	  -1.897268E+05	   7.746430E+00	   9.938948E-03	  -8.633098E-02	   9.799327E-04	   3.059193E-02	  -1.414533E-03	   1.476708E-01	   4.510340E-03	  -4.277384E-02	  -2.750706E-04	  -1.588954E-04	  -6.385527E-05	  -9.139737E-02	   2.180738E-03	  -3.803047E-03	  -8.560744E-05	  -1.504575E-04	   1.591642E-05	  -6.099589E+05	  -4.780772E+05	   1.000370E+07	   0.000000E+00	   0.000000E+00	   1.402209E+08	   3.730776E+05	   1.164680E+07	   0.000000E+00	   5.073588E+05	  -5.897423E+03	   6.462529E+04	   4.244357E+05	  -5.402932E+06	  -7.557961E+04
   21.9750	  -5.201001E-01	   7.424096E+05	  -1.398969E+04	   4.547304E+07	  -3.867618E+05	  -3.870476E+07	  -1.766342E+05	   7.748269E+00	   9.995496E-03	  -8.686594E-02	   9.764876E-04	   3.058994E-02	  -1.415330E-03	   1.465210E-01	   4.537263E-03	  -4.281848E-02	  -2.761247E-04	  -1.608594E-04	  -6.366328E-05	  -9.258539E-02	   2.124565E-03	  -3.338872E-03	  -8.291192E-05	  -1.639168E-04	   1.479551E-05	  -6.225308E+05	  -4.747392E+05	   9.914624E+06	   0.000000E+00	   0.000000E+00	   1.402230E+08	   3.717660E+05	   1.164604E+07	   0.000000E+00	   5.140038E+05	  -5.771191E+03	   5.790977E+04	   4.097764E+05	  -5.426496E+06	  -7.028214E+04
   21.9875	  -5.236081E-01	   7.460552E+05	  -1.369885E+04	   4.546731E+07	  -4.085005E+05	  -3.890694E+07	  -1.628024E+05	   7.750093E+00	   1.005238E-02	  -8.740142E-02	   9.730297E-04	   3.058791E-02	  -1.416124E-03	   1.453562E-01	   4.563444E-03	  -4.285729E-02	  -2.771431E-04	  -1.629922E-04	  -6.348574E-05	  -9.377407E-02	   2.062259E-03	  -2.870050E-03	  -7.991919E-05	  -1.774756E-04	   1.361081E-05	  -6.351008E+05	  -4.714017E+05	   9.825560E+06	   0.000000E+00	   0.000000E+00	   1.402250E+08	   3.704495E+05	   1.164527E+07	   0.000000E+00	   5.206874E+05	  -5.631929E+03	   5.112503E+04	   3.934918E+05	  -5.449852E+06	  -6.468151E+04
   22.0000	  -5.271161E-01	   7.497246E+05	  -1.338223E+04	   4.546147E+07	  -4.325787E+05	  -3.910884E+07	  -1.484089E+05	   7.751903E+00	   1.010958E-02	  -8.793735E-02	   9.695592E-04	   3.058586E-02	  -1.416917E-03	   1.441766E-01	   4.588810E-03	  -4.289022E-02	  -2.781224E-04	  -1.652947E-04	  -6.332331E-05	  -9.496238E-02	   1.994272E-03	  -2.396698E-03	  -7.665122E-05	  -1.910826E-04	   1.237703E-05	  -6.476728E+05	  -4.680637E+05	   9.736482E+06	   0.000000E+00	   0.000000E+00	   1.402271E+08	   3.691282E+05	   1.164449E+07	   0.000000E+00	   5.274079E+05	  -5.480653E+03	   4.427280E+04	   3.757018E+05	  -5.473282E+06	  -5.884870E+04
   22.0125	  -5.297307E-01	   7.524609E+05	  -1.304176E+04	   4.545575E+07	  -4.588306E+05	  -3.931437E+07	  -1.336045E+05	   7.753697E+00	   1.016709E-02	  -8.847365E-02	   9.660768E-04	   3.058378E-02	  -1.417707E-03	   1.429822E-01	   4.613293E-03	  -4.291721E-02	  -2.790592E-04	  -1.677673E-04	  -6.317655E-05	  -9.604585E-02	   1.921165E-03	  -1.874122E-03	  -7.313806E-05	  -2.028147E-04	   1.110848E-05	  -6.599729E+05	  -4.633987E+05	   9.646393E+06	   0.000000E+00	   0.000000E+00	   1.402291E+08	   3.678024E+05	   1.164370E+07	   0.000000E+00	   5.336512E+05	  -5.318409E+03	   3.669609E+04	   3.565758E+05	  -5.501764E+06	  -5.285281E+04
   22.0250	  -5.323454E-01	   7.552036E+05	  -1.267901E+04	   4.544992E+07	  -4.870386E+05	  -3.952040E+07	  -1.186404E+05	   7.755477E+00	   1.022491E-02	  -8.901025E-02	   9.625829E-04	   3.058167E-02	  -1.418496E-03	   1.417754E-01	   4.636833E-03	  -4.293712E-02	  -2.799507E-04	  -1.703649E-04	  -6.304576E-05	  -9.712604E-02	   1.843246E-03	  -1.347600E-03	  -6.939377E-05	  -2.144848E-04	   9.824057E-06	  -6.722712E+05	  -4.587343E+05	   9.556317E+06	   0.000000E+00	   0.000000E+00	   1.402312E+08	   3.664722E+05	   1.164289E+07	   0.000000E+00	   5.399223E+05	  -5.145941E+03	   2.906041E+04	   3.361888E+05	  -5.530871E+06	  -4.678532E+04
   22.0375	  -5.349600E-01	   7.579461E+05	  -1.229564E+04	   4.544400E+07	  -5.170562E+05	  -3.972718E+07	  -1.035748E+05	   7.757242E+00	   1.028301E-02	  -8.954705E-02	   9.590783E-04	   3.057952E-02	  -1.419284E-03	   1.405546E-01	   4.659369E-03	  -4.295066E-02	  -2.807940E-04	  -1.731178E-04	  -6.293110E-05	  -9.820228E-02	   1.760870E-03	  -8.175205E-04	  -6.543562E-05	  -2.260616E-04	   8.528807E-06	  -6.845713E+05	  -4.540693E+05	   9.466229E+06	   0.000000E+00	   0.000000E+00	   1.402332E+08	   3.651379E+05	   1.164208E+07	   0.000000E+00	   5.462198E+05	  -4.964042E+03	   2.137143E+04	   3.146352E+05	  -5.560772E+06	  -4.067012E+04
   22.0500	  -5.375746E-01	   7.606838E+05	  -1.189353E+04	   4.543801E+07	  -5.486638E+05	  -3.993501E+07	  -8.863015E+04	   7.758991E+00	   1.034139E-02	  -9.008399E-02	   9.555633E-04	   3.057734E-02	  -1.420070E-03	   1.393204E-01	   4.680851E-03	  -4.295756E-02	  -2.815867E-04	  -1.760147E-04	  -6.283260E-05	  -9.927347E-02	   1.674525E-03	  -2.842973E-04	  -6.128867E-05	  -2.375039E-04	   7.241069E-06	  -6.968696E+05	  -4.494050E+05	   9.376153E+06	   0.000000E+00	   0.000000E+00	   1.402353E+08	   3.637998E+05	   1.164124E+07	   0.000000E+00	   5.525402E+05	  -4.773692E+03	   1.363522E+04	   2.920543E+05	  -5.591670E+06	  -3.459588E+04
   22.0625	  -5.401893E-01	   7.634146E+05	  -1.147482E+04	   4.543194E+07	  -5.816604E+05	  -4.014411E+07	  -7.392709E+04	   7.760725E+00	   1.040003E-02	  -9.062096E-02	   9.520388E-04	   3.057512E-02	  -1.420855E-03	   1.380728E-01	   4.701231E-03	  -4.295778E-02	  -2.823265E-04	  -1.790538E-04	  -6.275008E-05	  -1.003394E-01	   1.584693E-03	   2.517487E-04	  -5.697645E-05	  -2.487921E-04	   5.970883E-06	  -7.091697E+05	  -4.447400E+05	   9.286064E+06	   0.000000E+00	   0.000000E+00	   1.402373E+08	   3.624579E+05	   1.164040E+07	   0.000000E+00	   5.588841E+05	  -4.575959E+03	   5.856454E+03	   2.685751E+05	  -5.623693E+06	  -2.861086E+04
   22.0750	  -5.428039E-01	   7.661374E+05	  -1.104214E+04	   4.542581E+07	  -6.158217E+05	  -4.035458E+07	  -5.958368E+04	   7.762443E+00	   1.045891E-02	  -9.115790E-02	   9.485054E-04	   3.057286E-02	  -1.421639E-03	   1.368120E-01	   4.720470E-03	  -4.295128E-02	  -2.830115E-04	  -1.822332E-04	  -6.268328E-05	  -1.013997E-01	   1.491927E-03	   7.901033E-04	  -5.252551E-05	  -2.599111E-04	   4.728176E-06	  -7.214699E+05	  -4.400750E+05	   9.195975E+06	   0.000000E+00	   0.000000E+00	   1.402394E+08	   3.611127E+05	   1.163954E+07	   0.000000E+00	   5.652505E+05	  -4.372117E+03	  -1.957324E+03	   2.443419E+05	  -5.656914E+06	  -2.276276E+04
   22.0875	  -5.454185E-01	   7.688527E+05	  -1.059857E+04	   4.541964E+07	  -6.509049E+05	  -4.056645E+07	  -4.569731E+04	   7.764145E+00	   1.051803E-02	  -9.169471E-02	   9.449638E-04	   3.057056E-02	  -1.422422E-03	   1.355379E-01	   4.738536E-03	  -4.293804E-02	  -2.836401E-04	  -1.855505E-04	  -6.263178E-05	  -1.024542E-01	   1.396846E-03	   1.330228E-03	  -4.796488E-05	  -2.708523E-04	   3.521235E-06	  -7.337681E+05	  -4.354107E+05	   9.105900E+06	   0.000000E+00	   0.000000E+00	   1.402414E+08	   3.597643E+05	   1.163867E+07	   0.000000E+00	   5.716387E+05	  -4.163651E+03	  -9.798229E+03	   2.195115E+05	  -5.691377E+06	  -1.709129E+04
   22.1000	  -5.480331E-01	   7.715626E+05	  -1.014774E+04	   4.541342E+07	  -6.866509E+05	  -4.077984E+07	  -3.234309E+04	   7.765831E+00	   1.057737E-02	  -9.223133E-02	   9.414146E-04	   3.056822E-02	  -1.423204E-03	   1.342506E-01	   4.755402E-03	  -4.291805E-02	  -2.842113E-04	  -1.890036E-04	  -6.259509E-05	  -1.035031E-01	   1.300135E-03	   1.871748E-03	  -4.332598E-05	  -2.816168E-04	   2.356561E-06	  -7.460683E+05	  -4.307456E+05	   9.015811E+06	   0.000000E+00	   0.000000E+00	   1.402435E+08	   3.584131E+05	   1.163777E+07	   0.000000E+00	   5.780512E+05	  -3.952266E+03	  -1.766079E+04	   1.942525E+05	  -5.727106E+06	  -1.162750E+04
   22.1125	  -5.506478E-01	   7.742684E+05	  -9.693692E+03	   4.540718E+07	  -7.227843E+05	  -4.099472E+07	  -1.957456E+04	   7.767501E+00	   1.063691E-02	  -9.276764E-02	   9.378587E-04	   3.056584E-02	  -1.423987E-03	   1.329503E-01	   4.771054E-03	  -4.289127E-02	  -2.847242E-04	  -1.925901E-04	  -6.257268E-05	  -1.045463E-01	   1.202535E-03	   2.414056E-03	  -3.864246E-05	  -2.921994E-04	   1.238947E-06	  -7.583666E+05	  -4.260813E+05	   8.925735E+06	   0.000000E+00	   0.000000E+00	   1.402455E+08	   3.570593E+05	   1.163687E+07	   0.000000E+00	   5.844872E+05	  -3.739861E+03	  -2.553608E+04	   1.687443E+05	  -5.764118E+06	  -6.394104E+03
   22.1250	  -5.532624E-01	   7.769730E+05	  -9.240801E+03	   4.540093E+07	  -7.590236E+05	  -4.121117E+07	  -7.415532E+03	   7.769155E+00	   1.069664E-02	  -9.330358E-02	   9.342968E-04	   3.056341E-02	  -1.424769E-03	   1.316370E-01	   4.785485E-03	  -4.285772E-02	  -2.851785E-04	  -1.963078E-04	  -6.256390E-05	  -1.055842E-01	   1.104823E-03	   2.956643E-03	  -3.394899E-05	  -3.026039E-04	   1.708103E-07	  -7.706667E+05	  -4.214163E+05	   8.835646E+06	   0.000000E+00	   0.000000E+00	   1.402476E+08	   3.557032E+05	   1.163594E+07	   0.000000E+00	   5.909494E+05	  -3.528455E+03	  -3.341668E+04	   1.431712E+05	  -5.802426E+06	  -1.402292E+03
   22.1375	  -5.558770E-01	   7.796762E+05	  -8.793508E+03	   4.539467E+07	  -7.950862E+05	  -4.142925E+07	   4.110423E+03	   7.770792E+00	   1.075654E-02	  -9.383905E-02	   9.307295E-04	   3.056093E-02	  -1.425551E-03	   1.303107E-01	   4.798697E-03	  -4.281738E-02	  -2.855742E-04	  -2.001543E-04	  -6.256816E-05	  -1.066165E-01	   1.007784E-03	   3.498935E-03	  -2.928044E-05	  -3.128188E-04	  -8.454450E-07	  -7.829668E+05	  -4.167513E+05	   8.745557E+06	   0.000000E+00	   0.000000E+00	   1.402496E+08	   3.543451E+05	   1.163500E+07	   0.000000E+00	   5.974370E+05	  -3.320109E+03	  -4.129416E+04	   1.177179E+05	  -5.842087E+06	   3.336799E+03
   22.1500	  -5.584916E-01	   7.823759E+05	  -8.356247E+03	   4.538844E+07	  -8.306955E+05	  -4.164910E+07	   1.498973E+04	   7.772412E+00	   1.081660E-02	  -9.437398E-02	   9.271577E-04	   3.055840E-02	  -1.426333E-03	   1.289716E-01	   4.810705E-03	  -4.277028E-02	  -2.859119E-04	  -2.041270E-04	  -6.258479E-05	  -1.076427E-01	   9.121950E-04	   4.040299E-03	  -2.467115E-05	  -3.228246E-04	  -1.808293E-06	  -7.952651E+05	  -4.120870E+05	   8.655482E+06	   0.000000E+00	   0.000000E+00	   1.402517E+08	   3.529852E+05	   1.163404E+07	   0.000000E+00	   6.039484E+05	  -3.116881E+03	  -4.915924E+04	   9.256610E+04	  -5.883196E+06	   7.816289E+03
   22.1625	  -5.611063E-01	   7.850702E+05	  -7.933298E+03	   4.538222E+07	  -8.655867E+05	  -4.187100E+07	   2.522566E+04	   7.774016E+00	   1.087681E-02	  -9.490828E-02	   9.235819E-04	   3.055582E-02	  -1.427115E-03	   1.276197E-01	   4.821531E-03	  -4.271641E-02	  -2.861925E-04	  -2.082232E-04	  -6.261311E-05	  -1.086626E-01	   8.188010E-04	   4.580277E-03	  -2.015397E-05	  -3.325973E-04	  -2.717555E-06	  -8.075652E+05	  -4.074219E+05	   8.565393E+06	   0.000000E+00	   0.000000E+00	   1.402537E+08	   3.516239E+05	   1.163305E+07	   0.000000E+00	   6.104843E+05	  -2.920751E+03	  -5.700523E+04	   6.788929E+04	  -5.925908E+06	   1.203583E+04
   22.1750	  -5.637209E-01	   7.877528E+05	  -7.528614E+03	   4.537606E+07	  -8.995153E+05	  -4.209518E+07	   3.482803E+04	   7.775603E+00	   1.093714E-02	  -9.544186E-02	   9.200031E-04	   3.055320E-02	  -1.427898E-03	   1.262551E-01	   4.831205E-03	  -4.265581E-02	  -2.864173E-04	  -2.124397E-04	  -6.265246E-05	  -1.096749E-01	   7.282904E-04	   5.118151E-03	  -1.575923E-05	  -3.420953E-04	  -3.573594E-06	  -8.198635E+05	  -4.027576E+05	   8.475317E+06	   0.000000E+00	   0.000000E+00	   1.402557E+08	   3.502613E+05	   1.163205E+07	   0.000000E+00	   6.170402E+05	  -2.733538E+03	  -6.482158E+04	   4.384794E+04	  -5.970415E+06	   1.599770E+04
   22.1875	  -5.663356E-01	   7.904170E+05	  -7.145738E+03	   4.536994E+07	  -9.322609E+05	  -4.232209E+07	   4.381726E+04	   7.777173E+00	   1.099758E-02	  -9.597465E-02	   9.164218E-04	   3.055051E-02	  -1.428682E-03	   1.248779E-01	   4.839769E-03	  -4.258850E-02	  -2.865880E-04	  -2.167728E-04	  -6.270219E-05	  -1.106788E-01	   6.412817E-04	   5.653452E-03	  -1.151427E-05	  -3.512715E-04	  -4.377679E-06	  -8.321637E+05	  -3.980926E+05	   8.385228E+06	   0.000000E+00	   0.000000E+00	   1.402578E+08	   3.488979E+05	   1.163103E+07	   0.000000E+00	   6.236148E+05	  -2.556872E+03	  -7.260145E+04	   2.058651E+04	  -6.016984E+06	   1.970855E+04
   22.2000	  -5.689502E-01	   7.930530E+05	  -6.787657E+03	   4.536390E+07	  -9.636329E+05	  -4.255216E+07	   5.221996E+04	   7.778725E+00	   1.105813E-02	  -9.650655E-02	   9.128386E-04	   3.054778E-02	  -1.429466E-03	   1.234882E-01	   4.847268E-03	  -4.251451E-02	  -2.867066E-04	  -2.212182E-04	  -6.276165E-05	  -1.116726E-01	   5.583030E-04	   6.185540E-03	  -7.442568E-06	  -3.600650E-04	  -5.131620E-06	  -8.444638E+05	  -3.934276E+05	   8.295139E+06	   0.000000E+00	   0.000000E+00	   1.402598E+08	   3.475337E+05	   1.162999E+07	   0.000000E+00	   6.302026E+05	  -2.392120E+03	  -8.033543E+04	  -1.770406E+03	  -6.065916E+06	   2.317765E+04
   22.2125	  -5.706938E-01	   7.947831E+05	  -6.456922E+03	   4.535830E+07	  -9.934880E+05	  -4.278538E+07	   6.010185E+04	   7.780260E+00	   1.111876E-02	  -9.703749E-02	   9.092543E-04	   3.054498E-02	  -1.430251E-03	   1.220862E-01	   4.853756E-03	  -4.243390E-02	  -2.867755E-04	  -2.257706E-04	  -6.283023E-05	  -1.124970E-01	   4.799360E-04	   6.745328E-03	  -3.573360E-06	  -3.659986E-04	  -5.838014E-06	  -8.556576E+05	  -3.876233E+05	   8.202604E+06	   0.000000E+00	   0.000000E+00	   1.402618E+08	   3.461691E+05	   1.162893E+07	   0.000000E+00	   6.359810E+05	  -2.240510E+03	  -8.847794E+04	  -2.306135E+04	  -6.121512E+06	   2.641807E+04
   22.2250	  -5.724374E-01	   7.964642E+05	  -6.155074E+03	   4.535278E+07	  -1.021679E+06	  -4.302278E+07	   6.739148E+04	   7.781777E+00	   1.117947E-02	  -9.756736E-02	   9.056694E-04	   3.054213E-02	  -1.431037E-03	   1.206757E-01	   4.859295E-03	  -4.234596E-02	  -2.867974E-04	  -2.303663E-04	  -6.290732E-05	  -1.133083E-01	   4.063692E-04	   7.301017E-03	   8.737032E-08	  -3.714222E-04	  -6.493276E-06	  -8.668531E+05	  -3.818181E+05	   8.110055E+06	   0.000000E+00	   0.000000E+00	   1.402639E+08	   3.448042E+05	   1.162784E+07	   0.000000E+00	   6.417644E+05	  -2.102701E+03	  -9.656159E+04	  -4.325911E+04	  -6.180133E+06	   2.941278E+04
   22.2375	  -5.741810E-01	   7.980849E+05	  -5.883091E+03	   4.534737E+07	  -1.048147E+06	  -4.326469E+07	   7.427043E+04	   7.783277E+00	   1.124024E-02	  -9.809610E-02	   9.020846E-04	   3.053922E-02	  -1.431824E-03	   1.192544E-01	   4.863942E-03	  -4.225126E-02	  -2.867746E-04	  -2.350393E-04	  -6.299238E-05	  -1.141048E-01	   3.377682E-04	   7.851745E-03	   3.532324E-06	  -3.762772E-04	  -7.111977E-06	  -8.780470E+05	  -3.760139E+05	   8.017520E+06	   0.000000E+00	   0.000000E+00	   1.402659E+08	   3.434394E+05	   1.162673E+07	   0.000000E+00	   6.475459E+05	  -1.979094E+03	  -1.045738E+05	  -6.232504E+04	  -6.242046E+06	   3.223308E+04
   22.2500	  -5.759246E-01	   7.996364E+05	  -5.641297E+03	   4.534208E+07	  -1.072829E+06	  -4.351164E+07	   8.067621E+04	   7.784758E+00	   1.130106E-02	  -9.862362E-02	   8.985003E-04	   3.053625E-02	  -1.432612E-03	   1.178232E-01	   4.867763E-03	  -4.214971E-02	  -2.867102E-04	  -2.397689E-04	  -6.308491E-05	  -1.148852E-01	   2.742570E-04	   8.397333E-03	   6.754618E-06	  -3.805061E-04	  -7.688931E-06	  -8.892424E+05	  -3.702088E+05	   7.924972E+06	   0.000000E+00	   0.000000E+00	   1.402679E+08	   3.420748E+05	   1.162560E+07	   0.000000E+00	   6.533232E+05	  -1.869857E+03	  -1.125118E+05	  -8.021994E+04	  -6.307568E+06	   3.485411E+04
   22.2625	  -5.776682E-01	   8.011101E+05	  -5.429326E+03	   4.533691E+07	  -1.095720E+06	  -4.376394E+07	   8.666468E+04	   7.786222E+00	   1.136193E-02	  -9.914982E-02	   8.949170E-04	   3.053323E-02	  -1.433401E-03	   1.163824E-01	   4.870819E-03	  -4.204137E-02	  -2.866068E-04	  -2.445474E-04	  -6.318442E-05	  -1.156484E-01	   2.158152E-04	   8.937260E-03	   9.754171E-06	  -3.840614E-04	  -8.228614E-06	  -9.004380E+05	  -3.644036E+05	   7.832422E+06	   0.000000E+00	   0.000000E+00	   1.402699E+08	   3.407106E+05	   1.162445E+07	   0.000000E+00	   6.590915E+05	  -1.774802E+03	  -1.203681E+05	  -9.694138E+04	  -6.376928E+06	   3.729798E+04
   22.2750	  -5.794118E-01	   8.025001E+05	  -5.246196E+03	   4.533188E+07	  -1.116843E+06	  -4.402180E+07	   9.225954E+04	   7.787668E+00	   1.142283E-02	  -9.967463E-02	   8.913353E-04	   3.053014E-02	  -1.434191E-03	   1.149321E-01	   4.873176E-03	  -4.192632E-02	  -2.864672E-04	  -2.493662E-04	  -6.329046E-05	  -1.163932E-01	   1.623270E-04	   9.471097E-03	   1.253486E-05	  -3.869085E-04	  -8.732930E-06	  -9.116318E+05	  -3.585993E+05	   7.739888E+06	   0.000000E+00	   0.000000E+00	   1.402719E+08	   3.393470E+05	   1.162328E+07	   0.000000E+00	   6.648475E+05	  -1.693462E+03	  -1.281364E+05	  -1.125074E+05	  -6.450289E+06	   3.957430E+04
   22.2875	  -5.811554E-01	   8.038039E+05	  -5.090375E+03	   4.532698E+07	  -1.136256E+06	  -4.428541E+07	   9.747648E+04	   7.789095E+00	   1.148376E-02	  -1.001979E-01	   8.877554E-04	   3.052699E-02	  -1.434983E-03	   1.134726E-01	   4.874893E-03	  -4.180464E-02	  -2.862941E-04	  -2.542163E-04	  -6.340259E-05	  -1.171196E-01	   1.135841E-04	   9.998678E-03	   1.510455E-05	  -3.890324E-04	  -9.203179E-06	  -9.228273E+05	  -3.527942E+05	   7.647340E+06	   0.000000E+00	   0.000000E+00	   1.402739E+08	   3.379841E+05	   1.162208E+07	   0.000000E+00	   6.705914E+05	  -1.625113E+03	  -1.358143E+05	  -1.269569E+05	  -6.527746E+06	   4.168969E+04
