------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Generated with AeroElasticSE FAST driver
======  Blade Properties =================================================================
30          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn                      BlCrvAC               BlSwpAC                BlCrvAng               BlTwist                BlChord          BlAFID
     (m)                         (m)                   (m)                    (deg)                 (deg)                   (m)              (-)
 0.         0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  2.00000000000000e+00          1
 1.666666   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          1
 3.333333   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
 5.         0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
 6.666666   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
 8.333333   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
10.         0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
11.666666   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
13.333333   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
15.         0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
16.666666   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
18.333333   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
20.         0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
21.666666   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
23.333333   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
25.         0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
26.666666   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
28.333333   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
30.         0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
31.666666   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
33.333333   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
35.         0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
36.666666   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
38.333333   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
40.         0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
41.666666   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
43.333333   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
45.         0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          2
46.666666   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  4.00000000000000e+00          1
48.333333   0.00000000000000000  0.0000000000000e+00 0.0000000000000000000 0.0000000000000000000  2.00000000000000e+00          1
