
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 30-Jan-2025 at 10:50:24.

 
 
 
      Time         BODY1PX         BODY1PY         BODY1PZ         BODY1VX         BODY1VY         BODY1VZ         BODY1FX         BODY1FY         BODY1FZ        ANCHTEN1          CON1FX          CON1FY          CON1FZ
  150.5000   2.0851390E+01   1.0045484E+01  -4.4789192E+01   1.1802670E-02   1.9967536E-02   9.9691847E-03   5.3457155E+01  -1.6472139E+02  -1.1774898E+01   2.5647682E+05  -1.0410432E+05  -5.0149907E+04   2.1832229E+05
  150.6000   2.0852583E+01   1.0047441E+01  -4.4788198E+01   1.2039083E-02   1.9174098E-02   9.9027031E-03   4.7373017E+01  -1.7365737E+02  -1.6577115E+01   2.5647676E+05  -1.0411015E+05  -5.0159463E+04   2.1831747E+05
  150.7000   2.0853797E+01   1.0049317E+01  -4.4787212E+01   1.2246783E-02   1.8339756E-02   9.8138022E-03   4.1212000E+01  -1.8216624E+02  -2.1336508E+01   2.5647669E+05  -1.0411609E+05  -5.0168622E+04   2.1831269E+05
  150.8000   2.0855031E+01   1.0051108E+01  -4.4786236E+01   1.2425446E-02   1.7466556E-02   9.7027047E-03   3.4989241E+01  -1.9023032E+02  -2.6043673E+01   2.5647661E+05  -1.0412212E+05  -5.0177363E+04   2.1830795E+05
  150.9000   2.0856281E+01   1.0052809E+01  -4.4785272E+01   1.2574816E-02   1.6556620E-02   9.5696785E-03   2.8719692E+01  -1.9783320E+02  -3.0688721E+01   2.5647654E+05  -1.0412823E+05  -5.0185668E+04   2.1830327E+05
  151.0000   2.0857545E+01   1.0054418E+01  -4.4784322E+01   1.2694710E-02   1.5612148E-02   9.4150390E-03   2.2417965E+01  -2.0495978E+02  -3.5261305E+01   2.5647646E+05  -1.0413440E+05  -5.0193519E+04   2.1829866E+05
  151.1000   2.0858819E+01   1.0055931E+01  -4.4783390E+01   1.2785009E-02   1.4635406E-02   9.2391508E-03   1.6098137E+01  -2.1159626E+02  -3.9750721E+01   2.5647638E+05  -1.0414063E+05  -5.0200902E+04   2.1829413E+05
  151.2000   2.0860101E+01   1.0057344E+01  -4.4782475E+01   1.2845661E-02   1.3628721E-02   9.0424299E-03   9.7741078E+00  -2.1773022E+02  -4.4145809E+01   2.5647631E+05  -1.0414689E+05  -5.0207800E+04   2.1828969E+05
  151.3000   2.0861387E+01   1.0058655E+01  -4.4781582E+01   1.2876678E-02   1.2594476E-02   8.8253452E-03   3.4592572E+00  -2.2335050E+02  -4.8435165E+01   2.5647623E+05  -1.0415317E+05  -5.0214201E+04   2.1828535E+05
  151.4000   2.0862675E+01   1.0059862E+01  -4.4780711E+01   1.2878135E-02   1.1535103E-02   8.5884197E-03  -2.8332883E+00  -2.2844703E+02  -5.2607112E+01   2.5647616E+05  -1.0415946E+05  -5.0220093E+04   2.1828112E+05
  151.5000   2.0863962E+01   1.0060962E+01  -4.4779865E+01   1.2850165E-02   1.0453079E-02   8.3322316E-03  -9.0906039E+00  -2.3301101E+02  -5.6649865E+01   2.5647610E+05  -1.0416575E+05  -5.0225464E+04   2.1827702E+05
  151.6000   2.0865244E+01   1.0061952E+01  -4.4779045E+01   1.2792963E-02   9.3509204E-03   8.0574140E-03  -1.5300134E+01  -2.3703484E+02  -6.0551759E+01   2.5647605E+05  -1.0417202E+05  -5.0230306E+04   2.1827305E+05
  151.7000   2.0866520E+01   1.0062831E+01  -4.4778254E+01   1.2706784E-02   8.2311741E-03   7.7646545E-03  -2.1449356E+01  -2.4051213E+02  -6.4301285E+01   2.5647602E+05  -1.0417826E+05  -5.0234608E+04   2.1826924E+05
  151.8000   2.0867785E+01   1.0063598E+01  -4.4777493E+01   1.2591939E-02   7.0964156E-03   7.4546936E-03  -2.7526011E+01  -2.4343766E+02  -6.7887381E+01   2.5647601E+05  -1.0418446E+05  -5.0238364E+04   2.1826559E+05
  151.9000   2.0869037E+01   1.0064250E+01  -4.4776763E+01   1.2448795E-02   5.9492420E-03   7.1283223E-03  -3.3518010E+01  -2.4580735E+02  -7.1299549E+01   2.5647602E+05  -1.0419060E+05  -5.0241569E+04   2.1826211E+05
  152.0000   2.0870274E+01   1.0064787E+01  -4.4776068E+01   1.2277779E-02   4.7922665E-03   6.7863796E-03  -3.9413251E+01  -2.4761837E+02  -7.4527979E+01   2.5647607E+05  -1.0419668E+05  -5.0244216E+04   2.1825881E+05
  152.1000   2.0871492E+01   1.0065208E+01  -4.4775407E+01   1.2079373E-02   3.6281129E-03   6.4297481E-03  -4.5199953E+01  -2.4886901E+02  -7.7563822E+01   2.5647614E+05  -1.0420268E+05  -5.0246302E+04   2.1825571E+05
  152.2000   2.0872689E+01   1.0065513E+01  -4.4774782E+01   1.1854112E-02   2.4594106E-03   6.0593496E-03  -5.0866311E+01  -2.4955871E+02  -8.0399160E+01   2.5647624E+05  -1.0420859E+05  -5.0247824E+04   2.1825280E+05
  152.3000   2.0873862E+01   1.0065700E+01  -4.4774195E+01   1.1602588E-02   1.2887887E-03   5.6761407E-03  -5.6400696E+01  -2.4968801E+02  -8.3027195E+01   2.5647638E+05  -1.0421439E+05  -5.0248782E+04   2.1825011E+05
  152.4000   2.0875008E+01   1.0065771E+01  -4.4773647E+01   1.1325446E-02   1.1887137E-04   5.2811071E-03  -6.1791606E+01  -2.4925850E+02  -8.5442275E+01   2.5647655E+05  -1.0422008E+05  -5.0249175E+04   2.1824763E+05
  152.5000   2.0876126E+01   1.0065724E+01  -4.4773139E+01   1.1023388E-02  -1.0477205E-03   4.8752584E-03  -6.7027457E+01  -2.4826819E+02  -8.7639780E+01   2.5647676E+05  -1.0422564E+05  -5.0249004E+04   2.1824536E+05
  152.6000   2.0877212E+01   1.0065561E+01  -4.4772673E+01   1.0697166E-02  -2.2083458E-03   4.4596234E-03  -7.2096917E+01  -2.4671403E+02  -8.9616180E+01   2.5647699E+05  -1.0423106E+05  -5.0248270E+04   2.1824332E+05
  152.7000   2.0878265E+01   1.0065283E+01  -4.4772248E+01   1.0347588E-02  -3.3603712E-03   4.0352453E-03  -7.6988641E+01  -2.4460079E+02  -9.1368906E+01   2.5647726E+05  -1.0423632E+05  -5.0246977E+04   2.1824151E+05
  152.8000   2.0879281E+01   1.0064890E+01  -4.4771866E+01   9.9755119E-03  -4.5011895E-03   3.6031771E-03  -8.1691409E+01  -2.4193457E+02  -9.2896297E+01   2.5647756E+05  -1.0424142E+05  -5.0245128E+04   2.1823992E+05
  152.9000   2.0880259E+01   1.0064383E+01  -4.4771527E+01   9.5818506E-03  -5.6282239E-03   3.1644773E-03  -8.6194363E+01  -2.3872249E+02  -9.4197546E+01   2.5647788E+05  -1.0424634E+05  -5.0242729E+04   2.1823857E+05
  153.0000   2.0881197E+01   1.0063764E+01  -4.4771233E+01   9.1675660E-03  -6.7389345E-03   2.7202070E-03  -9.0486752E+01  -2.3497293E+02  -9.5272525E+01   2.5647822E+05  -1.0425107E+05  -5.0239786E+04   2.1823744E+05
  153.1000   2.0882092E+01   1.0063036E+01  -4.4770983E+01   8.7336694E-03  -7.8308229E-03   2.2714259E-03  -9.4558378E+01  -2.3069545E+02  -9.6121813E+01   2.5647858E+05  -1.0425560E+05  -5.0236306E+04   2.1823654E+05
  153.2000   2.0882943E+01   1.0062199E+01  -4.4770779E+01   8.2812189E-03  -8.9014390E-03   1.8191898E-03  -9.8399486E+01  -2.2590093E+02  -9.6746527E+01   2.5647895E+05  -1.0425991E+05  -5.0232298E+04   2.1823587E+05
  153.3000   2.0883748E+01   1.0061256E+01  -4.4770620E+01   7.8113173E-03  -9.9483866E-03   1.3645482E-03  -1.0200086E+02  -2.2060157E+02  -9.7148226E+01   2.5647933E+05  -1.0426401E+05  -5.0227773E+04   2.1823542E+05
  153.4000   2.0884505E+01   1.0060210E+01  -4.4770506E+01   7.3251085E-03  -1.0969330E-02   9.0854200E-04  -1.0535417E+02  -2.1481084E+02  -9.7328914E+01   2.5647973E+05  -1.0426787E+05  -5.0222742E+04   2.1823521E+05
  153.5000   2.0885212E+01   1.0059063E+01  -4.4770438E+01   6.8237738E-03  -1.1961999E-02   4.5220256E-04  -1.0845171E+02  -2.0854348E+02  -9.7290782E+01   2.5648012E+05  -1.0427149E+05  -5.0217217E+04   2.1823521E+05
  153.6000   2.0885869E+01   1.0057819E+01  -4.4770416E+01   6.3085288E-03  -1.2924196E-02  -3.4498075E-06  -1.1128667E+02  -2.0181547E+02  -9.7036256E+01   2.5648052E+05  -1.0427486E+05  -5.0211213E+04   2.1823544E+05
  153.7000   2.0886473E+01   1.0056480E+01  -4.4770439E+01   5.7806191E-03  -1.3853800E-02  -4.5739986E-04  -1.1385306E+02  -1.9464389E+02  -9.6563720E+01   2.5648092E+05  -1.0427797E+05  -5.0204745E+04   2.1823588E+05
  153.8000   2.0887025E+01   1.0055049E+01  -4.4770507E+01   5.2413166E-03  -1.4748775E-02  -9.0861938E-04  -1.1614551E+02  -1.8704690E+02  -9.5872035E+01   2.5648131E+05  -1.0428082E+05  -5.0197828E+04   2.1823654E+05
  153.9000   2.0887521E+01   1.0053531E+01  -4.4770620E+01   4.6919166E-03  -1.5607170E-02  -1.3560883E-03  -1.1815962E+02  -1.7904365E+02  -9.4964411E+01   2.5648170E+05  -1.0428340E+05  -5.0190480E+04   2.1823741E+05
  154.0000   2.0887963E+01   1.0051929E+01  -4.4770778E+01   4.1337331E-03  -1.6427127E-02  -1.7988021E-03  -1.1989156E+02  -1.7065416E+02  -9.3844324E+01   2.5648208E+05  -1.0428571E+05  -5.0182720E+04   2.1823849E+05
  154.1000   2.0888348E+01   1.0050247E+01  -4.4770980E+01   3.5680968E-03  -1.7206883E-02  -2.2357735E-03  -1.2133826E+02  -1.6189926E+02  -9.2515570E+01   2.5648246E+05  -1.0428773E+05  -5.0174566E+04   2.1823977E+05
  154.2000   2.0888676E+01   1.0048489E+01  -4.4771225E+01   2.9963506E-03  -1.7944776E-02  -2.6660334E-03  -1.2249750E+02  -1.5280050E+02  -9.0982176E+01   2.5648283E+05  -1.0428947E+05  -5.0166038E+04   2.1824126E+05
  154.3000   2.0888947E+01   1.0046659E+01  -4.4771513E+01   2.4198463E-03  -1.8639245E-02  -3.0886322E-03  -1.2336763E+02  -1.4338024E+02  -8.9248390E+01   2.5648319E+05  -1.0429093E+05  -5.0157157E+04   2.1824294E+05
  154.4000   2.0889160E+01   1.0044763E+01  -4.4771842E+01   1.8399416E-03  -1.9288836E-02  -3.5026409E-03  -1.2394796E+02  -1.3366154E+02  -8.7318782E+01   2.5648354E+05  -1.0429210E+05  -5.0147945E+04   2.1824482E+05
  154.5000   2.0889315E+01   1.0042803E+01  -4.4772213E+01   1.2579955E-03  -1.9892207E-02  -3.9071527E-03  -1.2423847E+02  -1.2366819E+02  -8.5198162E+01   2.5648388E+05  -1.0429298E+05  -5.0138424E+04   2.1824689E+05
  154.6000   2.0889412E+01   1.0040786E+01  -4.4772623E+01   6.7536535E-04  -2.0448125E-02  -4.3012836E-03  -1.2423993E+02  -1.1342460E+02  -8.2891648E+01   2.5648421E+05  -1.0429356E+05  -5.0128616E+04   2.1824914E+05
  154.7000   2.0889450E+01   1.0038715E+01  -4.4773073E+01   9.3402926E-05  -2.0955477E-02  -4.6841749E-03  -1.2395398E+02  -1.0295567E+02  -8.0404717E+01   2.5648453E+05  -1.0429386E+05  -5.0118547E+04   2.1825157E+05
  154.8000   2.0889430E+01   1.0036596E+01  -4.4773560E+01  -4.8654729E-04  -2.1413264E-02  -5.0549939E-03  -1.2338140E+02  -9.2286788E+01  -7.7743086E+01   2.5648485E+05  -1.0429387E+05  -5.0108239E+04   2.1825417E+05
  154.9000   2.0889353E+01   1.0034434E+01  -4.4774083E+01  -1.0631408E-03  -2.1820611E-02  -5.4129356E-03  -1.2252271E+02  -8.1443746E+01  -7.4912841E+01   2.5648515E+05  -1.0429359E+05  -5.0097718E+04   2.1825694E+05
  155.0000   2.0889218E+01   1.0032234E+01  -4.4774642E+01  -1.6350447E-03  -2.2176759E-02  -5.7572245E-03  -1.2138164E+02  -7.0452516E+01  -7.1920383E+01   2.5648545E+05  -1.0429302E+05  -5.0087009E+04   2.1825988E+05
  155.1000   2.0889026E+01   1.0030001E+01  -4.4775234E+01  -2.2009448E-03  -2.2481078E-02  -6.0871154E-03  -1.1996255E+02  -5.9339356E+01  -6.8772421E+01   2.5648574E+05  -1.0429218E+05  -5.0076137E+04   2.1826296E+05
  155.2000   2.0888778E+01   1.0027739E+01  -4.4775859E+01  -2.7595493E-03  -2.2733056E-02  -6.4018957E-03  -1.1827051E+02  -4.8130529E+01  -6.5476039E+01   2.5648602E+05  -1.0429105E+05  -5.0065129E+04   2.1826620E+05
  155.3000   2.0888474E+01   1.0025456E+01  -4.4776514E+01  -3.3095911E-03  -2.2932306E-02  -6.7008868E-03  -1.1631098E+02  -3.6852319E+01  -6.2038614E+01   2.5648630E+05  -1.0428965E+05  -5.0054009E+04   2.1826958E+05
  155.4000   2.0888116E+01   1.0023155E+01  -4.4777199E+01  -3.8498299E-03  -2.3078565E-02  -6.9834454E-03  -1.1409004E+02  -2.5530946E+01  -5.8467963E+01   2.5648658E+05  -1.0428798E+05  -5.0042804E+04   2.1827310E+05
  155.5000   2.0887705E+01   1.0020842E+01  -4.4777910E+01  -4.3790554E-03  -2.3171692E-02  -7.2489661E-03  -1.1161430E+02  -1.4192548E+01  -5.4772320E+01   2.5648684E+05  -1.0428605E+05  -5.0031540E+04   2.1827674E+05
  155.6000   2.0887241E+01   1.0018522E+01  -4.4778648E+01  -4.8960892E-03  -2.3211668E-02  -7.4968828E-03  -1.0889072E+02  -2.8632121E+00  -5.0960317E+01   2.5648711E+05  -1.0428386E+05  -5.0020243E+04   2.1828050E+05
  155.7000   2.0886726E+01   1.0016201E+01  -4.4779409E+01  -5.3997867E-03  -2.3198596E-02  -7.7266714E-03  -1.0592692E+02   8.4311408E+00  -4.7041111E+01   2.5648737E+05  -1.0428141E+05  -5.0008938E+04   2.1828437E+05
  155.8000   2.0886161E+01   1.0013884E+01  -4.4780193E+01  -5.8890403E-03  -2.3132701E-02  -7.9378512E-03  -1.0273087E+02   1.9664817E+01  -4.3024222E+01   2.5648762E+05  -1.0427872E+05  -4.9997652E+04   2.1828834E+05
  155.9000   2.0885549E+01   1.0011576E+01  -4.4780996E+01  -6.3627806E-03  -2.3014327E-02  -8.1299875E-03  -9.9311032E+01   3.0812396E+01  -3.8919604E+01   2.5648787E+05  -1.0427580E+05  -4.9986410E+04   2.1829240E+05
  156.0000   2.0884889E+01   1.0009283E+01  -4.4781818E+01  -6.8199791E-03  -2.2843936E-02  -8.3026930E-03  -9.5676332E+01   4.1848851E+01  -3.4737586E+01   2.5648810E+05  -1.0427264E+05  -4.9975238E+04   2.1829655E+05
  156.1000   2.0884185E+01   1.0007009E+01  -4.4782656E+01  -7.2596499E-03  -2.2622107E-02  -8.4556296E-03  -9.1835966E+01   5.2749543E+01  -3.0488750E+01   2.5648834E+05  -1.0426925E+05  -4.9964161E+04   2.1830076E+05
  156.2000   2.0883438E+01   1.0004760E+01  -4.4783508E+01  -7.6808512E-03  -2.2349534E-02  -8.5885093E-03  -8.7799681E+01   6.3490354E+01  -2.6183999E+01   2.5648856E+05  -1.0426566E+05  -4.9953203E+04   2.1830504E+05
  156.3000   2.0882650E+01   1.0002541E+01  -4.4784373E+01  -8.0826878E-03  -2.2027022E-02  -8.7010959E-03  -8.3577441E+01   7.4047746E+01  -2.1834343E+01   2.5648877E+05  -1.0426186E+05  -4.9942390E+04   2.1830936E+05
  156.4000   2.0881822E+01   1.0000357E+01  -4.4785248E+01  -8.4643116E-03  -2.1655485E-02  -8.7932047E-03  -7.9179474E+01   8.4398727E+01  -1.7450870E+01   2.5648897E+05  -1.0425786E+05  -4.9931745E+04   2.1831372E+05
  156.5000   2.0880958E+01   9.9982116E+00  -4.4786131E+01  -8.8249237E-03  -2.1235943E-02  -8.8647033E-03  -7.4616437E+01   9.4521056E+01  -1.3044720E+01   2.5648915E+05  -1.0425367E+05  -4.9921291E+04   2.1831811E+05
  156.6000   2.0880058E+01   9.9961110E+00  -4.4787020E+01  -9.1637751E-03  -2.0769519E-02  -8.9155113E-03  -6.9899126E+01   1.0439309E+02  -8.6269139E+00   2.5648932E+05  -1.0424931E+05  -4.9911051E+04   2.1832252E+05
  156.7000   2.0879126E+01   9.9940592E+00  -4.4787913E+01  -9.4801689E-03  -2.0257436E-02  -8.9455998E-03  -6.5038812E+01   1.1399385E+02  -4.2084441E+00   2.5648948E+05  -1.0424479E+05  -4.9901048E+04   2.1832693E+05
  156.8000   2.0878163E+01   9.9920610E+00  -4.4788809E+01  -9.7734615E-03  -1.9701014E-02  -8.9549912E-03  -6.0047029E+01   1.2330298E+02   1.9988197E-01   2.5648962E+05  -1.0424011E+05  -4.9891303E+04   2.1833133E+05
  156.9000   2.0877172E+01   9.9901205E+00  -4.4789704E+01  -1.0043064E-02  -1.9101667E-02  -8.9437577E-03  -5.4935591E+01   1.3230075E+02   4.5874834E+00   2.5648974E+05  -1.0423528E+05  -4.9881837E+04   2.1833572E+05
  157.0000   2.0876155E+01   9.9882420E+00  -4.4790597E+01  -1.0288444E-02  -1.8460899E-02  -8.9120213E-03  -4.9716812E+01   1.4096819E+02   8.9439636E+00   2.5648984E+05  -1.0423032E+05  -4.9872670E+04   2.1834009E+05
  157.1000   2.0875115E+01   9.9864296E+00  -4.4791485E+01  -1.0509128E-02  -1.7780303E-02  -8.8599512E-03  -4.4403115E+01   1.4928711E+02   1.3259323E+01   2.5648992E+05  -1.0422524E+05  -4.9863823E+04   2.1834442E+05
  157.2000   2.0874054E+01   9.9846872E+00  -4.4792368E+01  -1.0704699E-02  -1.7061553E-02  -8.7877633E-03  -3.9007310E+01   1.5724009E+02   1.7523840E+01   2.5648998E+05  -1.0422006E+05  -4.9855314E+04   2.1834870E+05
  157.3000   2.0872975E+01   9.9830185E+00  -4.4793242E+01  -1.0874805E-02  -1.6306405E-02  -8.6957179E-03  -3.3542417E+01   1.6481060E+02   2.1728179E+01   2.5649002E+05  -1.0421477E+05  -4.9847162E+04   2.1835292E+05
  157.4000   2.0871880E+01   9.9814271E+00  -4.4794106E+01  -1.1019151E-02  -1.5516688E-02  -8.5841184E-03  -2.8021542E+01   1.7198300E+02   2.5863416E+01   2.5649005E+05  -1.0420940E+05  -4.9839384E+04   2.1835708E+05
  157.5000   2.0870772E+01   9.9799163E+00  -4.4794958E+01  -1.1137506E-02  -1.4694305E-02  -8.4533089E-03  -2.2458036E+01   1.7874264E+02   2.9920978E+01   2.5649005E+05  -1.0420397E+05  -4.9831997E+04   2.1836117E+05
  157.6000   2.0869653E+01   9.9784892E+00  -4.4795796E+01  -1.1229702E-02  -1.3841222E-02  -8.3036728E-03  -1.6865132E+01   1.8507587E+02   3.3892761E+01   2.5649004E+05  -1.0419847E+05  -4.9825015E+04   2.1836518E+05
  157.7000   2.0868527E+01   9.9771490E+00  -4.4796619E+01  -1.1295631E-02  -1.2959469E-02  -8.1356306E-03  -1.1256111E+01   1.9097003E+02   3.7771021E+01   2.5649002E+05  -1.0419293E+05  -4.9818454E+04   2.1836909E+05
  157.8000   2.0867395E+01   9.9758982E+00  -4.4797423E+01  -1.1335250E-02  -1.2051132E-02  -7.9496383E-03  -5.6443257E+00   1.9641355E+02   4.1548322E+01   2.5648997E+05  -1.0418737E+05  -4.9812327E+04   2.1837291E+05
  157.9000   2.0866260E+01   9.9747396E+00  -4.4798208E+01  -1.1348576E-02  -1.1118351E-02  -7.7461861E-03  -4.2906194E-02   2.0139578E+02   4.5217590E+01   2.5648992E+05  -1.0418178E+05  -4.9806647E+04   2.1837663E+05
  158.0000   2.0865126E+01   9.9736753E+00  -4.4798972E+01  -1.1335689E-02  -1.0163309E-02  -7.5257966E-03   5.5349260E+00   2.0590707E+02   4.8771921E+01   2.5648985E+05  -1.0417619E+05  -4.9801424E+04   2.1838023E+05
  158.1000   2.0863994E+01   9.9727076E+00  -4.4799713E+01  -1.1296730E-02  -9.1882367E-03  -7.2890245E-03   1.1076182E+01   2.0993882E+02   5.2204689E+01   2.5648977E+05  -1.0417060E+05  -4.9796670E+04   2.1838371E+05
  158.2000   2.0862868E+01   9.9718382E+00  -4.4800429E+01  -1.1231901E-02  -8.1954000E-03  -7.0364548E-03   1.6568019E+01   2.1348344E+02   5.5509447E+01   2.5648968E+05  -1.0416504E+05  -4.9792394E+04   2.1838706E+05
  158.3000   2.0861749E+01   9.9710690E+00  -4.4801119E+01  -1.1141463E-02  -7.1870985E-03  -6.7687027E-03   2.1997705E+01   2.1653451E+02   5.8679883E+01   2.5648958E+05  -1.0415952E+05  -4.9788605E+04   2.1839029E+05
  158.4000   2.0860640E+01   9.9704013E+00  -4.4801782E+01  -1.1025737E-02  -6.1656591E-03  -6.4864122E-03   2.7352954E+01   2.1908671E+02   6.1709925E+01   2.5648947E+05  -1.0415404E+05  -4.9785309E+04   2.1839337E+05
  158.5000   2.0859544E+01   9.9698362E+00  -4.4802416E+01  -1.0885100E-02  -5.1334312E-03  -6.1902557E-03   3.2621647E+01   2.2113586E+02   6.4593579E+01   2.5648935E+05  -1.0414862E+05  -4.9782513E+04   2.1839631E+05
  158.6000   2.0858464E+01   9.9693749E+00  -4.4803020E+01  -1.0719986E-02  -4.0927809E-03  -5.8809332E-03   3.7792078E+01   2.2267900E+02   6.7325047E+01   2.5648922E+05  -1.0414327E+05  -4.9780221E+04   2.1839910E+05
  158.7000   2.0857401E+01   9.9690179E+00  -4.4803592E+01  -1.0530881E-02  -3.0460854E-03  -5.5591715E-03   4.2853032E+01   2.2371430E+02   6.9898730E+01   2.5648909E+05  -1.0413801E+05  -4.9778437E+04   2.1840173E+05
  158.8000   2.0856358E+01   9.9687658E+00  -4.4804131E+01  -1.0318326E-02  -1.9957275E-03  -5.2257233E-03   4.7793604E+01   2.2424120E+02   7.2309176E+01   2.5648895E+05  -1.0413284E+05  -4.9777164E+04   2.1840420E+05
  158.9000   2.0855338E+01   9.9686188E+00  -4.4804637E+01  -1.0082908E-02  -9.4409030E-04  -4.8813660E-03   5.2603510E+01   2.2426021E+02   7.4551215E+01   2.5648880E+05  -1.0412778E+05  -4.9776403E+04   2.1840649E+05
  159.0000   2.0854343E+01   9.9685769E+00  -4.4805107E+01  -9.8252640E-03   1.0644851E-04  -4.5269012E-03   5.7272746E+01   2.2377298E+02   7.6619842E+01   2.5648864E+05  -1.0412284E+05  -4.9776152E+04   2.1840862E+05
  159.1000   2.0853374E+01   9.9686399E+00  -4.4805542E+01  -9.5460761E-03   1.1535118E-03  -4.1631532E-03   6.1791731E+01   2.2277678E+02   7.8510268E+01   2.5648848E+05  -1.0411803E+05  -4.9776413E+04   2.1841056E+05
  159.2000   2.0852434E+01   9.9688074E+00  -4.4805940E+01  -9.2460701E-03   2.1947098E-03  -3.7909682E-03   6.6151404E+01   2.2127180E+02   8.0217972E+01   2.5648830E+05  -1.0411335E+05  -4.9777182E+04   2.1841232E+05
  159.3000   2.0851525E+01   9.9690786E+00  -4.4806300E+01  -8.9260138E-03   3.2276684E-03  -3.4112132E-03   7.0342898E+01   2.1926314E+02   8.1738650E+01   2.5648811E+05  -1.0410882E+05  -4.9778456E+04   2.1841389E+05
  159.4000   2.0850650E+01   9.9694526E+00  -4.4806622E+01  -8.5867157E-03   4.2500402E-03  -3.0247745E-03   7.4357876E+01   2.1675705E+02   8.3068358E+01   2.5648792E+05  -1.0410445E+05  -4.9780230E+04   2.1841527E+05
  159.5000   2.0849809E+01   9.9699282E+00  -4.4806904E+01  -8.2290221E-03   5.2595097E-03  -2.6325560E-03   7.8188315E+01   2.1376083E+02   8.4203484E+01   2.5648770E+05  -1.0410024E+05  -4.9782499E+04   2.1841645E+05
  159.6000   2.0849004E+01   9.9705040E+00  -4.4807148E+01  -7.8538166E-03   6.2537983E-03  -2.2354777E-03   8.1826532E+01   2.1028300E+02   8.5140864E+01   2.5648748E+05  -1.0409621E+05  -4.9785257E+04   2.1841743E+05
  159.7000   2.0848238E+01   9.9711784E+00  -4.4807351E+01  -7.4620174E-03   7.2306698E-03  -1.8344731E-03   8.5265369E+01   2.0633311E+02   8.5877891E+01   2.5648724E+05  -1.0409236E+05  -4.9788496E+04   2.1841821E+05
  159.8000   2.0847512E+01   9.9719495E+00  -4.4807515E+01  -7.0545756E-03   8.1879357E-03  -1.4304868E-03   8.8497920E+01   2.0192191E+02   8.6412481E+01   2.5648699E+05  -1.0408871E+05  -4.9792206E+04   2.1841878E+05
  159.9000   2.0846828E+01   9.9728152E+00  -4.4807637E+01  -6.6324735E-03   9.1234603E-03  -1.0244713E-03   9.1517826E+01   1.9706123E+02   8.6743260E+01   2.5648672E+05  -1.0408525E+05  -4.9796378E+04   2.1841914E+05
  160.0000   2.0846186E+01   9.9737734E+00  -4.4807720E+01  -6.1967220E-03   1.0035166E-02  -6.1738416E-04   9.4319230E+01   1.9176397E+02   8.6869556E+01   2.5648644E+05  -1.0408199E+05  -4.9801000E+04   2.1841930E+05
  160.1000   2.0845589E+01   9.9748214E+00  -4.4807761E+01  -5.7483589E-03   1.0921038E-02  -2.1018439E-04   9.6896598E+01   1.8604406E+02   8.6791371E+01   2.5648614E+05  -1.0407895E+05  -4.9806061E+04   2.1841925E+05
  160.2000   2.0845037E+01   9.9759567E+00  -4.4807762E+01  -5.2884462E-03   1.1779129E-02   1.9617028E-04   9.9245016E+01   1.7991631E+02   8.6508734E+01   2.5648583E+05  -1.0407613E+05  -4.9811547E+04   2.1841899E+05
  160.3000   2.0844532E+01   9.9771762E+00  -4.4807722E+01  -4.8180685E-03   1.2607564E-02   6.0071315E-04   1.0135977E+02   1.7339639E+02   8.6018314E+01   2.5648551E+05  -1.0407353E+05  -4.9817445E+04   2.1841853E+05
  160.4000   2.0844074E+01   9.9784771E+00  -4.4807642E+01  -4.3383317E-03   1.3404541E-02   1.0024723E-03   1.0323662E+02   1.6650079E+02   8.5321838E+01   2.5648517E+05  -1.0407116E+05  -4.9823739E+04   2.1841786E+05
  160.5000   2.0843664E+01   9.9798560E+00  -4.4807521E+01  -3.8503600E-03   1.4168340E-02   1.4004895E-03   1.0487176E+02   1.5924668E+02   8.4422778E+01   2.5648483E+05  -1.0406902E+05  -4.9830414E+04   2.1841700E+05
  160.6000   2.0843304E+01   9.9813096E+00  -4.4807362E+01  -3.3552955E-03   1.4897321E-02   1.7938247E-03   1.0626157E+02   1.5165186E+02   8.3325459E+01   2.5648448E+05  -1.0406713E+05  -4.9837454E+04   2.1841594E+05
  160.7000   2.0842993E+01   9.9828343E+00  -4.4807163E+01  -2.8542959E-03   1.5589929E-02   2.1815599E-03   1.0740301E+02   1.4373475E+02   8.2035010E+01   2.5648412E+05  -1.0406548E+05  -4.9844842E+04   2.1841469E+05
  160.8000   2.0842733E+01   9.9844264E+00  -4.4806926E+01  -2.3485319E-03   1.6244698E-02   2.5628031E-03   1.0829343E+02   1.3551432E+02   8.0557173E+01   2.5648377E+05  -1.0406407E+05  -4.9852560E+04   2.1841325E+05
  160.9000   2.0842524E+01   9.9860819E+00  -4.4806651E+01  -1.8391859E-03   1.6860252E-02   2.9366900E-03   1.0893066E+02   1.2701022E+02   7.8898254E+01   2.5648342E+05  -1.0406292E+05  -4.9860591E+04   2.1841163E+05
  161.0000   2.0842366E+01   9.9877971E+00  -4.4806338E+01  -1.3274485E-03   1.7435306E-02   3.3023874E-03   1.0931327E+02   1.1824264E+02   7.7065009E+01   2.5648307E+05  -1.0406202E+05  -4.9868914E+04   2.1840984E+05
